Date,INDIACEM
1996-10-23,84.60075378417969
1996-10-24,82.9337387084961
1996-10-25,81.07731628417969
1996-10-28,79.56185150146484
1996-10-29,77.70539093017578
1996-10-30,77.70539093017578
1996-10-31,77.28862762451172
1996-11-01,77.21285247802734
1996-11-04,75.77317810058594
1996-11-05,71.79508209228516
1996-11-06,72.74224853515625
1996-11-07,74.6365737915039
1996-11-08,75.20487976074219
1996-11-11,74.97755432128906
1996-11-12,74.97755432128906
1996-11-13,75.77317810058594
1996-11-14,75.77317810058594
1996-11-15,73.57575225830078
1996-11-18,73.87883758544922
1996-11-19,71.60565185546875
1996-11-20,69.9007568359375
1996-11-21,69.29456329345703
1996-11-22,67.5517807006836
1996-11-25,67.9685287475586
1996-11-26,66.18785858154297
1996-11-27,64.40718841552734
1996-11-28,64.40718841552734
1996-11-29,65.54379272460938
1996-12-02,64.40718841552734
1996-12-03,61.37627410888672
1996-12-04,61.37627410888672
1996-12-05,62.43709945678711
1996-12-06,63.384254455566406
1996-12-09,61.830902099609375
1996-12-10,60.27756881713867
1996-12-11,62.8917350769043
1996-12-12,61.489933013916016
1996-12-13,62.02033996582031
1996-12-16,62.285552978515625
1996-12-17,62.664405822753906
1996-12-18,65.27860260009766
1996-12-19,66.03632354736328
1996-12-20,66.8319320678711
1996-12-23,67.43812561035156
1996-12-24,66.98348236083984
1996-12-25,66.98348236083984
1996-12-26,68.19586181640625
1996-12-27,68.19586181640625
1996-12-30,68.19586181640625
1996-12-31,67.324462890625
1997-01-01,71.98451232910156
1997-01-02,76.18992614746094
1997-01-03,76.03839111328125
1997-01-06,73.49998474121094
1997-01-07,76.833984375
1997-01-08,77.06132507324219
1997-01-09,77.28862762451172
1997-01-10,76.15202331542969
1997-01-13,77.28862762451172
1997-01-14,75.28064727783203
1997-01-15,79.94068908691406
1997-01-16,75.54586029052734
1997-01-17,72.66647338867188
1997-01-20,69.14302062988281
1997-01-21,65.50589752197266
1997-01-22,66.49095153808594
1997-01-23,66.49095153808594
1997-01-24,65.43014526367188
1997-01-27,61.262603759765625
1997-01-28,61.67936325073242
1997-01-29,63.497928619384766
1997-01-30,59.368289947509766
1997-01-31,57.6254997253418
1997-02-03,53.60952377319336
1997-02-04,50.805912017822266
1997-02-05,49.063133239746094
1997-02-06,50.65437316894531
1997-02-07,51.52576446533203
1997-02-10,54.97344970703125
1997-02-11,58.83787536621094
1997-02-12,62.92963409423828
1997-02-13,61.45203399658203
1997-02-14,60.99739456176758
1997-02-17,61.830902099609375
1997-02-18,60.694313049316406
1997-02-19,61.489933013916016
1997-02-20,60.921634674072266
1997-02-21,60.50489044189453
1997-02-24,57.01932144165039
1997-02-25,57.66338348388672
1997-02-26,57.890708923339844
1997-02-27,59.67136764526367
1997-02-28,61.45203399658203
1997-03-03,67.66545104980469
1997-03-04,68.12008666992188
1997-03-05,71.98451232910156
1997-03-06,69.7870864868164
1997-03-07,69.7870864868164
1997-03-10,65.3543701171875
1997-03-11,61.45203399658203
1997-03-12,63.46003341674805
1997-03-13,63.270606994628906
1997-03-14,61.37627410888672
1997-03-17,61.262603759765625
1997-03-18,61.07316589355469
1997-03-19,60.61854934692383
1997-03-20,59.103065490722656
1997-03-21,59.97446823120117
1997-03-24,59.97446823120117
1997-03-25,61.982460021972656
1997-03-26,61.0352897644043
1997-03-27,60.61854934692383
1997-03-28,60.61854934692383
1997-03-31,56.37523651123047
1997-04-01,52.43503952026367
1997-04-02,55.087100982666016
1997-04-03,57.095096588134766
1997-04-04,55.80694580078125
1997-04-07,54.21571731567383
1997-04-08,54.21571731567383
1997-04-09,57.96648406982422
1997-04-10,55.61751174926758
1997-04-11,55.69327926635742
1997-04-14,55.69327926635742
1997-04-15,55.16287612915039
1997-04-16,55.16287612915039
1997-04-17,55.69327926635742
1997-04-18,55.69327926635742
1997-04-21,56.678340911865234
1997-04-22,56.07215118408203
1997-04-23,56.82987594604492
1997-04-24,57.43607711791992
1997-04-25,56.82987594604492
1997-04-28,55.84481430053711
1997-04-29,53.571632385253906
1997-04-30,55.31442642211914
1997-05-01,55.31442642211914
1997-05-02,55.011322021484375
1997-05-05,54.556678771972656
1997-05-06,53.268550872802734
1997-05-07,54.63246536254883
1997-05-08,55.46596908569336
1997-05-09,54.708229064941406
1997-05-12,53.98838806152344
1997-05-13,53.98838806152344
1997-05-14,54.556678771972656
1997-05-15,55.1249885559082
1997-05-16,55.50385284423828
1997-05-19,54.670345306396484
1997-05-20,54.556678771972656
1997-05-21,55.69327926635742
1997-05-22,55.011322021484375
1997-05-23,54.443031311035156
1997-05-26,52.81390380859375
1997-05-27,53.041221618652344
1997-05-28,52.472930908203125
1997-05-29,53.041221618652344
1997-05-30,53.60952377319336
1997-06-02,54.10204315185547
1997-06-03,54.10204315185547
1997-06-04,54.48091125488281
1997-06-05,55.31442642211914
1997-06-06,56.07215118408203
1997-06-09,56.11003875732422
1997-06-10,56.48889923095703
1997-06-11,56.299461364746094
1997-06-12,56.602561950683594
1997-06-13,57.85282516479492
1997-06-16,58.155914306640625
1997-06-17,60.88374710083008
1997-06-18,65.16493225097656
1997-06-19,69.74921417236328
1997-06-20,72.9695816040039
1997-06-23,71.15100860595703
1997-06-24,70.69638061523438
1997-06-25,65.84689331054688
1997-06-26,68.08219146728516
1997-06-27,69.02936553955078
1997-06-30,69.52188110351562
1997-07-01,74.40925598144531
1997-07-02,78.57679748535156
1997-07-03,77.25074768066406
1997-07-04,75.05333709716797
1997-07-07,76.56879425048828
1997-07-08,77.59173583984375
1997-07-09,82.10023498535156
1997-07-10,85.20693969726562
1997-07-11,83.61571502685547
1997-07-14,79.75126647949219
1997-07-15,78.08425903320312
1997-07-16,83.04740142822266
1997-07-17,82.82008361816406
1997-07-18,82.82008361816406
1997-07-21,81.26673126220703
1997-07-22,82.06234741210938
1997-07-23,81.87291717529297
1997-07-24,81.56982421875
1997-07-25,81.49405670166016
1997-07-28,81.07731628417969
1997-07-29,80.47111511230469
1997-07-30,76.60665893554688
1997-07-31,78.9935302734375
1997-08-01,80.6226577758789
1997-08-04,82.32756042480469
1997-08-05,88.12420654296875
1997-08-06,92.40538787841797
1997-08-07,86.00255584716797
1997-08-08,85.0553970336914
1997-08-11,84.22189331054688
1997-08-12,83.46414947509766
1997-08-13,81.41828918457031
1997-08-14,80.69844055175781
1997-08-15,80.69844055175781
1997-08-18,79.56185150146484
1997-08-19,79.06929779052734
1997-08-20,79.486083984375
1997-08-21,78.19792175292969
1997-08-22,76.53089904785156
1997-08-25,78.31158447265625
1997-08-26,77.02344512939453
1997-08-27,77.28862762451172
1997-08-28,77.7432632446289
1997-08-29,77.36441040039062
1997-09-01,78.04637908935547
1997-09-02,78.57679748535156
1997-09-03,77.36441040039062
1997-09-04,77.28862762451172
1997-09-05,77.25074768066406
1997-09-08,77.28862762451172
1997-09-09,77.81905364990234
1997-09-10,77.51596069335938
1997-09-11,77.28862762451172
1997-09-12,77.36441040039062
1997-09-15,76.53089904785156
1997-09-16,78.80409240722656
1997-09-17,76.7203369140625
1997-09-18,77.25074768066406
1997-09-19,76.53089904785156
1997-09-22,77.47808074951172
1997-09-23,76.79611206054688
1997-09-24,77.02344512939453
1997-09-25,76.53089904785156
1997-09-26,76.15202331542969
1997-09-29,72.81802368164062
1997-09-30,76.90978240966797
1997-10-01,73.00745391845703
1997-10-02,73.00745391845703
1997-10-03,73.00745391845703
1997-10-06,73.00745391845703
1997-10-07,73.00745391845703
1997-10-08,73.00745391845703
1997-10-09,72.36338806152344
1997-10-10,74.2577133178711
1997-10-13,74.71234130859375
1997-10-14,76.87187957763672
1997-10-15,75.01545715332031
1997-10-16,75.77317810058594
1997-10-17,75.35643005371094
1997-10-20,75.28064727783203
1997-10-21,73.91674041748047
1997-10-22,74.2577133178711
1997-10-23,70.8479232788086
1997-10-24,71.98451232910156
1997-10-27,71.98451232910156
1997-10-28,69.37034606933594
1997-10-29,70.46904754638672
1997-10-30,69.18091583251953
1997-10-31,69.18091583251953
1997-11-03,68.30952453613281
1997-11-04,69.4839859008789
1997-11-05,68.95357513427734
1997-11-06,68.83993530273438
1997-11-07,68.23373413085938
1997-11-10,68.6504898071289
1997-11-11,68.95357513427734
1997-11-12,66.07421112060547
1997-11-13,63.64946365356445
1997-11-14,63.64946365356445
1997-11-17,60.61854934692383
1997-11-18,56.82987594604492
1997-11-19,56.82987594604492
1997-11-20,57.6254997253418
1997-11-21,57.58762741088867
1997-11-24,55.31442642211914
1997-11-25,57.54973220825195
1997-11-26,56.82987594604492
1997-11-27,56.791996002197266
1997-11-28,56.07215118408203
1997-12-01,55.655391693115234
1997-12-02,55.1249885559082
1997-12-03,54.556678771972656
1997-12-04,53.60952377319336
1997-12-05,52.662357330322266
1997-12-08,53.041221618652344
1997-12-09,51.52576446533203
1997-12-10,53.041221618652344
1997-12-11,50.010284423828125
1997-12-12,50.65437316894531
1997-12-15,49.74509811401367
1997-12-16,49.74509811401367
1997-12-17,50.010284423828125
1997-12-18,48.68427276611328
1997-12-19,48.9494743347168
1997-12-22,47.66133499145508
1997-12-23,48.267520904541016
1997-12-24,48.0023078918457
1997-12-25,48.0023078918457
1997-12-26,48.343284606933594
1997-12-29,48.15385055541992
1997-12-30,47.43400955200195
1997-12-31,50.73014450073242
1998-01-01,54.291481018066406
1998-01-02,56.86777877807617
1998-01-05,56.11003875732422
1998-01-06,55.011322021484375
1998-01-07,56.791996002197266
1998-01-08,54.25358963012695
1998-01-09,51.56364822387695
1998-01-12,47.055145263671875
1998-01-13,48.38117980957031
1998-01-14,50.50282669067383
1998-01-15,50.65437316894531
1998-01-16,46.90359878540039
1998-01-19,45.766998291015625
1998-01-20,45.31235885620117
1998-01-21,49.631431579589844
1998-01-22,48.040199279785156
1998-01-23,48.115966796875
1998-01-26,48.115966796875
1998-01-27,45.9564323425293
1998-01-28,46.6762809753418
1998-01-29,46.14586639404297
1998-01-30,46.71416473388672
1998-02-02,46.75204849243164
1998-02-03,46.335296630859375
1998-02-04,45.16080856323242
1998-02-05,45.19870376586914
1998-02-06,43.569576263427734
1998-02-09,40.387107849121094
1998-02-10,42.1298828125
1998-02-11,42.054115295410156
1998-02-12,42.1298828125
1998-02-13,42.1298828125
1998-02-16,42.1298828125
1998-02-17,42.0162239074707
1998-02-18,41.86468505859375
1998-02-19,41.296382904052734
1998-02-20,41.86468505859375
1998-02-23,42.4329833984375
1998-02-24,41.44793701171875
1998-02-25,41.78891372680664
1998-02-26,42.50875473022461
1998-02-27,46.75204849243164
1998-03-02,43.94844436645508
1998-03-03,39.5536003112793
1998-03-04,40.15978240966797
1998-03-05,43.910552978515625
1998-03-06,45.19870376586914
1998-03-09,48.38117980957031
1998-03-10,45.19870376586914
1998-03-11,45.53968048095703
1998-03-12,44.25153732299805
1998-03-13,44.25153732299805
1998-03-16,43.41802978515625
1998-03-17,41.296382904052734
1998-03-18,43.15282440185547
1998-03-19,43.266483306884766
1998-03-20,43.001277923583984
1998-03-23,43.001277923583984
1998-03-24,41.82679748535156
1998-03-25,43.8726692199707
1998-03-26,43.266483306884766
1998-03-27,43.64534378051758
1998-03-30,43.38014602661133
1998-03-31,42.24354934692383
1998-04-01,43.910552978515625
1998-04-02,44.213645935058594
1998-04-03,44.70616912841797
1998-04-06,48.760032653808594
1998-04-07,52.776023864746094
1998-04-08,52.776023864746094
1998-04-09,57.6254997253418
1998-04-10,59.103065490722656
1998-04-13,55.23863983154297
1998-04-14,55.23863983154297
1998-04-15,60.7321891784668
1998-04-16,58.155914306640625
1998-04-17,57.208744049072266
1998-04-20,52.776023864746094
1998-04-21,52.43503952026367
1998-04-22,53.60952377319336
1998-04-23,52.24562072753906
1998-04-24,50.0860595703125
1998-04-27,48.0023078918457
1998-04-28,47.69921112060547
1998-04-29,48.68427276611328
1998-04-30,48.98735809326172
1998-05-01,48.98735809326172
1998-05-04,51.98040008544922
1998-05-05,57.208744049072266
1998-05-06,62.58864212036133
1998-05-07,62.58864212036133
1998-05-08,65.9984359741211
1998-05-11,63.34638214111328
1998-05-12,57.095096588134766
1998-05-13,53.07910919189453
1998-05-14,56.56468200683594
1998-05-15,56.82987594604492
1998-05-18,59.63347625732422
1998-05-19,60.12602233886719
1998-05-20,62.62654113769531
1998-05-21,58.95153045654297
1998-05-22,56.52678680419922
1998-05-25,57.208744049072266
1998-05-26,53.98838806152344
1998-05-27,56.602561950683594
1998-05-28,55.92060089111328
1998-05-29,54.48091125488281
1998-06-01,53.64739227294922
1998-06-02,48.797916412353516
1998-06-03,53.685298919677734
1998-06-04,53.72318649291992
1998-06-05,48.98735809326172
1998-06-08,44.47886276245117
1998-06-09,44.137874603271484
1998-06-10,43.03916931152344
1998-06-11,43.22860336303711
1998-06-12,44.403079986572266
1998-06-15,41.06906509399414
1998-06-16,38.60642623901367
1998-06-17,42.47086715698242
1998-06-18,43.493804931640625
1998-06-19,41.10694885253906
1998-06-22,37.46984100341797
1998-06-23,37.81081771850586
1998-06-24,39.13684844970703
1998-06-25,39.47782897949219
1998-06-26,38.60642623901367
1998-06-29,38.83375930786133
1998-06-30,36.74999237060547
1998-07-01,40.12189483642578
1998-07-02,38.64431381225586
1998-07-03,38.1896858215332
1998-07-06,37.96235656738281
1998-07-07,37.88658905029297
1998-07-08,39.17473220825195
1998-07-09,38.795867919921875
1998-07-10,40.008243560791016
1998-07-13,40.15978240966797
1998-07-14,40.12189483642578
1998-07-15,40.50076675415039
1998-07-16,40.72808837890625
1998-07-17,40.4628791809082
1998-07-20,39.81880187988281
1998-07-21,39.89458084106445
1998-07-22,39.81880187988281
1998-07-23,39.78092575073242
1998-07-24,39.78092575073242
1998-07-27,39.78092575073242
1998-07-28,39.78092575073242
1998-07-29,39.89458084106445
1998-07-30,39.78092575073242
1998-07-31,39.40204620361328
1998-08-03,38.076011657714844
1998-08-04,37.92447280883789
1998-08-05,37.96235656738281
1998-08-06,36.93941879272461
1998-08-07,35.6133918762207
1998-08-10,36.29534912109375
1998-08-11,34.438907623291016
1998-08-12,35.15876007080078
1998-08-13,34.85566711425781
1998-08-14,34.93143081665039
1998-08-17,34.85566711425781
1998-08-18,34.02214813232422
1998-08-19,35.12086486816406
1998-08-20,35.386077880859375
1998-08-21,35.23452377319336
1998-08-24,34.28736114501953
1998-08-25,34.74199295043945
1998-08-26,34.74199295043945
1998-08-27,36.48479080200195
1998-08-28,34.85566711425781
1998-08-31,35.27240753173828
1998-09-01,34.51468276977539
1998-09-02,34.363136291503906
1998-09-03,34.13582229614258
1998-09-04,33.794837951660156
1998-09-07,35.91648864746094
1998-09-08,38.151790618896484
1998-09-09,38.985294342041016
1998-09-10,38.00025177001953
1998-09-11,36.25746154785156
1998-09-14,36.18169403076172
1998-09-15,35.386077880859375
1998-09-16,36.56055450439453
1998-09-17,36.33323669433594
1998-09-18,35.99225616455078
1998-09-21,35.72705078125
1998-09-22,35.651275634765625
1998-09-23,35.04509353637695
1998-09-24,34.28736114501953
1998-09-25,34.363136291503906
1998-09-28,34.097930908203125
1998-09-29,33.64329147338867
1998-09-30,33.75693893432617
1998-10-01,33.75693893432617
1998-10-02,33.75693893432617
1998-10-05,31.44586753845215
1998-10-06,31.10489273071289
1998-10-07,32.58246612548828
1998-10-08,32.165714263916016
1998-10-09,30.195608139038086
1998-10-12,28.566482543945312
1998-10-13,28.036075592041016
1998-10-14,27.278339385986328
1998-10-15,27.429887771606445
1998-10-16,27.278339385986328
1998-10-19,27.051021575927734
1998-10-20,26.67215919494629
1998-10-21,26.67215919494629
1998-10-22,26.255409240722656
1998-10-23,25.9144229888916
1998-10-26,26.06597137451172
1998-10-27,24.4747371673584
1998-10-28,25.156696319580078
1998-10-29,25.573444366455078
1998-10-30,25.838651657104492
1998-11-02,24.929372787475586
1998-11-03,24.247417449951172
1998-11-04,24.247417449951172
1998-11-05,23.30025291442871
1998-11-06,23.035045623779297
1998-11-09,24.85359764099121
1998-11-10,24.929372787475586
1998-11-11,24.171642303466797
1998-11-12,23.527572631835938
1998-11-13,23.30025291442871
1998-11-16,23.262367248535156
1998-11-17,23.565462112426758
1998-11-18,23.717004776000977
1998-11-19,24.967266082763672
1998-11-20,25.384014129638672
1998-11-23,23.035045623779297
1998-11-24,23.035045623779297
1998-11-25,23.035045623779297
1998-11-26,23.035045623779297
1998-11-27,22.769840240478516
1998-11-30,23.072933197021484
1998-12-01,23.035045623779297
1998-12-02,22.883499145507812
1998-12-03,22.997159957885742
1998-12-04,22.883499145507812
1998-12-07,23.035045623779297
1998-12-08,22.921390533447266
1998-12-09,22.997159957885742
1998-12-10,23.035045623779297
1998-12-11,22.921390533447266
1998-12-14,22.959270477294922
1998-12-15,23.11081886291504
1998-12-16,22.921390533447266
1998-12-17,22.959270477294922
1998-12-18,22.921390533447266
1998-12-21,22.921390533447266
1998-12-22,23.035045623779297
1998-12-23,22.883499145507812
1998-12-24,22.921390533447266
1998-12-25,22.921390533447266
1998-12-28,22.997159957885742
1998-12-29,23.148706436157227
1998-12-30,24.550506591796875
1998-12-31,24.285303115844727
1999-01-01,24.967266082763672
1999-01-04,24.436851501464844
1999-01-05,24.247417449951172
1999-01-06,24.247417449951172
1999-01-07,24.020099639892578
1999-01-08,24.171642303466797
1999-01-11,24.285303115844727
1999-01-12,23.565462112426758
1999-01-13,23.641231536865234
1999-01-14,23.717004776000977
1999-01-15,23.11081886291504
1999-01-18,23.413911819458008
1999-01-19,22.921390533447266
1999-01-20,22.921390533447266
1999-01-21,23.868549346923828
1999-01-22,23.262367248535156
1999-01-25,22.959270477294922
1999-01-26,22.959270477294922
1999-01-27,24.815715789794922
1999-01-28,24.7778263092041
1999-01-29,25.232467651367188
1999-02-01,23.868549346923828
1999-02-02,22.731950759887695
1999-02-03,23.11081886291504
1999-02-04,22.807729721069336
1999-02-05,22.731950759887695
1999-02-08,22.731950759887695
1999-02-09,21.97422218322754
1999-02-10,22.277315139770508
1999-02-11,21.21649169921875
1999-02-12,22.16365623474121
1999-02-15,21.633241653442383
1999-02-16,21.405921936035156
1999-02-17,21.746902465820312
1999-02-18,21.443809509277344
1999-02-19,21.595355987548828
1999-02-22,22.201539993286133
1999-02-23,22.504634857177734
1999-02-24,21.97422218322754
1999-02-25,21.784788131713867
1999-02-26,22.353084564208984
1999-03-01,22.769840240478516
1999-03-02,22.769840240478516
1999-03-03,23.868549346923828
1999-03-04,23.11081886291504
1999-03-05,23.3381404876709
1999-03-08,22.315202713012695
1999-03-09,21.443809509277344
1999-03-10,22.84560775756836
1999-03-11,22.04999542236328
1999-03-12,23.30025291442871
1999-03-15,22.542522430419922
1999-03-16,22.125768661499023
1999-03-17,22.16365623474121
1999-03-18,22.125768661499023
1999-03-19,22.731950759887695
1999-03-22,23.11081886291504
1999-03-23,22.731950759887695
1999-03-24,24.550506591796875
1999-03-25,26.520610809326172
1999-03-26,25.232467651367188
1999-03-29,25.232467651367188
1999-03-30,27.278339385986328
1999-03-31,28.793813705444336
1999-04-01,29.475765228271484
1999-04-02,29.475765228271484
1999-04-05,27.126794815063477
1999-04-06,26.36905860900879
1999-04-07,25.762882232666016
1999-04-08,24.89148712158203
1999-04-09,24.436851501464844
1999-04-12,24.929372787475586
1999-04-13,24.247417449951172
1999-04-14,24.247417449951172
1999-04-15,23.75489044189453
1999-04-16,25.687108993530273
1999-04-19,25.45978546142578
1999-04-20,24.32318878173828
1999-04-21,25.005142211914062
1999-04-22,23.98221206665039
1999-04-23,25.005142211914062
1999-04-26,23.035045623779297
1999-04-27,23.035045623779297
1999-04-28,24.51262092590332
1999-04-29,24.247417449951172
1999-04-30,25.005142211914062
1999-05-03,23.67911720275879
1999-05-04,24.550506591796875
1999-05-05,24.36107635498047
1999-05-06,24.929372787475586
1999-05-07,25.194581985473633
1999-05-10,26.520610809326172
1999-05-11,28.642261505126953
1999-05-12,28.41493797302246
1999-05-13,30.68813705444336
1999-05-14,33.15076446533203
1999-05-17,35.499732971191406
1999-05-18,34.85566711425781
1999-05-19,37.090965270996094
1999-05-20,40.084014892578125
1999-05-21,37.12885665893555
1999-05-24,36.10591125488281
1999-05-25,35.802825927734375
1999-05-26,33.18865203857422
1999-05-27,31.06700325012207
1999-05-28,30.877567291259766
1999-05-31,32.96133041381836
1999-06-01,32.43091583251953
1999-06-02,32.506690979003906
1999-06-03,35.12086486816406
1999-06-04,37.12885665893555
1999-06-07,37.73504638671875
1999-06-08,40.765968322753906
1999-06-09,39.89458084106445
1999-06-10,39.439945220947266
1999-06-11,37.242523193359375
1999-06-14,37.69715118408203
1999-06-15,36.52267074584961
1999-06-16,37.62137985229492
1999-06-17,36.82576370239258
1999-06-18,35.99225616455078
1999-06-21,37.848697662353516
1999-06-22,36.71210861206055
1999-06-23,36.10591125488281
1999-06-24,34.85566711425781
1999-06-25,33.30230712890625
1999-06-28,32.80978775024414
1999-06-29,33.15076446533203
1999-06-30,31.900508880615234
1999-07-01,31.55953025817871
1999-07-02,31.824731826782227
1999-07-05,32.58246612548828
1999-07-06,35.1966438293457
1999-07-07,37.583492279052734
1999-07-08,37.88658905029297
1999-07-09,37.69715118408203
1999-07-12,40.72808837890625
1999-07-13,43.83478546142578
1999-07-14,47.35823440551758
1999-07-15,50.84380340576172
1999-07-16,54.935546875
1999-07-19,52.321388244628906
1999-07-20,48.15385055541992
1999-07-21,51.8288459777832
1999-07-22,51.48786544799805
1999-07-23,50.048187255859375
1999-07-26,53.49586486816406
1999-07-27,50.88169479370117
1999-07-28,50.12396240234375
1999-07-29,50.91957092285156
1999-07-30,50.99535369873047
