Date,AXISBANK
1998-11-27,2.2500431537628174
1998-11-30,2.12430477142334
1998-12-01,2.2434253692626953
1998-12-02,2.2434253692626953
1998-12-03,2.2434253692626953
1998-12-04,2.2434253692626953
1998-12-07,2.2368083000183105
1998-12-08,2.1441588401794434
1998-12-09,2.1441588401794434
1998-12-10,2.117687463760376
1998-12-11,2.0912160873413086
1998-12-14,2.10445237159729
1998-12-15,2.0845985412597656
1998-12-16,2.0713632106781006
1998-12-17,2.038274049758911
1998-12-18,1.9853323698043823
1998-12-21,2.018420934677124
1998-12-22,2.025038480758667
1998-12-23,2.011803150177002
1998-12-24,1.9853323698043823
1998-12-25,1.9853323698043823
1998-12-28,1.9853323698043823
1998-12-29,2.018420934677124
1998-12-30,2.2566606998443604
1998-12-31,2.1441588401794434
1999-01-01,2.1640117168426514
1999-01-04,2.2566606998443604
1999-01-05,2.117687463760376
1999-01-06,2.117687463760376
1999-01-07,2.216954231262207
1999-01-08,2.2566606998443604
1999-01-11,2.322838544845581
1999-01-12,2.2698962688446045
1999-01-13,2.2632789611816406
1999-01-14,2.223572015762329
1999-01-15,2.111070394515991
1999-01-18,2.1573939323425293
1999-01-19,2.1838648319244385
1999-01-20,2.1838648319244385
1999-01-21,2.1507766246795654
1999-01-22,2.1573939323425293
1999-01-25,2.1573939323425293
1999-01-26,2.1573939323425293
1999-01-27,2.117687463760376
1999-01-28,2.0912160873413086
1999-01-29,2.005185127258301
1999-02-01,2.051509380340576
1999-02-02,2.111070394515991
1999-02-03,2.097834825515747
1999-02-04,2.051509380340576
1999-02-05,2.051509380340576
1999-02-08,2.0713632106781006
1999-02-09,2.025038480758667
1999-02-10,1.9985679388046265
1999-02-11,2.025038480758667
1999-02-12,1.9853323698043823
1999-02-15,1.9853323698043823
1999-02-16,1.9919501543045044
1999-02-17,1.9985679388046265
1999-02-18,1.9853323698043823
1999-02-19,1.9853323698043823
1999-02-22,1.9787139892578125
1999-02-23,1.905919075012207
1999-02-24,1.919154167175293
1999-02-25,1.8860652446746826
1999-02-26,1.905919075012207
1999-03-01,1.8794478178024292
1999-03-02,1.8794478178024292
1999-03-03,2.322838544845581
1999-03-04,2.197100877761841
1999-03-05,2.1640117168426514
1999-03-08,2.1838648319244385
1999-03-09,2.117687463760376
1999-03-10,2.0845985412597656
1999-03-11,1.9853323698043823
1999-03-12,1.9125365018844604
1999-03-15,1.919154167175293
1999-03-16,1.8794478178024292
1999-03-17,1.8728300333023071
1999-03-18,1.8728300333023071
1999-03-19,1.8463587760925293
1999-03-22,1.8529770374298096
1999-03-23,1.8728300333023071
1999-03-24,1.8529770374298096
1999-03-25,1.8529770374298096
1999-03-26,1.7338565587997437
1999-03-29,1.7338565587997437
1999-03-30,1.7735635042190552
1999-03-31,1.8529770374298096
1999-04-01,1.8463587760925293
1999-04-02,1.8463587760925293
1999-04-05,1.7537100315093994
1999-04-06,1.7272388935089111
1999-04-07,1.7537100315093994
1999-04-08,1.740474820137024
1999-04-09,1.7338565587997437
1999-04-12,1.7338565587997437
1999-04-13,1.7470921277999878
1999-04-14,1.7470921277999878
1999-04-15,1.720621109008789
1999-04-16,1.7140034437179565
1999-04-19,1.7470921277999878
1999-04-20,1.7669459581375122
1999-04-21,1.7470921277999878
1999-04-22,1.7537100315093994
1999-04-23,1.720621109008789
1999-04-26,1.6345902681350708
1999-04-27,1.6345902681350708
1999-04-28,1.6544437408447266
1999-04-29,1.7140034437179565
1999-04-30,1.7140034437179565
1999-05-03,1.6676784753799438
1999-05-04,1.680914282798767
1999-05-05,1.7272388935089111
1999-05-06,1.7603278160095215
1999-05-07,1.8198878765106201
1999-05-10,1.8463587760925293
1999-05-11,1.7934170961380005
1999-05-12,1.7934170961380005
1999-05-13,1.7735635042190552
1999-05-14,1.7867987155914307
1999-05-17,1.919154167175293
1999-05-18,1.919154167175293
1999-05-19,2.038274049758911
1999-05-20,2.005185127258301
1999-05-21,1.919154167175293
1999-05-24,1.8860652446746826
1999-05-25,1.8860652446746826
1999-05-26,1.8397413492202759
1999-05-27,1.8265057802200317
1999-05-28,1.7537100315093994
1999-05-31,1.8529770374298096
1999-06-01,1.9853323698043823
1999-06-02,1.9654788970947266
1999-06-03,1.972096562385559
1999-06-04,1.9257725477218628
1999-06-07,2.051509380340576
1999-06-08,2.018420934677124
1999-06-09,2.051509380340576
1999-06-10,1.9985679388046265
1999-06-11,1.9853323698043823
1999-06-14,1.8860652446746826
1999-06-15,1.8860652446746826
1999-06-16,2.028409719467163
1999-06-17,2.120933771133423
1999-06-18,2.0995821952819824
1999-06-21,2.113816738128662
1999-06-22,2.0995821952819824
1999-06-23,2.419857978820801
