Date,VEDL
1996-01-01,2.4628777503967285
1996-01-02,2.4575235843658447
1996-01-03,2.479785203933716
1996-01-04,2.423426866531372
1996-01-05,2.409337043762207
1996-01-08,2.3445241451263428
1996-01-09,2.344805955886841
1996-01-10,2.3501603603363037
1996-01-11,2.3180360794067383
1996-01-12,2.3109912872314453
1996-01-15,2.3194451332092285
1996-01-16,2.289011240005493
1996-01-17,2.271540403366089
1996-01-18,2.172630548477173
1996-01-19,2.172630548477173
1996-01-22,2.216590166091919
1996-01-23,2.203908920288086
1996-01-24,2.2148995399475098
1996-01-25,2.203627824783325
1996-01-26,2.203627824783325
1996-01-29,2.152904748916626
1996-01-30,2.1700944900512695
1996-01-31,2.1700944900512695
1996-02-01,2.1698129177093506
1996-02-02,2.1867198944091797
1996-02-05,2.1979925632476807
1996-02-06,2.212080955505371
1996-02-07,2.1979925632476807
1996-02-08,2.1979925632476807
1996-02-09,2.1867198944091797
1996-02-12,2.1979925632476807
1996-02-13,2.1698129177093506
1996-02-14,2.2543509006500244
1996-02-15,2.2543509006500244
1996-02-16,2.2656219005584717
1996-02-19,2.2205348014831543
1996-02-20,2.18390154838562
1996-02-21,2.18390154838562
1996-02-22,2.2261712551116943
1996-02-23,2.2261712551116943
1996-02-26,2.2543509006500244
1996-02-27,2.2768943309783936
1996-02-28,2.2067277431488037
1996-02-29,2.1698129177093506
1996-03-01,2.1698129177093506
1996-03-04,2.203627824783325
1996-03-05,2.203627824783325
1996-03-06,2.203627824783325
1996-03-07,2.181084156036377
1996-03-08,2.1979925632476807
1996-03-11,2.1698129177093506
1996-03-12,2.113454580307007
1996-03-13,2.113454580307007
1996-03-14,2.124725103378296
1996-03-15,2.124725103378296
1996-03-18,2.0570952892303467
1996-03-19,2.0570952892303467
1996-03-20,2.0570952892303467
1996-03-21,2.079638957977295
1996-03-22,2.1416330337524414
1996-03-25,2.2050364017486572
1996-03-26,2.2160263061523438
1996-03-27,2.1979925632476807
1996-03-28,2.1979925632476807
1996-03-29,2.2374424934387207
1996-04-01,2.2825300693511963
1996-04-02,2.2622406482696533
1996-04-03,2.239415407180786
1996-04-04,2.239415407180786
1996-04-05,2.239415407180786
1996-04-08,2.2205348014831543
1996-04-09,2.209263801574707
1996-04-10,2.217435598373413
1996-04-11,2.2205348014831543
1996-04-12,2.229271173477173
1996-04-15,2.2656219005584717
1996-04-16,2.2543509006500244
1996-04-17,2.423426866531372
1996-04-18,2.406519651412964
1996-04-19,2.395247220993042
1996-04-22,2.392430067062378
1996-04-23,2.336353063583374
1996-04-24,2.367067337036133
1996-04-25,2.2853474617004395
1996-04-26,2.2980287075042725
1996-04-29,2.2980287075042725
1996-04-30,2.2757673263549805
1996-05-01,2.25998592376709
1996-05-02,2.2543509006500244
1996-05-03,2.2332160472869873
1996-05-06,2.232370615005493
1996-05-07,2.2208168506622314
1996-05-08,2.212080955505371
1996-05-09,2.2430782318115234
1996-05-10,2.2199716567993164
1996-05-13,2.2430782318115234
1996-05-14,2.246177911758423
1996-05-15,2.246177911758423
1996-05-16,2.245896816253662
1996-05-17,2.2430782318115234
1996-05-20,2.1698129177093506
1996-05-21,2.1416330337524414
1996-05-22,2.1416330337524414
1996-05-23,2.1698129177093506
1996-05-24,2.1698129177093506
1996-05-27,2.1655850410461426
1996-05-28,2.1416330337524414
1996-05-29,2.1416330337524414
1996-05-30,2.1416330337524414
1996-05-31,2.1416330337524414
1996-06-03,2.1416330337524414
1996-06-04,2.1416330337524414
1996-06-05,2.1055638790130615
1996-06-06,2.152904748916626
1996-06-07,2.1359970569610596
1996-06-10,2.0858383178710938
1996-06-11,2.079638957977295
1996-06-12,2.0289151668548584
1996-06-13,1.8316596746444702
1996-06-14,1.9331055879592896
1996-06-17,1.9705842733383179
1996-06-18,2.004399299621582
1996-06-19,2.0773837566375732
1996-06-20,2.082174301147461
1996-06-21,2.2182810306549072
1996-06-24,2.2926745414733887
1996-06-25,2.3411436080932617
1996-06-26,2.2399795055389404
1996-06-27,2.232089042663574
1996-06-28,2.2650585174560547
1996-07-01,2.258013963699341
1996-07-02,2.268440008163452
1996-07-03,2.2267343997955322
1996-07-04,2.2374424934387207
1996-07-05,2.3343799114227295
1996-07-08,2.3479065895080566
1996-07-09,2.3107097148895264
1996-07-10,2.2261712551116943
1996-07-11,2.2264533042907715
1996-07-12,2.209263801574707
1996-07-15,2.217716932296753
1996-07-16,2.2543509006500244
1996-07-17,2.2430782318115234
1996-07-18,2.2261712551116943
1996-07-19,2.2698495388031006
1996-07-22,2.27632999420166
1996-07-23,2.265340805053711
1996-07-24,2.152904748916626
1996-07-25,2.157132148742676
1996-07-26,1.983828067779541
1996-07-29,1.8130617141723633
1996-07-30,1.7544478178024292
1996-07-31,1.916197419166565
1996-08-01,1.9218342304229736
1996-08-02,1.8691381216049194
1996-08-05,1.8598390817642212
1996-08-06,1.815879225730896
1996-08-07,1.7617754936218262
1996-08-08,1.713024616241455
1996-08-09,1.695834994316101
1996-08-12,1.8719562292099
1996-08-13,1.9373328685760498
1996-08-14,1.8950634002685547
1996-08-15,1.8950634002685547
1996-08-16,1.8823833465576172
1996-08-19,1.85392165184021
1996-08-20,1.8268687725067139
1996-08-21,1.8065800666809082
1996-08-22,1.7967171669006348
1996-08-23,1.794744610786438
1996-08-26,1.8482850790023804
1996-08-27,1.89421808719635
1996-08-28,1.9331055879592896
1996-08-29,1.896472692489624
1996-08-30,1.916197419166565
1996-09-02,1.982137680053711
1996-09-03,1.983828067779541
1996-09-04,1.9725561141967773
1996-09-05,2.006371259689331
1996-09-06,1.9725561141967773
1996-09-09,2.0782296657562256
1996-09-10,1.9922817945480347
1996-09-11,1.8567391633987427
1996-09-12,1.7414865493774414
1996-09-13,1.619750738143921
1996-09-16,1.5957986116409302
1996-09-17,1.595516562461853
1996-09-18,1.4839260578155518
1996-09-19,1.3802257776260376
1996-09-20,1.2838526964187622
1996-09-23,1.2849795818328857
1996-09-24,1.2849795818328857
1996-09-25,1.224957823753357
1996-09-26,1.1553548574447632
1996-09-27,1.0756067037582397
1996-09-30,1.083215355873108
1996-10-01,1.0553176403045654
1996-10-02,1.0553176403045654
1996-10-03,1.004876732826233
1996-10-04,0.9533085227012634
1996-10-07,0.907376229763031
1996-10-08,0.9138574004173279
1996-10-09,0.910757839679718
1996-10-10,0.9747246503829956
1996-10-11,1.0432006120681763
1996-10-14,1.0936416387557983
1996-10-15,1.0956144332885742
1996-10-16,1.1722620725631714
1996-10-17,1.2522916793823242
1996-10-18,1.3134410381317139
1996-10-21,1.3134410381317139
1996-10-22,1.313723087310791
1996-10-23,1.4055874347686768
1996-10-24,1.3202041387557983
1996-10-25,1.3196405172348022
1996-10-28,1.3244308233261108
1996-10-29,1.3114681243896484
1996-10-30,1.3114681243896484
1996-10-31,1.2584911584854126
1996-11-01,1.3018871545791626
1996-11-04,1.2844161987304688
1996-11-05,1.2762441635131836
1996-11-06,1.272017002105713
1996-11-07,1.2455288171768188
1996-11-08,1.2243938446044922
1996-11-11,1.2511647939682007
1996-11-12,1.2511647939682007
1996-11-13,1.239892601966858
1996-11-14,1.2207306623458862
1996-11-15,1.2449650764465332
1996-11-18,1.2627172470092773
1996-11-19,1.2632814645767212
1996-11-20,1.2455288171768188
1996-11-21,1.2517280578613281
1996-11-22,1.250600814819336
1996-11-25,1.2210127115249634
1996-11-26,1.218758225440979
1996-11-27,1.2088958024978638
1996-11-28,1.211713433265686
1996-11-29,1.2286207675933838
1996-12-02,1.2401745319366455
1996-12-03,1.2497551441192627
1996-12-04,1.257927656173706
1996-12-05,1.2906157970428467
1996-12-06,1.2737079858779907
1996-12-09,1.3018871545791626
1996-12-10,1.3723361492156982
1996-12-11,1.3300668001174927
1996-12-12,1.3235853910446167
1996-12-13,1.307523488998413
1996-12-16,1.3461288213729858
1996-12-17,1.4281312227249146
1996-12-18,1.4196771383285522
1996-12-19,1.407841682434082
1996-12-20,1.4202407598495483
1996-12-23,1.4408116340637207
1996-12-24,1.3914979696273804
1996-12-25,1.3914979696273804
1996-12-26,1.4089690446853638
1996-12-27,1.4089690446853638
1996-12-30,1.4089690446853638
1996-12-31,1.3300668001174927
1997-01-01,1.4089690446853638
1997-01-02,1.454055905342102
1997-01-03,1.5335220098495483
1997-01-06,1.52732253074646
1997-01-07,1.5574740171432495
1997-01-08,1.6400398015975952
1997-01-09,1.6577928066253662
1997-01-10,1.6763919591903687
1997-01-13,1.6166508197784424
1997-01-14,1.5484566688537598
1997-01-15,1.5836809873580933
1997-01-16,1.4974523782730103
1997-01-17,1.4371486902236938
1997-01-20,1.4427841901779175
1997-01-21,1.406714916229248
1997-01-22,1.4089690446853638
1997-01-23,1.4089690446853638
1997-01-24,1.3599368333816528
1997-01-27,1.4075602293014526
1997-01-28,1.35261070728302
1997-01-29,1.35261070728302
1997-01-30,1.3244308233261108
1997-01-31,1.3244308233261108
1997-02-03,1.239892601966858
1997-02-04,1.1990326642990112
1997-02-05,1.1778982877731323
1997-02-06,1.211713433265686
1997-02-07,1.192270040512085
1997-02-10,1.268072485923767
1997-02-11,1.3148499727249146
1997-02-12,1.3737448453903198
1997-02-13,1.4146052598953247
1997-02-14,1.4371486902236938
1997-02-17,1.527040719985962
1997-02-18,1.4794174432754517
1997-02-19,1.4765993356704712
1997-02-20,1.5408484935760498
1997-02-21,1.514359951019287
1997-02-24,1.5216864347457886
1997-02-25,1.5039334297180176
1997-02-26,1.4427841901779175
1997-02-27,1.4709633588790894
1997-02-28,1.4709633588790894
1997-03-03,1.4653280973434448
1997-03-04,1.4563103914260864
1997-03-05,1.4935075044631958
1997-03-06,1.454055905342102
1997-03-07,1.454055905342102
1997-03-10,1.35261070728302
1997-03-11,1.2627172470092773
1997-03-12,1.3131591081619263
1997-03-13,1.3244308233261108
1997-03-14,1.3244308233261108
1997-03-17,1.2906157970428467
1997-03-18,1.2511647939682007
1997-03-19,1.3351391553878784
1997-03-20,1.3655730485916138
1997-03-21,1.416577696800232
1997-03-24,1.416577696800232
1997-03-25,1.329221487045288
1997-03-26,1.3523284196853638
1997-03-27,1.3213313817977905
1997-03-28,1.3213313817977905
1997-03-31,1.239892601966858
1997-04-01,1.222985029220581
1997-04-02,1.279344081878662
1997-04-03,1.2906157970428467
1997-04-04,1.2875157594680786
1997-04-07,1.2305934429168701
1997-04-08,1.2305934429168701
1997-04-09,1.2948424816131592
1997-04-10,1.2737079858779907
1997-04-11,1.2875157594680786
1997-04-14,1.2875157594680786
1997-04-15,1.268917441368103
