Date,MEDANTA
2024-01-09,990.5919799804688
2024-01-10,994.4392700195312
2024-01-11,1044.953125
2024-01-12,1019.5712280273438
2024-01-15,1019.5712280273438
2024-01-16,1000.1351318359375
2024-01-17,1029.1644287109375
2024-01-18,1060.4920654296875
2024-01-19,1092.868896484375
2024-01-23,1129.692626953125
2024-01-24,1123.447021484375
2024-01-25,1106.708984375
2024-01-29,1133.989501953125
2024-01-30,1115.0030517578125
2024-01-31,1147.4798583984375
2024-02-01,1197.5440673828125
2024-02-02,1248.1080322265625
2024-02-05,1213.2327880859375
2024-02-06,1234.0179443359375
2024-02-07,1234.7174072265625
2024-02-08,1257.950927734375
2024-02-09,1268.59326171875
2024-02-12,1345.5382080078125
2024-02-13,1348.7359619140625
2024-02-14,1320.9559326171875
2024-02-15,1389.0072021484375
2024-02-16,1434.6246337890625
2024-02-19,1394.5032958984375
2024-02-20,1399.44970703125
2024-02-21,1431.22705078125
2024-02-22,1485.1883544921875
2024-02-23,1485.9879150390625
2024-02-26,1433.925048828125
2024-02-27,1441.569580078125
2024-02-28,1441.1697998046875
2024-02-29,1363.2255859375
2024-03-01,1297.722412109375
2024-03-04,1259.6497802734375
2024-03-05,1245.8594970703125
2024-03-06,1253.60400390625
2024-03-07,1254.0535888671875
2024-03-11,1237.6654052734375
2024-03-12,1204.8387451171875
2024-03-13,1149.8780517578125
2024-03-14,1135.58837890625
2024-03-15,1120.0994873046875
2024-03-18,1184.3035888671875
2024-03-19,1209.4854736328125
2024-03-20,1207.73681640625
2024-03-21,1229.62109375
2024-03-22,1279.635498046875
2024-03-26,1289.2784423828125
2024-03-27,1339.19287109375
2024-03-28,1320.2064208984375
2024-04-01,1330.2991943359375
2024-04-02,1330.6988525390625
2024-04-03,1336.9942626953125
2024-04-04,1355.13134765625
2024-04-05,1364.974365234375
2024-04-08,1381.3626708984375
2024-04-09,1393.4539794921875
2024-04-10,1424.681640625
2024-04-12,1397.3013916015625
2024-04-15,1379.314208984375
2024-04-16,1385.5096435546875
2024-04-18,1371.9693603515625
2024-04-19,1402.6973876953125
2024-04-22,1421.683837890625
2024-04-23,1397.3511962890625
2024-04-24,1441.4697265625
2024-04-25,1437.37255859375
2024-04-26,1446.21630859375
2024-04-29,1456.8587646484375
2024-04-30,1444.167724609375
2024-05-02,1423.4326171875
2024-05-03,1407.99365234375
2024-05-06,1399.44970703125
2024-05-07,1400.2491455078125
2024-05-08,1413.739501953125
2024-05-09,1396.70166015625
2024-05-10,1411.04150390625
2024-05-13,1387.7081298828125
2024-05-14,1411.740966796875
2024-05-15,1399.9493408203125
2024-05-16,1393.95361328125
2024-05-17,1420.184814453125
2024-05-21,1334.246337890625
2024-05-22,1239.3641357421875
2024-05-23,1200.9417724609375
2024-05-24,1183.60400390625
2024-05-27,1222.3262939453125
2024-05-28,1229.2213134765625
2024-05-29,1186.5518798828125
2024-05-30,1158.6717529296875
2024-05-31,1190.998779296875
2024-06-03,1165.4169921875
2024-06-04,1076.031005859375
2024-06-05,1121.598388671875
2024-06-06,1191.24853515625
2024-06-07,1226.5233154296875
2024-06-10,1211.73388671875
2024-06-11,1225.424072265625
2024-06-12,1242.31201171875
2024-06-13,1276.4876708984375
2024-06-14,1355.2313232421875
2024-06-18,1372.468994140625
2024-06-19,1350.3348388671875
2024-06-20,1319.1571044921875
2024-06-21,1327.7509765625
2024-06-24,1309.26416015625
2024-06-25,1279.1856689453125
2024-06-26,1304.6175537109375
2024-06-27,1274.9886474609375
2024-06-28,1307.3656005859375
2024-07-01,1269.642578125
2024-07-02,1274.339111328125
2024-07-03,1271.04150390625
2024-07-04,1269.9923095703125
2024-07-05,1265.84521484375
2024-07-08,1257.25146484375
2024-07-09,1259.8494873046875
2024-07-10,1251.45556640625
2024-07-11,1245.9095458984375
2024-07-12,1211.484130859375
2024-07-15,1210.584716796875
2024-07-16,1207.43701171875
2024-07-18,1203.239990234375
2024-07-19,1203.4398193359375
2024-07-22,1194.845947265625
2024-07-23,1175.4599609375
2024-07-24,1203.0899658203125
2024-07-25,1204.1893310546875
2024-07-26,1203.0899658203125
2024-07-29,1227.7225341796875
2024-07-30,1245.3099365234375
2024-07-31,1241.012939453125
2024-08-01,1221.127197265625
2024-08-02,1209.185791015625
2024-08-05,1150.9273681640625
2024-08-06,1182.65478515625
2024-08-07,1190.6490478515625
2024-08-08,1173.111572265625
2024-08-09,1132.7904052734375
2024-08-12,1080.977294921875
2024-08-13,1084.175048828125
2024-08-14,1064.9888916015625
2024-08-16,1124.9459228515625
2024-08-19,1105.4598388671875
2024-08-20,1080.8775634765625
2024-08-21,1078.8289794921875
2024-08-22,1073.932373046875
2024-08-23,1074.5819091796875
2024-08-26,1057.593994140625
2024-08-27,1072.8831787109375
2024-08-28,1085.1243896484375
2024-08-29,1122.697509765625
2024-08-30,1133.889404296875
2024-09-02,1128.8431396484375
2024-09-03,1163.7681884765625
2024-09-04,1153.02587890625
2024-09-05,1142.2835693359375
2024-09-06,1110.1563720703125
2024-09-09,1101.6126708984375
2024-09-10,1127.5941162109375
2024-09-11,1116.7017822265625
2024-09-12,1117.801025390625
2024-09-13,1122.497802734375
2024-09-16,1130.69189453125
2024-09-17,1124.496337890625
2024-09-18,1114.0037841796875
2024-09-19,1097.2158203125
2024-09-20,1111.355712890625
2024-09-23,1095.56689453125
2024-09-24,1092.1693115234375
2024-09-25,1073.332763671875
2024-09-26,1060.6917724609375
2024-09-27,1031.562744140625
2024-09-30,1021.8196411132812
2024-10-01,999.9353637695312
2024-10-03,972.7547607421875
2024-10-04,966.4092407226562
2024-10-07,966.20947265625
2024-10-08,985.1958618164062
2024-10-09,1000.7847290039062
2024-10-10,1037.30859375
2024-10-11,1023.9680786132812
2024-10-14,1045.952392578125
2024-10-15,1068.63623046875
2024-10-16,1104.2108154296875
2024-10-17,1077.22998046875
2024-10-18,1066.9874267578125
2024-10-21,1047.3514404296875
2024-10-22,1019.42138671875
2024-10-23,1044.7032470703125
2024-10-24,1065.1885986328125
2024-10-25,1059.392822265625
2024-10-28,1071.933837890625
2024-10-29,1072.0338134765625
2024-10-30,1082.0765380859375
2024-10-31,1105.31005859375
2024-11-01,1114.903076171875
2024-11-04,1066.587646484375
2024-11-05,1060.841796875
2024-11-06,1073.3828125
2024-11-07,1084.275146484375
2024-11-08,1066.9874267578125
2024-11-11,1069.8853759765625
2024-11-12,1058.4434814453125
2024-11-13,1031.8125
2024-11-14,1071.184326171875
2024-11-18,1080.1280517578125
2024-11-19,1091.1201171875
2024-11-21,1072.1336669921875
2024-11-22,1112.8546142578125
2024-11-25,1099.7640380859375
2024-11-26,1101.4127197265625
2024-11-27,1075.7811279296875
2024-11-28,1075.5811767578125
2024-11-29,1074.382080078125
2024-12-02,1099.2642822265625
2024-12-03,1137.7867431640625
2024-12-04,1161.6197509765625
2024-12-05,1156.9730224609375
2024-12-06,1174.460693359375
2024-12-09,1179.207275390625
2024-12-10,1140.434814453125
2024-12-11,1123.197265625
2024-12-12,1109.9566650390625
2024-12-13,1113.7540283203125
2024-12-16,1104.9102783203125
2024-12-17,1107.858154296875
2024-12-18,1133.389892578125
2024-12-19,1124.5963134765625
2024-12-20,1097.8153076171875
2024-12-23,1096.9158935546875
2024-12-24,1095.716796875
2024-12-26,1106.85888671875
2024-12-27,1089.6212158203125
2024-12-30,1077.5797119140625
2024-12-31,1077.729736328125
2025-01-01,1099.913818359375
2025-01-02,1103.1614990234375
2025-01-03,1088.3221435546875
2025-01-06,1069.2357177734375
2025-01-07,1061.9908447265625
2025-01-08,1078.678955078125
2025-01-09,1068.436279296875
2025-01-10,1071.8338623046875
2025-01-13,1026.2164306640625
2025-01-14,1031.1629638671875
2025-01-15,1023.4684448242188
2025-01-16,1026.3165283203125
2025-01-17,1020.0209350585938
2025-01-20,1000.8845825195312
2025-01-21,1054.59619140625
2025-01-22,1043.25439453125
2025-01-23,1069.435546875
2025-01-24,1046.402099609375
2025-01-27,1020.3706665039062
2025-01-28,1016.97314453125
2025-01-29,1039.057373046875
2025-01-30,1048.6505126953125
2025-01-31,1038.8575439453125
2025-02-01,1073.0330810546875
2025-02-03,1041.75537109375
2025-02-04,1040.4063720703125
2025-02-05,1152.07666015625
2025-02-06,1167.6654052734375
2025-02-07,1167.9652099609375
2025-02-10,1130.5418701171875
2025-02-11,1115.5028076171875
2025-02-12,1089.021728515625
2025-02-13,1127.5440673828125
2025-02-14,1109.4071044921875
2025-02-17,1130.442138671875
2025-02-18,1120.549072265625
2025-02-19,1148.529052734375
2025-02-20,1205.538330078125
2025-02-21,1234.6676025390625
2025-02-24,1207.237060546875
2025-02-25,1211.0843505859375
2025-02-27,1192.3477783203125
2025-02-28,1148.828857421875
2025-03-03,1212.5333251953125
2025-03-04,1208.885986328125
2025-03-05,1194.6961669921875
2025-03-06,1252.0550537109375
2025-03-07,1225.32421875
2025-03-10,1208.03662109375
2025-03-11,1173.6611328125
2025-03-12,1167.465576171875
2025-03-13,1177.208740234375
2025-03-17,1179.3070068359375
2025-03-18,1179.3070068359375
2025-03-19,1226.9730224609375
2025-03-20,1238.714599609375
2025-03-21,1264.2464599609375
2025-03-24,1229.7711181640625
2025-03-25,1248.207763671875
2025-03-26,1219.278564453125
2025-03-27,1212.9830322265625
2025-03-28,1197.4442138671875
2025-04-01,1230.220703125
2025-04-02,1246.458984375
2025-04-03,1238.6646728515625
2025-04-04,1233.3184814453125
2025-04-07,1195.0958251953125
2025-04-08,1237.2156982421875
2025-04-09,1227.32275390625
2025-04-11,1269.04296875
2025-04-15,1274.4891357421875
2025-04-16,1294.3748779296875
2025-04-17,1268.1934814453125
2025-04-21,1252.5048828125
2025-04-22,1271.890869140625
2025-04-23,1246.6090087890625
2025-04-24,1240.713134765625
2025-04-25,1214.2320556640625
2025-04-28,1200.3419189453125
2025-04-29,1176.958740234375
2025-04-30,1196.3448486328125
2025-05-02,1205.238525390625
2025-05-05,1207.6368408203125
2025-05-06,1186.65185546875
2025-05-07,1210.03515625
2025-05-08,1186.65185546875
2025-05-09,1169.5640869140625
2025-05-12,1226.2235107421875
2025-05-13,1240.713134765625
2025-05-14,1242.0123291015625
2025-05-15,1242.4119873046875
2025-05-16,1200.2421875
2025-05-19,1180.156494140625
2025-05-20,1189.25
2025-05-21,1182.2550048828125
2025-05-22,1183.4541015625
2025-05-23,1219.0286865234375
2025-05-26,1206.137939453125
2025-05-27,1209.4356689453125
2025-05-28,1209.3355712890625
2025-05-29,1196.244873046875
2025-05-30,1187.351318359375
2025-06-02,1212.33349609375
2025-06-03,1216.230712890625
2025-06-04,1196.045166015625
2025-06-05,1200.042236328125
2025-06-06,1215.2314453125
2025-06-09,1197.743896484375
2025-06-10,1198.4434814453125
2025-06-11,1194.9459228515625
2025-06-12,1183.75390625
2025-06-13,1185.1529541015625
2025-06-16,1216.33056640625
2025-06-17,1184.353515625
2025-06-18,1170.863037109375
2025-06-19,1162.1693115234375
2025-06-20,1130.69189453125
2025-06-23,1159.5712890625
2025-06-24,1127.7938232421875
2025-06-25,1126.494873046875
2025-06-26,1132.5904541015625
2025-06-27,1133.7896728515625
2025-06-30,1135.988037109375
2025-07-01,1150.57763671875
2025-07-02,1165.26708984375
2025-07-03,1189.7496337890625
2025-07-04,1182.95458984375
2025-07-07,1201.9410400390625
2025-07-08,1217.22998046875
2025-07-09,1277.78662109375
2025-07-10,1300.8702392578125
2025-07-11,1302.3692626953125
2025-07-14,1326.4520263671875
2025-07-15,1325.252685546875
2025-07-16,1337.444091796875
2025-07-17,1344.13916015625
2025-07-18,1318.2578125
2025-07-21,1299.47119140625
2025-07-22,1289.4783935546875
2025-07-23,1311.762451171875
2025-07-24,1325.252685546875
2025-07-25,1322.1549072265625
2025-07-28,1354.4320068359375
2025-07-29,1330.4490966796875
2025-07-30,1305.3670654296875
2025-07-31,1310.263427734375
2025-08-01,1336.5447998046875
2025-08-04,1323.553955078125
2025-08-05,1325.8524169921875
2025-08-06,1337.5440673828125
2025-08-07,1326.05224609375
2025-08-08,1422.1834716796875
2025-08-11,1386.4091796875
2025-08-12,1379.314208984375
2025-08-13,1354.6317138671875
2025-08-14,1373.1185302734375
2025-08-18,1342.2406005859375
2025-08-19,1372.4190673828125
2025-08-20,1377.0157470703125
2025-08-21,1388.607421875
2025-08-22,1384.208984375
2025-08-25,1395.8050537109375
2025-08-26,1399.503662109375
2025-08-28,1399.4036865234375
2025-08-29,1373.5128173828125
2025-09-01,1395.505126953125
2025-09-02,1389.9071044921875
2025-09-03,1426.6939697265625
2025-09-04,1420.29638671875
2025-09-05,1407.9007568359375
2025-09-08,1390.5068359375
2025-09-09,1377.2115478515625
2025-09-10,1370.114013671875
2025-09-11,1355.119384765625
2025-09-12,1321.831298828125
2025-09-15,1325.1300048828125
2025-09-16,1359.8177490234375
2025-09-17,1377.0115966796875
2025-09-18,1367.215087890625
2025-09-19,1353.7198486328125
2025-09-22,1328.8287353515625
2025-09-23,1321.2313232421875
2025-09-24,1320.1318359375
2025-09-25,1328.2288818359375
2025-09-26,1299.2391357421875
2025-09-29,1314.033935546875
2025-09-30,1313.5341796875
2025-10-01,1304.137451171875
2025-10-03,1328.3289794921875
2025-10-06,1365.815673828125
2025-10-07,1351.4207763671875
2025-10-08,1385.908447265625
2025-10-09,1374.0126953125
2025-10-10,1348.921630859375
2025-10-13,1362.4168701171875
2025-10-14,1351.120849609375
2025-10-15,1351.32080078125
2025-10-16,1395.505126953125
2025-10-17,1371.213623046875
2025-10-20,1383.9091796875
2025-10-21,1392.00634765625
2025-10-23,1353.0201416015625
2025-10-24,1346.2225341796875
2025-10-27,1347.822021484375
2025-10-28,1354.9195556640625
2025-10-29,1375.312255859375
2025-10-30,1372.1134033203125
2025-10-31,1311.0350341796875
2025-11-03,1274.1480712890625
2025-11-04,1248.857177734375
2025-11-06,1280.245849609375
2025-11-07,1251.356201171875
2025-11-10,1183.4803466796875
2025-11-11,1172.4842529296875
2025-11-12,1173.3839111328125
2025-11-13,1201.3740234375
2025-11-14,1174.4835205078125
2025-11-17,1201.673828125
2025-11-18,1189.2781982421875
2025-11-19,1198.574951171875
2025-11-20,1212.669921875
2025-11-21,1226.465087890625
2025-11-24,1250.056640625
2025-11-25,1249.156982421875
2025-11-26,1262.8521728515625
2025-11-27,1249.556884765625
2025-11-28,1245.5582275390625
2025-12-01,1245.4583740234375
2025-12-02,1224.165771484375
2025-12-03,1211.97021484375
2025-12-04,1200.3743896484375
2025-12-05,1163.0875244140625
2025-12-08,1159.48876953125
2025-12-09,1169.985107421875
2025-12-10,1156.58984375
2025-12-11,1142.5947265625
2025-12-12,1151.991455078125
2025-12-15,1147.7928466796875
2025-12-16,1139.495849609375
2025-12-17,1142.2947998046875
2025-12-18,1152.19140625
2025-12-19,1169.185302734375
2025-12-22,1167.7857666015625
2025-12-23,1187.578857421875
2025-12-24,1190.777587890625
2025-12-26,1174.5833740234375
2025-12-29,1153.091064453125
2025-12-30,1150.891845703125
2025-12-31,1185.9793701171875
2026-01-01,1191.4774169921875
2026-01-02,1216.66845703125
2026-01-05,1237.061279296875
2026-01-06,1208.471435546875
2026-01-07,1238.0609130859375
2026-01-08,1200.57421875
2026-01-09,1174.9832763671875
2026-01-12,1193.3768310546875
2026-01-13,1167.8858642578125
2026-01-14,1162.187744140625
2026-01-15,1162.187744140625
2026-01-16,1143.7943115234375
2026-01-19,1113.905029296875
2026-01-20,1075.318603515625
2026-01-21,1047.7283935546875
2026-01-22,1064.022705078125
2026-01-23,1029.6348876953125
2026-01-27,1042.5302734375
2026-01-28,1048.6280517578125
2026-01-29,1033.7333984375
2026-01-30,1053.4263916015625
2026-02-02,1139.7957763671875
2026-02-03,1112.8052978515625
2026-02-04,1122.4019775390625
2026-02-05,1107.3072509765625
2026-02-06,1142.2947998046875
2026-02-09,1160.4884033203125
2026-02-10,1138.8961181640625
2026-02-11,1145.7935791015625
2026-02-12,1148.1927490234375
2026-02-13,1138.6961669921875
2026-02-16,1144.6939697265625
2026-02-17,1171.984375
2026-02-18,1172.68408203125
2026-02-19,1139.2958984375
2026-02-20,1129.599365234375
2026-02-23,1165.586669921875
2026-02-24,1149.4923095703125
2026-02-25,1154.590576171875
2026-02-26,1161.2880859375
2026-02-27,1138.3963623046875
2026-03-02,1129.599365234375
2026-03-04,1109.3065185546875
2026-03-05,1111.3057861328125
2026-03-06,1109.7064208984375
2026-03-09,1089.3135986328125
2026-03-10,1104.80810546875
2026-03-11,1100.8095703125
2026-03-12,1102.808837890625
2026-03-13,1071.7198486328125
2026-03-16,1040.4310302734375
2026-03-17,1036.532470703125
2026-03-18,1043.6298828125
2026-03-19,1014.2402954101562
2026-03-20,1005.3434448242188
2026-03-23,969.2562255859375
2026-03-24,973.4547729492188
2026-03-25,1010.9414672851562
2026-03-27,984.95068359375
2026-03-30,960.7592163085938
2026-04-01,988.8493041992188
2026-04-02,1000.0453491210938
2026-04-06,1032.583740234375
2026-04-07,1032.983642578125
2026-04-08,1058.3746337890625
2026-04-09,1050.027587890625
2026-04-10,1065.7720947265625
2026-04-13,1061.0736083984375
2026-04-15,1088.31396484375
2026-04-16,1091.86279296875
2026-04-17,1089.0137939453125
2026-04-20,1078.96728515625
2026-04-21,1080.916748046875
2026-04-22,1111.455810546875
2026-04-23,1110.9559326171875
2026-04-24,1105.1580810546875
2026-04-27,1167.385986328125
2026-04-28,1137.146728515625
2026-04-29,1142.5447998046875
2026-04-30,1116.8538818359375
2026-05-04,1171.084716796875
2026-05-05,1169.7850341796875
2026-05-06,1181.1810302734375
2026-05-07,1206.47216796875
2026-05-08,1200.17431640625
2026-05-11,1238.7606201171875
2026-05-12,1192.677001953125
2026-05-13,1195.575927734375
2026-05-14,1211.4703369140625
2026-05-15,1242.0594482421875
2026-05-18,1238.7606201171875
2026-05-19,1239.9603271484375
2026-05-20,1239.6602783203125
2026-05-21,1239.76025390625
2026-05-22,1237.6610107421875
2026-05-25,1248.857177734375
2026-05-26,1228.3643798828125
2026-05-27,1207.371826171875
2026-05-28,1207.371826171875
2026-05-29,1188.5784912109375
2026-06-01,1168.3856201171875
2026-06-02,1198.375
2026-06-03,1200.8741455078125
2026-06-04,1231.36328125
2026-06-05,1239.5604248046875
2026-06-08,1209.970947265625
2026-06-09,1241.65966796875
2026-06-10,1225.0655517578125
2026-06-11,1228.6641845703125
2026-06-12,1234.662109375
2026-06-15,1219.467529296875
2026-06-16,1235.6617431640625
2026-06-17,1253.955322265625
2026-06-18,1257.75390625
2026-06-19,1265.351318359375
2026-06-22,1287.643310546875
2026-06-23,1302.338134765625
2026-06-24,1317.9326171875
2026-06-25,1311.9346923828125
2026-06-26,1311.9346923828125
2026-06-29,1304.2374267578125
2026-06-30,1313.334228515625
2026-07-01,1327.5291748046875
2026-07-02,1344.8231201171875
2026-07-03,1350.2210693359375
2026-07-06,1350.6209716796875
2026-07-07,1323.83056640625
2026-07-08,1304.537353515625
2026-07-09,1347.822021484375
2026-07-10,1336.426025390625
2026-07-13,1327.629150390625
2026-07-14,1320.4317626953125
2026-07-15,1338.0255126953125
2026-07-16,1331.7276611328125
2026-07-17,1316.43310546875
2026-07-20,1330.927978515625
2026-07-21,1342.1240234375
2026-07-22,1352.920166015625
2026-07-23,1377.7113037109375
2026-07-24,1370.513916015625
2026-07-27,1406.7010498046875
2026-07-28,1400.80322265625
2026-07-29,1432.3919677734375
2026-07-30,1415.8978271484375
2026-07-31,1405.1016845703125
