Date,MEDANTA
2022-11-18,413.85418701171875
2022-11-21,429.4430847167969
2022-11-22,435.18896484375
2022-11-23,450.57794189453125
2022-11-24,459.8213195800781
2022-11-25,451.477294921875
2022-11-28,470.96337890625
2022-11-29,463.9683532714844
2022-11-30,461.91986083984375
2022-12-01,458.87200927734375
2022-12-02,457.123291015625
2022-12-05,456.1239929199219
2022-12-06,456.3238525390625
2022-12-07,465.2174987792969
2022-12-08,467.2160339355469
2022-12-09,462.91912841796875
2022-12-12,454.9248352050781
2022-12-13,449.92840576171875
2022-12-14,450.1282958984375
2022-12-15,447.3302917480469
2022-12-16,446.18109130859375
2022-12-19,444.9319763183594
2022-12-20,446.5807800292969
2022-12-21,446.9305419921875
2022-12-22,446.5807800292969
2022-12-23,444.23248291015625
2022-12-26,458.0726013183594
2022-12-27,458.7721252441406
2022-12-28,459.3216857910156
2022-12-29,465.5672607421875
2022-12-30,468.46514892578125
2023-01-02,459.7713928222656
2023-01-03,458.5722351074219
2023-01-04,455.2246398925781
2023-01-05,470.36383056640625
2023-01-06,456.9733581542969
2023-01-09,456.7735290527344
2023-01-10,456.9733581542969
2023-01-11,453.8755798339844
2023-01-12,448.6793212890625
2023-01-13,452.1767883300781
2023-01-16,446.0312194824219
2023-01-17,453.2760009765625
2023-01-18,448.97906494140625
2023-01-19,446.0312194824219
2023-01-20,451.477294921875
2023-01-23,445.6315002441406
2023-01-24,444.73211669921875
2023-01-25,456.3738098144531
2023-01-27,437.23748779296875
2023-01-30,441.6842956542969
2023-01-31,443.7328186035156
2023-02-01,430.09259033203125
2023-02-02,439.5858154296875
2023-02-03,438.1368408203125
2023-02-06,442.28387451171875
2023-02-07,447.13043212890625
2023-02-08,455.77423095703125
2023-02-09,449.628662109375
2023-02-10,454.47515869140625
2023-02-13,456.42376708984375
2023-02-14,456.7735290527344
2023-02-15,459.421630859375
2023-02-16,503.4401550292969
2023-02-17,516.7306518554688
2023-02-20,517.1803588867188
2023-02-21,507.63714599609375
2023-02-22,485.00335693359375
2023-02-23,491.8484802246094
2023-02-24,504.8891296386719
2023-02-27,494.5465393066406
2023-02-28,520.3280639648438
2023-03-01,509.3359680175781
2023-03-02,501.4915771484375
2023-03-03,504.439453125
2023-03-06,513.7327880859375
2023-03-08,513.9326782226562
2023-03-09,508.486572265625
2023-03-10,500.2424621582031
2023-03-13,495.5458068847656
2023-03-14,494.4965515136719
2023-03-15,491.69854736328125
2023-03-16,492.447998046875
2023-03-17,486.40234375
2023-03-20,479.0575866699219
2023-03-21,484.1539306640625
2023-03-22,484.953369140625
2023-03-23,487.9012756347656
2023-03-24,476.25958251953125
2023-03-27,473.0119323730469
2023-03-28,476.8591613769531
2023-03-29,512.2838745117188
2023-03-31,526.5736083984375
2023-04-03,501.8912658691406
2023-04-05,485.253173828125
2023-04-06,475.6100769042969
2023-04-10,493.5472106933594
2023-04-11,483.35455322265625
2023-04-12,487.9012756347656
2023-04-13,488.9505310058594
2023-04-17,486.00262451171875
2023-04-18,491.0989990234375
2023-04-19,498.3937683105469
2023-04-20,493.59722900390625
2023-04-21,490.3995056152344
2023-04-24,488.80059814453125
2023-04-25,489.7999267578125
2023-04-26,507.93695068359375
2023-04-27,508.88629150390625
2023-04-28,515.5814819335938
2023-05-02,513.1332397460938
2023-05-03,513.7327880859375
2023-05-04,513.383056640625
2023-05-05,505.9883728027344
2023-05-08,525.2245483398438
2023-05-09,513.532958984375
2023-05-10,507.6871337890625
2023-05-11,522.0269165039062
2023-05-12,542.8120727539062
2023-05-15,562.148193359375
2023-05-16,572.0911254882812
2023-05-17,563.7970581054688
2023-05-18,561.1988525390625
2023-05-19,559.00048828125
2023-05-22,576.1881713867188
2023-05-23,577.9369506835938
2023-05-24,576.13818359375
2023-05-25,594.4251098632812
2023-05-26,589.3787231445312
2023-05-29,594.2752685546875
2023-05-30,593.9754638671875
2023-05-31,591.9268798828125
2023-06-01,586.7306518554688
2023-06-02,581.7342529296875
2023-06-05,602.9190063476562
2023-06-06,611.1631469726562
2023-06-07,607.1160278320312
2023-06-08,605.0675659179688
2023-06-09,606.5664672851562
2023-06-12,619.5072021484375
2023-06-13,626.6520385742188
2023-06-14,653.78271484375
2023-06-15,650.185302734375
2023-06-16,648.1367797851562
2023-06-19,637.8440551757812
2023-06-20,649.735595703125
2023-06-21,660.5778198242188
2023-06-22,645.2887573242188
2023-06-23,660.5278930664062
2023-06-26,672.7691040039062
2023-06-27,659.528564453125
2023-06-28,655.531494140625
2023-06-30,658.7791748046875
2023-07-03,659.12890625
2023-07-04,680.3636474609375
2023-07-05,686.4594116210938
2023-07-06,689.2573852539062
2023-07-07,690.3065795898438
2023-07-10,693.1546020507812
2023-07-11,699.7998046875
2023-07-12,701.0488891601562
2023-07-13,691.3558349609375
2023-07-14,702.09814453125
2023-07-17,706.3951416015625
2023-07-18,699.5499877929688
2023-07-19,702.5478515625
2023-07-20,710.5921020507812
2023-07-21,708.2937622070312
2023-07-24,706.5449829101562
2023-07-25,714.8890991210938
2023-07-26,714.9390258789062
2023-07-27,711.2416381835938
2023-07-28,703.3972778320312
2023-07-31,707.1945190429688
2023-08-01,679.2145385742188
2023-08-02,669.4215698242188
2023-08-03,675.4672241210938
2023-08-04,666.0239868164062
2023-08-07,690.2066650390625
2023-08-08,680.4636840820312
2023-08-09,679.4144287109375
2023-08-10,689.3073120117188
2023-08-11,676.9661865234375
2023-08-14,674.9176635742188
2023-08-16,689.6070556640625
2023-08-17,686.80908203125
2023-08-18,682.8119506835938
2023-08-21,688.1581420898438
2023-08-22,693.0546264648438
2023-08-23,707.89404296875
2023-08-24,696.8518676757812
2023-08-25,703.4971923828125
2023-08-28,709.4429321289062
2023-08-29,698.2509155273438
2023-08-30,702.1981201171875
2023-08-31,708.9432983398438
2023-09-01,706.2452392578125
2023-09-04,703.6470947265625
2023-09-05,695.8526000976562
2023-09-06,697.20166015625
2023-09-07,694.6535034179688
2023-09-08,694.7534790039062
2023-09-11,697.6514282226562
2023-09-12,676.2166748046875
2023-09-13,701.4985961914062
2023-09-14,699.5000610351562
2023-09-15,701.4486694335938
2023-09-18,695.8026123046875
2023-09-20,688.8076782226562
2023-09-21,679.7141723632812
2023-09-22,693.5043334960938
2023-09-25,696.2523803710938
2023-09-26,691.6557006835938
2023-09-27,694.3037109375
2023-09-28,714.5892333984375
2023-09-29,715.53857421875
2023-10-03,746.71630859375
2023-10-04,739.9711303710938
2023-10-05,739.4215087890625
2023-10-06,747.865478515625
2023-10-09,749.4143676757812
2023-10-10,750.163818359375
2023-10-11,765.6028442382812
2023-10-12,763.6541748046875
2023-10-13,777.59423828125
2023-10-16,787.0874633789062
2023-10-17,779.193115234375
2023-10-18,772.4978637695312
2023-10-19,774.8961791992188
2023-10-20,768.1010131835938
2023-10-23,749.4143676757812
2023-10-25,732.7762451171875
2023-10-26,746.71630859375
2023-10-27,756.4093627929688
2023-10-30,763.8040161132812
2023-10-31,784.0396118164062
2023-11-01,799.0288696289062
2023-11-02,816.11669921875
2023-11-03,805.6741333007812
2023-11-06,836.60205078125
2023-11-07,830.2066040039062
2023-11-08,832.9047241210938
2023-11-09,859.1359252929688
2023-11-10,902.1551513671875
2023-11-13,910.1994018554688
2023-11-15,892.5120849609375
2023-11-16,887.8654174804688
2023-11-17,901.8554077148438
2023-11-20,896.2094116210938
2023-11-21,893.3614501953125
2023-11-22,895.60986328125
2023-11-23,897.6083984375
2023-11-24,902.5049438476562
2023-11-28,920.0424194335938
2023-11-29,919.1929931640625
2023-11-30,956.6661987304688
2023-12-01,969.3071899414062
2023-12-04,978.6504516601562
2023-12-05,1002.7832641601562
2023-12-06,974.1536865234375
2023-12-07,939.228759765625
2023-12-08,934.0823364257812
2023-12-11,932.3336181640625
2023-12-12,928.1865844726562
2023-12-13,928.536376953125
2023-12-14,924.9389038085938
2023-12-15,924.3892822265625
2023-12-18,922.1409301757812
2023-12-19,935.7811889648438
2023-12-20,919.1929931640625
2023-12-21,937.5798950195312
2023-12-22,973.1544189453125
2023-12-26,962.9617919921875
2023-12-27,955.9667358398438
2023-12-28,962.0623779296875
2023-12-29,958.4649658203125
2024-01-01,950.6704711914062
2024-01-02,943.8753051757812
2024-01-03,958.3150634765625
2024-01-04,989.542724609375
2024-01-05,1001.1344604492188
2024-01-08,999.335693359375
