Date,TCIEXP
2017-05-04,436.1295166015625
2017-05-05,425.69830322265625
2017-05-08,410.4997863769531
2017-05-09,425.9342041015625
2017-05-10,427.3030090332031
2017-05-11,418.66546630859375
2017-05-12,420.45904541015625
2017-05-15,420.128662109375
2017-05-16,423.2438659667969
2017-05-17,420.3646240234375
2017-05-18,409.8389587402344
2017-05-19,415.40869140625
2017-05-22,416.16387939453125
2017-05-23,409.8389587402344
2017-05-24,407.19580078125
2017-05-25,422.01678466796875
2017-05-26,434.383056640625
2017-05-29,429.5215759277344
2017-05-30,434.241455078125
2017-05-31,443.4454650878906
2017-06-01,449.9119873046875
2017-06-02,450.2894592285156
2017-06-05,454.30157470703125
2017-06-06,437.4039001464844
2017-06-07,441.98223876953125
2017-06-08,430.6070251464844
2017-06-09,431.2206726074219
2017-06-12,428.4830627441406
2017-06-13,429.0965881347656
2017-06-14,435.13824462890625
2017-06-15,457.08636474609375
2017-06-16,454.4431457519531
2017-06-19,457.03912353515625
2017-06-20,456.000732421875
2017-06-21,459.30474853515625
2017-06-22,447.74072265625
2017-06-23,432.7311096191406
2017-06-27,419.9870300292969
2017-06-28,447.6935119628906
2017-06-29,445.80548095703125
2017-06-30,465.2519226074219
2017-07-03,467.7535400390625
2017-07-04,531.4736938476562
2017-07-05,544.7369995117188
2017-07-06,529.8689575195312
2017-07-07,533.5977783203125
2017-07-10,531.8041381835938
2017-07-11,519.9570922851562
2017-07-12,550.873046875
2017-07-13,550.967529296875
2017-07-14,531.8514404296875
2017-07-17,518.1162109375
2017-07-18,513.0657348632812
2017-07-19,514.1513671875
2017-07-20,519.2960815429688
2017-07-21,524.3938598632812
2017-07-24,514.9537963867188
2017-07-25,521.1461791992188
2017-07-26,518.3099365234375
2017-07-27,505.59429931640625
2017-07-28,515.4263916015625
2017-07-31,519.9644165039062
2017-08-01,520.0115966796875
2017-08-02,534.94873046875
2017-08-03,545.726318359375
2017-08-04,537.5485229492188
2017-08-07,542.4647216796875
2017-08-08,543.3626708984375
2017-08-09,506.3034362792969
2017-08-10,493.2570495605469
2017-08-11,482.1014709472656
2017-08-14,502.28558349609375
2017-08-16,497.7005310058594
2017-08-17,500.06390380859375
2017-08-18,487.2065734863281
2017-08-21,473.5929260253906
2017-08-22,476.523681640625
2017-08-23,483.6141052246094
2017-08-24,474.63287353515625
2017-08-28,489.6173400878906
2017-08-29,492.4062194824219
2017-08-30,495.8096923828125
2017-08-31,501.05645751953125
2017-09-01,515.5210571289062
2017-09-04,494.6752624511719
2017-09-05,516.46630859375
2017-09-06,512.35400390625
2017-09-07,503.3727722167969
2017-09-08,500.9620666503906
2017-09-11,497.88946533203125
2017-09-12,503.04193115234375
2017-09-13,495.24237060546875
2017-09-14,498.0311584472656
2017-09-15,508.4776916503906
2017-09-18,506.44525146484375
2017-09-19,499.7803649902344
2017-09-20,493.87164306640625
2017-09-21,491.7917175292969
2017-09-22,473.1202392578125
2017-09-25,465.9825134277344
2017-09-26,475.5311279296875
2017-09-27,463.1463928222656
2017-09-28,455.0633239746094
2017-09-29,482.621337890625
2017-10-03,474.0657043457031
2017-10-04,469.52783203125
2017-10-05,466.59710693359375
2017-10-06,469.3387145996094
2017-10-09,481.77056884765625
2017-10-10,479.64349365234375
2017-10-11,471.3240661621094
2017-10-12,483.3778076171875
2017-10-13,531.6871948242188
2017-10-16,507.6743469238281
2017-10-17,544.0244750976562
2017-10-18,534.05078125
2017-10-19,551.8712158203125
2017-10-23,534.05078125
2017-10-24,537.595947265625
2017-10-25,532.916259765625
2017-10-26,534.05078125
2017-10-27,531.356201171875
2017-10-30,530.7890014648438
2017-10-31,533.2469482421875
2017-11-01,535.3740844726562
2017-11-02,525.3057861328125
2017-11-03,523.2731323242188
2017-11-06,538.21044921875
2017-11-07,526.58203125
2017-11-08,527.7186279296875
2017-11-09,524.072265625
2017-11-10,518.7686767578125
2017-11-13,508.11376953125
2017-11-14,511.7129821777344
2017-11-15,506.97735595703125
2017-11-16,501.72088623046875
2017-11-17,537.9471435546875
2017-11-20,553.6690063476562
2017-11-21,554.4266357421875
2017-11-22,556.983642578125
2017-11-23,552.9111938476562
2017-11-24,551.1589965820312
2017-11-27,547.18115234375
2017-11-28,541.782958984375
2017-11-29,540.4571533203125
2017-11-30,539.0363159179688
2017-12-01,523.409423828125
2017-12-04,516.9216918945312
2017-12-05,520.2838745117188
2017-12-06,509.865966796875
2017-12-07,530.7018432617188
2017-12-08,532.6908569335938
2017-12-11,530.7018432617188
2017-12-12,522.4149169921875
2017-12-13,516.4009399414062
2017-12-14,517.0165405273438
2017-12-15,523.6461181640625
2017-12-18,530.5126342773438
2017-12-19,537.0475463867188
2017-12-20,544.7189331054688
2017-12-21,540.4571533203125
2017-12-22,528.7128295898438
2017-12-26,534.5850219726562
2017-12-27,531.8384399414062
2017-12-28,531.6017456054688
2017-12-29,536.1950073242188
2018-01-01,528.9025268554688
2018-01-02,537.3316040039062
2018-01-03,537.2843017578125
2018-01-04,546.9918823242188
2018-01-05,544.813720703125
2018-01-08,563.6133422851562
2018-01-09,556.6994018554688
2018-01-10,550.3067016601562
2018-01-11,551.1589965820312
2018-01-12,547.7022094726562
2018-01-15,539.27294921875
2018-01-16,532.0279541015625
2018-01-17,530.4177856445312
2018-01-18,522.0361328125
2018-01-19,515.4536743164062
2018-01-22,516.54296875
2018-01-23,517.3953247070312
2018-01-24,509.2029113769531
2018-01-25,498.9743347167969
2018-01-29,503.1416320800781
2018-01-30,498.5957336425781
2018-01-31,505.6987609863281
2018-02-01,494.1915588378906
2018-02-02,467.8624572753906
2018-02-05,452.9931640625
2018-02-06,454.8399658203125
2018-02-07,465.8966064453125
2018-02-08,480.1800537109375
2018-02-09,470.30975341796875
2018-02-12,484.213623046875
2018-02-14,497.69036865234375
2018-02-15,493.70428466796875
2018-02-16,475.7194519042969
2018-02-19,476.28887939453125
2018-02-20,467.69989013671875
2018-02-21,473.3942565917969
2018-02-22,486.0167541503906
2018-02-23,493.6092834472656
2018-02-26,502.8627624511719
2018-02-27,487.25067138671875
2018-02-28,485.63714599609375
2018-03-01,477.6650390625
2018-03-05,475.482177734375
2018-03-06,465.46954345703125
2018-03-07,455.02978515625
2018-03-08,456.7856140136719
2018-03-09,439.37017822265625
2018-03-12,435.1943664550781
2018-03-13,448.6235656738281
2018-03-14,445.44427490234375
2018-03-15,444.21051025390625
2018-03-16,445.77642822265625
2018-03-19,433.0114440917969
2018-03-20,428.07623291015625
2018-03-21,434.71978759765625
2018-03-22,428.7881164550781
2018-03-23,416.6875305175781
2018-03-26,427.2220764160156
2018-03-27,429.9269714355469
2018-03-28,449.5251770019531
2018-04-02,453.65362548828125
2018-04-03,462.6222839355469
2018-04-04,453.84344482421875
2018-04-05,460.8665466308594
2018-04-06,462.05291748046875
2018-04-09,468.6963195800781
2018-04-10,469.40826416015625
2018-04-11,473.7264709472656
2018-04-12,474.53314208984375
2018-04-13,462.3376770019531
2018-04-16,458.25665283203125
2018-04-17,440.4616394042969
2018-04-18,455.26708984375
2018-04-19,455.69415283203125
2018-04-20,475.6719665527344
2018-04-23,480.7969970703125
2018-04-24,511.7839660644531
2018-04-25,502.4357604980469
2018-04-26,509.50628662109375
2018-04-27,527.63330078125
2018-04-30,502.6255798339844
2018-05-02,488.2945861816406
2018-05-03,498.3546447753906
2018-05-04,497.5954284667969
2018-05-07,502.9576416015625
2018-05-08,501.3916320800781
2018-05-09,502.8153381347656
2018-05-10,502.4357604980469
2018-05-11,499.3986511230469
2018-05-14,483.9289245605469
2018-05-15,498.4496154785156
2018-05-16,505.8048095703125
2018-05-17,504.2389831542969
2018-05-18,497.07342529296875
2018-05-21,494.3686218261719
2018-05-22,505.8996887207031
2018-05-23,503.47967529296875
2018-05-24,503.0050048828125
2018-05-25,496.6938171386719
2018-05-28,512.7807006835938
2018-05-29,513.8244018554688
2018-05-30,513.16015625
2018-05-31,511.5467529296875
2018-06-01,503.47967529296875
2018-06-04,500.6799621582031
2018-06-05,484.07122802734375
2018-06-06,496.40911865234375
2018-06-07,512.4959106445312
2018-06-08,520.0408325195312
2018-06-11,524.9760131835938
2018-06-12,530.8602294921875
2018-06-13,531.6669311523438
2018-06-14,541.6320190429688
2018-06-15,550.4584350585938
2018-06-18,563.2708740234375
2018-06-19,563.0809326171875
2018-06-20,562.037109375
2018-06-21,558.9525756835938
2018-06-22,562.416748046875
2018-06-25,559.7593383789062
2018-06-26,556.6275024414062
2018-06-27,530.90771484375
2018-06-28,535.8427124023438
2018-06-29,545.997802734375
2018-07-02,535.7005004882812
2018-07-03,519.1392822265625
2018-07-04,525.5453491210938
2018-07-05,530.765380859375
2018-07-06,527.443603515625
2018-07-09,544.7640991210938
2018-07-10,559.4744262695312
2018-07-11,540.9203491210938
2018-07-12,543.672607421875
2018-07-13,544.0048828125
2018-07-16,545.997802734375
2018-07-17,544.3843994140625
2018-07-18,544.716552734375
2018-07-19,537.9782104492188
2018-07-20,551.02783203125
2018-07-23,560.0438842773438
2018-07-24,569.2024536132812
2018-07-25,576.326416015625
2018-07-26,583.0702514648438
2018-07-27,599.0755615234375
2018-07-30,608.0516357421875
2018-07-31,598.695556640625
2018-08-01,598.7431030273438
2018-08-02,610.2838745117188
2018-08-03,653.9298095703125
2018-08-06,658.67919921875
2018-08-07,682.947998046875
2018-08-08,655.4495849609375
2018-08-09,683.2329711914062
2018-08-10,682.4254760742188
2018-08-13,686.3674926757812
2018-08-14,691.78173828125
2018-08-16,668.7000122070312
2018-08-17,679.24365234375
2018-08-20,668.2725219726562
2018-08-21,671.9771118164062
2018-08-23,671.5496826171875
2018-08-24,655.544677734375
2018-08-27,661.8135986328125
2018-08-28,634.7427368164062
2018-08-29,661.7186279296875
2018-08-30,664.140869140625
2018-08-31,662.7635498046875
2018-09-03,650.035400390625
2018-09-04,635.4075927734375
2018-09-05,629.32861328125
2018-09-06,616.12548828125
2018-09-07,621.4920654296875
2018-09-10,634.8851318359375
2018-09-11,625.1966552734375
2018-09-12,609.9039306640625
2018-09-14,604.3947143554688
2018-09-17,604.20458984375
2018-09-18,594.0888671875
2018-09-19,574.7590942382812
2018-09-21,563.028564453125
2018-09-24,548.1630859375
2018-09-25,548.0206909179688
2018-09-26,554.8121337890625
2018-09-27,537.0023803710938
2018-09-28,517.530029296875
2018-10-01,540.3743286132812
2018-10-03,552.2000122070312
2018-10-04,542.7014770507812
2018-10-05,527.8359985351562
2018-10-08,545.4085693359375
2018-10-09,551.9625244140625
2018-10-10,581.0281372070312
2018-10-11,570.294921875
2018-10-12,566.3528442382812
2018-10-15,575.3764038085938
2018-10-16,584.06787109375
2018-10-17,586.2997436523438
2018-10-19,570.2471923828125
2018-10-22,570.3423461914062
2018-10-23,533.4877319335938
2018-10-24,553.5772705078125
2018-10-25,569.96240234375
2018-10-26,551.1552734375
2018-10-29,557.4717407226562
2018-10-30,573.1444702148438
2018-10-31,560.5587768554688
2018-11-01,566.7803344726562
2018-11-02,555.3345336914062
2018-11-05,576.658935546875
2018-11-06,587.2973022460938
2018-11-07,581.3607177734375
2018-11-09,584.8275756835938
2018-11-12,582.595458984375
2018-11-13,580.4066162109375
2018-11-14,580.5016479492188
2018-11-15,575.2671508789062
2018-11-16,578.5982666015625
2018-11-19,582.9286499023438
2018-11-20,580.6920166015625
2018-11-21,584.1182861328125
2018-11-22,581.16796875
2018-11-26,580.5491333007812
2018-11-27,581.8341064453125
2018-11-28,584.9747314453125
2018-11-29,586.8306274414062
2018-11-30,580.8347778320312
2018-12-03,585.9740600585938
2018-12-04,585.403076171875
2018-12-05,585.831298828125
2018-12-06,585.6884765625
2018-12-07,592.7788696289062
2018-12-10,585.165283203125
2018-12-11,584.9747314453125
2018-12-12,584.30859375
2018-12-13,584.689208984375
2018-12-14,585.7362670898438
2018-12-17,585.3554077148438
2018-12-18,583.404541015625
2018-12-19,582.833251953125
2018-12-20,586.6402587890625
2018-12-21,585.165283203125
2018-12-24,585.6884765625
2018-12-26,584.7844848632812
2018-12-27,585.165283203125
2018-12-28,587.1162109375
2018-12-31,596.7760620117188
2019-01-01,602.4863891601562
2019-01-02,608.8629760742188
2019-01-03,609.719482421875
2019-01-04,606.8643798828125
2019-01-07,601.058837890625
2019-01-08,608.4346923828125
2019-01-09,604.00927734375
2019-01-10,604.1043701171875
2019-01-11,605.1988525390625
2019-01-14,603.4856567382812
2019-01-15,600.2499389648438
2019-01-16,601.154052734375
2019-01-17,601.4871826171875
2019-01-18,601.4871826171875
2019-01-21,599.5836181640625
2019-01-22,599.5361328125
2019-01-23,598.1085205078125
2019-01-24,598.0133666992188
2019-01-25,569.556884765625
2019-01-28,575.2671508789062
2019-01-29,575.3624877929688
2019-01-30,584.0706176757812
2019-01-31,585.2603759765625
2019-02-01,586.0693359375
2019-02-04,597.1091918945312
2019-02-05,581.4533081054688
2019-02-06,581.1202392578125
2019-02-07,590.6851196289062
2019-02-08,589.8761596679688
2019-02-11,587.2112426757812
2019-02-12,590.7802124023438
2019-02-14,588.2582397460938
2019-02-15,589.545654296875
2019-02-18,591.0712280273438
2019-02-19,595.0286254882812
2019-02-20,595.7913208007812
2019-02-21,592.7876586914062
2019-02-22,596.077392578125
2019-02-25,600.9884033203125
2019-02-26,605.3272094726562
2019-02-27,607.1867065429688
2019-02-28,612.0975341796875
2019-03-01,617.2467651367188
2019-03-05,629.4524536132812
2019-03-06,655.4849853515625
2019-03-07,706.5963745117188
2019-03-08,671.5526123046875
2019-03-11,666.1649780273438
2019-03-12,698.2526245117188
2019-03-13,709.0757446289062
2019-03-14,713.5097045898438
2019-03-15,691.2915649414062
2019-03-18,690.5287475585938
2019-03-19,668.6919555664062
2019-03-20,680.8500366210938
2019-03-22,696.96533203125
2019-03-25,696.39306640625
2019-03-26,695.4395751953125
2019-03-27,698.06201171875
2019-03-28,703.7356567382812
2019-04-01,682.56640625
2019-04-02,691.1009521484375
2019-04-03,679.1334838867188
2019-04-04,676.463623046875
2019-04-05,696.2025756835938
2019-04-08,677.8462524414062
2019-04-09,680.9930419921875
2019-04-10,685.188720703125
2019-04-11,678.4661254882812
2019-04-12,671.4573974609375
2019-04-15,666.5464477539062
2019-04-16,664.4962768554688
2019-04-18,644.423583984375
2019-04-22,622.0145263671875
2019-04-23,646.6644897460938
2019-04-24,654.388671875
2019-04-25,648.4763793945312
2019-04-26,644.6141967773438
2019-04-30,641.80126953125
2019-05-02,630.167724609375
2019-05-03,638.5113525390625
2019-05-06,622.4913940429688
2019-05-07,613.0032348632812
2019-05-08,613.051025390625
2019-05-09,602.9432983398438
2019-05-10,586.017333984375
2019-05-13,586.06494140625
2019-05-14,577.3875122070312
2019-05-15,595.7437133789062
2019-05-16,603.9920654296875
2019-05-17,614.290771484375
2019-05-20,631.3595581054688
2019-05-21,627.3070068359375
2019-05-22,616.4839477539062
2019-05-23,612.9556884765625
2019-05-24,642.945556640625
2019-05-27,660.0621948242188
2019-05-28,647.9041748046875
2019-05-29,646.9982299804688
2019-05-30,658.3457641601562
2019-05-31,673.5550537109375
2019-06-03,654.3406982421875
2019-06-04,650.66943359375
2019-06-06,654.388671875
2019-06-07,643.5177612304688
2019-06-10,636.7949829101562
2019-06-11,641.8966674804688
2019-06-12,634.79248046875
2019-06-13,628.6420288085938
2019-06-14,615.9118041992188
2019-06-17,608.6646728515625
2019-06-18,605.99462890625
2019-06-19,601.3699340820312
2019-06-20,601.9420166015625
2019-06-21,591.023681640625
2019-06-24,595.4100952148438
2019-06-25,597.4125366210938
2019-06-26,601.2745361328125
2019-06-27,618.2957763671875
2019-06-28,628.117431640625
2019-07-01,615.9118041992188
2019-07-02,608.0448608398438
2019-07-03,622.0623168945312
2019-07-04,626.1149291992188
2019-07-05,603.8968505859375
2019-07-08,602.9432983398438
2019-07-09,589.3071899414062
2019-07-10,586.9231567382812
2019-07-11,605.7562866210938
2019-07-12,599.176513671875
2019-07-15,593.88427734375
2019-07-16,595.0286254882812
2019-07-17,595.3623046875
2019-07-18,583.0614013671875
2019-07-19,582.7275390625
2019-07-22,576.5292358398438
2019-07-23,589.8926391601562
2019-07-24,578.3428344726562
2019-07-25,553.7640380859375
2019-07-26,537.9666748046875
2019-07-29,551.47314453125
2019-07-30,554.2412109375
2019-07-31,542.7869873046875
2019-08-01,544.0757446289062
2019-08-02,531.7622680664062
2019-08-05,516.3468627929688
2019-08-06,545.793701171875
2019-08-07,544.362060546875
2019-08-08,553.7640380859375
2019-08-09,573.8088989257812
2019-08-13,557.6776123046875
2019-08-14,584.2132568359375
2019-08-16,572.9974975585938
2019-08-19,585.3109741210938
2019-08-20,591.8969116210938
2019-08-21,567.0795288085938
2019-08-22,564.9796142578125
2019-08-23,571.8998413085938
2019-08-26,582.0654296875
2019-08-27,596.5264282226562
2019-08-28,599.7717895507812
2019-08-29,593.1857299804688
2019-08-30,602.0149536132812
2019-09-03,596.4307861328125
2019-09-04,599.9628295898438
2019-09-05,596.4786987304688
2019-09-06,596.3356323242188
2019-09-09,597.5287475585938
2019-09-11,596.1924438476562
2019-09-12,596.4786987304688
2019-09-13,596.6218872070312
2019-09-16,597.3377685546875
2019-09-17,598.24462890625
2019-09-18,598.292236328125
2019-09-19,595.6197509765625
2019-09-20,594.6175537109375
2019-09-23,647.8795166015625
2019-09-24,673.8424682617188
2019-09-25,673.1742553710938
2019-09-26,679.9036254882812
2019-09-27,699.4235229492188
2019-09-30,690.21240234375
2019-10-01,669.2608642578125
2019-10-03,666.44482421875
2019-10-04,658.808837890625
2019-10-07,661.3383178710938
2019-10-09,658.6179809570312
2019-10-10,663.3905029296875
2019-10-11,685.5829467773438
2019-10-14,682.7672119140625
2019-10-15,686.1080322265625
2019-10-16,682.6716918945312
2019-10-17,670.4061889648438
2019-10-18,687.4445190429688
2019-10-22,681.5740356445312
2019-10-23,687.539794921875
2019-10-24,688.7806396484375
2019-10-25,684.5807495117188
2019-10-27,689.9262084960938
2019-10-29,722.5707397460938
2019-10-30,741.8519287109375
2019-10-31,741.08837890625
2019-11-01,722.3321533203125
2019-11-04,739.7042236328125
2019-11-05,759.7013549804688
2019-11-06,735.265869140625
2019-11-07,726.1024780273438
2019-11-08,730.2545776367188
2019-11-11,731.5455932617188
2019-11-13,718.0604858398438
2019-11-14,723.8944702148438
2019-11-15,725.0419921875
2019-11-18,732.6934204101562
2019-11-19,726.3333129882812
2019-11-20,729.1546630859375
2019-11-21,748.0435180664062
2019-11-22,747.7565307617188
2019-11-25,732.932373046875
2019-11-26,729.05908203125
2019-11-27,723.416259765625
2019-11-28,718.0126342773438
2019-11-29,726.5723876953125
2019-12-02,721.8382568359375
2019-12-03,721.5990600585938
2019-12-04,729.3458251953125
2019-12-05,741.3486938476562
2019-12-06,740.2489624023438
2019-12-09,747.9000244140625
2019-12-10,746.178466796875
2019-12-11,759.8549194335938
2019-12-12,760.572265625
2019-12-13,775.6353149414062
2019-12-16,772.1445922851562
2019-12-17,768.1278076171875
2019-12-18,742.3050537109375
2019-12-19,738.0969848632812
2019-12-20,736.5668334960938
2019-12-23,726.7159423828125
2019-12-24,726.4288940429688
2019-12-26,717.0084838867188
2019-12-27,719.255859375
2019-12-30,714.091552734375
2019-12-31,709.97900390625
2020-01-01,707.3488159179688
2020-01-02,698.9804077148438
2020-01-03,696.7807006835938
2020-01-06,676.0748291015625
2020-01-07,683.821533203125
2020-01-08,695.5374755859375
2020-01-09,695.6809692382812
2020-01-10,723.1294555664062
2020-01-13,712.1787109375
2020-01-14,697.259033203125
2020-01-15,703.3320922851562
2020-01-16,717.6780395507812
2020-01-17,717.4387817382812
2020-01-20,719.9732055664062
2020-01-21,701.419189453125
2020-01-22,712.80029296875
2020-01-23,732.3108520507812
2020-01-24,753.4472045898438
2020-01-27,801.1710815429688
2020-01-28,794.9545288085938
2020-01-29,817.6211547851562
2020-01-30,829.050048828125
2020-01-31,850.8079223632812
2020-02-03,877.153076171875
2020-02-04,854.73583984375
2020-02-05,833.9469604492188
2020-02-06,857.1309814453125
2020-02-07,874.0396728515625
2020-02-10,874.2313232421875
2020-02-11,868.4356079101562
2020-02-12,887.4038696289062
2020-02-13,876.1472778320312
2020-02-14,874.5665283203125
2020-02-17,862.735107421875
2020-02-18,869.8245849609375
2020-02-19,870.5908203125
2020-02-20,875.4766845703125
2020-02-24,856.3643798828125
2020-02-25,854.2089233398438
2020-02-26,859.3822021484375
2020-02-27,808.84716796875
2020-02-28,813.4935302734375
2020-03-02,789.7348022460938
2020-03-03,772.1075439453125
2020-03-04,736.7091064453125
2020-03-05,762.0484619140625
2020-03-06,741.7864990234375
2020-03-09,716.7825317382812
2020-03-11,688.1858520507812
2020-03-12,612.16796875
2020-03-13,670.55859375
2020-03-16,614.275390625
2020-03-17,606.2281494140625
2020-03-18,553.2982788085938
2020-03-19,598.8827514648438
2020-03-20,592.0689086914062
2020-03-23,515.4871826171875
2020-03-24,525.9476318359375
2020-03-25,536.5039672851562
2020-03-26,530.2181396484375
2020-03-27,535.400390625
2020-03-30,522.87646484375
2020-03-31,524.55615234375
2020-04-01,521.1492919921875
2020-04-03,504.64288330078125
2020-04-07,505.79437255859375
2020-04-08,516.4947509765625
2020-04-09,536.3121337890625
2020-04-13,589.1419677734375
2020-04-15,566.58984375
2020-04-16,567.8372192382812
2020-04-17,629.5441284179688
2020-04-20,631.0795288085938
2020-04-21,634.7261962890625
2020-04-22,626.0892333984375
2020-04-23,619.2755737304688
2020-04-24,620.3311767578125
2020-04-27,613.8533935546875
2020-04-28,623.6421508789062
2020-04-29,700.1278686523438
2020-04-30,678.0075073242188
2020-05-04,682.1340942382812
2020-05-05,683.6213989257812
2020-05-06,671.8656005859375
2020-05-07,673.257080078125
2020-05-08,660.4934692382812
2020-05-11,582.08837890625
2020-05-12,590.9173583984375
2020-05-13,594.803955078125
2020-05-14,588.374267578125
2020-05-15,578.7774658203125
2020-05-18,544.1333618164062
2020-05-19,544.7572021484375
2020-05-20,521.4371948242188
2020-05-21,546.1007690429688
2020-05-22,510.1609802246094
2020-05-26,523.88427734375
2020-05-27,556.0813598632812
2020-05-28,600.8019409179688
2020-05-29,619.0357666015625
2020-06-01,626.7129516601562
2020-06-02,640.1004028320312
2020-06-03,633.6226806640625
2020-06-04,632.9029541015625
2020-06-05,631.9910888671875
2020-06-08,634.8223266601562
2020-06-09,632.567138671875
2020-06-10,621.0989990234375
2020-06-11,629.5441284179688
2020-06-12,629.8799438476562
2020-06-15,605.984130859375
2020-06-16,611.1184692382812
2020-06-17,617.2122802734375
2020-06-18,632.6151123046875
2020-06-19,637.173583984375
2020-06-22,634.3424682617188
2020-06-23,652.1921997070312
2020-06-24,659.341796875
2020-06-25,646.9140625
2020-06-26,641.01220703125
2020-06-29,635.2060546875
2020-06-30,641.2520751953125
2020-07-01,645.6665649414062
2020-07-02,632.1832275390625
2020-07-03,636.357666015625
2020-07-06,636.3096923828125
2020-07-07,630.311767578125
2020-07-08,631.5593872070312
2020-07-09,652.9600830078125
2020-07-10,635.3980712890625
2020-07-13,617.2603149414062
2020-07-14,626.85693359375
2020-07-15,628.536376953125
2020-07-16,637.029541015625
2020-07-17,646.1943359375
2020-07-20,647.3939208984375
2020-07-21,646.5783081054688
2020-07-22,655.3591918945312
2020-07-23,652.240234375
2020-07-24,659.8696899414062
2020-07-27,697.7285766601562
2020-07-28,686.3086547851562
2020-07-29,683.4774780273438
2020-07-30,685.6368408203125
2020-07-31,675.1764526367188
2020-08-03,667.6429443359375
2020-08-04,676.7120361328125
2020-08-05,679.3511352539062
2020-08-06,671.9135131835938
2020-08-07,681.4142456054688
2020-08-10,681.51025390625
2020-08-11,692.11474609375
2020-08-12,714.8107299804688
2020-08-13,753.8694458007812
2020-08-14,732.708740234375
2020-08-17,726.7586669921875
2020-08-18,757.0364990234375
2020-08-19,783.2835083007812
2020-08-20,769.5601196289062
2020-08-21,765.8652954101562
2020-08-24,756.0765380859375
2020-08-25,776.9015502929688
2020-08-26,810.5860595703125
2020-08-27,805.3078002929688
2020-08-28,781.5078735351562
2020-08-31,737.8909301757812
2020-09-01,739.1864624023438
2020-09-02,757.4202270507812
2020-09-03,756.0286254882812
2020-09-04,743.2171020507812
2020-09-07,767.6886596679688
2020-09-08,742.1134643554688
2020-09-09,741.4417114257812
2020-09-10,779.0128173828125
2020-09-11,774.5023803710938
2020-09-14,814.7125854492188
2020-09-15,835.2493896484375
2020-09-16,850.4122924804688
2020-09-17,835.4414672851562
2020-09-18,832.4663696289062
2020-09-21,773.6865844726562
2020-09-22,754.6852416992188
2020-09-23,735.2518310546875
2020-09-24,745.376220703125
2020-09-25,737.2191772460938
2020-09-28,746.6717529296875
2020-09-29,757.0843505859375
2020-09-30,748.7350463867188
2020-10-01,776.9015502929688
2020-10-05,769.17626953125
2020-10-06,771.7192993164062
2020-10-07,756.9403686523438
2020-10-08,753.7255249023438
2020-10-09,751.3263549804688
2020-10-12,742.1134643554688
2020-10-13,742.5452270507812
2020-10-14,735.8275756835938
2020-10-15,755.9327392578125
