Date,FINEORG
2019-06-18,1412.63623046875
2019-06-19,1391.63525390625
2019-06-20,1372.8863525390625
2019-06-21,1339.7452392578125
2019-06-24,1315.41552734375
2019-06-25,1331.2271728515625
2019-06-26,1393.54443359375
2019-06-27,1377.8306884765625
2019-06-28,1397.9013671875
2019-07-01,1401.7685546875
2019-07-02,1401.1322021484375
2019-07-03,1366.2777099609375
2019-07-04,1357.319091796875
2019-07-05,1344.6893310546875
2019-07-08,1349.291015625
2019-07-09,1367.9420166015625
2019-07-10,1353.941650390625
2019-07-11,1382.5299072265625
2019-07-12,1358.200439453125
2019-07-15,1360.9420166015625
2019-07-16,1363.1446533203125
2019-07-17,1406.8594970703125
2019-07-18,1432.3150634765625
2019-07-19,1374.8443603515625
2019-07-22,1388.4532470703125
2019-07-23,1387.1317138671875
2019-07-24,1376.263916015625
2019-07-25,1412.4246826171875
2019-07-26,1397.6651611328125
2019-07-29,1376.6578369140625
2019-07-30,1377.7890625
2019-07-31,1378.62548828125
2019-08-01,1377.73974609375
2019-08-02,1404.9954833984375
2019-08-05,1379.707763671875
2019-08-06,1401.10888671875
2019-08-07,1436.3348388671875
2019-08-08,1450.552734375
2019-08-09,1420.14892578125
2019-08-13,1409.374267578125
2019-08-14,1377.6417236328125
2019-08-16,1407.5540771484375
2019-08-19,1403.0767822265625
2019-08-20,1403.56884765625
2019-08-21,1406.865234375
2019-08-22,1406.963623046875
2019-08-23,1397.3206787109375
2019-08-26,1408.0458984375
2019-08-27,1404.4544677734375
2019-08-28,1397.3701171875
2019-08-29,1393.9752197265625
2019-08-30,1409.12841796875
2019-09-03,1402.9293212890625
2019-09-04,1390.0394287109375
2019-09-05,1405.1431884765625
2019-09-06,1467.0341796875
2019-09-09,1484.49951171875
2019-09-11,1505.4578857421875
2019-09-12,1510.721923828125
2019-09-13,1496.7498779296875
2019-09-16,1512.0504150390625
2019-09-17,1563.462158203125
2019-09-18,1549.3424072265625
2019-09-19,1498.1273193359375
2019-09-20,1506.4417724609375
2019-09-23,1544.2259521484375
2019-09-24,1593.6697998046875
2019-09-25,1732.900146484375
2019-09-26,1703.0860595703125
2019-09-27,1670.4188232421875
2019-09-30,1701.856201171875
2019-10-01,1717.1072998046875
2019-10-03,1710.4658203125
2019-10-04,1681.1929931640625
2019-10-07,1661.169677734375
2019-10-09,1691.6722412109375
2019-10-10,1658.709716796875
2019-10-11,1667.27001953125
2019-10-14,1821.6533203125
2019-10-15,1852.697265625
2019-10-16,1865.24267578125
2019-10-17,1870.605224609375
2019-10-18,1909.865234375
2019-10-22,1939.28564453125
2019-10-23,1887.18505859375
2019-10-24,1878.526123046875
2019-10-25,1871.2447509765625
2019-10-27,1919.80322265625
2019-10-29,1881.5762939453125
2019-10-30,1882.7078857421875
2019-10-31,1868.9326171875
2019-11-01,1850.926025390625
2019-11-04,1880.9859619140625
2019-11-05,1886.9881591796875
2019-11-06,1887.3818359375
2019-11-07,1901.50146484375
2019-11-08,1863.4715576171875
2019-11-11,1924.8707275390625
2019-11-13,1859.1912841796875
2019-11-14,1895.1058349609375
2019-11-15,1913.30908203125
2019-11-18,1994.4364013671875
2019-11-19,1985.728515625
2019-11-20,2015.9361572265625
2019-11-21,2010.1309814453125
2019-11-22,1945.632080078125
2019-11-25,1964.081298828125
2019-11-26,1841.4307861328125
2019-11-27,1844.7763671875
2019-11-28,1840.0040283203125
2019-11-29,1793.8564453125
2019-12-02,1764.5345458984375
2019-12-03,1766.207275390625
2019-12-04,1837.2489013671875
2019-12-05,1870.5069580078125
2019-12-06,1860.814697265625
2019-12-09,1846.547607421875
2019-12-10,1827.0159912109375
2019-12-11,1767.68310546875
2019-12-12,1769.995361328125
2019-12-13,1782.1966552734375
2019-12-16,1754.3011474609375
2019-12-17,1762.8616943359375
2019-12-18,1766.5516357421875
2019-12-19,1852.40185546875
2019-12-20,1907.995849609375
2019-12-23,1873.8521728515625
2019-12-24,1870.2608642578125
2019-12-26,1861.4544677734375
2019-12-27,1916.8514404296875
2019-12-30,1913.6041259765625
2019-12-31,1913.850341796875
2020-01-01,1868.29296875
2020-01-02,1869.8673095703125
2020-01-03,1866.7677001953125
2020-01-06,1856.1903076171875
2020-01-07,1898.205322265625
2020-01-08,1886.0535888671875
2020-01-09,1908.733642578125
2020-01-10,1909.8157958984375
2020-01-13,2000.291015625
2020-01-14,2032.2205810546875
2020-01-15,2020.2161865234375
2020-01-16,2013.033447265625
2020-01-17,2087.9619140625
2020-01-20,2184.684814453125
2020-01-21,2172.336181640625
2020-01-22,2203.478515625
2020-01-23,2191.42529296875
2020-01-24,2198.706298828125
2020-01-27,2199.493896484375
2020-01-28,2260.942138671875
2020-01-29,2376.212646484375
2020-01-30,2336.116455078125
2020-01-31,2301.333740234375
2020-02-03,2312.64892578125
2020-02-04,2309.0576171875
2020-02-05,2310.97607421875
2020-02-06,2335.47705078125
2020-02-07,2343.15185546875
2020-02-10,2434.512451171875
2020-02-11,2378.9189453125
2020-02-12,2241.607177734375
2020-02-13,2210.76025390625
2020-02-14,2192.360107421875
2020-02-17,2166.137451171875
2020-02-18,2153.519775390625
2020-02-19,2190.83056640625
2020-02-20,2199.94873046875
2020-02-24,2199.16015625
2020-02-25,2209.51025390625
2020-02-26,2209.70751953125
2020-02-27,2172.49560546875
2020-02-28,2101.176513671875
2020-03-02,2102.50732421875
2020-03-03,2089.34765625
2020-03-04,2117.786376953125
2020-03-05,2178.40966796875
2020-03-06,2191.5205078125
2020-03-09,2086.29150390625
2020-03-11,2106.9921875
2020-03-12,2001.9605712890625
2020-03-13,2145.8798828125
2020-03-16,2060.120361328125
2020-03-17,2038.0885009765625
2020-03-18,1890.571044921875
2020-03-19,1797.8612060546875
2020-03-20,1812.2037353515625
2020-03-23,1530.673583984375
2020-03-24,1734.378662109375
2020-03-25,1804.4654541015625
2020-03-26,1882.9805908203125
2020-03-27,1926.6494140625
2020-03-30,1851.042236328125
2020-03-31,1878.8896484375
2020-04-01,1854.2459716796875
2020-04-03,1826.79296875
2020-04-07,1873.4188232421875
2020-04-08,1937.739013671875
2020-04-09,2016.4512939453125
2020-04-13,2022.1683349609375
2020-04-15,2031.434814453125
2020-04-16,2050.75537109375
2020-04-17,2061.89404296875
2020-04-20,2087.91796875
2020-04-21,2021.08447265625
2020-04-22,2064.112548828125
2020-04-23,2017.8804931640625
2020-04-24,1945.526611328125
2020-04-27,1957.6512451171875
2020-04-28,1933.007568359375
2020-04-29,1966.227294921875
2020-04-30,1984.8087158203125
2020-05-04,1938.1334228515625
2020-05-05,1947.3499755859375
2020-05-06,1934.8310546875
2020-05-07,1934.781982421875
2020-05-08,1916.298828125
2020-05-11,1885.2479248046875
2020-05-12,1844.83203125
2020-05-13,1926.4522705078125
2020-05-14,1916.3482666015625
2020-05-15,1923.741455078125
2020-05-18,1872.334716796875
2020-05-19,1883.030029296875
2020-05-20,1959.1790771484375
2020-05-21,1946.01953125
2020-05-22,1918.8128662109375
2020-05-26,1898.8018798828125
2020-05-27,1910.0887451171875
2020-05-28,1896.288330078125
2020-05-29,1911.3702392578125
2020-06-01,1921.720703125
2020-06-02,1969.578857421875
2020-06-03,2037.201171875
2020-06-04,2024.2882080078125
2020-06-05,2030.5970458984375
2020-06-08,2007.086669921875
2020-06-09,1940.54833984375
2020-06-10,1931.8245849609375
2020-06-11,1907.52587890625
2020-06-12,1912.8980712890625
2020-06-15,1938.8726806640625
2020-06-16,1921.9669189453125
2020-06-17,1892.39453125
2020-06-18,1893.6268310546875
2020-06-19,1906.3922119140625
2020-06-22,1885.2972412109375
2020-06-23,1883.670654296875
2020-06-24,1842.170654296875
2020-06-25,1861.343505859375
2020-06-26,1867.701416015625
2020-06-29,1862.3785400390625
2020-06-30,1837.7840576171875
2020-07-01,1833.939453125
2020-07-02,1840.396240234375
2020-07-03,1855.724609375
2020-07-06,1887.8106689453125
2020-07-07,1867.553466796875
2020-07-08,1897.668212890625
2020-07-09,1927.43798828125
2020-07-10,1966.5228271484375
2020-07-13,1959.2283935546875
2020-07-14,2103.492919921875
2020-07-15,2036.5606689453125
2020-07-16,2095.902587890625
2020-07-17,2095.212646484375
2020-07-20,2061.4013671875
2020-07-21,2094.9169921875
2020-07-22,2060.1689453125
2020-07-23,2039.51806640625
2020-07-24,2005.9036865234375
2020-07-27,2056.374267578125
2020-07-28,2025.9144287109375
2020-07-29,2046.122314453125
2020-07-30,1992.4481201171875
2020-07-31,2072.540283203125
2020-08-03,2178.36083984375
2020-08-04,2417.552978515625
2020-08-05,2311.141357421875
2020-08-06,2284.032958984375
2020-08-07,2293.54541015625
2020-08-10,2256.2353515625
2020-08-11,2275.7529296875
2020-08-12,2245.884521484375
2020-08-13,2248.053466796875
2020-08-14,2239.624755859375
2020-08-17,2238.04736328125
2020-08-18,2213.305908203125
2020-08-19,2247.215087890625
2020-08-20,2234.154296875
2020-08-21,2275.112060546875
2020-08-24,2722.74169921875
2020-08-25,2650.929443359375
2020-08-26,2703.617919921875
2020-08-27,2725.6494140625
2020-08-28,2661.181396484375
2020-08-31,2443.478271484375
2020-09-01,2477.634521484375
2020-09-02,2534.217041015625
2020-09-03,2509.474609375
2020-09-04,2583.3564453125
2020-09-07,2566.500244140625
2020-09-08,2569.80224609375
2020-09-09,2751.8212890625
2020-09-10,2783.5966796875
2020-09-11,2810.733642578125
2020-09-14,3103.7177734375
2020-09-15,3064.886962890625
2020-09-16,3030.447265625
2020-09-17,2903.000732421875
2020-09-18,2825.58544921875
2020-09-21,2644.011962890625
2020-09-22,2626.1015625
2020-09-23,2563.537841796875
2020-09-24,2454.939208984375
2020-09-25,2624.374755859375
2020-09-28,2683.23779296875
2020-09-29,2681.70849609375
2020-09-30,2637.44970703125
2020-10-01,2578.6357421875
2020-10-05,2509.75634765625
2020-10-06,2549.968994140625
2020-10-07,2541.482177734375
2020-10-08,2501.220458984375
2020-10-09,2582.287353515625
2020-10-12,2505.759765625
2020-10-13,2514.394287109375
2020-10-14,2519.72314453125
2020-10-15,2495.299560546875
2020-10-16,2532.699951171875
2020-10-19,2726.50927734375
2020-10-20,2747.62744140625
2020-10-21,2662.613525390625
2020-10-22,2656.6923828125
2020-10-23,2700.9013671875
2020-10-26,2678.451416015625
2020-10-27,2647.564453125
2020-10-28,2645.34423828125
2020-10-29,2574.885986328125
2020-10-30,2617.7626953125
2020-11-02,2559.787841796875
2020-11-03,2444.23193359375
2020-11-04,2446.20556640625
2020-11-05,2413.39404296875
2020-11-06,2394.39794921875
2020-11-09,2424.34814453125
2020-11-10,2409.0029296875
2020-11-11,2495.54638671875
2020-11-12,2483.75390625
2020-11-13,2545.18310546875
2020-11-14,2537.93017578125
2020-11-17,2562.600341796875
2020-11-18,2564.82080078125
2020-11-19,2587.51708984375
2020-11-20,2564.524169921875
2020-11-23,2581.30029296875
2020-11-24,2587.369140625
2020-11-25,2514.88818359375
2020-11-26,2457.060546875
2020-11-27,2540.939453125
2020-12-01,2604.095703125
2020-12-02,2591.85888671875
2020-12-03,2581.103271484375
2020-12-04,2554.409912109375
2020-12-07,2547.20556640625
2020-12-08,2505.0693359375
2020-12-09,2504.77294921875
2020-12-10,2506.746826171875
2020-12-11,2457.258056640625
2020-12-14,2452.521240234375
2020-12-15,2448.376953125
2020-12-16,2465.74462890625
2020-12-17,2450.30126953125
2020-12-18,2466.139404296875
2020-12-21,2376.38916015625
2020-12-22,2369.974365234375
2020-12-23,2324.284912109375
2020-12-24,2435.696533203125
2020-12-28,2466.38623046875
2020-12-29,2481.879150390625
2020-12-30,2480.448486328125
2020-12-31,2489.181396484375
2021-01-01,2492.04296875
2021-01-04,2514.73974609375
2021-01-05,2503.73681640625
2021-01-06,2517.20703125
2021-01-07,2528.061767578125
2021-01-08,2537.880859375
2021-01-11,2575.083251953125
2021-01-12,2555.791015625
2021-01-13,2517.947021484375
2021-01-14,2481.138916015625
2021-01-15,2456.61669921875
2021-01-18,2396.519775390625
2021-01-19,2449.610595703125
2021-01-20,2515.923828125
2021-01-21,2457.060546875
2021-01-22,2414.824951171875
2021-01-25,2399.578857421875
2021-01-27,2340.271484375
2021-01-28,2336.275146484375
2021-01-29,2330.69970703125
2021-02-01,2324.236328125
2021-02-02,2350.041015625
2021-02-03,2382.901611328125
2021-02-04,2389.513427734375
2021-02-05,2374.51416015625
2021-02-08,2338.54443359375
2021-02-09,2327.54150390625
2021-02-10,2320.338134765625
2021-02-11,2337.95263671875
2021-02-12,2387.391845703125
2021-02-15,2350.83056640625
2021-02-16,2359.95849609375
2021-02-17,2351.274658203125
2021-02-18,2352.113525390625
2021-02-19,2345.255126953125
2021-02-22,2326.703125
2021-02-23,2331.63720703125
2021-02-24,2294.434326171875
2021-02-25,2305.831787109375
2021-02-26,2298.23388671875
2021-03-01,2295.9638671875
2021-03-02,2328.92333984375
2021-03-03,2344.218994140625
2021-03-04,2334.44921875
2021-03-05,2363.16552734375
2021-03-08,2374.612548828125
2021-03-09,2392.77001953125
2021-03-10,2385.368896484375
2021-03-12,2350.485107421875
2021-03-15,2291.276123046875
2021-03-16,2271.83642578125
2021-03-17,2233.39990234375
2021-03-18,2190.227294921875
2021-03-19,2198.22021484375
2021-03-22,2183.220947265625
2021-03-23,2219.732421875
2021-03-24,2202.9072265625
2021-03-25,2200.39111328125
2021-03-26,2236.3603515625
2021-03-30,2249.041259765625
2021-03-31,2253.728515625
2021-04-01,2260.0439453125
2021-04-05,2250.916015625
2021-04-06,2324.581298828125
2021-04-07,2365.13916015625
2021-04-08,2389.464111328125
2021-04-09,2513.50634765625
2021-04-12,2417.34130859375
2021-04-13,2483.65576171875
2021-04-15,2465.892578125
2021-04-16,2464.6591796875
2021-04-19,2498.21044921875
2021-04-20,2446.698974609375
2021-04-22,2523.7197265625
2021-04-23,2511.088623046875
2021-04-26,2469.247802734375
2021-04-27,2533.63720703125
2021-04-28,2754.38671875
2021-04-29,2862.5908203125
2021-04-30,2824.94384765625
2021-05-03,2825.289306640625
2021-05-04,2822.970458984375
2021-05-05,2848.8740234375
2021-05-06,2993.096435546875
2021-05-07,3066.90966796875
2021-05-10,3199.734619140625
2021-05-11,3247.15087890625
2021-05-12,3162.285400390625
2021-05-14,3118.7177734375
2021-05-17,3187.30078125
2021-05-18,3163.518798828125
2021-05-19,3326.88525390625
2021-05-20,3462.127685546875
2021-05-21,3449.59521484375
2021-05-24,3449.25
2021-05-25,3352.296142578125
2021-05-26,3215.572998046875
2021-05-27,3207.580078125
2021-05-28,2963.491943359375
2021-05-31,2864.366943359375
2021-06-01,3005.77685546875
2021-06-02,3004.099365234375
2021-06-03,2948.591552734375
2021-06-04,2961.27197265625
2021-06-07,2935.367919921875
2021-06-08,2959.2490234375
2021-06-09,2952.6865234375
2021-06-10,2950.86083984375
2021-06-11,2940.943603515625
2021-06-14,2891.750732421875
2021-06-15,2853.216064453125
2021-06-16,2828.69384765625
2021-06-17,2821.884765625
2021-06-18,2788.82666015625
2021-06-21,2800.372314453125
2021-06-22,2855.584228515625
2021-06-23,2898.16552734375
2021-06-24,2854.203125
2021-06-25,2861.4560546875
2021-06-28,2844.87744140625
2021-06-29,2833.87451171875
2021-06-30,2856.32421875
2021-07-01,2850.749267578125
2021-07-02,2908.428466796875
2021-07-05,3048.703125
2021-07-06,3014.51025390625
2021-07-07,3053.6865234375
2021-07-08,3005.97412109375
2021-07-09,2987.71826171875
2021-07-12,3005.234130859375
2021-07-13,2985.646240234375
2021-07-14,2973.60693359375
2021-07-15,2975.28466796875
2021-07-16,2956.88037109375
2021-07-19,2881.192138671875
2021-07-20,2902.951171875
2021-07-22,2886.3232421875
2021-07-23,2930.878173828125
2021-07-26,2935.219970703125
2021-07-27,2911.43798828125
2021-07-28,2911.585693359375
2021-07-29,2891.65234375
2021-07-30,2960.630126953125
2021-08-02,2966.650146484375
2021-08-03,3008.78662109375
2021-08-04,2984.36328125
2021-08-05,2947.0615234375
2021-08-06,2956.48583984375
2021-08-09,3006.862548828125
2021-08-10,2953.47607421875
2021-08-11,2864.416259765625
2021-08-12,2833.775634765625
2021-08-13,2868.10009765625
2021-08-16,2853.587646484375
2021-08-17,2791.42724609375
2021-08-18,2814.211181640625
2021-08-20,2815.00390625
2021-08-23,2735.904052734375
2021-08-24,2812.77490234375
2021-08-25,2805.692138671875
2021-08-26,2827.43603515625
2021-08-27,2818.91650390625
2021-08-30,2786.969482421875
2021-08-31,2816.787109375
2021-09-01,2804.453857421875
2021-09-02,2993.758544921875
2021-09-03,3032.343017578125
2021-09-06,3004.6552734375
2021-09-07,3016.047119140625
2021-09-08,3077.6630859375
2021-09-09,3144.2314453125
2021-09-13,3144.4296875
2021-09-14,3189.4033203125
2021-09-15,3215.158935546875
2021-09-16,3222.43994140625
2021-09-17,3153.741455078125
2021-09-20,3084.6962890625
2021-09-21,3105.994140625
2021-09-22,3135.167236328125
2021-09-23,3132.69091796875
2021-09-24,3104.855224609375
2021-09-27,3072.06591796875
2021-09-28,3004.704833984375
2021-09-29,3049.232421875
2021-09-30,3046.755859375
2021-10-01,3235.66455078125
2021-10-04,3470.09130859375
2021-10-05,3437.252685546875
2021-10-06,3402.383056640625
2021-10-07,3425.068359375
2021-10-08,3375.240478515625
2021-10-11,3301.44091796875
2021-10-12,3313.03076171875
2021-10-13,3436.7578125
2021-10-14,3388.36669921875
2021-10-18,3416.400390625
2021-10-19,3364.49267578125
2021-10-20,3269.048095703125
2021-10-21,3257.85400390625
2021-10-22,3235.515869140625
2021-10-25,3366.374755859375
2021-10-26,3411.54638671875
2021-10-27,3422.047119140625
2021-10-28,3334.87353515625
2021-10-29,3256.715087890625
2021-11-01,3265.184326171875
2021-11-02,3363.45263671875
2021-11-03,3413.27978515625
2021-11-04,3402.185302734375
2021-11-08,3352.30859375
2021-11-09,3324.32421875
2021-11-10,3325.165771484375
2021-11-11,3301.242431640625
2021-11-12,3267.215576171875
2021-11-15,3715.46435546875
2021-11-16,3580.93994140625
2021-11-17,3527.695068359375
2021-11-18,3537.0068359375
2021-11-22,3487.228759765625
2021-11-23,3571.62841796875
2021-11-24,3596.690673828125
2021-11-25,3736.61376953125
2021-11-26,3631.8076171875
2021-11-29,3502.18701171875
2021-11-30,3556.373046875
2021-12-01,3710.80859375
2021-12-02,3653.7001953125
2021-12-03,3660.68359375
2021-12-06,3562.564453125
2021-12-07,3600.207275390625
2021-12-08,3675.54296875
2021-12-09,3660.980712890625
2021-12-10,3657.563232421875
2021-12-13,3620.316650390625
2021-12-14,3686.439453125
2021-12-15,3898.1318359375
2021-12-16,3866.630615234375
2021-12-17,3827.650146484375
2021-12-20,3612.886962890625
2021-12-21,3713.185791015625
2021-12-22,3715.365478515625
2021-12-23,3717.049072265625
2021-12-24,3716.949951171875
2021-12-27,3759.397705078125
2021-12-28,3715.81103515625
2021-12-29,3701.19970703125
2021-12-30,3652.4619140625
2021-12-31,3679.01025390625
2022-01-03,3761.477783203125
2022-01-04,3794.861328125
2022-01-05,3742.06201171875
2022-01-06,3695.15673828125
2022-01-07,3629.578857421875
2022-01-10,3591.2919921875
2022-01-11,3706.350830078125
2022-01-12,3729.679443359375
2022-01-13,3732.403564453125
2022-01-14,3698.227783203125
2022-01-17,3771.43359375
2022-01-18,3721.65576171875
2022-01-19,3640.17822265625
2022-01-20,3716.05859375
2022-01-21,3735.87060546875
2022-01-24,3542.553955078125
2022-01-25,3695.40478515625
2022-01-27,3698.57421875
2022-01-28,3786.34228515625
2022-01-31,3824.62890625
2022-02-01,3795.653564453125
2022-02-02,3897.636474609375
2022-02-03,3863.4111328125
2022-02-04,4047.862060546875
2022-02-07,4049.793701171875
2022-02-08,3925.670654296875
2022-02-09,3889.959228515625
2022-02-10,3934.833740234375
2022-02-11,3797.09033203125
2022-02-14,3653.254150390625
2022-02-15,3738.79296875
2022-02-16,3895.06103515625
2022-02-17,3933.744384765625
2022-02-18,3955.488037109375
2022-02-21,3851.474609375
2022-02-22,3747.609375
2022-02-23,3926.116943359375
2022-02-24,3910.31640625
2022-02-25,4232.80810546875
2022-02-28,4249.79736328125
2022-03-02,4212.00537109375
2022-03-03,4157.9677734375
2022-03-04,4024.1865234375
2022-03-07,3856.823486328125
2022-03-08,4030.4765625
2022-03-09,4021.165283203125
2022-03-10,4046.078857421875
2022-03-11,4024.23583984375
2022-03-14,3922.74853515625
2022-03-15,3986.394775390625
2022-03-16,3939.885986328125
2022-03-17,3967.523681640625
2022-03-21,3920.37109375
2022-03-22,3883.8671875
2022-03-23,3905.5615234375
2022-03-24,3970.0
2022-03-25,3987.583251953125
2022-03-28,3977.8759765625
2022-03-29,3949.1484375
2022-03-30,4039.14453125
2022-03-31,3968.018798828125
2022-04-01,3969.9013671875
