Date,OPTIEMUS
2018-06-06,286.86602783203125
2018-06-07,288.7039794921875
2018-06-08,281.4515686035156
2018-06-11,293.5719909667969
2018-06-12,296.3040466308594
2018-06-13,305.2453308105469
2018-06-14,307.8780212402344
2018-06-15,307.5303039550781
2018-06-18,298.1419982910156
2018-06-19,294.41644287109375
2018-06-20,305.0963134765625
2018-06-21,302.91064453125
2018-06-22,302.8113098144531
2018-06-25,301.96685791015625
2018-06-26,303.65576171875
2018-06-27,299.5328369140625
2018-06-28,303.9538269042969
2018-06-29,300.4766540527344
2018-07-02,295.6086120605469
2018-07-03,293.5719909667969
2018-07-04,283.58758544921875
2018-07-05,269.72857666015625
2018-07-06,269.2318420410156
2018-07-09,280.06072998046875
2018-07-10,291.68438720703125
2018-07-11,288.6046142578125
2018-07-12,282.3953857421875
2018-07-13,283.5378723144531
2018-07-16,280.01104736328125
2018-07-17,277.1796569824219
2018-07-18,273.20574951171875
2018-07-19,272.16259765625
2018-07-20,272.2122802734375
2018-07-23,269.72857666015625
2018-07-24,279.116943359375
2018-07-25,279.4646301269531
2018-07-26,279.116943359375
2018-07-27,281.2032165527344
2018-07-30,283.3392028808594
2018-07-31,279.9117126464844
2018-08-01,276.5339050292969
2018-08-02,274.0502014160156
2018-08-03,260.3899230957031
2018-08-06,247.37538146972656
2018-08-07,235.00662231445312
2018-08-08,223.28359985351562
2018-08-09,212.15667724609375
2018-08-10,201.57615661621094
2018-08-13,191.5420684814453
2018-08-14,182.00469970703125
2018-08-16,172.91439819335938
2018-08-17,164.2711639404297
2018-08-20,156.0749969482422
2018-08-21,148.27621459960938
2018-08-23,140.87481689453125
2018-08-24,133.87081909179688
2018-08-27,127.21453094482422
2018-08-28,120.85628509521484
2018-08-29,120.65758514404297
2018-08-30,120.30987548828125
2018-08-31,123.63801574707031
2018-09-03,124.97920989990234
2018-09-04,124.18443298339844
2018-09-05,123.58834838867188
2018-09-06,124.18443298339844
2018-09-07,120.55824279785156
2018-09-10,120.35955047607422
2018-09-11,120.21052551269531
2018-09-12,115.7398910522461
2018-09-14,116.28630065917969
2018-09-17,115.6902084350586
2018-09-18,112.85881042480469
2018-09-19,112.26272583007812
2018-09-21,110.9215316772461
2018-09-24,105.95415496826172
2018-09-25,102.12928009033203
2018-09-26,99.69525909423828
2018-09-27,94.7278823852539
2018-09-28,90.10821533203125
2018-10-01,85.8362808227539
2018-10-03,85.43888854980469
2018-10-04,81.16693878173828
2018-10-05,79.47803497314453
2018-10-08,78.48455810546875
2018-10-09,80.67020416259766
2018-10-10,84.69377899169922
2018-10-11,88.91605377197266
2018-10-12,93.3370132446289
2018-10-15,97.95668029785156
2018-10-16,97.95668029785156
2018-10-17,107.94110870361328
2018-10-19,113.30587768554688
2018-10-22,118.91900634765625
2018-10-23,121.94911193847656
2018-10-24,128.0093231201172
2018-10-25,121.94911193847656
2018-10-26,116.18695068359375
2018-10-29,112.16337585449219
2018-10-30,106.59991455078125
2018-10-31,111.91500854492188
2018-11-01,117.47846984863281
2018-11-02,123.33997344970703
2018-11-05,123.48899841308594
2018-11-06,120.50857543945312
2018-11-07,123.09160614013672
2018-11-09,117.82618713378906
2018-11-12,122.54519653320312
2018-11-13,122.6942138671875
2018-11-14,122.6942138671875
2018-11-15,120.1111831665039
2018-11-16,120.70726776123047
2018-11-19,121.99878692626953
2018-11-20,121.2040023803711
2018-11-21,120.21052551269531
2018-11-22,120.85628509521484
2018-11-26,122.19747924804688
2018-11-27,121.05497741699219
2018-11-28,125.97268676757812
2018-11-29,128.30734252929688
2018-11-30,129.1518096923828
2018-12-03,129.94659423828125
2018-12-04,129.89691162109375
2018-12-05,129.94659423828125
2018-12-06,123.88638305664062
2018-12-07,123.53866577148438
2018-12-10,117.3791275024414
2018-12-11,116.28630065917969
2018-12-12,122.09812927246094
2018-12-13,124.48247528076172
2018-12-14,126.9661636352539
2018-12-17,128.95310974121094
2018-12-18,135.36102294921875
2018-12-19,138.19244384765625
2018-12-20,135.80809020996094
2018-12-21,129.05245971679688
2018-12-24,127.11518096923828
2018-12-26,125.02888488769531
2018-12-27,122.99226379394531
2018-12-28,121.75041961669922
2018-12-31,122.6942138671875
2019-01-01,122.94258880615234
2019-01-02,124.18443298339844
2019-01-03,126.61843872070312
2019-01-04,127.16485595703125
2019-01-07,133.32440185546875
2019-01-08,135.85777282714844
2019-01-09,135.75840759277344
2019-01-10,133.02635192871094
2019-01-11,134.91397094726562
2019-01-14,130.14527893066406
2019-01-15,124.18443298339844
2019-01-16,122.5948715209961
2019-01-17,116.48499298095703
2019-01-18,113.05751037597656
2019-01-21,116.28630065917969
2019-01-22,116.88238525390625
2019-01-23,115.34249877929688
2019-01-24,111.31892395019531
2019-01-25,108.9842529296875
2019-01-28,105.85481262207031
2019-01-29,101.63253784179688
2019-01-30,106.69926452636719
2019-01-31,112.01435852050781
2019-02-01,110.32544708251953
2019-02-04,106.15284729003906
2019-02-05,103.96720886230469
2019-02-06,102.77503204345703
2019-02-07,103.91752624511719
2019-02-08,109.08360290527344
2019-02-11,114.39869689941406
2019-02-12,119.06803131103516
2019-02-14,118.52162170410156
2019-02-15,118.6209716796875
2019-02-18,113.90196228027344
2019-02-19,111.91500854492188
2019-02-20,112.85881042480469
2019-02-21,116.23662567138672
2019-02-22,113.55424499511719
2019-02-25,108.53719329833984
2019-02-26,108.3385009765625
2019-02-27,102.92405700683594
2019-02-28,102.22862243652344
2019-03-01,98.7017822265625
2019-03-05,99.89395904541016
2019-03-06,98.5527572631836
2019-03-07,102.12928009033203
2019-03-08,100.53971099853516
2019-03-11,100.2416763305664
2019-03-12,100.44036865234375
2019-03-13,95.4233169555664
2019-03-14,98.30438995361328
2019-03-15,100.29134368896484
2019-03-18,99.84428405761719
2019-03-19,99.49656677246094
2019-03-20,97.65863800048828
2019-03-22,93.88343048095703
2019-03-25,91.15137481689453
2019-03-26,95.37364196777344
2019-03-27,93.68473815917969
2019-03-28,91.8468017578125
2019-04-01,95.9697265625
2019-04-02,100.73841094970703
2019-04-03,105.25872039794922
2019-04-04,109.77903747558594
2019-04-05,107.44436645507812
2019-04-08,109.03392791748047
2019-04-09,117.3294448852539
2019-04-10,118.02488708496094
2019-04-11,115.2928237915039
2019-04-12,117.2301025390625
2019-04-15,114.24967193603516
2019-04-16,123.48899841308594
2019-04-18,118.96868133544922
2019-04-22,115.0444564819336
2019-04-23,116.53467559814453
2019-04-24,117.03141021728516
2019-04-25,115.24314880371094
2019-04-26,109.63001251220703
2019-04-30,116.53467559814453
2019-05-02,117.13075256347656
2019-05-03,118.52162170410156
2019-05-06,118.81966400146484
2019-05-07,120.45890045166016
2019-05-08,115.0444564819336
2019-05-09,116.18695068359375
2019-05-10,113.50457000732422
2019-05-13,114.10065460205078
2019-05-14,112.21305084228516
2019-05-15,108.83523559570312
2019-05-16,114.54772186279297
2019-05-17,113.35554504394531
2019-05-20,115.49151611328125
2019-05-21,114.19999694824219
2019-05-22,113.15685272216797
2019-05-23,106.55023956298828
2019-05-24,97.80765533447266
2019-05-27,97.55928802490234
2019-05-28,99.29786682128906
2019-05-29,96.81417846679688
2019-05-30,95.8207015991211
2019-05-31,96.51614379882812
2019-06-03,99.44689178466797
2019-06-04,97.80765533447266
2019-06-06,93.38668823242188
2019-06-07,74.7093505859375
2019-06-10,63.78112030029297
2019-06-11,57.82027053833008
2019-06-12,55.93266677856445
2019-06-13,53.299957275390625
2019-06-14,51.46202850341797
2019-06-17,47.88551712036133
2019-06-18,49.673770904541016
2019-06-19,49.475074768066406
2019-06-20,49.177032470703125
2019-06-21,50.170509338378906
2019-06-24,47.68682098388672
2019-06-25,49.723445892333984
2019-06-26,52.20713424682617
2019-06-27,54.64114761352539
2019-06-28,54.98886489868164
2019-07-01,55.882991790771484
2019-07-02,58.66472244262695
2019-07-03,58.51570510864258
2019-07-04,61.39678192138672
2019-07-05,63.88047409057617
2019-07-08,63.085689544677734
2019-07-09,61.24776077270508
2019-07-10,60.850372314453125
2019-07-11,63.6817741394043
2019-07-12,61.79417419433594
2019-07-15,61.29743576049805
2019-07-16,62.73797607421875
2019-07-17,62.14188766479492
2019-07-18,62.936668395996094
2019-07-19,62.4399299621582
2019-07-22,61.39678192138672
2019-07-23,59.21113586425781
2019-07-24,56.926143646240234
2019-07-25,57.96929168701172
2019-07-26,56.578426361083984
2019-07-29,57.770599365234375
2019-07-30,55.43592834472656
2019-07-31,57.5222282409668
2019-08-01,57.373207092285156
2019-08-02,56.97581481933594
2019-08-05,56.82679748535156
2019-08-06,59.658199310302734
2019-08-07,57.075164794921875
2019-08-08,56.181034088134766
2019-08-09,56.429405212402344
2019-08-13,54.045066833496094
2019-08-14,53.250282287597656
2019-08-16,50.61757278442383
2019-08-19,48.13388442993164
2019-08-20,45.749542236328125
2019-08-21,43.46455001831055
2019-08-22,41.328575134277344
2019-08-23,43.365203857421875
2019-08-26,45.50117492675781
2019-08-27,43.663246154785156
2019-08-28,41.52727127075195
2019-08-29,42.17303466796875
2019-08-30,44.20965576171875
2019-09-03,46.395301818847656
2019-09-04,47.58747482299805
2019-09-05,47.339107513427734
2019-09-06,49.673770904541016
2019-09-09,49.62409973144531
2019-09-11,52.05811309814453
2019-09-12,49.475074768066406
2019-09-13,51.90909194946289
2019-09-16,51.46202850341797
2019-09-17,52.1077880859375
2019-09-18,49.77311706542969
2019-09-19,52.256805419921875
2019-09-20,54.83984375
2019-09-23,52.35615539550781
2019-09-24,49.77311706542969
2019-09-25,47.2894287109375
2019-09-26,46.743019104003906
2019-09-27,44.40835189819336
2019-09-30,42.22270584106445
2019-10-01,40.136409759521484
2019-10-03,38.14945983886719
2019-10-04,36.2618522644043
2019-10-07,34.47359848022461
2019-10-09,32.784690856933594
2019-10-10,31.14545440673828
2019-10-11,29.605567932128906
2019-10-14,29.158504486083984
2019-10-15,29.55589485168457
2019-10-16,29.108829498291016
2019-10-17,30.499696731567383
2019-10-18,29.20817756652832
2019-10-22,29.655242919921875
2019-10-23,29.655242919921875
2019-10-24,29.804264068603516
2019-10-25,31.294475555419922
2019-10-27,32.8343620300293
2019-10-29,34.47359848022461
2019-10-30,36.162506103515625
2019-10-31,37.95076370239258
2019-11-01,39.83836364746094
2019-11-04,39.83836364746094
2019-11-05,43.91161346435547
2019-11-06,46.09726333618164
2019-11-07,43.81226348876953
2019-11-08,41.62662124633789
2019-11-11,39.589996337890625
2019-11-13,41.52727127075195
2019-11-14,43.56389617919922
2019-11-15,45.69987106323242
2019-11-18,47.88551712036133
2019-11-19,50.071163177490234
2019-11-20,47.58747482299805
2019-11-21,45.252803802490234
2019-11-22,45.252803802490234
2019-11-25,40.88151550292969
2019-11-26,42.57041931152344
2019-11-27,40.48412322998047
2019-11-28,38.49717330932617
2019-11-29,39.043582916259766
2019-12-02,37.155982971191406
2019-12-03,35.318050384521484
2019-12-04,33.5794677734375
2019-12-05,31.940237045288086
2019-12-06,30.35067367553711
2019-12-09,28.86046028137207
2019-12-10,28.165029525756836
2019-12-11,27.618616104125977
2019-12-12,27.469594955444336
2019-12-13,26.128402709960938
2019-12-16,26.227750778198242
2019-12-17,27.419921875
2019-12-18,28.661766052246094
2019-12-19,29.307525634765625
2019-12-20,29.25785255432129
2019-12-23,28.41339874267578
2019-12-24,27.022533416748047
2019-12-26,26.7741641998291
2019-12-27,27.419921875
2019-12-30,27.519269943237305
2019-12-31,27.171552658081055
2020-01-01,27.320573806762695
2020-01-02,28.661766052246094
2020-01-03,29.70491600036621
2020-01-06,29.009483337402344
2020-01-07,29.55589485168457
2020-01-08,29.40687370300293
2020-01-09,30.54936981201172
2020-01-10,29.05915641784668
2020-01-13,30.35067367553711
2020-01-14,31.542844772338867
2020-01-15,32.1389274597168
2020-01-16,32.784690856933594
2020-01-17,32.735015869140625
2020-01-20,32.436973571777344
2020-01-21,31.244802474975586
2020-01-22,30.499696731567383
2020-01-23,30.89708709716797
2020-01-24,30.301000595092773
2020-01-27,28.959808349609375
2020-01-28,29.25785255432129
2020-01-29,29.85393524169922
2020-01-30,30.002958297729492
2020-01-31,29.25785255432129
2020-02-03,28.26437759399414
2020-02-04,27.618616104125977
2020-02-05,27.12187957763672
2020-02-06,27.320573806762695
2020-02-07,27.866985321044922
2020-02-10,27.56894302368164
2020-02-11,27.072206497192383
2020-02-12,27.91666030883789
2020-02-13,27.22122573852539
2020-02-14,26.575468063354492
2020-02-17,26.873510360717773
2020-02-18,25.830360412597656
2020-02-19,23.247323989868164
2020-02-20,24.091779708862305
2020-02-24,21.707439422607422
2020-02-25,21.657764434814453
2020-02-26,21.459070205688477
2020-02-27,21.409395217895508
2020-02-28,20.465595245361328
2020-03-02,20.813310623168945
2020-03-03,19.819835662841797
2020-03-04,19.2237491607666
2020-03-05,18.876033782958984
2020-03-06,18.031578063964844
2020-03-09,17.733537673950195
2020-03-11,18.577991485595703
2020-03-12,18.92570686340332
2020-03-13,19.869508743286133
2020-03-16,19.372770309448242
2020-03-17,18.92570686340332
2020-03-18,18.081253051757812
2020-03-19,17.733537673950195
2020-03-20,18.577991485595703
2020-03-23,17.683862686157227
2020-03-24,16.889081954956055
2020-03-25,16.044628143310547
2020-03-26,15.249848365783691
2020-03-27,15.845932960510254
2020-03-30,15.498217582702637
2020-03-31,15.845932960510254
2020-04-01,15.249848365783691
2020-04-03,15.498217582702637
2020-04-07,15.051152229309082
2020-04-08,15.796258926391602
2020-04-09,15.895606994628906
2020-04-13,15.150500297546387
2020-04-15,15.696911811828613
2020-04-16,15.845932960510254
2020-04-17,17.038103103637695
2020-04-20,18.727012634277344
2020-04-21,20.56494140625
2020-04-22,21.55841827392578
2020-04-23,22.452545166015625
2020-04-24,21.955806732177734
2020-04-27,22.402870178222656
2020-04-28,23.04863166809082
2020-04-29,24.19112777709961
2020-04-30,25.383296966552734
2020-05-04,25.283950805664062
2020-05-05,25.184602737426758
2020-05-06,23.942758560180664
2020-05-07,22.750587463378906
2020-05-08,21.657764434814453
2020-05-11,20.614614486694336
2020-05-12,19.621139526367188
2020-05-13,18.876033782958984
2020-05-14,19.025054931640625
2020-05-15,18.180599212646484
2020-05-18,18.528316497802734
2020-05-19,18.82636070251465
2020-05-20,19.372770309448242
2020-05-21,20.316574096679688
2020-05-22,20.316574096679688
2020-05-26,20.962331771850586
2020-05-27,21.21070098876953
2020-05-28,20.962331771850586
2020-05-29,21.21070098876953
2020-06-01,21.21070098876953
2020-06-02,20.912656784057617
2020-06-03,21.359722137451172
2020-06-04,21.260374069213867
2020-06-05,22.303524017333984
2020-06-08,23.04863166809082
2020-06-09,24.091779708862305
2020-06-10,24.04210662841797
2020-06-11,23.446020126342773
2020-06-12,22.84993553161621
2020-06-15,23.04863166809082
2020-06-16,23.04863166809082
2020-06-17,22.84993553161621
2020-06-18,23.992431640625
2020-06-19,24.787212371826172
2020-06-22,25.830360412597656
2020-06-23,25.234275817871094
2020-06-24,24.787212371826172
2020-06-25,24.48917007446289
2020-06-26,24.34014892578125
2020-06-29,23.147977828979492
2020-06-30,22.35319709777832
2020-07-01,23.446020126342773
2020-07-02,23.545368194580078
2020-07-03,22.452545166015625
2020-07-06,22.05515480041504
2020-07-07,22.800262451171875
2020-07-08,22.84993553161621
2020-07-09,22.6512393951416
2020-07-10,22.50221824645996
2020-07-13,22.750587463378906
2020-07-14,21.657764434814453
2020-07-15,20.614614486694336
2020-07-16,19.621139526367188
2020-07-17,18.92570686340332
2020-07-20,19.869508743286133
2020-07-21,20.813310623168945
2020-07-22,21.459070205688477
2020-07-23,21.161026000976562
2020-07-24,21.21070098876953
2020-07-27,20.86298370361328
2020-07-28,19.819835662841797
2020-07-29,18.92570686340332
2020-07-30,19.2237491607666
2020-07-31,19.869508743286133
2020-08-03,20.86298370361328
2020-08-04,21.906131744384766
2020-08-05,22.99895668029785
2020-08-06,24.14145278930664
2020-08-07,25.3336238861084
2020-08-10,26.575468063354492
2020-08-11,27.866985321044922
2020-08-12,29.25785255432129
2020-08-13,30.69839096069336
2020-08-14,32.18860626220703
2020-08-17,33.77816390991211
2020-08-18,35.46707534790039
2020-08-19,37.20565414428711
2020-08-20,39.043582916259766
2020-08-21,40.98086166381836
2020-08-24,43.017486572265625
2020-08-25,45.15345764160156
2020-08-26,47.38877868652344
2020-08-27,49.723445892333984
2020-08-28,52.20713424682617
2020-08-31,54.7901725769043
2020-09-01,52.05811309814453
2020-09-02,49.475074768066406
2020-09-03,47.04106140136719
2020-09-04,44.70639419555664
2020-09-07,46.79269027709961
2020-09-08,49.12736129760742
2020-09-09,49.62409973144531
2020-09-10,52.05811309814453
2020-09-11,54.64114761352539
2020-09-14,57.373207092285156
2020-09-15,60.20460891723633
2020-09-16,62.73797607421875
2020-09-17,59.60852813720703
2020-09-18,56.62810134887695
2020-09-21,53.796695709228516
2020-09-22,51.11431121826172
2020-09-23,48.58095169067383
2020-09-24,46.19660949707031
2020-09-25,48.48160171508789
2020-09-28,50.865943908691406
2020-09-29,53.3993034362793
2020-09-30,56.03201675415039
2020-10-01,58.81374740600586
2020-10-05,61.74449920654297
2020-10-06,64.82427215576172
2020-10-07,68.05307006835938
2020-10-08,71.4308853149414
2020-10-09,74.95771789550781
2020-10-12,77.04402160644531
2020-10-13,73.2191390991211
2020-10-14,76.84532165527344
2020-10-15,80.67020416259766
2020-10-16,84.69377899169922
2020-10-19,88.91605377197266
2020-10-20,93.3370132446289
2020-10-21,97.95668029785156
2020-10-22,102.57633972167969
2020-10-23,107.69274139404297
2020-10-26,112.61043548583984
2020-10-27,106.99729919433594
2020-10-28,101.68221282958984
2020-10-29,96.61548614501953
2020-10-30,101.433837890625
2020-11-02,106.50056457519531
2020-11-03,101.18547058105469
2020-11-04,96.16842651367188
2020-11-05,100.93710327148438
2020-11-06,96.6651611328125
2020-11-09,101.4835205078125
2020-11-10,97.70830535888672
2020-11-11,98.8508071899414
2020-11-12,97.11222076416016
2020-11-13,99.09917449951172
2020-11-14,103.91752624511719
2020-11-17,109.08360290527344
2020-11-18,112.66011810302734
2020-11-19,109.1332778930664
2020-11-20,108.68621063232422
2020-11-23,103.27176666259766
2020-11-24,102.92405700683594
2020-11-25,99.64559173583984
2020-11-26,95.47298431396484
2020-11-27,90.70430755615234
2020-12-01,86.18399047851562
2020-12-02,86.78007507324219
2020-12-03,91.10169219970703
2020-12-04,95.62200927734375
2020-12-07,97.4599380493164
2020-12-08,97.75798797607422
2020-12-09,96.21809387207031
2020-12-10,93.83375549316406
2020-12-11,94.87690734863281
2020-12-14,94.62853240966797
2020-12-15,94.77755737304688
2020-12-16,93.93310546875
2020-12-17,93.38668823242188
2020-12-18,89.01539611816406
2020-12-21,84.79312896728516
2020-12-22,87.92257690429688
2020-12-23,92.29386901855469
2020-12-24,88.81670379638672
2020-12-28,91.15137481689453
2020-12-29,92.79060363769531
2020-12-30,91.39974212646484
2020-12-31,90.75398254394531
2021-01-01,91.25071716308594
2021-01-04,89.46246337890625
2021-01-05,90.45594024658203
2021-01-06,89.41278839111328
2021-01-07,90.85332489013672
2021-01-08,89.51213836669922
2021-01-11,86.87942504882812
2021-01-12,88.22061920166016
2021-01-13,87.078125
2021-01-14,86.68073272705078
2021-01-15,86.18399047851562
2021-01-18,87.72388458251953
2021-01-19,86.82975769042969
2021-01-20,87.62452697753906
2021-01-21,84.4454116821289
2021-01-22,86.18399047851562
2021-01-25,84.29638671875
2021-01-27,83.1042251586914
2021-01-28,83.35259246826172
2021-01-29,83.65062713623047
2021-02-01,86.53170776367188
2021-02-02,90.85332489013672
2021-02-03,89.76050567626953
2021-02-04,87.37615966796875
2021-02-05,87.27681732177734
2021-02-08,87.42584228515625
2021-02-09,83.84932708740234
2021-02-10,84.3460693359375
2021-02-11,86.87942504882812
2021-02-12,95.52266693115234
2021-02-15,105.06002807617188
2021-02-16,115.54119873046875
2021-02-17,121.30335235595703
2021-02-18,127.3635482788086
2021-02-19,133.7218017578125
2021-02-22,140.37808227539062
2021-02-23,147.382080078125
2021-02-24,154.73379516601562
2021-02-25,162.4332275390625
2021-02-26,170.53005981445312
2021-03-01,179.02427673339844
2021-03-02,187.96554565429688
2021-03-03,197.35389709472656
2021-03-04,187.51849365234375
2021-03-05,178.17982482910156
2021-03-08,169.2882080078125
2021-03-09,177.7327423095703
2021-03-10,186.57469177246094
2021-03-12,178.27915954589844
2021-03-15,169.38755798339844
2021-03-16,160.94302368164062
2021-03-17,152.89585876464844
2021-03-18,145.2957763671875
2021-03-19,138.0434112548828
2021-03-22,144.8983917236328
2021-03-23,143.60687255859375
2021-03-24,136.453857421875
2021-03-25,129.64854431152344
2021-03-26,129.74789428710938
2021-03-30,123.63801574707031
2021-03-31,120.26020812988281
2021-04-01,126.2707290649414
2021-04-05,125.37659454345703
2021-04-06,123.19095611572266
2021-04-07,121.60139465332031
2021-04-08,127.66159057617188
2021-04-09,124.92953491210938
2021-04-12,118.7203140258789
2021-04-13,118.37259674072266
2021-04-15,123.58834838867188
2021-04-16,125.12822723388672
2021-04-19,119.66411590576172
2021-04-20,117.03141021728516
2021-04-22,119.41574096679688
2021-04-23,118.12422943115234
2021-04-26,114.24967193603516
2021-04-27,119.962158203125
2021-04-28,125.92301177978516
2021-04-29,131.08908081054688
2021-04-30,132.43028259277344
2021-05-03,134.96363830566406
2021-05-04,137.3479766845703
2021-05-05,143.75588989257812
2021-05-06,150.90892028808594
2021-05-07,158.40965270996094
2021-05-10,153.64097595214844
2021-05-11,145.9912109375
2021-05-12,138.7388458251953
2021-05-14,131.8341827392578
2021-05-17,135.51004028320312
2021-05-18,134.31787109375
2021-05-19,132.62896728515625
2021-05-20,129.20147705078125
2021-05-21,128.10865783691406
2021-05-24,125.72431945800781
