Date,MGL
2022-11-24,792.358154296875
2022-11-25,811.0136108398438
2022-11-28,828.5316162109375
2022-11-29,816.7012939453125
2022-11-30,821.5244140625
2022-12-01,818.7942504882812
2022-12-02,825.6195678710938
2022-12-05,822.7984619140625
2022-12-06,818.2938842773438
2022-12-07,804.2339477539062
2022-12-08,802.9598388671875
2022-12-09,792.767578125
2022-12-12,799.1832275390625
2022-12-13,794.9970703125
2022-12-14,805.5990600585938
2022-12-15,817.8843383789062
2022-12-16,809.1936645507812
2022-12-19,825.2554931640625
2022-12-20,827.8946533203125
2022-12-21,807.6465454101562
2022-12-22,787.8535766601562
2022-12-23,754.2280883789062
2022-12-26,771.79150390625
2022-12-27,770.9270629882812
2022-12-28,767.2413940429688
2022-12-29,762.3728637695312
2022-12-30,762.8277587890625
2023-01-02,769.1524658203125
2023-01-03,779.5267944335938
2023-01-04,774.8401489257812
2023-01-05,789.3095092773438
2023-01-06,782.2113647460938
2023-01-09,791.1751098632812
2023-01-10,789.946533203125
2023-01-11,789.3550415039062
2023-01-12,784.3953857421875
2023-01-13,778.0253295898438
2023-01-16,774.2486572265625
2023-01-17,777.2061157226562
2023-01-18,785.032470703125
2023-01-19,782.2113647460938
2023-01-20,789.6735229492188
2023-01-23,803.9609985351562
2023-01-24,794.6332397460938
2023-01-25,788.4906005859375
2023-01-27,774.15771484375
2023-01-30,773.0201416015625
2023-01-31,804.416015625
2023-02-01,801.4583740234375
2023-02-02,775.2041625976562
2023-02-03,773.839111328125
2023-02-06,802.641357421875
2023-02-07,804.1885375976562
2023-02-08,821.7974243164062
2023-02-09,812.9246826171875
2023-02-10,820.2503662109375
2023-02-13,811.6051635742188
2023-02-14,818.461669921875
2023-02-15,832.2667846679688
2023-02-16,847.49853515625
2023-02-17,816.2528686523438
2023-02-20,818.7838745117188
2023-02-21,823.4776000976562
2023-02-22,812.755615234375
2023-02-23,805.6689453125
2023-02-24,810.500732421875
2023-02-27,804.058349609375
2023-02-28,824.4898681640625
2023-03-01,831.9447631835938
2023-03-02,827.3430786132812
2023-03-03,834.6597900390625
2023-03-06,907.4129638671875
2023-03-08,908.6553344726562
2023-03-09,917.582763671875
2023-03-10,907.7810668945312
2023-03-13,911.46240234375
2023-03-14,903.409423828125
2023-03-15,896.6908569335938
2023-03-16,908.4713745117188
2023-03-17,905.9864501953125
2023-03-20,892.7334594726562
2023-03-21,908.7013549804688
2023-03-22,901.384765625
2023-03-23,895.9086303710938
2023-03-24,883.85205078125
2023-03-27,880.1707153320312
2023-03-28,901.8448486328125
2023-03-29,906.3544311523438
2023-03-31,905.112060546875
2023-04-03,847.5905151367188
2023-04-05,881.3211669921875
2023-04-06,904.7899780273438
2023-04-10,913.2571411132812
2023-04-11,912.6588745117188
2023-04-12,917.812744140625
2023-04-13,912.1987915039062
2023-04-17,933.0904541015625
2023-04-18,936.909912109375
2023-04-19,930.6055908203125
2023-04-20,928.3048095703125
2023-04-21,923.841064453125
2023-04-24,936.5418090820312
2023-04-25,930.0073852539062
2023-04-26,933.04443359375
2023-04-27,926.2799682617188
2023-04-28,928.3048095703125
2023-05-02,923.841064453125
2023-05-03,921.8623046875
2023-05-04,905.5723266601562
2023-05-05,901.5687255859375
2023-05-08,919.9757080078125
2023-05-09,988.3571166992188
2023-05-10,1011.8720092773438
2023-05-11,992.4986572265625
2023-05-12,964.8423461914062
2023-05-15,969.16796875
2023-05-16,970.3644409179688
2023-05-17,973.217529296875
2023-05-18,958.9521484375
2023-05-19,947.2177734375
2023-05-22,946.5735473632812
2023-05-23,947.862060546875
2023-05-24,950.3929443359375
2023-05-25,950.7611694335938
2023-05-26,952.8318481445312
2023-05-29,961.9432983398438
2023-05-30,969.9042358398438
2023-05-31,973.5396728515625
2023-06-01,983.8473510742188
2023-06-02,955.1328125
2023-06-05,946.9417114257812
2023-06-06,945.7913208007812
2023-06-07,948.0001831054688
2023-06-08,947.7700805664062
2023-06-09,943.5824584960938
2023-06-12,939.4869384765625
2023-06-13,945.929443359375
2023-06-14,964.2901611328125
2023-06-15,957.8477172851562
2023-06-16,961.9432983398438
2023-06-19,948.9204711914062
2023-06-20,952.0955810546875
2023-06-21,956.46728515625
2023-06-22,954.9947509765625
2023-06-23,935.575439453125
2023-06-26,947.3098754882812
2023-06-27,962.357421875
2023-06-28,952.1875610351562
2023-06-30,964.98046875
2023-07-03,994.8456420898438
2023-07-04,986.7005004882812
2023-07-05,993.9713134765625
2023-07-06,1016.1514282226562
2023-07-07,1023.10009765625
2023-07-10,1012.3781127929688
2023-07-11,1023.4221801757812
2023-07-12,1024.8487548828125
2023-07-13,998.2509155273438
2023-07-14,995.8118896484375
