Date,UCOBANK
2003-10-09,13.382387161254883
2003-10-10,13.245834350585938
2003-10-13,12.665475845336914
2003-10-14,11.914423942565918
2003-10-15,11.880282402038574
2003-10-16,12.49477767944336
2003-10-17,12.597196578979492
2003-10-20,12.426504135131836
2003-10-21,12.187533378601074
2003-10-22,12.255807876586914
2003-10-23,12.153392791748047
2003-10-24,12.255807876586914
2003-10-27,12.221672058105469
2003-10-28,12.52892017364502
2003-10-29,12.767890930175781
2003-10-30,12.938583374023438
2003-10-31,13.245834350585938
2003-11-03,13.006861686706543
2003-11-04,12.870306968688965
2003-11-05,12.665475845336914
2003-11-06,12.665475845336914
2003-11-07,12.52892017364502
2003-11-10,12.563058853149414
2003-11-11,12.597196578979492
2003-11-12,12.63133430480957
2003-11-13,12.49477767944336
2003-11-14,12.221672058105469
2003-11-17,12.153392791748047
2003-11-18,11.982699394226074
2003-11-19,11.982699394226074
2003-11-20,11.914423942565918
2003-11-21,11.709589004516602
2003-11-24,11.846145629882812
2003-11-25,11.880282402038574
2003-11-26,11.880282402038574
2003-11-27,11.880282402038574
2003-11-28,11.880282402038574
2003-12-01,11.880282402038574
2003-12-02,11.777867317199707
2003-12-03,12.016839027404785
2003-12-04,12.221672058105469
2003-12-05,12.187533378601074
2003-12-08,12.016839027404785
2003-12-09,12.153392791748047
2003-12-10,12.050976753234863
2003-12-11,12.050976753234863
2003-12-12,12.187533378601074
2003-12-15,12.221672058105469
2003-12-16,12.187533378601074
2003-12-17,12.119256019592285
2003-12-18,12.050976753234863
2003-12-19,12.119256019592285
2003-12-22,12.972723007202148
2003-12-23,12.870306968688965
2003-12-24,13.006861686706543
2003-12-25,13.006861686706543
2003-12-26,13.177555084228516
2003-12-29,13.757915496826172
2003-12-30,13.4848051071167
2003-12-31,13.826191902160645
2004-01-01,15.669686317443848
2004-01-02,16.830402374267578
2004-01-05,16.966957092285156
2004-01-06,15.806239128112793
2004-01-07,15.430716514587402
2004-01-08,16.352462768554688
2004-01-09,16.215904235839844
2004-01-12,16.352462768554688
2004-01-13,16.42073631286621
2004-01-14,16.727985382080078
2004-01-15,16.796266555786133
2004-01-16,16.147626876831055
2004-01-19,16.386600494384766
2004-01-20,16.352462768554688
2004-01-21,15.05518913269043
2004-01-22,14.474828720092773
2004-01-23,15.294157028198242
2004-01-26,15.294157028198242
2004-01-27,16.352462768554688
2004-01-28,16.079345703125
2004-01-29,16.318321228027344
2004-01-30,15.635546684265137
2004-02-02,15.635546684265137
2004-02-03,14.201715469360352
2004-02-04,14.918632507324219
2004-02-05,15.191741943359375
2004-02-06,15.328298568725586
2004-02-09,15.806239128112793
2004-02-10,15.737963676452637
2004-02-11,16.011070251464844
2004-02-12,16.181766510009766
2004-02-13,16.181766510009766
2004-02-16,16.079345703125
2004-02-17,16.181766510009766
2004-02-18,15.669686317443848
2004-02-19,15.703824996948242
2004-02-20,15.942791938781738
2004-02-23,15.772100448608398
2004-02-24,15.498991012573242
2004-02-25,15.430716514587402
2004-02-26,15.635546684265137
2004-02-27,15.737963676452637
2004-03-01,15.908655166625977
2004-03-02,15.908655166625977
2004-03-03,15.737963676452637
2004-03-04,15.567268371582031
2004-03-05,15.806239128112793
2004-03-08,15.840376853942871
2004-03-09,15.567268371582031
2004-03-10,15.396574974060059
2004-03-11,15.05518913269043
2004-03-12,14.918632507324219
2004-03-15,14.440690994262695
2004-03-16,14.099300384521484
2004-03-17,14.201715469360352
2004-03-18,14.099300384521484
2004-03-19,14.133440971374512
2004-03-22,13.416524887084961
2004-03-23,13.109278678894043
2004-03-24,13.041000366210938
2004-03-25,13.689637184143066
2004-03-26,14.440690994262695
2004-03-29,14.95277214050293
2004-03-30,14.884491920471191
2004-03-31,15.15760326385498
2004-04-01,15.464852333068848
2004-04-02,15.772100448608398
2004-04-05,15.772100448608398
2004-04-06,15.669686317443848
2004-04-07,16.113489151000977
2004-04-08,16.523151397705078
2004-04-09,16.523151397705078
2004-04-12,16.557292938232422
2004-04-13,17.2059268951416
2004-04-14,17.2059268951416
2004-04-15,17.649730682373047
2004-04-16,18.127674102783203
2004-04-19,18.434919357299805
2004-04-20,17.991119384765625
2004-04-21,18.332504272460938
2004-04-22,19.45908546447754
2004-04-23,19.800474166870117
2004-04-27,17.30834197998047
2004-04-28,17.27420425415039
2004-04-29,17.718008041381836
2004-04-30,17.41075897216797
2004-05-03,16.659706115722656
2004-05-04,18.742172241210938
2004-05-05,19.39080810546875
2004-05-06,19.83460807800293
2004-05-07,19.45908546447754
2004-05-10,19.220111846923828
2004-05-11,17.956979751586914
2004-05-12,18.09353256225586
2004-05-13,18.05939483642578
2004-05-14,15.567268371582031
2004-05-17,13.655500411987305
2004-05-18,15.874517440795898
2004-05-19,16.864540100097656
2004-05-20,16.659706115722656
2004-05-21,16.113489151000977
2004-05-24,15.703824996948242
2004-05-25,15.942791938781738
2004-05-26,15.840376853942871
2004-05-27,15.635546684265137
2004-05-28,14.713799476623535
2004-05-31,13.894471168518066
2004-06-01,14.440690994262695
2004-06-02,15.36243724822998
2004-06-03,14.973068237304688
2004-06-04,14.973068237304688
2004-06-07,14.902271270751953
2004-06-08,14.689882278442383
2004-06-09,14.796079635620117
2004-06-10,14.831472396850586
2004-06-11,14.512897491455078
2004-06-14,14.052736282348633
2004-06-15,14.371309280395508
2004-06-16,14.512897491455078
2004-06-17,14.583695411682129
2004-06-18,14.442103385925293
2004-06-21,13.911144256591797
2004-06-22,13.840351104736328
2004-06-23,13.62796688079834
2004-06-24,13.76955795288086
2004-06-25,13.76955795288086
2004-06-28,14.158926010131836
2004-06-29,14.229721069335938
2004-06-30,13.911144256591797
2004-07-01,14.088132858276367
2004-07-02,13.981941223144531
2004-07-05,13.73415756225586
