Date,ITDC
2017-05-31,500.9003601074219
2017-06-01,499.4573059082031
2017-06-02,479.494384765625
2017-06-05,518.6505126953125
2017-06-06,518.7467041015625
2017-06-07,590.8054809570312
2017-06-08,586.8130493164062
2017-06-09,585.32177734375
2017-06-12,570.6983642578125
2017-06-13,584.93701171875
2017-06-14,581.3772583007812
2017-06-15,583.8305053710938
2017-06-16,573.0072631835938
2017-06-19,571.9490356445312
2017-06-20,547.5125122070312
2017-06-21,549.8695678710938
2017-06-22,543.1351318359375
2017-06-23,528.848388671875
2017-06-27,515.0907592773438
2017-06-28,509.75128173828125
2017-06-29,518.409912109375
2017-06-30,519.4683227539062
2017-07-03,524.374755859375
2017-07-04,512.4451904296875
2017-07-05,510.9058837890625
2017-07-06,581.5216674804688
2017-07-07,567.3311157226562
2017-07-10,553.6217041015625
2017-07-11,543.0870361328125
2017-07-12,577.625244140625
2017-07-13,559.4902954101562
2017-07-14,563.5309448242188
2017-07-17,560.404296875
2017-07-18,552.7557373046875
2017-07-19,561.6068115234375
2017-07-20,550.8316650390625
2017-07-21,547.3682861328125
2017-07-24,549.5328369140625
2017-07-25,544.3377075195312
2017-07-26,539.5272827148438
2017-07-27,541.7882080078125
2017-07-28,540.9703979492188
2017-07-31,520.3340454101562
2017-08-01,514.60986328125
2017-08-02,511.4349670410156
2017-08-03,502.632080078125
2017-08-04,496.2343444824219
2017-08-07,498.7357482910156
2017-08-08,491.0391540527344
2017-08-09,464.7265930175781
2017-08-10,429.6112060546875
2017-08-11,426.5806579589844
2017-08-14,459.4833679199219
2017-08-16,481.9957275390625
2017-08-17,504.0751647949219
2017-08-18,493.78106689453125
2017-08-21,476.36761474609375
2017-08-22,471.0281677246094
2017-08-23,481.46661376953125
2017-08-24,475.020751953125
2017-08-28,495.6571044921875
2017-08-29,475.2612609863281
2017-08-30,480.9374694824219
2017-08-31,483.00592041015625
2017-09-01,486.08453369140625
2017-09-04,474.8283386230469
2017-09-05,490.4138488769531
2017-09-06,488.53778076171875
2017-09-07,486.18072509765625
2017-09-08,489.7885437011719
2017-09-11,488.826416015625
2017-09-12,485.4591979980469
2017-09-13,478.4841613769531
2017-09-14,479.3019714355469
2017-09-15,479.494384765625
2017-09-18,478.9171142578125
2017-09-19,478.7727966308594
2017-09-20,558.4801025390625
2017-09-21,593.5122680664062
2017-09-22,535.02880859375
2017-09-25,508.656005859375
2017-09-26,529.0986328125
2017-09-27,498.8202819824219
2017-09-28,501.4720764160156
2017-09-29,501.4238586425781
2017-10-03,508.5112609863281
2017-10-04,513.6219482421875
2017-10-05,511.982666015625
2017-10-06,517.4308471679688
2017-10-09,508.46307373046875
2017-10-10,502.291748046875
2017-10-11,512.27197265625
2017-10-12,514.0558471679688
2017-10-13,516.4182739257812
2017-10-16,510.7290954589844
2017-10-17,512.5130615234375
2017-10-18,508.7523193359375
2017-10-19,502.43634033203125
2017-10-23,502.9666748046875
2017-10-24,502.9666748046875
2017-10-25,498.62744140625
2017-10-26,500.025634765625
2017-10-27,499.7845764160156
2017-10-30,501.7613220214844
2017-10-31,502.2434387207031
2017-11-01,529.5806884765625
2017-11-02,550.6019287109375
2017-11-03,556.0018920898438
2017-11-06,547.4198608398438
2017-11-07,535.80029296875
2017-11-08,512.5130615234375
2017-11-09,518.8772583007812
2017-11-10,510.488037109375
2017-11-13,510.295166015625
2017-11-14,505.1845703125
2017-11-15,488.1650390625
2017-11-16,492.50433349609375
2017-11-17,495.39715576171875
2017-11-20,497.1327819824219
2017-11-21,503.0631103515625
2017-11-22,507.4505310058594
2017-11-23,507.2576904296875
2017-11-24,501.8096008300781
2017-11-27,511.0184631347656
2017-11-28,500.6524353027344
2017-11-29,497.0364074707031
2017-11-30,494.09539794921875
2017-12-01,493.17926025390625
2017-12-04,490.5275573730469
2017-12-05,480.7883605957031
2017-12-06,482.81329345703125
2017-12-07,487.29718017578125
2017-12-08,497.3739013671875
2017-12-11,492.8899841308594
2017-12-12,492.6007385253906
2017-12-13,486.4293518066406
2017-12-14,481.4151611328125
2017-12-15,492.64892578125
2017-12-18,497.5185546875
2017-12-19,499.832763671875
2017-12-20,508.3666687011719
2017-12-21,514.1522827148438
2017-12-22,511.69342041015625
2017-12-26,504.123779296875
2017-12-27,493.37213134765625
2017-12-28,498.531005859375
2017-12-29,497.1327819824219
2018-01-01,497.66314697265625
2018-01-02,496.9399719238281
2018-01-03,493.5649719238281
2018-01-04,491.1060485839844
2018-01-05,488.8400573730469
2018-01-08,488.69537353515625
2018-01-09,527.5075073242188
2018-01-10,514.2487182617188
2018-01-11,536.9573974609375
2018-01-12,546.407470703125
2018-01-15,529.82177734375
2018-01-16,499.7845764160156
2018-01-17,498.62744140625
2018-01-18,494.1435546875
2018-01-19,493.8059997558594
2018-01-22,503.35235595703125
2018-01-23,501.7613220214844
2018-01-24,489.65966796875
2018-01-25,490.9614562988281
2018-01-29,485.079345703125
2018-01-30,473.5080261230469
2018-01-31,455.2350158691406
2018-02-01,450.2690124511719
2018-02-02,424.7638854980469
2018-02-05,432.47808837890625
2018-02-06,416.0853576660156
2018-02-07,422.6907043457031
2018-02-08,438.8423156738281
2018-02-09,434.6959533691406
2018-02-12,442.65118408203125
2018-02-14,442.60296630859375
2018-02-15,437.7816162109375
2018-02-16,431.7066955566406
2018-02-19,416.3264465332031
2018-02-20,406.87652587890625
2018-02-21,401.9104919433594
2018-02-22,396.41412353515625
2018-02-23,403.74267578125
2018-02-26,410.8782958984375
2018-02-27,414.831787109375
2018-02-28,406.2979736328125
2018-03-01,408.1300964355469
2018-03-05,409.2872314453125
2018-03-06,399.5480651855469
2018-03-07,378.57501220703125
2018-03-08,383.20355224609375
2018-03-09,370.3786315917969
2018-03-12,369.12506103515625
2018-03-13,366.76263427734375
2018-03-14,362.4715881347656
2018-03-15,434.9369812011719
2018-03-16,475.43658447265625
2018-03-19,447.0386657714844
2018-03-20,441.4941101074219
2018-03-21,467.7223815917969
2018-03-22,444.82080078125
2018-03-23,422.497802734375
2018-03-26,461.2134704589844
2018-03-27,459.5260314941406
2018-03-28,438.8423156738281
2018-04-02,437.97442626953125
2018-04-03,441.73516845703125
2018-04-04,437.29949951171875
2018-04-05,445.15826416015625
2018-04-06,441.6869201660156
2018-04-09,447.5207824707031
2018-04-10,445.59228515625
2018-04-11,465.1670837402344
2018-04-12,450.17254638671875
2018-04-13,449.4493408203125
2018-04-16,456.24749755859375
2018-04-17,469.1205749511719
2018-04-18,474.27947998046875
2018-04-19,469.9884338378906
2018-04-20,465.8902587890625
2018-04-23,465.26348876953125
2018-04-24,468.49383544921875
2018-04-25,452.0046691894531
2018-04-26,471.48309326171875
2018-04-27,466.95098876953125
2018-04-30,463.1902770996094
2018-05-02,454.17431640625
2018-05-03,444.5797424316406
2018-05-04,441.25299072265625
2018-05-07,441.3976745605469
2018-05-08,442.9886779785156
2018-05-09,433.97271728515625
2018-05-10,427.89776611328125
2018-05-11,419.60498046875
2018-05-14,407.02117919921875
2018-05-15,398.1498107910156
2018-05-16,388.0731201171875
2018-05-17,402.6336975097656
2018-05-18,396.6069641113281
2018-05-21,386.6749267578125
2018-05-22,389.1338195800781
2018-05-23,385.228515625
2018-05-24,380.16607666015625
2018-05-25,377.0321960449219
2018-05-28,386.6749267578125
2018-05-29,412.9032897949219
2018-05-30,398.5355224609375
2018-05-31,391.5927734375
2018-06-01,389.0855712890625
2018-06-04,350.6592102050781
2018-06-05,341.7396545410156
2018-06-06,352.2984619140625
2018-06-07,362.4715881347656
2018-06-08,362.3269348144531
2018-06-11,372.21075439453125
2018-06-12,379.97320556640625
2018-06-13,373.7054138183594
2018-06-14,448.43682861328125
2018-06-15,430.3566589355469
2018-06-18,422.44964599609375
2018-06-19,406.3943786621094
2018-06-20,394.5337829589844
2018-06-21,388.41064453125
2018-06-22,383.444580078125
2018-06-25,367.00372314453125
2018-06-26,363.9662170410156
2018-06-27,344.5360107421875
2018-06-28,336.96649169921875
2018-06-29,346.657470703125
2018-07-02,341.3539123535156
2018-07-03,346.1753234863281
2018-07-04,395.2569885253906
2018-07-05,368.45013427734375
2018-07-06,367.29296875
2018-07-09,372.35546875
2018-07-10,437.25128173828125
2018-07-11,415.7961120605469
2018-07-12,412.8068542480469
2018-07-13,399.25872802734375
2018-07-16,380.648193359375
2018-07-17,390.09808349609375
2018-07-18,379.4910583496094
2018-07-19,367.4858703613281
2018-07-20,364.2555236816406
2018-07-23,379.3946838378906
2018-07-24,376.1643371582031
2018-07-25,375.5375671386719
2018-07-26,375.7303466796875
2018-07-27,375.2000427246094
2018-07-30,407.3586730957031
2018-07-31,397.6194763183594
2018-08-01,397.5712890625
2018-08-02,391.0141906738281
2018-08-03,387.8320617675781
2018-08-06,388.4588317871094
2018-08-07,387.5427551269531
2018-08-08,393.85882568359375
2018-08-09,395.9320068359375
2018-08-10,385.6625061035156
2018-08-13,387.6391906738281
2018-08-14,387.8320617675781
2018-08-16,380.5517883300781
2018-08-17,382.86602783203125
2018-08-20,383.01068115234375
2018-08-21,379.2017822265625
2018-08-23,375.5375671386719
2018-08-24,371.10186767578125
2018-08-27,372.1143493652344
2018-08-28,360.8323669433594
2018-08-29,394.2445068359375
2018-08-30,381.13037109375
2018-08-31,383.10711669921875
2018-09-03,380.9374694824219
2018-09-04,371.5357971191406
2018-09-05,365.7501220703125
2018-09-06,366.18402099609375
2018-09-07,368.0643615722656
2018-09-10,365.12335205078125
2018-09-11,383.73388671875
2018-09-12,376.5500183105469
2018-09-14,373.2232360839844
2018-09-17,374.76611328125
2018-09-18,369.70367431640625
2018-09-19,365.2464904785156
2018-09-21,352.1656494140625
2018-09-24,338.5518493652344
2018-09-25,341.8947448730469
2018-09-26,362.4365234375
2018-09-27,349.6947937011719
2018-09-28,312.8261413574219
2018-10-01,305.8982238769531
2018-10-03,310.8398132324219
2018-10-04,295.8695068359375
2018-10-05,280.3663024902344
2018-10-08,272.95379638671875
2018-10-09,273.09912109375
2018-10-10,287.48809814453125
2018-10-11,293.0595703125
2018-10-12,296.3055114746094
2018-10-15,294.41607666015625
2018-10-16,297.7105407714844
2018-10-17,283.17626953125
2018-10-19,273.97119140625
2018-10-22,277.94390869140625
2018-10-23,281.1414489746094
2018-10-24,277.45947265625
2018-10-25,270.91900634765625
2018-10-26,267.18853759765625
2018-10-29,279.2034912109375
2018-10-30,283.75762939453125
2018-10-31,286.17999267578125
2018-11-01,288.2148132324219
2018-11-02,291.7998962402344
2018-11-05,289.3291015625
2018-11-06,297.6621398925781
2018-11-07,299.50311279296875
2018-11-09,310.98516845703125
2018-11-12,300.7143249511719
2018-11-13,296.7415466308594
2018-11-14,298.3403015136719
2018-11-15,296.8869323730469
2018-11-16,296.9838562011719
2018-11-19,298.2434387207031
2018-11-20,294.3191833496094
2018-11-21,298.9217224121094
2018-11-22,299.45458984375
2018-11-26,298.679443359375
2018-11-27,296.7900085449219
2018-11-28,296.4508972167969
2018-11-29,303.66961669921875
2018-11-30,299.6484375
2018-12-03,298.0981140136719
2018-12-04,295.821044921875
2018-12-05,290.5887145996094
2018-12-06,282.4010925292969
2018-12-07,282.0619201660156
2018-12-10,277.1202697753906
2018-12-11,281.093017578125
2018-12-12,290.976318359375
2018-12-13,291.75146484375
2018-12-14,286.56756591796875
2018-12-17,302.4583740234375
2018-12-18,303.13665771484375
2018-12-19,303.5726623535156
2018-12-20,300.66583251953125
2018-12-21,292.526611328125
2018-12-24,290.7825012207031
2018-12-26,291.99371337890625
2018-12-27,294.270751953125
2018-12-28,295.28814697265625
2018-12-31,321.6921081542969
2019-01-01,325.9070129394531
2019-01-02,312.97149658203125
2019-01-03,309.4348449707031
2019-01-04,311.27581787109375
2019-01-07,313.3106384277344
2019-01-08,310.8398132324219
2019-01-09,307.1578063964844
2019-01-10,305.4136657714844
2019-01-11,306.7702331542969
2019-01-14,300.56890869140625
2019-01-15,301.8285827636719
2019-01-16,302.74908447265625
2019-01-17,298.5341491699219
2019-01-18,291.75146484375
2019-01-21,289.426025390625
2019-01-22,285.74395751953125
2019-01-23,284.96881103515625
2019-01-24,280.41473388671875
2019-01-25,272.5661926269531
2019-01-28,270.82208251953125
2019-01-29,271.0643615722656
2019-01-30,270.24072265625
2019-01-31,274.6009826660156
2019-02-01,274.50408935546875
2019-02-04,270.24072265625
2019-02-05,268.5935363769531
2019-02-06,262.19842529296875
2019-02-07,265.7835693359375
2019-02-08,254.30148315429688
2019-02-11,244.90264892578125
2019-02-12,243.4007568359375
2019-02-14,245.14486694335938
2019-02-15,245.14486694335938
2019-02-18,237.58705139160156
2019-02-19,238.6044464111328
2019-02-20,243.83677673339844
2019-02-21,248.00326538085938
2019-02-22,247.13124084472656
2019-02-25,254.88282775878906
2019-02-26,279.8818054199219
2019-02-27,265.4444580078125
2019-02-28,259.4369201660156
2019-03-01,263.16741943359375
2019-03-05,273.3898010253906
2019-03-06,276.5389099121094
2019-03-07,272.7115783691406
2019-03-08,275.6668701171875
2019-03-11,288.6508483886719
2019-03-12,282.9339599609375
2019-03-13,279.8333435058594
2019-03-14,276.7326965332031
2019-03-15,268.6903991699219
2019-03-18,268.3028259277344
2019-03-19,282.83709716796875
2019-03-20,279.9302062988281
2019-03-22,272.760009765625
2019-03-25,266.89788818359375
2019-03-26,269.7562255859375
2019-03-27,271.74261474609375
2019-03-28,272.7115783691406
2019-04-01,273.4867248535156
2019-04-02,274.1165466308594
2019-04-03,267.8183288574219
2019-04-04,265.8320007324219
2019-04-05,270.7251892089844
2019-04-08,268.3997497558594
2019-04-09,267.7214660644531
2019-04-10,270.337646484375
2019-04-11,268.2544250488281
2019-04-12,267.9636535644531
2019-04-15,268.8841857910156
2019-04-16,269.65936279296875
2019-04-18,263.2158203125
2019-04-22,258.6133117675781
2019-04-23,257.8865661621094
2019-04-24,258.2257080078125
2019-04-25,257.3536376953125
2019-04-26,259.5338134765625
2019-04-30,251.7821807861328
2019-05-02,245.82313537597656
2019-05-03,248.00326538085938
2019-05-06,256.5300598144531
2019-05-07,246.40452575683594
2019-05-08,244.1274871826172
2019-05-09,238.6044464111328
2019-05-10,243.35231018066406
2019-05-13,235.21311950683594
2019-05-14,230.9012908935547
2019-05-15,227.60682678222656
2019-05-16,226.3472137451172
2019-05-17,225.6204833984375
2019-05-20,236.18206787109375
2019-05-21,229.73854064941406
2019-05-22,237.1025848388672
2019-05-23,237.44171142578125
2019-05-24,249.4082489013672
2019-05-27,263.0704650878906
2019-05-28,262.6344299316406
2019-05-29,258.5648498535156
2019-05-30,255.4642333984375
2019-05-31,253.8654327392578
2019-06-03,255.8517608642578
2019-06-04,277.5563049316406
2019-06-06,264.37860107421875
2019-06-07,264.2332458496094
2019-06-10,261.5201416015625
2019-06-11,268.8357849121094
2019-06-12,264.1363220214844
2019-06-13,261.132568359375
2019-06-14,257.9834899902344
2019-06-17,251.97596740722656
2019-06-18,256.1909484863281
2019-06-19,249.06912231445312
2019-06-20,246.2591552734375
2019-06-21,246.1138153076172
2019-06-24,244.61195373535156
2019-06-25,250.377197265625
2019-06-26,257.0629577636719
2019-06-27,253.57476806640625
2019-06-28,256.8692321777344
2019-07-01,251.92752075195312
2019-07-02,249.8442840576172
2019-07-03,254.107666015625
2019-07-04,255.1250762939453
2019-07-05,247.85792541503906
2019-07-08,243.78836059570312
2019-07-09,242.91627502441406
2019-07-10,240.05787658691406
2019-07-11,238.31373596191406
2019-07-12,237.49014282226562
2019-07-15,232.20938110351562
2019-07-16,227.7037353515625
2019-07-17,222.37448120117188
2019-07-18,209.43898010253906
2019-07-19,194.71090698242188
2019-07-22,188.21893310546875
2019-07-23,191.80406188964844
2019-07-24,188.0736083984375
2019-07-25,197.66622924804688
2019-07-26,195.7283172607422
2019-07-29,187.3468780517578
2019-07-30,176.6399688720703
2019-07-31,176.59152221679688
2019-08-01,172.42501831054688
2019-08-02,166.0299530029297
2019-08-05,159.7317657470703
2019-08-06,160.84605407714844
2019-08-07,163.94667053222656
2019-08-08,165.30323791503906
2019-08-09,168.40386962890625
2019-08-13,159.925537109375
2019-08-14,164.0435791015625
2019-08-16,177.9480438232422
2019-08-19,175.86480712890625
2019-08-20,169.2274627685547
2019-08-21,162.15414428710938
2019-08-22,150.91429138183594
2019-08-23,153.4820098876953
2019-08-26,162.20257568359375
2019-08-27,171.55296325683594
2019-08-28,162.92929077148438
2019-08-29,167.33799743652344
2019-08-30,163.26841735839844
2019-09-03,159.6833038330078
2019-09-04,160.0224151611328
2019-09-05,168.11924743652344
2019-09-06,167.38316345214844
2019-09-09,172.68289184570312
2019-09-11,184.99986267089844
2019-09-12,218.41761779785156
2019-09-13,262.09130859375
2019-09-16,272.4944763183594
2019-09-17,245.35792541503906
2019-09-18,221.7053985595703
2019-09-19,242.46270751953125
2019-09-20,259.4905090332031
2019-09-23,251.78628540039062
2019-09-24,242.2664031982422
2019-09-25,251.83535766601562
2019-09-26,250.6576385498047
2019-09-27,240.5979766845703
2019-09-30,226.61256408691406
2019-10-01,221.9507598876953
2019-10-03,244.131103515625
2019-10-04,237.84996032714844
2019-10-07,230.68551635742188
2019-10-09,241.7757110595703
2019-10-10,234.1696014404297
2019-10-11,235.78895568847656
2019-10-14,265.3791198730469
2019-10-15,291.2889099121094
2019-10-16,336.18939208984375
2019-10-17,345.02227783203125
2019-10-18,344.23712158203125
2019-10-22,349.438720703125
2019-10-23,335.10986328125
2019-10-24,334.619140625
2019-10-25,336.6800842285156
2019-10-27,336.87640380859375
2019-10-29,356.21063232421875
2019-10-30,364.01300048828125
2019-10-31,365.1416320800781
2019-11-01,364.99444580078125
2019-11-04,360.0872802734375
2019-11-05,350.1748352050781
2019-11-06,353.2663269042969
2019-11-07,364.3564758300781
2019-11-08,369.8034362792969
2019-11-11,373.7291564941406
2019-11-13,361.6085205078125
2019-11-14,360.3817138671875
2019-11-15,348.0647277832031
2019-11-18,345.21856689453125
2019-11-19,371.71722412109375
2019-11-20,407.98114013671875
2019-11-21,367.2026672363281
2019-11-22,344.6788330078125
2019-11-25,343.6973571777344
2019-11-26,339.5753479003906
2019-11-27,334.373779296875
2019-11-28,329.0249938964844
2019-11-29,337.31805419921875
2019-12-02,330.0554504394531
2019-12-03,337.71063232421875
2019-12-04,346.39630126953125
2019-12-05,344.5806579589844
2019-12-06,342.2252197265625
2019-12-09,331.6748352050781
2019-12-10,341.2438049316406
2019-12-11,320.7318420410156
2019-12-12,312.3406066894531
2019-12-13,332.0673828125
2019-12-16,325.3936462402344
2019-12-17,324.6084899902344
2019-12-18,321.66424560546875
2019-12-19,316.21728515625
2019-12-20,312.97857666015625
2019-12-23,311.99713134765625
2019-12-24,312.6841125488281
2019-12-26,309.5435791015625
2019-12-27,302.91888427734375
2019-12-30,301.4467468261719
2019-12-31,308.3167419433594
2020-01-01,301.83929443359375
2020-01-02,305.1270751953125
2020-01-03,307.6788024902344
2020-01-06,295.95068359375
2020-01-07,297.0302734375
2020-01-08,288.5408935546875
2020-01-09,289.9149169921875
2020-01-10,286.6271057128906
2020-01-13,282.5050964355469
2020-01-14,285.35125732421875
2020-01-15,324.2159423828125
2020-01-16,323.7742919921875
2020-01-17,309.9851989746094
2020-01-20,303.31146240234375
2020-01-21,296.3432922363281
2020-01-22,306.4029541015625
2020-01-23,304.1947326660156
2020-01-24,302.0846252441406
2020-01-27,297.3247375488281
2020-01-28,292.1722412109375
2020-01-29,292.36846923828125
2020-01-30,285.20404052734375
2020-01-31,285.40032958984375
2020-02-03,263.759765625
2020-02-04,277.45074462890625
2020-02-05,291.4851989746094
2020-02-06,291.0926208496094
2020-02-07,285.8910217285156
2020-02-10,330.4480285644531
2020-02-11,311.8008728027344
2020-02-12,309.3963623046875
2020-02-13,303.9493713378906
2020-02-14,313.46923828125
2020-02-17,301.0050964355469
2020-02-18,289.9149169921875
2020-02-19,297.766357421875
2020-02-20,291.6815185546875
2020-02-24,285.94012451171875
2020-02-25,286.1363830566406
2020-02-26,272.5926513671875
2020-02-27,261.944091796875
2020-02-28,224.79690551757812
2020-03-02,224.1589813232422
2020-03-03,226.75979614257812
2020-03-04,215.27703857421875
2020-03-05,213.60861206054688
2020-03-06,197.0223846435547
2020-03-09,178.47335815429688
2020-03-11,178.0316925048828
2020-03-12,160.26780700683594
2020-03-13,154.6736297607422
2020-03-16,144.4176483154297
2020-03-17,136.2227325439453
2020-03-18,124.2983169555664
2020-03-19,118.11529541015625
2020-03-20,113.79700469970703
2020-03-23,108.15376281738281
2020-03-24,113.3553466796875
2020-03-25,118.60601806640625
2020-03-26,119.19487762451172
2020-03-27,119.88187408447266
2020-03-30,121.0105209350586
2020-03-31,127.04634094238281
2020-04-01,133.22935485839844
2020-04-03,128.5184783935547
2020-04-07,128.71473693847656
2020-04-08,135.0449981689453
2020-04-09,147.55825805664062
2020-04-13,145.4972381591797
2020-04-15,156.83277893066406
2020-04-16,163.7518768310547
2020-04-17,172.92825317382812
2020-04-20,167.0887451171875
2020-04-21,158.74656677246094
2020-04-22,158.40306091308594
2020-04-23,165.8128662109375
2020-04-24,160.56222534179688
2020-04-27,157.17628479003906
2020-04-28,154.82083129882812
2020-04-29,157.86328125
2020-04-30,161.88714599609375
2020-05-04,154.96804809570312
2020-05-05,150.84603881835938
2020-05-06,147.50918579101562
2020-05-07,146.82217407226562
2020-05-08,145.30096435546875
2020-05-11,143.8778839111328
2020-05-12,142.11131286621094
2020-05-13,149.17759704589844
2020-05-14,152.7598114013672
2020-05-15,159.43356323242188
2020-05-18,151.48397827148438
2020-05-19,145.2028045654297
2020-05-20,145.8898162841797
2020-05-21,152.9070587158203
2020-05-22,148.78504943847656
2020-05-26,150.0118408203125
2020-05-27,150.15904235839844
2020-05-28,157.6669921875
2020-05-29,152.7107696533203
2020-06-01,160.31686401367188
2020-06-02,168.31553649902344
2020-06-03,165.7637939453125
2020-06-04,167.13780212402344
2020-06-05,183.8221435546875
2020-06-08,202.17491149902344
2020-06-09,222.3924102783203
2020-06-10,213.8048858642578
2020-06-11,203.8433380126953
2020-06-12,211.20408630371094
2020-06-15,212.57810974121094
2020-06-16,206.1988067626953
2020-06-17,204.6284942626953
2020-06-18,205.51177978515625
2020-06-19,206.39508056640625
2020-06-22,205.6590118408203
2020-06-23,207.13116455078125
2020-06-24,206.93487548828125
2020-06-25,205.02105712890625
2020-06-26,209.682861328125
2020-06-29,206.7876434326172
2020-06-30,205.5608367919922
2020-07-01,205.02105712890625
2020-07-02,208.99586486816406
2020-07-03,205.2664337158203
2020-07-06,207.22927856445312
2020-07-07,210.8115234375
2020-07-08,213.3632354736328
2020-07-09,212.1855010986328
2020-07-10,209.53565979003906
2020-07-13,219.8897705078125
2020-07-14,222.93218994140625
2020-07-15,234.0714569091797
2020-07-16,226.22000122070312
2020-07-17,223.6682586669922
2020-07-20,224.25711059570312
2020-07-21,223.1284942626953
2020-07-22,216.65103149414062
2020-07-23,219.79161071777344
2020-07-24,217.87782287597656
2020-07-27,213.6576690673828
2020-07-28,212.47996520996094
2020-07-29,215.57144165039062
2020-07-30,211.69479370117188
2020-07-31,208.99586486816406
2020-08-03,217.68153381347656
2020-08-04,213.7067413330078
2020-08-05,214.83538818359375
2020-08-06,213.8048858642578
2020-08-07,224.79690551757812
2020-08-10,222.93218994140625
2020-08-11,227.15235900878906
2020-08-12,223.6682586669922
2020-08-13,229.11520385742188
2020-08-14,223.6682586669922
2020-08-17,221.7053985595703
2020-08-18,225.0422821044922
2020-08-19,228.47727966308594
2020-08-20,250.3632049560547
2020-08-21,243.6894989013672
2020-08-24,238.73324584960938
2020-08-25,234.80752563476562
2020-08-26,232.3048858642578
2020-08-27,240.40167236328125
2020-08-28,257.67486572265625
2020-08-31,239.9109649658203
2020-09-01,239.1748809814453
2020-09-02,241.8738250732422
2020-09-03,238.78231811523438
2020-09-04,236.91758728027344
2020-09-07,235.1510467529297
2020-09-08,228.33006286621094
2020-09-09,222.7849884033203
2020-09-10,219.30088806152344
2020-09-11,222.49053955078125
2020-09-14,225.18948364257812
2020-09-15,228.9189453125
2020-09-16,251.44281005859375
2020-09-17,265.2319030761719
2020-09-18,253.9454345703125
2020-09-21,240.10723876953125
2020-09-22,223.42291259765625
2020-09-23,231.12716674804688
2020-09-24,219.93882751464844
2020-09-25,224.1589813232422
2020-09-28,225.87648010253906
2020-09-29,228.9189453125
2020-09-30,228.182861328125
2020-10-01,233.2372283935547
2020-10-05,232.6483612060547
2020-10-06,231.12716674804688
2020-10-07,227.3486328125
2020-10-08,228.33006286621094
2020-10-09,226.31814575195312
2020-10-12,223.17755126953125
2020-10-13,222.2451934814453
2020-10-14,220.57675170898438
2020-10-15,220.33140563964844
2020-10-16,224.5024871826172
2020-10-19,224.6006317138672
2020-10-20,221.90170288085938
2020-10-21,220.62582397460938
