Date,TATACHEM
1996-01-01,7.568399906158447
1996-01-02,7.442320823669434
1996-01-03,7.4571533203125
1996-01-04,7.379281044006348
1996-01-05,7.297702789306641
1996-01-08,7.193872928619385
1996-01-09,7.13083553314209
1996-01-10,7.114146709442139
1996-01-11,7.1753315925598145
1996-01-12,7.119710445404053
1996-01-15,7.069648742675781
1996-01-16,7.054815769195557
1996-01-17,6.860136985778809
1996-01-18,6.715517997741699
1996-01-19,6.617251396179199
1996-01-22,6.565337657928467
1996-01-23,6.487465858459473
1996-01-24,6.352116107940674
1996-01-25,6.324304103851318
1996-01-26,6.324304103851318
1996-01-29,6.344698905944824
1996-01-30,6.47077751159668
1996-01-31,6.548649787902832
1996-02-01,6.656187057495117
1996-02-02,7.008464336395264
1996-02-05,7.082626819610596
1996-02-06,7.095607757568359
1996-02-07,7.093751907348633
1996-02-08,7.255056858062744
1996-02-09,7.813138961791992
1996-02-12,8.119065284729004
1996-02-13,8.024505615234375
1996-02-14,8.450946807861328
1996-02-15,8.53067398071289
1996-02-16,8.421283721923828
1996-02-19,8.246996879577637
1996-02-20,8.091252326965332
1996-02-21,8.091252326965332
1996-02-22,8.211769104003906
1996-02-23,8.285932540893555
1996-02-26,8.393468856811523
1996-02-27,8.399030685424805
1996-02-28,8.404594421386719
1996-02-29,7.878032684326172
1996-03-01,7.974443435668945
1996-03-04,7.983717441558838
1996-03-05,7.983717441558838
1996-03-06,8.135750770568848
1996-03-07,8.107940673828125
1996-03-08,8.004111289978027
1996-03-11,7.950341701507568
1996-03-12,7.8687615394592285
1996-03-13,8.187665939331055
1996-03-14,8.083837509155273
1996-03-15,7.955904960632324
1996-03-18,7.798305988311768
1996-03-19,7.770496368408203
1996-03-20,7.770496368408203
1996-03-21,7.789037704467773
1996-03-22,7.77791166305542
1996-03-25,7.725996494293213
1996-03-26,7.568399906158447
1996-03-27,7.7185797691345215
1996-03-28,7.8613457679748535
1996-03-29,7.789037704467773
1996-04-01,7.8557844161987305
1996-04-02,7.989279747009277
1996-04-03,8.069005012512207
1996-04-04,8.157999992370605
1996-04-05,8.157999992370605
1996-04-08,8.36194896697998
1996-04-09,8.376782417297363
1996-04-10,8.417572975158691
1996-04-11,8.423134803771973
1996-04-12,8.515840530395508
1996-04-15,8.647480010986328
1996-04-16,8.753162384033203
1996-04-17,8.955259323120117
1996-04-18,9.098026275634766
1996-04-19,9.355742454528809
1996-04-22,9.229666709899902
1996-04-23,9.13510513305664
1996-04-24,9.546713829040527
1996-04-25,9.200002670288086
1996-04-26,9.46884536743164
1996-04-29,9.49294662475586
1996-04-30,9.470696449279785
1996-05-01,9.607901573181152
1996-05-02,9.491093635559082
1996-05-03,9.446593284606934
1996-05-06,9.277873039245605
1996-05-07,9.320518493652344
1996-05-08,9.409509658813477
1996-05-09,9.413219451904297
1996-05-10,9.066505432128906
1996-05-13,9.1666259765625
1996-05-14,9.357597351074219
1996-05-15,9.481821060180664
1996-05-16,9.626440048217773
1996-05-17,9.632001876831055
1996-05-20,9.3186616897583
1996-05-21,9.20185375213623
1996-05-22,9.125836372375488
1996-05-23,9.175897598266602
1996-05-24,9.136962890625
1996-05-27,9.012736320495605
1996-05-28,9.138815879821777
1996-05-29,9.366866111755371
1996-05-30,9.305684089660645
1996-05-31,9.309394836425781
1996-06-03,9.466989517211914
1996-06-04,9.502218246459961
1996-06-05,9.539299964904785
1996-06-06,9.821121215820312
1996-06-07,9.947199821472168
1996-06-10,10.115923881530762
1996-06-11,10.099235534667969
1996-06-12,10.473759651184082
1996-06-13,10.8519926071167
1996-06-14,11.02627944946289
1996-06-17,10.94284439086914
1996-06-18,10.872389793395996
1996-06-19,10.518259048461914
1996-06-20,10.575735092163086
1996-06-21,10.401450157165527
1996-06-24,10.260540008544922
1996-06-25,9.609750747680664
1996-06-26,9.728414535522461
1996-06-27,9.821121215820312
1996-06-28,9.648689270019531
1996-07-01,9.448451042175293
1996-07-02,9.242644309997559
1996-07-03,9.068359375
1996-07-04,9.181462287902832
1996-07-05,9.099878311157227
1996-07-08,9.164770126342773
1996-07-09,9.118419647216797
1996-07-10,9.287139892578125
1996-07-11,9.42990779876709
1996-07-12,9.34276294708252
1996-07-15,9.389117240905762
1996-07-16,9.34461784362793
1996-07-17,9.57452392578125
1996-07-18,9.64127254486084
1996-07-19,9.565255165100098
1996-07-22,9.463279724121094
1996-07-23,8.851430892944336
1996-07-24,8.877386093139648
1996-07-25,8.799516677856445
1996-07-26,8.73647689819336
1996-07-29,8.582588195800781
1996-07-30,8.441676139831543
1996-07-31,8.582588195800781
1996-08-01,8.586296081542969
1996-08-02,8.554777145385742
1996-08-05,8.423134803771973
1996-08-06,8.389760971069336
1996-08-07,8.55663013458252
1996-08-08,8.502861976623535
1996-08-09,8.423134803771973
1996-08-12,8.200644493103027
1996-08-13,8.15243911743164
1996-08-14,8.130188941955566
1996-08-15,8.130188941955566
1996-08-16,7.685207843780518
1996-08-19,7.412656307220459
1996-08-20,7.249497413635254
1996-08-21,7.462717533111572
1996-08-22,7.666666507720947
1996-08-23,7.757517337799072
1996-08-26,7.713018417358398
1996-08-27,7.713018417358398
1996-08-28,7.911407470703125
1996-08-29,7.859492778778076
1996-08-30,7.826117992401123
1996-09-02,7.8613457679748535
1996-09-03,7.883594989776611
1996-09-04,7.870617866516113
1996-09-05,7.902134895324707
1996-09-06,7.846512794494629
1996-09-09,7.722288131713867
1996-09-10,7.609190464019775
1996-09-11,7.573963642120361
1996-09-12,7.581377029418945
1996-09-13,7.566547870635986
1996-09-16,7.54058837890625
1996-09-17,7.533173084259033
1996-09-18,7.63885498046875
1996-09-19,7.590648651123047
1996-09-20,7.635146617889404
1996-09-23,7.585086345672607
1996-09-24,7.553568363189697
1996-09-25,7.592503070831299
1996-09-26,7.54058837890625
1996-09-27,7.509068489074707
1996-09-30,7.52390193939209
1996-10-01,7.52390193939209
1996-10-02,7.52390193939209
1996-10-03,7.527609825134277
1996-10-04,7.4552998542785645
1996-10-07,7.420071125030518
1996-10-08,7.381136894226074
1996-10-09,7.516485214233398
1996-10-10,7.664812088012695
1996-10-11,7.705601692199707
1996-10-14,7.614752769470215
1996-10-15,7.583230972290039
1996-10-16,7.646270751953125
1996-10-17,7.64812707901001
1996-10-18,7.677790641784668
1996-10-21,7.677790641784668
1996-10-22,7.757517337799072
1996-10-23,8.033777236938477
1996-10-24,7.772350311279297
1996-10-25,7.746393203735352
1996-10-28,7.724142551422119
1996-10-29,7.596213340759277
1996-10-30,7.596213340759277
1996-10-31,7.611042499542236
1996-11-01,7.592503070831299
1996-11-04,7.538734436035156
1996-11-05,7.5201921463012695
1996-11-06,7.431196212768555
1996-11-07,7.497942924499512
1996-11-08,7.522048473358154
1996-11-11,7.388553619384766
1996-11-12,7.388553619384766
1996-11-13,7.4515910148620605
1996-11-14,7.46828031539917
1996-11-15,7.4534454345703125
1996-11-18,7.423780918121338
1996-11-19,7.418217658996582
1996-11-20,7.410801410675049
1996-11-21,6.893511772155762
1996-11-22,6.411445617675781
1996-11-25,6.36694860458374
1996-11-26,6.259410381317139
1996-11-27,6.138894557952881
1996-11-28,6.085127353668213
1996-11-29,6.124062538146973
1996-12-02,6.036920070648193
1996-12-03,5.968318939208984
1996-12-04,5.786618709564209
1996-12-05,5.819991111755371
1996-12-06,5.907134056091309
1996-12-09,5.907134056091309
1996-12-10,5.827408790588379
1996-12-11,6.15372896194458
1996-12-12,5.949778079986572
1996-12-13,5.879324913024902
1996-12-16,6.027650833129883
1996-12-17,6.111084938049316
1996-12-18,6.340991020202637
1996-12-19,6.441112995147705
1996-12-20,6.487465858459473
1996-12-23,6.450384616851807
1996-12-24,6.411445617675781
