Date,HGINFRA
2018-07-02,232.3217315673828
2018-07-03,245.96163940429688
2018-07-04,248.12828063964844
2018-07-05,253.00318908691406
2018-07-06,256.05615234375
2018-07-09,259.8477783203125
2018-07-10,266.7415771484375
2018-07-11,271.4195556640625
2018-07-12,269.1544189453125
2018-07-13,267.3324890136719
2018-07-16,265.7074890136719
2018-07-17,263.24542236328125
2018-07-18,252.90469360351562
2018-07-19,250.83656311035156
2018-07-20,248.12828063964844
2018-07-23,257.97662353515625
2018-07-24,253.98805236816406
2018-07-25,256.1546630859375
2018-07-26,253.0524444580078
2018-07-27,245.0260772705078
2018-07-30,244.38592529296875
2018-07-31,244.2382049560547
2018-08-01,242.02232360839844
2018-08-02,236.4088134765625
2018-08-03,230.7460174560547
2018-08-06,231.23843383789062
2018-08-07,230.40130615234375
2018-08-08,235.71942138671875
2018-08-09,240.7913055419922
2018-08-10,240.1511688232422
2018-08-13,235.22698974609375
2018-08-14,234.48838806152344
2018-08-16,233.01113891601562
2018-08-17,235.9656219482422
2018-08-20,240.6927947998047
2018-08-21,236.2610626220703
2018-08-23,233.6512451171875
2018-08-24,234.1929168701172
2018-08-27,233.7989959716797
2018-08-28,234.48838806152344
2018-08-29,230.30282592773438
2018-08-30,231.2876739501953
2018-08-31,231.0902557373047
2018-09-03,237.45602416992188
2018-09-04,232.32394409179688
2018-09-05,235.72886657714844
2018-09-06,242.48936462402344
2018-09-07,237.3572998046875
2018-09-10,242.39065551757812
2018-09-11,238.5909881591797
2018-09-12,238.1468505859375
2018-09-14,237.75205993652344
2018-09-17,233.60696411132812
2018-09-18,234.74192810058594
2018-09-19,234.5938720703125
2018-09-21,218.55621337890625
2018-09-24,224.5765380859375
2018-09-25,222.10919189453125
2018-09-26,227.3892822265625
2018-09-27,227.48797607421875
2018-09-28,203.45616149902344
2018-10-01,208.2427978515625
2018-10-03,216.97714233398438
2018-10-04,207.0584716796875
2018-10-05,205.7261199951172
2018-10-08,215.59542846679688
2018-10-09,220.2340087890625
2018-10-10,230.54750061035156
2018-10-11,224.62586975097656
2018-10-12,222.30657958984375
2018-10-15,218.55621337890625
2018-10-16,220.57943725585938
2018-10-17,222.45460510253906
2018-10-19,201.97576904296875
2018-10-22,199.31105041503906
2018-10-23,185.19790649414062
2018-10-24,180.36192321777344
2018-10-25,171.775634765625
2018-10-26,171.38082885742188
2018-10-29,168.96286010742188
2018-10-30,176.0194549560547
2018-10-31,199.65647888183594
2018-11-01,199.31105041503906
2018-11-02,205.6767578125
2018-11-05,212.3385467529297
2018-11-06,211.4503173828125
2018-11-07,221.12228393554688
2018-11-09,216.13824462890625
2018-11-12,216.13824462890625
2018-11-13,215.79281616210938
2018-11-14,222.05984497070312
2018-11-15,221.8131103515625
2018-11-16,219.93795776367188
2018-11-19,220.57943725585938
2018-11-20,218.65492248535156
2018-11-21,216.5330352783203
2018-11-22,213.7202911376953
2018-11-26,214.41111755371094
2018-11-27,205.97283935546875
2018-11-28,210.2166290283203
2018-11-29,213.52288818359375
2018-11-30,213.5722198486328
2018-12-03,216.63169860839844
2018-12-04,216.13824462890625
2018-12-05,216.3356170654297
2018-12-06,215.5460662841797
2018-12-07,216.5330352783203
2018-12-10,212.6346435546875
2018-12-11,211.79574584960938
2018-12-12,220.57943725585938
2018-12-13,221.91183471679688
2018-12-14,216.28628540039062
2018-12-17,211.4503173828125
2018-12-18,208.2921142578125
2018-12-19,203.99899291992188
2018-12-20,193.88290405273438
2018-12-21,201.77838134765625
2018-12-24,204.9365692138672
2018-12-26,200.6927490234375
2018-12-27,207.2064971923828
2018-12-28,205.03524780273438
2018-12-31,204.1963653564453
2019-01-01,204.39376831054688
2019-01-02,208.48953247070312
2019-01-03,204.2950439453125
2019-01-04,205.03524780273438
2019-01-07,203.55487060546875
2019-01-08,203.4068145751953
2019-01-09,206.861083984375
2019-01-10,200.89013671875
2019-01-11,202.8146514892578
2019-01-14,202.46923828125
2019-01-15,200.89013671875
2019-01-16,196.94241333007812
2019-01-17,196.6956787109375
2019-01-18,196.89306640625
2019-01-21,185.79005432128906
2019-01-22,185.00051879882812
2019-01-23,198.3734588623047
2019-01-24,201.4822998046875
2019-01-25,197.6332550048828
2019-01-28,188.15870666503906
2019-01-29,189.19500732421875
2019-01-30,200.74209594726562
2019-01-31,201.13687133789062
2019-02-01,199.01495361328125
2019-02-04,202.91334533691406
2019-02-05,198.91629028320312
2019-02-06,196.2515411376953
2019-02-07,194.72181701660156
2019-02-08,186.97438049316406
2019-02-11,191.711669921875
2019-02-12,187.07308959960938
2019-02-14,184.01361083984375
2019-02-15,180.4606475830078
2019-02-18,174.39097595214844
2019-02-19,171.62757873535156
2019-02-20,188.70152282714844
2019-02-21,199.31105041503906
2019-02-22,194.72181701660156
2019-02-25,190.92210388183594
2019-02-26,190.08323669433594
2019-02-27,191.9583740234375
2019-02-28,190.1819305419922
2019-03-01,196.6463165283203
2019-03-05,230.94223022460938
2019-03-06,263.2642822265625
2019-03-07,267.95220947265625
2019-03-08,251.6184844970703
2019-03-11,272.93621826171875
2019-03-12,273.2816162109375
2019-03-13,258.6750793457031
2019-03-14,258.2309265136719
2019-03-15,258.6750793457031
2019-03-18,257.0466003417969
2019-03-19,275.6009826660156
2019-03-20,273.8244934082031
2019-03-22,276.29180908203125
2019-03-25,271.357177734375
2019-03-26,271.8999328613281
2019-03-27,275.05816650390625
2019-03-28,282.4601135253906
2019-04-01,275.1075134277344
2019-04-02,275.7983093261719
2019-04-03,272.8869323730469
2019-04-04,274.3673095703125
2019-04-05,271.751953125
2019-04-08,269.8767395019531
2019-04-09,258.9217834472656
2019-04-10,258.0335388183594
2019-04-11,259.51397705078125
2019-04-12,264.54730224609375
2019-04-15,261.4384460449219
2019-04-16,261.1424255371094
2019-04-18,261.6851501464844
2019-04-22,262.6721496582031
2019-04-23,266.5211486816406
2019-04-24,266.619873046875
2019-04-25,263.4617004394531
2019-04-26,263.4617004394531
2019-04-30,256.25701904296875
2019-05-02,239.528564453125
2019-05-03,248.8057403564453
2019-05-06,246.48641967773438
2019-05-07,249.34852600097656
2019-05-08,237.65338134765625
2019-05-09,242.09457397460938
2019-05-10,235.03797912597656
2019-05-13,237.55470275878906
2019-05-14,241.8478546142578
2019-05-15,244.46319580078125
2019-05-16,238.88705444335938
2019-05-17,252.0132598876953
2019-05-20,267.1627197265625
2019-05-21,257.7374267578125
2019-05-22,259.51397705078125
2019-05-23,256.9972229003906
2019-05-24,271.751953125
2019-05-27,285.91436767578125
2019-05-28,280.48626708984375
2019-05-29,283.44708251953125
2019-05-30,296.3265380859375
2019-05-31,293.5137634277344
2019-06-03,293.1683044433594
2019-06-04,294.89544677734375
2019-06-06,294.5007019042969
2019-06-07,292.67486572265625
2019-06-10,279.1539001464844
2019-06-11,277.031982421875
2019-06-12,273.5777587890625
2019-06-13,272.4427490234375
2019-06-14,279.25262451171875
2019-06-17,275.9463806152344
2019-06-18,275.65032958984375
2019-06-19,266.6692199707031
2019-06-20,267.31072998046875
2019-06-21,269.8273620605469
2019-06-24,261.1917419433594
2019-06-25,258.5270080566406
2019-06-26,270.0741271972656
2019-06-27,276.29180908203125
2019-06-28,281.5225524902344
2019-07-01,288.87518310546875
2019-07-02,285.37158203125
2019-07-03,290.8490905761719
2019-07-04,294.2046203613281
2019-07-05,279.30194091796875
2019-07-08,264.3005676269531
2019-07-09,258.1322326660156
2019-07-10,255.27015686035156
2019-07-11,260.74761962890625
2019-07-12,256.8985595703125
2019-07-15,259.06982421875
2019-07-16,251.42108154296875
2019-07-17,249.74330139160156
2019-07-18,247.81878662109375
2019-07-19,245.5981903076172
2019-07-22,241.0583038330078
2019-07-23,244.2164764404297
2019-07-24,221.3196258544922
2019-07-25,224.0830841064453
2019-07-26,234.29782104492188
2019-07-29,236.4690704345703
2019-07-30,238.78836059570312
2019-07-31,239.528564453125
2019-08-01,234.68260192871094
2019-08-02,226.82029724121094
2019-08-05,221.529296875
2019-08-06,230.8256072998047
2019-08-07,227.95761108398438
2019-08-08,223.65557861328125
2019-08-09,228.0565185546875
2019-08-13,225.732421875
2019-08-14,227.3147735595703
2019-08-16,221.72708129882812
2019-08-19,225.38629150390625
2019-08-20,224.19952392578125
2019-08-21,216.48556518554688
2019-08-22,209.51333618164062
2019-08-23,204.51901245117188
2019-08-26,202.24436950683594
2019-08-27,194.5798797607422
2019-08-28,195.56884765625
2019-08-29,198.93133544921875
2019-08-30,194.48097229003906
2019-09-03,188.59658813476562
2019-09-04,187.11312866210938
2019-09-05,189.53611755371094
2019-09-06,187.55816650390625
2019-09-09,192.2557830810547
2019-09-11,188.349365234375
2019-09-12,186.47030639648438
2019-09-13,187.85487365722656
2019-09-16,185.975830078125
2019-09-17,187.11312866210938
2019-09-18,187.36038208007812
2019-09-19,187.26148986816406
2019-09-20,188.05264282226562
2019-09-23,188.05264282226562
2019-09-24,194.38206481933594
2019-09-25,194.28317260742188
2019-09-26,197.497314453125
2019-09-27,199.37635803222656
2019-09-30,209.85943603515625
2019-10-01,198.3874053955078
2019-10-03,206.29916381835938
2019-10-04,210.55172729492188
2019-10-07,210.40338134765625
2019-10-09,211.68902587890625
2019-10-10,206.1013641357422
2019-10-11,195.61830139160156
2019-10-14,195.71717834472656
2019-10-15,200.76092529296875
2019-10-16,191.41517639160156
2019-10-17,191.2667999267578
2019-10-18,196.90396118164062
2019-10-22,194.48097229003906
2019-10-23,196.45887756347656
2019-10-24,191.31625366210938
2019-10-25,187.55816650390625
2019-10-27,182.1188507080078
2019-10-29,188.00323486328125
2019-10-30,184.3934783935547
2019-10-31,185.0857391357422
2019-11-01,182.91001892089844
2019-11-04,182.91001892089844
2019-11-05,182.46498107910156
2019-11-06,182.71221923828125
2019-11-07,182.86056518554688
2019-11-08,181.72325134277344
2019-11-11,191.76129150390625
2019-11-13,220.39199829101562
2019-11-14,239.528564453125
2019-11-15,254.75868225097656
2019-11-18,244.86898803710938
2019-11-19,258.368408203125
2019-11-20,251.6434326171875
2019-11-21,259.7529602050781
2019-11-22,259.55523681640625
2019-11-25,254.16529846191406
2019-11-26,245.561279296875
2019-11-27,243.13832092285156
2019-11-28,240.66587829589844
2019-11-29,233.6936492919922
2019-12-02,225.58409118652344
2019-12-03,226.2763671875
2019-12-04,223.60614013671875
2019-12-05,230.7267303466797
2019-12-06,224.89178466796875
2019-12-09,223.0622100830078
2019-12-10,213.56808471679688
2019-12-11,217.72177124023438
2019-12-12,226.2763671875
2019-12-13,230.08387756347656
2019-12-16,229.73776245117188
2019-12-17,230.23223876953125
2019-12-18,228.10594177246094
2019-12-19,228.3037567138672
2019-12-20,234.3859100341797
2019-12-23,236.26495361328125
2019-12-24,234.03976440429688
2019-12-26,240.56698608398438
2019-12-27,257.87396240234375
2019-12-30,252.63241577148438
2019-12-31,256.4399108886719
2020-01-01,259.5057373046875
2020-01-02,260.9892272949219
2020-01-03,262.86822509765625
2020-01-06,257.08282470703125
2020-01-07,256.73663330078125
2020-01-08,252.13792419433594
2020-01-09,260.1980285644531
2020-01-10,261.1870422363281
2020-01-13,264.2033386230469
2020-01-14,265.5879211425781
2020-01-15,271.867919921875
2020-01-16,276.466552734375
2020-01-17,281.1147155761719
2020-01-20,279.7301940917969
2020-01-21,278.5434265136719
2020-01-22,277.10943603515625
2020-01-23,279.2851257324219
2020-01-24,276.7632751464844
2020-01-27,274.8842468261719
2020-01-28,264.0055847167969
2020-01-29,263.7088928222656
2020-01-30,250.5555877685547
2020-01-31,264.50006103515625
2020-02-03,242.59437561035156
2020-02-04,240.5175018310547
2020-02-05,251.09947204589844
2020-02-06,246.89637756347656
2020-02-07,259.11016845703125
2020-02-10,252.5335235595703
2020-02-11,254.3631134033203
2020-02-12,252.63241577148438
2020-02-13,249.91273498535156
2020-02-14,245.75906372070312
2020-02-17,246.7974853515625
2020-02-18,237.35281372070312
2020-02-19,243.3855438232422
2020-02-20,250.4072265625
2020-02-24,245.6107177734375
2020-02-25,242.2482452392578
2020-02-26,230.87506103515625
2020-02-27,236.16604614257812
2020-02-28,237.4517059326172
2020-03-02,226.57305908203125
2020-03-03,228.3037567138672
2020-03-04,215.59547424316406
2020-03-05,217.72177124023438
2020-03-06,212.0352020263672
2020-03-09,211.8868408203125
2020-03-11,209.2166290283203
2020-03-12,190.0800323486328
2020-03-13,192.8491668701172
2020-03-16,183.0089111328125
2020-03-17,188.25045776367188
2020-03-18,174.45433044433594
2020-03-19,158.8780517578125
2020-03-20,170.20176696777344
2020-03-23,144.1918487548828
2020-03-24,135.14276123046875
2020-03-25,136.8734588623047
2020-03-26,149.18614196777344
2020-03-27,155.56497192382812
2020-03-30,149.33450317382812
2020-03-31,171.63575744628906
2020-04-01,165.2074432373047
2020-04-03,158.4824676513672
2020-04-07,160.80654907226562
2020-04-08,155.1693878173828
2020-04-09,155.9605712890625
2020-04-13,152.44972229003906
2020-04-15,160.31204223632812
2020-04-16,171.5863037109375
2020-04-17,181.22877502441406
2020-04-20,184.93739318847656
2020-04-21,178.1629638671875
2020-04-22,183.10780334472656
2020-04-23,188.89329528808594
2020-04-24,184.29458618164062
2020-04-27,182.26719665527344
2020-04-28,179.399169921875
2020-04-29,171.88302612304688
2020-04-30,179.84420776367188
2020-05-04,170.0533905029297
2020-05-05,175.29495239257812
2020-05-06,180.38815307617188
2020-05-07,172.22914123535156
2020-05-08,171.63575744628906
2020-05-11,167.9271240234375
2020-05-12,164.51516723632812
2020-05-13,171.93246459960938
2020-05-14,168.56993103027344
2020-05-15,170.35011291503906
2020-05-18,164.0207061767578
2020-05-19,155.51556396484375
2020-05-20,154.9716033935547
2020-05-21,158.08688354492188
2020-05-22,155.71334838867188
2020-05-26,151.70799255371094
2020-05-27,154.92214965820312
2020-05-28,155.36721801757812
2020-05-29,162.48779296875
2020-06-01,165.99862670898438
2020-06-02,169.26222229003906
2020-06-03,190.0305938720703
2020-06-04,196.31056213378906
2020-06-05,199.129150390625
2020-06-08,189.4866943359375
2020-06-09,175.8883514404297
2020-06-10,185.5308074951172
2020-06-11,182.76168823242188
2020-06-12,178.95411682128906
2020-06-15,182.0199432373047
2020-06-16,175.59164428710938
2020-06-17,174.50375366210938
2020-06-18,176.72894287109375
2020-06-19,182.36605834960938
2020-06-22,187.11312866210938
2020-06-23,187.65707397460938
2020-06-24,185.6296844482422
2020-06-25,204.17286682128906
2020-06-26,199.17855834960938
2020-06-29,200.31588745117188
2020-06-30,202.29385375976562
2020-07-01,198.78298950195312
2020-07-02,197.29953002929688
2020-07-03,198.3874053955078
2020-07-06,202.1454620361328
2020-07-07,198.09071350097656
2020-07-08,197.29953002929688
2020-07-09,191.76129150390625
2020-07-10,187.85487365722656
2020-07-13,187.60765075683594
2020-07-14,191.0690155029297
2020-07-15,198.09071350097656
2020-07-16,199.92030334472656
2020-07-17,187.90431213378906
2020-07-20,186.3219757080078
2020-07-21,185.8274688720703
2020-07-22,187.31092834472656
2020-07-23,188.74496459960938
2020-07-24,186.12416076660156
2020-07-27,183.70120239257812
2020-07-28,182.6627655029297
2020-07-29,181.4760284423828
2020-07-30,180.83319091796875
2020-07-31,180.73428344726562
2020-08-03,180.58596801757812
2020-08-04,178.65744018554688
2020-08-05,177.02565002441406
2020-08-06,177.66845703125
2020-08-07,177.52012634277344
2020-08-10,179.84420776367188
2020-08-11,185.2835693359375
2020-08-12,184.83851623535156
2020-08-13,184.93739318847656
2020-08-14,187.06369018554688
2020-08-17,190.0800323486328
2020-08-18,190.0305938720703
2020-08-19,194.97543334960938
2020-08-20,211.73851013183594
2020-08-21,224.29840087890625
2020-08-24,225.28738403320312
2020-08-25,215.9416046142578
2020-08-26,218.51295471191406
2020-08-27,217.07891845703125
2020-08-28,212.28244018554688
2020-08-31,195.76663208007812
2020-09-01,199.67308044433594
2020-09-02,197.6951141357422
2020-09-03,197.497314453125
2020-09-04,193.3931121826172
2020-09-07,197.29953002929688
2020-09-08,196.0138702392578
2020-09-09,191.66241455078125
2020-09-10,193.1953125
2020-09-11,190.0305938720703
2020-09-14,195.96441650390625
2020-09-15,197.497314453125
2020-09-16,197.3984375
2020-09-17,205.35963439941406
2020-09-18,202.6894073486328
2020-09-21,193.68978881835938
2020-09-22,186.81643676757812
2020-09-23,187.90431213378906
2020-09-24,181.03099060058594
2020-09-25,185.2835693359375
2020-09-28,185.0857391357422
2020-09-29,187.9537811279297
2020-09-30,186.66810607910156
2020-10-01,184.88796997070312
2020-10-05,185.3329620361328
2020-10-06,181.82215881347656
2020-10-07,181.87159729003906
2020-10-08,182.5144500732422
2020-10-09,181.03099060058594
2020-10-12,181.4760284423828
2020-10-13,183.10780334472656
2020-10-14,178.06407165527344
2020-10-15,175.78941345214844
2020-10-16,174.50375366210938
2020-10-19,176.23446655273438
2020-10-20,177.22344970703125
2020-10-21,178.75633239746094
2020-10-22,185.13519287109375
2020-10-23,186.47030639648438
2020-10-26,180.7837371826172
2020-10-27,181.12986755371094
2020-10-28,181.22877502441406
2020-10-29,176.87730407714844
2020-10-30,177.1739959716797
2020-11-02,173.86094665527344
2020-11-03,175.59164428710938
2020-11-04,174.05873107910156
2020-11-05,174.70155334472656
2020-11-06,176.38282775878906
2020-11-09,180.33871459960938
2020-11-10,181.5254669189453
2020-11-11,184.34402465820312
2020-11-12,184.4429473876953
2020-11-13,187.5087432861328
2020-11-14,189.3383331298828
2020-11-17,194.38206481933594
2020-11-18,197.7445831298828
2020-11-19,198.93133544921875
2020-11-20,198.4368438720703
2020-11-23,199.92030334472656
2020-11-24,201.40374755859375
2020-11-25,208.57379150390625
2020-11-26,210.55172729492188
2020-11-27,209.36495971679688
2020-12-01,210.25506591796875
2020-12-02,210.20558166503906
2020-12-03,214.1614990234375
2020-12-04,219.6502685546875
2020-12-07,224.49620056152344
2020-12-08,234.7320556640625
2020-12-09,229.3916015625
2020-12-10,221.8260040283203
2020-12-11,220.34255981445312
2020-12-14,220.39199829101562
2020-12-15,220.04583740234375
2020-12-16,231.4189910888672
2020-12-17,229.24327087402344
2020-12-18,232.85301208496094
2020-12-21,208.8704833984375
2020-12-22,204.716796875
2020-12-23,213.0736083984375
2020-12-24,216.04051208496094
2020-12-28,212.52967834472656
2020-12-29,213.17251586914062
2020-12-30,216.7327880859375
2020-12-31,212.57911682128906
2021-01-01,218.16680908203125
2021-01-04,226.22689819335938
2021-01-05,237.35281372070312
2021-01-06,235.91883850097656
2021-01-07,237.79786682128906
2021-01-08,241.2592315673828
2021-01-11,230.7267303466797
2021-01-12,232.01239013671875
2021-01-13,228.748779296875
2021-01-14,226.37522888183594
2021-01-15,224.34786987304688
2021-01-18,222.46881103515625
2021-01-19,222.76551818847656
2021-01-20,221.3314971923828
2021-01-21,217.07891845703125
2021-01-22,217.12838745117188
2021-01-25,225.6829833984375
2021-01-27,220.8370361328125
2021-01-28,214.26036071777344
2021-01-29,214.80430603027344
2021-02-01,230.38058471679688
2021-02-02,241.90208435058594
2021-02-03,266.032958984375
2021-02-04,276.614990234375
2021-02-05,277.10943603515625
2021-02-08,282.0542907714844
2021-02-09,287.5924987792969
2021-02-10,296.6416015625
2021-02-11,304.30609130859375
2021-02-12,309.3003845214844
2021-02-15,318.5472412109375
2021-02-16,311.37725830078125
2021-02-17,309.05316162109375
2021-02-18,302.6742858886719
2021-02-19,290.4110412597656
2021-02-22,284.5267028808594
2021-02-23,280.9664001464844
2021-02-24,286.90020751953125
2021-02-25,283.0926818847656
2021-02-26,281.8564758300781
2021-03-01,278.6917724609375
2021-03-02,283.14208984375
2021-03-03,285.56512451171875
2021-03-04,285.8123779296875
2021-03-05,281.1642150878906
2021-03-08,297.9272155761719
2021-03-09,292.5868225097656
2021-03-10,283.24102783203125
2021-03-12,271.9173583984375
2021-03-15,278.9884948730469
2021-03-16,280.07635498046875
2021-03-17,277.2082824707031
2021-03-18,267.1702575683594
2021-03-19,267.318603515625
2021-03-22,258.9123840332031
2021-03-23,285.2189636230469
2021-03-24,276.9610900878906
2021-03-25,277.10943603515625
2021-03-26,287.4441223144531
2021-03-30,287.7408447265625
2021-03-31,294.8119812011719
2021-04-01,292.2901306152344
2021-04-05,288.0375671386719
2021-04-06,286.1585388183594
2021-04-07,287.88922119140625
2021-04-08,280.4719543457031
2021-04-09,281.41143798828125
2021-04-12,251.6434326171875
2021-04-13,269.0492858886719
2021-04-15,263.8572082519531
2021-04-16,262.7198486328125
2021-04-19,264.8956298828125
2021-04-20,262.76934814453125
2021-04-22,269.8899230957031
2021-04-23,268.2581481933594
2021-04-26,265.5879211425781
2021-04-27,271.867919921875
2021-04-28,268.75262451171875
2021-04-29,270.236083984375
2021-04-30,274.0436096191406
2021-05-03,286.20794677734375
2021-05-04,285.0706481933594
2021-05-05,282.3509826660156
2021-05-06,278.7412414550781
2021-05-07,280.4224548339844
2021-05-10,273.00518798828125
2021-05-11,276.1699523925781
2021-05-12,289.3726806640625
2021-05-14,328.9808654785156
2021-05-17,342.430908203125
2021-05-18,338.02996826171875
2021-05-19,336.0025939941406
2021-05-20,354.6941223144531
2021-05-21,354.496337890625
2021-05-24,369.38031005859375
2021-05-25,359.8861999511719
2021-05-26,365.72113037109375
2021-05-27,386.1928405761719
2021-05-28,379.7150573730469
2021-05-31,389.30810546875
2021-06-01,380.5061950683594
2021-06-02,395.04412841796875
2021-06-03,404.58770751953125
2021-06-04,415.2191162109375
2021-06-07,419.1749572753906
2021-06-08,418.48272705078125
2021-06-09,406.1700439453125
2021-06-10,404.8843688964844
2021-06-11,397.2198181152344
2021-06-14,391.4837951660156
2021-06-15,390.3464660644531
2021-06-16,399.0494079589844
2021-06-17,396.0330810546875
2021-06-18,394.1540222167969
2021-06-21,385.747802734375
2021-06-22,372.74285888671875
2021-06-23,358.5016784667969
2021-06-24,356.4248352050781
2021-06-25,379.9128723144531
2021-06-28,384.31378173828125
2021-06-29,397.5165710449219
2021-06-30,401.17572021484375
2021-07-01,398.1098937988281
2021-07-02,405.0326843261719
2021-07-05,408.54351806640625
2021-07-06,455.5196533203125
2021-07-07,470.1069641113281
2021-07-08,493.594970703125
2021-07-09,489.9852600097656
2021-07-12,476.6341247558594
2021-07-13,474.7550964355469
2021-07-14,482.0735168457031
2021-07-15,484.9909362792969
2021-07-16,489.5401916503906
2021-07-19,488.8973693847656
2021-07-20,469.0685119628906
2021-07-22,481.6284484863281
2021-07-23,474.1617126464844
2021-07-26,501.3089294433594
2021-07-27,521.8795166015625
2021-07-28,507.7372741699219
2021-07-29,511.8908996582031
2021-07-30,522.1762084960938
2021-08-02,535.5767822265625
2021-08-03,542.8952026367188
2021-08-04,584.5308227539062
2021-08-05,566.0864868164062
2021-08-06,564.2568359375
2021-08-09,559.905517578125
2021-08-10,526.5771484375
2021-08-11,522.5223388671875
2021-08-12,536.4668579101562
2021-08-13,524.9947509765625
2021-08-16,556.8395385742188
2021-08-17,577.855224609375
2021-08-18,576.9652099609375
2021-08-20,551.2520141601562
2021-08-23,525.9342651367188
2021-08-24,551.7464599609375
2021-08-25,547.7410888671875
2021-08-26,542.400634765625
2021-08-27,549.5812377929688
2021-08-30,550.1754150390625
2021-08-31,555.6722412109375
2021-09-01,574.8862915039062
2021-09-02,569.4390258789062
2021-09-03,565.6754760742188
2021-09-06,580.5811767578125
2021-09-07,576.124267578125
2021-09-08,586.5236206054688
2021-09-09,596.3782348632812
2021-09-13,592.9613647460938
2021-09-14,603.5587158203125
2021-09-15,632.1817016601562
2021-09-16,651.8910522460938
2021-09-17,646.3941650390625
2021-09-20,624.0602416992188
2021-09-21,612.224853515625
2021-09-22,620.0986938476562
2021-09-23,637.48046875
2021-09-24,627.8734130859375
2021-09-27,623.5650634765625
2021-09-28,628.6162109375
2021-09-29,635.5986938476562
2021-09-30,640.8973999023438
2021-10-01,649.0682983398438
2021-10-04,673.7296142578125
2021-10-05,678.5330810546875
2021-10-06,687.4963989257812
2021-10-07,693.2407836914062
2021-10-08,691.5570678710938
2021-10-11,678.6817016601562
2021-10-12,662.6864624023438
2021-10-13,679.1768798828125
2021-10-14,695.6177368164062
2021-10-18,723.7455444335938
2021-10-19,735.5315551757812
2021-10-20,709.830322265625
2021-10-21,717.0603637695312
2021-10-22,721.8143310546875
2021-10-25,705.9180908203125
2021-10-26,802.4835205078125
2021-10-27,787.28076171875
2021-10-28,771.4340209960938
2021-10-29,730.0842895507812
2021-11-01,745.237548828125
2021-11-02,765.590576171875
2021-11-03,768.71044921875
2021-11-04,777.8717651367188
2021-11-08,780.6449584960938
2021-11-09,727.5586547851562
2021-11-10,733.2535400390625
2021-11-11,706.7598876953125
2021-11-12,691.3589477539062
2021-11-15,711.0682373046875
2021-11-16,690.7647705078125
2021-11-17,671.253662109375
2021-11-18,660.4085693359375
2021-11-22,617.424560546875
2021-11-23,623.0699462890625
2021-11-24,637.1337890625
2021-11-25,628.3191528320312
2021-11-26,605.4404907226562
2021-11-29,580.1354370117188
2021-11-30,596.9229736328125
2021-12-01,604.4500732421875
2021-12-02,617.5731201171875
2021-12-03,619.9501342773438
2021-12-06,606.0842895507812
2021-12-07,600.736083984375
2021-12-08,616.4342041015625
2021-12-09,613.0172119140625
2021-12-10,610.0955810546875
2021-12-13,600.042724609375
2021-12-14,603.9053955078125
2021-12-15,596.3286743164062
2021-12-16,602.5684204101562
2021-12-17,588.8511352539062
2021-12-20,570.7265014648438
2021-12-21,570.5283813476562
2021-12-22,563.0012817382812
2021-12-23,588.2567749023438
2021-12-24,586.2265625
2021-12-27,589.8909912109375
