Date,TORNTPOWER
2006-11-28,48.529296875
2006-11-29,58.23514938354492
2006-11-30,57.756710052490234
2006-12-01,57.41496276855469
2006-12-04,58.26934814453125
2006-12-05,57.48329544067383
2006-12-06,55.33024215698242
2006-12-07,53.51894760131836
2006-12-08,55.193546295166016
2006-12-11,52.383567810058594
2006-12-12,48.8797607421875
2006-12-13,49.98987579345703
2006-12-14,52.21009826660156
2006-12-15,52.41825866699219
2006-12-18,52.34885787963867
2006-12-19,50.12864303588867
2006-12-20,50.37147903442383
2006-12-21,50.440853118896484
2006-12-22,49.98987579345703
2006-12-26,50.302101135253906
2006-12-27,49.19198226928711
2006-12-28,48.15123748779297
2006-12-29,50.54493713378906
2007-01-02,51.342830657958984
2007-01-03,51.06529998779297
2007-01-04,55.2629280090332
2007-01-05,53.597747802734375
2007-01-08,55.2629280090332
2007-01-09,55.40169906616211
2007-01-10,53.354915618896484
2007-01-11,55.05477523803711
2007-01-12,55.40169906616211
2007-01-15,55.88736343383789
2007-01-16,55.05477523803711
2007-01-17,54.707855224609375
2007-01-18,54.46502685546875
2007-01-19,53.424293518066406
2007-01-22,53.73651885986328
2007-01-23,53.14677047729492
2007-01-24,52.83454132080078
2007-01-25,53.04269790649414
2007-01-29,53.45899200439453
2007-01-31,52.175418853759766
2007-02-01,51.48158645629883
2007-02-02,50.96121597290039
2007-02-05,52.765174865722656
2007-02-06,52.765174865722656
2007-02-07,51.759117126464844
2007-02-08,51.23875045776367
2007-02-09,49.95518493652344
2007-02-12,48.3246955871582
2007-02-13,48.18593215942383
2007-02-14,48.18593215942383
2007-02-15,49.57357406616211
2007-02-19,49.71235275268555
2007-02-20,48.602230072021484
2007-02-21,48.25532150268555
2007-02-22,47.17988967895508
2007-02-23,45.86163330078125
2007-02-26,46.6942253112793
2007-02-27,47.804344177246094
2007-02-28,47.145206451416016
2007-03-01,46.277923583984375
2007-03-02,45.30657958984375
2007-03-05,42.21906661987305
2007-03-06,43.121036529541016
2007-03-07,41.31710433959961
2007-03-08,41.45585632324219
2007-03-09,41.0048828125
2007-03-12,42.60067367553711
2007-03-13,44.05769729614258
2007-03-14,42.32313537597656
2007-03-15,42.49660110473633
2007-03-16,42.77412796020508
2007-03-19,42.32313537597656
2007-03-20,42.010929107666016
2007-03-21,42.045616149902344
2007-03-22,42.25374984741211
2007-03-23,41.93947982788086
2007-03-26,41.31090545654297
2007-03-28,40.29821014404297
2007-03-29,40.75218200683594
2007-03-30,41.345829010009766
2007-04-02,40.22836685180664
2007-04-03,39.73948287963867
2007-04-04,40.22836685180664
2007-04-05,40.22836685180664
2007-04-09,41.2759895324707
2007-04-10,42.77757263183594
2007-04-11,44.41883087158203
2007-04-12,44.13947296142578
2007-04-13,44.97756576538086
2007-04-16,45.36168670654297
2007-04-17,44.24422836303711
2007-04-18,44.97756576538086
2007-04-19,45.955322265625
2007-04-20,45.745811462402344
2007-04-23,48.22516632080078
2007-04-24,49.16800308227539
2007-04-25,48.60928726196289
2007-04-26,48.01564407348633
2007-04-27,46.79342269897461
2007-04-30,46.968017578125
2007-05-03,47.31722640991211
2007-05-04,46.4442138671875
2007-05-07,47.701358795166016
2007-05-08,48.53944396972656
2007-05-09,48.36484909057617
2007-05-10,47.526756286621094
2007-05-11,47.037864685058594
2007-05-14,47.10770797729492
2007-05-15,47.212467193603516
2007-05-16,51.577518463134766
2007-05-17,50.250545501708984
2007-05-18,49.06325912475586
2007-05-21,49.86642837524414
2007-05-22,52.72990036010742
2007-05-23,53.53306579589844
2007-05-24,51.99656295776367
2007-05-25,53.88228225708008
2007-05-28,54.6156005859375
2007-05-29,54.37116622924805
2007-05-30,50.42515182495117
2007-05-31,48.120399475097656
2007-06-01,47.806114196777344
2007-06-04,48.74897384643555
2007-06-05,47.945796966552734
2007-06-06,47.037864685058594
2007-06-07,47.072776794433594
2007-06-08,45.60612487792969
2007-06-11,43.54582595825195
2007-06-12,42.707725524902344
2007-06-13,43.336299896240234
2007-06-14,45.01247024536133
2007-06-15,45.326759338378906
2007-06-18,44.97756576538086
2007-06-19,45.08232116699219
2007-06-20,45.955322265625
2007-06-21,45.955322265625
2007-06-22,46.33945083618164
2007-06-25,47.072776794433594
2007-06-26,46.828346252441406
2007-06-27,48.120399475097656
2007-06-28,50.0410270690918
2007-06-29,49.552127838134766
2007-07-02,49.86642837524414
2007-07-03,49.93626403808594
2007-07-04,49.06325912475586
2007-07-05,48.92356872558594
2007-07-06,48.888648986816406
2007-07-09,49.377532958984375
2007-07-10,48.295005798339844
2007-07-11,48.993412017822266
2007-07-12,51.437843322753906
2007-07-13,49.97118377685547
2007-07-16,52.10132598876953
2007-07-17,52.45055389404297
2007-07-18,52.310848236083984
2007-07-19,53.1489372253418
2007-07-20,53.74258041381836
2007-07-23,52.834659576416016
2007-07-24,51.926727294921875
2007-07-25,51.437843322753906
2007-07-26,51.19340896606445
2007-07-27,49.02833557128906
2007-07-30,48.71405029296875
2007-07-31,49.20293045043945
2007-08-01,47.945796966552734
2007-08-02,47.4219856262207
2007-08-03,47.91086959838867
2007-08-06,47.98072052001953
2007-08-07,48.01564407348633
2007-08-08,48.32990646362305
2007-08-09,48.53944396972656
2007-08-10,48.57436752319336
2007-08-13,54.02195358276367
2007-08-14,60.83144760131836
2007-08-16,58.80605697631836
2007-08-17,57.47908020019531
2007-08-20,59.644161224365234
2007-08-21,54.96480941772461
2007-08-22,55.69813919067383
2007-08-23,54.02195358276367
2007-08-24,54.65052795410156
2007-08-27,55.872737884521484
2007-08-28,59.01558303833008
2007-08-29,57.89813995361328
2007-08-30,57.09496307373047
2007-08-31,58.701297760009766
2007-09-03,59.364803314208984
2007-09-04,59.783836364746094
2007-09-05,62.92668533325195
2007-09-06,62.961605072021484
2007-09-07,60.83144760131836
2007-09-10,64.2187271118164
2007-09-11,64.323486328125
2007-09-12,63.45046615600586
2007-09-13,64.7076187133789
2007-09-14,62.99650955200195
2007-09-17,63.72986602783203
2007-09-18,64.39334106445312
2007-09-19,64.39334106445312
2007-09-20,63.1362190246582
2007-09-21,63.066349029541016
2007-09-24,66.38380432128906
2007-09-25,65.266357421875
2007-09-26,67.396484375
2007-09-27,65.51078033447266
