Date,NAM-INDIA
2018-03-01,215.21493530273438
2018-03-05,210.4305877685547
2018-03-06,207.90008544921875
2018-03-07,203.0366973876953
2018-03-08,205.804443359375
2018-03-09,204.30197143554688
2018-03-12,202.72036743164062
2018-03-13,203.11575317382812
2018-03-14,202.44363403320312
2018-03-15,201.4946746826172
2018-03-16,202.20635986328125
2018-03-19,201.61325073242188
2018-03-20,201.25738525390625
2018-03-21,200.74339294433594
2018-03-22,200.42703247070312
2018-03-23,192.75633239746094
2018-03-26,191.17477416992188
2018-03-27,196.6707763671875
2018-03-28,195.68228149414062
2018-04-02,201.33648681640625
2018-04-03,202.68081665039062
2018-04-04,199.5967254638672
2018-04-05,202.75990295410156
2018-04-06,203.35299682617188
2018-04-09,204.42059326171875
2018-04-10,205.88357543945312
2018-04-11,205.96266174316406
2018-04-12,205.21139526367188
2018-04-13,205.05320739746094
2018-04-16,204.65780639648438
2018-04-17,204.69735717773438
2018-04-18,203.0762176513672
2018-04-19,203.5111846923828
2018-04-20,202.6412811279297
2018-04-23,203.27389526367188
2018-04-24,202.52268981933594
2018-04-25,200.9410858154297
2018-04-26,200.38751220703125
2018-04-27,200.0316925048828
2018-04-30,200.9015350341797
2018-05-02,197.46157836914062
2018-05-03,194.41700744628906
2018-05-04,190.8979949951172
2018-05-07,195.99859619140625
2018-05-08,195.7613525390625
2018-05-09,194.49610900878906
2018-05-10,193.90298461914062
2018-05-11,193.46807861328125
2018-05-14,195.28689575195312
2018-05-15,195.84043884277344
2018-05-16,192.04464721679688
2018-05-17,187.41847229003906
2018-05-18,189.86996459960938
2018-05-21,186.54859924316406
2018-05-22,182.2783203125
2018-05-23,179.8663787841797
2018-05-24,177.45445251464844
2018-05-25,174.52850341796875
2018-05-28,178.71974182128906
2018-05-29,174.60760498046875
2018-05-30,175.08206176757812
2018-05-31,177.2172393798828
2018-06-01,164.72268676757812
2018-06-04,167.84629821777344
2018-06-05,171.80029296875
2018-06-06,173.1446075439453
2018-06-07,172.51197814941406
2018-06-08,170.77224731445312
2018-06-11,174.2517547607422
2018-06-12,174.5680694580078
2018-06-13,171.7607421875
2018-06-14,171.7607421875
2018-06-15,170.25820922851562
2018-06-18,170.17913818359375
2018-06-19,170.81178283691406
2018-06-20,172.90737915039062
2018-06-21,172.39337158203125
2018-06-22,170.25820922851562
2018-06-25,171.80029296875
2018-06-26,172.39337158203125
2018-06-27,174.76577758789062
2018-06-28,173.81678771972656
2018-06-29,181.32937622070312
2018-07-02,178.71974182128906
2018-07-03,185.79737854003906
2018-07-04,180.34085083007812
2018-07-05,183.6226806640625
2018-07-06,187.26034545898438
2018-07-09,185.87643432617188
2018-07-10,185.1647186279297
2018-07-11,181.80384826660156
2018-07-12,179.74777221679688
2018-07-13,176.42645263671875
2018-07-16,174.8448486328125
2018-07-17,174.92388916015625
2018-07-18,173.93544006347656
2018-07-19,176.07057189941406
2018-07-20,172.2352294921875
2018-07-23,172.39337158203125
2018-07-24,181.68519592285156
2018-07-25,186.4299774169922
2018-07-26,188.64422607421875
2018-07-27,199.9921112060547
2018-07-30,199.79441833496094
2018-07-31,199.95260620117188
2018-08-01,198.1732940673828
2018-08-02,201.05970764160156
2018-08-03,212.40762329101562
2018-08-06,204.10427856445312
2018-08-07,194.21932983398438
2018-08-08,193.4285430908203
2018-08-09,192.5586395263672
2018-08-10,188.05113220214844
2018-08-13,180.34085083007812
2018-08-14,182.23878479003906
2018-08-16,187.3394012451172
2018-08-17,185.04611206054688
2018-08-20,186.7858428955078
2018-08-21,189.4745635986328
2018-08-23,187.89295959472656
2018-08-24,186.706787109375
2018-08-27,187.49758911132812
2018-08-28,186.15322875976562
2018-08-29,185.24380493164062
2018-08-30,185.63917541503906
2018-08-31,186.4299774169922
2018-09-03,184.2157745361328
2018-09-04,180.45948791503906
2018-09-05,178.24525451660156
2018-09-06,179.1942138671875
2018-09-07,180.34085083007812
2018-09-10,174.44949340820312
2018-09-11,173.7377471923828
2018-09-12,176.55789184570312
2018-09-14,177.5906219482422
2018-09-17,174.13490295410156
2018-09-18,169.72593688964844
2018-09-19,150.10401916503906
2018-09-21,145.33753967285156
2018-09-24,137.2742462158203
2018-09-25,142.0804443359375
2018-09-26,146.13194274902344
2018-09-27,141.60377502441406
2018-09-28,138.74391174316406
2018-10-01,132.0708770751953
2018-10-03,124.24593353271484
2018-10-04,124.36505889892578
2018-10-05,119.8369369506836
2018-10-08,117.4934310913086
2018-10-09,117.4934310913086
2018-10-10,122.65705871582031
2018-10-11,122.10099029541016
2018-10-12,126.5497055053711
2018-10-15,130.48202514648438
2018-10-16,131.39561462402344
2018-10-17,127.0263671875
2018-10-19,124.04730987548828
2018-10-22,126.5497055053711
2018-10-23,127.0263671875
2018-10-24,127.38383483886719
2018-10-25,126.66887664794922
2018-10-26,126.86743927001953
2018-10-29,125.79501342773438
2018-10-30,125.55669403076172
2018-10-31,132.46804809570312
2018-11-01,134.6129913330078
2018-11-02,132.62692260742188
2018-11-05,131.83253479003906
2018-11-06,128.9329376220703
2018-11-07,132.9844207763672
2018-11-09,135.6060028076172
2018-11-12,134.65269470214844
2018-11-13,130.24371337890625
2018-11-14,133.85829162597656
2018-11-15,137.07566833496094
2018-11-16,134.4143524169922
2018-11-19,134.4143524169922
2018-11-20,132.78582763671875
2018-11-21,132.8652801513672
2018-11-22,130.6409149169922
2018-11-26,127.93990325927734
2018-11-27,132.50779724121094
2018-11-28,136.40040588378906
2018-11-29,135.6854248046875
2018-11-30,137.03594970703125
2018-12-03,144.62258911132812
2018-12-04,144.74169921875
2018-12-05,144.38424682617188
2018-12-06,141.00799560546875
2018-12-07,141.5640411376953
2018-12-10,133.6199493408203
2018-12-11,135.2087860107422
2018-12-12,135.5265655517578
2018-12-13,134.89100646972656
2018-12-14,133.38160705566406
2018-12-17,133.5802459716797
2018-12-18,133.5802459716797
2018-12-19,133.4610595703125
2018-12-20,130.76007080078125
2018-12-21,128.97267150878906
2018-12-24,127.74130249023438
2018-12-26,124.28561401367188
2018-12-27,124.9211654663086
2018-12-28,126.19220733642578
2018-12-31,126.11276245117188
2019-01-01,126.39082336425781
2019-01-02,125.9141616821289
2019-01-03,124.00759887695312
2019-01-04,122.8954086303711
2019-01-07,124.12676239013672
2019-01-08,123.84870147705078
2019-01-09,124.84172058105469
2019-01-10,124.32532501220703
2019-01-11,122.1407241821289
2019-01-14,122.69678497314453
2019-01-15,122.81597137451172
2019-01-16,122.97486114501953
2019-01-17,121.94210052490234
2019-01-18,120.9490966796875
2019-01-21,120.98884582519531
2019-01-22,124.40475463867188
2019-01-23,118.00975799560547
2019-01-24,116.46070098876953
2019-01-25,116.57984161376953
2019-01-28,111.13810729980469
2019-01-29,111.1778564453125
2019-01-30,111.13810729980469
2019-01-31,110.65104675292969
2019-02-01,110.0015869140625
2019-02-04,106.38896942138672
2019-02-05,111.13813781738281
2019-02-06,130.29705810546875
2019-02-07,125.91326904296875
2019-02-08,133.0166778564453
2019-02-11,125.42615509033203
2019-02-12,127.69925689697266
2019-02-14,129.72877502441406
2019-02-15,122.46302032470703
2019-02-18,125.91326904296875
2019-02-19,123.7619400024414
2019-02-20,125.30439758300781
2019-02-21,150.3489990234375
2019-02-22,162.81044006347656
2019-02-25,163.90638732910156
2019-02-26,158.46725463867188
2019-02-27,147.5888214111328
2019-02-28,147.91355895996094
2019-03-01,151.4449920654297
2019-03-05,153.39337158203125
2019-03-06,149.2936553955078
2019-03-07,157.6959686279297
2019-03-08,165.24591064453125
2019-03-11,164.14996337890625
2019-03-12,163.13519287109375
2019-03-13,163.74400329589844
2019-03-14,155.2605438232422
2019-03-15,158.46725463867188
2019-03-18,156.88417053222656
2019-03-19,155.86936950683594
2019-03-20,158.34544372558594
2019-03-22,153.5963134765625
2019-03-25,153.7992401123047
2019-03-26,153.23098754882812
2019-03-27,160.49673461914062
2019-03-28,164.7993927001953
2019-04-01,164.43409729003906
2019-04-02,162.07981872558594
2019-04-03,158.79193115234375
2019-04-04,159.8067169189453
2019-04-05,159.84732055664062
2019-04-08,162.07981872558594
2019-04-09,160.86209106445312
2019-04-10,160.2938232421875
2019-04-11,158.9949188232422
2019-04-12,157.98011779785156
2019-04-15,159.68492126464844
2019-04-16,161.26797485351562
2019-04-18,154.8952178955078
2019-04-22,149.94308471679688
2019-04-23,152.86566162109375
2019-04-24,169.18325805664062
2019-04-25,165.4488525390625
2019-04-26,164.3935089111328
2019-04-30,160.65911865234375
2019-05-02,156.23471069335938
2019-05-03,156.72181701660156
2019-05-06,156.96534729003906
2019-05-07,154.24578857421875
2019-05-08,156.92477416992188
2019-05-09,156.59490966796875
2019-05-10,158.0792236328125
2019-05-13,155.60537719726562
2019-05-14,158.78013610839844
2019-05-15,159.89340209960938
2019-05-16,164.42877197265625
2019-05-17,166.57278442382812
2019-05-20,169.5001678466797
2019-05-21,170.6546173095703
2019-05-22,179.89035034179688
2019-05-23,193.37289428710938
2019-05-24,187.6829833984375
2019-05-27,183.76609802246094
2019-05-28,183.68360900878906
2019-05-29,182.81776428222656
2019-05-30,182.81776428222656
2019-05-31,181.6632843017578
2019-06-03,181.78697204589844
2019-06-04,181.1272735595703
2019-06-06,180.01405334472656
2019-06-07,180.92111206054688
2019-06-10,177.8288116455078
2019-06-11,181.2509765625
2019-06-12,179.47805786132812
2019-06-13,177.91128540039062
2019-06-14,181.58084106445312
2019-06-17,181.2097625732422
2019-06-18,181.91070556640625
2019-06-19,181.0448455810547
2019-06-20,181.1272735595703
2019-06-21,181.0448455810547
2019-06-24,180.9623565673828
2019-06-25,181.4983673095703
2019-06-26,181.1685028076172
2019-06-27,182.52915954589844
2019-06-28,182.4879150390625
2019-07-01,182.0756072998047
2019-07-02,181.8694305419922
2019-07-03,182.40545654296875
2019-07-04,182.4879150390625
2019-07-05,182.28175354003906
2019-07-08,182.2405548095703
2019-07-09,185.95126342773438
2019-07-10,185.29161071777344
2019-07-11,185.78639221191406
2019-07-12,185.6626739501953
2019-07-15,187.1470184326172
2019-07-16,187.22947692871094
2019-07-17,187.22947692871094
2019-07-18,187.22947692871094
2019-07-19,187.27069091796875
2019-07-22,187.6829833984375
2019-07-23,187.6005401611328
2019-07-24,187.3119354248047
2019-07-25,187.39439392089844
2019-07-26,187.47683715820312
2019-07-29,187.51808166503906
2019-07-30,187.51808166503906
2019-07-31,187.51808166503906
2019-08-01,187.39439392089844
2019-08-02,186.23992919921875
2019-08-05,188.75498962402344
2019-08-06,190.15684509277344
2019-08-07,191.1051483154297
2019-08-08,190.19805908203125
2019-08-09,191.02268981933594
2019-08-13,203.1858367919922
2019-08-14,198.85655212402344
2019-08-16,210.15386962890625
2019-08-19,209.98892211914062
2019-08-20,208.21597290039062
2019-08-21,192.09469604492188
2019-08-22,197.49594116210938
2019-08-23,201.9488525390625
2019-08-26,207.0615234375
2019-08-27,211.92677307128906
2019-08-28,228.33660888671875
2019-08-29,223.47142028808594
2019-08-30,225.03819274902344
2019-09-03,233.3668212890625
2019-09-04,228.04806518554688
2019-09-05,229.12001037597656
2019-09-06,233.24314880371094
2019-09-09,235.92312622070312
2019-09-11,228.66651916503906
2019-09-12,215.96737670898438
2019-09-13,216.25604248046875
2019-09-16,205.2061309814453
2019-09-17,188.42515563964844
2019-09-18,192.54827880859375
2019-09-19,190.19805908203125
2019-09-20,209.2055206298828
2019-09-23,207.26768493652344
2019-09-24,215.43138122558594
2019-09-25,216.99815368652344
2019-09-26,219.5544891357422
2019-09-27,219.18341064453125
2019-09-30,214.689208984375
2019-10-01,219.10093688964844
2019-10-03,225.12066650390625
2019-10-04,223.47142028808594
2019-10-07,228.79019165039062
2019-10-09,225.20309448242188
2019-10-10,217.7403106689453
2019-10-11,220.75018310546875
2019-10-14,220.37908935546875
2019-10-15,215.76124572753906
2019-10-16,215.01905822753906
2019-10-17,223.71881103515625
2019-10-18,237.98468017578125
2019-10-22,254.7244110107422
2019-10-23,280.2463684082031
2019-10-24,263.1767578125
2019-10-25,260.6617126464844
2019-10-27,272.28887939453125
2019-10-29,266.310302734375
2019-10-30,291.7497863769531
2019-10-31,298.63525390625
2019-11-01,293.4814758300781
2019-11-04,285.07037353515625
2019-11-05,273.93804931640625
2019-11-06,276.1232604980469
2019-11-07,276.53558349609375
2019-11-08,263.01190185546875
2019-11-11,268.2069396972656
2019-11-13,297.8519592285156
2019-11-14,295.4193115234375
2019-11-15,295.0482177734375
2019-11-18,289.89434814453125
2019-11-19,300.98553466796875
2019-11-20,298.1405334472656
2019-11-21,313.9732360839844
2019-11-22,311.37567138671875
2019-11-25,306.7990417480469
2019-11-26,306.427978515625
2019-11-27,305.6858215332031
2019-11-28,303.2119140625
2019-11-29,296.9448547363281
2019-12-02,290.4716491699219
2019-12-03,292.6568908691406
2019-12-04,287.9152526855469
2019-12-05,288.4512939453125
2019-12-06,280.9060363769531
2019-12-09,279.215576171875
2019-12-10,271.67034912109375
2019-12-11,283.50360107421875
2019-12-12,287.66790771484375
2019-12-13,286.7608642578125
2019-12-16,282.5140380859375
2019-12-17,283.1737060546875
2019-12-18,277.64886474609375
2019-12-19,278.59710693359375
2019-12-20,285.8949890136719
2019-12-23,285.8949890136719
2019-12-24,281.8131103515625
2019-12-26,287.1731262207031
2019-12-27,298.759033203125
2019-12-30,299.4187316894531
2019-12-31,292.3269958496094
2020-01-01,292.5331115722656
2020-01-02,291.66729736328125
2020-01-03,292.2033386230469
2020-01-06,279.5454406738281
2020-01-07,281.7306213378906
2020-01-08,273.2783508300781
2020-01-09,282.6789245605469
2020-01-10,282.4728088378906
2020-01-13,283.1737060546875
2020-01-14,290.5953063964844
2020-01-15,289.6058044433594
2020-01-16,287.3792724609375
2020-01-17,285.3177795410156
2020-01-20,280.3288269042969
2020-01-21,279.42169189453125
2020-01-22,285.6063537597656
2020-01-23,286.0186767578125
2020-01-24,296.5325927734375
2020-01-27,302.222412109375
2020-01-28,298.5528259277344
2020-01-29,302.5110168457031
2020-01-30,298.5115966796875
2020-01-31,299.8721923828125
2020-02-03,285.9034729003906
2020-02-04,298.91607666015625
2020-02-05,299.29022216796875
2020-02-06,301.2857360839844
2020-02-07,315.12982177734375
2020-02-10,322.6546936035156
2020-02-11,334.25384521484375
2020-02-12,332.9234619140625
2020-02-13,329.8470458984375
2020-02-14,327.3941345214844
2020-02-17,315.12982177734375
2020-02-18,325.8974914550781
2020-02-19,356.9531555175781
2020-02-20,367.22186279296875
2020-02-24,354.2508239746094
2020-02-25,350.4260559082031
2020-02-26,354.04296875
2020-02-27,347.3911437988281
2020-02-28,324.69183349609375
2020-03-02,327.2694396972656
2020-03-03,336.7897644042969
2020-03-04,327.5604248046875
2020-03-05,320.3265686035156
2020-03-06,286.277587890625
2020-03-09,246.74087524414062
2020-03-11,247.73855590820312
2020-03-12,231.56640625
2020-03-13,252.35333251953125
2020-03-16,231.275390625
2020-03-17,227.24267578125
2020-03-18,195.02297973632812
2020-03-19,195.23085021972656
2020-03-20,213.149169921875
2020-03-23,191.86334228515625
2020-03-24,178.6844482421875
2020-03-25,194.14993286132812
2020-03-26,212.19297790527344
2020-03-27,201.67481994628906
2020-03-30,190.40830993652344
2020-03-31,207.20411682128906
2020-04-01,215.1446990966797
2020-04-03,208.9086151123047
2020-04-07,223.2100372314453
2020-04-08,227.03480529785156
2020-04-09,238.63394165039062
2020-04-13,233.93609619140625
2020-04-15,234.8922882080078
2020-04-16,237.8440399169922
2020-04-17,244.95314025878906
2020-04-20,236.5968017578125
2020-04-21,220.96505737304688
2020-04-22,215.64364624023438
2020-04-23,219.01107788085938
2020-04-24,179.931640625
2020-04-27,200.2197265625
2020-04-28,195.3555450439453
2020-04-29,197.55897521972656
2020-04-30,205.16702270507812
2020-05-04,196.31178283691406
2020-05-05,193.02745056152344
2020-05-06,192.36224365234375
2020-05-07,194.64881896972656
2020-05-08,200.13653564453125
2020-05-11,198.34889221191406
2020-05-12,198.8061981201172
2020-05-13,203.29615783691406
2020-05-14,202.96359252929688
2020-05-15,202.79727172851562
2020-05-18,190.5745849609375
2020-05-19,191.78018188476562
2020-05-20,196.1454620361328
2020-05-21,198.9724884033203
2020-05-22,198.7646484375
2020-05-26,195.02297973632812
2020-05-27,198.0994415283203
2020-05-28,202.83885192871094
2020-05-29,212.19297790527344
2020-06-01,224.5404052734375
2020-06-02,230.56863403320312
2020-06-03,222.6695556640625
2020-06-04,220.09207153320312
2020-06-05,229.82028198242188
2020-06-08,246.69927978515625
2020-06-09,236.34735107421875
2020-06-10,231.1090850830078
2020-06-11,225.7045135498047
2020-06-12,229.40455627441406
2020-06-15,228.32363891601562
2020-06-16,228.73941040039062
2020-06-17,229.65399169921875
2020-06-18,232.81361389160156
2020-06-19,234.1023712158203
2020-06-22,235.89012145996094
2020-06-23,257.09271240234375
2020-06-24,259.5456237792969
2020-06-25,258.381591796875
2020-06-26,260.0860290527344
2020-06-29,259.3747253417969
2020-06-30,263.0568542480469
2020-07-01,262.72210693359375
2020-07-02,265.4417724609375
2020-07-03,262.59649658203125
2020-07-06,261.88519287109375
2020-07-07,262.638427734375
2020-07-08,253.72618103027344
2020-07-09,246.52944946289062
2020-07-10,242.88929748535156
2020-07-13,239.7929229736328
2020-07-14,241.29930114746094
2020-07-15,238.74691772460938
2020-07-16,242.42904663085938
2020-07-17,244.60475158691406
2020-07-20,240.58792114257812
2020-07-21,244.1026611328125
2020-07-22,238.3704071044922
2020-07-23,237.7846221923828
2020-07-24,234.14439392089844
2020-07-27,226.15267944335938
2020-07-28,231.8849334716797
2020-07-29,232.51266479492188
2020-07-30,224.73007202148438
2020-07-31,222.47067260742188
2020-08-03,220.5877685546875
2020-08-04,219.58360290527344
2020-08-05,218.4957275390625
2020-08-06,220.62962341308594
2020-08-07,228.412109375
2020-08-10,232.7218017578125
2020-08-11,226.48739624023438
2020-08-12,223.14010620117188
2020-08-13,225.94349670410156
2020-08-14,224.77194213867188
2020-08-17,221.80117797851562
2020-08-18,226.86399841308594
2020-08-19,228.3284454345703
2020-08-20,227.07321166992188
2020-08-21,224.8556365966797
2020-08-24,234.81385803222656
2020-08-25,232.93099975585938
2020-08-26,240.33697509765625
2020-08-27,242.7637481689453
2020-08-28,239.16539001464844
2020-08-31,228.11927795410156
2020-09-01,227.19873046875
2020-09-02,234.93939208984375
2020-09-03,231.8849334716797
2020-09-04,230.4205322265625
2020-09-07,235.6088409423828
2020-09-08,234.10255432128906
2020-09-09,231.04815673828125
2020-09-10,228.83055114746094
2020-09-11,229.08157348632812
2020-09-14,236.1109619140625
2020-09-15,238.32852172851562
2020-09-16,237.44984436035156
2020-09-17,235.81805419921875
2020-09-18,234.01885986328125
2020-09-21,228.11927795410156
2020-09-22,221.34097290039062
2020-09-23,220.33676147460938
2020-09-24,210.29481506347656
2020-09-25,213.181884765625
2020-09-28,220.33676147460938
2020-09-29,217.03126525878906
2020-09-30,219.3325653076172
2020-10-01,222.6798553466797
2020-10-05,226.27821350097656
2020-10-06,230.2113037109375
2020-10-07,224.8974151611328
2020-10-08,227.15692138671875
2020-10-09,225.52508544921875
2020-10-12,224.6045684814453
2020-10-13,223.3911590576172
2020-10-14,226.94769287109375
2020-10-15,225.98532104492188
2020-10-16,227.53346252441406
2020-10-19,228.37030029296875
2020-10-20,228.95606994628906
2020-10-21,230.0857696533203
2020-10-22,228.621337890625
2020-10-23,228.11927795410156
2020-10-26,227.4497528076172
2020-10-27,228.66314697265625
2020-10-28,228.4539794921875
2020-10-29,228.53768920898438
2020-10-30,227.49163818359375
2020-11-02,226.78033447265625
2020-11-03,230.04396057128906
2020-11-04,232.80548095703125
2020-11-05,233.14019775390625
2020-11-06,238.49594116210938
2020-11-09,242.38714599609375
2020-11-10,238.53770446777344
2020-11-11,238.57962036132812
2020-11-12,238.99803161621094
2020-11-13,239.20718383789062
2020-11-14,241.1737823486328
2020-11-17,242.01058959960938
2020-11-18,249.8767547607422
2020-11-19,241.8013916015625
2020-11-20,242.68006896972656
2020-11-23,245.06500244140625
2020-11-24,242.0942840576172
2020-11-25,244.5629119873047
2020-11-26,243.01473999023438
2020-11-27,243.01473999023438
2020-12-01,243.01473999023438
2020-12-02,241.29930114746094
2020-12-03,246.23654174804688
2020-12-04,247.19888305664062
2020-12-07,253.8516845703125
2020-12-08,254.64663696289062
2020-12-09,252.68017578125
2020-12-10,257.3663635253906
2020-12-11,256.0274353027344
2020-12-14,255.2742919921875
2020-12-15,253.89352416992188
2020-12-16,260.6300354003906
2020-12-17,263.01495361328125
2020-12-18,256.8223876953125
2020-12-21,247.32443237304688
2020-12-22,246.02735900878906
2020-12-23,253.72618103027344
2020-12-24,255.10691833496094
2020-12-28,254.89772033691406
2020-12-29,254.39564514160156
2020-12-30,251.21571350097656
2020-12-31,248.87258911132812
2021-01-01,253.43331909179688
2021-01-04,260.8392028808594
2021-01-05,260.50445556640625
2021-01-06,255.77635192871094
2021-01-07,252.97303771972656
2021-01-08,258.5798034667969
2021-01-11,258.9981994628906
2021-01-12,261.88519287109375
2021-01-13,257.1153259277344
2021-01-14,261.7597351074219
2021-01-15,277.86871337890625
2021-01-18,280.2954406738281
2021-01-19,282.0109558105469
2021-01-20,280.2536315917969
2021-01-21,276.6134033203125
2021-01-22,275.1070861816406
2021-01-25,262.9312744140625
2021-01-27,265.818359375
2021-01-28,266.15301513671875
2021-01-29,269.58404541015625
2021-02-01,276.2786865234375
2021-02-02,277.4920959472656
2021-02-03,277.11553955078125
2021-02-04,276.9062805175781
2021-02-05,278.97528076171875
2021-02-08,279.60870361328125
2021-02-09,276.315185546875
2021-02-10,269.51702880859375
2021-02-11,276.8641052246094
2021-02-12,274.6684265136719
2021-02-15,286.57562255859375
2021-02-16,291.5158386230469
2021-02-17,291.1780700683594
2021-02-18,291.72698974609375
2021-02-19,281.6776123046875
2021-02-22,271.037109375
2021-02-23,277.7507629394531
2021-02-24,283.74658203125
2021-02-25,287.6312255859375
2021-02-26,278.51080322265625
2021-03-01,291.55810546875
2021-03-02,291.8959045410156
2021-03-03,304.94317626953125
2021-03-04,305.06988525390625
2021-03-05,297.97613525390625
2021-03-08,298.9473571777344
2021-03-09,295.48492431640625
2021-03-10,298.4406433105469
2021-03-12,292.6981201171875
2021-03-15,287.2512512207031
2021-03-16,282.184326171875
2021-03-17,281.7620849609375
2021-03-18,272.8527526855469
2021-03-19,275.97735595703125
2021-03-22,283.7888488769531
2021-03-23,286.9556884765625
2021-03-24,282.9443664550781
2021-03-25,276.315185546875
2021-03-26,279.1441650390625
2021-03-30,283.91552734375
2021-03-31,285.6889343261719
2021-04-01,290.84027099609375
2021-04-05,283.3666076660156
2021-04-06,284.7178039550781
2021-04-07,287.5046081542969
2021-04-08,302.3675231933594
2021-04-09,297.80731201171875
2021-04-12,275.8929443359375
2021-04-13,277.9618835449219
2021-04-15,280.9598083496094
2021-04-16,284.760009765625
2021-04-19,274.626220703125
2021-04-20,276.7374267578125
2021-04-22,275.0061950683594
2021-04-23,275.0484619140625
2021-04-26,279.2708435058594
2021-04-27,287.6734619140625
2021-04-28,288.3068542480469
2021-04-29,289.3623962402344
2021-04-30,288.5601806640625
2021-05-03,285.9844665527344
2021-05-04,287.2090148925781
2021-05-05,286.364501953125
2021-05-06,291.8114318847656
2021-05-07,296.2027587890625
2021-05-10,295.90716552734375
2021-05-11,294.9782409667969
2021-05-12,291.2624816894531
2021-05-14,288.5179748535156
2021-05-17,292.5292663574219
2021-05-18,295.2315979003906
2021-05-19,297.0472106933594
2021-05-20,295.27374267578125
2021-05-21,296.3294372558594
2021-05-24,296.92059326171875
2021-05-25,294.3871154785156
2021-05-26,295.1471862792969
2021-05-27,293.7537841796875
2021-05-28,294.42938232421875
2021-05-31,312.88128662109375
2021-06-01,310.34783935546875
2021-06-02,314.3591613769531
2021-06-03,310.77008056640625
2021-06-04,312.1634521484375
2021-06-07,318.37042236328125
2021-06-08,317.3992919921875
2021-06-09,314.78143310546875
2021-06-10,323.2982482910156
2021-06-11,318.4192810058594
2021-06-14,317.9912414550781
2021-06-15,318.5048828125
2021-06-16,314.05377197265625
2021-06-17,308.6612548828125
2021-06-18,304.8949890136719
2021-06-21,304.76654052734375
2021-06-22,306.3929443359375
2021-06-23,306.9493408203125
2021-06-24,307.2489013671875
2021-06-25,310.03076171875
2021-06-28,315.1237487792969
2021-06-29,314.05377197265625
2021-06-30,313.4547119140625
2021-07-01,318.1624450683594
2021-07-02,319.1040344238281
2021-07-05,321.500732421875
2021-07-06,317.948486328125
2021-07-07,321.54351806640625
2021-07-08,323.212646484375
2021-07-09,323.4266357421875
2021-07-12,325.78057861328125
2021-07-13,325.3953552246094
2021-07-14,330.573974609375
2021-07-15,339.2619934082031
2021-07-16,358.3072814941406
2021-07-19,346.96563720703125
2021-07-20,340.5887145996094
2021-07-22,340.33197021484375
2021-07-23,343.8842468261719
2021-07-26,340.0751647949219
2021-07-27,333.5270080566406
2021-07-28,340.54595947265625
2021-07-29,343.0282897949219
2021-07-30,341.615966796875
2021-08-02,342.7286682128906
2021-08-03,346.1097412109375
2021-08-04,350.1327209472656
2021-08-05,344.055419921875
2021-08-06,340.33197021484375
2021-08-09,334.5541687011719
2021-08-10,331.7294616699219
2021-08-11,327.06451416015625
2021-08-12,328.94757080078125
2021-08-13,328.1344299316406
2021-08-16,330.573974609375
2021-08-17,339.5616149902344
2021-08-18,339.7327880859375
2021-08-20,334.4686279296875
