Date,BANDHANBNK
2018-07-20,659.8781127929688
2018-07-23,653.9263305664062
2018-07-24,680.3252563476562
2018-07-25,667.2697143554688
2018-07-26,637.8949584960938
2018-07-27,659.5419921875
2018-07-30,662.3739013671875
2018-07-31,673.2694702148438
2018-08-01,678.645263671875
2018-08-02,671.445556640625
2018-08-03,670.7255859375
2018-08-06,661.2699584960938
2018-08-07,648.4065551757812
2018-08-08,665.0137939453125
2018-08-09,700.4844970703125
2018-08-10,674.5654907226562
2018-08-13,658.0541381835938
2018-08-14,670.9176025390625
2018-08-16,672.5975952148438
2018-08-17,675.7174072265625
2018-08-20,671.7335205078125
2018-08-21,657.6220703125
2018-08-23,639.0468139648438
2018-08-24,647.5904541015625
2018-08-27,661.75
2018-08-28,670.0536499023438
2018-08-29,658.6781005859375
2018-08-30,650.2783813476562
2018-08-31,666.9818115234375
2018-09-03,643.8946533203125
2018-09-04,612.7438354492188
2018-09-05,609.9600219726562
2018-09-06,617.399658203125
2018-09-07,632.2791748046875
2018-09-10,620.423583984375
2018-09-11,595.4165649414062
2018-09-12,588.2648315429688
2018-09-14,600.264404296875
2018-09-17,599.4964599609375
2018-09-18,594.6005859375
2018-09-19,578.1851806640625
2018-09-21,546.7943725585938
2018-09-24,525.8192749023438
2018-09-25,544.3466186523438
2018-09-26,530.4751586914062
2018-09-27,547.5144653320312
2018-09-28,542.61865234375
2018-10-01,434.0949401855469
2018-10-03,428.5271301269531
2018-10-04,440.0466613769531
2018-10-05,440.4306640625
2018-10-08,452.3341979980469
2018-10-09,467.35760498046875
2018-10-10,491.6446838378906
2018-10-11,451.374267578125
2018-10-12,449.0703125
2018-10-15,451.9021911621094
2018-10-16,445.3744812011719
2018-10-17,436.2547912597656
2018-10-19,399.6322326660156
2018-10-22,392.5765075683594
2018-10-23,383.79290771484375
2018-10-24,377.0731506347656
2018-10-25,364.8336181640625
2018-10-26,365.2176208496094
2018-10-29,382.7369079589844
2018-10-30,369.20147705078125
2018-10-31,374.6252746582031
2018-11-01,394.8324279785156
2018-11-02,409.7598571777344
2018-11-05,418.49554443359375
2018-11-06,420.0314636230469
2018-11-07,421.7594299316406
2018-11-09,414.22369384765625
2018-11-12,408.8479309082031
2018-11-13,415.08770751953125
2018-11-14,416.2395935058594
2018-11-15,441.3426208496094
2018-11-16,457.134033203125
2018-11-19,459.0539245605469
2018-11-20,443.64654541015625
2018-11-21,448.1583557128906
2018-11-22,435.8708190917969
2018-11-26,435.390869140625
2018-11-27,446.3344421386719
2018-11-28,447.870361328125
2018-11-29,467.5016174316406
2018-11-30,464.2857360839844
2018-12-03,471.7734680175781
2018-12-04,467.6455383300781
2018-12-05,458.8619079589844
2018-12-06,451.32623291015625
2018-12-07,453.1021728515625
2018-12-10,453.1021728515625
2018-12-11,448.1583557128906
2018-12-12,453.0541687011719
2018-12-13,484.06097412109375
2018-12-14,512.4278564453125
2018-12-17,541.8507080078125
2018-12-18,548.6184692382812
2018-12-19,534.1229858398438
2018-12-20,516.07568359375
2018-12-21,505.7081298828125
2018-12-24,503.2601623535156
2018-12-26,523.515380859375
2018-12-27,518.95556640625
2018-12-28,514.3956298828125
2018-12-31,528.123291015625
2019-01-01,534.4110107421875
2019-01-02,530.0430908203125
2019-01-03,512.4278564453125
2019-01-04,507.72406005859375
2019-01-07,478.1091613769531
2019-01-08,457.949951171875
2019-01-09,437.1667785644531
2019-01-10,452.670166015625
2019-01-11,436.2068176269531
2019-01-14,425.4552917480469
2019-01-15,434.4308776855469
2019-01-16,430.68707275390625
2019-01-17,431.7430419921875
2019-01-18,422.52734375
2019-01-21,409.5198974609375
2019-01-22,392.5765075683594
2019-01-23,397.6163635253906
2019-01-24,397.3283996582031
2019-01-25,407.4559631347656
2019-01-28,400.97625732421875
2019-01-29,393.2005310058594
2019-01-30,389.6966552734375
2019-01-31,387.7767639160156
2019-02-01,388.6407165527344
2019-02-04,387.6327819824219
2019-02-05,399.96826171875
2019-02-06,422.767333984375
2019-02-07,442.01458740234375
2019-02-08,446.1424255371094
2019-02-11,445.61444091796875
2019-02-12,452.91015625
2019-02-14,460.15789794921875
2019-02-15,454.0621643066406
2019-02-18,449.5982666015625
2019-02-19,456.79803466796875
2019-02-20,458.1419982910156
2019-02-21,469.133544921875
2019-02-22,464.0937194824219
2019-02-25,460.87786865234375
2019-02-26,459.8218994140625
2019-02-27,461.06982421875
2019-02-28,460.829833984375
2019-03-01,460.829833984375
2019-03-05,467.0216369628906
2019-03-06,480.989013671875
2019-03-07,476.7652282714844
2019-03-08,482.0450134277344
2019-03-11,490.8287048339844
2019-03-12,501.24432373046875
2019-03-13,496.3004455566406
2019-03-14,493.0365905761719
2019-03-15,491.16461181640625
2019-03-18,472.6853942871094
2019-03-19,480.5570983886719
2019-03-20,477.773193359375
2019-03-22,481.7570495605469
2019-03-25,468.31756591796875
2019-03-26,468.26959228515625
2019-03-27,472.973388671875
2019-03-28,501.4362487792969
2019-04-01,508.8759460449219
2019-04-02,510.075927734375
2019-04-03,528.1712036132812
2019-04-04,523.9473266601562
2019-04-05,526.203369140625
2019-04-08,525.0993041992188
2019-04-09,530.1871337890625
2019-04-10,527.6431884765625
2019-04-11,518.043701171875
2019-04-12,512.619873046875
2019-04-15,513.3397827148438
2019-04-16,535.4189453125
2019-04-18,545.2105102539062
2019-04-22,540.0267333984375
2019-04-23,552.6982421875
2019-04-24,581.257080078125
2019-04-25,566.8096923828125
2019-04-26,575.88134765625
2019-04-30,575.4493408203125
2019-05-02,599.6884155273438
2019-05-03,597.5764770507812
2019-05-06,579.625244140625
2019-05-07,567.1937255859375
2019-05-08,548.3783569335938
2019-05-09,549.00244140625
2019-05-10,551.6903076171875
2019-05-13,531.0990600585938
2019-05-14,521.0674438476562
2019-05-15,531.5791015625
2019-05-16,535.4189453125
2019-05-17,538.538818359375
2019-05-20,580.8731079101562
2019-05-21,564.0737915039062
2019-05-22,575.5453491210938
2019-05-23,591.2886962890625
2019-05-24,572.4254760742188
2019-05-27,575.7852172851562
2019-05-28,571.1774291992188
2019-05-29,565.417724609375
2019-05-30,571.8015747070312
2019-05-31,568.0096435546875
2019-06-03,575.7373657226562
2019-06-04,568.3936157226562
2019-06-06,558.7939453125
2019-06-07,536.8588256835938
2019-06-10,530.3311157226562
2019-06-11,537.19482421875
2019-06-12,532.6830444335938
2019-06-13,524.6674194335938
2019-06-14,517.083740234375
2019-06-17,518.2836303710938
2019-06-18,536.282958984375
2019-06-19,521.7874145507812
2019-06-20,517.2505493164062
2019-06-21,512.32763671875
2019-06-24,515.3682861328125
2019-06-25,509.38348388671875
2019-06-26,516.4783325195312
2019-06-27,519.1328735351562
2019-06-28,520.0499267578125
2019-07-01,526.5656127929688
2019-07-02,539.9349365234375
2019-07-03,536.1220092773438
2019-07-04,539.8865966796875
2019-07-05,528.54443359375
2019-07-08,513.2929077148438
2019-07-09,506.0050048828125
2019-07-10,515.9956665039062
2019-07-11,536.7976684570312
2019-07-12,540.610595703125
2019-07-15,530.3302612304688
2019-07-16,532.164306640625
2019-07-17,520.6290283203125
2019-07-18,510.4452819824219
2019-07-19,509.04559326171875
2019-07-22,483.8998107910156
2019-07-23,452.7692565917969
2019-07-24,425.0171203613281
2019-07-25,445.384765625
2019-07-26,473.1851501464844
2019-07-29,475.1639404296875
2019-07-30,464.0148620605469
2019-07-31,464.0631408691406
2019-08-01,463.5804748535156
2019-08-02,448.7632751464844
2019-08-05,455.568603515625
2019-08-06,465.4145202636719
2019-08-07,460.6846008300781
2019-08-08,469.9996643066406
2019-08-09,482.1140441894531
2019-08-13,476.8531799316406
2019-08-14,480.3282775878906
2019-08-16,485.05816650390625
2019-08-19,481.0039367675781
2019-08-20,471.06146240234375
2019-08-21,449.24591064453125
2019-08-22,442.5372009277344
2019-08-23,443.8885498046875
2019-08-26,453.3483581542969
2019-08-27,457.5956726074219
2019-08-28,458.2231140136719
2019-08-29,449.24591064453125
2019-08-30,453.3001708984375
2019-09-03,438.7724914550781
2019-09-04,436.455810546875
2019-09-05,433.46343994140625
2019-09-06,434.1391296386719
2019-09-09,434.1391296386719
2019-09-11,433.51171875
2019-09-12,439.1586608886719
2019-09-13,439.3516845703125
2019-09-16,434.28387451171875
2019-09-17,431.0019226074219
2019-09-18,429.2161865234375
2019-09-19,428.54046630859375
2019-09-20,479.7008361816406
2019-09-23,508.94915771484375
2019-09-24,488.58148193359375
2019-09-25,472.6059265136719
2019-09-26,486.31304931640625
2019-09-27,481.53485107421875
2019-09-30,474.82611083984375
2019-10-01,454.0240783691406
2019-10-03,461.8912353515625
2019-10-04,467.5381774902344
2019-10-07,462.90478515625
2019-10-09,463.87005615234375
2019-10-10,489.0641174316406
2019-10-11,563.2466430664062
2019-10-14,548.9603271484375
2019-10-15,602.0513305664062
2019-10-16,563.3432006835938
2019-10-17,548.7672729492188
2019-10-18,535.4463500976562
2019-10-22,539.9349365234375
2019-10-23,536.4116821289062
2019-10-24,550.7462158203125
2019-10-25,574.20263671875
2019-10-27,571.596435546875
2019-10-29,602.5822143554688
2019-10-30,592.9293212890625
2019-10-31,591.0469970703125
2019-11-01,578.2086791992188
2019-11-04,569.5210571289062
2019-11-05,566.6251220703125
2019-11-06,562.2813110351562
2019-11-07,548.8638305664062
2019-11-08,531.6817016601562
2019-11-11,530.7646484375
2019-11-13,544.375244140625
2019-11-14,538.1973266601562
2019-11-15,540.5140380859375
2019-11-18,539.2592163085938
2019-11-19,517.63671875
2019-11-20,507.45294189453125
2019-11-21,515.41650390625
2019-11-22,508.4664611816406
2019-11-25,520.77392578125
2019-11-26,525.1658935546875
2019-11-27,533.6605224609375
2019-11-28,562.860595703125
2019-11-29,561.0265502929688
2019-12-02,548.6708374023438
2019-12-03,558.32373046875
2019-12-04,550.022216796875
2019-12-05,557.3583984375
2019-12-06,543.0238037109375
2019-12-09,524.3453979492188
2019-12-10,502.9642639160156
2019-12-11,497.12432861328125
2019-12-12,497.8482360839844
2019-12-13,497.12432861328125
2019-12-16,472.4611511230469
2019-12-17,463.33917236328125
2019-12-18,482.64495849609375
2019-12-19,500.3580322265625
2019-12-20,498.8617858886719
2019-12-23,486.2648010253906
2019-12-24,481.1004943847656
2019-12-26,483.7550354003906
2019-12-27,489.5467834472656
2019-12-30,487.1335754394531
2019-12-31,490.6086120605469
2020-01-01,485.54083251953125
2020-01-02,481.6796569824219
2020-01-03,488.58148193359375
2020-01-06,480.8109130859375
2020-01-07,476.2257995605469
2020-01-08,468.1173400878906
2020-01-09,470.19268798828125
2020-01-10,475.0673828125
2020-01-13,496.15899658203125
2020-01-14,500.55108642578125
2020-01-15,475.21221923828125
2020-01-16,459.33319091796875
2020-01-17,464.304443359375
2020-01-20,466.9107360839844
2020-01-21,460.20196533203125
2020-01-22,458.9953308105469
2020-01-23,458.6092529296875
2020-01-24,465.12493896484375
2020-01-27,458.1265869140625
2020-01-28,446.2535095214844
2020-01-29,435.49053955078125
2020-01-30,422.50738525390625
2020-01-31,434.71832275390625
2020-02-03,422.7970275878906
2020-02-04,422.700439453125
2020-02-05,414.3024597167969
2020-02-06,410.6826171875
2020-02-07,427.3338317871094
2020-02-10,441.5718688964844
2020-02-11,443.4542236328125
2020-02-12,453.4931640625
2020-02-13,436.3592834472656
2020-02-14,436.8419189453125
2020-02-17,418.8875427246094
2020-02-18,407.6902160644531
2020-02-19,400.4987487792969
2020-02-20,401.5123291015625
2020-02-24,394.0796203613281
2020-02-25,389.8805847167969
2020-02-26,380.4207763671875
2020-02-27,384.95758056640625
2020-02-28,370.18865966796875
2020-03-02,380.3724670410156
2020-03-03,386.88818359375
2020-03-04,386.5020751953125
2020-03-05,408.5107116699219
2020-03-06,389.8323059082031
2020-03-09,361.3080139160156
2020-03-11,363.0455322265625
2020-03-12,323.3238525390625
2020-03-13,316.1806945800781
2020-03-16,265.068603515625
2020-03-17,248.80345153808594
2020-03-18,216.61105346679688
2020-03-19,193.78195190429688
2020-03-20,223.56114196777344
2020-03-23,167.62258911132812
2020-03-24,155.4599609375
2020-03-25,149.37860107421875
2020-03-26,208.1165008544922
2020-03-27,240.8881072998047
2020-03-30,208.7439422607422
2020-03-31,196.6778106689453
2020-04-01,188.135009765625
2020-04-03,175.24838256835938
2020-04-07,161.44473266601562
2020-04-08,187.02491760253906
2020-04-09,185.5769805908203
2020-04-13,186.30096435546875
2020-04-15,180.31617736816406
2020-04-16,191.32044982910156
2020-04-17,208.79220581054688
2020-04-20,208.50262451171875
2020-04-21,188.5693817138672
2020-04-22,191.94790649414062
2020-04-23,194.071533203125
2020-04-24,191.56178283691406
2020-04-27,201.1181640625
2020-04-28,213.42559814453125
2020-04-29,226.3122100830078
2020-04-30,253.2438201904297
2020-05-04,232.58660888671875
2020-05-05,228.04974365234375
2020-05-06,240.64678955078125
2020-05-07,243.4461212158203
2020-05-08,231.66958618164062
2020-05-11,231.52479553222656
2020-05-12,225.78128051757812
2020-05-13,243.4461212158203
2020-05-14,243.0600128173828
2020-05-15,235.2411651611328
2020-05-18,221.63055419921875
2020-05-19,212.74989318847656
2020-05-20,214.39088439941406
2020-05-21,203.53140258789062
2020-05-22,195.90560913085938
2020-05-26,195.13336181640625
2020-05-27,211.54327392578125
2020-05-28,214.5356903076172
2020-05-29,210.57798767089844
2020-06-01,218.782958984375
2020-06-02,232.29701232910156
2020-06-03,241.5637969970703
2020-06-04,225.346923828125
2020-06-05,239.102294921875
2020-06-08,254.1125946044922
2020-06-09,250.83059692382812
2020-06-10,259.42169189453125
2020-06-11,258.2150573730469
2020-06-12,273.6596984863281
2020-06-15,259.3251037597656
2020-06-16,258.69769287109375
2020-06-17,254.06431579589844
2020-06-18,262.2210388183594
2020-06-19,280.5132751464844
2020-06-22,300.44647216796875
2020-06-23,338.6719665527344
2020-06-24,319.84881591796875
2020-06-25,323.75823974609375
2020-06-26,326.2197265625
2020-06-29,316.80816650390625
2020-06-30,308.2170715332031
2020-07-01,314.53973388671875
2020-07-02,334.23162841796875
2020-07-03,335.10040283203125
2020-07-06,344.5602111816406
2020-07-07,380.9999694824219
2020-07-08,366.13446044921875
2020-07-09,367.8719787597656
2020-07-10,360.9701843261719
2020-07-13,357.2537841796875
2020-07-14,340.16815185546875
2020-07-15,337.27227783203125
2020-07-16,330.6117858886719
2020-07-17,340.55426025390625
2020-07-20,338.3341064453125
2020-07-21,340.9404296875
2020-07-22,331.9632263183594
2020-07-23,337.8032531738281
2020-07-24,329.501708984375
2020-07-27,318.7869873046875
2020-07-28,328.7294616699219
2020-07-29,324.6752624511719
2020-07-30,326.364501953125
2020-07-31,333.1215515136719
2020-08-03,298.0815124511719
2020-08-04,296.2474670410156
2020-08-05,300.15692138671875
2020-08-06,289.6352233886719
2020-08-07,296.82666015625
2020-08-10,290.9383850097656
2020-08-11,290.1661682128906
2020-08-12,287.0289306640625
2020-08-13,280.8028259277344
2020-08-14,278.196533203125
2020-08-17,277.3277893066406
2020-08-18,278.00347900390625
2020-08-19,279.59619140625
2020-08-20,278.5826416015625
2020-08-21,281.961181640625
2020-08-24,284.7122497558594
2020-08-25,283.216064453125
2020-08-26,287.70465087890625
2020-08-27,300.3017272949219
2020-08-28,308.9410400390625
2020-08-31,295.1856384277344
2020-09-01,295.37872314453125
2020-09-02,306.4795227050781
2020-09-03,302.0392150878906
2020-09-04,303.5354309082031
2020-09-07,296.4405517578125
2020-09-08,294.8478088378906
2020-09-09,290.4075012207031
2020-09-10,296.3922424316406
2020-09-11,300.9773864746094
2020-09-14,290.9383850097656
2020-09-15,293.15850830078125
2020-09-16,294.50994873046875
2020-09-17,294.7029724121094
2020-09-18,288.38037109375
2020-09-21,267.5783996582031
2020-09-22,258.16680908203125
2020-09-23,258.6494140625
2020-09-24,245.95587158203125
2020-09-25,255.80184936523438
2020-09-28,270.715576171875
2020-09-29,264.0550537109375
2020-09-30,263.5241394042969
2020-10-01,275.8315734863281
2020-10-05,282.2025451660156
2020-10-06,295.37872314453125
2020-10-07,303.6319274902344
2020-10-08,307.7344055175781
2020-10-09,314.1535949707031
2020-10-12,316.4703063964844
2020-10-13,309.4719543457031
2020-10-14,309.61676025390625
2020-10-15,293.20684814453125
2020-10-16,302.1357421875
2020-10-19,312.46435546875
2020-10-20,308.0722351074219
2020-10-21,305.079833984375
2020-10-22,299.5294494628906
2020-10-23,297.0679626464844
2020-10-26,288.7664794921875
2020-10-27,285.9189147949219
2020-10-28,278.9205017089844
2020-10-29,283.0712890625
2020-10-30,279.4031982421875
2020-11-02,290.4557189941406
2020-11-03,297.598876953125
2020-11-04,301.7496337890625
2020-11-05,309.8580627441406
2020-11-06,319.4144287109375
2020-11-09,328.2950744628906
2020-11-10,332.9767761230469
2020-11-11,327.3780517578125
2020-11-12,326.02667236328125
2020-11-13,332.30108642578125
2020-11-14,331.6253662109375
2020-11-17,340.40948486328125
2020-11-18,348.904052734375
2020-11-19,340.3612060546875
2020-11-20,337.75494384765625
2020-11-23,341.6160888671875
2020-11-24,346.2977600097656
2020-11-25,355.3714904785156
2020-11-26,353.8270263671875
2020-11-27,354.2613830566406
2020-12-01,364.10736083984375
2020-12-02,359.3774108886719
2020-12-03,363.5281677246094
2020-12-04,379.74505615234375
2020-12-07,396.7341613769531
2020-12-08,389.8805847167969
2020-12-09,386.0677185058594
2020-12-10,400.4987487792969
2020-12-11,408.5107116699219
2020-12-14,396.0584411621094
2020-12-15,397.84423828125
2020-12-16,395.9136657714844
2020-12-17,392.24554443359375
2020-12-18,394.0313415527344
2020-12-21,361.3080139160156
2020-12-22,382.9305419921875
2020-12-23,385.19891357421875
2020-12-24,384.3301696777344
2020-12-28,392.052490234375
2020-12-29,398.8578186035156
2020-12-30,392.00421142578125
2020-12-31,388.2878723144531
2021-01-01,386.3090515136719
2021-01-04,383.2201232910156
2021-01-05,387.9017333984375
2021-01-06,382.2547912597656
2021-01-07,391.7146301269531
2021-01-08,404.8425598144531
2021-01-11,394.2243957519531
2021-01-12,377.8627624511719
2021-01-13,362.0802307128906
2021-01-14,360.1979064941406
2021-01-15,355.7575988769531
2021-01-18,343.6432189941406
2021-01-19,349.7245178222656
2021-01-20,347.3113098144531
2021-01-21,328.8742980957031
2021-01-22,303.19757080078125
2021-01-25,298.8054504394531
2021-01-27,293.15850830078125
2021-01-28,300.3499450683594
2021-01-29,298.7090148925781
2021-02-01,312.02996826171875
2021-02-02,327.5711669921875
2021-02-03,330.94964599609375
2021-02-04,334.810791015625
2021-02-05,318.11126708984375
2021-02-08,319.1730651855469
2021-02-09,316.9046936035156
2021-02-10,319.70404052734375
2021-02-11,321.1036682128906
2021-02-12,325.78533935546875
2021-02-15,328.1502990722656
2021-02-16,337.9962463378906
2021-02-17,336.1622009277344
2021-02-18,333.6524353027344
2021-02-19,325.5440368652344
2021-02-22,315.5533142089844
2021-02-23,314.0087890625
2021-02-24,323.51690673828125
2021-02-25,330.32220458984375
2021-02-26,333.26629638671875
2021-03-01,326.6541442871094
2021-03-02,333.21807861328125
2021-03-03,342.5813903808594
2021-03-04,344.9945983886719
2021-03-05,334.3281555175781
2021-03-08,339.68548583984375
2021-03-09,338.72021484375
2021-03-10,337.5618896484375
2021-03-12,337.0792236328125
2021-03-15,327.6193542480469
2021-03-16,327.7159118652344
2021-03-17,324.2408752441406
2021-03-18,325.9783935546875
2021-03-19,334.0385437011719
2021-03-22,340.3612060546875
2021-03-23,351.9929504394531
2021-03-24,345.04290771484375
2021-03-25,337.8032531738281
2021-03-26,333.6042175292969
2021-03-30,324.7718200683594
2021-03-31,327.13671875
2021-04-01,338.72021484375
2021-04-05,323.8064880371094
2021-04-06,325.88189697265625
2021-04-07,337.6101379394531
2021-04-08,342.7261962890625
2021-04-09,346.49078369140625
2021-04-12,316.1806945800781
2021-04-13,320.3797302246094
2021-04-15,314.8775939941406
2021-04-16,311.4507751464844
2021-04-19,294.31689453125
2021-04-20,298.4193420410156
2021-04-22,298.7572021484375
2021-04-23,302.57012939453125
2021-04-26,302.2804870605469
2021-04-27,307.8309326171875
2021-04-28,317.09771728515625
2021-04-29,320.5727844238281
2021-04-30,318.3043212890625
2021-05-03,307.78271484375
2021-05-04,306.62432861328125
2021-05-05,300.44647216796875
2021-05-06,284.5191955566406
2021-05-07,287.0289306640625
2021-05-10,285.67755126953125
2021-05-11,280.85113525390625
2021-05-12,278.1483154296875
2021-05-14,270.8121032714844
2021-05-17,274.4319152832031
2021-05-18,281.09246826171875
2021-05-19,279.4997253417969
2021-05-20,283.8917541503906
2021-05-21,289.2491455078125
2021-05-24,288.3321228027344
2021-05-25,283.8917541503906
2021-05-26,281.961181640625
2021-05-27,285.098388671875
2021-05-28,292.96551513671875
2021-05-31,296.7301025390625
2021-06-01,292.3380126953125
2021-06-02,300.880859375
2021-06-03,306.6726379394531
2021-06-04,303.9215087890625
2021-06-07,308.89276123046875
2021-06-08,305.5142822265625
2021-06-09,306.4795227050781
2021-06-10,309.18231201171875
2021-06-11,308.3135986328125
2021-06-14,305.85211181640625
2021-06-15,310.77508544921875
2021-06-16,309.76153564453125
2021-06-17,307.8309326171875
2021-06-18,305.6590576171875
2021-06-21,329.3086242675781
2021-06-22,330.2739562988281
2021-06-23,321.5863342285156
2021-06-24,321.82763671875
2021-06-25,321.4415283203125
2021-06-28,334.666015625
2021-06-29,324.1443176269531
2021-06-30,318.7869873046875
2021-07-01,314.9740905761719
2021-07-02,310.4855041503906
2021-07-05,311.354248046875
2021-07-06,309.2789001464844
2021-07-07,309.42364501953125
2021-07-08,303.19757080078125
2021-07-09,305.7555847167969
2021-07-12,304.6937561035156
2021-07-13,305.94866943359375
2021-07-14,306.86566162109375
2021-07-15,308.60321044921875
2021-07-16,298.4193420410156
2021-07-19,297.6954345703125
2021-07-20,292.1449890136719
2021-07-22,294.31689453125
2021-07-23,294.461669921875
2021-07-26,287.4150695800781
2021-07-27,285.4362487792969
2021-07-28,285.7740783691406
2021-07-29,283.3042297363281
2021-07-30,282.0935363769531
2021-08-02,290.132568359375
2021-08-03,291.1495666503906
2021-08-04,292.4571838378906
2021-08-05,298.5106506347656
2021-08-06,294.2974548339844
2021-08-09,291.8275451660156
2021-08-10,286.9363708496094
2021-08-11,285.91937255859375
2021-08-12,285.6772155761719
2021-08-13,284.3211975097656
2021-08-16,285.38665771484375
2021-08-17,284.2243957519531
2021-08-18,281.22186279296875
2021-08-20,269.4053649902344
2021-08-23,258.2669372558594
2021-08-24,256.4266357421875
2021-08-25,256.2813720703125
2021-08-26,256.7171936035156
2021-08-27,267.41986083984375
2021-08-30,276.9117126464844
2021-08-31,276.0400390625
2021-09-01,276.66961669921875
2021-09-02,274.68408203125
2021-09-03,276.718017578125
2021-09-06,276.5243225097656
2021-09-07,274.05450439453125
2021-09-08,276.9601745605469
2021-09-09,274.68408203125
2021-09-13,275.0230407714844
2021-09-14,275.41046142578125
2021-09-15,281.9967041015625
2021-09-16,288.2923278808594
2021-09-17,278.21929931640625
2021-09-20,272.3595275878906
2021-09-21,271.5846252441406
2021-09-22,275.07147216796875
2021-09-23,279.6721496582031
2021-09-24,273.2311706542969
2021-09-27,277.88031005859375
2021-09-28,277.6381530761719
2021-09-29,275.4588928222656
2021-09-30,274.1029357910156
2021-10-01,279.91424560546875
2021-10-04,286.06463623046875
2021-10-05,289.0187072753906
2021-10-06,296.04083251953125
2021-10-07,318.22088623046875
2021-10-08,334.9285583496094
2021-10-11,316.2353515625
2021-10-12,317.7850646972656
2021-10-13,317.83343505859375
2021-10-14,313.2327880859375
2021-10-18,321.5140380859375
2021-10-19,305.8717041015625
2021-10-20,306.64654541015625
2021-10-21,306.5497131347656
2021-10-22,313.0875244140625
2021-10-25,301.0289001464844
2021-10-26,295.7986755371094
2021-10-27,286.8394775390625
2021-10-28,288.9219055175781
2021-10-29,282.2872619628906
2021-11-01,278.7035827636719
2021-11-02,301.2226257324219
2021-11-03,290.907470703125
2021-11-04,290.0841979980469
2021-11-08,286.2099609375
2021-11-09,297.25152587890625
2021-11-10,301.367919921875
2021-11-11,297.203125
2021-11-12,301.1257629394531
2021-11-15,302.7723388671875
2021-11-16,306.3559875488281
2021-11-17,301.4163513183594
2021-11-18,295.8471374511719
2021-11-22,287.5658874511719
2021-11-23,296.8641357421875
2021-11-24,299.3823547363281
2021-11-25,305.1452941894531
2021-11-26,273.7638854980469
2021-11-29,260.39776611328125
2021-11-30,263.88458251953125
2021-12-01,267.5167236328125
2021-12-02,270.034912109375
2021-12-03,268.58209228515625
2021-12-06,262.8191833496094
2021-12-07,269.744384765625
2021-12-08,273.9576416015625
2021-12-09,272.94061279296875
2021-12-10,271.24560546875
2021-12-13,273.37646484375
2021-12-14,271.5362243652344
2021-12-15,269.16326904296875
2021-12-16,266.790283203125
2021-12-17,258.65435791015625
2021-12-20,238.79884338378906
2021-12-21,238.4598388671875
2021-12-22,244.85235595703125
2021-12-23,250.85743713378906
2021-12-24,247.0316162109375
2021-12-27,244.94920349121094
2021-12-28,245.77247619628906
2021-12-29,242.2372283935547
2021-12-30,240.9781036376953
2021-12-31,244.75547790527344
2022-01-03,244.4649200439453
2022-01-04,246.54733276367188
2022-01-05,255.16751098632812
2022-01-06,256.1361083984375
2022-01-07,262.528564453125
2022-01-10,265.3858642578125
2022-01-11,268.6305236816406
2022-01-12,274.73248291015625
2022-01-13,285.2897644042969
2022-01-14,287.2268981933594
2022-01-17,291.7307434082031
2022-01-18,285.9678039550781
2022-01-19,294.0552978515625
