Date,TEAMLEASE
2016-09-06,1106.800048828125
2016-09-07,1124.5999755859375
2016-09-08,1106.9000244140625
2016-09-09,1076.75
2016-09-12,1088.0
2016-09-14,1089.1500244140625
2016-09-15,1083.4000244140625
2016-09-16,1097.6500244140625
2016-09-19,1110.0
2016-09-20,1115.0999755859375
2016-09-21,1125.3499755859375
2016-09-22,1113.0999755859375
2016-09-23,1115.050048828125
2016-09-26,1094.0
2016-09-27,1063.0
2016-09-28,1073.449951171875
2016-09-29,1066.550048828125
2016-09-30,1065.75
2016-10-03,1097.6500244140625
2016-10-04,1074.3499755859375
2016-10-05,1064.949951171875
2016-10-06,1073.800048828125
2016-10-07,1074.0
2016-10-10,1052.3499755859375
2016-10-13,1022.5499877929688
2016-10-14,1017.2000122070312
2016-10-17,1005.75
2016-10-18,1014.5499877929688
2016-10-19,1011.8499755859375
2016-10-20,1021.2000122070312
2016-10-21,1017.5999755859375
2016-10-24,994.9500122070312
2016-10-25,1008.6500244140625
2016-10-26,1024.800048828125
2016-10-27,1020.25
2016-10-28,1013.4000244140625
2016-11-01,1019.5999755859375
2016-11-02,993.9500122070312
2016-11-03,1023.1500244140625
2016-11-04,1020.2000122070312
2016-11-07,1022.6500244140625
2016-11-08,1003.3499755859375
2016-11-09,984.2999877929688
2016-11-10,995.0999755859375
2016-11-11,980.9000244140625
2016-11-15,937.25
2016-11-16,899.0499877929688
2016-11-17,876.7999877929688
2016-11-18,881.5
2016-11-21,864.5
2016-11-22,849.0499877929688
2016-11-23,843.7999877929688
2016-11-24,840.4500122070312
2016-11-25,854.9500122070312
2016-11-28,847.2999877929688
2016-11-29,849.7000122070312
2016-11-30,868.2000122070312
2016-12-01,856.9000244140625
2016-12-02,842.4500122070312
2016-12-05,834.5499877929688
2016-12-06,878.0
2016-12-07,872.2000122070312
2016-12-08,878.2000122070312
2016-12-09,880.9000244140625
2016-12-12,870.9500122070312
2016-12-13,872.5
2016-12-14,880.0
2016-12-15,896.0
2016-12-16,890.0
2016-12-19,875.7000122070312
2016-12-20,865.5999755859375
2016-12-21,867.2999877929688
2016-12-22,882.1500244140625
2016-12-23,875.7999877929688
2016-12-26,861.9500122070312
2016-12-27,870.25
2016-12-28,874.8499755859375
2016-12-29,882.5
2016-12-30,886.25
2017-01-02,870.8499755859375
2017-01-03,878.2999877929688
2017-01-04,885.2999877929688
2017-01-05,898.3499755859375
2017-01-06,902.9500122070312
2017-01-09,891.6500244140625
2017-01-10,886.5
2017-01-11,899.8499755859375
2017-01-12,892.9500122070312
2017-01-13,892.3499755859375
2017-01-16,879.4000244140625
2017-01-17,899.5499877929688
2017-01-18,883.9000244140625
2017-01-19,885.5
2017-01-20,870.9500122070312
2017-01-23,868.0499877929688
2017-01-24,886.4000244140625
2017-01-25,912.7999877929688
2017-01-27,906.9000244140625
2017-01-30,903.0499877929688
2017-01-31,900.9500122070312
2017-02-01,887.1500244140625
2017-02-02,973.7999877929688
2017-02-03,940.6500244140625
2017-02-06,926.9500122070312
2017-02-07,931.4500122070312
2017-02-08,907.8499755859375
2017-02-09,906.4500122070312
2017-02-10,902.4000244140625
2017-02-13,880.6500244140625
2017-02-14,864.7999877929688
2017-02-15,860.2000122070312
2017-02-16,873.5999755859375
2017-02-17,872.9500122070312
2017-02-20,865.6500244140625
2017-02-21,858.6500244140625
2017-02-22,861.9500122070312
2017-02-23,861.0999755859375
2017-02-27,858.1500244140625
2017-02-28,857.2999877929688
2017-03-01,862.0999755859375
2017-03-02,871.4000244140625
2017-03-03,870.0499877929688
2017-03-06,872.9500122070312
2017-03-07,909.9000244140625
2017-03-08,910.6500244140625
2017-03-09,902.2999877929688
2017-03-10,888.5
2017-03-14,881.25
2017-03-15,916.0
2017-03-16,930.9000244140625
2017-03-17,949.5
2017-03-20,970.5999755859375
2017-03-21,972.3499755859375
2017-03-22,964.2999877929688
2017-03-23,960.5499877929688
2017-03-24,954.5499877929688
2017-03-27,937.1500244140625
2017-03-28,952.7999877929688
2017-03-29,938.0999755859375
2017-03-30,957.7000122070312
2017-03-31,972.0499877929688
2017-04-03,1000.2999877929688
2017-04-05,1004.0999755859375
2017-04-06,1005.0999755859375
2017-04-07,1022.4500122070312
2017-04-10,1037.050048828125
2017-04-11,1053.75
2017-04-12,1042.0999755859375
2017-04-13,1050.449951171875
2017-04-17,1038.5
2017-04-18,1039.050048828125
2017-04-19,1045.449951171875
2017-04-20,1039.3499755859375
2017-04-21,1091.5
2017-04-24,1085.0
2017-04-25,1087.449951171875
2017-04-26,1070.050048828125
2017-04-27,1069.0
2017-04-28,1058.449951171875
2017-05-02,1086.0999755859375
2017-05-03,1091.9000244140625
2017-05-04,1093.199951171875
2017-05-05,1094.800048828125
2017-05-08,1109.199951171875
2017-05-09,1118.75
2017-05-10,1137.4000244140625
2017-05-11,1103.550048828125
2017-05-12,1123.1500244140625
2017-05-15,1141.75
2017-05-16,1160.0999755859375
2017-05-17,1166.9000244140625
2017-05-18,1205.1500244140625
2017-05-19,1168.949951171875
2017-05-22,1163.800048828125
2017-05-23,1145.199951171875
2017-05-24,1140.75
2017-05-25,1155.4000244140625
2017-05-26,1155.6500244140625
2017-05-29,1155.199951171875
2017-05-30,1160.199951171875
2017-05-31,1167.199951171875
2017-06-01,1205.9000244140625
2017-06-02,1195.25
2017-06-05,1198.550048828125
2017-06-06,1220.199951171875
2017-06-07,1238.199951171875
2017-06-08,1261.449951171875
2017-06-09,1288.0
2017-06-12,1289.199951171875
2017-06-13,1321.199951171875
2017-06-14,1339.6500244140625
2017-06-15,1333.8499755859375
2017-06-16,1323.300048828125
2017-06-19,1313.449951171875
2017-06-20,1330.550048828125
2017-06-21,1327.5999755859375
2017-06-22,1328.949951171875
2017-06-23,1335.5
2017-06-27,1332.9000244140625
2017-06-28,1314.3499755859375
2017-06-29,1336.8499755859375
2017-06-30,1343.8499755859375
2017-07-03,1371.050048828125
2017-07-04,1414.75
2017-07-05,1436.699951171875
2017-07-06,1450.0
2017-07-07,1444.550048828125
2017-07-10,1471.050048828125
2017-07-11,1502.6500244140625
2017-07-12,1514.5
2017-07-13,1480.550048828125
2017-07-14,1457.1500244140625
2017-07-17,1505.0999755859375
2017-07-18,1485.949951171875
2017-07-19,1434.5999755859375
2017-07-20,1443.050048828125
2017-07-21,1389.949951171875
2017-07-24,1359.5999755859375
2017-07-25,1325.449951171875
2017-07-26,1334.75
2017-07-27,1297.949951171875
2017-07-28,1307.949951171875
2017-07-31,1380.5
2017-08-01,1405.0999755859375
2017-08-02,1424.6500244140625
2017-08-03,1437.9000244140625
2017-08-04,1411.550048828125
2017-08-07,1405.5
2017-08-08,1422.75
2017-08-09,1428.800048828125
2017-08-10,1414.199951171875
2017-08-11,1424.1500244140625
2017-08-14,1427.5999755859375
2017-08-16,1483.5
2017-08-17,1453.0
2017-08-18,1454.0999755859375
2017-08-21,1479.25
2017-08-22,1472.050048828125
2017-08-23,1459.5999755859375
2017-08-24,1479.050048828125
2017-08-28,1474.699951171875
2017-08-29,1487.5999755859375
2017-08-30,1494.9000244140625
2017-08-31,1485.550048828125
2017-09-01,1508.75
2017-09-04,1502.25
2017-09-05,1520.0999755859375
2017-09-06,1612.4000244140625
2017-09-07,1699.6500244140625
2017-09-08,1634.0999755859375
2017-09-11,1638.1500244140625
2017-09-12,1644.449951171875
2017-09-13,1596.550048828125
2017-09-14,1612.0999755859375
2017-09-15,1605.449951171875
2017-09-18,1570.550048828125
2017-09-19,1554.199951171875
2017-09-20,1604.300048828125
2017-09-21,1623.550048828125
2017-09-22,1589.199951171875
2017-09-25,1573.6500244140625
2017-09-26,1639.449951171875
2017-09-27,1578.050048828125
2017-09-28,1631.0
2017-09-29,1625.0
2017-10-03,1648.550048828125
2017-10-04,1638.550048828125
2017-10-05,1616.0999755859375
2017-10-06,1591.550048828125
2017-10-09,1626.4000244140625
2017-10-10,1609.949951171875
2017-10-11,1606.800048828125
2017-10-12,1605.800048828125
2017-10-13,1627.5999755859375
2017-10-16,1596.25
2017-10-17,1578.0999755859375
2017-10-18,1567.800048828125
2017-10-19,1600.1500244140625
2017-10-23,1628.75
2017-10-24,1631.800048828125
2017-10-25,1636.0
2017-10-26,1645.949951171875
2017-10-27,1640.699951171875
2017-10-30,1614.449951171875
2017-10-31,1624.800048828125
2017-11-01,1626.0999755859375
2017-11-02,1611.6500244140625
2017-11-03,1608.5999755859375
2017-11-06,1632.9000244140625
2017-11-07,1663.3499755859375
2017-11-08,1826.300048828125
2017-11-09,1886.8499755859375
2017-11-10,1870.550048828125
2017-11-13,1887.5999755859375
2017-11-14,1857.0
2017-11-15,1843.550048828125
2017-11-16,1848.199951171875
2017-11-17,1804.050048828125
2017-11-20,1860.0
2017-11-21,1885.3499755859375
2017-11-22,2082.300048828125
2017-11-23,2087.449951171875
2017-11-24,1958.8499755859375
2017-11-27,2034.3499755859375
2017-11-28,2196.699951171875
2017-11-29,2224.64990234375
2017-11-30,2226.89990234375
2017-12-01,2180.699951171875
2017-12-04,2166.25
2017-12-05,2048.10009765625
2017-12-06,2092.550048828125
2017-12-07,2098.85009765625
2017-12-08,2129.800048828125
2017-12-11,2243.10009765625
2017-12-12,2172.699951171875
2017-12-13,2144.25
2017-12-14,2048.60009765625
2017-12-15,2052.0
2017-12-18,2004.199951171875
2017-12-19,2011.75
2017-12-20,2047.0999755859375
2017-12-21,2246.35009765625
2017-12-22,2357.14990234375
2017-12-26,2468.85009765625
2017-12-27,2463.5
2017-12-28,2465.89990234375
2017-12-29,2438.949951171875
2018-01-01,2393.25
2018-01-02,2358.39990234375
2018-01-03,2320.949951171875
2018-01-04,2288.10009765625
2018-01-05,2373.25
2018-01-08,2366.10009765625
2018-01-09,2347.800048828125
2018-01-10,2306.35009765625
2018-01-11,2275.35009765625
2018-01-12,2256.800048828125
2018-01-15,2259.25
2018-01-16,2198.449951171875
2018-01-17,2260.5
2018-01-18,2257.550048828125
2018-01-19,2281.85009765625
2018-01-22,2255.699951171875
2018-01-23,2231.5
2018-01-24,2204.0
2018-01-25,2205.949951171875
2018-01-29,2262.10009765625
2018-01-30,2292.699951171875
2018-01-31,2242.10009765625
2018-02-01,2299.10009765625
2018-02-02,2198.25
2018-02-05,2109.800048828125
2018-02-06,2086.449951171875
2018-02-07,2171.0
2018-02-08,2212.10009765625
2018-02-09,2199.60009765625
2018-02-12,2195.5
2018-02-14,2185.449951171875
2018-02-15,2140.85009765625
2018-02-16,2159.949951171875
2018-02-19,2196.60009765625
2018-02-20,2150.89990234375
2018-02-21,2109.0
2018-02-22,2112.60009765625
2018-02-23,2096.64990234375
2018-02-26,2088.25
2018-02-27,2081.60009765625
2018-02-28,2069.050048828125
2018-03-01,2038.199951171875
2018-03-05,2099.550048828125
2018-03-06,2050.199951171875
2018-03-07,2150.35009765625
2018-03-08,2191.64990234375
2018-03-09,2199.050048828125
2018-03-12,2166.39990234375
2018-03-13,2090.199951171875
2018-03-14,2051.25
2018-03-15,2085.800048828125
2018-03-16,2049.199951171875
2018-03-19,2098.75
2018-03-20,2120.949951171875
2018-03-21,2171.449951171875
2018-03-22,2083.14990234375
2018-03-23,2117.0
2018-03-26,2142.699951171875
2018-03-27,2197.89990234375
2018-03-28,2221.39990234375
2018-04-02,2336.449951171875
2018-04-03,2299.949951171875
2018-04-04,2282.10009765625
2018-04-05,2276.699951171875
2018-04-06,2264.60009765625
2018-04-09,2237.39990234375
2018-04-10,2218.60009765625
2018-04-11,2222.050048828125
2018-04-12,2225.0
2018-04-13,2201.64990234375
2018-04-16,2150.199951171875
2018-04-17,2171.0
2018-04-18,2220.0
2018-04-19,2211.60009765625
2018-04-20,2204.75
2018-04-23,2251.85009765625
2018-04-24,2468.75
2018-04-25,2714.050048828125
2018-04-26,2725.25
2018-04-27,2647.89990234375
2018-04-30,2765.25
2018-05-02,2712.199951171875
2018-05-03,2940.39990234375
2018-05-04,3084.85009765625
2018-05-07,2927.75
2018-05-08,2949.25
2018-05-09,3089.75
2018-05-10,2993.89990234375
2018-05-11,2845.5
2018-05-14,2769.0
2018-05-15,2752.75
2018-05-16,2752.85009765625
2018-05-17,2895.0
2018-05-18,2757.699951171875
2018-05-21,2707.64990234375
2018-05-22,2776.85009765625
2018-05-23,2744.550048828125
2018-05-24,2750.0
2018-05-25,2744.550048828125
2018-05-28,2744.85009765625
2018-05-29,2669.89990234375
2018-05-30,2646.449951171875
2018-05-31,2723.10009765625
2018-06-01,2769.25
2018-06-04,2801.199951171875
2018-06-05,2649.35009765625
2018-06-06,2633.60009765625
2018-06-07,2817.550048828125
2018-06-08,2854.89990234375
2018-06-11,2841.949951171875
2018-06-12,2933.10009765625
2018-06-13,2932.39990234375
2018-06-14,2981.39990234375
2018-06-15,3035.60009765625
2018-06-18,3248.14990234375
2018-06-19,3095.050048828125
2018-06-20,3163.14990234375
2018-06-21,3157.75
2018-06-22,3137.64990234375
2018-06-25,2969.449951171875
2018-06-26,2969.949951171875
2018-06-27,2999.550048828125
2018-06-28,2906.35009765625
2018-06-29,2964.800048828125
2018-07-02,2895.89990234375
2018-07-03,2943.449951171875
2018-07-04,2977.199951171875
2018-07-05,2939.300048828125
2018-07-06,2916.550048828125
2018-07-09,2900.10009765625
2018-07-10,2945.300048828125
2018-07-11,2971.300048828125
2018-07-12,2876.050048828125
2018-07-13,2920.35009765625
2018-07-16,2853.199951171875
2018-07-17,2715.75
2018-07-18,2652.14990234375
2018-07-19,2684.050048828125
2018-07-20,2736.85009765625
2018-07-23,2783.89990234375
2018-07-24,2799.550048828125
2018-07-25,2685.35009765625
2018-07-26,2645.64990234375
2018-07-27,2675.050048828125
2018-07-30,2696.39990234375
2018-07-31,2718.10009765625
2018-08-01,2709.39990234375
2018-08-02,2691.75
2018-08-03,2676.449951171875
2018-08-06,2631.699951171875
2018-08-07,2492.449951171875
2018-08-08,2501.89990234375
2018-08-09,2544.10009765625
2018-08-10,2532.050048828125
2018-08-13,2552.449951171875
2018-08-14,2554.64990234375
2018-08-16,2542.64990234375
2018-08-17,2619.199951171875
2018-08-20,2634.5
2018-08-21,2618.800048828125
2018-08-23,2644.89990234375
2018-08-24,2639.699951171875
2018-08-27,2688.300048828125
2018-08-28,2636.89990234375
2018-08-29,2637.75
2018-08-30,2519.5
2018-08-31,2598.25
2018-09-03,2553.050048828125
2018-09-04,2550.64990234375
2018-09-05,2546.10009765625
2018-09-06,2510.199951171875
2018-09-07,2523.60009765625
2018-09-10,2491.550048828125
2018-09-11,2514.699951171875
2018-09-12,2458.5
2018-09-14,2489.89990234375
2018-09-17,2520.25
2018-09-18,2520.14990234375
2018-09-19,2487.050048828125
2018-09-21,2546.199951171875
2018-09-24,2534.449951171875
2018-09-25,2527.39990234375
2018-09-26,2490.35009765625
2018-09-27,2487.949951171875
2018-09-28,2465.050048828125
2018-10-01,2353.699951171875
2018-10-03,2342.199951171875
2018-10-04,2197.85009765625
2018-10-05,2304.699951171875
2018-10-08,2278.89990234375
2018-10-09,2225.39990234375
2018-10-10,2406.35009765625
2018-10-11,2419.25
2018-10-12,2473.949951171875
2018-10-15,2411.449951171875
2018-10-16,2445.199951171875
2018-10-17,2405.64990234375
2018-10-19,2415.39990234375
2018-10-22,2449.39990234375
2018-10-23,2417.75
2018-10-24,2451.85009765625
2018-10-25,2481.10009765625
2018-10-26,2514.199951171875
2018-10-29,2471.449951171875
2018-10-30,2541.699951171875
2018-10-31,2568.0
2018-11-01,2602.550048828125
2018-11-02,2652.35009765625
2018-11-05,2666.60009765625
2018-11-06,2679.050048828125
2018-11-07,2683.75
2018-11-09,2689.85009765625
2018-11-12,2829.0
2018-11-13,2802.949951171875
2018-11-14,2786.60009765625
2018-11-15,2807.75
2018-11-16,2781.14990234375
2018-11-19,2780.60009765625
2018-11-20,2804.199951171875
2018-11-21,2780.550048828125
2018-11-22,2788.39990234375
2018-11-26,2774.449951171875
2018-11-27,2793.449951171875
2018-11-28,2798.949951171875
2018-11-29,2806.89990234375
2018-11-30,2835.5
2018-12-03,2961.10009765625
2018-12-04,3016.89990234375
2018-12-05,2961.10009765625
2018-12-06,2891.0
2018-12-07,2874.60009765625
2018-12-10,2875.199951171875
2018-12-11,2852.60009765625
2018-12-12,2850.800048828125
2018-12-13,2856.39990234375
2018-12-14,2865.800048828125
2018-12-17,2877.39990234375
2018-12-18,2887.5
2018-12-19,2933.89990234375
2018-12-20,2910.89990234375
2018-12-21,2900.10009765625
2018-12-24,2870.14990234375
2018-12-26,2825.10009765625
2018-12-27,2846.949951171875
2018-12-28,2852.449951171875
2018-12-31,2863.699951171875
2019-01-01,2827.64990234375
2019-01-02,2858.14990234375
2019-01-03,2883.699951171875
2019-01-04,2837.199951171875
2019-01-07,2883.949951171875
2019-01-08,2817.89990234375
2019-01-09,2786.60009765625
2019-01-10,2820.25
2019-01-11,2758.64990234375
2019-01-14,2859.60009765625
2019-01-15,2857.050048828125
2019-01-16,2776.5
2019-01-17,2748.550048828125
2019-01-18,2698.39990234375
2019-01-21,2669.14990234375
2019-01-22,2622.050048828125
2019-01-23,2706.75
2019-01-24,2683.60009765625
2019-01-25,2621.949951171875
2019-01-28,2630.75
2019-01-29,2558.25
2019-01-30,2588.699951171875
2019-01-31,2649.64990234375
2019-02-01,2727.64990234375
2019-02-04,2747.550048828125
2019-02-05,2744.0
2019-02-06,2799.25
2019-02-07,2823.60009765625
2019-02-08,2766.800048828125
2019-02-11,2800.14990234375
2019-02-12,2840.39990234375
2019-02-14,2919.300048828125
2019-02-15,2898.199951171875
2019-02-18,3029.050048828125
2019-02-19,3105.550048828125
2019-02-20,3095.699951171875
2019-02-21,3094.949951171875
2019-02-22,3132.199951171875
2019-02-25,3112.25
2019-02-26,3098.25
2019-02-27,2916.050048828125
2019-02-28,2852.0
2019-03-01,2855.64990234375
2019-03-05,2849.550048828125
2019-03-06,2964.199951171875
2019-03-07,3021.39990234375
2019-03-08,2976.449951171875
2019-03-11,3024.199951171875
2019-03-12,2978.949951171875
2019-03-13,2974.300048828125
2019-03-14,2862.75
2019-03-15,2828.0
2019-03-18,2807.35009765625
2019-03-19,2904.050048828125
2019-03-20,2906.64990234375
2019-03-22,3000.10009765625
2019-03-25,2971.10009765625
2019-03-26,2973.25
2019-03-27,3013.25
2019-03-28,3021.449951171875
2019-04-01,3059.39990234375
2019-04-02,3025.64990234375
2019-04-03,3027.199951171875
2019-04-04,3051.89990234375
2019-04-05,3031.10009765625
2019-04-08,2998.0
2019-04-09,2969.14990234375
2019-04-10,2956.39990234375
2019-04-11,2907.10009765625
2019-04-12,2920.85009765625
2019-04-15,2923.949951171875
2019-04-16,3003.10009765625
2019-04-18,2968.75
2019-04-22,2960.64990234375
2019-04-23,2936.89990234375
2019-04-24,2981.5
2019-04-25,2975.39990234375
2019-04-26,2997.949951171875
2019-04-30,2968.050048828125
2019-05-02,3002.85009765625
2019-05-03,3017.800048828125
2019-05-06,2979.5
2019-05-07,2941.5
2019-05-08,2900.0
2019-05-09,2922.89990234375
2019-05-10,2944.800048828125
2019-05-13,2901.449951171875
2019-05-14,2889.199951171875
2019-05-15,2857.64990234375
2019-05-16,2857.85009765625
2019-05-17,2826.5
2019-05-20,2928.550048828125
2019-05-21,2901.60009765625
2019-05-22,2835.75
2019-05-23,2838.050048828125
2019-05-24,2873.199951171875
2019-05-27,2933.050048828125
2019-05-28,3086.25
2019-05-29,2977.199951171875
2019-05-30,2969.0
2019-05-31,3000.550048828125
2019-06-03,3010.64990234375
2019-06-04,2958.60009765625
2019-06-06,2954.199951171875
2019-06-07,2926.10009765625
2019-06-10,2859.60009765625
2019-06-11,2885.25
2019-06-12,2949.85009765625
2019-06-13,2987.699951171875
2019-06-14,3099.10009765625
2019-06-17,3048.75
2019-06-18,2999.85009765625
2019-06-19,2971.699951171875
2019-06-20,2956.800048828125
2019-06-21,2977.75
2019-06-24,2995.85009765625
2019-06-25,2971.75
2019-06-26,2944.5
2019-06-27,2939.64990234375
2019-06-28,2945.699951171875
2019-07-01,3016.199951171875
2019-07-02,3045.10009765625
2019-07-03,3078.699951171875
2019-07-04,3061.10009765625
2019-07-05,3033.14990234375
2019-07-08,3000.0
2019-07-09,3000.89990234375
2019-07-10,2985.949951171875
2019-07-11,2977.14990234375
2019-07-12,2994.800048828125
2019-07-15,2966.449951171875
2019-07-16,2999.64990234375
2019-07-17,2996.699951171875
2019-07-18,2997.75
2019-07-19,2945.89990234375
2019-07-22,2900.300048828125
2019-07-23,2889.75
2019-07-24,2809.89990234375
2019-07-25,2799.60009765625
2019-07-26,2812.60009765625
2019-07-29,2673.35009765625
2019-07-30,2674.85009765625
2019-07-31,2668.699951171875
2019-08-01,2699.449951171875
2019-08-02,2663.300048828125
2019-08-05,2652.85009765625
2019-08-06,2685.14990234375
2019-08-07,2685.39990234375
2019-08-08,2679.5
2019-08-09,2692.85009765625
2019-08-13,2638.699951171875
2019-08-14,2593.550048828125
2019-08-16,2508.25
2019-08-19,2457.39990234375
2019-08-20,2438.39990234375
2019-08-21,2417.10009765625
2019-08-22,2413.800048828125
2019-08-23,2497.39990234375
2019-08-26,2570.10009765625
2019-08-27,2615.35009765625
2019-08-28,2719.39990234375
2019-08-29,2732.699951171875
2019-08-30,2715.199951171875
2019-09-03,2673.949951171875
2019-09-04,2708.300048828125
2019-09-05,2823.699951171875
2019-09-06,2860.0
2019-09-09,2857.550048828125
2019-09-11,2758.89990234375
2019-09-12,2786.35009765625
2019-09-13,2800.60009765625
2019-09-16,2777.89990234375
2019-09-17,2745.25
2019-09-18,2751.14990234375
2019-09-19,2707.699951171875
2019-09-20,2784.25
2019-09-23,2893.10009765625
2019-09-24,2949.75
2019-09-25,2923.699951171875
2019-09-26,2961.60009765625
2019-09-27,2975.449951171875
2019-09-30,3024.949951171875
2019-10-01,3000.60009765625
2019-10-03,3012.39990234375
2019-10-04,3016.550048828125
2019-10-07,3028.25
2019-10-09,3013.5
2019-10-10,3124.35009765625
2019-10-11,3083.89990234375
2019-10-14,3070.0
2019-10-15,3135.949951171875
2019-10-16,3128.449951171875
2019-10-17,3165.5
2019-10-18,3063.050048828125
2019-10-22,3041.39990234375
2019-10-23,3016.25
2019-10-24,3016.64990234375
2019-10-25,2973.199951171875
2019-10-27,2996.0
2019-10-29,2862.300048828125
2019-10-30,2884.75
2019-10-31,2945.64990234375
2019-11-01,2885.699951171875
2019-11-04,2844.64990234375
2019-11-05,2824.10009765625
2019-11-06,2844.35009765625
2019-11-07,2871.14990234375
2019-11-08,2791.300048828125
2019-11-11,2591.64990234375
2019-11-13,2507.64990234375
2019-11-14,2418.75
2019-11-15,2455.75
2019-11-18,2585.35009765625
2019-11-19,2556.89990234375
2019-11-20,2466.949951171875
2019-11-21,2468.550048828125
2019-11-22,2499.85009765625
2019-11-25,2565.64990234375
2019-11-26,2586.89990234375
2019-11-27,2496.0
2019-11-28,2506.60009765625
2019-11-29,2499.10009765625
2019-12-02,2449.64990234375
2019-12-03,2400.449951171875
2019-12-04,2383.449951171875
2019-12-05,2438.5
2019-12-06,2375.949951171875
2019-12-09,2341.0
2019-12-10,2326.800048828125
2019-12-11,2295.10009765625
2019-12-12,2384.050048828125
2019-12-13,2421.25
2019-12-16,2431.0
2019-12-17,2475.949951171875
2019-12-18,2461.949951171875
2019-12-19,2487.449951171875
2019-12-20,2466.800048828125
2019-12-23,2484.0
2019-12-24,2504.39990234375
2019-12-26,2483.39990234375
2019-12-27,2524.35009765625
2019-12-30,2498.199951171875
2019-12-31,2479.85009765625
2020-01-01,2478.5
2020-01-02,2503.550048828125
2020-01-03,2487.050048828125
2020-01-06,2476.60009765625
2020-01-07,2537.14990234375
2020-01-08,2598.800048828125
2020-01-09,2601.39990234375
2020-01-10,2641.949951171875
