Date,LAURUSLABS
2017-09-27,99.31355285644531
2017-09-28,98.10606384277344
2017-09-29,97.98048400878906
2017-10-03,98.2606201171875
2017-10-04,103.4383316040039
2017-10-05,103.23548889160156
2017-10-06,104.59752655029297
2017-10-09,103.35140228271484
2017-10-10,105.2544174194336
2017-10-11,103.08092498779297
2017-10-12,105.22541809082031
2017-10-13,104.9646224975586
2017-10-16,105.43792724609375
2017-10-17,105.63113403320312
2017-10-18,105.6987533569336
2017-10-19,105.29303741455078
2017-10-23,104.8873062133789
2017-10-24,104.65547943115234
2017-10-25,104.24977111816406
2017-10-26,103.42867279052734
2017-10-27,103.63150787353516
2017-10-30,103.9696273803711
2017-10-31,104.01792907714844
2017-11-01,103.7571029663086
2017-11-02,103.8923568725586
2017-11-03,103.30310821533203
2017-11-06,105.41863250732422
2017-11-07,104.99356079101562
2017-11-08,105.31236267089844
2017-11-09,104.13385009765625
2017-11-10,102.33711242675781
2017-11-13,101.26484680175781
2017-11-14,101.02336120605469
2017-11-15,103.28376770019531
2017-11-16,101.83477783203125
2017-11-17,102.25016784667969
2017-11-20,102.28881072998047
2017-11-21,102.25016784667969
2017-11-22,101.68022155761719
2017-11-23,103.08092498779297
2017-11-24,103.8923568725586
2017-11-27,102.26948547363281
2017-11-28,99.84485626220703
2017-11-29,100.91710662841797
2017-11-30,101.50636291503906
2017-12-01,101.61261749267578
2017-12-04,99.95111846923828
2017-12-05,101.13929748535156
2017-12-06,100.42444610595703
2017-12-07,100.0670394897461
2017-12-08,97.24633026123047
2017-12-11,99.09138488769531
2017-12-12,97.35259246826172
2017-12-13,100.1346435546875
2017-12-14,101.60294342041016
2017-12-15,101.20689392089844
2017-12-18,103.06159973144531
2017-12-19,102.47233581542969
2017-12-20,103.62187194824219
2017-12-21,108.85753631591797
2017-12-22,106.54883575439453
2017-12-26,105.33168029785156
2017-12-27,105.02256774902344
2017-12-28,104.19181060791016
2017-12-29,104.8873062133789
2018-01-01,104.24977111816406
2018-01-02,103.54459381103516
2018-01-03,103.71847534179688
2018-01-04,105.12881469726562
2018-01-05,106.53919219970703
2018-01-08,108.38420867919922
2018-01-09,106.93524169921875
2018-01-10,104.94527435302734
2018-01-11,106.30733489990234
2018-01-12,105.51522827148438
2018-01-15,105.2737045288086
2018-01-16,102.99397277832031
2018-01-17,105.87264251708984
2018-01-18,103.77644348144531
2018-01-19,105.0322265625
2018-01-22,106.20106506347656
2018-01-23,107.4761734008789
2018-01-24,106.9255599975586
2018-01-25,105.31236267089844
2018-01-29,104.16282653808594
2018-01-30,99.95111846923828
2018-01-31,99.80620574951172
2018-02-01,100.03804779052734
2018-02-02,98.5311050415039
2018-02-05,97.76795959472656
2018-02-06,97.2366714477539
2018-02-07,97.02416229248047
2018-02-08,98.2799301147461
2018-02-09,99.42948150634766
2018-02-12,100.1539535522461
2018-02-14,103.49629974365234
2018-02-15,101.86376953125
2018-02-16,101.48704528808594
2018-02-19,100.26021575927734
2018-02-20,100.26988983154297
2018-02-21,99.87381744384766
2018-02-22,99.41980743408203
2018-02-23,99.63233947753906
2018-02-26,100.61766052246094
2018-02-27,103.82475280761719
2018-02-28,105.01289367675781
2018-03-01,102.73314666748047
2018-03-05,102.53030395507812
2018-03-06,103.58324432373047
2018-03-07,100.4920654296875
2018-03-08,100.71424865722656
2018-03-09,100.34715270996094
2018-03-12,100.7335433959961
2018-03-13,105.15779876708984
2018-03-14,103.59288787841797
2018-03-15,103.22582244873047
2018-03-16,100.71424865722656
2018-03-19,100.7818603515625
2018-03-20,99.08171844482422
2018-03-21,98.65668487548828
2018-03-22,98.07710266113281
2018-03-23,99.0623779296875
2018-03-26,98.16400909423828
2018-03-27,98.03844451904297
2018-03-28,97.14972686767578
2018-04-02,98.25096893310547
2018-04-03,99.13002014160156
2018-04-04,98.57940673828125
2018-04-05,97.93218231201172
2018-04-06,97.92253112792969
2018-04-09,96.61844635009766
2018-04-10,97.91288757324219
2018-04-11,97.22702026367188
2018-04-12,97.45884704589844
2018-04-13,96.77301025390625
2018-04-16,96.84060668945312
2018-04-17,97.07244873046875
2018-04-18,96.6763916015625
2018-04-19,96.98550415039062
2018-04-20,98.2799301147461
2018-04-23,97.35259246826172
2018-04-24,97.19805908203125
2018-04-25,97.01449584960938
2018-04-26,97.58443450927734
2018-04-27,97.37191009521484
2018-04-30,98.78226470947266
2018-05-02,97.34292602539062
2018-05-03,96.8792495727539
2018-05-04,97.76795959472656
2018-05-07,96.92755126953125
2018-05-08,97.43952941894531
2018-05-09,96.43489837646484
2018-05-10,95.67178344726562
2018-05-11,94.18414306640625
2018-05-14,92.27146911621094
2018-05-15,91.59529876708984
2018-05-16,89.27690887451172
2018-05-17,88.82289123535156
2018-05-18,88.75526428222656
2018-05-21,85.8476333618164
2018-05-22,86.69770050048828
2018-05-23,87.1710205078125
2018-05-24,87.7216567993164
2018-05-25,89.42179870605469
2018-05-28,91.91405487060547
2018-05-29,90.20423889160156
2018-05-30,88.8711929321289
2018-05-31,91.17990112304688
2018-06-01,88.62968444824219
2018-06-04,89.00643920898438
2018-06-05,87.57675170898438
2018-06-06,90.35881805419922
2018-06-07,90.29121398925781
2018-06-08,93.40169525146484
2018-06-11,96.62809753417969
2018-06-12,96.37693786621094
2018-06-13,95.31436157226562
2018-06-14,94.3483657836914
2018-06-15,96.39627075195312
2018-06-18,96.35763549804688
2018-06-19,94.62850952148438
2018-06-20,94.50291442871094
2018-06-21,93.6431884765625
2018-06-22,92.25215148925781
2018-06-25,90.94806671142578
2018-06-26,89.94343566894531
2018-06-27,88.18533325195312
2018-06-28,87.61351776123047
2018-06-29,89.53247833251953
2018-07-02,90.59858703613281
2018-07-03,91.86820983886719
2018-07-04,94.0488510131836
2018-07-05,93.46734619140625
2018-07-06,92.44001007080078
2018-07-09,92.04265594482422
2018-07-10,91.91666412353516
2018-07-11,91.06378936767578
2018-07-12,90.13338470458984
2018-07-13,90.74397277832031
2018-07-16,89.57125854492188
2018-07-17,89.1932601928711
2018-07-18,87.41000366210938
2018-07-19,86.68311309814453
2018-07-20,86.48926544189453
2018-07-23,87.73953247070312
2018-07-24,88.24346923828125
2018-07-25,87.33246612548828
2018-07-26,86.780029296875
2018-07-27,87.59413146972656
2018-07-30,87.59413146972656
2018-07-31,88.13689422607422
2018-08-01,88.59239196777344
2018-08-02,90.559814453125
2018-08-03,91.11223602294922
2018-08-06,84.69630432128906
2018-08-07,84.3473892211914
2018-08-08,85.41351318359375
2018-08-09,85.43287658691406
2018-08-10,84.91921997070312
2018-08-13,85.2874984741211
2018-08-14,86.67341613769531
2018-08-16,85.306884765625
2018-08-17,85.97561645507812
2018-08-20,85.76239776611328
2018-08-21,87.72982025146484
2018-08-23,85.36504364013672
2018-08-24,85.58795166015625
2018-08-27,85.36504364013672
2018-08-28,85.7527084350586
2018-08-29,85.25843048095703
2018-08-30,85.20027923583984
2018-08-31,84.987060546875
2018-09-03,84.75444793701172
2018-09-04,83.77558898925781
2018-09-05,83.49452209472656
2018-09-06,84.0372543334961
2018-09-07,83.45576477050781
2018-09-10,84.4055404663086
2018-09-11,83.53328704833984
2018-09-12,84.92890930175781
2018-09-14,85.86898803710938
2018-09-17,84.89012908935547
2018-09-18,84.07601928710938
2018-09-19,84.4055404663086
2018-09-21,83.41698455810547
2018-09-24,83.32975769042969
2018-09-25,83.90158081054688
2018-09-26,84.33770751953125
2018-09-27,83.59143829345703
2018-09-28,83.87250518798828
2018-10-01,83.03900146484375
2018-10-03,82.41873168945312
2018-10-04,80.87773895263672
2018-10-05,79.32707214355469
2018-10-08,77.6988525390625
2018-10-09,77.8442153930664
2018-10-10,80.95529174804688
2018-10-11,81.49801635742188
2018-10-12,79.62751770019531
2018-10-15,79.46276092529297
2018-10-16,79.32707214355469
2018-10-17,77.8248519897461
2018-10-19,74.40364074707031
2018-10-22,74.49088287353516
2018-10-23,72.71727752685547
2018-10-24,69.85822296142578
2018-10-25,65.94273376464844
2018-10-26,66.03965759277344
2018-10-29,68.44322967529297
2018-10-30,66.84407043457031
2018-10-31,66.0687484741211
2018-11-01,69.12164306640625
2018-11-02,71.13751983642578
2018-11-05,70.69170379638672
2018-11-06,69.69347381591797
2018-11-07,70.69170379638672
2018-11-09,71.33134460449219
2018-11-12,70.87586212158203
2018-11-13,70.64324188232422
2018-11-14,72.38776397705078
2018-11-15,74.0935287475586
2018-11-16,77.36933135986328
2018-11-19,77.7182388305664
2018-11-20,76.84598541259766
2018-11-21,77.21427154541016
2018-11-22,75.3631362915039
2018-11-26,73.61861419677734
2018-11-27,74.59749603271484
2018-11-28,72.72698211669922
2018-11-29,72.74636840820312
2018-11-30,74.43273162841797
2018-12-03,75.64419555664062
2018-12-04,74.46179962158203
2018-12-05,73.31818389892578
2018-12-06,72.80449676513672
2018-12-07,73.51201629638672
2018-12-10,72.47499084472656
2018-12-11,74.7041015625
2018-12-12,75.42127990722656
2018-12-13,74.96575164794922
2018-12-14,73.68646240234375
2018-12-17,73.68646240234375
2018-12-18,75.13052368164062
2018-12-19,75.46005249023438
2018-12-20,74.67503356933594
2018-12-21,75.2952880859375
2018-12-24,73.85122680664062
2018-12-26,73.84153747558594
2018-12-27,74.0159912109375
2018-12-28,74.14197540283203
2018-12-31,73.57015991210938
2019-01-01,74.22920227050781
2019-01-02,73.45387268066406
2019-01-03,73.31818389892578
2019-01-04,73.75430297851562
2019-01-07,73.32789611816406
2019-01-08,73.05648803710938
2019-01-09,72.620361328125
2019-01-10,72.30054473876953
2019-01-11,72.61066436767578
2019-01-14,73.12432098388672
2019-01-15,73.38600158691406
2019-01-16,73.1049575805664
2019-01-17,73.01773071289062
2019-01-18,72.78511810302734
2019-01-21,73.4829330444336
2019-01-22,73.01773071289062
2019-01-23,72.82391357421875
2019-01-24,73.2115707397461
2019-01-25,71.74810028076172
2019-01-28,70.49787902832031
2019-01-29,68.9084243774414
2019-01-30,69.4027099609375
2019-01-31,71.77717590332031
2019-02-01,68.5401382446289
2019-02-04,68.28813934326172
2019-02-05,67.90045928955078
2019-02-06,67.11544799804688
2019-02-07,67.43526458740234
2019-02-08,67.14453887939453
2019-02-11,65.71015167236328
2019-02-12,64.6634521484375
2019-02-14,65.19647979736328
2019-02-15,63.46165466308594
2019-02-18,63.868709564208984
2019-02-19,64.04315185546875
2019-02-20,63.66517639160156
2019-02-21,64.64404296875
2019-02-22,65.15771484375
2019-02-25,65.2061767578125
2019-02-26,64.84756469726562
2019-02-27,64.6634521484375
2019-02-28,64.63436126708984
2019-03-01,66.2334976196289
2019-03-05,67.58065795898438
2019-03-06,68.9084243774414
2019-03-07,68.0555419921875
2019-03-08,67.87140655517578
2019-03-11,70.98246002197266
2019-03-12,70.47850799560547
2019-03-13,70.19742584228516
2019-03-14,73.26002502441406
2019-03-15,74.96575164794922
2019-03-18,76.09000396728516
2019-03-19,75.97370910644531
2019-03-20,74.79131317138672
2019-03-22,74.60718536376953
2019-03-25,72.47499084472656
2019-03-26,76.01248168945312
2019-03-27,77.63101196289062
2019-03-28,78.56140899658203
2019-04-01,76.78781127929688
2019-04-02,75.69265747070312
2019-04-03,74.71377563476562
2019-04-04,74.84949493408203
2019-04-05,75.64419555664062
2019-04-08,77.45655059814453
2019-04-09,77.6988525390625
2019-04-10,78.18343353271484
2019-04-11,77.64071655273438
2019-04-12,77.4081039428711
2019-04-15,78.2416000366211
2019-04-16,77.77638244628906
2019-04-18,76.96227264404297
2019-04-22,75.17900085449219
2019-04-23,75.246826171875
2019-04-24,75.51820373535156
2019-04-25,75.18869018554688
2019-04-26,75.15960693359375
2019-04-30,74.10320281982422
2019-05-02,78.4354248046875
2019-05-03,77.38872528076172
2019-05-06,75.59573364257812
2019-05-07,74.94638061523438
2019-05-08,73.78338623046875
2019-05-09,74.40364074707031
2019-05-10,74.84949493408203
2019-05-13,73.29878234863281
2019-05-14,73.43446350097656
2019-05-15,71.7384033203125
2019-05-16,72.3780746459961
2019-05-17,72.30054473876953
2019-05-20,72.98866271972656
2019-05-21,72.02915954589844
2019-05-22,72.8335952758789
2019-05-23,72.66883087158203
2019-05-24,72.47499084472656
2019-05-27,72.17454528808594
2019-05-28,69.69347381591797
2019-05-29,70.24589538574219
2019-05-30,70.33309936523438
2019-05-31,69.88729095458984
2019-06-03,69.91635131835938
2019-06-04,69.52869415283203
2019-06-06,68.82120513916016
2019-06-07,68.42383575439453
2019-06-10,67.77450561523438
2019-06-11,66.97976684570312
2019-06-12,66.2334976196289
2019-06-13,65.58413696289062
2019-06-14,65.66168975830078
2019-06-17,66.214111328125
2019-06-18,65.7295150756836
2019-06-19,63.975303649902344
2019-06-20,64.30482482910156
2019-06-21,64.30482482910156
2019-06-24,63.76210403442383
2019-06-25,63.500423431396484
2019-06-26,64.14976501464844
2019-06-27,66.04935455322266
2019-06-28,65.2643051147461
2019-07-01,67.3189697265625
2019-07-02,68.73396301269531
2019-07-03,68.34464263916016
2019-07-04,68.4322509765625
2019-07-05,66.91390228271484
2019-07-08,66.13526916503906
2019-07-09,66.90418243408203
2019-07-10,66.25208282470703
2019-07-11,67.49787902832031
2019-07-12,69.71699523925781
2019-07-15,66.96258544921875
2019-07-16,68.01372528076172
2019-07-17,69.39582824707031
2019-07-18,68.17919158935547
2019-07-19,68.41279602050781
2019-07-22,66.88471221923828
2019-07-23,66.31046295166016
2019-07-24,65.76542663574219
2019-07-25,66.11580657958984
2019-07-26,65.9211654663086
2019-07-29,65.9990234375
2019-07-30,66.23262786865234
2019-07-31,65.38583374023438
2019-08-01,64.77267456054688
2019-08-02,65.59022521972656
2019-08-05,62.281036376953125
2019-08-06,61.745723724365234
2019-08-07,62.611961364746094
2019-08-08,63.945369720458984
2019-08-09,66.57325744628906
2019-08-13,65.72648620605469
2019-08-14,66.53433227539062
2019-08-16,65.77515411376953
2019-08-19,66.02820587158203
2019-08-20,65.71675872802734
2019-08-21,65.15227508544922
2019-08-22,64.2957534790039
2019-08-23,64.5001449584961
2019-08-26,64.42228698730469
2019-08-27,63.70204162597656
2019-08-28,64.3152084350586
2019-08-29,64.05242919921875
2019-08-30,63.99402618408203
2019-09-03,63.857765197753906
2019-09-04,63.30299377441406
2019-09-05,65.26904296875
2019-09-06,66.38833618164062
2019-09-09,68.34464263916016
2019-09-11,67.37136840820312
2019-09-12,66.95285034179688
2019-09-13,66.4272689819336
2019-09-16,66.38833618164062
2019-09-17,66.41751861572266
2019-09-18,67.58547973632812
2019-09-19,66.23262786865234
2019-09-20,67.30322265625
2019-09-23,68.16944885253906
2019-09-24,68.0721435546875
2019-09-25,69.06490325927734
2019-09-26,71.37158966064453
2019-09-27,71.25479888916016
2019-09-30,72.87046813964844
2019-10-01,70.1063003540039
2019-10-03,69.28875732421875
2019-10-04,69.09408569335938
2019-10-07,64.71427917480469
2019-10-09,64.63639831542969
2019-10-10,64.14002990722656
2019-10-11,63.5657958984375
2019-10-14,62.27130889892578
2019-10-15,62.20316696166992
2019-10-16,60.87949752807617
2019-10-17,60.392845153808594
2019-10-18,61.55107116699219
2019-10-22,66.51486206054688
2019-10-23,67.74121856689453
2019-10-24,67.47842407226562
2019-10-25,67.40056610107422
2019-10-27,68.49065399169922
2019-10-29,69.23035430908203
2019-10-30,71.13800811767578
2019-10-31,71.98477935791016
2019-11-01,73.639404296875
2019-11-04,72.7147445678711
2019-11-05,72.15996551513672
2019-11-06,72.16969299316406
2019-11-07,71.90690612792969
2019-11-08,71.25479888916016
2019-11-11,72.01399230957031
2019-11-13,70.29124450683594
2019-11-14,69.19141387939453
2019-11-15,66.59271240234375
2019-11-18,65.68756103515625
2019-11-19,66.41751861572266
2019-11-20,65.96007537841797
2019-11-21,64.81160736083984
2019-11-22,65.2398452758789
2019-11-25,65.46370697021484
2019-11-26,65.4831771850586
2019-11-27,68.76318359375
2019-11-28,68.01372528076172
2019-11-29,68.17919158935547
2019-12-02,66.66085052490234
2019-12-03,66.30074310302734
2019-12-04,65.51237487792969
2019-12-05,66.92365264892578
2019-12-06,66.22286987304688
2019-12-09,65.27877044677734
2019-12-10,65.13277435302734
2019-12-11,65.10357666015625
2019-12-12,65.84329223632812
2019-12-13,66.29100799560547
2019-12-16,67.39082336425781
2019-12-17,67.75094604492188
2019-12-18,69.28875732421875
2019-12-19,72.30596160888672
2019-12-20,74.24281311035156
2019-12-23,71.27428436279297
2019-12-24,71.69279479980469
2019-12-26,70.92388916015625
2019-12-27,69.64888000488281
2019-12-30,69.9311294555664
2019-12-31,70.02842712402344
2020-01-01,71.68304443359375
2020-01-02,72.73421478271484
2020-01-03,73.94109344482422
2020-01-06,74.16495513916016
2020-01-07,75.07984924316406
2020-01-08,75.55674743652344
2020-01-09,76.6468505859375
2020-01-10,77.1529541015625
2020-01-13,78.89514923095703
2020-01-14,78.7491683959961
2020-01-15,79.23580932617188
2020-01-16,78.43770599365234
2020-01-17,79.01194763183594
2020-01-20,78.46691131591797
2020-01-21,78.70050048828125
2020-01-22,77.8342514038086
2020-01-23,80.76387023925781
2020-01-24,80.20909881591797
2020-01-27,82.44767761230469
2020-01-28,82.88568115234375
2020-01-29,85.2896957397461
2020-01-30,84.80303192138672
2020-01-31,83.77135467529297
2020-02-03,83.63508605957031
2020-02-04,85.15342712402344
2020-02-05,85.20209503173828
2020-02-06,85.20209503173828
2020-02-07,85.4454345703125
2020-02-10,84.83224487304688
2020-02-11,84.90037536621094
2020-02-12,85.5816879272461
2020-02-13,85.9028549194336
2020-02-14,85.09503173828125
2020-02-17,85.3383560180664
2020-02-18,83.7226791381836
2020-02-19,85.3772964477539
2020-02-20,85.71793365478516
2020-02-24,84.91009521484375
2020-02-25,83.8492202758789
2020-02-26,81.70797729492188
2020-02-27,80.68604278564453
2020-02-28,80.50108337402344
2020-03-02,81.01693725585938
2020-03-03,81.32838439941406
2020-03-04,81.62037658691406
2020-03-05,82.10701751708984
2020-03-06,81.54251098632812
2020-03-09,78.15545654296875
2020-03-11,80.37455749511719
2020-03-12,71.15745544433594
2020-03-13,72.69527435302734
2020-03-16,73.57123565673828
2020-03-17,72.7244873046875
2020-03-18,67.78987884521484
2020-03-19,68.59771728515625
2020-03-20,70.67083740234375
2020-03-23,62.62739181518555
2020-03-24,61.757568359375
2020-03-25,63.54608154296875
2020-03-26,66.82990264892578
2020-03-27,63.86859130859375
2020-03-30,62.49055862426758
2020-03-31,63.487449645996094
2020-04-01,63.272430419921875
2020-04-03,66.8787841796875
2020-04-07,76.6911849975586
2020-04-08,76.60323333740234
2020-04-09,80.46369171142578
2020-04-13,79.23224639892578
2020-04-15,78.42107391357422
2020-04-16,78.05944061279297
2020-04-17,79.03678894042969
2020-04-20,79.81863403320312
2020-04-21,89.0935287475586
2020-04-22,91.63459014892578
2020-04-23,91.50752258300781
2020-04-24,96.71670532226562
2020-04-27,101.24174499511719
2020-04-28,102.87389373779297
2020-04-29,100.69444274902344
2020-04-30,100.17646026611328
2020-05-04,95.7198257446289
2020-05-05,96.50169372558594
2020-05-06,98.9841079711914
2020-05-07,95.54390716552734
2020-05-08,86.15176391601562
2020-05-11,83.91368103027344
2020-05-12,86.68928527832031
2020-05-13,85.79991149902344
2020-05-14,85.81945037841797
2020-05-15,85.56535339355469
2020-05-18,83.2099838256836
2020-05-19,86.30812072753906
2020-05-20,89.69947814941406
2020-05-21,89.32807159423828
2020-05-22,89.43558502197266
2020-05-26,89.24011993408203
2020-05-27,87.89140319824219
2020-05-28,89.77764129638672
2020-05-29,91.56616973876953
2020-06-01,90.85271453857422
2020-06-02,91.27297973632812
2020-06-03,92.0059585571289
2020-06-04,91.85935974121094
2020-06-05,92.07439422607422
2020-06-08,91.48797607421875
2020-06-09,92.83670043945312
2020-06-10,94.25383758544922
2020-06-11,95.4461669921875
2020-06-12,96.27690124511719
2020-06-15,99.36526489257812
2020-06-16,98.11429595947266
2020-06-17,98.63228607177734
2020-06-18,99.38481140136719
2020-06-19,104.47671508789062
2020-06-22,112.43221282958984
2020-06-23,109.32427978515625
2020-06-24,104.81878662109375
2020-06-25,105.45404815673828
2020-06-26,105.87431335449219
2020-06-29,101.15379333496094
2020-06-30,101.53495788574219
2020-07-01,103.24858856201172
2020-07-02,102.87646484375
2020-07-03,103.80672454833984
2020-07-06,107.1458511352539
2020-07-07,107.5179672241211
2020-07-08,108.60489654541016
2020-07-09,112.00276184082031
2020-07-10,117.09469604492188
2020-07-13,122.18661499023438
2020-07-14,120.6100845336914
2020-07-15,122.28453826904297
2020-07-16,122.55872344970703
2020-07-17,125.63347625732422
2020-07-20,127.69961547851562
2020-07-21,127.24918365478516
2020-07-22,132.45860290527344
2020-07-23,140.6644287109375
2020-07-24,142.8187255859375
2020-07-27,141.86888122558594
2020-07-28,148.8311309814453
2020-07-29,149.5948944091797
2020-07-30,154.76515197753906
2020-07-31,182.770751953125
2020-08-03,197.14564514160156
2020-08-04,197.80169677734375
2020-08-05,201.43460083007812
2020-08-06,202.3550567626953
2020-08-07,200.28890991210938
2020-08-10,220.31390380859375
2020-08-11,205.91940307617188
2020-08-12,201.4052276611328
2020-08-13,201.8067169189453
2020-08-14,197.79190063476562
2020-08-17,204.51913452148438
2020-08-18,206.64404296875
2020-08-19,208.2108154296875
2020-08-20,210.20840454101562
2020-08-21,223.42779541015625
2020-08-24,232.9751739501953
2020-08-25,226.31649780273438
2020-08-26,225.1708221435547
2020-08-27,233.27870178222656
2020-08-28,227.8734588623047
2020-08-31,221.94920349121094
2020-09-01,219.91244506835938
2020-09-02,227.21737670898438
2020-09-03,232.9653778076172
2020-09-04,231.57489013671875
2020-09-07,234.88461303710938
2020-09-08,235.30567932128906
2020-09-09,237.03890991210938
2020-09-10,242.11123657226562
2020-09-11,246.32186889648438
2020-09-14,260.4911193847656
2020-09-15,262.4299621582031
2020-09-16,263.5267028808594
2020-09-17,274.5135192871094
2020-09-18,292.49200439453125
2020-09-21,279.0472717285156
2020-09-22,278.2834777832031
2020-09-23,267.4043884277344
2020-09-24,252.9903106689453
2020-09-25,260.0896911621094
2020-09-28,286.09765625
