Date,MARUTI
2004-01-21,324.3028259277344
2004-01-22,315.5517272949219
2004-01-23,352.9778137207031
2004-01-26,352.9778137207031
2004-01-27,366.48687744140625
2004-01-28,355.7391357421875
2004-01-29,368.5684509277344
2004-01-30,366.8267517089844
2004-02-02,366.8267517089844
2004-02-03,345.3311462402344
2004-02-04,376.00274658203125
2004-02-05,368.31365966796875
2004-02-06,381.1854248046875
2004-02-09,395.62921142578125
2004-02-10,391.3810119628906
2004-02-11,402.5960998535156
2004-02-12,408.37359619140625
2004-02-13,419.9709777832031
2004-02-16,441.3390808105469
2004-02-17,434.1173400878906
2004-02-18,440.2770690917969
2004-02-19,424.8138427734375
2004-02-20,435.39178466796875
2004-02-23,420.43829345703125
2004-02-24,425.6634521484375
2004-02-25,414.66082763671875
2004-02-26,421.07550048828125
2004-02-27,424.8563537597656
2004-03-01,437.17596435546875
2004-03-02,437.17596435546875
2004-03-03,449.7079772949219
2004-03-04,442.99591064453125
2004-03-05,449.8779296875
2004-03-08,445.9270935058594
2004-03-09,438.9175720214844
2004-03-10,432.6304016113281
2004-03-11,429.2744140625
2004-03-12,430.8037109375
2004-03-15,411.0498352050781
2004-03-16,406.2070007324219
2004-03-17,410.71002197265625
2004-03-18,408.2885437011719
2004-03-19,400.81195068359375
2004-03-22,376.6400146484375
2004-03-23,381.2279968261719
2004-03-24,382.5448913574219
2004-03-25,406.37701416015625
2004-03-26,415.8078308105469
2004-03-29,418.654052734375
2004-03-30,406.4618225097656
2004-03-31,422.6472473144531
2004-04-01,439.3424987792969
2004-04-02,443.2082214355469
2004-04-05,460.83807373046875
2004-04-06,458.03424072265625
2004-04-07,451.7470397949219
2004-04-08,455.400390625
2004-04-09,455.400390625
2004-04-12,450.00531005859375
2004-04-13,454.3808898925781
2004-04-14,454.3808898925781
2004-04-15,465.6809387207031
2004-04-16,460.20086669921875
2004-04-19,467.2102966308594
2004-04-20,459.3087158203125
2004-04-21,478.55279541015625
2004-04-22,500.0908203125
2004-04-23,492.996337890625
2004-04-26,492.996337890625
2004-04-27,474.60205078125
2004-04-28,475.6214904785156
2004-04-29,486.8366394042969
2004-04-30,462.6221618652344
2004-05-03,454.5933532714844
2004-05-04,462.4947814941406
2004-05-05,463.9817199707031
2004-05-06,468.4422302246094
2004-05-07,446.8192443847656
2004-05-10,429.8691101074219
2004-05-11,405.82464599609375
2004-05-12,410.5825500488281
2004-05-13,404.5927429199219
2004-05-14,362.7485656738281
2004-05-17,340.3608703613281
2004-05-18,379.8260498046875
2004-05-19,392.91033935546875
2004-05-20,400.6844787597656
2004-05-21,393.3350524902344
2004-05-24,402.85101318359375
2004-05-25,385.9433898925781
2004-05-26,376.7248229980469
2004-05-27,369.7155456542969
2004-05-28,344.4815979003906
2004-05-31,328.4660949707031
2004-06-01,341.8476867675781
2004-06-02,332.6717529296875
2004-06-03,320.60699462890625
2004-06-04,326.0871276855469
2004-06-07,327.319091796875
2004-06-08,337.8544006347656
2004-06-09,355.1019287109375
2004-06-10,349.7492980957031
2004-06-11,330.54766845703125
2004-06-14,331.7796325683594
2004-06-15,334.32855224609375
2004-06-16,324.89764404296875
2004-06-17,338.66162109375
2004-06-18,333.9036560058594
2004-06-21,322.5611572265625
2004-06-22,319.8848876953125
2004-06-23,309.9017028808594
2004-06-24,324.3028259277344
2004-06-25,327.48895263671875
2004-06-28,333.1815185546875
2004-06-29,336.36761474609375
2004-06-30,342.56982421875
2004-07-01,344.1842041015625
2004-07-02,344.09918212890625
2004-07-05,340.78570556640625
2004-07-06,347.7101745605469
2004-07-07,357.4383850097656
2004-07-08,343.53985595703125
2004-07-09,365.06976318359375
2004-07-12,367.32928466796875
2004-07-13,357.2252197265625
2004-07-14,356.5004577636719
2004-07-15,357.13995361328125
2004-07-16,362.38385009765625
2004-07-19,363.1938781738281
2004-07-20,358.1205749511719
2004-07-21,364.00390625
2004-07-22,359.7405700683594
2004-07-23,362.76751708984375
2004-07-26,367.883544921875
2004-07-27,366.0503234863281
2004-07-28,357.7793884277344
2004-07-29,355.903564453125
2004-07-30,361.9575500488281
2004-08-02,360.8490905761719
2004-08-03,358.8453369140625
2004-08-04,351.4697570800781
2004-08-05,353.0470886230469
2004-08-06,340.6834716796875
2004-08-09,343.66778564453125
2004-08-10,352.96185302734375
2004-08-11,342.559326171875
2004-08-12,335.90850830078125
2004-08-13,330.1103820800781
2004-08-16,329.64141845703125
2004-08-17,329.8545227050781
2004-08-18,322.2658386230469
2004-08-19,328.4903259277344
2004-08-20,317.0645446777344
2004-08-23,307.7705078125
2004-08-24,309.34796142578125
2004-08-25,307.1309814453125
2004-08-26,308.5378723144531
2004-08-27,307.7705078125
2004-08-30,325.3354187011719
2004-08-31,325.5059814453125
2004-09-01,331.34674072265625
2004-09-02,331.34674072265625
2004-09-03,331.7730712890625
2004-09-06,338.93548583984375
2004-09-07,335.482177734375
2004-09-08,334.3310546875
2004-09-09,328.7035217285156
2004-09-10,334.7574157714844
2004-09-13,322.9905700683594
2004-09-14,302.5266418457031
2004-09-15,302.3134765625
2004-09-16,302.6544189453125
2004-09-17,305.3404235839844
2004-09-20,299.28643798828125
2004-09-21,306.5766906738281
2004-09-22,315.1460266113281
2004-09-23,309.6463623046875
2004-09-24,314.4638977050781
2004-09-27,313.3980712890625
2004-09-28,304.9566955566406
2004-09-29,303.8055419921875
2004-09-30,302.05767822265625
2004-10-01,304.14666748046875
2004-10-04,319.87835693359375
2004-10-05,322.0953063964844
2004-10-06,314.4212646484375
2004-10-07,314.89019775390625
2004-10-08,312.07647705078125
2004-10-11,307.1736145019531
2004-10-12,304.7861328125
2004-10-13,304.7861328125
2004-10-14,306.8751525878906
2004-10-15,307.2589111328125
2004-10-18,304.87139892578125
2004-10-19,309.603759765625
2004-10-20,306.32086181640625
2004-10-21,304.91400146484375
2004-10-22,304.91400146484375
2004-10-25,297.1121520996094
2004-10-26,296.6431579589844
2004-10-27,306.49151611328125
2004-10-28,311.22381591796875
2004-10-29,320.3900146484375
2004-11-01,322.9053039550781
2004-11-02,323.71533203125
2004-11-03,322.3084716796875
2004-11-04,325.1221923828125
2004-11-05,323.4169921875
2004-11-08,321.5410461425781
2004-11-09,318.85528564453125
2004-11-10,322.39373779296875
2004-11-11,324.9090881347656
2004-11-12,325.2075500488281
2004-11-15,325.2075500488281
2004-11-16,331.6451110839844
2004-11-17,330.9630126953125
2004-11-18,330.79254150390625
2004-11-19,324.5254821777344
2004-11-22,322.13787841796875
2004-11-23,330.28082275390625
2004-11-24,337.5285339355469
2004-11-25,340.12921142578125
2004-11-26,340.12921142578125
2004-11-29,357.2252197265625
2004-11-30,358.2057800292969
2004-12-01,348.2721862792969
2004-12-02,363.02337646484375
2004-12-03,370.3563537597656
2004-12-06,366.391357421875
2004-12-07,367.67041015625
2004-12-08,362.76751708984375
2004-12-09,380.16192626953125
2004-12-10,373.1274719238281
2004-12-13,371.97637939453125
2004-12-14,376.7086486816406
2004-12-15,391.5450744628906
2004-12-16,388.7738952636719
2004-12-17,384.6811218261719
2004-12-20,387.23907470703125
2004-12-21,392.2271728515625
2004-12-22,401.9050598144531
2004-12-23,398.15325927734375
2004-12-24,399.7305908203125
2004-12-27,395.12628173828125
2004-12-28,395.68048095703125
2004-12-29,393.63409423828125
2004-12-30,390.0102233886719
2004-12-31,393.8472595214844
2005-01-03,401.0523376464844
2005-01-04,395.510009765625
2005-01-05,380.84405517578125
2005-01-06,372.23211669921875
2005-01-07,375.7281188964844
2005-01-10,361.4033203125
2005-01-11,364.38763427734375
2005-01-12,351.981201171875
2005-01-13,372.8716735839844
2005-01-14,357.9073486328125
2005-01-17,358.6747131347656
2005-01-18,356.8841247558594
2005-01-19,348.016357421875
2005-01-20,336.5906066894531
2005-01-24,349.8922424316406
2005-01-25,359.5700988769531
2005-01-27,373.42584228515625
2005-01-28,382.5920715332031
2005-01-31,386.8980407714844
2005-02-01,383.3168640136719
2005-02-02,383.8284606933594
2005-02-03,392.4403076171875
2005-02-04,394.8278503417969
2005-02-07,391.5024719238281
2005-02-08,396.9595031738281
2005-02-09,416.0166931152344
2005-02-10,410.2611083984375
2005-02-11,426.67498779296875
2005-02-14,418.70257568359375
2005-02-15,417.8498840332031
2005-02-16,402.28875732421875
2005-02-17,403.8661804199219
2005-02-18,394.8704833984375
2005-02-21,397.2153015136719
2005-02-22,403.951416015625
2005-02-23,401.8624267578125
2005-02-24,403.2693176269531
2005-02-25,404.4630432128906
2005-02-28,403.3971862792969
2005-03-01,395.2115478515625
2005-03-02,394.0178527832031
2005-03-03,404.0367126464844
2005-03-04,412.3502502441406
2005-03-07,400.0718078613281
2005-03-08,396.6610412597656
2005-03-09,392.18450927734375
2005-03-10,393.5915222167969
2005-03-11,390.2233581542969
2005-03-14,386.9406433105469
2005-03-15,383.2316589355469
2005-03-16,383.5727233886719
2005-03-17,372.9995422363281
2005-03-18,381.99517822265625
2005-03-21,365.7519226074219
2005-03-22,358.8026123046875
2005-03-23,351.0860900878906
2005-03-24,351.0860900878906
2005-03-28,359.1436767578125
2005-03-29,351.1712646484375
2005-03-30,357.2252197265625
2005-03-31,359.2290344238281
2005-04-01,367.073486328125
2005-04-04,358.1631774902344
2005-04-05,343.7104797363281
2005-04-06,347.4621887207031
2005-04-07,349.97760009765625
2005-04-08,350.8728942871094
2005-04-11,342.9430236816406
2005-04-12,347.590087890625
2005-04-13,351.000732421875
2005-04-15,345.0747375488281
2005-04-18,351.42706298828125
2005-04-19,353.85711669921875
2005-04-20,364.0892028808594
2005-04-21,369.0773010253906
2005-04-22,374.61956787109375
2005-04-25,375.77069091796875
2005-04-26,367.32928466796875
2005-04-27,356.7988586425781
2005-04-28,353.6866149902344
2005-04-29,346.524169921875
2005-05-02,343.8382568359375
2005-05-03,350.14801025390625
2005-05-04,352.74871826171875
2005-05-05,354.3687438964844
2005-05-06,368.9067687988281
2005-05-09,375.00335693359375
2005-05-10,372.9143371582031
2005-05-11,369.3331298828125
2005-05-12,373.63909912109375
2005-05-13,370.65472412109375
2005-05-16,387.0259704589844
2005-05-17,380.2898254394531
2005-05-18,381.8246154785156
2005-05-19,380.417724609375
2005-05-20,379.6077575683594
2005-05-23,386.9833068847656
2005-05-24,390.56451416015625
2005-05-25,392.5257263183594
2005-05-26,394.40155029296875
2005-05-27,397.684326171875
2005-05-30,397.9827575683594
2005-05-31,396.87432861328125
2005-06-01,392.61090087890625
2005-06-02,384.5958251953125
2005-06-03,387.23907470703125
2005-06-06,388.1770935058594
2005-06-07,390.13818359375
2005-06-08,395.72320556640625
2005-06-09,391.6303405761719
2005-06-10,383.1463928222656
2005-06-13,379.6077575683594
2005-06-14,371.3369140625
2005-06-15,372.9143371582031
2005-06-16,374.7901611328125
2005-06-17,377.98760986328125
2005-06-20,377.0924072265625
2005-06-21,387.0259704589844
2005-06-22,397.130126953125
2005-06-23,396.7463684082031
2005-06-24,402.28875732421875
2005-06-27,407.10626220703125
2005-06-28,403.18402099609375
2005-06-29,393.16522216796875
2005-06-30,396.192138671875
2005-07-01,402.0755310058594
2005-07-04,394.9130859375
2005-07-05,394.572021484375
2005-07-06,392.3125
2005-07-07,382.3363037109375
2005-07-08,382.16571044921875
2005-07-11,381.2704772949219
2005-07-12,389.32818603515625
2005-07-13,384.12689208984375
2005-07-14,383.402099609375
2005-07-15,387.1965026855469
2005-07-18,386.08807373046875
2005-07-19,390.64984130859375
2005-07-20,392.3551025390625
2005-07-21,396.1068420410156
2005-07-22,394.955810546875
2005-07-25,396.70379638671875
2005-07-26,400.0291748046875
2005-07-27,411.0711975097656
2005-07-28,411.0711975097656
2005-07-29,411.5827941894531
2005-08-01,419.51263427734375
2005-08-02,424.7565612792969
2005-08-03,426.71759033203125
2005-08-04,426.8881530761719
2005-08-05,427.86871337890625
2005-08-08,422.9658508300781
2005-08-09,414.2260437011719
2005-08-10,408.7264099121094
2005-08-11,412.1797180175781
2005-08-12,406.0830993652344
2005-08-16,403.09869384765625
2005-08-17,405.8273010253906
2005-08-18,404.67620849609375
2005-08-19,409.3658447265625
2005-08-22,407.5325927734375
2005-08-23,400.1996765136719
2005-08-24,398.7075500488281
2005-08-25,394.9825439453125
2005-08-26,406.5429382324219
2005-08-29,398.8359680175781
2005-08-30,404.7017822265625
2005-08-31,402.6037902832031
2005-09-01,415.4059143066406
2005-09-02,438.1415100097656
2005-09-05,432.404052734375
2005-09-06,430.6058044433594
2005-09-08,430.092041015625
2005-09-09,437.7134094238281
2005-09-12,437.1139831542969
2005-09-13,445.9769592285156
2005-09-14,450.3870544433594
2005-09-15,463.9598388671875
2005-09-16,481.2578430175781
2005-09-19,504.8496398925781
2005-09-20,488.3653869628906
2005-09-21,476.89056396484375
2005-09-22,465.54412841796875
2005-09-23,471.3243103027344
2005-09-26,488.92205810546875
2005-09-27,479.6307067871094
2005-09-28,483.1845397949219
2005-09-29,483.9980163574219
2005-09-30,479.3737487792969
2005-10-03,495.1302185058594
2005-10-04,504.935302734375
2005-10-05,502.4948425292969
2005-10-06,491.02001953125
2005-10-07,489.8638916015625
2005-10-10,479.3310546875
2005-10-11,490.6774597167969
2005-10-13,477.6610412597656
2005-10-14,457.1520080566406
2005-10-17,466.22906494140625
2005-10-18,472.4376220703125
2005-10-19,461.1768493652344
2005-10-20,459.4212951660156
2005-10-21,478.7743835449219
2005-10-24,489.8210754394531
2005-10-25,478.34613037109375
2005-10-26,471.0245666503906
2005-10-27,456.0816650390625
2005-10-28,440.06829833984375
2005-10-31,470.296630859375
2005-11-02,464.30242919921875
2005-11-04,464.30242919921875
2005-11-07,476.03411865234375
2005-11-08,490.249267578125
2005-11-09,492.732666015625
2005-11-10,496.1578674316406
2005-11-11,497.4853210449219
2005-11-14,491.7050476074219
2005-11-16,498.298828125
2005-11-17,504.2073669433594
2005-11-18,521.4625244140625
2005-11-21,510.03045654296875
2005-11-22,495.901123046875
2005-11-23,512.2139892578125
2005-11-24,513.3701171875
2005-11-25,530.4968872070312
2005-11-28,541.5005493164062
2005-11-29,528.8698120117188
2005-11-30,525.2731323242188
2005-12-01,533.365478515625
2005-12-02,528.8698120117188
2005-12-05,530.3255615234375
2005-12-06,530.154296875
2005-12-07,530.1115112304688
2005-12-08,534.7783203125
2005-12-09,553.1896362304688
2005-12-12,554.7307739257812
2005-12-13,566.5911865234375
2005-12-14,564.3219604492188
2005-12-15,553.9175415039062
2005-12-16,563.4654541015625
2005-12-19,567.5331420898438
2005-12-20,556.4434814453125
2005-12-21,554.5169677734375
2005-12-22,548.5224609375
2005-12-23,536.4911499023438
2005-12-26,526.0010375976562
2005-12-27,540.6015014648438
2005-12-28,538.3323364257812
2005-12-29,536.7479248046875
2005-12-30,544.4550170898438
2006-01-02,552.4188232421875
2006-01-03,569.6738891601562
2006-01-04,567.1904296875
2006-01-05,574.4264526367188
2006-01-06,574.298095703125
2006-01-09,566.291259765625
2006-01-10,559.2266235351562
2006-01-12,567.36181640625
2006-01-13,562.3095092773438
2006-01-16,564.06494140625
2006-01-17,557.4284057617188
2006-01-18,552.8042602539062
2006-01-19,565.8631591796875
2006-01-20,604.8263549804688
2006-01-23,607.6949462890625
2006-01-24,635.9966430664062
2006-01-25,633.8986206054688
2006-01-27,651.667724609375
2006-01-30,640.1072387695312
2006-01-31,649.5696411132812
2006-02-01,636.0393676757812
2006-02-02,624.3076782226562
2006-02-03,625.33544921875
2006-02-06,632.2715454101562
2006-02-07,646.9575805664062
2006-02-08,655.82080078125
2006-02-10,656.8911743164062
2006-02-13,667.8521728515625
2006-02-14,659.93115234375
2006-02-15,644.81689453125
2006-02-16,654.0652465820312
2006-02-17,651.5819091796875
2006-02-20,673.9749755859375
2006-02-21,675.1309814453125
2006-02-22,673.5895385742188
2006-02-23,671.0634765625
2006-02-24,666.5247802734375
2006-02-27,675.9444580078125
2006-02-28,704.41748046875
2006-03-01,760.8926391601562
2006-03-02,775.6214599609375
2006-03-03,797.4151000976562
2006-03-06,787.4387817382812
2006-03-07,786.7965698242188
2006-03-08,755.9686279296875
2006-03-09,742.5670166015625
2006-03-10,752.45751953125
2006-03-13,751.173095703125
2006-03-14,741.8390502929688
2006-03-16,754.041748046875
2006-03-17,750.7449340820312
2006-03-20,754.4273071289062
2006-03-21,746.03515625
2006-03-22,725.0550537109375
2006-03-23,717.1340942382812
2006-03-24,717.7335205078125
2006-03-27,718.0758666992188
2006-03-28,728.651611328125
2006-03-29,733.53271484375
2006-03-30,733.1901245117188
2006-03-31,748.6898193359375
2006-04-03,779.5176391601562
2006-04-04,781.4443969726562
2006-04-05,784.9126586914062
2006-04-07,765.81640625
2006-04-10,757.5098876953125
2006-04-12,720.90185546875
2006-04-13,745.0930786132812
2006-04-17,755.1124267578125
2006-04-18,754.769775390625
2006-04-19,748.8182983398438
2006-04-20,755.7973022460938
2006-04-21,774.1656494140625
2006-04-24,769.4130859375
2006-04-25,743.5946655273438
2006-04-26,790.8212280273438
2006-04-27,769.8412475585938
2006-04-28,787.7813110351562
2006-05-02,806.8345336914062
2006-05-03,825.03173828125
2006-05-04,820.0650634765625
2006-05-05,805.550048828125
2006-05-08,804.5654296875
2006-05-09,827.0440673828125
2006-05-10,816.0401611328125
2006-05-11,802.5531005859375
2006-05-12,798.78515625
2006-05-15,758.4947509765625
2006-05-16,755.5404663085938
2006-05-17,781.4443969726562
2006-05-18,702.619140625
2006-05-19,670.9777221679688
2006-05-22,641.0490112304688
2006-05-23,689.9454345703125
2006-05-24,653.1233520507812
2006-05-25,679.0272827148438
2006-05-26,677.9569091796875
2006-05-29,677.6143188476562
2006-05-30,658.3897094726562
2006-05-31,629.4030151367188
2006-06-01,585.3875732421875
2006-06-02,659.1175537109375
2006-06-05,630.3021240234375
2006-06-06,625.8920288085938
2006-06-07,612.7045288085938
2006-06-08,614.930908203125
2006-06-09,659.4172973632812
2006-06-12,642.8045654296875
2006-06-13,601.40087890625
2006-06-14,582.9470825195312
2006-06-15,612.747314453125
2006-06-16,622.98046875
2006-06-19,647.2573852539062
2006-06-20,644.774169921875
2006-06-21,648.456298828125
2006-06-22,664.9407958984375
2006-06-23,662.029052734375
2006-06-26,630.0452270507812
2006-06-27,617.6712036132812
2006-06-28,619.3408813476562
2006-06-29,628.2469482421875
2006-06-30,682.238525390625
2006-07-03,679.7552490234375
2006-07-04,673.4610595703125
2006-07-05,693.3281860351562
2006-07-06,688.2328491210938
2006-07-07,668.8797607421875
2006-07-10,690.4164428710938
2006-07-11,674.5316162109375
2006-07-12,702.1054077148438
2006-07-13,691.8294677734375
2006-07-14,680.7827758789062
2006-07-17,646.74365234375
2006-07-18,641.4343872070312
2006-07-19,619.81201171875
2006-07-20,630.9443359375
2006-07-21,609.06494140625
2006-07-24,619.2553100585938
2006-07-25,636.2964477539062
2006-07-26,654.2792358398438
2006-07-27,668.5798950195312
2006-07-28,658.3897094726562
2006-07-31,674.6599731445312
2006-08-01,670.9777221679688
2006-08-02,668.4944458007812
2006-08-03,676.9721069335938
2006-08-04,671.0634765625
2006-08-07,657.8331298828125
2006-08-08,672.4763793945312
2006-08-09,682.5382080078125
2006-08-10,679.4984130859375
2006-08-11,681.7246704101562
2006-08-14,686.9912719726562
2006-08-16,697.8665771484375
2006-08-17,701.9769897460938
2006-08-18,719.874267578125
2006-08-21,720.430908203125
2006-08-22,716.4489135742188
2006-08-23,710.3004760742188
2006-08-24,714.2991943359375
2006-08-25,716.6638793945312
2006-08-28,714.901123046875
2006-08-29,735.4102172851562
2006-08-30,741.515625
2006-08-31,740.6989135742188
2006-09-01,752.3079223632812
2006-09-04,776.428955078125
2006-09-05,769.076416015625
2006-09-06,767.4857177734375
2006-09-07,785.0712280273438
2006-09-08,809.0202026367188
2006-09-11,788.8548583984375
2006-09-12,793.2836303710938
2006-09-13,822.1771240234375
2006-09-14,816.1145629882812
2006-09-15,816.7164916992188
2006-09-18,810.3099975585938
2006-09-19,787.8229370117188
2006-09-20,798.1419677734375
2006-09-21,812.8468627929688
2006-09-22,805.6664428710938
2006-09-25,796.3793334960938
2006-09-26,813.792724609375
2006-09-27,828.7554931640625
2006-09-28,811.1270751953125
2006-09-29,843.84716796875
2006-10-03,833.0982666015625
2006-10-04,814.3517456054688
2006-10-05,814.7817993164062
2006-10-06,810.9119262695312
2006-10-09,808.5901489257812
2006-10-10,819.3822631835938
2006-10-11,803.9466552734375
2006-10-12,823.7249755859375
2006-10-13,823.9829711914062
2006-10-16,826.3477172851562
2006-10-17,825.831787109375
2006-10-18,816.4586181640625
2006-10-19,810.4390869140625
2006-10-20,806.0963745117188
2006-10-23,814.1367797851562
2006-10-26,817.017578125
2006-10-27,831.2063598632812
2006-10-30,826.0467529296875
2006-10-31,832.41015625
2006-11-01,826.8636474609375
2006-11-02,844.7931518554688
2006-11-03,838.21484375
2006-11-06,821.0592041015625
2006-11-07,811.6859130859375
2006-11-08,805.88134765625
2006-11-09,783.9964599609375
2006-11-10,780.2555541992188
2006-11-13,788.94091796875
2006-11-14,780.4705810546875
2006-11-15,778.4927978515625
2006-11-16,768.2596435546875
2006-11-17,764.6048583984375
2006-11-20,748.481201171875
2006-11-21,761.0792236328125
2006-11-22,771.1404418945312
2006-11-23,779.0087280273438
2006-11-24,784.2112426757812
2006-11-27,782.5775146484375
2006-11-28,784.7700805664062
2006-11-29,792.6387329101562
2006-11-30,796.4222412109375
2006-12-01,818.6083374023438
2006-12-04,826.9495849609375
2006-12-05,816.8025512695312
2006-12-06,809.4072265625
2006-12-07,813.2767944335938
2006-12-08,801.9258422851562
2006-12-11,779.3526611328125
2006-12-12,761.294189453125
2006-12-13,760.8212280273438
2006-12-14,777.2028198242188
2006-12-15,779.0087280273438
2006-12-18,793.1975708007812
2006-12-19,782.3624877929688
2006-12-20,793.41259765625
2006-12-21,796.3362426757812
2006-12-22,795.9063110351562
2006-12-26,800.2489624023438
2006-12-27,798.1419677734375
2006-12-28,794.0574951171875
2006-12-29,799.044921875
2007-01-02,832.9261474609375
2007-01-03,838.0427856445312
2007-01-04,831.851318359375
2007-01-05,803.989501953125
2007-01-08,772.1722412109375
2007-01-09,762.2830200195312
2007-01-10,757.1666259765625
2007-01-11,778.9228515625
2007-01-12,793.1546020507812
2007-01-15,779.6965942382812
2007-01-16,783.0933837890625
2007-01-17,781.45947265625
2007-01-18,789.972900390625
2007-01-19,784.5122680664062
2007-01-22,807.3004150390625
2007-01-23,790.2307739257812
2007-01-24,803.3018798828125
2007-01-25,815.2546997070312
2007-01-29,805.6234741210938
2007-01-31,795.347412109375
2007-02-01,808.547119140625
2007-02-02,812.2879638671875
2007-02-05,828.32568359375
2007-02-06,819.0814208984375
2007-02-07,818.3072509765625
2007-02-08,827.7236938476562
2007-02-09,809.7941284179688
2007-02-12,784.2542724609375
2007-02-13,766.1098022460938
2007-02-14,737.0012817382812
2007-02-15,767.270751953125
2007-02-19,786.01708984375
2007-02-20,767.70068359375
2007-02-21,772.3442993164062
2007-02-22,756.7366333007812
2007-02-23,742.5477294921875
2007-02-26,755.2745971679688
2007-02-27,762.799072265625
2007-02-28,723.8014526367188
2007-03-01,723.1134033203125
2007-03-02,716.4058837890625
2007-03-05,664.6383666992188
2007-03-06,680.847900390625
2007-03-07,666.3151245117188
2007-03-08,681.3638305664062
2007-03-09,676.935302734375
2007-03-12,685.448486328125
2007-03-13,689.2752685546875
2007-03-14,680.847900390625
2007-03-15,684.6315307617188
2007-03-16,670.8297729492188
2007-03-19,678.3540649414062
2007-03-20,679.0421142578125
2007-03-21,680.761962890625
2007-03-22,714.8582153320312
2007-03-23,722.8984375
2007-03-26,706.602783203125
2007-03-28,685.0616455078125
