Date,SBICARD
2020-03-16,668.9729614257812
2020-03-17,717.5701293945312
2020-03-18,676.6306762695312
2020-03-19,679.4286499023438
2020-03-20,711.2869262695312
2020-03-23,571.7784423828125
2020-03-24,602.5076293945312
2020-03-25,613.5524291992188
2020-03-26,639.0782470703125
2020-03-27,643.9379272460938
2020-03-30,604.1275024414062
2020-03-31,607.3673706054688
2020-04-01,596.9606323242188
2020-04-03,579.4852905273438
2020-04-07,575.36181640625
2020-04-08,568.9313354492188
2020-04-09,584.3450317382812
2020-04-13,496.2808837890625
2020-04-15,495.4464111328125
2020-04-16,522.395751953125
2020-04-17,520.824951171875
2020-04-20,530.2498779296875
2020-04-21,516.3088989257812
2020-04-22,522.6903686523438
2020-04-23,550.7196044921875
2020-04-24,547.6760864257812
2020-04-27,542.6201171875
2020-04-28,540.8529052734375
2020-04-29,566.9677734375
2020-04-30,588.2229614257812
2020-05-04,558.0828857421875
2020-05-05,542.91455078125
2020-05-06,555.3339233398438
2020-05-07,563.9734497070312
2020-05-08,551.7014770507812
2020-05-11,538.4967041015625
2020-05-12,533.1951293945312
2020-05-13,538.30029296875
2020-05-14,528.826416015625
2020-05-15,530.5968017578125
2020-05-18,520.219970703125
2020-05-19,528.826416015625
2020-05-20,527.941162109375
2020-05-21,533.4491577148438
2020-05-22,501.1874694824219
2020-05-26,490.5647277832031
2020-05-27,508.9579162597656
2020-05-28,523.5641479492188
2020-05-29,530.006591796875
2020-06-01,538.809814453125
2020-06-02,560.694580078125
2020-06-03,601.267578125
2020-06-04,602.3495483398438
2020-06-05,615.7264404296875
2020-06-08,604.7593383789062
2020-06-09,601.6119384765625
2020-06-10,588.579345703125
2020-06-11,581.3499145507812
2020-06-12,580.7598266601562
2020-06-15,582.8253173828125
2020-06-16,576.136962890625
2020-06-17,569.9894409179688
2020-06-18,578.2516479492188
2020-06-19,606.8248901367188
2020-06-22,647.1029052734375
2020-06-23,668.7909545898438
2020-06-24,653.54541015625
2020-06-25,643.3651733398438
2020-06-26,641.4472045898438
2020-06-29,626.103271484375
2020-06-30,619.9066162109375
2020-07-01,638.9882202148438
2020-07-02,643.4635009765625
2020-07-03,663.7745971679688
2020-07-06,687.3316650390625
2020-07-07,692.2987060546875
2020-07-08,684.03662109375
2020-07-09,686.6923217773438
2020-07-10,691.6102294921875
2020-07-13,686.7415161132812
2020-07-14,680.0038452148438
2020-07-15,680.8399658203125
2020-07-16,708.0853881835938
2020-07-17,743.5436401367188
2020-07-20,738.6749267578125
2020-07-21,764.3465576171875
2020-07-22,741.8224487304688
2020-07-23,731.8389892578125
2020-07-24,728.642333984375
2020-07-27,738.3307495117188
2020-07-28,740.052001953125
2020-07-29,733.5111083984375
2020-07-30,723.82275390625
2020-07-31,714.9213256835938
2020-08-03,718.8555297851562
2020-08-04,744.5764770507812
2020-08-05,746.3960571289062
2020-08-06,746.1010131835938
2020-08-07,745.5109252929688
2020-08-10,749.1009521484375
2020-08-11,767.5432739257812
2020-08-12,778.3627319335938
2020-08-13,779.297119140625
2020-08-14,767.0022583007812
2020-08-17,789.919921875
2020-08-18,807.9194946289062
2020-08-19,810.8211059570312
2020-08-20,795.2313232421875
2020-08-21,816.4275512695312
2020-08-24,822.72265625
2020-08-25,813.7227783203125
2020-08-26,813.7719116210938
2020-08-27,806.2474975585938
2020-08-28,825.13232421875
2020-08-31,794.542724609375
2020-09-01,793.4608154296875
2020-09-02,800.7392578125
2020-09-03,814.2144775390625
2020-09-04,803.0508422851562
2020-09-07,795.427978515625
2020-09-08,805.4605712890625
2020-09-09,795.8706665039062
2020-09-10,806.493408203125
2020-09-11,835.4600219726562
2020-09-14,841.80419921875
2020-09-15,844.5089721679688
2020-09-16,837.5747680664062
2020-09-17,837.0828857421875
2020-09-18,835.4600219726562
2020-09-21,804.7229614257812
2020-09-22,799.657470703125
2020-09-23,807.5752563476562
2020-09-24,802.7066040039062
2020-09-25,798.7229614257812
2020-09-28,827.5913696289062
2020-09-29,835.7550659179688
2020-09-30,833.6895751953125
2020-10-01,825.13232421875
2020-10-05,831.96826171875
2020-10-06,828.3289794921875
2020-10-07,829.6569213867188
2020-10-08,833.39453125
2020-10-09,836.6895141601562
2020-10-12,831.1815185546875
2020-10-13,842.2959594726562
2020-10-14,877.5084228515625
2020-10-15,885.4263916015625
2020-10-16,865.1644287109375
2020-10-19,868.7053833007812
2020-10-20,883.5575561523438
2020-10-21,880.6067504882812
2020-10-22,837.9189453125
2020-10-23,794.0018310546875
2020-10-26,780.9201049804688
2020-10-27,800.8377075195312
2020-10-28,795.427978515625
2020-10-29,798.575439453125
2020-10-30,786.6248779296875
2020-11-02,793.8049926757812
2020-11-03,800.2968139648438
2020-11-04,806.7393188476562
2020-11-05,813.5259399414062
2020-11-06,833.5911254882812
2020-11-09,826.6568603515625
2020-11-10,825.9192504882812
2020-11-11,792.5263671875
2020-11-12,768.3301391601562
2020-11-13,761.3466796875
2020-11-14,776.5922241210938
2020-11-17,770.1005859375
2020-11-18,800.9852294921875
2020-11-19,793.6083374023438
2020-11-20,793.6575927734375
2020-11-23,801.6737670898438
2020-11-24,792.8214721679688
2020-11-25,792.87060546875
2020-11-26,795.9689331054688
2020-11-27,786.1822509765625
2020-12-01,786.8215942382812
2020-12-02,783.870849609375
2020-12-03,824.8864135742188
2020-12-04,844.7548828125
2020-12-07,833.0009765625
2020-12-08,841.6074829101562
2020-12-09,831.7223510742188
2020-12-10,818.0997314453125
2020-12-11,809.6900024414062
2020-12-14,801.5262451171875
2020-12-15,807.3786010742188
2020-12-16,813.6243896484375
2020-12-17,826.5093994140625
2020-12-18,826.5585327148438
2020-12-21,800.345947265625
2020-12-22,808.8047485351562
2020-12-23,815.7882690429688
2020-12-24,821.4931640625
2020-12-28,826.21435546875
2020-12-29,826.90283203125
2020-12-30,836.88623046875
2020-12-31,837.0828857421875
2021-01-01,838.8533935546875
2021-01-04,873.6724243164062
2021-01-05,898.8523559570312
2021-01-06,953.0972290039062
2021-01-07,961.4577026367188
2021-01-08,949.3104248046875
2021-01-11,949.0645141601562
2021-01-12,945.9661865234375
2021-01-13,958.01513671875
2021-01-14,944.441650390625
2021-01-15,939.7696533203125
2021-01-18,944.6875610351562
2021-01-19,951.17919921875
2021-01-20,982.2606201171875
2021-01-21,963.572509765625
2021-01-22,1015.801025390625
2021-01-25,1004.735595703125
2021-01-27,954.080810546875
2021-01-28,954.5725708007812
2021-01-29,969.8673706054688
2021-02-01,989.9817504882812
2021-02-02,992.19482421875
2021-02-03,979.1131591796875
2021-02-04,972.9165649414062
2021-02-05,965.3429565429688
2021-02-08,967.5067749023438
2021-02-09,998.0471801757812
2021-02-10,1007.5387573242188
2021-02-11,1007.3912353515625
2021-02-12,1004.1455078125
2021-02-15,1002.7684326171875
2021-02-16,1002.6209106445312
2021-02-17,1007.63720703125
2021-02-18,1046.292236328125
2021-02-19,1009.0633544921875
2021-02-22,1002.6209106445312
2021-02-23,1012.4076538085938
2021-02-24,1023.0302124023438
2021-02-25,1092.029052734375
2021-02-26,1051.0626220703125
2021-03-01,1080.3243408203125
2021-03-02,1089.963623046875
2021-03-03,1078.406494140625
2021-03-04,1068.5704345703125
2021-03-05,1041.0792236328125
2021-03-08,1049.1937255859375
2021-03-09,1037.931884765625
2021-03-10,1010.4896240234375
2021-03-12,998.4405517578125
2021-03-15,999.5226440429688
2021-03-16,1005.3257446289062
2021-03-17,962.2445678710938
2021-03-18,983.98193359375
2021-03-19,974.9819946289062
2021-03-22,957.1298217773438
2021-03-23,940.6548461914062
2021-03-24,906.6226196289062
2021-03-25,909.1307983398438
2021-03-26,930.9664916992188
2021-03-30,925.26171875
2021-03-31,913.0159912109375
2021-04-01,958.3102416992188
2021-04-05,925.9010009765625
2021-04-06,935.2943115234375
2021-04-07,960.2774047851562
2021-04-08,940.9006958007812
2021-04-09,948.130126953125
2021-04-12,875.8363647460938
2021-04-13,883.262451171875
2021-04-15,890.6884765625
2021-04-16,957.7200317382812
2021-04-19,927.6714477539062
2021-04-20,948.966064453125
2021-04-22,928.6058349609375
2021-04-23,922.0158081054688
2021-04-26,904.2620849609375
2021-04-27,938.9827270507812
2021-04-28,976.9492797851562
2021-04-29,973.8017578125
2021-04-30,968.0477294921875
2021-05-03,961.2609252929688
2021-05-04,940.064697265625
2021-05-05,949.0645141601562
2021-05-06,959.4414672851562
2021-05-07,965.8346557617188
2021-05-10,961.16259765625
2021-05-11,954.7693481445312
2021-05-12,958.5560913085938
2021-05-14,953.9332275390625
2021-05-17,964.2609252929688
2021-05-18,975.7689208984375
2021-05-19,995.2439575195312
2021-05-20,1018.3092041015625
2021-05-21,1046.7347412109375
2021-05-24,1072.7015380859375
2021-05-25,1019.7353515625
2021-05-26,1008.2765502929688
2021-05-27,1033.7515869140625
2021-05-28,1030.0137939453125
2021-05-31,1027.849853515625
2021-06-01,1028.7843017578125
2021-06-02,1037.390625
2021-06-03,1034.0958251953125
2021-06-04,1032.4237060546875
