Date,ALKEM
2016-11-22,1526.394775390625
2016-11-23,1554.1982421875
2016-11-24,1572.4141845703125
2016-11-25,1544.6109619140625
2016-11-28,1545.0673828125
2016-11-29,1563.28369140625
2016-11-30,1552.0982666015625
2016-12-01,1533.15185546875
2016-12-02,1533.699462890625
2016-12-05,1554.9287109375
2016-12-06,1543.8348388671875
2016-12-07,1529.6363525390625
2016-12-08,1534.3843994140625
2016-12-09,1529.727783203125
2016-12-12,1482.7952880859375
2016-12-13,1497.22216796875
2016-12-14,1469.4644775390625
2016-12-15,1490.6934814453125
2016-12-16,1462.707763671875
2016-12-19,1490.876220703125
2016-12-20,1490.145751953125
2016-12-21,1497.313232421875
2016-12-22,1467.866455078125
2016-12-23,1462.022705078125
2016-12-26,1411.7122802734375
2016-12-27,1467.8209228515625
2016-12-28,1472.523193359375
2016-12-29,1486.3109130859375
2016-12-30,1487.087158203125
2017-01-02,1481.2427978515625
2017-01-03,1511.2835693359375
2017-01-04,1522.4229736328125
2017-01-05,1517.4923095703125
2017-01-06,1515.6204833984375
2017-01-09,1535.0694580078125
2017-01-10,1537.3974609375
2017-01-11,1545.5694580078125
2017-01-12,1536.941162109375
2017-01-13,1540.2279052734375
2017-01-16,1522.5145263671875
2017-01-17,1521.236328125
2017-01-18,1510.4619140625
2017-01-19,1510.690185546875
2017-01-20,1502.47216796875
2017-01-23,1500.2352294921875
2017-01-24,1508.270263671875
2017-01-25,1503.4766845703125
2017-01-27,1515.6204833984375
2017-01-30,1512.607421875
2017-01-31,1523.3363037109375
2017-02-01,1547.44140625
2017-02-02,1616.607177734375
2017-02-03,1654.2718505859375
2017-02-06,1660.80029296875
2017-02-07,1658.15234375
2017-02-08,1672.0313720703125
2017-02-09,1654.6826171875
2017-02-10,1671.3463134765625
2017-02-13,1686.77734375
2017-02-14,1711.3392333984375
2017-02-15,1805.158203125
2017-02-16,1835.472412109375
2017-02-17,1827.528564453125
2017-02-20,1858.4364013671875
2017-02-21,1826.20458984375
2017-02-22,1846.7490234375
2017-02-23,1896.329345703125
2017-02-27,1967.4580078125
2017-02-28,1955.4053955078125
2017-03-01,1957.7796630859375
2017-03-02,1955.90771484375
2017-03-03,1953.0313720703125
2017-03-06,1926.7802734375
2017-03-07,1870.53466796875
2017-03-08,1803.1038818359375
2017-03-09,1806.02587890625
2017-03-10,1805.8427734375
2017-03-14,1762.699951171875
2017-03-15,1759.9608154296875
2017-03-16,1783.70068359375
2017-03-17,1846.0640869140625
2017-03-20,1922.3067626953125
2017-03-21,1948.648681640625
2017-03-22,1981.7017822265625
2017-03-23,1995.07861328125
2017-03-24,2012.3360595703125
2017-03-27,2019.0924072265625
2017-03-28,2015.3489990234375
2017-03-29,1963.8515625
2017-03-30,1983.8929443359375
2017-03-31,2013.2491455078125
2017-04-03,1975.3104248046875
2017-04-05,2016.0335693359375
2017-04-06,2008.6834716796875
2017-04-07,2010.600830078125
2017-04-10,1955.451416015625
2017-04-11,1942.211669921875
2017-04-12,1955.7252197265625
2017-04-13,1927.1910400390625
2017-04-17,1965.0838623046875
2017-04-18,1905.551513671875
2017-04-19,1895.279052734375
2017-04-20,1952.5294189453125
2017-04-21,1888.522216796875
2017-04-24,1845.9725341796875
2017-04-25,1812.2802734375
2017-04-26,1787.0335693359375
2017-04-27,1756.7650146484375
2017-04-28,1800.044921875
2017-05-02,1819.0369873046875
2017-05-03,1817.5302734375
2017-05-04,1792.0550537109375
2017-05-05,1763.8870849609375
2017-05-08,1751.83447265625
2017-05-09,1741.7906494140625
2017-05-10,1740.649169921875
2017-05-11,1756.5823974609375
2017-05-12,1728.0484619140625
2017-05-15,1749.5517578125
2017-05-16,1749.460205078125
2017-05-17,1737.6361083984375
2017-05-18,1750.0992431640625
2017-05-19,1725.126708984375
2017-05-22,1720.2877197265625
2017-05-23,1675.8203125
2017-05-24,1670.1136474609375
2017-05-25,1677.281494140625
2017-05-26,1709.650146484375
2017-05-29,1661.9417724609375
2017-05-30,1711.4307861328125
2017-05-31,1763.613037109375
2017-06-01,1777.1722412109375
2017-06-02,1809.5865478515625
2017-06-05,1793.790283203125
2017-06-06,1764.0697021484375
2017-06-07,1727.5921630859375
2017-06-08,1742.6123046875
2017-06-09,1725.8115234375
2017-06-12,1761.239013671875
2017-06-13,1724.2138671875
2017-06-14,1703.5780029296875
2017-06-15,1705.3582763671875
2017-06-16,1717.776611328125
2017-06-19,1696.54736328125
2017-06-20,1713.0284423828125
2017-06-21,1715.31103515625
2017-06-22,1706.1348876953125
2017-06-23,1673.1268310546875
2017-06-27,1670.4332275390625
2017-06-28,1675.911865234375
2017-06-29,1694.9036865234375
2017-06-30,1694.3101806640625
2017-07-03,1689.242919921875
2017-07-04,1676.5050048828125
2017-07-05,1676.2772216796875
2017-07-06,1668.4246826171875
2017-07-07,1663.2198486328125
2017-07-10,1676.3681640625
2017-07-11,1672.5792236328125
2017-07-12,1645.049560546875
2017-07-13,1650.2086181640625
2017-07-14,1630.0750732421875
2017-07-17,1598.528076171875
2017-07-18,1585.06005859375
2017-07-19,1626.5596923828125
2017-07-20,1650.4371337890625
2017-07-21,1621.03564453125
2017-07-24,1648.7933349609375
2017-07-25,1670.935302734375
2017-07-26,1683.535888671875
2017-07-27,1682.8511962890625
2017-07-28,1651.9432373046875
2017-07-31,1672.7615966796875
2017-08-01,1637.4256591796875
2017-08-02,1640.2103271484375
2017-08-03,1648.1998291015625
2017-08-04,1669.8399658203125
2017-08-07,1712.0240478515625
2017-08-08,1685.77294921875
2017-08-09,1635.599365234375
2017-08-10,1578.34912109375
2017-08-11,1557.4853515625
2017-08-14,1597.341552734375
2017-08-16,1657.55908203125
2017-08-17,1660.435302734375
2017-08-18,1643.406005859375
2017-08-21,1658.60888671875
2017-08-22,1602.5460205078125
2017-08-23,1648.5194091796875
2017-08-24,1631.673095703125
2017-08-28,1623.95751953125
2017-08-29,1598.985107421875
2017-08-30,1621.263916015625
2017-08-31,1652.2371826171875
2017-09-01,1644.7120361328125
2017-09-04,1653.1549072265625
2017-09-05,1655.5408935546875
2017-09-06,1619.7496337890625
2017-09-07,1639.9857177734375
2017-09-08,1640.30712890625
2017-09-11,1667.4716796875
2017-09-12,1650.76904296875
2017-09-13,1652.2371826171875
2017-09-14,1649.4842529296875
2017-09-15,1646.0423583984375
2017-09-18,1659.303955078125
2017-09-19,1631.129638671875
2017-09-20,1608.7828369140625
2017-09-21,1653.017333984375
2017-09-22,1652.787841796875
2017-09-25,1693.7186279296875
2017-09-26,1725.93115234375
2017-09-27,1694.0401611328125
2017-09-28,1711.5230712890625
2017-09-29,1689.313720703125
2017-10-03,1692.3878173828125
2017-10-04,1701.703369140625
2017-10-05,1688.808837890625
2017-10-06,1699.2255859375
2017-10-09,1723.54541015625
2017-10-10,1702.529052734375
2017-10-11,1689.1300048828125
2017-10-12,1681.421142578125
2017-10-13,1680.228271484375
2017-10-16,1691.7916259765625
2017-10-17,1674.67578125
2017-10-18,1679.906982421875
2017-10-19,1679.6776123046875
2017-10-23,1710.008544921875
2017-10-24,1718.9105224609375
2017-10-25,1712.8074951171875
2017-10-26,1714.4139404296875
2017-10-27,1718.4515380859375
2017-10-30,1705.87890625
2017-10-31,1719.6448974609375
2017-11-01,1737.99951171875
2017-11-02,1747.8189697265625
2017-11-03,1767.5045166015625
2017-11-06,1797.6060791015625
2017-11-07,1781.0411376953125
2017-11-08,1758.7857666015625
2017-11-09,1790.26416015625
2017-11-10,1784.6202392578125
2017-11-13,1827.4781494140625
2017-11-14,1831.69970703125
2017-11-15,1830.2772216796875
2017-11-16,1812.5194091796875
2017-11-17,1812.38134765625
2017-11-20,1814.9053955078125
2017-11-21,1793.292724609375
2017-11-22,1797.9271240234375
2017-11-23,1812.014404296875
2017-11-24,1824.35791015625
2017-11-27,1815.6396484375
2017-11-28,1813.115478515625
2017-11-29,1789.6219482421875
2017-11-30,1823.62353515625
2017-12-01,1812.6112060546875
2017-12-04,1854.2757568359375
2017-12-05,1932.282958984375
2017-12-06,1920.9490966796875
2017-12-07,1995.6063232421875
2017-12-08,2008.041748046875
2017-12-11,1952.3812255859375
2017-12-12,1932.4664306640625
2017-12-13,1922.0045166015625
2017-12-14,1917.9207763671875
2017-12-15,1933.1090087890625
2017-12-18,1942.1029052734375
2017-12-19,2005.0135498046875
2017-12-20,1970.82763671875
2017-12-21,1990.4215087890625
2017-12-22,1973.2596435546875
2017-12-26,2005.059326171875
2017-12-27,1984.6395263671875
2017-12-28,2017.5863037109375
2017-12-29,2020.75244140625
2018-01-01,2042.823974609375
2018-01-02,2019.100830078125
2018-01-03,2030.9849853515625
2018-01-04,2034.656005859375
2018-01-05,2037.638671875
2018-01-08,2035.5279541015625
2018-01-09,2039.2908935546875
2018-01-10,2132.440185546875
2018-01-11,2099.08056640625
2018-01-12,2073.01708984375
2018-01-15,2110.644287109375
2018-01-16,2089.215087890625
2018-01-17,2070.172119140625
2018-01-18,2064.06982421875
2018-01-19,2036.39990234375
2018-01-22,2058.42529296875
2018-01-23,2042.181640625
2018-01-24,2018.182373046875
2018-01-25,2021.0731201171875
2018-01-29,2056.726806640625
2018-01-30,2049.29345703125
2018-01-31,2017.861572265625
2018-02-01,2046.403076171875
2018-02-02,2014.420166015625
2018-02-05,1988.54052734375
2018-02-06,1968.487548828125
2018-02-07,1982.5291748046875
2018-02-08,1996.2490234375
2018-02-09,1999.9195556640625
2018-02-12,2002.0772705078125
2018-02-14,1976.609130859375
2018-02-15,1956.9696044921875
2018-02-16,1991.9423828125
2018-02-19,1986.6500244140625
2018-02-20,1998.0162353515625
2018-02-21,1981.4044189453125
2018-02-22,2001.5135498046875
2018-02-23,2007.4957275390625
2018-02-26,2026.8226318359375
2018-02-27,2052.63720703125
2018-02-28,2048.91015625
2018-03-01,2047.66748046875
2018-03-05,2044.538330078125
2018-03-06,2080.063232421875
2018-03-07,2038.3726806640625
2018-03-08,2058.573486328125
2018-03-09,2040.2127685546875
2018-03-12,2028.571044921875
2018-03-13,2022.036865234375
2018-03-14,2021.6685791015625
2018-03-15,2030.411376953125
2018-03-16,1986.23583984375
2018-03-19,1970.7293701171875
2018-03-20,1936.447265625
2018-03-21,1955.3594970703125
2018-03-22,1946.524658203125
2018-03-23,1921.03173828125
2018-03-26,1899.0821533203125
2018-03-27,1926.783935546875
2018-03-28,1829.9193115234375
2018-04-02,1766.5098876953125
2018-04-03,1754.959716796875
2018-04-04,1741.7989501953125
2018-04-05,1706.3665771484375
2018-04-06,1689.616943359375
2018-04-09,1707.14892578125
2018-04-10,1670.888671875
2018-04-11,1629.8421630859375
2018-04-12,1618.2918701171875
2018-04-13,1641.9901123046875
2018-04-16,1622.7554931640625
2018-04-17,1606.3740234375
2018-04-18,1637.480712890625
2018-04-19,1654.276611328125
2018-04-20,1641.2540283203125
2018-04-23,1685.7515869140625
2018-04-24,1771.249267578125
2018-04-25,1780.54443359375
2018-04-26,1766.969970703125
2018-04-27,1812.15771484375
2018-04-30,1818.8758544921875
2018-05-02,1862.1771240234375
2018-05-03,1868.665283203125
2018-05-04,1857.4373779296875
2018-05-07,1832.220458984375
2018-05-08,1858.1275634765625
2018-05-09,1863.189453125
2018-05-10,1863.2353515625
2018-05-11,1846.0255126953125
2018-05-14,1820.71630859375
2018-05-15,1838.7548828125
2018-05-16,1874.3251953125
2018-05-17,1845.9332275390625
2018-05-18,1813.72216796875
2018-05-21,1786.296630859375
2018-05-22,1767.199951171875
2018-05-23,1808.7523193359375
2018-05-24,1801.573974609375
2018-05-25,1800.101318359375
2018-05-28,1869.0794677734375
2018-05-29,1884.8170166015625
2018-05-30,1825.18017578125
2018-05-31,1764.116943359375
2018-06-01,1777.8759765625
2018-06-04,1779.9464111328125
2018-06-05,1756.3399658203125
2018-06-06,1791.3121337890625
2018-06-07,1806.4974365234375
2018-06-08,1797.708740234375
2018-06-11,1816.667236328125
2018-06-12,1824.949951171875
2018-06-13,1847.9580078125
2018-06-14,1832.1746826171875
2018-06-15,1799.6873779296875
2018-06-18,1795.9599609375
2018-06-19,1801.3897705078125
2018-06-20,1802.908203125
2018-06-21,1796.9261474609375
2018-06-22,1804.197021484375
2018-06-25,1802.3563232421875
2018-06-26,1798.1688232421875
2018-06-27,1793.5670166015625
2018-06-28,1766.2340087890625
2018-06-29,1740.4647216796875
2018-07-02,1699.142333984375
2018-07-03,1743.9156494140625
2018-07-04,1719.297119140625
2018-07-05,1734.98876953125
2018-07-06,1730.249267578125
2018-07-09,1757.2144775390625
2018-07-10,1771.801513671875
2018-07-11,1750.1741943359375
2018-07-12,1711.9805908203125
2018-07-13,1749.89794921875
2018-07-16,1734.712646484375
2018-07-17,1706.182861328125
2018-07-18,1686.90185546875
2018-07-19,1696.4276123046875
2018-07-20,1695.0467529296875
2018-07-23,1731.353515625
2018-07-24,1862.7291259765625
2018-07-25,1949.147216796875
2018-07-26,1926.9217529296875
2018-07-27,1947.9512939453125
2018-07-30,1947.766845703125
2018-07-31,1950.2059326171875
2018-08-01,1980.66845703125
2018-08-02,1979.6563720703125
2018-08-03,2020.794189453125
2018-08-06,2008.1396484375
2018-08-07,1966.6334228515625
2018-08-08,1964.5167236328125
2018-08-09,1941.8765869140625
2018-08-10,1895.6766357421875
2018-08-13,1841.1016845703125
2018-08-14,1850.1668701171875
2018-08-16,1880.7213134765625
2018-08-17,1926.6917724609375
2018-08-20,1954.0711669921875
2018-08-21,1927.519775390625
2018-08-23,1916.1622314453125
2018-08-24,1892.615234375
2018-08-27,1878.7178955078125
2018-08-28,1911.5447998046875
2018-08-29,1956.653564453125
2018-08-30,1930.9822998046875
2018-08-31,1952.7288818359375
2018-09-03,2030.7568359375
2018-09-04,1989.8958740234375
2018-09-05,1943.6334228515625
2018-09-06,1948.388671875
2018-09-07,2032.6495361328125
2018-09-10,1973.13623046875
2018-09-11,1962.4705810546875
2018-09-12,1966.1182861328125
2018-09-14,1935.322509765625
2018-09-17,1911.914306640625
2018-09-18,1882.45751953125
2018-09-19,1909.65185546875
2018-09-21,1924.0570068359375
2018-09-24,1878.3486328125
2018-09-25,1902.7264404296875
2018-09-26,1910.5294189453125
2018-09-27,1892.4764404296875
2018-09-28,1897.5552978515625
2018-10-01,1906.2813720703125
2018-10-03,1896.123779296875
2018-10-04,1886.5203857421875
2018-10-05,1882.7347412109375
2018-10-08,1817.8189697265625
2018-10-09,1757.1973876953125
2018-10-10,1823.3133544921875
2018-10-11,1800.7823486328125
2018-10-12,1815.7877197265625
2018-10-15,1811.170654296875
2018-10-16,1822.89794921875
2018-10-17,1829.5003662109375
2018-10-19,1803.275390625
2018-10-22,1800.458984375
2018-10-23,1799.9971923828125
2018-10-24,1791.91748046875
2018-10-25,1800.1357421875
2018-10-26,1791.6868896484375
2018-10-29,1777.189208984375
2018-10-30,1771.6485595703125
2018-10-31,1760.798583984375
2018-11-01,1753.5960693359375
2018-11-02,1762.691650390625
2018-11-05,1765.415771484375
2018-11-06,1736.6981201171875
2018-11-07,1754.5196533203125
2018-11-09,1766.2469482421875
2018-11-12,1812.0477294921875
2018-11-13,1818.7427978515625
2018-11-14,1787.5313720703125
2018-11-15,1796.1654052734375
2018-11-16,1799.628173828125
2018-11-19,1798.3353271484375
2018-11-20,1798.56591796875
2018-11-21,1796.0731201171875
2018-11-22,1789.932373046875
2018-11-26,1773.587890625
2018-11-27,1773.033935546875
2018-11-28,1772.2490234375
2018-11-29,1748.009765625
2018-11-30,1766.154541015625
2018-12-03,1756.9202880859375
2018-12-04,1761.6297607421875
2018-12-05,1769.386474609375
2018-12-06,1762.6455078125
2018-12-07,1748.9329833984375
2018-12-10,1769.8480224609375
2018-12-11,1782.867919921875
2018-12-12,1751.564697265625
2018-12-13,1753.3651123046875
2018-12-14,1734.9432373046875
2018-12-17,1733.511962890625
2018-12-18,1729.54150390625
2018-12-19,1724.8321533203125
2018-12-20,1723.2161865234375
2018-12-21,1710.472900390625
2018-12-24,1713.0587158203125
2018-12-26,1730.97265625
2018-12-27,1719.984130859375
2018-12-28,1759.1826171875
2018-12-31,1799.9049072265625
2019-01-01,1791.6868896484375
2019-01-02,1801.61328125
2019-01-03,1812.093994140625
2019-01-04,1800.6900634765625
2019-01-07,1813.755859375
2019-01-08,1804.9835205078125
2019-01-09,1824.1441650390625
2019-01-10,1819.065673828125
2019-01-11,1816.61865234375
2019-01-14,1792.93359375
2019-01-15,1774.2802734375
2019-01-16,1742.8846435546875
2019-01-17,1745.3779296875
2019-01-18,1751.9339599609375
2019-01-21,1756.5511474609375
2019-01-22,1737.4364013671875
2019-01-23,1734.5740966796875
2019-01-24,1755.0736083984375
2019-01-25,1744.9163818359375
2019-01-28,1733.3272705078125
2019-01-29,1748.88671875
2019-01-30,1726.309326171875
2019-01-31,1738.9600830078125
2019-02-01,1743.8079833984375
2019-02-04,1754.796630859375
2019-02-05,1754.1502685546875
2019-02-06,1744.7315673828125
2019-02-07,1742.792236328125
2019-02-08,1757.797607421875
2019-02-11,1746.80908203125
2019-02-12,1699.0228271484375
2019-02-14,1671.9669189453125
2019-02-15,1666.4482421875
2019-02-18,1705.4034423828125
2019-02-19,1713.2872314453125
2019-02-20,1702.7139892578125
2019-02-21,1672.56982421875
2019-02-22,1678.45947265625
2019-02-25,1650.4027099609375
2019-02-26,1630.87841796875
2019-02-27,1631.2958984375
2019-02-28,1617.3834228515625
2019-03-01,1651.00537109375
2019-03-05,1623.3656005859375
2019-03-06,1620.166015625
2019-03-07,1623.273193359375
2019-03-08,1623.1337890625
2019-03-11,1621.974609375
2019-03-12,1610.380859375
2019-03-13,1609.128662109375
2019-03-14,1594.9378662109375
2019-03-15,1632.7801513671875
2019-03-18,1654.251708984375
2019-03-19,1644.3740234375
2019-03-20,1627.1685791015625
2019-03-22,1593.175048828125
2019-03-25,1612.05029296875
2019-03-26,1646.64599609375
2019-03-27,1623.45849609375
2019-03-28,1615.4354248046875
2019-04-01,1620.768798828125
2019-04-02,1610.5662841796875
2019-04-03,1613.209716796875
2019-04-04,1629.53369140625
2019-04-05,1624.5714111328125
2019-04-08,1617.244384765625
2019-04-09,1608.7574462890625
2019-04-10,1615.8994140625
2019-04-11,1629.950927734375
2019-04-12,1628.5596923828125
2019-04-15,1627.0755615234375
2019-04-16,1591.45947265625
2019-04-18,1596.375244140625
2019-04-22,1600.734619140625
2019-04-23,1600.6884765625
2019-04-24,1597.3492431640625
2019-04-25,1579.9583740234375
2019-04-26,1586.12646484375
2019-04-30,1593.7783203125
2019-05-02,1596.1434326171875
2019-05-03,1580.561279296875
2019-05-06,1586.822021484375
2019-05-07,1561.9649658203125
2019-05-08,1564.8404541015625
2019-05-09,1600.038818359375
2019-05-10,1610.0560302734375
2019-05-13,1587.93505859375
2019-05-14,1595.2623291015625
2019-05-15,1588.7696533203125
2019-05-16,1564.4688720703125
2019-05-17,1569.292236328125
2019-05-20,1596.1434326171875
2019-05-21,1569.755859375
2019-05-22,1568.7353515625
2019-05-23,1560.0169677734375
2019-05-24,1586.961181640625
2019-05-27,1600.3170166015625
2019-05-28,1604.444580078125
2019-05-29,1603.79541015625
2019-05-30,1632.548095703125
2019-05-31,1664.268798828125
2019-06-03,1644.188232421875
2019-06-04,1632.6407470703125
2019-06-06,1632.8260498046875
2019-06-07,1685.926025390625
2019-06-10,1666.541015625
2019-06-11,1679.758056640625
2019-06-12,1662.41357421875
2019-06-13,1669.2769775390625
2019-06-14,1687.68798828125
2019-06-17,1679.4332275390625
2019-06-18,1649.892333984375
2019-06-19,1616.31640625
2019-06-20,1586.9149169921875
2019-06-21,1632.8260498046875
2019-06-24,1591.366943359375
2019-06-25,1574.34716796875
2019-06-26,1573.88330078125
2019-06-27,1560.527099609375
2019-06-28,1548.0059814453125
2019-07-01,1554.7305908203125
2019-07-02,1586.7293701171875
2019-07-03,1592.3870849609375
2019-07-04,1601.2447509765625
2019-07-05,1611.4473876953125
2019-07-08,1643.5389404296875
2019-07-09,1644.4200439453125
2019-07-10,1647.341552734375
2019-07-11,1664.129638671875
2019-07-12,1670.2974853515625
2019-07-15,1641.405517578125
2019-07-16,1647.8055419921875
2019-07-17,1622.9947509765625
2019-07-18,1630.6004638671875
2019-07-19,1668.0711669921875
2019-07-22,1667.561279296875
2019-07-23,1634.5421142578125
2019-07-24,1640.98828125
2019-07-25,1683.560791015625
2019-07-26,1683.560791015625
2019-07-29,1659.90966796875
2019-07-30,1632.7801513671875
2019-07-31,1615.6673583984375
2019-08-01,1591.227783203125
2019-08-02,1558.5328369140625
2019-08-05,1553.3857421875
2019-08-06,1557.7908935546875
2019-08-07,1581.9525146484375
2019-08-08,1596.375244140625
2019-08-09,1634.7276611328125
2019-08-13,1660.6513671875
2019-08-14,1639.0870361328125
2019-08-16,1634.1248779296875
2019-08-19,1634.0782470703125
2019-08-20,1650.4765625
2019-08-21,1626.251953125
2019-08-22,1634.03173828125
2019-08-23,1651.36181640625
2019-08-26,1667.434326171875
