Date,CGCL
2010-10-29,125.17096710205078
2010-11-01,125.46772766113281
2010-11-02,125.09679412841797
2010-11-03,125.26370239257812
2010-11-04,124.90206909179688
2010-11-08,124.07671356201172
2010-11-09,124.08599853515625
2010-11-10,124.2621841430664
2010-11-11,125.86647033691406
2010-11-12,127.05345153808594
2010-11-15,130.38255310058594
2010-11-16,130.48458862304688
2010-11-18,126.84014129638672
2010-11-19,127.53567504882812
2010-11-22,128.65771484375
2010-11-23,123.9839859008789
2010-11-24,99.02486419677734
2010-11-25,79.22176361083984
2010-11-26,71.30050659179688
2010-11-29,64.17693328857422
2010-11-30,57.758323669433594
2010-12-01,54.873653411865234
2010-12-02,52.137386322021484
2010-12-03,49.53098678588867
2010-12-06,47.05443572998047
2010-12-07,44.70773696899414
2010-12-08,42.47236251831055
2010-12-09,40.3482780456543
2010-12-10,38.33549499511719
2010-12-13,36.42475891113281
2010-12-14,34.60676574707031
2010-12-15,32.88152313232422
2010-12-16,34.532569885253906
2010-12-20,32.80731964111328
2010-12-21,31.221216201782227
2010-12-22,29.662935256958008
2010-12-23,28.178861618041992
2010-12-24,26.76898765563965
2010-12-27,25.433324813842773
2010-12-28,24.162588119506836
2010-12-29,22.956777572631836
2010-12-30,23.99562644958496
2010-12-31,24.29244613647461
2011-01-03,23.235036849975586
2011-01-04,22.622859954833984
2011-01-05,22.103435516357422
2011-01-06,22.140533447265625
2011-01-07,21.036752700805664
2011-01-10,19.988628387451172
2011-01-11,18.99614906311035
2011-01-12,18.810644149780273
2011-01-13,19.40427589416504
2011-01-14,19.144563674926758
2011-01-17,18.486005783081055
2011-01-18,18.513826370239258
2011-01-19,18.597307205200195
2011-01-20,18.56947898864746
2011-01-21,19.506301879882812
2011-01-24,20.489503860473633
2011-01-25,21.51907730102539
2011-01-27,22.595033645629883
2011-01-28,23.72663688659668
2011-01-31,22.938228607177734
2011-02-01,23.058805465698242
2011-02-02,23.587509155273438
2011-02-03,24.36664581298828
2011-02-04,23.151559829711914
2011-02-07,22.019954681396484
2011-02-08,20.92544937133789
2011-02-09,19.886598587036133
2011-02-10,18.894121170043945
2011-02-11,19.654712677001953
2011-02-14,20.637910842895508
2011-02-15,21.055307388305664
2011-02-16,22.112709045410156
2011-02-17,23.225765228271484
2011-02-18,22.07560157775879
2011-02-21,21.19443702697754
2011-02-22,20.137033462524414
2011-02-23,19.13528060913086
2011-02-24,18.365421295166016
2011-02-25,17.75324058532715
2011-02-28,17.604835510253906
2011-03-01,17.094684600830078
2011-03-03,16.408294677734375
2011-03-04,15.712638854980469
2011-03-07,15.656984329223633
2011-03-08,16.445398330688477
2011-03-09,17.233816146850586
2011-03-10,17.103960037231445
2011-03-11,16.61235809326172
2011-03-14,16.68656349182129
2011-03-15,15.870319366455078
2011-03-16,15.861048698425293
2011-03-17,15.638435363769531
2011-03-18,15.490025520324707
2011-03-21,15.146833419799805
2011-03-22,15.183934211730957
2011-03-23,15.193212509155273
2011-03-24,15.285965919494629
2011-03-25,15.592058181762695
2011-03-28,15.202488899230957
2011-03-29,15.23031234741211
2011-03-30,15.026252746582031
2011-03-31,14.618134498596191
2011-04-01,14.367696762084961
2011-04-04,14.497553825378418
2011-04-05,14.414069175720215
2011-04-06,15.137557983398438
2011-04-07,15.443649291992188
2011-04-08,14.868569374084473
2011-04-11,14.22856330871582
2011-04-13,14.256390571594238
2011-04-15,13.996678352355957
2011-04-18,13.532902717590332
2011-04-19,13.532902717590332
2011-04-20,13.338117599487305
2011-04-21,12.790865898132324
2011-04-25,12.160133361816406
2011-04-26,11.631433486938477
2011-04-27,11.306793212890625
2011-04-28,11.149109840393066
2011-04-29,11.52012825012207
2011-05-02,11.427374839782715
2011-05-03,10.889396667480469
2011-05-04,10.397794723510742
2011-05-05,9.878371238708496
2011-05-06,9.58155632019043
2011-05-09,9.294015884399414
2011-05-10,9.451699256896973
2011-05-11,9.915472030639648
2011-05-12,9.572281837463379
2011-05-13,9.238362312316895
2011-05-16,9.117782592773438
2011-05-17,9.06213092803955
2011-05-18,8.904446601867676
2011-05-19,9.34967041015625
2011-05-20,9.822717666625977
2011-05-23,10.2493896484375
2011-05-24,10.750264167785645
2011-05-25,11.288241386413574
2011-05-26,11.102730751037598
2011-05-27,11.102730751037598
2011-05-30,11.297516822814941
2011-05-31,10.89867115020752
2011-06-01,10.43489933013916
2011-06-02,10.138083457946777
2011-06-03,10.017502784729004
2011-06-06,10.091707229614258
2011-06-07,10.601858139038086
2011-06-08,10.77808952331543
2011-06-09,10.694612503051758
2011-06-10,11.232587814331055
2011-06-13,11.798388481140137
2011-06-14,12.392024040222168
2011-06-15,13.01347827911377
2011-06-16,13.672035217285156
2011-06-17,14.358420372009277
2011-06-20,15.081908226013184
2011-06-21,14.330595016479492
2011-06-22,15.0540771484375
2011-06-23,15.369443893432617
2011-06-24,15.183934211730957
2011-06-27,14.553205490112305
2011-06-28,13.838995933532715
2011-06-29,13.838995933532715
2011-06-30,13.959574699401855
2011-07-01,13.950300216674805
2011-07-04,13.653484344482422
2011-07-05,13.458700180053711
2011-07-06,13.384493827819824
2011-07-07,14.729436874389648
2011-07-08,16.20423698425293
2011-07-11,17.827444076538086
2011-07-12,18.18918800354004
2011-07-13,17.83671760559082
2011-07-14,17.493526458740234
2011-07-15,17.103960037231445
2011-07-18,16.946273803710938
2011-07-19,17.799619674682617
2011-07-20,18.690061569213867
2011-07-21,18.875574111938477
2011-07-22,19.24658966064453
2011-07-25,18.977602005004883
2011-07-26,18.31904411315918
2011-07-27,19.237314224243164
2011-07-28,20.201961517333984
2011-07-29,19.932971954345703
2011-08-01,20.610090255737305
2011-08-02,21.648935317993164
2011-08-03,22.07560157775879
2011-08-04,22.901123046875
2011-08-05,21.760238647460938
2011-08-08,20.67501449584961
2011-08-09,19.645435333251953
2011-08-10,18.662235260009766
2011-08-11,17.73469352722168
2011-08-12,16.97410011291504
2011-08-16,16.130035400390625
2011-08-17,15.323066711425781
2011-08-18,14.562481880187988
2011-08-19,13.866819381713867
2011-08-22,14.562481880187988
2011-08-23,15.295243263244629
2011-08-24,16.065101623535156
2011-08-25,15.285965919494629
2011-08-26,14.52538013458252
2011-08-29,15.25814151763916
2011-08-30,16.02800178527832
2011-09-02,16.83496856689453
2011-09-05,17.67903709411621
2011-09-06,18.56947898864746
2011-09-07,19.506301879882812
2011-09-08,21.305744171142578
2011-09-09,19.840219497680664
2011-09-12,19.00542640686035
2011-09-13,20.313274383544922
2011-09-14,20.702838897705078
2011-09-15,20.38747215270996
2011-09-16,20.424577713012695
2011-09-19,20.266891479492188
2011-09-20,19.895870208740234
2011-09-21,19.116731643676758
2011-09-22,18.448904037475586
2011-09-23,17.716136932373047
2011-09-26,17.057579040527344
2011-09-27,18.31904411315918
2011-09-28,18.272666931152344
2011-09-29,17.99440574645996
2011-09-30,17.799619674682617
2011-10-03,17.298742294311523
2011-10-04,16.872068405151367
2011-10-05,16.825695037841797
2011-10-07,17.28019142150879
2011-10-10,17.196714401245117
2011-10-11,17.512081146240234
2011-10-12,17.502803802490234
2011-10-13,17.512081146240234
2011-10-14,17.52135467529297
2011-10-17,17.493526458740234
2011-10-18,17.40077018737793
2011-10-19,17.345117568969727
2011-10-20,17.094684600830078
2011-10-21,17.252363204956055
2011-10-24,17.4564266204834
2011-10-25,17.604835510253906
2011-10-28,19.330074310302734
2011-10-31,20.146310806274414
2011-11-01,19.265138626098633
2011-11-02,18.92194366455078
2011-11-03,18.792095184326172
2011-11-04,19.237314224243164
2011-11-08,19.84949493408203
2011-11-09,18.95905113220215
2011-11-11,18.56947898864746
2011-11-14,17.502803802490234
2011-11-15,16.88134765625
2011-11-16,16.130035400390625
2011-11-17,15.833222389221191
2011-11-18,15.24886417388916
2011-11-21,15.415823936462402
2011-11-22,15.508575439453125
2011-11-23,15.406545639038086
2011-11-24,15.564227104187012
2011-11-25,15.944527626037598
2011-11-28,19.13528060913086
2011-11-29,22.956777572631836
2011-11-30,24.886066436767578
2011-12-01,24.36664581298828
2011-12-02,22.993877410888672
2011-12-05,20.999652862548828
2011-12-07,19.72891616821289
2011-12-08,19.33934783935547
2011-12-09,19.153837203979492
2011-12-12,18.467449188232422
