Date,ABBOTINDIA
2003-02-14,211.19969177246094
2003-02-17,212.99960327148438
2003-02-18,211.66766357421875
2003-02-19,217.39134216308594
2003-02-20,221.20709228515625
2003-02-21,220.84716796875
2003-02-24,223.79898071289062
2003-02-25,224.44691467285156
2003-02-26,226.10279846191406
2003-02-27,225.9228057861328
2003-02-28,226.5707550048828
2003-03-03,225.34689331054688
2003-03-04,226.1748046875
2003-03-05,225.85084533691406
2003-03-06,224.0149688720703
2003-03-07,223.18701171875
2003-03-10,221.4591064453125
2003-03-11,218.1112823486328
2003-03-12,219.58721923828125
2003-03-13,216.41941833496094
2003-03-14,216.41941833496094
2003-03-17,210.44371032714844
2003-03-18,210.44371032714844
2003-03-19,210.69569396972656
2003-03-20,210.7677001953125
2003-03-21,210.7677001953125
2003-03-24,213.10760498046875
2003-03-25,216.81536865234375
2003-03-26,208.787841796875
2003-03-27,205.72805786132812
2003-03-28,201.6602325439453
2003-03-31,201.6602325439453
2003-04-01,201.6602325439453
2003-04-02,201.6602325439453
2003-04-03,201.6602325439453
2003-04-04,201.6602325439453
2003-04-07,201.6602325439453
2003-04-08,201.6602325439453
2003-04-09,201.6602325439453
2003-04-10,201.6602325439453
2003-04-11,201.6602325439453
2003-04-14,201.6602325439453
2003-04-15,201.6602325439453
2003-04-16,201.6602325439453
2003-04-17,201.6602325439453
2003-04-18,201.6602325439453
2003-04-21,201.6602325439453
2003-04-22,201.6602325439453
2003-04-23,201.6602325439453
2003-04-24,201.6602325439453
2003-04-25,201.6602325439453
2003-04-28,201.6602325439453
2003-04-29,201.6602325439453
2003-04-30,201.6602325439453
2003-05-01,201.6602325439453
2003-05-02,201.6602325439453
2003-05-05,201.6602325439453
2003-05-06,201.6602325439453
2003-05-07,201.6602325439453
2003-05-08,201.6602325439453
2003-05-09,201.6602325439453
2003-05-12,201.6602325439453
2003-05-13,201.6602325439453
2003-05-14,201.6602325439453
2003-05-15,201.6602325439453
2003-05-16,201.6602325439453
2003-05-19,201.6602325439453
2003-05-20,201.6602325439453
2003-05-21,201.6602325439453
2003-05-22,201.6602325439453
2003-05-23,201.6602325439453
2003-05-26,201.6602325439453
2003-05-27,201.6602325439453
2003-05-28,201.6602325439453
2003-05-29,201.6602325439453
2003-05-30,201.6602325439453
2003-06-02,201.6602325439453
2003-06-03,201.6602325439453
2003-06-04,201.6602325439453
2003-06-05,201.6602325439453
2003-06-06,201.6602325439453
2003-06-09,201.6602325439453
2003-06-10,201.6602325439453
2003-06-11,201.6602325439453
2003-06-12,201.6602325439453
2003-06-13,201.6602325439453
2003-06-16,201.6602325439453
2003-06-17,201.6602325439453
2003-06-18,201.6602325439453
2003-06-19,201.6602325439453
2003-06-20,201.6602325439453
2003-06-23,201.6602325439453
2003-06-24,201.6602325439453
2003-06-25,201.6602325439453
2003-06-26,201.6602325439453
2003-06-27,201.6602325439453
2003-06-30,201.6602325439453
2003-07-01,201.6602325439453
2003-07-02,201.6602325439453
2003-07-03,201.6602325439453
2003-07-04,201.6602325439453
2003-07-07,201.6602325439453
2003-07-08,201.6602325439453
2003-07-09,201.6602325439453
2003-07-10,201.6602325439453
2003-07-11,201.6602325439453
2003-07-14,201.6602325439453
2003-07-15,201.6602325439453
2003-07-16,201.6602325439453
2003-07-17,201.6602325439453
2003-07-18,201.6602325439453
2003-07-21,201.6602325439453
2003-07-22,201.6602325439453
2003-07-23,201.6602325439453
2003-07-24,201.6602325439453
2003-07-25,201.6602325439453
2003-07-28,201.6602325439453
2003-07-29,201.6602325439453
2003-07-30,201.6602325439453
2003-07-31,201.6602325439453
2003-08-01,201.6602325439453
2003-08-04,201.6602325439453
2003-08-05,201.6602325439453
2003-08-06,201.6602325439453
2003-08-07,201.6602325439453
2003-08-08,201.6602325439453
2003-08-11,201.6602325439453
2003-08-12,201.6602325439453
2003-08-13,201.6602325439453
2003-08-14,201.6602325439453
2003-08-15,201.6602325439453
2003-08-18,201.6602325439453
2003-08-19,201.6602325439453
2003-08-20,201.6602325439453
2003-08-21,201.6602325439453
2003-08-22,201.6602325439453
2003-08-25,201.6602325439453
2003-08-26,201.6602325439453
2003-08-27,201.6602325439453
2003-08-28,201.6602325439453
2003-08-29,201.6602325439453
2003-09-01,201.6602325439453
2003-09-02,201.6602325439453
2003-09-03,201.6602325439453
2003-09-04,201.6602325439453
2003-09-05,201.6602325439453
2003-09-08,201.6602325439453
2003-09-09,201.6602325439453
2003-09-10,201.6602325439453
2003-09-11,201.6602325439453
2003-09-12,201.6602325439453
2003-09-15,201.6602325439453
2003-09-16,201.6602325439453
2003-09-17,201.6602325439453
2003-09-18,201.6602325439453
2003-09-19,201.6602325439453
2003-09-22,201.6602325439453
2003-09-23,201.6602325439453
2003-09-24,201.6602325439453
2003-09-25,201.6602325439453
2003-09-26,201.6602325439453
2003-09-29,201.6602325439453
2003-09-30,201.6602325439453
2003-10-01,201.6602325439453
2003-10-02,201.6602325439453
2003-10-03,201.6602325439453
2003-10-06,201.6602325439453
2003-10-07,201.6602325439453
2003-10-08,201.6602325439453
2003-10-09,201.6602325439453
2003-10-10,201.6602325439453
2003-10-13,201.6602325439453
2003-10-14,201.6602325439453
2003-10-15,201.6602325439453
2003-10-16,201.6602325439453
2003-10-17,201.6602325439453
2003-10-20,201.6602325439453
2003-10-21,201.6602325439453
2003-10-22,201.6602325439453
2003-10-23,201.6602325439453
2003-10-24,201.6602325439453
2003-10-27,201.6602325439453
2003-10-28,201.6602325439453
2003-10-29,201.6602325439453
2003-10-30,201.6602325439453
2003-10-31,201.6602325439453
2003-11-03,201.6602325439453
2003-11-04,201.6602325439453
2003-11-05,201.6602325439453
2003-11-06,201.6602325439453
2003-11-07,201.6602325439453
2003-11-10,201.6602325439453
2003-11-11,201.6602325439453
2003-11-12,201.6602325439453
2003-11-13,201.6602325439453
2003-11-14,201.6602325439453
2003-11-17,201.6602325439453
2003-11-18,201.6602325439453
2003-11-19,201.6602325439453
2003-11-20,201.6602325439453
2003-11-21,201.6602325439453
2003-11-24,201.6602325439453
2003-11-25,201.6602325439453
2003-11-26,201.6602325439453
2003-11-27,201.6602325439453
2003-11-28,201.6602325439453
2003-12-01,201.6602325439453
2003-12-02,201.6602325439453
2003-12-03,201.6602325439453
2003-12-04,201.6602325439453
2003-12-05,201.6602325439453
2003-12-08,201.6602325439453
2003-12-09,201.6602325439453
2003-12-10,201.6602325439453
2003-12-11,201.6602325439453
2003-12-12,201.6602325439453
2003-12-15,201.6602325439453
2003-12-16,201.6602325439453
2003-12-17,201.6602325439453
2003-12-18,201.6602325439453
2003-12-19,201.6602325439453
2003-12-22,201.6602325439453
2003-12-23,201.6602325439453
2003-12-24,201.6602325439453
2003-12-25,201.6602325439453
2003-12-26,201.6602325439453
2003-12-29,201.6602325439453
2003-12-30,201.6602325439453
2003-12-31,201.6602325439453
2004-01-01,201.6602325439453
2004-01-02,201.6602325439453
2004-01-05,201.6602325439453
2004-01-06,201.6602325439453
2004-01-07,201.6602325439453
2004-01-08,201.6602325439453
2004-01-09,201.6602325439453
2004-01-12,201.6602325439453
2004-01-13,201.6602325439453
2004-01-14,201.6602325439453
2004-01-15,201.6602325439453
2004-01-16,201.6602325439453
2004-01-19,201.6602325439453
2004-01-20,201.6602325439453
2004-01-21,201.6602325439453
2004-01-22,201.6602325439453
2004-01-23,201.6602325439453
2004-01-26,201.6602325439453
2004-01-27,201.6602325439453
2004-01-28,201.6602325439453
2004-01-29,201.6602325439453
2004-01-30,201.6602325439453
2004-02-02,201.6602325439453
2004-02-03,201.6602325439453
2004-02-04,201.6602325439453
2004-02-05,201.6602325439453
2004-02-06,201.6602325439453
2004-02-09,201.6602325439453
2004-02-10,201.6602325439453
2004-02-11,201.6602325439453
2004-02-12,201.6602325439453
2004-02-13,201.6602325439453
2004-02-16,201.6602325439453
2004-02-17,201.6602325439453
2004-02-18,201.6602325439453
2004-02-19,201.6602325439453
2004-02-20,201.6602325439453
2004-02-23,201.6602325439453
2004-02-24,201.6602325439453
2004-02-25,201.6602325439453
2004-02-26,201.6602325439453
2004-02-27,201.6602325439453
2004-03-01,201.6602325439453
2004-03-02,201.6602325439453
2004-03-03,201.6602325439453
2004-03-04,201.6602325439453
2004-03-05,201.6602325439453
2004-03-08,201.6602325439453
2004-03-09,201.6602325439453
2004-03-10,201.6602325439453
2004-03-11,201.6602325439453
2004-03-12,201.6602325439453
2004-03-15,201.6602325439453
2004-03-16,201.6602325439453
2004-03-17,201.6602325439453
2004-03-18,201.6602325439453
2004-03-19,201.6602325439453
2004-03-22,201.6602325439453
2004-03-23,201.6602325439453
2004-03-24,201.6602325439453
2004-03-25,201.6602325439453
2004-03-26,201.6602325439453
2004-03-29,201.6602325439453
2004-03-30,201.6602325439453
2004-03-31,201.6602325439453
2004-04-01,201.6602325439453
2004-04-02,201.6602325439453
2004-04-05,201.6602325439453
2004-04-06,201.6602325439453
2004-04-07,201.6602325439453
2004-04-08,201.6602325439453
2004-04-09,201.6602325439453
2004-04-12,201.6602325439453
2004-04-13,201.6602325439453
2004-04-14,201.6602325439453
2004-04-15,201.6602325439453
2004-04-16,201.6602325439453
2004-04-19,201.6602325439453
2004-04-20,201.6602325439453
2004-04-21,201.6602325439453
2004-04-22,201.6602325439453
2004-04-23,201.6602325439453
2004-04-26,201.6602325439453
2004-04-27,201.6602325439453
2004-04-28,201.6602325439453
2004-04-29,201.6602325439453
2004-04-30,201.6602325439453
2004-05-03,201.6602325439453
2004-05-04,201.6602325439453
2004-05-05,201.6602325439453
2004-05-06,201.6602325439453
2004-05-07,201.6602325439453
2004-05-10,201.6602325439453
2004-05-11,201.6602325439453
2004-05-12,201.6602325439453
2004-05-13,201.6602325439453
2004-05-14,201.6602325439453
2004-05-17,201.6602325439453
2004-05-18,201.6602325439453
2004-05-19,201.6602325439453
2004-05-20,201.6602325439453
2004-05-21,201.6602325439453
2004-05-24,201.6602325439453
2004-05-25,201.6602325439453
2004-05-26,201.6602325439453
2004-05-27,201.6602325439453
2004-05-28,201.6602325439453
2004-05-31,201.6602325439453
2004-06-01,201.6602325439453
2004-06-02,201.6602325439453
2004-06-03,201.6602325439453
2004-06-04,201.6602325439453
2004-06-07,201.6602325439453
2004-06-08,201.6602325439453
2004-06-09,201.6602325439453
2004-06-10,201.6602325439453
2004-06-11,201.6602325439453
2004-06-14,201.6602325439453
2004-06-15,201.6602325439453
2004-06-16,201.6602325439453
2004-06-17,201.6602325439453
2004-06-18,201.6602325439453
2004-06-21,201.6602325439453
2004-06-22,201.6602325439453
2004-06-23,201.6602325439453
2004-06-24,201.6602325439453
2004-06-25,201.6602325439453
2004-06-28,201.6602325439453
2004-06-29,201.6602325439453
2004-06-30,201.6602325439453
2004-07-01,201.6602325439453
2004-07-02,201.6602325439453
2004-07-05,201.6602325439453
2004-07-06,201.6602325439453
2004-07-07,201.6602325439453
2004-07-08,201.6602325439453
2004-07-09,201.6602325439453
2004-07-12,201.6602325439453
2004-07-13,201.6602325439453
2004-07-14,201.6602325439453
2004-07-15,201.6602325439453
2004-07-16,201.6602325439453
2004-07-19,201.6602325439453
2004-07-20,201.6602325439453
2004-07-21,201.6602325439453
2004-07-22,201.6602325439453
2004-07-23,201.6602325439453
2004-07-26,201.6602325439453
2004-07-27,201.6602325439453
2004-07-28,201.6602325439453
2004-07-29,201.6602325439453
2004-07-30,201.6602325439453
2004-08-02,201.6602325439453
2004-08-03,201.6602325439453
2004-08-04,201.6602325439453
2004-08-05,201.6602325439453
2004-08-06,201.6602325439453
2004-08-09,201.6602325439453
2004-08-10,201.6602325439453
2004-08-11,201.6602325439453
2004-08-12,201.6602325439453
2004-08-13,201.6602325439453
2004-08-16,201.6602325439453
2004-08-17,201.6602325439453
2004-08-18,201.6602325439453
2004-08-19,201.6602325439453
2004-08-20,201.6602325439453
2004-08-23,201.6602325439453
2004-08-24,201.6602325439453
2004-08-25,201.6602325439453
2004-08-26,201.6602325439453
2004-08-27,201.6602325439453
2004-08-30,201.6602325439453
2004-08-31,201.6602325439453
2004-09-01,201.6602325439453
2004-09-02,201.6602325439453
2004-09-03,201.6602325439453
2004-09-06,201.6602325439453
2004-09-07,201.6602325439453
2004-09-08,201.6602325439453
2004-09-09,201.6602325439453
2004-09-10,201.6602325439453
2004-09-13,201.6602325439453
2004-09-14,201.6602325439453
2004-09-15,201.6602325439453
2004-09-16,201.6602325439453
2004-09-17,201.6602325439453
2004-09-20,201.6602325439453
2004-09-21,201.6602325439453
2004-09-22,201.6602325439453
2004-09-23,201.6602325439453
2004-09-24,201.6602325439453
2004-09-27,201.6602325439453
2004-09-28,201.6602325439453
2004-09-29,201.6602325439453
2004-09-30,201.6602325439453
2004-10-01,201.6602325439453
2004-10-04,201.6602325439453
2004-10-05,201.6602325439453
2004-10-06,201.6602325439453
2004-10-07,201.6602325439453
2004-10-08,201.6602325439453
2004-10-11,201.6602325439453
2004-10-12,201.6602325439453
2004-10-13,201.6602325439453
2004-10-14,201.6602325439453
2004-10-15,201.6602325439453
2004-10-18,201.6602325439453
2004-10-19,201.6602325439453
2004-10-20,201.6602325439453
2004-10-21,201.6602325439453
2004-10-22,201.6602325439453
2004-10-25,201.6602325439453
2004-10-26,201.6602325439453
2004-10-27,201.6602325439453
2004-10-28,201.6602325439453
2004-10-29,201.6602325439453
2004-11-01,201.6602325439453
2004-11-02,201.6602325439453
2004-11-03,201.6602325439453
2004-11-04,201.6602325439453
2004-11-05,201.6602325439453
2004-11-08,201.6602325439453
2004-11-09,201.6602325439453
2004-11-10,201.6602325439453
2004-11-11,201.6602325439453
2004-11-12,201.6602325439453
2004-11-15,201.6602325439453
2004-11-16,201.6602325439453
2004-11-17,201.6602325439453
2004-11-18,201.6602325439453
2004-11-19,201.6602325439453
2004-11-22,201.6602325439453
2004-11-23,201.6602325439453
2004-11-24,201.6602325439453
2004-11-25,201.6602325439453
2004-11-26,201.6602325439453
2004-11-29,201.6602325439453
2004-11-30,201.6602325439453
2004-12-01,201.6602325439453
2004-12-02,201.6602325439453
2004-12-03,201.6602325439453
2004-12-06,201.6602325439453
2004-12-07,201.6602325439453
2004-12-08,201.6602325439453
2004-12-09,201.6602325439453
2004-12-10,201.6602325439453
2004-12-13,201.6602325439453
2004-12-14,201.6602325439453
2004-12-15,201.6602325439453
2004-12-16,201.6602325439453
2004-12-17,201.6602325439453
2004-12-20,201.6602325439453
2004-12-21,201.6602325439453
2004-12-22,201.6602325439453
2004-12-23,201.6602325439453
2004-12-24,201.6602325439453
2004-12-27,201.6602325439453
2004-12-28,201.6602325439453
2004-12-29,201.6602325439453
2004-12-30,201.6602325439453
2004-12-31,201.6602325439453
2005-01-03,201.6602325439453
2005-01-04,201.6602325439453
2005-01-05,201.6602325439453
2005-01-06,201.6602325439453
2005-01-07,201.6602325439453
2005-01-10,201.6602325439453
2005-01-11,201.6602325439453
2005-01-12,201.6602325439453
2005-01-13,201.6602325439453
2005-01-14,201.6602325439453
2005-01-17,201.6602325439453
2005-01-18,201.6602325439453
2005-01-19,201.6602325439453
2005-01-20,201.6602325439453
2005-01-24,201.6602325439453
2005-01-25,201.6602325439453
2005-01-27,201.6602325439453
2005-01-28,201.6602325439453
2005-01-31,201.6602325439453
2005-02-01,201.6602325439453
2005-02-02,201.6602325439453
2005-02-03,201.6602325439453
2005-02-04,201.6602325439453
2005-02-07,201.6602325439453
2005-02-08,201.6602325439453
2005-02-09,201.6602325439453
2005-02-10,201.6602325439453
2005-02-11,201.6602325439453
2005-02-14,201.6602325439453
2005-02-15,201.6602325439453
2005-02-16,201.6602325439453
2005-02-17,201.6602325439453
2005-02-18,201.6602325439453
2005-02-21,201.6602325439453
2005-02-22,201.6602325439453
2005-02-23,201.6602325439453
2005-02-24,201.6602325439453
2005-02-25,201.6602325439453
2005-02-28,201.6602325439453
2005-03-01,201.6602325439453
2005-03-02,201.6602325439453
2005-03-03,201.6602325439453
2005-03-04,201.6602325439453
2005-03-07,201.6602325439453
2005-03-08,201.6602325439453
2005-03-09,201.6602325439453
2005-03-10,201.6602325439453
2005-03-11,201.6602325439453
2005-03-14,201.6602325439453
2005-03-15,201.6602325439453
2005-03-16,201.6602325439453
2005-03-17,201.6602325439453
2005-03-18,201.6602325439453
2005-03-21,201.6602325439453
2005-03-22,201.6602325439453
2005-03-23,201.6602325439453
2005-03-24,201.6602325439453
2005-03-28,201.6602325439453
2005-03-29,201.6602325439453
2005-03-30,201.6602325439453
2005-03-31,201.6602325439453
2005-04-01,201.6602325439453
2005-04-04,201.6602325439453
2005-04-05,201.6602325439453
2005-04-06,201.6602325439453
2005-04-07,201.6602325439453
2005-04-08,201.6602325439453
2005-04-11,201.6602325439453
2005-04-12,201.6602325439453
2005-04-13,201.6602325439453
2005-04-15,201.6602325439453
2005-04-18,201.6602325439453
2005-04-19,201.6602325439453
2005-04-20,201.6602325439453
2005-04-21,201.6602325439453
2005-04-22,201.6602325439453
2005-04-25,201.6602325439453
2005-04-26,201.6602325439453
2005-04-27,201.6602325439453
2005-04-28,201.6602325439453
2005-04-29,201.6602325439453
2005-05-02,201.6602325439453
2005-05-03,201.6602325439453
2005-05-04,201.6602325439453
2005-05-05,201.6602325439453
2005-05-06,201.6602325439453
2005-05-09,201.6602325439453
2005-05-10,201.6602325439453
2005-05-11,201.6602325439453
2005-05-12,201.6602325439453
2005-05-13,201.6602325439453
2005-05-16,201.6602325439453
2005-05-17,201.6602325439453
2005-05-18,201.6602325439453
2005-05-19,201.6602325439453
2005-05-20,201.6602325439453
2005-05-23,201.6602325439453
2005-05-24,201.6602325439453
2005-05-25,201.6602325439453
2005-05-26,201.6602325439453
2005-05-27,201.6602325439453
2005-05-30,201.6602325439453
2005-05-31,201.6602325439453
2005-06-01,201.6602325439453
2005-06-02,201.6602325439453
2005-06-03,201.6602325439453
2005-06-06,201.6602325439453
2005-06-07,201.6602325439453
2005-06-08,201.6602325439453
2005-06-09,201.6602325439453
2005-06-10,201.6602325439453
2005-06-13,201.6602325439453
2005-06-14,201.6602325439453
2005-06-15,201.6602325439453
2005-06-16,201.6602325439453
2005-06-17,201.6602325439453
2005-06-20,201.6602325439453
2005-06-21,201.6602325439453
2005-06-22,201.6602325439453
2005-06-23,201.6602325439453
2005-06-24,201.6602325439453
2005-06-27,201.6602325439453
2005-06-28,201.6602325439453
2005-06-29,201.6602325439453
2005-06-30,201.6602325439453
2005-07-01,201.6602325439453
2005-07-04,201.6602325439453
2005-07-05,201.6602325439453
2005-07-06,201.6602325439453
2005-07-07,201.6602325439453
2005-07-08,201.6602325439453
2005-07-11,201.6602325439453
2005-07-12,201.6602325439453
2005-07-13,201.6602325439453
2005-07-14,201.6602325439453
2005-07-15,201.6602325439453
2005-07-18,201.6602325439453
2005-07-19,201.6602325439453
2005-07-20,201.6602325439453
2005-07-21,201.6602325439453
2005-07-22,201.6602325439453
2005-07-25,201.6602325439453
2005-07-26,201.6602325439453
2005-07-27,201.6602325439453
2005-07-28,201.6602325439453
2005-07-29,201.6602325439453
2005-08-01,201.6602325439453
2005-08-02,201.6602325439453
2005-08-03,201.6602325439453
2005-08-04,201.6602325439453
2005-08-05,201.6602325439453
2005-08-08,201.6602325439453
2005-08-09,201.6602325439453
2005-08-10,201.6602325439453
2005-08-11,201.6602325439453
2005-08-12,201.6602325439453
2005-08-16,201.6602325439453
2005-08-17,201.6602325439453
2005-08-18,201.6602325439453
2005-08-19,201.6602325439453
2005-08-22,201.6602325439453
2005-08-23,201.6602325439453
2005-08-24,201.6602325439453
2005-08-25,201.6602325439453
2005-08-26,201.6602325439453
2005-08-29,201.6602325439453
2005-08-30,201.6602325439453
2005-08-31,201.6602325439453
2005-09-01,201.6602325439453
2005-09-02,201.6602325439453
2005-09-05,201.6602325439453
2005-09-06,201.6602325439453
2005-09-08,201.6602325439453
2005-09-09,201.6602325439453
2005-09-12,201.6602325439453
2005-09-13,201.6602325439453
2005-09-14,201.6602325439453
2005-09-15,201.6602325439453
2005-09-16,201.6602325439453
2005-09-19,201.6602325439453
2005-09-20,201.6602325439453
2005-09-21,201.6602325439453
2005-09-22,201.6602325439453
2005-09-23,201.6602325439453
2005-09-26,201.6602325439453
2005-09-27,201.6602325439453
2005-09-28,201.6602325439453
2005-09-29,201.6602325439453
2005-09-30,201.6602325439453
2005-10-03,201.6602325439453
2005-10-04,201.6602325439453
2005-10-05,201.6602325439453
2005-10-06,201.6602325439453
2005-10-07,201.6602325439453
2005-10-10,201.6602325439453
2005-10-11,201.6602325439453
2005-10-13,201.6602325439453
2005-10-14,201.6602325439453
2005-10-17,201.6602325439453
2005-10-18,201.6602325439453
2005-10-19,201.6602325439453
2005-10-20,201.6602325439453
2005-10-21,201.6602325439453
2005-10-24,201.6602325439453
2005-10-25,201.6602325439453
2005-10-26,201.6602325439453
2005-10-27,201.6602325439453
2005-10-28,201.6602325439453
2005-10-31,201.6602325439453
2005-11-02,201.6602325439453
2005-11-04,201.6602325439453
2005-11-07,201.6602325439453
2005-11-08,201.6602325439453
2005-11-09,201.6602325439453
2005-11-10,201.6602325439453
2005-11-11,201.6602325439453
2005-11-14,201.6602325439453
2005-11-16,201.6602325439453
2005-11-17,201.6602325439453
2005-11-18,201.6602325439453
2005-11-21,201.6602325439453
2005-11-22,201.6602325439453
2005-11-23,201.6602325439453
2005-11-24,201.6602325439453
2005-11-25,201.6602325439453
2005-11-28,201.6602325439453
2005-11-29,201.6602325439453
2005-11-30,201.6602325439453
2005-12-01,201.6602325439453
2005-12-02,201.6602325439453
2005-12-05,201.6602325439453
2005-12-06,201.6602325439453
2005-12-07,201.6602325439453
2005-12-08,201.6602325439453
2005-12-09,201.6602325439453
2005-12-12,201.6602325439453
2005-12-13,201.6602325439453
2005-12-14,201.6602325439453
2005-12-15,201.6602325439453
2005-12-16,201.6602325439453
2005-12-19,201.6602325439453
2005-12-20,201.6602325439453
2005-12-21,201.6602325439453
2005-12-22,201.6602325439453
2005-12-23,201.6602325439453
2005-12-26,201.6602325439453
2005-12-27,201.6602325439453
2005-12-28,201.6602325439453
2005-12-29,201.6602325439453
2005-12-30,201.6602325439453
2006-01-02,201.6602325439453
2006-01-03,201.6602325439453
2006-01-04,201.6602325439453
2006-01-05,201.6602325439453
2006-01-06,201.6602325439453
2006-01-09,201.6602325439453
2006-01-10,201.6602325439453
2006-01-12,201.6602325439453
2006-01-13,201.6602325439453
2006-01-16,201.6602325439453
2006-01-17,201.6602325439453
2006-01-18,201.6602325439453
2006-01-19,201.6602325439453
2006-01-20,201.6602325439453
2006-01-23,201.6602325439453
2006-01-24,201.6602325439453
2006-01-25,201.6602325439453
2006-01-27,201.6602325439453
2006-01-30,201.6602325439453
2006-01-31,201.6602325439453
2006-02-01,201.6602325439453
2006-02-02,201.6602325439453
2006-02-03,201.6602325439453
2006-02-06,201.6602325439453
2006-02-07,201.6602325439453
2006-02-08,201.6602325439453
2006-02-10,201.6602325439453
2006-02-13,201.6602325439453
2006-02-14,201.6602325439453
2006-02-15,201.6602325439453
2006-02-16,201.6602325439453
2006-02-17,201.6602325439453
2006-02-20,201.6602325439453
2006-02-21,201.6602325439453
2006-02-22,201.6602325439453
2006-02-23,201.6602325439453
2006-02-24,201.6602325439453
2006-02-27,201.6602325439453
2006-02-28,201.6602325439453
2006-03-01,201.6602325439453
2006-03-02,201.6602325439453
2006-03-03,201.6602325439453
2006-03-06,201.6602325439453
2006-03-07,201.6602325439453
2006-03-08,201.6602325439453
2006-03-09,201.6602325439453
2006-03-10,201.6602325439453
2006-03-13,201.6602325439453
2006-03-14,201.6602325439453
2006-03-16,201.6602325439453
2006-03-17,201.6602325439453
2006-03-20,201.6602325439453
2006-03-21,201.6602325439453
2006-03-22,201.6602325439453
2006-03-23,201.6602325439453
2006-03-24,201.6602325439453
2006-03-27,201.6602325439453
