Date,QUESS
2017-03-06,562.4996948242188
2017-03-07,564.0403442382812
2017-03-08,562.1476440429688
2017-03-09,562.5437622070312
2017-03-10,585.8729858398438
2017-03-14,598.1099243164062
2017-03-15,598.68212890625
2017-03-16,606.693359375
2017-03-17,602.24755859375
2017-03-20,603.7001342773438
2017-03-21,609.4663696289062
2017-03-22,606.1650390625
2017-03-23,606.7373046875
2017-03-24,608.5419921875
2017-03-27,608.1018676757812
2017-03-28,606.1211547851562
2017-03-29,606.2971801757812
2017-03-30,607.1775512695312
2017-03-31,607.7938232421875
2017-04-03,622.1875
2017-04-05,633.8082275390625
2017-04-06,642.3916015625
2017-04-07,636.5372314453125
2017-04-10,636.4051513671875
2017-04-11,652.955810546875
2017-04-12,671.4871826171875
2017-04-13,661.2750244140625
2017-04-17,668.2297973632812
2017-04-18,659.514404296875
2017-04-19,656.5211791992188
2017-04-20,670.0344848632812
2017-04-21,688.9620971679688
2017-04-24,686.012939453125
2017-04-25,702.29931640625
2017-04-26,698.6900024414062
2017-04-27,697.017333984375
2017-04-28,699.3941650390625
2017-05-02,694.7723999023438
2017-05-03,696.4890747070312
2017-05-04,707.7575073242188
2017-05-05,718.761962890625
2017-05-08,727.0372314453125
2017-05-09,746.2288818359375
2017-05-10,773.8279418945312
2017-05-11,755.2083129882812
2017-05-12,733.85986328125
2017-05-15,740.94677734375
2017-05-16,747.9895629882812
2017-05-17,725.4085693359375
2017-05-18,732.67138671875
2017-05-19,735.6646118164062
2017-05-22,722.0192260742188
2017-05-23,690.6786499023438
2017-05-24,721.93115234375
2017-05-25,740.2864379882812
2017-05-26,747.109130859375
2017-05-29,740.5505981445312
2017-05-30,761.0187377929688
2017-05-31,787.42919921875
2017-06-01,804.508056640625
2017-06-02,817.2291259765625
2017-06-05,805.6083984375
2017-06-06,794.427978515625
2017-06-07,791.7428588867188
2017-06-08,797.1130981445312
2017-06-09,788.4415893554688
2017-06-12,787.7813110351562
2017-06-13,783.86376953125
2017-06-14,779.1099243164062
2017-06-15,789.3659057617188
2017-06-16,798.65380859375
2017-06-19,786.8568725585938
2017-06-20,792.8433227539062
2017-06-21,789.8062133789062
2017-06-22,782.9392700195312
2017-06-23,788.6616821289062
2017-06-27,791.3027954101562
2017-06-28,789.0138549804688
2017-06-29,799.5341186523438
2017-06-30,816.6128540039062
2017-07-03,822.8193359375
2017-07-04,831.3585815429688
2017-07-05,807.63330078125
2017-07-06,778.8018188476562
2017-07-07,785.6685180664062
2017-07-10,792.2271728515625
2017-07-11,799.4459838867188
2017-07-12,808.8217163085938
2017-07-13,814.103759765625
2017-07-14,828.27734375
2017-07-17,840.9105224609375
2017-07-18,823.9197387695312
2017-07-19,812.2550659179688
2017-07-20,812.2110595703125
2017-07-21,808.2054443359375
2017-07-24,786.8568725585938
2017-07-25,789.8062133789062
2017-07-26,769.6461181640625
2017-07-27,780.4303588867188
2017-07-28,789.4541625976562
2017-07-31,789.3219604492188
2017-08-01,785.184326171875
2017-08-02,790.99462890625
2017-08-03,789.2778930664062
2017-08-04,790.5103759765625
2017-08-07,789.3659057617188
2017-08-08,790.3784790039062
2017-08-09,787.5172119140625
2017-08-10,784.9202880859375
2017-08-11,762.38330078125
2017-08-14,791.4347534179688
2017-08-16,787.7813110351562
2017-08-17,790.33447265625
2017-08-18,786.9891357421875
2017-08-21,772.2432250976562
2017-08-22,765.640625
2017-08-23,713.3037719726562
2017-08-24,728.3577270507812
2017-08-28,725.1004638671875
2017-08-29,739.2741088867188
2017-08-30,743.8519897460938
2017-08-31,746.0527954101562
2017-09-01,742.575439453125
2017-09-04,744.3360595703125
2017-09-05,736.2368774414062
2017-09-06,730.2944946289062
2017-09-07,731.7030029296875
2017-09-08,731.6590576171875
2017-09-11,713.0836181640625
2017-09-12,733.7278442382812
2017-09-13,741.56298828125
2017-09-14,740.3304443359375
2017-09-15,736.4129638671875
2017-09-18,739.0538940429688
2017-09-19,743.36767578125
2017-09-20,747.9014892578125
2017-09-21,748.253662109375
2017-09-22,723.8239135742188
2017-09-25,734.4761962890625
2017-09-26,727.8295288085938
2017-09-27,715.90087890625
2017-09-28,726.9932250976562
2017-09-29,735.8848266601562
2017-10-03,728.7097778320312
2017-10-04,732.4073486328125
2017-10-05,729.0180053710938
2017-10-06,733.7718505859375
2017-10-09,728.7978515625
2017-10-10,732.3633422851562
2017-10-11,724.1319580078125
2017-10-12,730.690673828125
2017-10-13,731.4388427734375
2017-10-16,735.3565673828125
2017-10-17,731.5711059570312
2017-10-18,730.0303955078125
2017-10-19,737.4253540039062
2017-10-23,730.8667602539062
2017-10-24,735.2684326171875
2017-10-25,747.76953125
2017-10-26,762.42724609375
2017-10-27,763.3076171875
2017-10-30,756.308837890625
2017-10-31,746.9771118164062
2017-11-01,741.5189208984375
2017-11-02,740.9027099609375
2017-11-03,735.0485229492188
2017-11-06,730.3385009765625
2017-11-07,715.504638671875
2017-11-08,704.5882568359375
2017-11-09,723.6038208007812
2017-11-10,727.5654296875
2017-11-13,730.690673828125
2017-11-14,722.371337890625
2017-11-15,711.895263671875
2017-11-16,719.2461547851562
2017-11-17,720.6546630859375
2017-11-20,761.678955078125
2017-11-21,799.9742431640625
2017-11-22,804.9921875
2017-11-23,755.3404541015625
2017-11-24,813.83984375
2017-11-27,804.9921875
2017-11-28,811.6387939453125
2017-11-29,821.0145874023438
2017-11-30,828.5415649414062
2017-12-01,812.9594116210938
2017-12-04,826.868896484375
2017-12-05,831.7548217773438
2017-12-06,826.6928100585938
2017-12-07,837.7852172851562
2017-12-08,860.5421752929688
2017-12-11,936.1644897460938
2017-12-12,925.4681396484375
2017-12-13,890.2540893554688
2017-12-14,900.3780517578125
2017-12-15,914.19970703125
2017-12-18,912.1749267578125
2017-12-19,925.55615234375
2017-12-20,946.3323364257812
2017-12-21,950.9103393554688
2017-12-22,945.4520263671875
2017-12-26,958.9655151367188
2017-12-27,956.4566040039062
2017-12-28,996.7325439453125
2017-12-29,1016.0562744140625
2018-01-01,1016.4963989257812
2018-01-02,1037.5367431640625
2018-01-03,1020.6339111328125
2018-01-04,996.8645629882812
2018-01-05,995.5880737304688
2018-01-08,988.589111328125
2018-01-09,955.4000244140625
2018-01-10,934.2716064453125
2018-01-11,928.7254028320312
2018-01-12,941.9306640625
2018-01-15,957.248779296875
2018-01-16,922.4309692382812
2018-01-17,927.6248168945312
2018-01-18,915.9163208007812
2018-01-19,926.12841796875
2018-01-22,946.5964965820312
2018-01-23,930.8822631835938
2018-01-24,971.4223022460938
2018-01-25,979.6976928710938
2018-01-29,940.3460083007812
2018-01-30,918.1172485351562
2018-01-31,866.4846801757812
2018-02-01,897.2969360351562
2018-02-02,880.4822387695312
2018-02-05,860.0581665039062
2018-02-06,825.6363525390625
2018-02-07,841.3507080078125
2018-02-08,848.2615356445312
2018-02-09,823.2154541015625
2018-02-12,836.5088500976562
2018-02-14,842.627197265625
2018-02-15,853.8075561523438
2018-02-16,848.4373779296875
2018-02-19,869.3017578125
2018-02-20,867.1449584960938
2018-02-21,862.1268920898438
2018-02-22,845.928466796875
2018-02-23,870.9304809570312
2018-02-26,880.9664306640625
2018-02-27,880.702392578125
2018-02-28,910.590087890625
2018-03-01,889.065673828125
2018-03-05,872.7792358398438
2018-03-06,857.153076171875
2018-03-07,841.1747436523438
2018-03-08,850.154296875
2018-03-09,870.4022216796875
2018-03-12,903.943603515625
2018-03-13,903.45947265625
2018-03-14,894.4797973632812
2018-03-15,895.5362548828125
2018-03-16,907.596923828125
2018-03-19,920.8462524414062
2018-03-20,920.7142944335938
2018-03-21,906.6286010742188
2018-03-22,907.2889404296875
2018-03-23,925.3800659179688
2018-03-26,929.6057739257812
2018-03-27,924.1915893554688
2018-03-28,905.0
2018-04-02,897.4730834960938
2018-04-03,885.9844970703125
2018-04-04,893.555419921875
2018-04-05,931.014404296875
2018-04-06,939.6417846679688
2018-04-09,933.4793090820312
2018-04-10,911.5586547851562
2018-04-11,920.3619995117188
2018-04-12,911.4705200195312
2018-04-13,916.796630859375
2018-04-16,920.8903198242188
2018-04-17,929.4738159179688
2018-04-18,931.2345581054688
2018-04-19,937.0888061523438
2018-04-20,927.801025390625
2018-04-23,936.2083129882812
2018-04-24,937.7490234375
2018-04-25,981.942626953125
2018-04-26,1022.6587524414062
2018-04-27,1023.5829467773438
2018-04-30,1023.1868896484375
2018-05-02,1003.3350219726562
2018-05-03,1027.148681640625
2018-05-04,1027.764892578125
2018-05-07,1046.6483154296875
2018-05-08,1085.6475830078125
2018-05-09,1077.3287353515625
2018-05-10,1072.9708251953125
2018-05-11,1047.5726318359375
2018-05-14,1025.2999267578125
2018-05-15,1050.0816650390625
2018-05-16,1049.553466796875
2018-05-17,1032.69482421875
2018-05-18,1020.369873046875
2018-05-21,974.1514282226562
2018-05-22,983.395263671875
2018-05-23,985.6840209960938
2018-05-24,942.5469360351562
2018-05-25,993.827392578125
2018-05-28,1018.080810546875
2018-05-29,1015.7920532226562
2018-05-30,1037.360595703125
2018-05-31,1033.046875
2018-06-01,1032.65087890625
2018-06-04,1020.677978515625
2018-06-05,1009.9818115234375
2018-06-06,962.002685546875
2018-06-07,997.0406494140625
2018-06-08,1017.2886352539062
2018-06-11,1054.9237060546875
2018-06-12,1118.6611328125
2018-06-13,1105.0594482421875
2018-06-14,1085.6475830078125
2018-06-15,1068.3929443359375
2018-06-18,1051.8426513671875
2018-06-19,1011.170166015625
2018-06-20,970.586181640625
2018-06-21,969.9697875976562
2018-06-22,963.4111328125
2018-06-25,952.1428833007812
2018-06-26,938.2771606445312
2018-06-27,952.6710205078125
2018-06-28,951.2183227539062
2018-06-29,1004.5675048828125
2018-07-02,968.3851928710938
2018-07-03,947.168701171875
2018-07-04,952.098876953125
2018-07-05,973.7553100585938
2018-07-06,970.9381713867188
2018-07-09,963.2791748046875
2018-07-10,964.1593627929688
2018-07-11,956.1043701171875
2018-07-12,942.5028076171875
2018-07-13,942.23876953125
2018-07-16,916.4885864257812
2018-07-17,941.3145141601562
2018-07-18,944.923828125
2018-07-19,952.1867065429688
2018-07-20,949.1495971679688
2018-07-23,965.5681762695312
2018-07-24,965.7881469726562
2018-07-25,968.6931762695312
2018-07-26,993.123046875
2018-07-27,942.4590454101562
2018-07-30,902.05078125
2018-07-31,856.0084228515625
2018-08-01,893.6434936523438
2018-08-02,883.9595947265625
2018-08-03,865.0321044921875
2018-08-06,865.38427734375
2018-08-07,857.9893188476562
2018-08-08,898.4854125976562
2018-08-09,903.899658203125
2018-08-10,904.2957153320312
2018-08-13,905.8802490234375
2018-08-14,898.573486328125
2018-08-16,893.7313842773438
2018-08-17,912.6589965820312
2018-08-20,936.5166015625
2018-08-21,957.5569458007812
2018-08-23,954.6077270507812
2018-08-24,946.37646484375
2018-08-27,958.39306640625
2018-08-28,940.5221557617188
2018-08-29,924.499755859375
2018-08-30,889.329833984375
2018-08-31,860.1461181640625
2018-09-03,857.6810302734375
2018-09-04,826.9569702148438
2018-09-05,815.9965209960938
2018-09-06,806.3128051757812
2018-09-07,835.4083251953125
2018-09-10,820.7944946289062
2018-09-11,815.2923583984375
2018-09-12,809.7462158203125
2018-09-14,810.5824584960938
2018-09-17,803.671630859375
2018-09-18,782.763427734375
2018-09-19,780.0783081054688
2018-09-21,783.5997314453125
2018-09-24,785.62451171875
2018-09-25,793.1076049804688
2018-09-26,791.7428588867188
2018-09-27,783.687744140625
2018-09-28,782.2791748046875
2018-10-01,783.1155395507812
2018-10-03,765.2005615234375
2018-10-04,716.428955078125
2018-10-05,701.0228271484375
2018-10-08,657.181396484375
2018-10-09,635.4367065429688
2018-10-10,688.0377197265625
2018-10-11,664.268310546875
2018-10-12,694.4641723632812
2018-10-15,684.95654296875
2018-10-16,666.9531860351562
2018-10-17,658.8099975585938
2018-10-19,647.013427734375
2018-10-22,646.044921875
2018-10-23,641.1150512695312
2018-10-24,642.4356079101562
2018-10-25,631.8712768554688
2018-10-26,603.9202880859375
2018-10-29,606.8253173828125
2018-10-30,620.1187133789062
2018-10-31,638.4298706054688
2018-11-01,667.4373779296875
2018-11-02,661.84716796875
2018-11-05,667.5255737304688
2018-11-06,658.942138671875
2018-11-07,683.6799926757812
2018-11-09,689.7103881835938
2018-11-12,696.4010009765625
2018-11-13,683.0197143554688
2018-11-14,676.3729858398438
2018-11-15,673.8640747070312
2018-11-16,675.3605346679688
2018-11-19,672.2355346679688
2018-11-20,670.4746704101562
2018-11-21,661.3630981445312
2018-11-22,656.7412719726562
2018-11-26,650.6668090820312
2018-11-27,645.0765991210938
2018-11-28,640.6748046875
2018-11-29,639.7064208984375
2018-11-30,639.0902099609375
2018-12-03,635.7888793945312
2018-12-04,614.0881958007812
2018-12-05,598.0218505859375
2018-12-06,570.1148071289062
2018-12-07,546.9175415039062
2018-12-10,532.56787109375
2018-12-11,593.0039672851562
2018-12-12,605.7249755859375
2018-12-13,603.7880859375
2018-12-14,609.2463989257812
2018-12-17,605.81298828125
2018-12-18,602.1594848632812
2018-12-19,590.9790649414062
2018-12-20,598.2859497070312
2018-12-21,571.7874755859375
2018-12-24,556.0731811523438
2018-12-26,567.3416748046875
2018-12-27,561.4873046875
2018-12-28,559.06640625
2018-12-31,581.2952270507812
2019-01-01,616.6412963867188
2019-01-02,625.1807250976562
2019-01-03,633.6320190429688
2019-01-04,639.2662963867188
2019-01-07,645.5608520507812
2019-01-08,644.020263671875
2019-01-09,631.123046875
2019-01-10,643.3599243164062
2019-01-11,636.75732421875
2019-01-14,634.1162109375
2019-01-15,612.7237548828125
2019-01-16,601.6314086914062
2019-01-17,601.411376953125
2019-01-18,596.5252075195312
2019-01-21,573.3720703125
2019-01-22,575.2207641601562
2019-01-23,567.9580078125
2019-01-24,568.8382568359375
2019-01-25,565.448974609375
2019-01-28,565.140869140625
2019-01-29,563.2039794921875
2019-01-30,567.2536010742188
2019-01-31,552.6398315429688
2019-02-01,555.5009765625
2019-02-04,555.4129638671875
2019-02-05,554.9727172851562
2019-02-06,558.010009765625
2019-02-07,566.8133544921875
2019-02-08,570.0267944335938
2019-02-11,560.7389526367188
2019-02-12,584.3764038085938
2019-02-14,572.0075073242188
2019-02-15,568.0900268554688
2019-02-18,556.1611938476562
2019-02-19,563.6002197265625
2019-02-20,582.9678344726562
2019-02-21,598.9462890625
2019-02-22,601.8074340820312
2019-02-25,604.62451171875
2019-02-26,611.8433837890625
2019-02-27,620.866943359375
2019-02-28,630.3306884765625
2019-03-01,632.6197509765625
2019-03-05,649.4783935546875
2019-03-06,668.9781494140625
2019-03-07,672.1033325195312
2019-03-08,674.7883911132812
2019-03-11,687.2454223632812
2019-03-12,695.6967163085938
2019-03-13,689.270263671875
2019-03-14,687.1134643554688
2019-03-15,700.0985717773438
2019-03-18,708.4177856445312
2019-03-19,709.3861694335938
2019-03-20,690.0185546875
2019-03-22,701.9031982421875
2019-03-25,702.9155883789062
2019-03-26,691.1189575195312
2019-03-27,665.6768188476562
2019-03-28,657.2254638671875
2019-04-01,656.3890991210938
2019-04-02,650.5787963867188
2019-04-03,631.3431396484375
2019-04-04,627.2055053710938
2019-04-05,625.2687377929688
2019-04-08,636.4051513671875
2019-04-09,634.6004028320312
2019-04-10,627.689697265625
2019-04-11,622.9797973632812
2019-04-12,621.0430297851562
2019-04-15,635.6569213867188
2019-04-16,634.8204345703125
2019-04-18,628.3500366210938
2019-04-22,611.13916015625
2019-04-23,601.1030883789062
2019-04-24,608.2779541015625
2019-04-25,619.8104858398438
2019-04-26,627.9097900390625
2019-04-30,615.2767333984375
2019-05-02,615.6729125976562
2019-05-03,595.7770385742188
2019-05-06,598.4180908203125
2019-05-07,582.131591796875
2019-05-08,576.3212890625
2019-05-09,581.3392333984375
2019-05-10,578.2139892578125
2019-05-13,573.8561401367188
2019-05-14,579.5785522460938
2019-05-15,570.290771484375
2019-05-16,576.4972534179688
2019-05-17,590.93505859375
2019-05-20,631.9153442382812
2019-05-21,607.441650390625
2019-05-22,589.922607421875
2019-05-23,578.6981201171875
2019-05-24,578.7863159179688
2019-05-27,587.9859008789062
2019-05-28,594.0162963867188
2019-05-29,584.99267578125
2019-05-30,584.1563720703125
2019-05-31,572.3596801757812
2019-06-03,574.3843994140625
2019-06-04,572.0075073242188
2019-06-06,549.426513671875
2019-06-07,514.6087036132812
2019-06-10,509.9868469238281
2019-06-11,534.1085205078125
2019-06-12,541.5033569335938
2019-06-13,547.5338134765625
2019-06-14,540.4028930664062
2019-06-17,520.63916015625
2019-06-18,516.985595703125
2019-06-19,505.2769470214844
2019-06-20,527.4618530273438
2019-06-21,531.7314453125
2019-06-24,519.23046875
2019-06-25,493.39227294921875
2019-06-26,496.6495666503906
2019-06-27,501.139404296875
2019-06-28,509.28253173828125
2019-07-01,488.02215576171875
2019-07-02,455.14105224609375
2019-07-03,456.5936279296875
2019-07-04,396.86187744140625
2019-07-05,391.44769287109375
2019-07-08,374.1929016113281
2019-07-09,377.1419677734375
2019-07-10,377.4061584472656
2019-07-11,387.3540954589844
2019-07-12,423.4484558105469
2019-07-15,443.5644836425781
2019-07-16,423.9326171875
2019-07-17,415.7013854980469
2019-07-18,419.5308837890625
2019-07-19,405.22515869140625
2019-07-22,393.29644775390625
2019-07-23,401.7918395996094
2019-07-24,398.5345153808594
2019-07-25,392.46014404296875
2019-07-26,395.45330810546875
2019-07-29,378.50653076171875
2019-07-30,352.6242370605469
2019-07-31,386.253662109375
2019-08-01,400.2511901855469
2019-08-02,378.5505676269531
2019-08-05,368.4705505371094
2019-08-06,387.794189453125
2019-08-07,406.5897521972656
2019-08-08,405.97344970703125
2019-08-09,409.4949035644531
2019-08-13,403.6845397949219
2019-08-14,401.747802734375
2019-08-16,396.5976867675781
2019-08-19,405.0931701660156
2019-08-20,404.2568054199219
2019-08-21,394.9691162109375
2019-08-22,396.0694885253906
2019-08-23,396.81781005859375
2019-08-26,392.5481262207031
2019-08-27,412.4000244140625
2019-08-28,408.48248291015625
2019-08-29,407.3380432128906
2019-08-30,418.21038818359375
2019-09-03,413.3683776855469
2019-09-04,413.3683776855469
2019-09-05,403.6845397949219
2019-09-06,397.91827392578125
2019-09-09,400.60333251953125
2019-09-11,405.18115234375
2019-09-12,407.7781982421875
2019-09-13,404.60894775390625
2019-09-16,407.7781982421875
2019-09-17,407.8662109375
2019-09-18,403.46441650390625
2019-09-19,393.5605163574219
2019-09-20,426.0894775390625
2019-09-23,410.8154602050781
2019-09-24,394.9691162109375
2019-09-25,399.0627136230469
2019-09-26,401.2196044921875
2019-09-27,408.61456298828125
2019-09-30,413.3683776855469
2019-10-01,400.60333251953125
2019-10-03,409.3628234863281
2019-10-04,413.45648193359375
2019-10-07,410.63934326171875
2019-10-09,413.80859375
2019-10-10,416.1855163574219
2019-10-11,412.79620361328125
2019-10-14,413.940673828125
2019-10-15,413.80859375
2019-10-16,409.8470153808594
2019-10-17,407.0738830566406
2019-10-18,414.9970703125
2019-10-22,416.1855163574219
2019-10-23,410.4192810058594
2019-10-24,407.51409912109375
2019-10-25,414.8210754394531
2019-10-27,414.3368225097656
2019-10-29,412.5760803222656
2019-10-30,417.3299560546875
2019-10-31,456.7256774902344
2019-11-01,439.0306091308594
2019-11-04,435.993408203125
2019-11-05,449.4627990722656
2019-11-06,449.11065673828125
2019-11-07,454.9209899902344
2019-11-08,463.9005126953125
2019-11-11,466.4975891113281
2019-11-13,479.6588439941406
2019-11-14,499.6427307128906
2019-11-15,484.8528137207031
2019-11-18,488.814453125
2019-11-19,478.4703674316406
2019-11-20,464.9129333496094
2019-11-21,458.2223205566406
2019-11-22,466.4095153808594
2019-11-25,468.17022705078125
2019-11-26,471.119384765625
2019-11-27,464.12066650390625
2019-11-28,462.6680603027344
2019-11-29,457.78204345703125
2019-12-02,457.694091796875
2019-12-03,458.0901794433594
2019-12-04,443.7405090332031
2019-12-05,428.9946594238281
2019-12-06,420.1031188964844
2019-12-09,396.5976867675781
2019-12-10,401.8358154296875
2019-12-11,404.6529846191406
2019-12-12,421.2035827636719
2019-12-13,420.0591125488281
2019-12-16,422.5240783691406
2019-12-17,434.056640625
2019-12-18,446.16143798828125
2019-12-19,447.43798828125
2019-12-20,450.21112060546875
2019-12-23,454.2167053222656
2019-12-24,440.3951721191406
2019-12-26,423.00830078125
2019-12-27,413.5004577636719
2019-12-30,423.66851806640625
2019-12-31,426.6617126464844
2020-01-01,425.0771484375
2020-01-02,442.99224853515625
2020-01-03,462.3598937988281
2020-01-06,453.9085388183594
2020-01-07,450.43115234375
2020-01-08,463.98858642578125
2020-01-09,472.7480773925781
2020-01-10,480.5831604003906
2020-01-13,499.6427307128906
2020-01-14,495.1529235839844
2020-01-15,490.53118896484375
2020-01-16,498.36627197265625
2020-01-17,497.3539123535156
2020-01-20,498.6304016113281
2020-01-21,505.71722412109375
2020-01-22,504.17657470703125
2020-01-23,512.2757568359375
2020-01-24,545.7731323242188
2020-01-27,533.8443603515625
2020-01-28,525.39306640625
2020-01-29,545.861083984375
2020-01-30,546.1251831054688
2020-01-31,550.6589965820312
2020-02-03,550.130859375
2020-02-04,549.33837890625
2020-02-05,538.1140747070312
2020-02-06,543.0
2020-02-07,538.8182983398438
2020-02-10,528.8263549804688
2020-02-11,508.8424377441406
2020-02-12,510.691162109375
2020-02-13,519.4946899414062
2020-02-14,520.0668334960938
2020-02-17,518.5703125
2020-02-18,510.4710388183594
2020-02-19,487.6700439453125
2020-02-20,479.0425720214844
2020-02-24,471.9117126464844
2020-02-25,471.0313415527344
2020-02-26,471.9117126464844
2020-02-27,474.37664794921875
2020-02-28,452.6760559082031
2020-03-02,442.7721252441406
2020-03-03,452.6760559082031
2020-03-04,443.47637939453125
2020-03-05,440.5271911621094
2020-03-06,441.27557373046875
2020-03-09,437.4900817871094
2020-03-11,417.90228271484375
2020-03-12,389.8190612792969
2020-03-13,392.2400207519531
2020-03-16,365.5654296875
2020-03-17,335.369384765625
2020-03-18,268.33074951171875
2020-03-19,241.5240936279297
2020-03-20,217.4024658203125
2020-03-23,195.70184326171875
2020-03-24,185.92996215820312
2020-03-25,194.90953063964844
2020-03-26,199.75146484375
2020-03-27,189.935546875
2020-03-30,182.4525909423828
2020-03-31,187.64662170410156
2020-04-01,187.11842346191406
2020-04-03,192.9287567138672
2020-04-07,188.92315673828125
2020-04-08,183.55300903320312
2020-04-09,183.9051513671875
2020-04-13,188.30690002441406
2020-04-15,180.4277801513672
2020-04-16,179.23931884765625
2020-04-17,185.53379821777344
2020-04-20,194.77748107910156
2020-04-21,185.04962158203125
2020-04-22,182.8046875
2020-04-23,183.9931640625
2020-04-24,179.85556030273438
2020-04-27,178.4029541015625
2020-04-28,177.34654235839844
2020-04-29,178.31494140625
2020-04-30,182.36453247070312
2020-05-04,179.32730102539062
2020-05-05,174.9255828857422
2020-05-06,169.68751525878906
2020-05-07,162.90879821777344
2020-05-08,160.66390991210938
2020-05-11,155.55789184570312
2020-05-12,150.40785217285156
2020-05-13,157.8468017578125
2020-05-14,153.26895141601562
2020-05-15,152.256591796875
2020-05-18,148.999267578125
2020-05-19,146.31419372558594
2020-05-20,153.62109375
