Date,IDEA
2007-03-09,50.8753547668457
2007-03-12,52.03296661376953
2007-03-13,53.42803192138672
2007-03-14,52.09233093261719
2007-03-15,54.34817886352539
2007-03-16,55.149600982666016
2007-03-19,55.565155029296875
2007-03-20,55.71356201171875
2007-03-21,55.179283142089844
2007-03-22,57.25703811645508
2007-03-23,56.24784469604492
2007-03-26,55.20896530151367
2007-03-28,53.665489196777344
2007-03-29,57.078948974609375
2007-03-30,56.1588020324707
2007-04-02,54.051361083984375
2007-04-03,54.526275634765625
2007-04-04,55.50578689575195
2007-04-05,56.30720520019531
2007-04-09,56.693077087402344
2007-04-10,56.3962516784668
2007-04-11,57.22735595703125
2007-04-12,58.295921325683594
2007-04-13,60.93762969970703
2007-04-16,62.15460968017578
2007-04-17,61.47191619873047
2007-04-18,61.76873779296875
2007-04-19,61.70937728881836
2007-04-20,67.85359954833984
2007-04-23,68.23947143554688
2007-04-24,68.03169250488281
2007-04-25,69.8126220703125
2007-04-26,69.01119995117188
2007-04-27,66.7850341796875
2007-04-30,67.79423522949219
2007-05-03,68.8331069946289
2007-05-04,67.43804168701172
2007-05-07,67.02249145507812
2007-05-08,67.25994873046875
2007-05-09,67.40836334228516
2007-05-10,68.0613784790039
2007-05-11,67.3786849975586
2007-05-14,67.79423522949219
2007-05-15,68.50660705566406
2007-05-16,67.94263458251953
2007-05-17,68.8924789428711
2007-05-18,68.74407196044922
2007-05-21,68.59565734863281
2007-05-22,68.71438598632812
2007-05-23,70.52500915527344
2007-05-24,71.83101654052734
2007-05-25,74.71019744873047
2007-05-28,74.88829040527344
2007-05-29,74.65084075927734
2007-05-30,72.92926788330078
2007-05-31,74.71019744873047
2007-06-01,74.2055892944336
2007-06-04,72.18720245361328
2007-06-05,73.19639587402344
2007-06-06,72.39497375488281
2007-06-07,71.86070251464844
2007-06-08,70.25785827636719
2007-06-11,68.59565734863281
2007-06-12,67.17090606689453
2007-06-13,66.399169921875
2007-06-14,68.03169250488281
2007-06-15,68.62533569335938
2007-06-18,68.56597137451172
2007-06-19,69.21898651123047
2007-06-20,68.3285140991211
2007-06-21,68.71438598632812
2007-06-22,69.48612213134766
2007-06-25,69.72358703613281
2007-06-26,71.35610961914062
2007-06-27,71.35610961914062
2007-06-28,70.61405181884766
2007-06-29,73.90878295898438
2007-07-02,74.05718231201172
2007-07-03,73.31513214111328
2007-07-04,72.454345703125
2007-07-05,71.23737335205078
2007-07-06,70.9405517578125
2007-07-09,71.80133056640625
2007-07-10,70.9405517578125
2007-07-11,70.88118743896484
2007-07-12,71.83101654052734
2007-07-13,72.00911712646484
2007-07-16,74.02750396728516
2007-07-17,75.83811950683594
2007-07-18,77.11445617675781
2007-07-19,78.24237823486328
2007-07-20,76.13494110107422
2007-07-23,78.74698638916016
2007-07-24,79.6077651977539
2007-07-25,78.27205657958984
2007-07-26,77.79715728759766
2007-07-27,74.35401153564453
2007-07-30,74.71019744873047
2007-07-31,76.93636322021484
2007-08-01,73.61195373535156
2007-08-02,73.52290344238281
2007-08-03,74.5321044921875
2007-08-06,73.1667251586914
2007-08-07,73.19639587402344
2007-08-08,74.59146881103516
2007-08-09,73.79005432128906
2007-08-10,71.74197387695312
2007-08-13,72.03878784179688
2007-08-14,71.47482299804688
2007-08-16,68.1504135131836
2007-08-17,65.8648910522461
2007-08-20,67.3786849975586
2007-08-21,64.52919006347656
2007-08-22,64.64791870117188
2007-08-23,66.399169921875
2007-08-24,67.46773529052734
2007-08-27,69.54548645019531
2007-08-28,69.30802917480469
2007-08-29,71.17800903320312
2007-08-30,70.76246643066406
2007-08-31,72.86990356445312
2007-09-03,72.18720245361328
2007-09-04,72.6324462890625
2007-09-05,73.46353912353516
2007-09-06,72.66211700439453
2007-09-07,72.15752410888672
2007-09-10,72.54339599609375
2007-09-11,73.13703155517578
2007-09-12,72.39497375488281
2007-09-13,72.75117492675781
2007-09-14,72.66211700439453
2007-09-17,71.02959442138672
2007-09-18,70.9405517578125
2007-09-19,72.454345703125
2007-09-20,73.018310546875
2007-09-21,75.21479034423828
2007-09-24,76.04589080810547
2007-09-25,74.3836898803711
2007-09-26,76.22398376464844
2007-09-27,74.65084075927734
2007-09-28,74.3836898803711
2007-10-01,75.74907684326172
2007-10-03,76.1943130493164
2007-10-04,78.71730041503906
2007-10-05,79.45935821533203
2007-10-08,78.27205657958984
2007-10-09,80.46855163574219
2007-10-10,84.35692596435547
2007-10-11,85.36612701416016
2007-10-12,84.9505615234375
2007-10-15,88.4827651977539
2007-10-16,93.32096099853516
2007-10-17,92.57890319824219
2007-10-18,86.6424560546875
2007-10-19,83.2586898803711
2007-10-22,82.04170989990234
2007-10-23,85.95976257324219
2007-10-24,87.71101379394531
2007-10-25,90.44178009033203
2007-10-26,82.19011688232422
2007-10-29,79.39998626708984
2007-10-30,77.91587829589844
2007-10-31,80.2311019897461
2007-11-01,78.71730041503906
2007-11-02,77.88619995117188
2007-11-05,78.3314208984375
2007-11-06,77.20350646972656
2007-11-07,76.1943130493164
2007-11-08,75.18511199951172
2007-11-12,71.05928039550781
2007-11-13,72.0684814453125
2007-11-14,74.88829040527344
2007-11-15,75.3038330078125
2007-11-16,75.39289093017578
2007-11-19,75.15543365478516
2007-11-20,74.76956176757812
