Date,HDFCAMC
2018-08-06,788.4285278320312
2018-08-07,768.456787109375
2018-08-08,772.6683959960938
2018-08-09,759.3828125
2018-08-10,759.3176879882812
2018-08-13,740.4964599609375
2018-08-14,750.2218627929688
2018-08-16,742.5587768554688
2018-08-17,744.8815307617188
2018-08-20,758.5578002929688
2018-08-21,765.699951171875
2018-08-23,796.5692749023438
2018-08-24,822.7713623046875
2018-08-27,843.1556396484375
2018-08-28,809.2036743164062
2018-08-29,790.208740234375
2018-08-30,797.828369140625
2018-08-31,787.6036987304688
2018-09-03,756.2785034179688
2018-09-04,754.7805786132812
2018-09-05,730.4454345703125
2018-09-06,731.8999633789062
2018-09-07,726.03857421875
2018-09-10,708.2593994140625
2018-09-11,700.8134155273438
2018-09-12,707.9772338867188
2018-09-14,710.0610961914062
2018-09-17,694.5397338867188
2018-09-18,666.969970703125
2018-09-19,611.6785888671875
2018-09-21,600.585693359375
2018-09-24,579.5934448242188
2018-09-25,606.6204223632812
2018-09-26,624.79052734375
2018-09-27,595.2886962890625
2018-09-28,576.3372802734375
2018-10-01,565.0271606445312
2018-10-03,560.1211547851562
2018-10-04,561.1848754882812
2018-10-05,563.3120727539062
2018-10-08,552.6533813476562
2018-10-09,550.916748046875
2018-10-10,574.7960205078125
2018-10-11,585.1726684570312
2018-10-12,594.5505981445312
2018-10-15,601.3236694335938
2018-10-16,603.1038208007812
2018-10-17,587.1046142578125
2018-10-19,578.269287109375
2018-10-22,585.6718139648438
2018-10-23,593.682373046875
2018-10-24,595.6795043945312
2018-10-25,587.6690673828125
2018-10-26,586.692138671875
2018-10-29,596.9168701171875
2018-10-30,594.9848022460938
2018-10-31,608.0532836914062
2018-11-01,618.0174560546875
2018-11-02,623.7702026367188
2018-11-05,618.9292602539062
2018-11-06,609.0735473632812
2018-11-07,616.6279907226562
2018-11-09,609.9202270507812
2018-11-12,608.4656982421875
2018-11-13,604.9923706054688
2018-11-14,608.2703247070312
2018-11-15,608.0750122070312
2018-11-16,607.988037109375
2018-11-19,609.3557739257812
2018-11-20,610.0938110351562
2018-11-21,613.8277587890625
2018-11-22,617.583251953125
2018-11-26,639.5088500976562
2018-11-27,640.3771362304688
2018-11-28,634.9934692382812
2018-11-29,643.8504638671875
2018-11-30,660.1101684570312
2018-12-03,677.1294555664062
2018-12-04,685.3352661132812
2018-12-05,679.4306640625
2018-12-06,672.8746948242188
2018-12-07,672.5924682617188
2018-12-10,656.0289306640625
2018-12-11,661.3909301757812
2018-12-12,679.8214111328125
2018-12-13,673.3956298828125
2018-12-14,678.6490478515625
2018-12-17,682.31787109375
2018-12-18,691.7610473632812
2018-12-19,682.8822021484375
2018-12-20,672.4405517578125
2018-12-21,662.1290283203125
2018-12-24,648.4744262695312
2018-12-26,635.9268188476562
2018-12-27,645.0660400390625
2018-12-28,659.437255859375
2018-12-31,653.402099609375
2019-01-01,657.4833374023438
2019-01-02,653.8798217773438
2019-01-03,659.4588623046875
2019-01-04,661.3909301757812
2019-01-07,654.4442138671875
2019-01-08,647.2803955078125
2019-01-09,651.4267578125
2019-01-10,654.5093383789062
2019-01-11,649.7117309570312
2019-01-14,643.1775512695312
2019-01-15,642.11376953125
2019-01-16,640.2034912109375
2019-01-17,640.4639282226562
2019-01-18,644.8056640625
2019-01-21,643.1775512695312
2019-01-22,645.89111328125
2019-01-23,633.3652954101562
2019-01-24,632.1497192382812
2019-01-25,618.4733276367188
2019-01-28,600.6072387695312
2019-01-29,602.669677734375
2019-01-30,596.1786499023438
2019-01-31,591.5982666015625
2019-02-01,591.1424560546875
2019-02-04,587.1480712890625
2019-02-05,591.5982666015625
2019-02-06,585.6067504882812
2019-02-07,586.4751586914062
2019-02-08,584.2825317382812
2019-02-11,575.1867065429688
2019-02-12,574.6439819335938
2019-02-14,572.3646240234375
2019-02-15,572.7337036132812
2019-02-18,575.4688110351562
2019-02-19,569.3687744140625
2019-02-20,577.53125
2019-02-21,585.5416259765625
2019-02-22,584.846923828125
2019-02-25,581.50390625
2019-02-26,585.2160034179688
2019-02-27,586.7356567382812
2019-02-28,594.9848022460938
2019-03-01,612.4818115234375
2019-03-05,639.6607666015625
2019-03-06,658.19873046875
2019-03-07,654.8281860351562
2019-03-08,651.5233764648438
2019-03-11,655.3972778320312
2019-03-12,660.278076171875
2019-03-13,656.7761840820312
2019-03-14,660.015380859375
2019-03-15,663.254638671875
2019-03-18,657.0606689453125
2019-03-19,653.23046875
2019-03-20,648.1090698242188
2019-03-22,651.0199584960938
2019-03-25,643.4033203125
2019-03-26,643.118896484375
2019-03-27,655.3535766601562
2019-03-28,666.5156860351562
2019-04-01,681.1141357421875
2019-04-02,686.8046875
2019-04-03,683.5655517578125
2019-04-04,682.033447265625
2019-04-05,679.47265625
2019-04-08,667.6757202148438
2019-04-09,677.8968505859375
2019-04-10,674.0228881835938
2019-04-11,682.3397827148438
2019-04-12,690.9193725585938
2019-04-15,692.6703491210938
2019-04-16,691.7510986328125
2019-04-18,694.1367797851562
2019-04-22,689.7156372070312
2019-04-23,691.77294921875
2019-04-24,696.9819946289062
2019-04-25,705.3208618164062
2019-04-26,706.0869750976562
2019-04-30,741.9810791015625
2019-05-02,743.075439453125
2019-05-03,727.6453247070312
2019-05-06,717.27099609375
2019-05-07,717.7086181640625
2019-05-08,715.1041259765625
2019-05-09,714.7103271484375
2019-05-10,719.4378662109375
2019-05-13,693.064208984375
2019-05-14,693.6771240234375
2019-05-15,698.9737548828125
2019-05-16,694.8809204101562
2019-05-17,700.48388671875
2019-05-20,719.4816284179688
2019-05-21,725.1939697265625
2019-05-22,745.7236328125
2019-05-23,763.1455688476562
2019-05-24,769.3395385742188
2019-05-27,763.9772338867188
2019-05-28,772.162841796875
2019-05-29,772.0534057617188
2019-05-30,769.64599609375
2019-05-31,775.7960815429688
2019-06-03,781.0269775390625
2019-06-04,792.4736938476562
2019-06-06,791.1167602539062
2019-06-07,796.2601928710938
2019-06-10,801.0970458984375
2019-06-11,808.1446533203125
2019-06-12,814.8856201171875
2019-06-13,829.7468872070312
2019-06-14,847.6499633789062
2019-06-17,845.5489501953125
2019-06-18,791.9046630859375
2019-06-19,789.1688232421875
2019-06-20,797.2012329101562
2019-06-21,819.5475463867188
2019-06-24,846.5120239257812
2019-06-25,854.6976928710938
2019-06-26,866.406982421875
2019-06-27,891.510986328125
2019-06-28,902.4324951171875
2019-07-01,910.902587890625
2019-07-02,875.9277954101562
2019-07-03,885.4265747070312
2019-07-04,885.9550170898438
2019-07-05,869.3098754882812
2019-07-08,838.4635620117188
2019-07-09,856.9580688476562
2019-07-10,856.5838623046875
2019-07-11,845.3770141601562
2019-07-12,856.9141235351562
2019-07-15,851.9822387695312
2019-07-16,876.4214477539062
2019-07-17,913.8948364257812
2019-07-18,955.5516967773438
2019-07-19,1020.8989868164062
2019-07-22,970.8316650390625
2019-07-23,944.2127685546875
2019-07-24,909.051025390625
2019-07-25,920.8303833007812
2019-07-26,966.7144775390625
2019-07-29,957.577392578125
2019-07-30,940.2276611328125
2019-07-31,946.3924560546875
2019-08-01,940.7559814453125
2019-08-02,948.0878295898438
2019-08-05,905.2642211914062
2019-08-06,914.841796875
2019-08-07,934.5692749023438
2019-08-08,952.6013793945312
2019-08-09,981.3339233398438
2019-08-13,976.7984008789062
2019-08-14,968.9822387695312
2019-08-16,995.9755249023438
2019-08-19,1010.7269897460938
2019-08-20,1000.3789672851562
2019-08-21,969.09228515625
2019-08-22,941.5486450195312
2019-08-23,958.0615844726562
2019-08-26,987.7410888671875
2019-08-27,1061.917236328125
2019-08-28,1056.897216796875
2019-08-29,1071.142578125
2019-08-30,1123.85205078125
2019-09-03,1167.9307861328125
2019-09-04,1133.4295654296875
2019-09-05,1146.9263916015625
2019-09-06,1149.8544921875
2019-09-09,1165.464599609375
2019-09-11,1170.3306884765625
2019-09-12,1173.237060546875
2019-09-13,1173.611328125
2019-09-16,1169.912353515625
2019-09-17,1133.25341796875
2019-09-18,1163.4393310546875
2019-09-19,1148.247314453125
2019-09-20,1230.2398681640625
2019-09-23,1301.9942626953125
2019-09-24,1290.1929931640625
2019-09-25,1262.03271484375
2019-09-26,1254.282470703125
2019-09-27,1234.731201171875
2019-09-30,1233.718505859375
2019-10-01,1208.5968017578125
2019-10-03,1191.6214599609375
2019-10-04,1178.807373046875
2019-10-07,1185.3023681640625
2019-10-09,1192.612060546875
2019-10-10,1199.305419921875
2019-10-11,1200.38427734375
2019-10-14,1203.5546875
2019-10-15,1191.1368408203125
2019-10-16,1197.9622802734375
2019-10-17,1196.53125
2019-10-18,1269.364501953125
2019-10-22,1330.1103515625
2019-10-23,1358.9310302734375
2019-10-24,1321.3035888671875
2019-10-25,1276.3660888671875
2019-10-27,1346.0068359375
2019-10-29,1326.45556640625
2019-10-30,1314.8082275390625
2019-10-31,1318.5294189453125
2019-11-01,1307.8729248046875
2019-11-04,1297.6787109375
2019-11-05,1324.694091796875
2019-11-06,1291.9544677734375
2019-11-07,1328.4149169921875
2019-11-08,1405.3876953125
2019-11-11,1473.7513427734375
2019-11-13,1583.463623046875
2019-11-14,1587.0084228515625
2019-11-15,1540.5516357421875
2019-11-18,1517.9622802734375
2019-11-19,1578.2015380859375
2019-11-20,1596.718017578125
2019-11-21,1659.995849609375
2019-11-22,1632.71630859375
2019-11-25,1580.22705078125
2019-11-26,1575.93359375
2019-11-27,1604.6221923828125
2019-11-28,1611.9100341796875
2019-11-29,1557.4830322265625
2019-12-02,1498.30078125
2019-12-03,1516.024658203125
2019-12-04,1471.527587890625
2019-12-05,1409.63671875
2019-12-06,1401.3363037109375
2019-12-09,1314.08154296875
2019-12-10,1272.645263671875
2019-12-11,1332.862548828125
2019-12-12,1347.98828125
2019-12-13,1376.5450439453125
2019-12-16,1383.01806640625
2019-12-17,1388.544189453125
2019-12-18,1385.153564453125
2019-12-19,1383.72265625
2019-12-20,1430.1129150390625
2019-12-23,1420.6234130859375
2019-12-24,1414.0404052734375
2019-12-26,1418.5540771484375
2019-12-27,1423.9261474609375
2019-12-30,1423.8160400390625
2019-12-31,1408.9764404296875
2020-01-01,1399.1566162109375
2020-01-02,1396.690673828125
2020-01-03,1404.837158203125
2020-01-06,1349.0670166015625
2020-01-07,1362.85009765625
2020-01-08,1365.690185546875
2020-01-09,1378.9227294921875
2020-01-10,1356.002685546875
2020-01-13,1348.3848876953125
2020-01-14,1383.6124267578125
2020-01-15,1410.935791015625
2020-01-16,1428.8359375
2020-01-17,1436.9603271484375
2020-01-20,1428.9239501953125
2020-01-21,1400.0594482421875
2020-01-22,1399.310791015625
2020-01-23,1419.390625
2020-01-24,1413.2918701171875
2020-01-27,1400.1033935546875
2020-01-28,1406.0260009765625
2020-01-29,1399.266845703125
2020-01-30,1404.529052734375
2020-01-31,1397.74755859375
2020-02-03,1354.1531982421875
2020-02-04,1402.8995361328125
2020-02-05,1404.6170654296875
2020-02-06,1461.1134033203125
2020-02-07,1459.263916015625
2020-02-10,1454.2440185546875
2020-02-11,1463.7774658203125
2020-02-12,1478.63916015625
2020-02-13,1473.6851806640625
2020-02-14,1465.0325927734375
2020-02-17,1428.615966796875
2020-02-18,1418.20166015625
2020-02-19,1478.8154296875
2020-02-20,1490.044189453125
2020-02-24,1443.5654296875
2020-02-25,1437.5107421875
2020-02-26,1441.583984375
2020-02-27,1429.650634765625
2020-02-28,1383.3040771484375
2020-03-02,1343.62890625
2020-03-03,1348.3848876953125
2020-03-04,1328.6351318359375
2020-03-05,1343.826904296875
2020-03-06,1309.325927734375
2020-03-09,1254.436767578125
2020-03-11,1286.6702880859375
2020-03-12,1090.8702392578125
2020-03-13,1180.546630859375
2020-03-16,1108.5062255859375
2020-03-17,1075.3258056640625
2020-03-18,1015.3067016601562
2020-03-19,1012.5545654296875
2020-03-20,1067.267578125
2020-03-23,929.857421875
2020-03-24,892.2078857421875
2020-03-25,897.8443603515625
2020-03-26,944.56494140625
2020-03-27,917.439697265625
2020-03-30,902.3138427734375
2020-03-31,930.3638916015625
2020-04-01,962.4872436523438
2020-04-03,958.7001953125
2020-04-07,987.7189331054688
2020-04-08,1021.0531005859375
2020-04-09,1077.6376953125
2020-04-13,1120.9237060546875
2020-04-15,1151.9903564453125
2020-04-16,1145.120849609375
2020-04-17,1178.785400390625
2020-04-20,1229.8216552734375
2020-04-21,1156.5257568359375
2020-04-22,1156.459716796875
2020-04-23,1141.025634765625
2020-04-24,1069.0509033203125
2020-04-27,1124.402587890625
2020-04-28,1099.390869140625
2020-04-29,1105.93017578125
2020-04-30,1114.4066162109375
2020-05-04,1124.9970703125
2020-05-05,1113.3497314453125
2020-05-06,1141.1796875
2020-05-07,1160.9073486328125
2020-05-08,1153.3773193359375
2020-05-11,1119.6910400390625
2020-05-12,1115.33154296875
2020-05-13,1121.8485107421875
2020-05-14,1101.41650390625
2020-05-15,1113.1075439453125
2020-05-18,1095.6258544921875
2020-05-19,1096.5947265625
2020-05-20,1089.989501953125
2020-05-21,1082.7237548828125
2020-05-22,1073.806884765625
2020-05-26,1075.0614013671875
2020-05-27,1079.222900390625
2020-05-28,1101.21826171875
2020-05-29,1111.6103515625
2020-06-01,1168.85546875
2020-06-02,1172.48828125
2020-06-03,1164.143798828125
2020-06-04,1208.1124267578125
2020-06-05,1202.0577392578125
2020-06-08,1182.39599609375
2020-06-09,1160.048583984375
2020-06-10,1151.3516845703125
2020-06-11,1162.514404296875
2020-06-12,1171.8497314453125
2020-06-15,1147.41064453125
2020-06-16,1118.4578857421875
2020-06-17,1063.8548583984375
2020-06-18,1068.0821533203125
2020-06-19,1076.514892578125
2020-06-22,1083.582275390625
2020-06-23,1103.0897216796875
2020-06-24,1077.6597900390625
2020-06-25,1078.14404296875
2020-06-26,1095.6258544921875
2020-06-29,1093.2919921875
2020-06-30,1093.5341796875
2020-07-01,1090.36376953125
2020-07-02,1108.109619140625
2020-07-03,1120.21923828125
2020-07-06,1140.6292724609375
2020-07-07,1153.3553466796875
2020-07-08,1125.9658203125
2020-07-09,1108.0455322265625
2020-07-10,1094.6444091796875
2020-07-13,1088.8787841796875
2020-07-14,1086.919677734375
2020-07-15,1080.7979736328125
2020-07-16,1090.5037841796875
2020-07-17,1101.077880859375
2020-07-20,1096.4698486328125
2020-07-21,1118.6195068359375
2020-07-22,1115.3695068359375
2020-07-23,1110.6722412109375
2020-07-24,1097.5828857421875
2020-07-27,1076.323486328125
2020-07-28,1071.359375
2020-07-29,1062.187744140625
2020-07-30,1073.763427734375
2020-07-31,1077.28076171875
2020-08-03,1080.1524658203125
2020-08-04,1081.9332275390625
2020-08-05,1062.721923828125
2020-08-06,1059.44970703125
2020-08-07,1054.7303466796875
2020-08-10,1052.459716796875
2020-08-11,1042.798095703125
2020-08-12,1037.3665771484375
2020-08-13,1036.2314453125
2020-08-14,1044.31201171875
2020-08-17,1057.0677490234375
2020-08-18,1074.87646484375
2020-08-19,1082.2449951171875
2020-08-20,1068.5321044921875
2020-08-21,1068.3541259765625
2020-08-24,1102.1685791015625
2020-08-25,1109.0250244140625
2020-08-26,1100.1427001953125
2020-08-27,1112.8094482421875
2020-08-28,1113.6109619140625
2020-08-31,1073.385009765625
2020-09-01,1076.345947265625
2020-09-02,1081.19873046875
2020-09-03,1100.76611328125
2020-09-04,1076.01171875
2020-09-07,1078.4605712890625
2020-09-08,1079.751708984375
2020-09-09,1055.50927734375
2020-09-10,1068.24267578125
2020-09-11,1054.396240234375
2020-09-14,1046.2708740234375
2020-09-15,1027.2601318359375
2020-09-16,1020.092041015625
2020-09-17,1006.0450439453125
2020-09-18,986.3663940429688
2020-09-21,963.7046508789062
2020-09-22,958.4955444335938
2020-09-23,954.1547241210938
2020-09-24,936.41259765625
2020-09-25,939.751708984375
2020-09-28,1002.4389038085938
2020-09-29,1003.9081420898438
2020-09-30,1010.5866088867188
2020-10-01,1012.9240112304688
2020-10-05,1024.2547607421875
2020-10-06,1032.2689208984375
2020-10-07,1036.38720703125
2020-10-08,1045.157958984375
2020-10-09,1054.1959228515625
2020-10-12,1025.4346923828125
2020-10-13,1017.2869873046875
2020-10-14,1034.739990234375
2020-10-15,1013.1687622070312
2020-10-16,1017.0645141601562
2020-10-19,1036.899169921875
2020-10-20,1045.1802978515625
2020-10-21,1040.3941650390625
2020-10-22,1049.43212890625
2020-10-23,1027.972412109375
2020-10-26,1026.3028564453125
2020-10-27,1021.9619140625
2020-10-28,1016.1072387695312
2020-10-29,1007.2474975585938
2020-10-30,1001.8378295898438
2020-11-02,1002.4165649414062
2020-11-03,1004.6427612304688
2020-11-04,1008.1155395507812
2020-11-05,1029.530517578125
2020-11-06,1058.4033203125
2020-11-09,1116.9276123046875
2020-11-10,1089.79150390625
2020-11-11,1088.0107421875
2020-11-12,1084.493408203125
2020-11-13,1070.3797607421875
2020-11-14,1091.52783203125
2020-11-17,1115.2359619140625
2020-11-18,1099.34130859375
2020-11-19,1079.55126953125
2020-11-20,1072.828369140625
2020-11-23,1080.931640625
2020-11-24,1100.699462890625
2020-11-25,1119.0203857421875
2020-11-26,1134.7366943359375
2020-11-27,1130.3291015625
2020-12-01,1118.152099609375
2020-12-02,1137.563720703125
2020-12-03,1142.394287109375
2020-12-04,1153.6363525390625
2020-12-07,1206.99609375
2020-12-08,1259.710205078125
2020-12-09,1251.941162109375
2020-12-10,1264.0511474609375
2020-12-11,1263.8065185546875
2020-12-14,1265.231201171875
2020-12-15,1242.52490234375
2020-12-16,1274.536376953125
2020-12-17,1263.650634765625
2020-12-18,1274.2244873046875
2020-12-21,1240.0982666015625
2020-12-22,1282.7060546875
2020-12-23,1308.4842529296875
2020-12-24,1287.3363037109375
2020-12-28,1288.827880859375
2020-12-29,1294.482177734375
2020-12-30,1295.0164794921875
2020-12-31,1299.156982421875
2021-01-01,1334.797119140625
2021-01-04,1347.0850830078125
2021-01-05,1376.603271484375
2021-01-06,1380.0982666015625
2021-01-07,1363.7808837890625
2021-01-08,1397.0390625
2021-01-11,1416.8958740234375
2021-01-12,1430.3193359375
2021-01-13,1445.145263671875
2021-01-14,1475.9991455078125
2021-01-15,1444.477294921875
2021-01-18,1418.40966796875
2021-01-19,1426.757568359375
2021-01-20,1427.8260498046875
2021-01-21,1379.118896484375
2021-01-22,1380.6326904296875
2021-01-25,1314.8065185546875
2021-01-27,1299.8026123046875
2021-01-28,1300.426025390625
2021-01-29,1280.7025146484375
2021-02-01,1316.03076171875
2021-02-02,1325.6031494140625
2021-02-03,1346.884765625
2021-02-04,1345.7493896484375
2021-02-05,1320.8837890625
2021-02-08,1374.265869140625
2021-02-09,1340.2509765625
2021-02-10,1335.353515625
2021-02-11,1326.49365234375
2021-02-12,1334.9527587890625
2021-02-15,1337.980224609375
2021-02-16,1335.91015625
2021-02-17,1329.74365234375
2021-02-18,1324.245361328125
2021-02-19,1306.3917236328125
2021-02-22,1277.3634033203125
2021-02-23,1283.485107421875
2021-02-24,1302.65185546875
2021-02-25,1314.272216796875
2021-02-26,1307.6162109375
2021-03-01,1308.3951416015625
2021-03-02,1306.3251953125
2021-03-03,1419.767578125
2021-03-04,1404.4073486328125
2021-03-05,1397.0167236328125
2021-03-08,1402.4483642578125
2021-03-09,1403.18310546875
2021-03-10,1388.4239501953125
2021-03-12,1363.80322265625
2021-03-15,1338.24755859375
2021-03-16,1324.245361328125
2021-03-17,1297.509765625
2021-03-18,1266.923095703125
2021-03-19,1278.231689453125
2021-03-22,1283.3740234375
2021-03-23,1289.540283203125
2021-03-24,1268.3477783203125
2021-03-25,1250.1824951171875
2021-03-26,1270.8187255859375
2021-03-30,1287.6925048828125
2021-03-31,1299.602294921875
2021-04-01,1319.347900390625
2021-04-05,1292.1893310546875
2021-04-06,1283.529541015625
2021-04-07,1290.8314208984375
2021-04-08,1338.0693359375
2021-04-09,1314.272216796875
2021-04-12,1266.5220947265625
2021-04-13,1279.1219482421875
2021-04-15,1313.181396484375
2021-04-16,1304.41064453125
2021-04-19,1255.23583984375
2021-04-20,1242.5692138671875
2021-04-22,1239.2078857421875
2021-04-23,1256.59375
2021-04-26,1261.0460205078125
2021-04-27,1275.626953125
2021-04-28,1249.2921142578125
2021-04-29,1243.1480712890625
2021-04-30,1236.0914306640625
2021-05-03,1226.1182861328125
2021-05-04,1214.7208251953125
2021-05-05,1215.43310546875
2021-05-06,1216.412353515625
2021-05-07,1210.4019775390625
2021-05-10,1244.216796875
2021-05-11,1244.8846435546875
2021-05-12,1253.2322998046875
2021-05-14,1246.3758544921875
2021-05-17,1256.482421875
2021-05-18,1262.2259521484375
2021-05-19,1268.214111328125
2021-05-20,1252.3642578125
2021-05-21,1252.6759033203125
2021-05-24,1256.0595703125
2021-05-25,1257.72900390625
2021-05-26,1255.5029296875
2021-05-27,1264.340576171875
2021-05-28,1322.197265625
2021-05-31,1327.718017578125
2021-06-01,1320.037841796875
2021-06-02,1342.16552734375
2021-06-03,1358.416015625
2021-06-04,1365.76220703125
2021-06-07,1350.223876953125
2021-06-08,1366.4078369140625
2021-06-09,1348.88818359375
2021-06-10,1370.2811279296875
2021-06-11,1377.07080078125
2021-06-14,1373.53125
2021-06-15,1372.9525146484375
2021-06-16,1360.3304443359375
2021-06-17,1341.141357421875
2021-06-18,1311.177978515625
2021-06-21,1323.755615234375
2021-06-22,1318.3682861328125
2021-06-23,1311.9793701171875
2021-06-24,1306.5255126953125
2021-06-25,1329.120361328125
2021-06-28,1323.7109375
2021-06-29,1325.8951416015625
2021-06-30,1313.9378662109375
2021-07-01,1303.64697265625
2021-07-02,1295.0897216796875
2021-07-05,1296.0806884765625
2021-07-06,1299.8411865234375
2021-07-07,1305.470947265625
2021-07-08,1321.706787109375
2021-07-09,1315.51416015625
2021-07-12,1321.9996337890625
2021-07-13,1322.9451904296875
2021-07-14,1331.7725830078125
2021-07-15,1389.91552734375
2021-07-16,1393.6536865234375
2021-07-19,1347.625732421875
2021-07-20,1296.0130615234375
2021-07-22,1299.6611328125
2021-07-23,1305.8988037109375
2021-07-26,1292.0047607421875
2021-07-27,1289.9781494140625
2021-07-28,1273.2467041015625
2021-07-29,1273.044189453125
2021-07-30,1285.42919921875
2021-08-02,1293.265869140625
2021-08-03,1306.8895263671875
2021-08-04,1315.5819091796875
2021-08-05,1317.473388671875
2021-08-06,1316.4600830078125
2021-08-09,1337.132080078125
2021-08-10,1344.0902099609375
2021-08-11,1326.9085693359375
2021-08-12,1337.875244140625
2021-08-13,1323.89111328125
2021-08-16,1328.4173583984375
2021-08-17,1341.095458984375
2021-08-18,1349.26953125
2021-08-20,1323.2830810546875
2021-08-23,1308.8037109375
2021-08-24,1316.1446533203125
2021-08-25,1333.01123046875
2021-08-26,1341.0277099609375
2021-08-27,1364.7623291015625
2021-08-30,1378.994140625
2021-08-31,1384.578857421875
2021-09-01,1395.2301025390625
2021-09-02,1401.1524658203125
2021-09-03,1425.0445556640625
2021-09-06,1436.123779296875
2021-09-07,1407.5926513671875
2021-09-08,1471.6580810546875
2021-09-09,1462.988525390625
2021-09-13,1487.1510009765625
2021-09-14,1472.22119140625
2021-09-15,1466.3211669921875
2021-09-16,1481.251220703125
2021-09-17,1472.1761474609375
2021-09-20,1449.1845703125
2021-09-21,1442.969482421875
2021-09-22,1447.09033203125
2021-09-23,1459.4981689453125
2021-09-24,1444.8834228515625
2021-09-27,1426.756103515625
2021-09-28,1384.601318359375
2021-09-29,1308.3983154296875
2021-09-30,1309.9521484375
2021-10-01,1320.6033935546875
2021-10-04,1309.9295654296875
2021-10-05,1308.66845703125
2021-10-06,1303.6019287109375
2021-10-07,1310.064697265625
2021-10-08,1303.2640380859375
2021-10-11,1312.47412109375
2021-10-12,1309.1639404296875
2021-10-13,1306.259033203125
2021-10-14,1328.6650390625
2021-10-18,1320.6934814453125
2021-10-19,1308.1732177734375
2021-10-20,1288.3343505859375
2021-10-21,1280.06982421875
2021-10-22,1252.664794921875
