Date,HINDPETRO
1996-01-02,8.282012939453125
1996-01-03,8.225284576416016
1996-01-04,8.225284576416016
1996-01-05,8.282012939453125
1996-01-08,7.971436500549316
1996-01-09,8.080635070800781
1996-01-10,7.856564521789551
1996-01-11,7.872164249420166
1996-01-12,7.998378276824951
1996-01-15,7.998378276824951
1996-01-16,7.804095268249512
1996-01-17,7.804095268249512
1996-01-18,7.892021179199219
1996-01-19,7.877837657928467
1996-01-22,7.856564521789551
1996-01-23,7.7714762687683105
1996-01-24,7.7714762687683105
1996-01-25,7.706240177154541
1996-01-26,7.706240177154541
1996-01-29,7.829619884490967
1996-01-30,7.799841403961182
1996-01-31,7.799841403961182
1996-02-01,7.941652774810791
1996-02-02,8.168560028076172
1996-02-05,8.508914947509766
1996-02-06,8.510334968566895
1996-02-07,8.792545318603516
1996-02-08,8.792545318603516
1996-02-09,9.596637725830078
1996-02-12,8.87054443359375
1996-02-13,9.549836158752441
1996-02-14,9.854740142822266
1996-02-15,9.644856452941895
1996-02-16,9.741291046142578
1996-02-19,9.464751243591309
1996-02-20,9.473258972167969
1996-02-21,9.473258972167969
1996-02-22,9.473258972167969
1996-02-23,9.639181137084961
1996-02-26,9.921398162841797
1996-02-27,9.785248756408691
1996-02-28,9.67180061340332
1996-02-29,9.303081512451172
1996-03-01,9.254862785339355
1996-03-04,9.359807014465332
1996-03-05,9.359807014465332
1996-03-06,9.274715423583984
1996-03-07,9.3172607421875
1996-03-08,9.361226081848145
1996-03-11,9.300244331359863
1996-03-12,9.16126537322998
1996-03-13,9.260537147521973
1996-03-14,9.331442832946777
1996-03-15,9.330025672912598
1996-03-18,8.992507934570312
1996-03-19,9.005268096923828
1996-03-20,9.005268096923828
1996-03-21,9.076178550720215
1996-03-22,8.681930541992188
1996-03-25,8.90457820892334
1996-03-26,8.82090950012207
1996-03-27,8.792545318603516
1996-03-28,9.132903099060059
1996-03-29,8.93436336517334
1996-04-01,8.93436336517334
1996-04-02,9.372568130493164
1996-04-03,9.515803337097168
1996-04-04,9.498785018920898
1996-04-05,9.498785018920898
1996-04-08,9.586710929870605
1996-04-09,9.501617431640625
1996-04-10,9.501617431640625
1996-04-11,9.501617431640625
1996-04-12,9.643437385559082
1996-04-15,9.643437385559082
1996-04-16,9.870340347290039
1996-04-17,10.139789581298828
1996-04-18,10.295785903930664
1996-04-19,10.531201362609863
1996-04-22,10.471638679504395
1996-04-23,10.182337760925293
1996-04-24,10.437603950500488
1996-04-25,10.551054954528809
1996-04-26,10.260334014892578
1996-04-29,10.5780029296875
1996-04-30,10.636144638061523
1996-05-01,10.62054443359375
1996-05-02,10.50709056854248
1996-05-03,10.77795696258545
1996-05-06,10.636144638061523
1996-05-07,10.823344230651855
1996-05-08,10.976499557495117
1996-05-09,10.760942459106445
1996-05-10,10.779374122619629
1996-05-13,10.780794143676758
1996-05-14,10.824761390686035
1996-05-15,10.806320190429688
1996-05-16,10.919774055480957
1996-05-17,10.834687232971191
1996-05-20,10.855956077575684
1996-05-21,10.759522438049316
1996-05-22,10.802068710327148
1996-05-23,10.939629554748535
1996-05-24,11.004863739013672
1996-05-27,10.674434661865234
1996-05-28,10.714138984680176
1996-05-29,10.66876220703125
1996-05-30,10.692870140075684
1996-05-31,10.77795696258545
1996-06-03,10.834687232971191
1996-06-04,10.674434661865234
1996-06-05,10.636144638061523
1996-06-06,10.827597618103027
1996-06-07,10.987846374511719
1996-06-10,10.902755737304688
1996-06-11,10.924030303955078
1996-06-12,10.92261028289795
1996-06-13,11.608993530273438
1996-06-14,11.584890365600586
1996-06-17,11.387763023376465
1996-06-18,11.335290908813477
1996-06-19,11.315441131591797
1996-06-20,11.311182975769043
1996-06-21,11.166535377502441
1996-06-24,11.160861015319824
1996-06-25,11.207659721374512
1996-06-26,11.131081581115723
1996-06-27,11.167952537536621
1996-06-28,11.155187606811523
1996-07-01,11.196314811706543
1996-07-02,11.150936126708984
1996-07-03,11.268640518188477
1996-07-04,11.14668083190918
1996-07-05,11.077190399169922
1996-07-08,11.080025672912598
1996-07-09,10.68578052520752
1996-07-10,10.990680694580078
1996-07-11,10.996355056762695
1996-07-12,10.712723731994629
1996-07-15,10.636144638061523
1996-07-16,10.636144638061523
1996-07-17,10.593603134155273
1996-07-18,10.597851753234863
1996-07-19,10.485820770263672
1996-07-22,10.439021110534668
1996-07-23,10.643238067626953
1996-07-24,10.40214729309082
1996-07-25,10.351095199584961
1996-07-26,10.090152740478516
1996-07-29,9.653364181518555
1996-07-30,9.619327545166016
1996-07-31,9.8419771194458
1996-08-01,10.166732788085938
1996-08-02,10.070300102233887
1996-08-05,10.000811576843262
1996-08-06,10.182337760925293
1996-08-07,10.06888484954834
1996-08-08,10.06888484954834
1996-08-09,10.02208423614502
1996-08-12,9.683144569396973
1996-08-13,9.727105140686035
1996-08-14,9.430712699890137
1996-08-15,9.430712699890137
1996-08-16,9.206645011901855
1996-08-19,9.091774940490723
