Date,CARTRADE
2024-02-20,699.9500122070312
2024-02-21,692.4000244140625
2024-02-22,691.5
2024-02-23,693.6500244140625
2024-02-26,760.2999877929688
2024-02-27,766.5499877929688
2024-02-28,745.7000122070312
2024-02-29,789.6500244140625
2024-03-01,776.3499755859375
2024-03-04,756.5
2024-03-05,745.4000244140625
2024-03-06,725.2999877929688
2024-03-07,719.6500244140625
2024-03-11,716.75
2024-03-12,702.2999877929688
2024-03-13,640.9500122070312
2024-03-14,655.2000122070312
2024-03-15,654.1500244140625
2024-03-18,653.5499877929688
2024-03-19,643.5999755859375
2024-03-20,646.1500244140625
2024-03-21,647.0999755859375
2024-03-22,637.4000244140625
2024-03-26,632.9500122070312
2024-03-27,649.5999755859375
2024-03-28,638.0499877929688
2024-04-01,707.0999755859375
2024-04-02,706.8499755859375
2024-04-03,721.2000122070312
2024-04-04,723.7999877929688
2024-04-05,716.5499877929688
2024-04-08,714.4000244140625
2024-04-09,717.0999755859375
2024-04-10,717.25
2024-04-12,705.25
2024-04-15,686.0499877929688
2024-04-16,701.0999755859375
2024-04-18,672.0
2024-04-19,678.9000244140625
2024-04-22,685.5499877929688
2024-04-23,699.3499755859375
2024-04-24,723.2000122070312
2024-04-25,720.0
2024-04-26,710.0499877929688
2024-04-29,728.7000122070312
2024-04-30,701.75
2024-05-02,722.4500122070312
2024-05-03,749.9500122070312
2024-05-06,809.75
2024-05-07,848.4500122070312
2024-05-08,930.7999877929688
2024-05-09,922.2000122070312
2024-05-10,935.5999755859375
2024-05-13,921.0999755859375
2024-05-14,936.6500244140625
2024-05-15,944.1500244140625
2024-05-16,936.0499877929688
2024-05-17,918.4000244140625
2024-05-21,924.4000244140625
2024-05-22,931.8499755859375
2024-05-23,901.1500244140625
2024-05-24,897.9500122070312
2024-05-27,873.2999877929688
2024-05-28,841.4500122070312
2024-05-29,880.25
2024-05-30,893.5999755859375
2024-05-31,869.6500244140625
2024-06-03,843.4500122070312
2024-06-04,782.75
2024-06-05,786.7000122070312
2024-06-06,773.9500122070312
2024-06-07,822.25
2024-06-10,806.8499755859375
2024-06-11,792.8499755859375
2024-06-12,810.3499755859375
2024-06-13,807.5
2024-06-14,805.9500122070312
2024-06-18,828.0
2024-06-19,832.0999755859375
2024-06-20,826.8499755859375
2024-06-21,857.7999877929688
2024-06-24,837.25
2024-06-25,823.9000244140625
2024-06-26,786.1500244140625
2024-06-27,763.25
2024-06-28,779.6500244140625
2024-07-01,773.0999755859375
2024-07-02,776.7000122070312
2024-07-03,806.4000244140625
2024-07-04,842.0
2024-07-05,845.25
2024-07-08,835.3499755859375
2024-07-09,826.0
2024-07-10,825.8499755859375
2024-07-11,831.4000244140625
2024-07-12,833.4000244140625
2024-07-15,832.9500122070312
2024-07-16,832.75
2024-07-18,830.0499877929688
2024-07-19,830.1500244140625
2024-07-22,829.9500122070312
2024-07-23,849.0499877929688
2024-07-24,886.2999877929688
2024-07-25,862.9500122070312
2024-07-26,865.9000244140625
2024-07-29,887.9500122070312
2024-07-30,862.25
2024-07-31,867.75
2024-08-01,867.25
2024-08-02,892.8499755859375
2024-08-05,868.2000122070312
2024-08-06,898.4500122070312
2024-08-07,896.7000122070312
2024-08-08,891.7000122070312
2024-08-09,904.7000122070312
2024-08-12,909.0499877929688
2024-08-13,834.4000244140625
2024-08-14,827.5
2024-08-16,878.8499755859375
2024-08-19,883.5
2024-08-20,894.5
2024-08-21,922.5999755859375
2024-08-22,919.5499877929688
2024-08-23,898.7999877929688
2024-08-26,875.0499877929688
2024-08-27,880.2000122070312
2024-08-28,871.0499877929688
2024-08-29,852.2000122070312
2024-08-30,848.2000122070312
2024-09-02,845.25
2024-09-03,888.8499755859375
2024-09-04,900.2999877929688
2024-09-05,941.2000122070312
2024-09-06,916.5999755859375
2024-09-09,885.5
2024-09-10,917.7999877929688
2024-09-11,914.9000244140625
2024-09-12,951.0
2024-09-13,991.4500122070312
2024-09-16,978.9500122070312
2024-09-17,965.4000244140625
2024-09-18,981.7999877929688
2024-09-19,940.2999877929688
2024-09-20,995.1500244140625
2024-09-23,975.3499755859375
2024-09-24,976.2000122070312
2024-09-25,1012.4000244140625
2024-09-26,997.7999877929688
2024-09-27,979.6500244140625
2024-09-30,964.4500122070312
2024-10-01,990.8499755859375
2024-10-03,933.0
2024-10-04,908.2000122070312
2024-10-07,846.6500244140625
2024-10-08,875.0
2024-10-09,894.7999877929688
2024-10-10,913.25
2024-10-11,939.0
2024-10-14,978.8499755859375
2024-10-15,996.1500244140625
2024-10-16,987.0999755859375
2024-10-17,1015.8499755859375
2024-10-18,1049.8499755859375
2024-10-21,1001.4500122070312
2024-10-22,981.2999877929688
2024-10-23,1002.0999755859375
2024-10-24,986.7000122070312
2024-10-25,982.4000244140625
2024-10-28,1042.199951171875
2024-10-29,1052.050048828125
2024-10-30,1049.3499755859375
2024-10-31,1080.8499755859375
2024-11-01,1087.800048828125
2024-11-04,1107.0999755859375
2024-11-05,1124.5
2024-11-06,1190.8499755859375
2024-11-07,1204.9000244140625
2024-11-08,1238.4000244140625
2024-11-11,1217.449951171875
2024-11-12,1183.550048828125
2024-11-13,1181.6500244140625
2024-11-14,1183.5999755859375
2024-11-18,1175.9000244140625
2024-11-19,1306.3499755859375
2024-11-21,1273.5999755859375
2024-11-22,1281.1500244140625
2024-11-25,1292.800048828125
2024-11-26,1341.199951171875
2024-11-27,1291.199951171875
2024-11-28,1329.5
2024-11-29,1355.5999755859375
2024-12-02,1395.949951171875
2024-12-03,1373.949951171875
2024-12-04,1379.1500244140625
2024-12-05,1428.5
2024-12-06,1452.1500244140625
2024-12-09,1492.75
2024-12-10,1495.75
2024-12-11,1568.9000244140625
2024-12-12,1524.050048828125
2024-12-13,1504.75
2024-12-16,1498.300048828125
2024-12-17,1527.5
2024-12-18,1491.949951171875
2024-12-19,1537.8499755859375
2024-12-20,1616.0
2024-12-23,1563.4000244140625
2024-12-24,1615.199951171875
2024-12-26,1559.300048828125
2024-12-27,1564.75
2024-12-30,1520.9000244140625
2024-12-31,1485.699951171875
2025-01-01,1514.449951171875
2025-01-02,1597.449951171875
2025-01-03,1666.3499755859375
2025-01-06,1569.4000244140625
2025-01-07,1557.0999755859375
2025-01-08,1543.449951171875
2025-01-09,1619.949951171875
2025-01-10,1549.199951171875
2025-01-13,1418.25
2025-01-14,1412.199951171875
2025-01-15,1441.449951171875
2025-01-16,1465.699951171875
2025-01-17,1472.25
2025-01-20,1492.949951171875
2025-01-21,1426.0999755859375
2025-01-22,1335.1500244140625
2025-01-23,1393.6500244140625
2025-01-24,1347.1500244140625
2025-01-27,1367.75
2025-01-28,1367.9000244140625
2025-01-29,1541.199951171875
2025-01-30,1635.4000244140625
2025-01-31,1651.4000244140625
2025-02-01,1766.6500244140625
2025-02-03,1735.6500244140625
2025-02-04,1749.0999755859375
2025-02-05,1719.25
2025-02-06,1749.449951171875
2025-02-07,1696.050048828125
2025-02-10,1608.4000244140625
2025-02-11,1557.050048828125
2025-02-12,1582.4000244140625
2025-02-13,1535.050048828125
2025-02-14,1567.800048828125
2025-02-17,1535.550048828125
2025-02-18,1499.300048828125
2025-02-19,1547.1500244140625
2025-02-20,1537.949951171875
2025-02-21,1471.300048828125
2025-02-24,1529.449951171875
2025-02-25,1498.699951171875
2025-02-27,1447.550048828125
2025-02-28,1528.550048828125
2025-03-03,1510.8499755859375
2025-03-04,1548.550048828125
2025-03-05,1554.6500244140625
2025-03-06,1541.5
2025-03-07,1548.800048828125
2025-03-10,1558.6500244140625
2025-03-11,1551.199951171875
2025-03-12,1532.550048828125
2025-03-13,1559.0
2025-03-17,1598.449951171875
2025-03-18,1598.449951171875
2025-03-19,1707.449951171875
2025-03-20,1705.5999755859375
2025-03-21,1807.0999755859375
2025-03-24,1783.050048828125
2025-03-25,1683.5999755859375
2025-03-26,1655.3499755859375
2025-03-27,1680.949951171875
2025-03-28,1644.949951171875
2025-04-01,1596.199951171875
2025-04-02,1648.199951171875
2025-04-03,1679.0999755859375
2025-04-04,1672.3499755859375
2025-04-07,1464.199951171875
2025-04-08,1524.4000244140625
2025-04-09,1385.949951171875
2025-04-11,1538.0999755859375
2025-04-15,1546.0
2025-04-16,1532.199951171875
2025-04-17,1562.5
2025-04-21,1609.9000244140625
2025-04-22,1660.0
2025-04-23,1659.0
2025-04-24,1673.5999755859375
2025-04-25,1683.5999755859375
2025-04-28,1715.5
2025-04-29,1739.5999755859375
2025-04-30,1704.300048828125
2025-05-02,1746.4000244140625
2025-05-05,1814.9000244140625
2025-05-06,1716.0999755859375
2025-05-07,1674.5999755859375
2025-05-08,1577.300048828125
2025-05-09,1594.800048828125
2025-05-12,1637.800048828125
2025-05-13,1643.199951171875
2025-05-14,1646.5999755859375
2025-05-15,1687.800048828125
2025-05-16,1660.5
2025-05-19,1621.699951171875
2025-05-20,1639.5999755859375
2025-05-21,1658.0999755859375
2025-05-22,1658.9000244140625
2025-05-23,1635.0
2025-05-26,1623.699951171875
2025-05-27,1514.4000244140625
2025-05-28,1541.199951171875
2025-05-29,1548.199951171875
2025-05-30,1553.0
2025-06-02,1511.4000244140625
2025-06-03,1513.4000244140625
2025-06-04,1511.5999755859375
2025-06-05,1553.4000244140625
2025-06-06,1574.4000244140625
2025-06-09,1606.5
2025-06-10,1652.9000244140625
2025-06-11,1660.5999755859375
2025-06-12,1625.800048828125
2025-06-13,1637.300048828125
2025-06-16,1680.0
2025-06-17,1699.199951171875
2025-06-18,1687.5
2025-06-19,1655.5
2025-06-20,1641.0999755859375
2025-06-23,1629.0
2025-06-24,1615.699951171875
2025-06-25,1629.4000244140625
2025-06-26,1579.9000244140625
2025-06-27,1603.199951171875
2025-06-30,1700.699951171875
2025-07-01,1695.300048828125
2025-07-02,1699.5999755859375
2025-07-03,1688.4000244140625
2025-07-04,1699.4000244140625
2025-07-07,1698.5999755859375
