Date,COFORGE
2004-08-30,15.368919372558594
2004-08-31,14.760799407958984
2004-09-01,14.393549919128418
2004-09-02,14.002615928649902
2004-09-03,13.998666763305664
2004-09-06,13.599831581115723
2004-09-07,13.6867094039917
2004-09-08,13.509007453918457
2004-09-09,13.185208320617676
2004-09-10,13.343157768249512
2004-09-13,14.152668952941895
2004-09-14,14.227702140808105
2004-09-15,13.919692039489746
2004-09-16,13.568244934082031
2004-09-17,13.615631103515625
2004-09-20,13.524805068969727
2004-09-21,13.6867094039917
2004-09-22,13.623526573181152
2004-09-23,13.33131217956543
2004-09-24,13.189151763916016
2004-09-27,13.193100929260254
2004-09-28,12.971967697143555
2004-09-29,13.035150527954102
2004-09-30,13.161510467529297
2004-10-01,13.248381614685059
2004-10-04,13.291826248168945
2004-10-05,13.378698348999023
2004-10-06,13.370800971984863
2004-10-07,13.343157768249512
2004-10-08,13.422136306762695
2004-10-11,13.319464683532715
2004-10-12,13.16940689086914
2004-10-13,13.16940689086914
2004-10-14,13.390543937683105
2004-10-15,13.161510467529297
2004-10-18,13.03120231628418
2004-10-19,12.873246192932129
2004-10-20,12.956169128417969
2004-10-21,12.940376281738281
2004-10-22,12.940376281738281
2004-10-25,12.687649726867676
2004-10-26,12.529694557189941
2004-10-27,13.125967979431152
2004-10-28,13.05094051361084
2004-10-29,12.778473854064941
2004-11-01,12.671853065490723
2004-11-02,12.537591934204102
2004-11-03,12.817963600158691
2004-11-04,12.57313060760498
2004-11-05,12.320404052734375
2004-11-08,12.296709060668945
2004-11-09,12.336201667785645
2004-11-10,12.269072532653809
2004-11-11,12.237480163574219
2004-11-12,12.142709732055664
2004-11-15,12.142709732055664
2004-11-16,11.700434684753418
2004-11-17,11.945267677307129
2004-11-18,12.087425231933594
2004-11-19,11.98475456237793
2004-11-22,11.937371253967285
2004-11-23,12.032139778137207
2004-11-24,11.98475456237793
2004-11-25,11.905776977539062
2004-11-26,11.905776977539062
2004-11-29,12.541543006896973
2004-11-30,12.363844871520996
2004-12-01,12.158506393432617
2004-12-02,12.099274635314941
2004-12-03,12.020294189453125
2004-12-06,11.882080078125
2004-12-07,11.747823715209961
2004-12-08,11.850493431091309
2004-12-09,11.708335876464844
2004-12-10,12.087425231933594
2004-12-13,12.083477973937988
2004-12-14,12.004499435424805
2004-12-15,12.122963905334473
2004-12-16,12.162453651428223
2004-12-17,11.889983177185059
2004-12-20,11.961061477661133
2004-12-21,11.925519943237305
2004-12-22,11.921571731567383
2004-12-23,12.296709060668945
2004-12-24,11.98475456237793
2004-12-27,11.901827812194824
2004-12-28,11.909727096557617
2004-12-29,11.953166961669922
2004-12-30,11.818902015686035
2004-12-31,11.862339973449707
2005-01-03,12.032139778137207
2005-01-04,12.233535766601562
2005-01-05,11.747823715209961
2005-01-06,11.69253921508789
2005-01-07,11.672797203063965
2005-01-10,11.657001495361328
2005-01-11,11.380578994750977
2005-01-12,10.705329895019531
2005-01-13,10.985694885253906
2005-01-14,10.969902992248535
2005-01-17,10.721123695373535
2005-01-18,10.914615631103516
2005-01-19,10.736916542053223
2005-01-20,10.61450481414795
2005-01-24,10.792201042175293
2005-01-25,10.851436614990234
2005-01-27,10.96200180053711
2005-01-28,10.918563842773438
2005-01-31,11.009389877319336
2005-02-01,10.867229461669922
2005-02-02,10.863282203674316
2005-02-03,10.906721115112305
2005-02-04,10.83958625793457
2005-02-07,10.780356407165527
2005-02-08,10.760608673095703
2005-02-09,11.416119575500488
2005-02-10,11.277907371520996
2005-02-11,11.348993301391602
2005-02-14,11.463510513305664
2005-02-15,11.191039085388184
2005-02-16,10.958053588867188
2005-02-17,10.981743812561035
2005-02-18,10.942258834838867
2005-02-21,10.890924453735352
2005-02-22,10.827742576599121
2005-02-23,10.807999610900879
2005-02-24,10.693482398986816
2005-02-25,10.49209213256836
2005-02-28,10.594758987426758
2005-03-01,10.523677825927734
2005-03-02,10.618452072143555
2005-03-03,11.108114242553711
2005-03-04,11.289755821228027
2005-03-07,11.55038070678711
2005-03-08,12.036089897155762
2005-03-09,12.111115455627441
2005-03-10,12.119013786315918
2005-03-11,12.063729286193848
2005-03-14,12.182196617126465
2005-03-15,12.083477973937988
2005-03-16,11.637255668640137
2005-03-17,11.352938652038574
2005-03-18,11.305550575256348
2005-03-21,11.475350379943848
2005-03-22,10.977799415588379
2005-03-23,10.519731521606445
2005-03-24,10.448652267456055
2005-03-28,10.026127815246582
2005-03-29,9.212661743164062
2005-03-30,9.493029594421387
2005-03-31,9.990586280822754
2005-04-01,10.188031196594238
2005-04-04,10.468393325805664
2005-04-05,10.255157470703125
2005-04-06,10.057716369628906
2005-04-07,10.168286323547363
2005-04-08,10.243311882019043
2005-04-11,10.184077262878418
2005-04-12,10.330188751220703
2005-04-13,11.183133125305176
2005-04-15,10.488141059875488
2005-04-18,10.338083267211914
2005-04-19,9.623340606689453
2005-04-20,9.801041603088379
2005-04-21,9.449593544006348
2005-04-22,9.615447044372559
2005-04-25,10.49209213256836
2005-04-26,10.385468482971191
2005-04-27,10.27490234375
2005-04-28,10.361778259277344
2005-04-29,10.361778259277344
2005-05-02,10.665838241577148
2005-05-03,10.843538284301758
2005-05-04,10.91066837310791
2005-05-05,10.977799415588379
2005-05-06,11.064672470092773
2005-05-09,11.270013809204102
2005-05-10,11.017287254333496
2005-05-11,10.902769088745117
2005-05-12,10.985694885253906
2005-05-13,11.404274940490723
2005-05-16,11.578022956848145
2005-05-17,11.21078109741211
2005-05-18,11.108114242553711
2005-05-19,11.009389877319336
2005-05-20,10.859333992004395
2005-05-23,11.100212097167969
2005-05-24,10.894872665405273
2005-05-25,10.918563842773438
2005-05-26,10.898820877075195
2005-05-27,10.800098419189453
2005-05-30,10.831690788269043
2005-05-31,10.83958625793457
2005-06-01,10.77245807647705
2005-06-02,10.578965187072754
2005-06-03,10.796151161193848
2005-06-06,11.029135704040527
2005-06-07,11.013339042663574
2005-06-08,13.216795921325684
2005-06-09,13.741994857788086
2005-06-10,13.402389526367188
2005-06-13,13.915740013122559
2005-06-14,13.773581504821777
2005-06-15,13.631426811218262
2005-06-16,13.528753280639648
2005-06-17,13.165461540222168
2005-06-20,13.043045043945312
2005-06-21,13.098326683044434
2005-06-22,13.054893493652344
2005-06-23,13.16940689086914
2005-06-24,13.366848945617676
2005-06-27,13.118069648742676
2005-06-28,12.49020767211914
2005-06-29,12.340152740478516
2005-06-30,12.261173248291016
2005-07-01,12.040038108825684
2005-07-04,12.229586601257324
2005-07-05,11.901827812194824
2005-07-06,12.217734336853027
2005-07-07,12.430974006652832
2005-07-08,12.588924407958984
2005-07-11,12.612621307373047
2005-07-12,13.173358917236328
2005-07-13,13.102280616760254
2005-07-14,13.102280616760254
2005-07-15,13.453523635864258
2005-07-18,13.755758285522461
2005-07-19,14.08658218383789
2005-07-20,13.678156852722168
2005-07-21,13.678156852722168
2005-07-22,13.653650283813477
2005-07-25,13.25748062133789
