Date,HINDZINC
2002-08-12,0.6599062085151672
2002-08-13,0.6599062085151672
2002-08-14,0.6532236337661743
2002-08-15,0.6532236337661743
2002-08-16,0.6515528559684753
2002-08-19,0.6431995630264282
2002-08-20,0.6448704600334167
2002-08-21,0.654894232749939
2002-08-22,0.6448704600334167
2002-08-23,0.6465408802032471
2002-08-26,0.6431995630264282
2002-08-27,0.6431995630264282
2002-08-28,0.6465408802032471
2002-08-29,0.6498823165893555
2002-08-30,0.6565648913383484
2002-09-02,0.6599062085151672
2002-09-03,0.6582355499267578
2002-09-04,0.6515528559684753
2002-09-05,0.6448704600334167
2002-09-06,0.6448704600334167
2002-09-09,0.6181399822235107
2002-09-10,0.6181399822235107
2002-09-11,0.62148118019104
2002-09-12,0.6315051317214966
2002-09-13,0.6164693236351013
2002-09-16,0.6064454913139343
2002-09-17,0.5980923175811768
2002-09-18,0.5897390842437744
2002-09-19,0.5747031569480896
2002-09-20,0.5863978266716003
2002-09-23,0.5930801630020142
2002-09-24,0.5914096832275391
2002-09-25,0.5797149538993835
2002-09-26,0.5780443549156189
2002-09-27,0.5830563306808472
2002-09-30,0.576373815536499
2002-10-01,0.5696911215782166
2002-10-02,0.5696911215782166
2002-10-03,0.55966717004776
2002-10-04,0.55966717004776
2002-10-07,0.5696911215782166
2002-10-08,0.5613378882408142
2002-10-09,0.5613378882408142
2002-10-10,0.5579965710639954
2002-10-11,0.5696911215782166
2002-10-14,0.5680205821990967
2002-10-15,0.5680205821990967
2002-10-16,0.5613378882408142
2002-10-17,0.5379488468170166
2002-10-18,0.5362781286239624
2002-10-21,0.5362781286239624
2002-10-22,0.5412902235984802
2002-10-23,0.5329369306564331
2002-10-24,0.5346075296401978
2002-10-25,0.5095478296279907
2002-10-28,0.5112184286117554
2002-10-29,0.5295954942703247
2002-10-30,0.5329369306564331
2002-10-31,0.5262541174888611
2002-11-01,0.514559805393219
2002-11-04,0.5212423801422119
2002-11-05,0.5128892064094543
2002-11-06,0.5128892064094543
2002-11-07,0.524583637714386
2002-11-08,0.5312661528587341
2002-11-11,0.5295954942703247
2002-11-12,0.524583637714386
2002-11-13,0.5279249548912048
2002-11-14,0.5162303447723389
2002-11-15,0.5195717215538025
2002-11-18,0.5262541174888611
2002-11-19,0.5262541174888611
2002-11-20,0.5312661528587341
2002-11-21,0.5346075296401978
2002-11-22,0.5696911215782166
2002-11-25,0.5930801630020142
2002-11-26,0.5964216589927673
2002-11-27,0.5880681872367859
2002-11-28,0.5880681872367859
2002-11-29,0.5880681872367859
2002-12-02,0.6114574074745178
2002-12-03,0.6164693236351013
2002-12-04,0.6047745943069458
2002-12-05,0.5980923175811768
2002-12-06,0.62148118019104
2002-12-09,0.6114574074745178
2002-12-10,0.599763035774231
2002-12-11,0.5947508811950684
2002-12-12,0.5947508811950684
2002-12-13,0.599763035774231
2002-12-16,0.601433515548706
2002-12-17,0.5980923175811768
2002-12-18,0.5964216589927673
2002-12-19,0.5930801630020142
2002-12-20,0.5947508811950684
2002-12-23,0.601433515548706
2002-12-24,0.5964216589927673
2002-12-25,0.5964216589927673
2002-12-26,0.599763035774231
2002-12-27,0.5914096832275391
2002-12-30,0.5880681872367859
2002-12-31,0.5914096832275391
2003-01-01,0.5980923175811768
2003-01-02,0.5947508811950684
2003-01-03,0.5880681872367859
2003-01-06,0.5863978266716003
2003-01-07,0.5730324387550354
2003-01-08,0.571361780166626
2003-01-09,0.5780443549156189
2003-01-10,0.576373815536499
2003-01-13,0.5680205821990967
2003-01-14,0.5680205821990967
2003-01-15,0.5646790862083435
2003-01-16,0.5663496851921082
2003-01-17,0.5730324387550354
2003-01-20,0.5696911215782166
2003-01-21,0.5780443549156189
2003-01-22,0.6198107600212097
2003-01-23,0.6248225569725037
