Date,SBIN
1996-01-01,11.753148078918457
1996-01-02,11.379053115844727
1996-01-03,11.07564926147461
1996-01-04,11.037358283996582
1996-01-05,10.975499153137207
1996-01-08,10.654420852661133
1996-01-09,11.237662315368652
1996-01-10,10.722172737121582
1996-01-11,11.131617546081543
1996-01-12,11.1375093460083
1996-01-15,11.172857284545898
1996-01-16,11.408512115478516
1996-01-17,10.940149307250977
1996-01-18,10.866512298583984
1996-01-19,10.996116638183594
1996-01-22,11.379053115844727
1996-01-23,11.499825477600098
1996-01-24,11.111001968383789
1996-01-25,11.217044830322266
1996-01-26,11.217044830322266
1996-01-29,11.729586601257324
1996-01-30,11.991745948791504
1996-01-31,11.582304954528809
1996-02-01,12.156704902648926
1996-02-02,12.996216773986816
1996-02-05,13.81511116027832
1996-02-06,13.93293285369873
1996-02-07,13.688443183898926
1996-02-08,14.077269554138184
1996-02-09,15.072905540466309
1996-02-12,14.189207077026367
1996-02-13,14.265793800354004
1996-02-14,14.684072494506836
1996-02-15,14.598650932312012
1996-02-16,14.256957054138184
1996-02-19,14.35416316986084
1996-02-20,13.906425476074219
1996-02-21,13.906425476074219
1996-02-22,14.292303085327148
1996-02-23,14.504390716552734
1996-02-26,14.89027214050293
1996-02-27,14.863762855529785
1996-02-28,14.88143539428711
1996-02-29,14.156801223754883
1996-03-01,14.330598831176758
1996-03-04,14.186262130737305
1996-03-05,14.186262130737305
1996-03-06,14.35710620880127
1996-03-07,14.265793800354004
1996-03-08,14.133238792419434
1996-03-11,13.809219360351562
1996-03-12,13.788593292236328
1996-03-13,14.118512153625488
1996-03-14,14.103778839111328
1996-03-15,13.850458145141602
1996-03-18,13.488142013549805
1996-03-19,13.119935035705566
1996-03-20,13.119935035705566
1996-03-21,13.535272598266602
1996-03-22,13.38798999786377
1996-03-25,13.476358413696289
1996-03-26,13.373262405395508
1996-03-27,13.62069320678711
1996-03-28,13.847511291503906
1996-03-29,13.868130683898926
1996-04-01,14.242231369018555
1996-04-02,14.692914009094238
1996-04-03,14.893218040466309
1996-04-04,14.849031448364258
1996-04-05,14.849031448364258
1996-04-08,15.63552188873291
1996-04-09,15.744516372680664
1996-04-10,15.488237380981445
1996-04-11,15.452888488769531
1996-04-12,15.82109260559082
1996-04-15,16.292402267456055
1996-04-16,16.737192153930664
1996-04-17,16.86090850830078
1996-04-18,17.753442764282227
1996-04-19,18.154048919677734
1996-04-22,17.977310180664062
1996-04-23,17.788787841796875
1996-04-24,18.77263641357422
1996-04-25,18.645973205566406
1996-04-26,18.324899673461914
1996-04-29,18.165834426879883
1996-04-30,17.600265502929688
1996-05-01,17.888946533203125
1996-05-02,17.535463333129883
1996-05-03,16.834400177001953
1996-05-06,15.856447219848633
1996-05-07,16.180469512939453
1996-05-08,16.377824783325195
1996-05-09,16.106821060180664
1996-05-10,15.900628089904785
1996-05-13,16.31891441345215
1996-05-14,16.975791931152344
1996-05-15,17.084775924682617
1996-05-16,17.358722686767578
1996-05-17,16.8491268157959
1996-05-20,15.994888305664062
1996-05-21,15.921247482299805
1996-05-22,16.000782012939453
1996-05-23,15.77102279663086
1996-05-24,15.935980796813965
1996-05-27,15.388084411621094
1996-05-28,15.446998596191406
1996-05-29,16.242324829101562
1996-05-30,16.100933074951172
1996-05-31,16.34836769104004
1996-06-03,17.57449722290039
1996-06-04,17.425336837768555
1996-06-05,17.53571319580078
1996-06-06,18.102535247802734
1996-06-07,18.102535247802734
1996-06-10,18.177120208740234
1996-06-11,18.281532287597656
1996-06-12,18.445613861083984
1996-06-13,18.38892936706543
1996-06-14,18.576875686645508
1996-06-17,18.46351432800293
1996-06-18,18.43666648864746
1996-06-19,18.03093719482422
1996-06-20,18.102535247802734
1996-06-21,17.798240661621094
1996-06-24,17.995136260986328
1996-06-25,18.03093719482422
1996-06-26,17.848960876464844
1996-06-27,17.96828842163086
1996-06-28,17.8579044342041
1996-07-01,17.732606887817383
1996-07-02,17.759456634521484
1996-07-03,17.511842727661133
1996-07-04,17.541675567626953
1996-07-05,17.7624454498291
1996-07-08,18.76482582092285
1996-07-09,18.606706619262695
1996-07-10,17.90265464782715
1996-07-11,18.239765167236328
1996-07-12,18.09657096862793
1996-07-15,18.212913513183594
1996-07-16,18.14132308959961
1996-07-17,19.146684646606445
1996-07-18,19.239164352416992
1996-07-19,18.988567352294922
1996-07-22,19.119834899902344
1996-07-23,18.35015106201172
1996-07-24,17.565547943115234
1996-07-25,17.79525375366211
1996-07-26,17.25528335571289
1996-07-29,16.643714904785156
1996-07-30,16.65266227722168
1996-07-31,17.461130142211914
1996-08-01,17.01960563659668
1996-08-02,16.897289276123047
1996-08-05,16.72724151611328
1996-08-06,17.001699447631836
1996-08-07,17.25528335571289
1996-08-08,17.07628631591797
1996-08-09,17.171749114990234
1996-08-12,17.19860076904297
1996-08-13,17.20755386352539
1996-08-14,16.777965545654297
1996-08-15,16.777965545654297
1996-08-16,16.193239212036133
1996-08-19,15.853144645690918
1996-08-20,15.748732566833496
1996-08-21,16.184289932250977
1996-08-22,15.91877555847168
1996-08-23,16.020204544067383
1996-08-26,15.841207504272461
1996-08-27,15.885956764221191
1996-08-28,16.10373878479004
1996-08-29,16.118656158447266
1996-08-30,16.26185417175293
1996-09-02,16.613880157470703
1996-09-03,16.509462356567383
1996-09-04,16.530345916748047
1996-09-05,16.98977279663086
1996-09-06,16.84061050415039
1996-09-09,16.49753189086914
1996-09-10,16.384172439575195
1996-09-11,16.07986831665039
1996-09-12,16.16638946533203
1996-09-13,15.73381519317627
1996-09-16,14.96412467956543
1996-09-17,15.107327461242676
1996-09-18,16.13953971862793
1996-09-19,15.695030212402344
1996-09-20,15.73381519317627
1996-09-23,15.51305103302002
1996-09-24,15.516032218933105
1996-09-25,15.817346572875977
1996-09-26,15.51305103302002
1996-09-27,15.143125534057617
1996-09-30,15.086438179016113
1996-10-01,14.716510772705078
1996-10-02,14.716510772705078
1996-10-03,14.298858642578125
1996-10-04,13.743967056274414
1996-10-07,13.01008129119873
1996-10-08,12.464143753051758
1996-10-09,12.71473503112793
1996-10-10,12.977258682250977
1996-10-11,12.938480377197266
1996-10-14,12.490987777709961
1996-10-15,12.514852523803711
1996-10-16,12.490987777709961
1996-10-17,12.449227333068848
1996-10-18,12.837051391601562
1996-10-21,12.837051391601562
1996-10-22,13.344204902648926
1996-10-23,14.182507514953613
1996-10-24,13.553034782409668
1996-10-25,13.86329460144043
1996-10-28,13.812581062316895
1996-10-29,13.86329460144043
1996-10-30,13.86329460144043
1996-10-31,13.69324779510498
1996-11-01,13.657450675964355
1996-11-04,13.126429557800293
1996-11-05,12.843016624450684
1996-11-06,12.595403671264648
1996-11-07,12.70876693725586
1996-11-08,12.953397750854492
1996-11-11,13.087648391723633
1996-11-12,13.087648391723633
1996-11-13,13.382987022399902
1996-11-14,13.150296211242676
1996-11-15,13.278573989868164
1996-11-18,13.636564254760742
1996-11-19,13.463533401489258
1996-11-20,13.063777923583984
1996-11-21,13.042896270751953
1996-11-22,12.902677536010742
1996-11-25,13.129411697387695
1996-11-26,13.180126190185547
1996-11-27,13.066761016845703
1996-11-28,12.893731117248535
1996-11-29,13.096593856811523
1996-12-02,12.989194869995117
1996-12-03,12.678934097290039
1996-12-04,12.383588790893555
1996-12-05,12.517839431762695
1996-12-06,12.502923965454102
1996-12-09,12.425358772277832
1996-12-10,12.177742004394531
1996-12-11,12.857930183410645
1996-12-12,12.476069450378418
1996-12-13,12.443256378173828
1996-12-16,13.030960083007812
1996-12-17,12.893731117248535
1996-12-18,13.111513137817383
1996-12-19,13.072724342346191
1996-12-20,13.457572937011719
1996-12-23,13.418787002563477
1996-12-24,13.397907257080078
1996-12-25,13.397907257080078
1996-12-26,14.078092575073242
1996-12-27,14.078092575073242
1996-12-30,14.078092575073242
1996-12-31,13.94384479522705
1997-01-01,14.785131454467773
1997-01-02,14.382390022277832
1997-01-03,14.55840015411377
1997-01-06,14.406253814697266
1997-01-07,14.665800094604492
1997-01-08,15.011859893798828
1997-01-09,15.083460807800293
1997-01-10,15.211735725402832
1997-01-13,15.077491760253906
1997-01-14,15.536918640136719
1997-01-15,16.625812530517578
1997-01-16,16.60493278503418
1997-01-17,16.816743850708008
1997-01-20,16.25290298461914
1997-01-21,16.011259078979492
1997-01-22,16.673545837402344
1997-01-23,16.673545837402344
1997-01-24,16.434886932373047
1997-01-27,17.35373306274414
1997-01-28,18.511245727539062
1997-01-29,17.840009689331055
1997-01-30,17.311965942382812
1997-01-31,16.318540573120117
1997-02-03,15.298254013061523
1997-02-04,15.730834007263184
1997-02-05,15.745746612548828
1997-02-06,15.874029159545898
1997-02-07,16.154457092285156
1997-02-10,16.15744400024414
1997-02-11,16.72724151611328
1997-02-12,16.715309143066406
1997-02-13,16.643714904785156
1997-02-14,17.025571823120117
1997-02-17,17.44919776916504
1997-02-18,16.942041397094727
1997-02-19,17.291086196899414
1997-02-20,17.18965721130371
1997-02-21,16.992755889892578
1997-02-24,16.354333877563477
1997-02-25,16.324501037597656
1997-02-26,16.3424015045166
1997-02-27,16.80182456970215
1997-02-28,18.48439598083496
1997-03-03,19.298831939697266
1997-03-04,19.516611099243164
1997-03-05,19.54047203063965
1997-03-06,19.304792404174805
1997-03-07,19.304792404174805
1997-03-10,18.32628059387207
1997-03-11,17.750507354736328
1997-03-12,18.33821678161621
1997-03-13,18.0548038482666
1997-03-14,18.35015106201172
1997-03-17,18.994529724121094
1997-03-18,18.860288619995117
1997-03-19,18.51422882080078
1997-03-20,18.472461700439453
1997-03-21,18.854318618774414
1997-03-24,18.854318618774414
1997-03-25,18.797639846801758
1997-03-26,18.52616310119629
1997-03-27,18.496326446533203
1997-03-28,18.496326446533203
