Date,FIVESTAR
2022-11-21,486.54156494140625
2022-11-22,488.5274658203125
2022-11-23,487.0876770019531
2022-11-24,486.54156494140625
2022-11-25,508.9324035644531
2022-11-28,495.92486572265625
2022-11-29,496.6695556640625
2022-11-30,507.5422668457031
2022-12-01,515.0886840820312
2022-12-02,514.3439331054688
2022-12-05,516.8262329101562
2022-12-06,620.1915283203125
2022-12-07,613.5388793945312
2022-12-08,586.0343627929688
2022-12-09,561.01220703125
2022-12-12,563.4945678710938
2022-12-13,579.232666015625
2022-12-14,596.1126708984375
2022-12-15,580.622802734375
2022-12-16,605.94287109375
2022-12-19,590.4529418945312
2022-12-20,610.5103149414062
2022-12-21,591.247314453125
2022-12-22,566.5230102539062
2022-12-23,549.7423706054688
2022-12-26,582.5093994140625
2022-12-27,573.5729370117188
2022-12-28,576.5517578125
2022-12-29,589.9067993164062
2022-12-30,610.3614501953125
2023-01-02,601.077392578125
2023-01-03,623.071044921875
2023-01-04,623.1207275390625
2023-01-05,645.1143798828125
2023-01-06,632.7522583007812
2023-01-09,628.4826049804688
2023-01-10,589.4103393554688
2023-01-11,597.8007202148438
2023-01-12,581.7647094726562
2023-01-13,583.8995361328125
2023-01-16,585.7364501953125
2023-01-17,590.155029296875
2023-01-18,585.6371459960938
2023-01-19,587.2755737304688
2023-01-20,587.7223510742188
2023-01-23,586.4315185546875
2023-01-24,586.481201171875
2023-01-25,592.8359985351562
2023-01-27,589.0628051757812
2023-01-30,606.7371215820312
2023-01-31,596.2615966796875
2023-02-01,571.3388671875
2023-02-02,570.9415893554688
2023-02-03,557.7354736328125
2023-02-06,567.9131469726562
2023-02-07,565.6790161132812
2023-02-08,569.402587890625
2023-02-09,584.8923950195312
2023-02-10,599.2901000976562
2023-02-13,591.9920043945312
2023-02-14,587.6726684570312
2023-02-15,562.6008911132812
2023-02-16,561.3596801757812
2023-02-17,561.01220703125
2023-02-20,556.24609375
2023-02-21,548.8983154296875
2023-02-22,531.0253295898438
2023-02-23,537.8270263671875
2023-02-24,537.5787963867188
2023-02-27,527.2521362304688
2023-02-28,531.9190063476562
2023-03-01,542.4442138671875
2023-03-02,542.990234375
2023-03-03,545.8201904296875
2023-03-06,550.9835205078125
2023-03-08,563.9413452148438
2023-03-09,556.69287109375
2023-03-10,541.7987670898438
2023-03-13,527.6990356445312
2023-03-14,526.9046630859375
2023-03-15,533.0608520507812
2023-03-16,523.9754638671875
2023-03-17,526.3584594726562
2023-03-20,496.173095703125
2023-03-21,534.7489013671875
2023-03-22,537.8766479492188
2023-03-23,532.018310546875
2023-03-24,525.1173095703125
2023-03-27,535.4439086914062
2023-03-28,520.3512573242188
2023-03-29,542.7420654296875
2023-03-31,536.7843627929688
2023-04-03,544.5294189453125
2023-04-05,542.0469970703125
2023-04-06,545.8201904296875
2023-04-10,537.7276611328125
2023-04-11,536.5858154296875
2023-04-12,521.0462646484375
2023-04-13,519.854736328125
2023-04-17,538.919189453125
2023-04-18,538.6710205078125
2023-04-19,542.5931396484375
2023-04-20,541.6498413085938
2023-04-21,529.238037109375
2023-04-24,518.0675048828125
2023-04-25,519.8051147460938
2023-04-26,517.173828125
2023-04-27,512.6558837890625
2023-04-28,511.3651123046875
2023-05-02,515.8829345703125
2023-05-03,512.7055053710938
2023-05-04,525.1669921875
2023-05-05,514.8900756835938
2023-05-08,513.5991821289062
2023-05-09,535.8908081054688
2023-05-10,537.7772827148438
2023-05-11,526.1599731445312
2023-05-12,537.9263305664062
2023-05-15,535.79150390625
2023-05-16,540.3590087890625
2023-05-17,535.9404296875
2023-05-18,523.3796997070312
2023-05-19,525.8123779296875
2023-05-22,525.6138305664062
2023-05-23,524.8690795898438
2023-05-24,545.5719604492188
2023-05-25,541.6498413085938
2023-05-26,539.564697265625
2023-05-29,535.1957397460938
2023-05-30,541.6002197265625
2023-05-31,541.1533813476562
2023-06-01,540.4583129882812
2023-06-02,544.3804321289062
2023-06-05,563.842041015625
2023-06-06,584.8923950195312
2023-06-07,595.5169677734375
2023-06-08,578.8355712890625
2023-06-09,589.2117919921875
2023-06-12,591.4459228515625
2023-06-13,599.8362426757812
2023-06-14,599.6376953125
2023-06-15,593.2827758789062
2023-06-16,595.4673461914062
2023-06-19,645.6109008789062
2023-06-20,636.7239990234375
2023-06-21,651.2706298828125
2023-06-22,637.91552734375
2023-06-23,632.305419921875
2023-06-26,655.0438232421875
2023-06-27,640.7454223632812
2023-06-28,639.15673828125
2023-06-30,643.1781616210938
2023-07-03,663.8809814453125
2023-07-04,647.696044921875
2023-07-05,659.4127197265625
2023-07-06,671.7252807617188
2023-07-07,660.2071533203125
2023-07-10,663.2355346679688
2023-07-11,650.3273315429688
2023-07-12,635.6814575195312
2023-07-13,642.2348022460938
2023-07-14,634.7877807617188
2023-07-17,624.312255859375
2023-07-18,653.1076049804688
2023-07-19,642.3837890625
2023-07-20,656.9800415039062
2023-07-21,646.6535034179688
2023-07-24,656.3346557617188
2023-07-25,670.7819213867188
2023-07-26,715.8615112304688
2023-07-27,716.0601196289062
2023-07-28,719.982177734375
2023-07-31,727.379638671875
2023-08-01,716.755126953125
2023-08-02,743.7135009765625
2023-08-03,729.61376953125
2023-08-04,734.6281127929688
2023-08-07,757.91259765625
2023-08-08,768.5370483398438
2023-08-09,826.4255981445312
2023-08-10,840.97216796875
2023-08-11,804.3325805664062
2023-08-14,781.9913940429688
2023-08-16,794.8500366210938
2023-08-17,793.9563598632812
2023-08-18,784.1262817382812
2023-08-21,763.9198608398438
2023-08-22,784.37451171875
2023-08-23,766.749755859375
2023-08-24,741.826904296875
2023-08-25,738.3516235351562
2023-08-28,751.9548950195312
2023-08-29,748.8272094726562
2023-08-30,739.692138671875
2023-08-31,760.2460327148438
2023-09-01,723.1099853515625
2023-09-04,735.7203369140625
2023-09-05,717.59912109375
2023-09-06,699.2793579101562
2023-09-07,700.1730346679688
2023-09-08,723.5568237304688
2023-09-11,722.0177612304688
2023-09-12,684.136962890625
2023-09-13,691.0379638671875
2023-09-14,695.2083129882812
2023-09-15,682.6972045898438
2023-09-18,694.910400390625
2023-09-20,694.662109375
2023-09-21,683.7894897460938
2023-09-22,692.1798095703125
2023-09-25,693.073486328125
2023-09-26,692.2294921875
2023-09-27,689.2506713867188
2023-09-28,702.456787109375
2023-09-29,691.78271484375
2023-10-03,708.2654418945312
2023-10-04,714.3720703125
2023-10-05,719.4360961914062
2023-10-06,719.2871704101562
2023-10-09,711.0457153320312
2023-10-10,723.9539184570312
2023-10-11,742.1248168945312
2023-10-12,742.5715942382812
2023-10-13,737.3090209960938
2023-10-16,753.2457885742188
2023-10-17,780.750244140625
2023-10-18,769.9768676757812
2023-10-19,757.2174682617188
2023-10-20,749.224365234375
2023-10-23,727.8760986328125
2023-10-25,717.7481079101562
2023-10-26,703.1519165039062
2023-10-27,729.5144653320312
2023-10-30,724.99658203125
2023-10-31,733.684814453125
2023-11-01,736.2664184570312
2023-11-02,746.2455444335938
2023-11-03,747.089599609375
2023-11-06,771.9627075195312
2023-11-07,775.6366577148438
2023-11-08,767.9413452148438
2023-11-09,776.67919921875
2023-11-10,783.6298217773438
2023-11-13,791.7222290039062
2023-11-15,801.7509765625
2023-11-16,795.4954833984375
2023-11-17,799.1692504882812
2023-11-20,786.658203125
2023-11-21,797.9281005859375
2023-11-22,794.8003540039062
2023-11-23,797.828857421875
2023-11-24,780.7006225585938
2023-11-28,754.1890258789062
2023-11-29,738.0040893554688
2023-11-30,745.8483276367188
2023-12-01,728.1740112304688
2023-12-04,737.8551635742188
2023-12-05,738.2026977539062
2023-12-06,749.1251220703125
2023-12-07,751.2102661132812
2023-12-08,729.9613037109375
2023-12-11,721.0248413085938
2023-12-12,712.1876220703125
2023-12-13,696.5487670898438
2023-12-14,701.2156372070312
2023-12-15,720.1807861328125
2023-12-18,724.1029663085938
2023-12-19,714.52099609375
2023-12-20,691.3358154296875
2023-12-21,693.1727294921875
2023-12-22,684.7824096679688
2023-12-26,691.3358154296875
2023-12-27,699.7758178710938
2023-12-28,721.9680786132812
2023-12-29,729.7130737304688
2024-01-01,729.5144653320312
2024-01-02,720.1807861328125
2024-01-03,718.5921020507812
2024-01-04,717.4501953125
2024-01-05,728.769775390625
2024-01-08,717.0033569335938
2024-01-09,725.542724609375
2024-01-10,720.4290161132812
2024-01-11,739.5927734375
2024-01-12,727.2803344726562
2024-01-15,727.2803344726562
2024-01-16,737.1600952148438
2024-01-17,724.9468383789062
2024-01-18,744.607177734375
2024-01-19,763.9696044921875
2024-01-23,750.8130493164062
2024-01-24,732.7415161132812
2024-01-25,744.5574951171875
2024-01-29,749.0256958007812
2024-01-30,753.4940185546875
2024-01-31,756.4232177734375
2024-02-01,751.75634765625
2024-02-02,770.076171875
2024-02-05,770.5725708007812
2024-02-06,773.9486083984375
2024-02-07,766.2036743164062
2024-02-08,763.0262451171875
2024-02-09,769.9768676757812
2024-02-12,740.585693359375
2024-02-13,753.4443359375
2024-02-14,742.1744995117188
2024-02-15,761.4871826171875
2024-02-16,763.7213745117188
2024-02-19,733.5855102539062
2024-02-20,713.27978515625
2024-02-21,711.6415405273438
2024-02-22,716.6558837890625
2024-02-23,715.513916015625
2024-02-26,715.5635986328125
2024-02-27,716.5565795898438
2024-02-28,704.3433837890625
2024-02-29,701.3148803710938
2024-03-01,699.6268310546875
2024-03-04,678.8743896484375
2024-03-05,667.45556640625
2024-03-06,654.3983764648438
2024-03-07,660.1077880859375
2024-03-11,661.5972290039062
2024-03-12,648.3414306640625
2024-03-13,605.5952758789062
2024-03-14,621.5320434570312
2024-03-15,612.7444458007812
2024-03-18,638.312744140625
2024-03-19,647.7953491210938
2024-03-20,674.2572021484375
2024-03-21,694.7119140625
2024-03-22,710.6982421875
2024-03-26,692.8252563476562
2024-03-27,724.6986694335938
