Date,FIVESTAR
2024-03-28,714.3720703125
2024-04-01,733.4366455078125
2024-04-02,741.1318969726562
2024-04-03,737.3090209960938
2024-04-04,748.1321411132812
2024-04-05,753.3450927734375
2024-04-08,755.13232421875
2024-04-09,735.1742553710938
2024-04-10,718.6913452148438
2024-04-12,724.3511352539062
2024-04-15,698.7828979492188
2024-04-16,691.8323364257812
2024-04-18,684.0377197265625
2024-04-19,686.9668579101562
2024-04-22,688.8038330078125
2024-04-23,675.74658203125
2024-04-24,687.4137573242188
2024-04-25,694.7119140625
2024-04-26,735.8196411132812
2024-04-29,724.0532836914062
2024-04-30,752.9478759765625
2024-05-02,732.98974609375
2024-05-03,769.232177734375
2024-05-06,775.6366577148438
2024-05-07,765.9554443359375
2024-05-08,744.756103515625
2024-05-09,712.6344604492188
2024-05-10,723.7056884765625
2024-05-13,716.9041137695312
2024-05-14,742.8198852539062
2024-05-15,762.430419921875
2024-05-16,736.5643310546875
2024-05-17,734.0323486328125
2024-05-21,726.1881103515625
2024-05-22,722.2659912109375
2024-05-23,714.3224487304688
2024-05-24,698.931884765625
2024-05-27,699.080810546875
2024-05-28,694.6124877929688
2024-05-29,708.910888671875
2024-05-30,705.9320678710938
2024-05-31,751.7066650390625
2024-06-03,743.3163452148438
2024-06-04,735.3727416992188
2024-06-05,735.12451171875
2024-06-06,766.7993774414062
2024-06-07,785.516357421875
2024-06-10,806.4177856445312
2024-06-11,791.2257690429688
2024-06-12,790.6796264648438
2024-06-13,791.4243774414062
2024-06-14,804.1837158203125
2024-06-18,798.2756958007812
2024-06-19,808.1554565429688
2024-06-20,815.7514038085938
2024-06-21,817.3402099609375
2024-06-24,793.7578125
2024-06-25,788.4951782226562
2024-06-26,799.218994140625
2024-06-27,787.3037109375
2024-06-28,787.6511840820312
2024-07-01,816.7940063476562
2024-07-02,822.5034790039062
2024-07-03,820.7658081054688
2024-07-04,799.7154541015625
2024-07-05,793.4598999023438
2024-07-08,777.7714233398438
2024-07-09,785.3178100585938
2024-07-10,822.5531616210938
2024-07-11,817.9855346679688
2024-07-12,790.53076171875
2024-07-15,799.8643798828125
2024-07-16,775.14013671875
2024-07-18,760.6928100585938
2024-07-19,762.23193359375
2024-07-22,753.1961059570312
2024-07-23,754.2386474609375
2024-07-24,738.9474487304688
2024-07-25,718.7907104492188
2024-07-26,752.5010375976562
2024-07-29,764.5653076171875
2024-07-30,748.9264526367188
2024-07-31,751.7066650390625
2024-08-01,759.0048217773438
2024-08-02,772.06201171875
2024-08-05,722.0674438476562
2024-08-06,717.30126953125
2024-08-07,716.208984375
2024-08-08,721.2730712890625
2024-08-09,698.4850463867188
2024-08-12,688.2576904296875
2024-08-13,691.8819580078125
2024-08-14,687.7612915039062
2024-08-16,705.7334594726562
2024-08-19,704.5419311523438
2024-08-20,711.6415405273438
2024-08-21,717.30126953125
2024-08-22,732.1456909179688
2024-08-23,734.0323486328125
2024-08-26,730.8549194335938
2024-08-27,727.9754028320312
2024-08-28,738.5501708984375
2024-08-29,735.5217895507812
2024-08-30,753.4940185546875
2024-09-02,756.2245483398438
2024-09-03,758.1111450195312
2024-09-04,754.4373168945312
2024-09-05,753.3450927734375
2024-09-06,746.9405517578125
2024-09-09,731.4507446289062
2024-09-10,742.1744995117188
2024-09-11,737.60693359375
2024-09-12,737.755859375
2024-09-13,745.1036987304688
2024-09-16,756.67138671875
2024-09-17,755.7777709960938
2024-09-18,763.2744750976562
2024-09-19,765.3099975585938
2024-09-20,800.6587524414062
2024-09-23,786.0128173828125
2024-09-24,767.0476684570312
2024-09-25,802.2970581054688
2024-09-26,791.6229858398438
2024-09-27,795.892578125
2024-09-30,774.7429809570312
2024-10-01,819.5245971679688
2024-10-03,812.276123046875
2024-10-04,793.4598999023438
2024-10-07,785.367431640625
2024-10-08,799.8643798828125
2024-10-09,797.6798706054688
2024-10-10,801.204833984375
2024-10-11,800.7084350585938
2024-10-14,817.836669921875
2024-10-15,888.434814453125
2024-10-16,894.044921875
2024-10-17,891.4136352539062
2024-10-18,883.2218627929688
2024-10-21,863.2140502929688
2024-10-22,845.7879638671875
2024-10-23,858.19970703125
2024-10-24,879.1508178710938
2024-10-25,858.8451538085938
2024-10-28,845.8375854492188
2024-10-29,870.9093627929688
2024-10-30,759.8488159179688
2024-10-31,706.22998046875
2024-11-01,711.5919189453125
2024-11-04,690.1939086914062
2024-11-05,668.448486328125
2024-11-06,650.376953125
2024-11-07,649.78125
2024-11-08,642.4334716796875
2024-11-11,628.830078125
2024-11-12,634.1424560546875
2024-11-13,638.2134399414062
2024-11-14,643.1284790039062
2024-11-18,634.1920776367188
2024-11-19,631.8585815429688
2024-11-21,637.2205200195312
2024-11-22,626.84423828125
2024-11-25,644.5682983398438
2024-11-26,635.1353759765625
2024-11-27,639.9014282226562
2024-11-28,651.8663940429688
2024-11-29,651.1713256835938
2024-12-02,634.3409423828125
2024-12-03,628.3336791992188
2024-12-04,626.7946166992188
2024-12-05,646.5541381835938
2024-12-06,630.8159790039062
2024-12-09,628.7308349609375
2024-12-10,628.4329833984375
2024-12-11,630.170654296875
2024-12-12,645.7101440429688
2024-12-13,644.220703125
2024-12-16,699.8750610351562
2024-12-17,737.5076293945312
2024-12-18,744.1107177734375
2024-12-19,742.1744995117188
2024-12-20,761.834716796875
2024-12-23,761.9340209960938
2024-12-24,762.6290283203125
2024-12-26,785.2681274414062
2024-12-27,792.21875
2024-12-30,795.44580078125
2024-12-31,768.3385009765625
2025-01-01,786.1121826171875
2025-01-02,792.06982421875
2025-01-03,784.8709716796875
2025-01-06,737.1600952148438
2025-01-07,716.4075927734375
2025-01-08,718.8900146484375
2025-01-09,714.8189697265625
2025-01-10,672.07275390625
2025-01-13,647.0009765625
2025-01-14,638.6106567382812
2025-01-15,639.851806640625
2025-01-16,669.6897583007812
2025-01-17,659.8099365234375
2025-01-20,658.072265625
2025-01-21,644.8661499023438
2025-01-22,668.4981689453125
2025-01-23,670.4343872070312
2025-01-24,698.9815063476562
2025-01-27,704.39306640625
2025-01-28,714.620361328125
2025-01-29,736.4650268554688
2025-01-30,745.6497802734375
2025-01-31,783.7290649414062
2025-02-01,738.1033935546875
2025-02-03,719.6842651367188
2025-02-04,733.0393676757812
2025-02-05,736.216796875
2025-02-06,755.380615234375
2025-02-07,765.5086059570312
2025-02-10,721.8191528320312
2025-02-11,696.002685546875
2025-02-12,694.8607788085938
2025-02-13,716.7055053710938
2025-02-14,693.6195678710938
2025-02-17,680.4134521484375
2025-02-18,692.8748779296875
2025-02-19,672.8671875
2025-02-20,675.1012573242188
2025-02-21,692.2294921875
2025-02-24,704.39306640625
2025-02-25,708.1661987304688
2025-02-27,725.7908935546875
2025-02-28,756.1253051757812
2025-03-03,714.4713134765625
2025-03-04,691.0379638671875
2025-03-05,702.7050170898438
2025-03-06,688.456298828125
2025-03-07,683.5908813476562
2025-03-10,665.767578125
2025-03-11,645.9583740234375
2025-03-12,644.9654541015625
2025-03-13,645.8095092773438
2025-03-17,662.54052734375
2025-03-18,662.54052734375
2025-03-19,684.8320922851562
2025-03-20,713.0316162109375
2025-03-21,721.670166015625
2025-03-24,714.620361328125
2025-03-25,698.7828979492188
2025-03-26,696.3501586914062
2025-03-27,719.4857177734375
2025-03-28,718.84033203125
2025-04-01,692.2294921875
2025-04-02,692.3287353515625
2025-04-03,697.839599609375
2025-04-04,683.7398071289062
2025-04-07,663.8313598632812
2025-04-08,708.2158203125
2025-04-09,693.2720947265625
2025-04-11,712.3365478515625
2025-04-15,740.3374633789062
2025-04-16,745.1036987304688
2025-04-17,780.0055541992188
2025-04-21,808.3043823242188
2025-04-22,837.6458129882812
2025-04-23,822.0069580078125
2025-04-24,802.1481323242188
2025-04-25,791.3251342773438
2025-04-28,761.5368041992188
2025-04-29,749.1251220703125
2025-04-30,700.9673461914062
2025-05-02,692.8252563476562
2025-05-05,682.84619140625
2025-05-06,668.6471557617188
2025-05-07,678.4772338867188
2025-05-08,674.85302734375
2025-05-09,668.1009521484375
2025-05-12,687.2647705078125
2025-05-13,682.3497314453125
2025-05-14,676.4417114257812
2025-05-15,672.9664306640625
2025-05-16,674.4061889648438
2025-05-19,668.2003173828125
2025-05-20,664.476806640625
2025-05-21,669.5407104492188
2025-05-22,683.14404296875
2025-05-23,689.846435546875
2025-05-26,702.2582397460938
2025-05-27,703.052490234375
2025-05-28,686.7186279296875
2025-05-29,677.236083984375
2025-05-30,704.2440795898438
2025-06-02,694.4139404296875
2025-06-03,676.3424072265625
2025-06-04,682.4986572265625
2025-06-05,686.768310546875
2025-06-06,725.6419677734375
2025-06-09,795.14794921875
2025-06-10,795.296875
2025-06-11,795.0982666015625
2025-06-12,779.2608032226562
2025-06-13,762.8773193359375
2025-06-16,753.3450927734375
2025-06-17,749.4229736328125
2025-06-18,761.0403442382812
2025-06-19,739.14599609375
2025-06-20,717.1027221679688
2025-06-23,726.6845092773438
2025-06-24,741.677978515625
2025-06-25,747.685302734375
2025-06-26,753.7421875
2025-06-27,755.13232421875
2025-06-30,766.3526000976562
2025-07-01,758.0615234375
2025-07-02,763.0262451171875
2025-07-03,765.7568359375
2025-07-04,766.005126953125
2025-07-07,770.6719360351562
2025-07-08,751.1109008789062
2025-07-09,740.8836669921875
2025-07-10,753.7919311523438
2025-07-11,764.66455078125
2025-07-14,774.593994140625
2025-07-15,743.3660278320312
2025-07-16,740.6353759765625
2025-07-17,738.69921875
2025-07-18,724.5001220703125
2025-07-21,727.9257202148438
2025-07-22,718.6913452148438
2025-07-23,723.6064453125
2025-07-24,717.0033569335938
2025-07-25,685.1299438476562
2025-07-28,665.4200439453125
2025-07-29,644.766845703125
2025-07-30,606.24072265625
2025-07-31,589.6089477539062
2025-08-01,594.0275268554688
2025-08-04,600.630615234375
2025-08-05,598.0489501953125
2025-08-06,579.0341186523438
2025-08-07,580.324951171875
2025-08-08,576.154541015625
2025-08-11,572.778564453125
2025-08-12,567.9131469726562
2025-08-13,574.9630126953125
2025-08-14,583.5817260742188
2025-08-18,594.9404907226562
2025-08-19,586.1224975585938
2025-08-20,579.0980224609375
2025-08-21,581.9874877929688
2025-08-22,586.6207275390625
2025-08-25,574.4150390625
2025-08-26,560.6649169921875
2025-08-28,550.7509155273438
2025-08-29,543.0787353515625
2025-09-01,547.2137451171875
2025-09-02,525.0442504882812
2025-09-03,531.2716064453125
2025-09-04,524.7453002929688
2025-09-05,530.4246826171875
2025-09-08,530.4745483398438
2025-09-09,527.9337158203125
2025-09-10,533.364013671875
2025-09-11,528.0831909179688
2025-09-12,538.5452270507812
2025-09-15,539.24267578125
2025-09-16,542.48095703125
2025-09-17,540.7372436523438
2025-09-18,537.2499389648438
2025-09-19,535.85498046875
2025-09-22,533.7127685546875
2025-09-23,520.9590454101562
2025-09-24,520.7098999023438
2025-09-25,518.0695190429688
2025-09-26,508.40460205078125
2025-09-29,513.9345092773438
2025-09-30,534.6593017578125
2025-10-01,534.0614624023438
2025-10-03,532.0189208984375
2025-10-06,534.5098876953125
2025-10-07,530.6737670898438
2025-10-08,522.1048583984375
2025-10-09,522.45361328125
2025-10-10,526.588623046875
2025-10-13,522.5034790039062
2025-10-14,513.037841796875
2025-10-15,526.638427734375
2025-10-16,531.4708862304688
2025-10-17,525.6918334960938
2025-10-20,529.7272338867188
2025-10-21,534.0116577148438
2025-10-23,535.008056640625
2025-10-24,535.057861328125
2025-10-27,526.688232421875
2025-10-28,535.107666015625
2025-10-29,602.8617553710938
2025-10-30,640.4254150390625
2025-10-31,650.3892211914062
2025-11-03,657.613037109375
2025-11-04,646.8521118164062
2025-11-06,622.0421142578125
2025-11-07,643.7632446289062
2025-11-10,632.0059814453125
2025-11-11,622.9887084960938
2025-11-12,612.7757568359375
2025-11-13,640.02685546875
2025-11-14,641.5712890625
2025-11-17,629.4154052734375
2025-11-18,621.6934204101562
2025-11-19,607.4949340820312
2025-11-20,591.353515625
2025-11-21,617.159912109375
2025-11-24,613.2241821289062
2025-11-25,603.758544921875
2025-11-26,602.8119506835938
2025-11-27,587.5672607421875
2025-11-28,588.762939453125
2025-12-01,583.8308715820312
2025-12-02,582.136962890625
2025-12-03,571.3760375976562
2025-12-04,587.81640625
2025-12-05,578.550048828125
2025-12-08,570.2301635742188
2025-12-09,576.3081665039062
2025-12-10,563.7537231445312
2025-12-11,565.6468505859375
2025-12-12,565.0490112304688
2025-12-15,573.0699462890625
2025-12-16,589.4105834960938
2025-12-17,587.81640625
2025-12-18,587.916015625
2025-12-19,567.8389282226562
2025-12-22,558.7219848632812
2025-12-23,561.8107299804688
2025-12-24,556.3804931640625
2025-12-26,550.7011108398438
2025-12-29,539.6412353515625
2025-12-30,537.9473876953125
2025-12-31,543.3776245117188
2026-01-01,532.4174194335938
2026-01-02,530.3250732421875
2026-01-05,528.1329956054688
2026-01-06,533.7625732421875
2026-01-07,529.976318359375
2026-01-08,514.781494140625
2026-01-09,505.7641906738281
2026-01-12,505.3158264160156
2026-01-13,516.3258666992188
2026-01-14,511.5930480957031
2026-01-15,511.5930480957031
2026-01-16,513.7352294921875
2026-01-19,504.51873779296875
2026-01-20,508.0060729980469
2026-01-21,515.2796630859375
2026-01-22,512.34033203125
2026-01-23,510.84576416015625
2026-01-27,510.84576416015625
2026-01-28,499.4869689941406
2026-01-29,441.9458312988281
2026-01-30,454.3009948730469
2026-02-02,438.8570556640625
2026-02-03,447.1270446777344
2026-02-04,459.9305725097656
2026-02-05,446.3299560546875
2026-02-06,448.8706970214844
2026-02-09,438.8570556640625
2026-02-10,438.40869140625
2026-02-11,430.68670654296875
2026-02-12,438.70758056640625
2026-02-13,438.40869140625
2026-02-16,439.50469970703125
2026-02-17,443.9385986328125
2026-02-18,437.7112121582031
2026-02-19,441.74658203125
2026-02-20,438.1097717285156
2026-02-23,433.7755126953125
2026-02-24,424.6087646484375
2026-02-25,424.80804443359375
2026-02-26,422.0679931640625
2026-02-27,415.6413269042969
2026-03-02,406.32513427734375
2026-03-04,398.0053405761719
2026-03-05,406.57421875
2026-03-06,404.8804016113281
2026-03-09,382.7108459472656
2026-03-10,386.4971008300781
2026-03-11,379.2235107421875
2026-03-12,367.5160217285156
2026-03-13,351.922607421875
2026-03-16,356.8547058105469
2026-03-17,353.9651794433594
2026-03-18,375.437255859375
2026-03-19,353.9153747558594
2026-03-20,349.3818359375
2026-03-23,346.0439453125
2026-03-24,363.2315368652344
2026-03-25,381.2162780761719
2026-03-27,375.3376159667969
2026-03-30,351.67352294921875
2026-04-01,358.7478332519531
2026-04-02,359.29583740234375
2026-04-06,355.6590576171875
2026-04-07,372.8466796875
2026-04-08,405.7273254394531
2026-04-09,421.7690734863281
2026-04-10,427.0499267578125
2026-04-13,419.1784973144531
2026-04-15,448.6714172363281
2026-04-16,458.0374450683594
2026-04-17,470.14349365234375
2026-04-20,468.7485656738281
2026-04-21,503.5721435546875
2026-04-22,499.1880798339844
2026-04-23,483.1961364746094
2026-04-24,491.4660949707031
2026-04-27,509.4508056640625
2026-04-28,498.64007568359375
2026-04-29,496.3483581542969
2026-04-30,477.8156433105469
2026-05-04,479.8582458496094
2026-05-05,479.9578857421875
2026-05-06,482.8971862792969
2026-05-07,471.5384216308594
2026-05-08,460.5782165527344
2026-05-11,467.9514465332031
2026-05-12,467.752197265625
2026-05-13,464.9622802734375
2026-05-14,463.86627197265625
2026-05-15,457.14068603515625
2026-05-18,449.8172912597656
2026-05-19,451.7602233886719
2026-05-20,442.44403076171875
2026-05-21,443.490234375
2026-05-22,443.9884338378906
2026-05-25,454.4504699707031
2026-05-26,453.5038757324219
2026-05-27,452.8064270019531
2026-05-28,452.8064270019531
2026-05-29,443.5400390625
2026-06-01,444.6360778808594
2026-06-02,437.6116027832031
2026-06-03,433.17767333984375
2026-06-04,432.9783935546875
2026-06-05,435.1206359863281
2026-06-08,419.5770568847656
2026-06-09,429.39141845703125
2026-06-10,428.59429931640625
2026-06-11,421.86871337890625
2026-06-12,437.5617370605469
2026-06-15,465.11175537109375
2026-06-16,462.770263671875
2026-06-17,483.7939453125
2026-06-18,516.9735107421875
2026-06-19,517.5713500976562
2026-06-22,501.62921142578125
2026-06-23,494.0068664550781
2026-06-24,492.01409912109375
2026-06-25,495.2025451660156
2026-06-26,495.2025451660156
2026-06-29,485.48779296875
2026-06-30,503.27325439453125
2026-07-01,515.4788818359375
2026-07-02,541.9329223632812
2026-07-03,548.409423828125
2026-07-06,551.846923828125
2026-07-07,546.5661010742188
2026-07-08,536.0542602539062
2026-07-09,547.7119750976562
2026-07-10,544.4238891601562
2026-07-13,542.1321411132812
2026-07-14,545.021728515625
2026-07-15,539.6412353515625
2026-07-16,550.4520263671875
2026-07-17,555.7328491210938
2026-07-20,568.4367065429688
2026-07-21,562.3588256835938
2026-07-22,543.3278198242188
2026-07-23,532.3676147460938
2026-07-24,533.264404296875
2026-07-27,538.296142578125
2026-07-28,559.2699584960938
2026-07-29,566.4937744140625
2026-07-30,551.0
2026-07-31,547.9500122070312
2026-08-03,551.4000244140625
2026-08-04,544.75
2026-08-05,547.7000122070312
2026-08-06,553.25
2026-08-07,543.25
2026-08-10,546.5499877929688
2026-08-11,546.25
2026-08-12,554.4000244140625
2026-08-13,545.2000122070312
2026-08-14,550.2000122070312
2026-08-17,537.75
2026-08-18,535.3499755859375
2026-08-19,521.25
2026-08-20,527.4500122070312
2026-08-21,520.9500122070312
2026-08-24,500.0
2026-08-25,501.0
2026-08-26,515.0499877929688
2026-08-27,533.75
2026-08-28,537.8499755859375
2026-08-31,535.0499877929688
2026-09-01,538.0999755859375
2026-09-02,524.8499755859375
2026-09-03,534.5999755859375
2026-09-04,523.0499877929688
2026-09-07,526.2000122070312
2026-09-08,524.1500244140625
2026-09-09,533.0499877929688
2026-09-10,530.6500244140625
2026-09-11,551.0499877929688
2026-09-14,551.0499877929688
2026-09-15,541.9500122070312
2026-09-16,549.4000244140625
2026-09-18,538.4500122070312
2026-09-21,525.3499755859375
