Date,CDSL
2017-12-05,157.4632568359375
2017-12-06,155.95140075683594
2017-12-07,157.30532836914062
2017-12-08,156.74119567871094
2017-12-11,156.7637481689453
2017-12-12,154.8682098388672
2017-12-13,153.1306610107422
2017-12-14,152.36343383789062
2017-12-15,151.7090301513672
2017-12-18,157.62124633789062
2017-12-19,163.01443481445312
2017-12-20,161.45741271972656
2017-12-21,161.81846618652344
2017-12-22,165.0453643798828
2017-12-26,165.90286254882812
2017-12-27,160.73529052734375
2017-12-28,158.8172149658203
2017-12-29,161.3897247314453
2018-01-01,160.7127685546875
2018-01-02,158.8623504638672
2018-01-03,158.23052978515625
2018-01-04,157.5761260986328
2018-01-05,160.35169982910156
2018-01-08,159.6747283935547
2018-01-09,158.95262145996094
2018-01-10,163.10472106933594
2018-01-11,169.15228271484375
2018-01-12,167.0762481689453
2018-01-15,168.09173583984375
2018-01-16,161.7733154296875
2018-01-17,160.5999298095703
2018-01-18,158.0500030517578
2018-01-19,158.7720947265625
2018-01-22,160.69020080566406
2018-01-23,162.24722290039062
2018-01-24,157.5987091064453
2018-01-25,157.19248962402344
2018-01-29,153.31121826171875
2018-01-30,150.85153198242188
2018-01-31,150.55816650390625
2018-02-01,150.24229431152344
2018-02-02,143.6305389404297
2018-02-05,146.9477081298828
2018-02-06,140.69699096679688
2018-02-07,143.74334716796875
2018-02-08,147.1507568359375
2018-02-09,145.5937042236328
2018-02-12,146.4286651611328
2018-02-14,148.0308380126953
2018-02-15,145.63888549804688
2018-02-16,144.21722412109375
2018-02-19,143.96900939941406
2018-02-20,143.22434997558594
2018-02-21,140.20054626464844
2018-02-22,141.2159881591797
2018-02-23,143.7884979248047
2018-02-26,146.33839416503906
2018-02-27,145.1424560546875
2018-02-28,144.14952087402344
2018-03-01,141.3062744140625
2018-03-05,140.26824951171875
2018-03-06,139.43331909179688
2018-03-07,135.9130859375
2018-03-08,135.14584350585938
2018-03-09,133.2728729248047
2018-03-12,134.98788452148438
2018-03-13,134.94273376464844
2018-03-14,135.50685119628906
2018-03-15,135.23609924316406
2018-03-16,134.40115356445312
2018-03-19,130.2942352294922
2018-03-20,127.9022445678711
2018-03-21,126.66114807128906
2018-03-22,128.55665588378906
2018-03-23,128.15048217773438
2018-03-26,126.05184173583984
2018-03-27,130.0234375
2018-03-28,127.56380462646484
2018-04-02,134.8976287841797
2018-04-03,137.4023895263672
2018-04-04,134.15293884277344
2018-04-05,139.16250610351562
2018-04-06,137.47012329101562
2018-04-09,137.0639190673828
2018-04-10,136.1161651611328
2018-04-11,134.5365447998047
2018-04-12,133.13751220703125
2018-04-13,131.51275634765625
2018-04-16,130.65525817871094
2018-04-17,128.64691162109375
2018-04-18,129.0982208251953
2018-04-19,129.70748901367188
2018-04-20,132.4154052734375
2018-04-23,133.4308319091797
2018-04-24,131.129150390625
2018-04-25,129.4593048095703
2018-04-26,129.7977752685547
2018-04-27,132.6184844970703
2018-04-30,129.27877807617188
2018-05-02,128.60177612304688
2018-05-03,127.67658233642578
2018-05-04,126.54832458496094
2018-05-07,126.90936279296875
2018-05-08,126.54832458496094
2018-05-09,128.9853973388672
2018-05-10,128.57923889160156
2018-05-11,127.06730651855469
2018-05-14,126.43547821044922
2018-05-15,126.503173828125
2018-05-16,126.00675201416016
2018-05-17,129.84291076660156
2018-05-18,128.9853973388672
2018-05-21,123.07321166992188
2018-05-22,121.2905044555664
2018-05-23,120.09452056884766
2018-05-24,119.48526000976562
2018-05-25,120.41045379638672
2018-05-28,123.028076171875
2018-05-29,122.30596923828125
2018-05-30,132.84413146972656
2018-05-31,131.42251586914062
2018-06-01,127.63143920898438
2018-06-04,124.49483489990234
2018-06-05,122.77983093261719
2018-06-06,125.62313842773438
2018-06-07,128.1278839111328
2018-06-08,127.36068725585938
2018-06-11,127.135009765625
2018-06-12,129.66236877441406
2018-06-13,128.3084259033203
2018-06-14,129.0531005859375
2018-06-15,132.84413146972656
2018-06-18,133.1600799560547
2018-06-19,132.37025451660156
2018-06-20,131.3548126220703
2018-06-21,129.39158630371094
2018-06-22,128.39871215820312
2018-06-25,129.7977752685547
2018-06-26,129.0531005859375
2018-06-27,125.53285217285156
2018-06-28,123.18602752685547
2018-06-29,126.48060607910156
2018-07-02,121.56128692626953
2018-07-03,121.62899780273438
2018-07-04,123.38911437988281
2018-07-05,120.54584503173828
2018-07-06,120.56840515136719
2018-07-09,122.6670150756836
2018-07-10,122.21570587158203
2018-07-11,122.19313049316406
2018-07-12,122.17057800292969
2018-07-13,120.65867614746094
2018-07-16,118.31184387207031
2018-07-17,119.82374572753906
2018-07-18,116.59684753417969
2018-07-19,114.79159545898438
2018-07-20,115.40087127685547
2018-07-23,118.13130950927734
2018-07-24,119.5078125
2018-07-25,118.78572845458984
2018-07-26,119.5303955078125
2018-07-27,123.09575653076172
2018-07-30,120.38788604736328
2018-07-31,118.76315307617188
2018-08-01,119.84629821777344
2018-08-02,120.4781494140625
2018-08-03,120.72635650634766
2018-08-06,122.80239868164062
2018-08-07,121.80950927734375
2018-08-08,121.4259033203125
2018-08-09,122.79767608642578
2018-08-10,123.09490966796875
2018-08-13,121.51734161376953
2018-08-14,121.42589569091797
2018-08-16,121.83744812011719
2018-08-17,122.24897766113281
2018-08-20,122.50045013427734
2018-08-21,122.59190368652344
2018-08-23,122.11178588867188
2018-08-24,121.99748229980469
2018-08-27,122.56904602050781
2018-08-28,122.75196838378906
2018-08-29,121.42589569091797
2018-08-30,119.16246795654297
2018-08-31,119.34536743164062
2018-09-03,120.53424835205078
2018-09-04,118.79663848876953
2018-09-05,117.51631164550781
2018-09-06,118.7280502319336
2018-09-07,118.43083953857422
2018-09-10,118.4765625
2018-09-11,118.40796661376953
2018-09-12,118.40796661376953
2018-09-14,119.20818328857422
2018-09-17,118.95670318603516
2018-09-18,118.95670318603516
2018-09-19,119.20818328857422
2018-09-21,118.15648651123047
2018-09-24,116.57892608642578
2018-09-25,114.24688720703125
2018-09-26,112.32638549804688
2018-09-27,108.82833099365234
2018-09-28,102.74673461914062
2018-10-01,100.5290298461914
2018-10-03,103.86703491210938
2018-10-04,107.04501342773438
2018-10-05,104.9644775390625
2018-10-08,104.94160461425781
2018-10-09,105.1930923461914
2018-10-10,105.5817642211914
2018-10-11,106.74779510498047
2018-10-12,108.07386016845703
2018-10-15,110.1086654663086
2018-10-16,110.95459747314453
2018-10-17,109.44564056396484
2018-10-19,109.88003540039062
2018-10-22,110.04007720947266
2018-10-23,107.95954132080078
2018-10-24,109.6285400390625
2018-10-25,109.49136352539062
2018-10-26,109.23986053466797
2018-10-29,109.6285400390625
2018-10-30,111.11463928222656
2018-10-31,110.33729553222656
2018-11-01,110.22297668457031
2018-11-02,111.8919906616211
2018-11-05,114.72702026367188
2018-11-06,113.44667053222656
2018-11-07,113.99539947509766
2018-11-09,113.85820770263672
2018-11-12,112.53215789794922
2018-11-13,110.90888214111328
2018-11-14,110.13153076171875
2018-11-15,109.7657241821289
2018-11-16,109.26273345947266
2018-11-19,109.28559112548828
2018-11-20,108.91978454589844
2018-11-21,106.95355987548828
2018-11-22,106.47343444824219
2018-11-26,106.33627319335938
2018-11-27,105.85612487792969
2018-11-28,105.85612487792969
2018-11-29,108.48538208007812
2018-11-30,108.43965148925781
2018-12-03,108.57684326171875
2018-12-04,106.99928283691406
2018-12-05,105.53605651855469
2018-12-06,104.07282257080078
2018-12-07,101.67219543457031
2018-12-10,100.50617218017578
2018-12-11,100.25467681884766
2018-12-12,102.92965698242188
2018-12-13,103.59269714355469
2018-12-14,101.28351593017578
2018-12-17,100.96341705322266
2018-12-18,99.79740905761719
2018-12-19,107.50227355957031
2018-12-20,105.83325958251953
2018-12-21,102.92965698242188
2018-12-24,103.36405181884766
2018-12-26,102.72388458251953
2018-12-27,100.9177017211914
2018-12-28,100.73480224609375
2018-12-31,102.12944793701172
2019-01-01,103.86703491210938
2019-01-02,105.55891418457031
2019-01-03,105.33027648925781
2019-01-04,104.8730239868164
2019-01-07,105.0330581665039
2019-01-08,106.72492980957031
2019-01-09,105.65036010742188
2019-01-10,105.26168823242188
2019-01-11,105.21595764160156
2019-01-14,107.06787109375
2019-01-15,105.90184783935547
2019-01-16,106.40484619140625
2019-01-17,106.77066040039062
2019-01-18,106.56488800048828
2019-01-21,105.8104019165039
2019-01-22,105.92472076416016
2019-01-23,104.78155517578125
2019-01-24,105.33027648925781
2019-01-25,106.56488800048828
2019-01-28,103.36405181884766
2019-01-29,99.9117202758789
2019-01-30,99.66021728515625
2019-01-31,99.68309783935547
2019-02-01,99.1572494506836
2019-02-04,97.94550323486328
2019-02-05,94.92757415771484
2019-02-06,95.31623840332031
2019-02-07,99.95745849609375
2019-02-08,97.16815948486328
2019-02-11,96.16218566894531
2019-02-12,96.50513458251953
2019-02-14,96.11646270751953
2019-02-15,96.16218566894531
2019-02-18,95.88782501220703
2019-02-19,95.6363296508789
2019-02-20,96.39081573486328
2019-02-21,95.88782501220703
2019-02-22,96.07073974609375
2019-02-25,99.82027435302734
2019-02-26,99.5916519165039
2019-02-27,99.0657958984375
2019-02-28,100.02604675292969
2019-03-01,100.82624816894531
2019-03-05,104.78155517578125
2019-03-06,109.28559112548828
2019-03-07,106.74779510498047
2019-03-08,106.42771911621094
2019-03-11,107.9823989868164
2019-03-12,108.41678619384766
2019-03-13,108.48538208007812
2019-03-14,107.79949188232422
2019-03-15,104.2099838256836
2019-03-18,103.06683349609375
2019-03-19,104.46147918701172
2019-03-20,103.61554718017578
2019-03-22,103.6612777709961
2019-03-25,102.88392639160156
2019-03-26,105.37600708007812
2019-03-27,107.91381072998047
2019-03-28,110.63451385498047
2019-04-01,110.06293487548828
2019-04-02,108.91978454589844
2019-04-03,109.05696868896484
2019-04-04,106.15335083007812
2019-04-05,106.24481201171875
2019-04-08,106.54202270507812
2019-04-09,107.93666076660156
2019-04-10,107.3879623413086
2019-04-11,106.17620849609375
2019-04-12,106.83924865722656
2019-04-15,107.47941589355469
2019-04-16,106.67920684814453
2019-04-18,107.18219757080078
2019-04-22,106.9764175415039
2019-04-23,107.68517303466797
2019-04-24,106.31340026855469
2019-04-25,106.2219467163086
2019-04-26,106.47343444824219
2019-04-30,106.79351806640625
2019-05-02,105.46745300292969
2019-05-03,105.97045135498047
2019-05-06,105.4446029663086
2019-05-07,105.49031829833984
2019-05-08,103.18114471435547
2019-05-09,103.13542175292969
2019-05-10,103.2726058959961
2019-05-13,104.2557144165039
2019-05-14,102.79248046875
2019-05-15,103.20401000976562
2019-05-16,102.26661682128906
2019-05-17,102.40380096435547
2019-05-20,102.74673461914062
2019-05-21,102.1751708984375
2019-05-22,101.74077606201172
2019-05-23,99.4544677734375
2019-05-24,105.55891418457031
2019-05-27,105.10164642333984
2019-05-28,104.66724395751953
2019-05-29,103.70700073242188
2019-05-30,104.16426849365234
2019-05-31,104.18712615966797
2019-06-03,103.29545593261719
2019-06-04,105.17023468017578
2019-06-06,104.80443572998047
2019-06-07,104.73583984375
2019-06-10,104.39290618896484
2019-06-11,104.0956802368164
2019-06-12,103.6612777709961
2019-06-13,102.8610610961914
2019-06-14,102.79248046875
2019-06-17,102.01512908935547
2019-06-18,100.50617218017578
2019-06-19,100.27753448486328
2019-06-20,100.84912109375
2019-06-21,100.75767517089844
2019-06-24,100.82624816894531
2019-06-25,100.39185333251953
2019-06-26,100.39185333251953
2019-06-27,100.4832992553711
2019-06-28,100.73480224609375
2019-07-01,100.14035034179688
2019-07-02,99.3630142211914
2019-07-03,99.77455139160156
2019-07-04,99.77455139160156
2019-07-05,97.85404205322266
2019-07-08,97.41966247558594
2019-07-09,95.8649673461914
2019-07-10,94.60747528076172
2019-07-11,94.6532211303711
2019-07-12,95.22479248046875
2019-07-15,96.13932037353516
2019-07-16,96.48226928710938
2019-07-17,94.6303482055664
2019-07-18,93.3042984008789
2019-07-19,91.10942840576172
2019-07-22,89.07462310791016
2019-07-23,89.05175018310547
2019-07-24,89.96627807617188
2019-07-25,89.62333679199219
2019-07-26,88.9145736694336
2019-07-29,88.75454711914062
2019-07-30,87.93146514892578
2019-07-31,87.3598861694336
2019-08-01,88.18296813964844
2019-08-02,87.31416320800781
2019-08-05,85.00498962402344
2019-08-06,87.13125610351562
2019-08-07,86.90261840820312
2019-08-08,87.1769790649414
2019-08-09,86.9712142944336
2019-08-13,86.07954406738281
2019-08-14,86.81118774414062
2019-08-16,87.1769790649414
2019-08-19,86.67399597167969
2019-08-20,85.6451644897461
2019-08-21,86.33104705810547
2019-08-22,86.262451171875
2019-08-23,86.23959350585938
2019-08-26,87.74855041503906
2019-08-27,88.50304412841797
2019-08-28,88.02291107177734
2019-08-29,88.43445587158203
2019-08-30,89.32611846923828
2019-09-03,88.02291107177734
2019-09-04,87.77141571044922
2019-09-05,87.5885238647461
2019-09-06,89.94693756103516
2019-09-09,92.88912963867188
2019-09-11,96.90544891357422
2019-09-12,96.06481170654297
2019-09-13,96.88208770751953
2019-09-16,97.16230773925781
2019-09-17,95.76126098632812
2019-09-18,93.1459732055664
2019-09-19,91.7682876586914
2019-09-20,95.06075286865234
2019-09-23,100.85171508789062
2019-09-24,98.18973541259766
2019-09-25,96.08817291259766
2019-09-26,98.14303588867188
2019-09-27,96.83540344238281
2019-09-30,95.57445526123047
2019-10-01,94.57037353515625
2019-10-03,95.78462219238281
2019-10-04,94.00996398925781
2019-10-07,97.06890106201172
2019-10-09,95.99476623535156
2019-10-10,95.6445083618164
2019-10-11,94.89729309082031
2019-10-14,96.46178436279297
2019-10-15,96.11152648925781
2019-10-16,96.50848388671875
2019-10-17,97.74607849121094
2019-10-18,97.60597229003906
2019-10-22,95.97142791748047
2019-10-23,97.76943969726562
2019-10-24,96.39173126220703
2019-10-25,97.23236846923828
2019-10-27,99.1471176147461
2019-10-29,97.06890106201172
2019-10-30,105.00814819335938
2019-10-31,108.58080291748047
2019-11-01,109.42142486572266
2019-11-04,110.16864013671875
2019-11-05,107.7168197631836
2019-11-06,104.00406646728516
2019-11-07,109.39808654785156
2019-11-08,106.36248779296875
2019-11-11,107.60006713867188
2019-11-13,107.01629638671875
2019-11-14,104.16752624511719
2019-11-15,103.4903564453125
2019-11-18,105.73200988769531
2019-11-19,104.89139556884766
2019-11-20,107.62342834472656
2019-11-21,108.8143081665039
2019-11-22,108.20718383789062
2019-11-25,107.57672882080078
2019-11-26,104.70458984375
2019-11-27,104.28427124023438
2019-11-28,105.40510559082031
2019-11-29,106.2223892211914
2019-12-02,105.31170654296875
2019-12-03,105.40510559082031
2019-12-04,103.81726837158203
2019-12-05,104.14417266845703
2019-12-06,102.60301971435547
2019-12-09,102.27611541748047
2019-12-10,102.15936279296875
2019-12-11,101.4121322631836
2019-12-12,101.59893798828125
2019-12-13,101.80909729003906
2019-12-16,101.87914276123047
2019-12-17,103.74720764160156
2019-12-18,105.56856536865234
2019-12-19,104.96144104003906
2019-12-20,106.52593994140625
2019-12-23,105.33505249023438
2019-12-24,104.89139556884766
2019-12-26,105.1015396118164
2019-12-27,104.5644760131836
2019-12-30,104.40103149414062
2019-12-31,104.00406646728516
2020-01-01,103.58375549316406
2020-01-02,117.92109680175781
2020-01-03,115.91292572021484
2020-01-06,112.17681884765625
2020-01-07,112.41031646728516
2020-01-08,112.6905288696289
2020-01-09,117.19721221923828
2020-01-10,123.66535949707031
2020-01-13,123.82881164550781
2020-01-14,126.49079132080078
2020-01-15,129.85328674316406
2020-01-16,128.17205810546875
2020-01-17,127.51821899414062
2020-01-20,127.68168640136719
2020-01-21,131.46449279785156
2020-01-22,131.37109375
2020-01-23,130.04010009765625
2020-01-24,125.22985076904297
2020-01-27,125.32328796386719
2020-01-28,126.88775634765625
2020-01-29,126.35070037841797
2020-01-30,125.06639099121094
2020-01-31,123.9222183227539
2020-02-03,118.83175659179688
2020-02-04,122.59124755859375
2020-02-05,129.47970581054688
2020-02-06,132.63201904296875
2020-02-07,135.17727661132812
2020-02-10,132.748779296875
2020-02-11,136.5316162109375
2020-02-12,136.6717071533203
2020-02-13,133.05235290527344
2020-02-14,129.59645080566406
2020-02-17,128.61569213867188
2020-02-18,128.2654571533203
2020-02-19,132.2817840576172
2020-02-20,134.47674560546875
2020-02-24,135.10719299316406
2020-02-25,133.21580505371094
2020-02-26,132.60867309570312
2020-02-27,133.4259490966797
2020-02-28,123.7587661743164
2020-03-02,118.1312484741211
2020-03-03,118.15459442138672
2020-03-04,118.36474609375
2020-03-05,119.69573211669922
2020-03-06,116.75355529785156
2020-03-09,111.6397476196289
2020-03-11,111.5930404663086
2020-03-12,104.0507583618164
2020-03-13,104.93809509277344
2020-03-16,100.89842224121094
2020-03-17,99.24051666259766
2020-03-18,96.85874938964844
2020-03-19,96.76534271240234
2020-03-20,98.4932861328125
2020-03-23,86.72454071044922
2020-03-24,89.0129165649414
2020-03-25,89.76012420654297
2020-03-26,96.13487243652344
2020-03-27,96.76534271240234
2020-03-30,96.97549438476562
2020-03-31,100.12783813476562
2020-04-01,101.20197296142578
2020-04-03,98.02628326416016
2020-04-07,99.98775482177734
2020-04-08,101.38878631591797
2020-04-09,103.14009094238281
2020-04-13,103.07003021240234
2020-04-15,101.7156982421875
2020-04-16,105.77872467041016
2020-04-17,107.81023406982422
2020-04-20,106.61934661865234
2020-04-21,100.828369140625
2020-04-22,102.29946899414062
2020-04-23,102.27611541748047
2020-04-24,101.66899108886719
2020-04-27,103.77056121826172
2020-04-28,103.4903564453125
2020-04-29,108.06708526611328
2020-04-30,105.21830749511719
2020-05-04,101.0852279663086
2020-05-05,99.94104766845703
2020-05-06,101.64564514160156
2020-05-07,100.87507629394531
2020-05-08,101.64564514160156
2020-05-11,101.29537963867188
2020-05-12,101.38878631591797
2020-05-13,106.29243469238281
2020-05-14,103.84061431884766
2020-05-15,104.19087219238281
2020-05-18,101.99590301513672
2020-05-19,105.031494140625
2020-05-20,113.27430725097656
2020-05-21,111.87325286865234
2020-05-22,109.91180419921875
2020-05-26,112.20016479492188
2020-05-27,115.1890640258789
2020-05-28,114.06822204589844
2020-05-29,115.39920043945312
2020-06-01,116.98706817626953
2020-06-02,119.60234832763672
2020-06-03,123.43184661865234
2020-06-04,123.45520782470703
2020-06-05,122.35771942138672
2020-06-08,123.61865997314453
2020-06-09,122.42778015136719
2020-06-10,121.2835922241211
2020-06-11,119.57898712158203
2020-06-12,120.79322052001953
2020-06-15,121.51710510253906
2020-06-16,128.4289093017578
2020-06-17,125.25322723388672
2020-06-18,124.69280242919922
2020-06-19,124.52934265136719
2020-06-22,124.78620910644531
2020-06-23,133.33255004882812
2020-06-24,128.17205810546875
2020-06-25,130.95079040527344
2020-06-26,128.2654571533203
2020-06-29,128.38221740722656
2020-06-30,126.42076110839844
2020-07-01,129.0126953125
2020-07-02,128.35885620117188
2020-07-03,132.4685821533203
2020-07-06,133.33255004882812
2020-07-07,139.590576171875
2020-07-08,139.0768280029297
2020-07-09,139.12351989746094
2020-07-10,135.94786071777344
2020-07-13,134.17320251464844
2020-07-14,138.8900146484375
2020-07-15,137.25546264648438
2020-07-16,135.08384704589844
2020-07-17,139.52049255371094
2020-07-20,146.9927520751953
2020-07-21,148.44049072265625
2020-07-22,145.7317657470703
2020-07-23,152.4334259033203
2020-07-24,150.8922882080078
2020-07-27,163.71182250976562
2020-07-28,167.98501586914062
2020-07-29,164.03875732421875
2020-07-30,162.45089721679688
2020-07-31,163.03466796875
2020-08-03,158.0843048095703
2020-08-04,163.64175415039062
2020-08-05,165.4397735595703
2020-08-06,164.0620880126953
2020-08-07,166.98094177246094
2020-08-10,169.3860626220703
2020-08-11,166.25706481933594
2020-08-12,167.84490966796875
2020-08-13,169.03579711914062
2020-08-14,170.29672241210938
2020-08-17,171.9779815673828
2020-08-18,170.17999267578125
2020-08-19,176.3212127685547
2020-08-20,173.63589477539062
2020-08-21,176.5780792236328
2020-08-24,177.60549926757812
2020-08-25,178.212646484375
2020-08-26,186.7122802734375
2020-08-27,195.7957000732422
2020-08-28,198.76124572753906
2020-08-31,189.91134643554688
2020-09-01,190.9621124267578
2020-09-02,225.7079620361328
2020-09-03,215.71385192871094
2020-09-04,217.1149139404297
2020-09-07,218.6239471435547
2020-09-08,208.41427612304688
2020-09-09,212.16331481933594
2020-09-10,213.03573608398438
2020-09-11,210.25341796875
2020-09-14,222.7266845703125
2020-09-15,229.14016723632812
2020-09-16,229.8946990966797
2020-09-17,224.80165100097656
2020-09-18,221.2412109375
2020-09-21,207.98985290527344
2020-09-22,206.5751190185547
2020-09-23,226.16921997070312
2020-09-24,216.69049072265625
2020-09-25,223.57553100585938
2020-09-28,232.72418212890625
2020-09-29,229.16375732421875
2020-09-30,227.5603790283203
2020-10-01,228.6921844482422
2020-10-05,227.5603790283203
2020-10-06,225.93344116210938
2020-10-07,223.81134033203125
2020-10-08,219.21343994140625
2020-10-09,219.1427001953125
2020-10-12,227.51321411132812
2020-10-13,225.4854278564453
2020-10-14,221.02902221679688
2020-10-15,214.87490844726562
2020-10-16,213.83743286132812
2020-10-19,210.11195373535156
2020-10-20,213.2008056640625
2020-10-21,219.92079162597656
2020-10-22,217.32711791992188
2020-10-23,217.09133911132812
2020-10-26,217.6100616455078
2020-10-27,222.23153686523438
2020-10-28,218.34100341796875
2020-10-29,219.00120544433594
2020-10-30,227.84332275390625
2020-11-02,220.1094207763672
2020-11-03,218.38818359375
2020-11-04,217.4685821533203
2020-11-05,220.4159698486328
2020-11-06,218.97764587402344
2020-11-09,224.18858337402344
2020-11-10,220.6988983154297
2020-11-11,223.5283966064453
2020-11-12,226.0513458251953
2020-11-13,233.85595703125
2020-11-14,235.17637634277344
2020-11-17,238.71322631835938
2020-11-18,235.8837432861328
2020-11-19,226.59364318847656
2020-11-20,230.3898468017578
2020-11-23,231.2622528076172
2020-11-24,229.9418487548828
2020-11-25,223.7169952392578
2020-11-26,222.30227661132812
2020-11-27,230.93218994140625
2020-12-01,233.10140991210938
2020-12-02,235.50648498535156
2020-12-03,248.0740509033203
2020-12-04,257.97723388671875
2020-12-07,248.82861328125
2020-12-08,246.84796142578125
2020-12-09,247.8854217529297
2020-12-10,247.9090118408203
2020-12-11,246.63572692871094
2020-12-14,244.15992736816406
2020-12-15,242.53298950195312
2020-12-16,243.78268432617188
2020-12-17,247.72036743164062
2020-12-18,244.6551055908203
2020-12-21,234.70480346679688
2020-12-22,235.90733337402344
2020-12-23,242.6980743408203
2020-12-24,244.20709228515625
2020-12-28,247.5789337158203
2020-12-29,245.57469177246094
2020-12-30,247.48458862304688
2020-12-31,251.39869689941406
2021-01-01,250.69126892089844
2021-01-04,248.1684112548828
2021-01-05,248.82861328125
2021-01-06,246.28207397460938
2021-01-07,254.74688720703125
2021-01-08,253.9688262939453
2021-01-11,250.05467224121094
2021-01-12,251.0921630859375
2021-01-13,249.72454833984375
2021-01-14,248.82861328125
2021-01-15,243.38185119628906
2021-01-18,238.45384216308594
2021-01-19,246.5650177001953
2021-01-20,244.91445922851562
2021-01-21,243.26394653320312
2021-01-22,238.33595275878906
2021-01-25,230.08331298828125
2021-01-27,230.93218994140625
2021-01-28,228.55068969726562
2021-01-29,227.63113403320312
2021-02-01,230.43701171875
2021-02-02,238.1001739501953
2021-02-03,244.86734008789062
2021-02-04,248.45132446289062
2021-02-05,240.4580535888672
2021-02-08,244.98519897460938
2021-02-09,241.66058349609375
2021-02-10,245.92835998535156
2021-02-11,244.4900665283203
2021-02-12,253.7329864501953
2021-02-15,267.8332214355469
2021-02-16,261.8441467285156
2021-02-17,264.7207336425781
2021-02-18,261.419677734375
2021-02-19,269.31866455078125
2021-02-22,278.6795654296875
2021-02-23,285.423095703125
2021-02-24,292.00164794921875
2021-02-25,292.1195373535156
2021-02-26,294.31231689453125
2021-03-01,295.9628601074219
2021-03-02,289.47869873046875
2021-03-03,291.67156982421875
2021-03-04,291.8837585449219
2021-03-05,282.900146484375
2021-03-08,282.5936279296875
2021-03-09,277.8778381347656
2021-03-10,278.1607360839844
2021-03-12,276.6988830566406
2021-03-15,286.50775146484375
2021-03-16,298.69805908203125
2021-03-17,290.303955078125
2021-03-18,284.4564208984375
2021-03-19,287.42730712890625
2021-03-22,287.42730712890625
2021-03-23,300.7258605957031
2021-03-24,299.0752868652344
2021-03-25,295.91571044921875
2021-03-26,304.07403564453125
2021-03-30,308.129638671875
2021-03-31,309.37933349609375
2021-04-01,309.190673828125
2021-04-05,307.7052001953125
2021-04-06,339.560302734375
2021-04-07,350.85467529296875
2021-04-08,356.890869140625
2021-04-09,354.0849914550781
2021-04-12,333.00543212890625
2021-04-13,334.915283203125
