Date,INFY
1996-01-01,0.46839016675949097
1996-01-02,0.46649566292762756
1996-01-03,0.46965333819389343
1996-01-04,0.4665527641773224
1996-01-05,0.4610408544540405
1996-01-08,0.46391189098358154
1996-01-09,0.45874449610710144
1996-01-10,0.4547254741191864
1996-01-11,0.4650600552558899
1996-01-12,0.4624766707420349
1996-01-15,0.4573092460632324
1996-01-16,0.4593189060688019
1996-01-17,0.45495539903640747
1996-01-18,0.4564480185508728
1996-01-19,0.45185452699661255
1996-01-22,0.4564480185508728
1996-01-23,0.4550122618675232
1996-01-24,0.4530029296875
1996-01-25,0.4512808322906494
1996-01-26,0.4512808322906494
1996-01-29,0.44869673252105713
1996-01-30,0.45415106415748596
1996-01-31,0.4593189060688019
1996-02-01,0.4765429198741913
1996-02-02,0.4937102794647217
1996-02-05,0.4937674403190613
1996-02-06,0.5052506327629089
1996-02-07,0.4918155372142792
1996-02-08,0.5224746465682983
1996-02-09,0.5423977971076965
1996-02-12,0.5362546443939209
1996-02-13,0.5626654624938965
1996-02-14,0.5839090943336487
1996-02-15,0.5894210338592529
1996-02-16,0.5910859107971191
1996-02-19,0.5788564085960388
1996-02-20,0.5696699023246765
1996-02-21,0.5696699023246765
1996-02-22,0.565248966217041
1996-02-23,0.5707038044929504
1996-02-26,0.574148416519165
1996-02-27,0.5454410314559937
1996-02-28,0.5465892553329468
1996-02-29,0.5385510325431824
1996-03-01,0.5425702929496765
1996-03-04,0.5511828064918518
1996-03-05,0.5511828064918518
1996-03-06,0.5356802940368652
1996-03-07,0.5511828064918518
1996-03-08,0.5557180047035217
1996-03-11,0.550033688545227
1996-03-12,0.5511828064918518
1996-03-13,0.5379770994186401
1996-03-14,0.5511828064918518
1996-03-15,0.5488855242729187
1996-03-18,0.5496893525123596
1996-03-19,0.5511828064918518
1996-03-20,0.5511828064918518
1996-03-21,0.549460232257843
1996-03-22,0.5565793514251709
1996-03-25,0.550033688545227
1996-03-26,0.5426849126815796
1996-03-27,0.5465892553329468
1996-03-28,0.5581297278404236
1996-03-29,0.5775360465049744
1996-04-01,0.5775360465049744
1996-04-02,0.5798900127410889
1996-04-03,0.5752964615821838
1996-04-04,0.574148416519165
1996-04-05,0.574148416519165
1996-04-08,0.577478289604187
1996-04-09,0.6068746447563171
1996-04-10,0.6401755213737488
1996-04-11,0.6327112913131714
1996-04-12,0.6423574686050415
1996-04-15,0.6820885539054871
1996-04-16,0.7094177603721619
1996-04-17,0.7442111968994141
1996-04-18,0.7359433174133301
1996-04-19,0.7303166389465332
1996-04-22,0.7130923867225647
1996-04-23,0.7160778045654297
1996-04-24,0.7303746342658997
1996-04-25,0.7292832136154175
1996-04-26,0.7275031208992004
1996-04-29,0.7222784161567688
1996-04-30,0.7280524373054504
1996-05-01,0.7280524373054504
1996-05-02,0.7413318157196045
1996-05-03,0.7416203022003174
1996-05-06,0.7464126944541931
1996-05-07,0.7505694031715393
1996-05-08,0.7606157660484314
1996-05-09,0.7809967994689941
1996-05-10,0.794160008430481
1996-05-13,0.7936983108520508
1996-05-14,0.7897722721099854
1996-05-15,0.7793222665786743
1996-05-16,0.7872892022132874
1996-05-17,0.7752225399017334
1996-05-20,0.7645992636680603
1996-05-21,0.7693338394165039
1996-05-22,0.7673128843307495
1996-05-23,0.7619434595108032
1996-05-24,0.763271152973175
1996-05-27,0.7485488653182983
1996-05-28,0.7551882266998291
1996-05-29,0.7652919888496399
1996-05-30,0.7508000731468201
1996-05-31,0.7471047043800354
1996-06-03,0.7695650458335876
1996-06-04,0.774471640586853
1996-06-05,0.7719320058822632
1996-06-06,0.787520706653595
1996-06-07,0.7988365888595581
1996-06-10,0.8129823207855225
1996-06-11,0.8150026798248291
1996-06-12,0.819968581199646
1996-06-13,0.8163306713104248
1996-06-14,0.8198527693748474
1996-06-17,0.8198527693748474
1996-06-18,0.8169085383415222
1996-06-19,0.8198527693748474
1996-06-20,0.8140792846679688
1996-06-21,0.8140792846679688
1996-06-24,0.8053035140037537
