Date,HFCL
2002-08-12,47.69751739501953
2002-08-13,47.353668212890625
2002-08-14,45.97825241088867
2002-08-15,45.97825241088867
2002-08-16,44.06248474121094
2002-08-19,42.441463470458984
2002-08-20,45.68351364135742
2002-08-21,46.960689544677734
2002-08-22,45.78175735473633
2002-08-23,45.92912673950195
2002-08-26,45.83088684082031
2002-08-27,44.406341552734375
2002-08-28,44.11161422729492
2002-08-29,43.4730224609375
2002-08-30,45.04492950439453
2002-09-02,54.08339309692383
2002-09-03,54.574615478515625
2002-09-04,54.08339309692383
2002-09-05,53.64128875732422
2002-09-06,50.595726013183594
2002-09-09,50.84133529663086
2002-09-10,50.84133529663086
2002-09-11,51.872894287109375
2002-09-12,51.33256149291992
2002-09-13,50.2027473449707
2002-09-16,51.33256149291992
2002-09-17,52.462364196777344
2002-09-18,50.25187683105469
2002-09-19,49.220306396484375
2002-09-20,49.07293701171875
2002-09-23,46.91156768798828
2002-09-24,45.634395599365234
2002-09-25,45.97825241088867
2002-09-26,45.53614807128906
2002-09-27,45.78175735473633
2002-09-30,42.14673614501953
2002-10-01,38.118717193603516
2002-10-02,38.118717193603516
2002-10-03,37.72574234008789
2002-10-04,36.59593200683594
2002-10-07,37.529258728027344
2002-10-08,38.4134521484375
2002-10-09,37.578372955322266
2002-10-10,36.350318908691406
2002-10-11,36.05559158325195
2002-10-14,34.92578887939453
2002-10-15,34.92578887939453
2002-10-16,35.4170036315918
2002-10-17,36.153839111328125
2002-10-18,35.318763732910156
2002-10-21,35.5152473449707
2002-10-22,35.12227249145508
2002-10-23,34.53281021118164
2002-10-24,33.746849060058594
2002-10-25,32.76441192626953
2002-10-28,31.732847213745117
2002-10-29,33.10826873779297
2002-10-30,33.40299987792969
2002-10-31,33.99245834350586
2002-11-01,33.89421844482422
2002-11-04,34.041587829589844
2002-11-05,33.25563430786133
2002-11-06,33.25563430786133
2002-11-07,34.72929382324219
2002-11-08,35.073150634765625
2002-11-11,36.301204681396484
2002-11-12,36.350318908691406
2002-11-13,35.56437683105469
2002-11-14,36.694175720214844
2002-11-15,37.03803634643555
2002-11-18,36.350318908691406
2002-11-19,36.350318908691406
2002-11-20,36.2520866394043
2002-11-21,36.301204681396484
2002-11-22,37.578372955322266
2002-11-25,39.15028381347656
2002-11-26,38.46257400512695
2002-11-27,37.72574234008789
2002-11-28,39.887115478515625
2002-11-29,39.887115478515625
2002-12-02,42.98180389404297
2002-12-03,40.57482147216797
2002-12-04,40.86955642700195
2002-12-05,41.508140563964844
2002-12-06,42.244972229003906
2002-12-09,41.85199737548828
2002-12-10,41.11516571044922
2002-12-11,40.67306900024414
2002-12-12,40.132720947265625
2002-12-13,39.739749908447266
2002-12-16,38.31520462036133
2002-12-17,37.23452377319336
2002-12-18,36.59593200683594
2002-12-19,36.44856643676758
2002-12-20,38.118717193603516
2002-12-23,36.64505386352539
2002-12-24,36.4976921081543
2002-12-25,36.4976921081543
2002-12-26,36.64505386352539
2002-12-27,37.92223358154297
2002-12-30,38.4134521484375
2002-12-31,37.67661666870117
2003-01-01,39.00291442871094
2003-01-02,37.92223358154297
2003-01-03,37.578372955322266
2003-01-06,36.546817779541016
2003-01-07,36.153839111328125
2003-01-08,36.74330520629883
2003-01-09,37.38188934326172
2003-01-10,36.74330520629883
2003-01-13,35.95734786987305
2003-01-14,36.546817779541016
2003-01-15,36.301204681396484
2003-01-16,36.350318908691406
2003-01-17,35.613494873046875
2003-01-20,35.073150634765625
2003-01-21,34.92578887939453
2003-01-22,34.68017578125
2003-01-23,33.89421844482422
2003-01-24,33.45212173461914
2003-01-27,26.82064437866211
2003-01-28,30.30830955505371
2003-01-29,30.259191513061523
2003-01-30,30.111825942993164
2003-01-31,30.259191513061523
2003-02-03,31.43811798095703
2003-02-04,31.143386840820312
2003-02-05,30.65216827392578
2003-02-06,27.4592342376709
2003-02-07,27.164501190185547
2003-02-10,26.722402572631836
2003-02-11,25.592592239379883
2003-02-12,25.64171600341797
2003-02-13,25.64171600341797
2003-02-14,25.592592239379883
2003-02-17,27.70484161376953
2003-02-18,27.26274299621582
2003-02-19,26.57503318786621
2003-02-20,27.213621139526367
2003-02-21,26.968013763427734
2003-02-24,26.57503318786621
2003-02-25,25.690837860107422
2003-02-26,25.592592239379883
2003-02-27,25.543472290039062
2003-02-28,25.297863006591797
2003-03-03,25.052249908447266
2003-03-04,24.855762481689453
2003-03-05,24.855762481689453
2003-03-06,24.855762481689453
2003-03-07,24.610153198242188
2003-03-10,24.610153198242188
2003-03-11,24.462787628173828
2003-03-12,24.11893081665039
2003-03-13,21.269851684570312
2003-03-14,21.269851684570312
2003-03-17,18.027795791625977
2003-03-18,18.027795791625977
2003-03-19,16.013790130615234
2003-03-20,16.259401321411133
2003-03-21,16.259401321411133
2003-03-24,16.112035751342773
2003-03-25,15.768178939819336
2003-03-26,13.164712905883789
2003-03-27,12.231393814086914
2003-03-28,13.164712905883789
2003-03-31,11.347196578979492
2003-04-01,11.445439338684082
2003-04-02,11.691049575805664
2003-04-03,12.182271003723145
2003-04-04,14.638374328613281
2003-04-07,17.585697174072266
2003-04-08,19.69794464111328
2003-04-09,19.108482360839844
2003-04-10,18.666383743286133
2003-04-11,19.059358596801758
2003-04-15,20.04180145263672
2003-04-16,19.255849838256836
2003-04-17,18.420772552490234
2003-04-18,18.420772552490234
2003-04-21,19.059358596801758
2003-04-22,18.715505599975586
2003-04-23,18.764629364013672
2003-04-24,18.568138122558594
2003-04-25,17.978673934936523
2003-04-28,16.455890655517578
2003-04-29,16.94710922241211
2003-04-30,16.652379989624023
2003-05-01,16.652379989624023
2003-05-02,19.992679595947266
2003-05-05,21.417217254638672
2003-05-06,20.92599868774414
2003-05-07,20.631267547607422
2003-05-08,20.92599868774414
2003-05-09,20.483901977539062
2003-05-12,19.648822784423828
2003-05-13,20.287410736083984
2003-05-14,21.171607971191406
2003-05-15,23.08736801147461
2003-05-16,23.775081634521484
2003-05-19,21.662830352783203
2003-05-20,21.466341018676758
2003-05-21,20.827754974365234
2003-05-22,20.631267547607422
2003-05-23,21.36809539794922
2003-05-26,25.64171600341797
2003-05-27,29.227624893188477
2003-05-28,29.325870513916016
2003-05-29,29.915332794189453
2003-05-30,30.455677032470703
2003-06-02,32.71528625488281
2003-06-03,30.84865379333496
2003-06-04,31.143386840820312
2003-06-05,31.388996124267578
2003-06-06,32.22407150268555
2003-06-09,32.17495346069336
2003-06-10,31.43811798095703
2003-06-11,31.536357879638672
2003-06-12,30.79953384399414
2003-06-13,30.79953384399414
2003-06-16,29.767967224121094
2003-06-17,29.767967224121094
2003-06-18,31.43811798095703
2003-06-19,32.46967697143555
2003-06-20,31.388996124267578
2003-06-23,31.045141220092773
2003-06-24,30.50480079650879
2003-06-25,30.210067749023438
2003-06-26,30.30830955505371
2003-06-27,31.781970977783203
2003-06-30,32.567928314208984
2003-07-01,31.634611129760742
2003-07-02,30.70128631591797
2003-07-03,30.357433319091797
2003-07-04,30.84865379333496
2003-07-07,30.40655517578125
2003-07-08,30.750411987304688
2003-07-09,29.81709098815918
2003-07-10,29.767967224121094
2003-07-11,29.767967224121094
2003-07-14,30.062700271606445
2003-07-15,29.473237991333008
2003-07-16,30.111825942993164
2003-07-17,29.080259323120117
2003-07-18,29.080259323120117
2003-07-21,29.227624893188477
2003-07-22,28.49079704284668
2003-07-23,28.736404418945312
2003-07-24,28.589038848876953
2003-07-25,30.111825942993164
2003-07-28,31.97846031188965
2003-07-29,32.666168212890625
2003-07-30,33.50124740600586
2003-07-31,33.25563430786133
2003-08-01,32.76441192626953
2003-08-04,31.536357879638672
2003-08-05,29.866212844848633
2003-08-06,30.062700271606445
2003-08-07,31.388996124267578
2003-08-08,30.99601936340332
2003-08-11,29.620601654052734
2003-08-12,29.424114227294922
2003-08-13,29.571481704711914
2003-08-14,30.603044509887695
2003-08-15,30.603044509887695
2003-08-18,29.571481704711914
2003-08-19,28.589038848876953
2003-08-20,29.080259323120117
2003-08-21,29.276748657226562
2003-08-22,28.78553009033203
2003-08-25,27.164501190185547
2003-08-26,27.70484161376953
2003-08-27,26.525911331176758
2003-08-28,26.82064437866211
2003-08-29,26.624156951904297
2003-09-01,26.280303955078125
2003-09-02,27.606599807739258
2003-09-03,26.57503318786621
2003-09-04,26.57503318786621
2003-09-05,26.82064437866211
2003-09-08,26.91888999938965
2003-09-09,30.062700271606445
2003-09-10,31.1925106048584
2003-09-11,31.781970977783203
2003-09-12,30.357433319091797
2003-09-15,28.98201560974121
2003-09-16,28.49079704284668
2003-09-17,30.357433319091797
2003-09-18,29.620601654052734
2003-09-19,28.49079704284668
2003-09-22,27.65572166442871
2003-09-23,26.91888999938965
2003-09-24,21.564586639404297
2003-09-25,17.389211654663086
2003-09-26,20.876873016357422
2003-09-29,21.31897735595703
2003-09-30,19.845312118530273
