Date,JKCEMENT
2006-08-14,125.70991516113281
2006-08-16,126.4222412109375
2006-08-17,124.51016998291016
2006-08-18,125.67241668701172
2006-08-21,127.8094482421875
2006-08-22,128.67176818847656
2006-08-23,126.94711303710938
2006-08-24,126.4972152709961
2006-08-25,127.24706268310547
2006-08-28,129.57154846191406
2006-08-29,129.45907592773438
2006-08-30,127.3595199584961
2006-08-31,127.54700469970703
2006-09-01,129.57154846191406
2006-09-04,127.84693145751953
2006-09-05,130.096435546875
2006-09-06,129.49656677246094
2006-09-07,129.87149047851562
2006-09-08,129.49656677246094
2006-09-11,123.98531341552734
2006-09-12,126.04733276367188
2006-09-13,133.2832489013672
2006-09-14,137.4823455810547
2006-09-15,146.4803466796875
2006-09-18,148.69236755371094
2006-09-19,147.11769104003906
2006-09-20,150.1920166015625
2006-09-21,149.51718139648438
2006-09-22,151.1293487548828
2006-09-25,149.9295654296875
2006-09-26,146.705322265625
2006-09-27,149.14222717285156
2006-09-28,144.41831970214844
2006-09-29,148.3924102783203
2006-10-03,147.6051025390625
2006-10-04,148.3924102783203
2006-10-05,150.9044189453125
2006-10-06,150.07957458496094
2006-10-09,148.1300048828125
2006-10-10,149.25474548339844
2006-10-11,146.59283447265625
2006-10-12,144.71826171875
2006-10-13,147.49266052246094
2006-10-16,143.29351806640625
2006-10-17,138.86952209472656
2006-10-18,142.46871948242188
2006-10-19,140.63162231445312
2006-10-20,142.31878662109375
2006-10-23,141.04403686523438
2006-10-26,140.55667114257812
2006-10-27,144.19334411621094
2006-10-30,142.61868286132812
2006-10-31,144.3433074951172
2006-11-01,144.7557373046875
2006-11-02,146.1054229736328
2006-11-03,145.84298706054688
2006-11-06,147.0802001953125
2006-11-07,143.78091430664062
2006-11-08,143.40603637695312
2006-11-09,141.6063995361328
2006-11-10,141.08154296875
2006-11-13,141.8313751220703
2006-11-14,142.5811767578125
2006-11-15,142.01881408691406
2006-11-16,139.8817901611328
2006-11-17,137.55734252929688
2006-11-20,134.67042541503906
2006-11-21,131.52114868164062
2006-11-22,135.2328338623047
2006-11-23,136.0576171875
2006-11-24,136.17010498046875
2006-11-27,136.1326446533203
2006-11-28,142.543701171875
2006-11-29,146.59283447265625
2006-11-30,144.98069763183594
2006-12-01,143.3310089111328
2006-12-04,142.9186248779297
2006-12-05,143.44354248046875
2006-12-06,141.71888732910156
2006-12-07,139.20692443847656
2006-12-08,138.75706481933594
2006-12-11,136.9949188232422
2006-12-12,126.94711303710938
2006-12-13,133.77064514160156
2006-12-14,138.4945831298828
2006-12-15,136.47006225585938
2006-12-18,134.7454376220703
2006-12-19,132.12098693847656
2006-12-20,136.9949188232422
2006-12-21,133.65818786621094
2006-12-22,132.3084716796875
2006-12-26,133.95809936523438
2006-12-27,133.50819396972656
2006-12-28,133.8456268310547
2006-12-29,132.6833953857422
2007-01-02,138.1571502685547
2007-01-03,141.3064727783203
2007-01-04,138.38214111328125
2007-01-05,142.3562469482422
2007-01-08,140.85659790039062
2007-01-09,139.8442840576172
2007-01-10,138.60704040527344
2007-01-11,139.431884765625
2007-01-12,139.7693328857422
2007-01-15,151.99160766601562
2007-01-16,152.3290252685547
2007-01-17,148.87979125976562
2007-01-18,148.80487060546875
2007-01-19,150.71688842773438
2007-01-22,151.35430908203125
2007-01-23,140.5941619873047
2007-01-24,145.46804809570312
2007-01-25,146.1054229736328
2007-01-29,144.08087158203125
2007-01-31,146.29287719726562
2007-02-01,146.55532836914062
2007-02-02,148.46739196777344
2007-02-05,148.42991638183594
2007-02-06,148.69236755371094
2007-02-07,149.25474548339844
2007-02-08,148.5048828125
2007-02-09,145.7305145263672
2007-02-12,141.79385375976562
2007-02-13,141.15650939941406
2007-02-14,140.21922302246094
2007-02-15,142.09381103515625
2007-02-19,139.3943634033203
2007-02-20,137.6697998046875
2007-02-21,136.8449249267578
2007-02-22,135.68272399902344
2007-02-23,131.52114868164062
2007-02-26,128.82171630859375
2007-02-27,129.3091278076172
2007-02-28,121.24840545654297
2007-03-01,119.82368469238281
2007-03-02,118.2490463256836
2007-03-05,107.97628784179688
2007-03-06,108.46366119384766
2007-03-07,101.56520080566406
2007-03-08,104.22711181640625
2007-03-09,107.45143127441406
2007-03-12,103.51478576660156
2007-03-13,99.61563873291016
2007-03-14,95.7914810180664
2007-03-15,97.17866516113281
2007-03-16,96.05390167236328
2007-03-19,96.01640319824219
2007-03-20,96.80377960205078
2007-03-21,95.0791244506836
2007-03-22,95.19159698486328
2007-03-23,99.16573333740234
2007-03-26,105.05194854736328
2007-03-28,107.86380767822266
2007-03-29,107.4139175415039
2007-03-30,108.68865203857422
2007-04-02,108.01378631591797
2007-04-03,111.4630355834961
2007-04-04,109.40098571777344
2007-04-05,111.31304168701172
2007-04-09,113.75005340576172
2007-04-10,114.94976806640625
2007-04-11,113.52507019042969
2007-04-12,114.19995880126953
2007-04-13,115.69957733154297
2007-04-16,116.3369369506836
2007-04-17,116.3369369506836
2007-04-18,116.29946899414062
2007-04-19,116.59940338134766
2007-04-20,115.9995346069336
2007-04-23,116.14949798583984
2007-04-24,114.4998779296875
2007-04-25,116.56193542480469
2007-04-26,116.3369369506836
2007-04-27,115.09972381591797
2007-04-30,114.537353515625
2007-05-03,116.3369369506836
2007-05-04,117.04932403564453
2007-05-07,116.22450256347656
2007-05-08,116.11201477050781
2007-05-09,115.9245376586914
2007-05-10,116.41195678710938
2007-05-11,118.8114242553711
2007-05-14,121.5858154296875
2007-05-15,122.5230941772461
2007-05-16,123.04801177978516
2007-05-17,121.2109146118164
2007-05-18,122.71054077148438
2007-05-21,122.82305145263672
2007-05-22,120.12361907958984
2007-05-23,117.87411499023438
2007-05-24,116.26200103759766
2007-05-25,116.71189880371094
2007-05-28,116.26200103759766
2007-05-29,116.4869155883789
2007-05-30,114.2749252319336
2007-05-31,114.012451171875
2007-06-01,111.61298370361328
2007-06-04,111.61298370361328
2007-06-05,109.85089111328125
2007-06-06,108.83859252929688
2007-06-07,110.00084686279297
2007-06-08,107.45143127441406
2007-06-11,107.4139175415039
2007-06-12,104.18962097167969
2007-06-13,102.83992767333984
2007-06-14,106.43913269042969
2007-06-15,107.22645568847656
2007-06-18,104.33959197998047
2007-06-19,104.75201416015625
2007-06-20,105.91425323486328
2007-06-21,105.72679138183594
2007-06-22,105.83924865722656
2007-06-25,106.5516128540039
2007-06-26,109.73844146728516
2007-06-27,109.92589569091797
2007-06-28,116.56193542480469
2007-06-29,117.57421112060547
2007-07-02,114.98728942871094
2007-07-03,111.91291809082031
2007-07-04,112.4753189086914
2007-07-05,110.93814086914062
2007-07-06,109.85089111328125
2007-07-09,112.06290435791016
2007-07-10,110.11333465576172
2007-07-11,110.18830108642578
2007-07-12,112.81272888183594
2007-07-13,115.32469177246094
2007-07-16,116.07454681396484
2007-07-17,117.12428283691406
2007-07-18,119.2613296508789
2007-07-19,129.12164306640625
2007-07-20,128.29684448242188
2007-07-23,128.67176818847656
2007-07-24,128.33432006835938
2007-07-25,127.62199401855469
2007-07-26,127.17207336425781
2007-07-27,123.27293395996094
2007-07-30,128.29684448242188
2007-07-31,129.6840057373047
2007-08-01,125.2225112915039
2007-08-02,122.97298431396484
2007-08-03,127.32205200195312
2007-08-06,125.52244567871094
2007-08-07,127.54700469970703
2007-08-08,130.47132873535156
2007-08-09,129.72154235839844
2007-08-10,128.82171630859375
2007-08-13,128.97171020507812
2007-08-14,128.20628356933594
2007-08-16,123.3076400756836
2007-08-17,119.74848175048828
2007-08-20,122.5422592163086
2007-08-21,117.681884765625
2007-08-22,121.62372589111328
2007-08-23,121.85338592529297
2007-08-24,123.8434066772461
2007-08-27,124.80020141601562
2007-08-28,124.72366333007812
2007-08-29,125.79523468017578
2007-08-30,126.71375274658203
2007-08-31,126.36930084228516
2007-09-03,131.19139099121094
2007-09-04,131.5358428955078
2007-09-05,133.18142700195312
2007-09-06,132.87527465820312
2007-09-07,132.416015625
2007-09-10,134.09994506835938
2007-09-11,130.11981201171875
2007-09-12,131.15310668945312
2007-09-13,132.72218322753906
2007-09-14,133.5641632080078
2007-09-17,132.3012237548828
2007-09-18,133.7937774658203
2007-09-19,135.3628692626953
2007-09-20,133.64065551757812
2007-09-21,132.5691375732422
2007-09-24,132.2246856689453
2007-09-25,132.53086853027344
2007-09-26,133.02838134765625
2007-09-27,133.06661987304688
2007-09-28,137.3529510498047
2007-10-01,135.32461547851562
2007-10-03,132.72218322753906
2007-10-04,133.52587890625
2007-10-05,137.12327575683594
2007-10-08,129.58399963378906
2007-10-09,132.2246856689453
2007-10-10,130.5025177001953
2007-10-11,130.84695434570312
2007-10-12,129.81361389160156
2007-10-15,133.64065551757812
2007-10-16,135.55421447753906
2007-10-17,134.59747314453125
2007-10-18,134.06167602539062
2007-10-19,129.92849731445312
2007-10-22,125.68040466308594
2007-10-23,135.32461547851562
2007-10-24,138.80722045898438
2007-10-25,150.0970458984375
2007-10-26,148.9105987548828
2007-10-29,147.15017700195312
2007-10-30,145.54283142089844
2007-10-31,145.4280242919922
2007-11-01,139.8787841796875
2007-11-02,150.5179901123047
2007-11-05,146.9970703125
2007-11-06,147.68594360351562
2007-11-07,144.7391357421875
2007-11-08,145.92555236816406
2007-11-12,146.49960327148438
2007-11-13,142.51943969726562
2007-11-14,147.07363891601562
2007-11-15,147.64773559570312
2007-11-16,150.78587341308594
2007-11-19,153.77101135253906
2007-11-20,151.55130004882812
2007-11-21,147.07363891601562
2007-11-22,149.216796875
2007-11-23,153.92408752441406
2007-11-26,167.05084228515625
2007-11-27,171.5667724609375
2007-11-28,167.62489318847656
2007-11-29,167.58663940429688
2007-11-30,180.1393585205078
2007-12-03,190.47244262695312
2007-12-04,186.98985290527344
2007-12-05,185.26766967773438
2007-12-06,186.1861114501953
2007-12-07,183.16275024414062
2007-12-10,178.49374389648438
2007-12-11,176.9629669189453
2007-12-12,175.96792602539062
2007-12-13,172.2173614501953
2007-12-14,188.63543701171875
2007-12-17,176.0827178955078
2007-12-18,166.0941162109375
2007-12-19,166.01756286621094
2007-12-20,163.68307495117188
2007-12-24,167.2422332763672
2007-12-26,167.2422332763672
2007-12-27,171.031005859375
2007-12-28,170.45692443847656
2007-12-31,166.170654296875
2008-01-01,168.61997985839844
2008-01-02,168.77305603027344
2008-01-03,163.185546875
2008-01-04,160.1239013671875
2008-01-07,157.10052490234375
2008-01-08,154.07713317871094
2008-01-09,158.478271484375
2008-01-10,153.12042236328125
2008-01-11,154.0006103515625
2008-01-14,151.3982391357422
2008-01-15,149.5612335205078
2008-01-16,145.00701904296875
2008-01-17,146.46131896972656
2008-01-18,140.3762969970703
2008-01-21,123.4990234375
2008-01-22,110.67839050292969
2008-01-23,117.4139633178711
2008-01-24,115.65354919433594
2008-01-25,118.10283660888672
2008-01-28,114.73506927490234
2008-01-29,120.16947174072266
2008-01-30,127.59395599365234
2008-01-31,130.73216247558594
2008-02-01,128.05322265625
2008-02-04,132.0715789794922
2008-02-05,132.1864471435547
2008-02-06,133.48760986328125
2008-02-07,134.40609741210938
2008-02-08,133.3345184326172
2008-02-11,128.7803192138672
2008-02-12,124.34097290039062
2008-02-13,128.8568878173828
2008-02-14,124.76190948486328
2008-02-15,128.818603515625
2008-02-18,127.59395599365234
2008-02-19,130.00497436523438
2008-02-20,126.59891510009766
2008-02-21,126.52235412597656
2008-02-22,126.67546081542969
2008-02-25,125.75699615478516
2008-02-26,125.83352661132812
2008-02-27,128.7037811279297
2008-02-28,130.4259490966797
2008-02-29,127.7087631225586
2008-03-03,124.49402618408203
2008-03-04,125.68040466308594
2008-03-05,126.0631103515625
2008-03-07,118.75344848632812
2008-03-10,112.13267517089844
2008-03-11,112.70674896240234
2008-03-12,115.1943130493164
2008-03-13,113.66350555419922
2008-03-14,111.2524642944336
2008-03-17,107.38713073730469
2008-03-18,107.96117401123047
2008-03-19,99.88610076904297
2008-03-24,97.97254180908203
2008-03-25,113.24250793457031
2008-03-26,116.38066101074219
2008-03-27,115.11774444580078
2008-03-28,121.126220703125
2008-03-31,126.02484893798828
2008-04-01,117.91150665283203
2008-04-02,120.05467224121094
2008-04-03,122.58049011230469
2008-04-04,124.60884094238281
2008-04-07,119.97808837890625
2008-04-08,117.9880599975586
2008-04-09,117.72014617919922
2008-04-10,117.75843048095703
2008-04-11,120.16947174072266
2008-04-15,114.8498764038086
2008-04-16,114.42887115478516
2008-04-17,115.30912017822266
2008-04-21,116.61029052734375
2008-04-22,118.06460571289062
2008-04-23,120.513916015625
2008-04-24,119.32750701904297
2008-04-25,116.9930191040039
2008-04-28,115.84489440917969
2008-04-29,116.95475769042969
2008-04-30,116.34239196777344
2008-05-02,116.07450103759766
2008-05-05,115.88316345214844
2008-05-06,114.7732925415039
2008-05-07,116.11280059814453
2008-05-08,114.9264144897461
2008-05-09,114.81159210205078
2008-05-12,113.01287841796875
2008-05-13,111.67340087890625
2008-05-14,112.93634796142578
2008-05-15,114.27581024169922
2008-05-16,115.07948303222656
2008-05-20,118.7151870727539
2008-05-21,119.02135467529297
2008-05-22,115.11774444580078
2008-05-23,114.73506927490234
2008-05-26,112.20922088623047
2008-05-27,113.12767028808594
2008-05-28,111.59688568115234
2008-05-29,111.09932708740234
2008-05-30,108.45865631103516
2008-06-02,109.26235961914062
2008-06-03,108.22904205322266
2008-06-04,107.27227783203125
2008-06-05,107.69326782226562
2008-06-06,109.95124053955078
2008-06-09,110.02777099609375
2008-06-10,107.19577026367188
2008-06-11,107.27227783203125
2008-06-12,107.8080825805664
2008-06-13,108.15252685546875
2008-06-16,106.88958740234375
2008-06-17,106.88958740234375
2008-06-18,108.38216400146484
2008-06-19,107.5784683227539
2008-06-20,107.04267120361328
2008-06-23,104.09584045410156
2008-06-24,100.72804260253906
2008-06-25,105.43531799316406
2008-06-26,108.19080352783203
2008-06-27,106.35379028320312
2008-06-30,100.46015167236328
2008-07-01,98.39354705810547
2008-07-02,104.01930236816406
2008-07-03,104.21064758300781
2008-07-04,101.11074829101562
2008-07-07,104.74644470214844
2008-07-08,103.67487335205078
2008-07-09,103.25389862060547
2008-07-10,103.3304443359375
2008-07-11,101.4551773071289
2008-07-14,100.46015167236328
2008-07-15,98.96761322021484
2008-07-16,98.09175872802734
2008-07-17,99.84342193603516
2008-07-18,101.1173095703125
2008-07-21,101.67467498779297
2008-07-22,101.15715026855469
2008-07-23,104.93910217285156
2008-07-24,101.91352081298828
2008-07-25,101.79411315917969
2008-07-28,99.00740051269531
2008-07-29,96.69842529296875
2008-07-30,98.21119689941406
2008-07-31,98.131591796875
2008-08-01,99.72398376464844
2008-08-04,100.6396255493164
2008-08-05,102.82917022705078
2008-08-06,103.18746948242188
2008-08-07,101.95332336425781
2008-08-08,102.1125717163086
2008-08-11,103.82441711425781
2008-08-12,103.66517639160156
2008-08-13,103.66517639160156
2008-08-14,104.93910217285156
2008-08-18,105.01870727539062
2008-08-19,104.97889709472656
2008-08-20,103.50592041015625
2008-08-21,102.27181243896484
2008-08-22,103.70497131347656
2008-08-25,102.032958984375
2008-08-26,103.78459930419922
2008-08-27,101.99315643310547
2008-08-28,101.71448516845703
2008-08-29,103.14765930175781
2008-09-01,102.86897277832031
2008-09-02,102.3514404296875
2008-09-04,102.43106079101562
2008-09-05,101.91352081298828
2008-09-08,103.34671020507812
2008-09-09,103.50592041015625
2008-09-10,101.99315643310547
2008-09-11,100.798828125
2008-09-12,100.7192153930664
2008-09-15,97.05671691894531
2008-09-16,93.67285919189453
2008-09-17,93.87193298339844
2008-09-18,91.16484069824219
2008-09-19,92.3989486694336
2008-09-22,91.9610366821289
2008-09-23,90.40843963623047
2008-09-24,89.53262329101562
2008-09-25,87.46250915527344
2008-09-26,85.67107391357422
2008-09-29,82.3668212890625
2008-09-30,83.20281982421875
2008-10-01,82.12797546386719
2008-10-03,79.46070861816406
2008-10-06,72.931884765625
2008-10-07,71.3394775390625
2008-10-08,64.33292388916016
2008-10-10,59.71495819091797
2008-10-13,60.033447265625
2008-10-14,58.91875076293945
2008-10-15,57.72446060180664
2008-10-16,55.61452865600586
2008-10-17,55.13681411743164
2008-10-20,53.30554962158203
2008-10-21,54.14155578613281
2008-10-22,51.71315383911133
2008-10-23,47.4932975769043
2008-10-24,43.432682037353516
2008-10-27,39.80997848510742
2008-10-29,43.55210876464844
2008-10-31,43.71134948730469
2008-11-03,43.79096603393555
2008-11-04,43.79096603393555
2008-11-05,43.2734375
2008-11-06,43.07438659667969
2008-11-07,42.31800079345703
2008-11-10,43.47249221801758
2008-11-11,43.2734375
2008-11-12,41.959712982177734
2008-11-14,41.163509368896484
2008-11-17,41.004268646240234
2008-11-18,39.929405212402344
2008-11-19,40.3673210144043
2008-11-20,39.013771057128906
2008-11-21,38.93415832519531
2008-11-24,38.57585906982422
2008-11-25,36.98347473144531
2008-11-26,35.31144714355469
2008-11-27,35.31144714355469
2008-11-28,35.03277587890625
2008-12-01,34.71428680419922
2008-12-02,34.63467788696289
2008-12-03,35.03277587890625
2008-12-04,34.99296951293945
2008-12-05,34.1967658996582
2008-12-08,33.83848190307617
2008-12-10,34.27638626098633
2008-12-11,34.99296951293945
2008-12-12,35.430877685546875
2008-12-15,35.70955276489258
2008-12-16,36.38631820678711
2008-12-17,34.793922424316406
2008-12-18,35.03277587890625
2008-12-19,34.754112243652344
2008-12-22,34.99296951293945
2008-12-23,34.99296951293945
2008-12-24,34.15696334838867
2008-12-26,34.11714553833008
2008-12-29,33.79866409301758
2008-12-30,34.395809173583984
2008-12-31,34.395809173583984
2009-01-02,35.07258224487305
2009-01-05,35.07258224487305
2009-01-06,36.70479202270508
2009-01-07,34.037532806396484
2009-01-09,33.83848190307617
2009-01-12,33.20152282714844
2009-01-13,33.04228210449219
2009-01-14,33.36076354980469
2009-01-15,32.76359939575195
2009-01-16,33.44038391113281
2009-01-19,34.793922424316406
2009-01-20,32.80341720581055
2009-01-21,32.08683776855469
2009-01-22,30.25558090209961
2009-01-23,31.011974334716797
2009-01-27,31.449872970581055
2009-01-28,31.80816650390625
2009-01-29,31.569311141967773
2009-01-30,31.648923873901367
2009-02-02,30.81291389465332
2009-02-03,31.728553771972656
2009-02-04,31.37026023864746
2009-02-05,31.011974334716797
2009-02-06,30.693492889404297
2009-02-09,31.609115600585938
2009-02-10,31.688737869262695
2009-02-11,31.847976684570312
2009-02-12,31.688737869262695
2009-02-13,31.688737869262695
2009-02-16,31.131391525268555
2009-02-17,30.096338272094727
2009-02-18,29.77785873413086
2009-02-19,29.260330200195312
2009-02-20,28.782608032226562
2009-02-24,28.623363494873047
2009-02-25,28.50394058227539
2009-02-26,28.623363494873047
2009-02-27,28.464126586914062
2009-03-02,28.34470558166504
2009-03-03,28.304893493652344
2009-03-04,28.583559036254883
2009-03-05,28.543750762939453
2009-03-06,28.50394058227539
2009-03-09,28.185462951660156
2009-03-12,27.827171325683594
2009-03-13,28.185462951660156
2009-03-16,28.543750762939453
2009-03-17,28.623363494873047
2009-03-18,29.101089477539062
2009-03-19,29.698240280151367
2009-03-20,30.17596435546875
2009-03-23,30.574058532714844
2009-03-24,30.53424644470215
2009-03-25,29.459375381469727
2009-03-26,30.81291389465332
2009-03-27,31.768362045288086
2009-03-30,31.131391525268555
2009-03-31,31.609115600585938
2009-04-01,32.524749755859375
2009-04-02,35.351253509521484
2009-04-06,38.85453796386719
2009-04-08,39.929405212402344
2009-04-09,38.89434051513672
2009-04-13,41.08388900756836
2009-04-15,44.74640655517578
2009-04-16,42.994773864746094
2009-04-17,42.954959869384766
2009-04-20,42.67629623413086
2009-04-21,42.994773864746094
2009-04-22,43.751163482666016
2009-04-23,44.74640655517578
2009-04-24,46.7767219543457
2009-04-27,46.975772857666016
2009-04-28,44.42793273925781
2009-04-29,47.0952033996582
2009-04-30,46.896148681640625
2009-05-04,49.24493408203125
2009-05-05,49.48380661010742
2009-05-06,49.72265625
2009-05-07,51.15581130981445
2009-05-08,50.0411376953125
2009-05-11,48.60797119140625
2009-05-12,48.528358459472656
2009-05-13,50.08094787597656
2009-05-14,54.14155578613281
2009-05-15,54.77852249145508
2009-05-18,59.55571746826172
2009-05-19,58.28181076049805
2009-05-20,62.6609001159668
2009-05-21,64.65139770507812
2009-05-22,66.12434387207031
2009-05-25,67.63713836669922
2009-05-26,66.24378967285156
2009-05-27,67.35847473144531
2009-05-28,67.59732818603516
2009-05-29,71.49870300292969
2009-06-01,83.16303253173828
2009-06-02,91.48331451416016
2009-06-03,86.42745208740234
2009-06-04,85.55162811279297
2009-06-05,83.48151397705078
2009-06-08,80.01805877685547
2009-06-09,79.38109588623047
2009-06-10,81.80950927734375
2009-06-11,79.4208755493164
2009-06-12,77.2313461303711
2009-06-15,77.90811920166016
2009-06-16,79.65975952148438
2009-06-17,77.58963775634766
2009-06-18,77.58963775634766
2009-06-19,76.67402648925781
2009-06-22,78.02754211425781
2009-06-23,76.8730697631836
2009-06-24,78.26640319824219
2009-06-25,79.61995697021484
2009-06-26,79.58013916015625
2009-06-29,79.58013916015625
2009-06-30,78.46546936035156
2009-07-01,78.30621337890625
2009-07-02,79.65975952148438
2009-07-03,79.34127807617188
2009-07-06,77.39059448242188
2009-07-07,79.46070861816406
2009-07-08,78.94317626953125
2009-07-09,79.46070861816406
2009-07-10,79.85881042480469
2009-07-13,79.58013916015625
2009-07-14,82.0881576538086
2009-07-15,84.59619140625
2009-07-16,85.19334411621094
2009-07-17,86.62650299072266
2009-07-20,90.36961364746094
2009-07-21,95.30561065673828
2009-07-22,91.64476013183594
2009-07-23,94.11273956298828
2009-07-24,95.7991943359375
2009-07-27,100.61180114746094
2009-07-28,101.02310943603516
2009-07-29,97.93811798095703
2009-07-30,99.29551696777344
2009-07-31,98.92533111572266
2009-08-03,99.2132568359375
2009-08-04,99.66572570800781
2009-08-05,97.97924041748047
2009-08-06,95.38785552978516
2009-08-07,94.72975158691406
2009-08-10,90.90434265136719
2009-08-11,90.20509338378906
2009-08-12,88.51863861083984
2009-08-13,92.17947387695312
2009-08-14,92.5908203125
2009-08-17,90.78094482421875
2009-08-18,91.85041809082031
2009-08-19,90.57528686523438
2009-08-20,90.73980712890625
2009-08-21,91.64476013183594
2009-08-24,96.58072662353516
2009-08-25,96.08712768554688
2009-08-26,96.66299438476562
2009-08-27,96.58072662353516
2009-08-28,97.69132995605469
2009-08-31,98.51399230957031
2009-09-01,97.73246765136719
2009-09-02,96.00485229492188
2009-09-03,95.38785552978516
2009-09-04,97.03319549560547
2009-09-07,98.84307098388672
2009-09-08,101.59898376464844
2009-09-09,100.98199462890625
2009-09-10,100.69406127929688
2009-09-11,101.3521728515625
2009-09-14,105.25983428955078
2009-09-15,105.46550750732422
2009-09-16,106.28816986083984
2009-09-17,108.1802978515625
2009-09-18,118.05225372314453
2009-09-22,117.14735412597656
2009-09-23,112.82833862304688
2009-09-24,112.08795166015625
2009-09-25,113.44534301757812
2009-09-29,113.692138671875
2009-09-30,112.3758773803711
2009-10-01,116.98280334472656
2009-10-05,113.692138671875
2009-10-06,110.23696899414062
2009-10-07,110.4837417602539
2009-10-08,109.61996459960938
2009-10-09,108.3448257446289
2009-10-12,111.55320739746094
2009-10-13,111.88226318359375
2009-10-14,110.64826965332031
2009-10-15,109.53768157958984
2009-10-16,108.2625732421875
2009-10-20,107.68669891357422
2009-10-21,104.84850311279297
2009-10-22,103.28544616699219
2009-10-23,101.59898376464844
2009-10-26,100.11817169189453
2009-10-27,99.74800109863281
2009-10-28,97.40340423583984
2009-10-29,96.41618347167969
2009-10-30,96.70411682128906
2009-11-03,100.40614318847656
2009-11-04,102.5450439453125
2009-11-05,103.4088363647461
2009-11-06,105.91796875
2009-11-09,106.69950866699219
2009-11-10,106.69950866699219
2009-11-11,106.65756225585938
2009-11-12,102.1697998046875
2009-11-13,100.1566162109375
2009-11-16,99.8210678100586
2009-11-17,100.5340805053711
2009-11-18,106.65756225585938
2009-11-19,105.31542205810547
2009-11-20,105.14765930175781
2009-11-23,106.69950103759766
2009-11-24,105.39932250976562
2009-11-25,106.4059066772461
2009-11-26,109.13211059570312
2009-11-27,106.32202911376953
2009-11-30,113.3262710571289
2009-12-01,115.54917907714844
2009-12-02,117.52043151855469
2009-12-03,119.03034973144531
2009-12-04,128.59304809570312
2009-12-07,125.95067596435547
2009-12-08,124.90215301513672
2009-12-09,120.7918930053711
2009-12-10,122.5534439086914
2009-12-11,122.17594909667969
2009-12-14,127.1670150756836
2009-12-15,125.90876007080078
2009-12-16,123.43421936035156
2009-12-17,125.69908142089844
2009-12-18,123.97943878173828
2009-12-21,125.32160186767578
2009-12-22,124.14720916748047
2009-12-23,125.8668212890625
2009-12-24,124.35691833496094
2009-12-29,124.10527038574219
2009-12-30,123.39224243164062
