Date,MHRIL
2009-12-31,184.5916290283203
2010-01-04,185.8847198486328
2010-01-05,184.25344848632812
2010-01-06,185.92449951171875
2010-01-07,184.23353576660156
2010-01-08,180.6129150390625
2010-01-11,181.92593383789062
2010-01-12,182.54263305664062
2010-01-13,180.9908905029297
2010-01-14,183.0797119140625
2010-01-15,183.218994140625
2010-01-18,183.85557556152344
2010-01-19,195.5131378173828
2010-01-20,200.38705444335938
2010-01-21,180.59303283691406
2010-01-22,181.44847106933594
2010-01-25,176.23638916015625
2010-01-27,165.93154907226562
2010-01-28,165.69284057617188
2010-01-29,169.61181640625
2010-02-01,170.44735717773438
2010-02-02,171.54150390625
2010-02-03,171.10385131835938
2010-02-04,167.20472717285156
2010-02-05,172.4168243408203
2010-02-08,175.04275512695312
2010-02-09,174.2868194580078
2010-02-10,170.9447021484375
2010-02-11,171.60116577148438
2010-02-15,170.76565551757812
2010-02-16,175.02288818359375
2010-02-17,174.68466186523438
2010-02-18,174.92340087890625
2010-02-19,171.42214965820312
2010-02-22,173.15289306640625
2010-02-23,172.5560760498047
2010-02-24,170.06939697265625
2010-02-25,168.3187713623047
2010-02-26,174.26690673828125
2010-03-02,176.4552001953125
2010-03-03,179.08116149902344
2010-03-04,187.7547149658203
2010-03-05,189.84352111816406
2010-03-08,205.61903381347656
2010-03-09,209.0208282470703
2010-03-10,205.83786010742188
2010-03-11,204.3856658935547
2010-03-12,207.0314483642578
2010-03-15,206.25564575195312
2010-03-16,209.339111328125
2010-03-17,209.1600799560547
2010-03-18,212.12417602539062
2010-03-19,220.8176727294922
2010-03-22,209.7966766357422
2010-03-23,210.89080810546875
2010-03-25,213.33770751953125
2010-03-26,218.9675750732422
2010-03-29,225.67166137695312
2010-03-30,225.11468505859375
2010-03-31,216.7196044921875
2010-04-01,213.91461181640625
2010-04-05,214.23291015625
2010-04-06,213.61622619628906
2010-04-07,213.83506774902344
2010-04-08,209.06063842773438
2010-04-09,212.76080322265625
2010-04-12,211.12953186035156
2010-04-13,211.88551330566406
2010-04-15,208.68264770507812
2010-04-16,207.8868865966797
2010-04-19,205.02223205566406
2010-04-20,202.8936309814453
2010-04-21,202.29685974121094
2010-04-22,201.10321044921875
2010-04-23,196.36856079101562
2010-04-26,193.1856231689453
2010-04-27,197.68154907226562
2010-04-28,194.81687927246094
2010-04-29,200.72525024414062
2010-04-30,201.99842834472656
2010-05-03,198.67623901367188
2010-05-04,192.01190185546875
2010-05-05,191.75328063964844
2010-05-06,188.4708709716797
2010-05-07,189.82362365722656
2010-05-10,196.8261260986328
2010-05-11,194.4588165283203
2010-05-12,199.33270263671875
2010-05-13,198.7160186767578
2010-05-14,195.5330352783203
2010-05-17,193.7227325439453
2010-05-18,194.10072326660156
2010-05-19,190.57955932617188
2010-05-20,191.51455688476562
2010-05-21,187.1777801513672
2010-05-24,189.36607360839844
2010-05-25,188.59022521972656
2010-05-26,189.20692443847656
2010-05-27,185.8250274658203
2010-05-28,185.96429443359375
2010-05-31,186.22288513183594
2010-06-01,187.01866149902344
2010-06-02,187.15789794921875
2010-06-03,193.1657257080078
2010-06-04,190.55967712402344
2010-06-07,185.98414611816406
2010-06-08,189.86338806152344
2010-06-09,193.1657257080078
2010-06-10,195.1948699951172
2010-06-11,200.3472900390625
2010-06-14,200.66554260253906
2010-06-15,196.56752014160156
2010-06-16,198.23855590820312
2010-06-17,204.90289306640625
2010-06-18,201.0833282470703
2010-06-21,202.05809020996094
2010-06-22,201.2225799560547
2010-06-23,206.71319580078125
2010-06-24,206.51426696777344
2010-06-25,206.29541015625
2010-06-28,209.21978759765625
2010-06-29,205.36041259765625
2010-06-30,208.58319091796875
2010-07-01,208.00628662109375
2010-07-02,208.3643341064453
2010-07-05,207.8868865966797
2010-07-06,207.92669677734375
2010-07-07,208.88157653808594
2010-07-08,208.82188415527344
2010-07-09,210.21444702148438
2010-07-12,214.84962463378906
2010-07-13,212.00486755371094
2010-07-14,216.89866638183594
2010-07-15,216.1170654296875
2010-07-16,214.83445739746094
2010-07-19,219.98489379882812
2010-07-20,218.58206176757812
2010-07-21,220.1051483154297
2010-07-22,226.03713989257812
2010-07-23,225.51608276367188
2010-07-26,218.18125915527344
2010-07-27,206.4174346923828
2010-07-28,196.8180389404297
2010-07-29,197.45932006835938
2010-07-30,192.62957763671875
2010-08-02,191.16661071777344
2010-08-03,189.0823974609375
2010-08-04,187.9601287841797
2010-08-05,189.0423126220703
2010-08-06,190.38502502441406
2010-08-09,189.4030303955078
2010-08-10,192.10853576660156
2010-08-11,191.34698486328125
2010-08-12,189.4030303955078
2010-08-13,190.1846160888672
2010-08-16,189.8238983154297
2010-08-17,189.8238983154297
2010-08-18,190.32489013671875
2010-08-19,190.52532958984375
2010-08-20,194.3931427001953
2010-08-23,196.9182586669922
2010-08-24,194.65367126464844
2010-08-25,189.92408752441406
2010-08-26,192.66966247558594
2010-08-27,190.98623657226562
2010-08-30,194.2929229736328
2010-08-31,190.98623657226562
2010-09-01,193.7518310546875
2010-09-02,196.95831298828125
2010-09-03,201.22694396972656
2010-09-06,198.8822479248047
2010-09-07,195.3951873779297
2010-09-08,195.59556579589844
2010-09-09,199.48342895507812
2010-09-13,203.6117706298828
2010-09-14,202.58970642089844
2010-09-15,201.36724853515625
2010-09-16,200.28501892089844
2010-09-17,200.80609130859375
2010-09-20,203.97250366210938
2010-09-21,200.5054931640625
2010-09-22,199.92430114746094
2010-09-23,198.78201293945312
2010-09-24,197.0585174560547
2010-09-27,194.23281860351562
2010-09-28,194.2528533935547
2010-09-29,194.07247924804688
2010-09-30,188.72166442871094
2010-10-01,192.1886749267578
2010-10-04,192.0684356689453
2010-10-05,191.6475830078125
2010-10-06,192.24880981445312
2010-10-07,190.34495544433594
2010-10-08,186.55731201171875
2010-10-11,188.7016143798828
2010-10-12,188.86196899414062
2010-10-13,189.34292602539062
2010-10-14,187.19859313964844
2010-10-15,190.52532958984375
2010-10-18,187.90000915527344
2010-10-19,186.65748596191406
2010-10-20,184.31277465820312
2010-10-21,184.8939208984375
2010-10-22,186.23663330078125
2010-10-25,186.57733154296875
2010-10-26,175.57510375976562
2010-10-27,169.98379516601562
2010-10-28,169.4426727294922
2010-10-29,164.61293029785156
2010-11-01,157.21795654296875
2010-11-02,156.45643615722656
2010-11-03,158.64083862304688
2010-11-04,160.063720703125
2010-11-08,158.60073852539062
2010-11-09,155.17381286621094
2010-11-10,156.93739318847656
2010-11-11,157.23800659179688
2010-11-12,154.59263610839844
2010-11-15,156.23597717285156
2010-11-16,152.1276397705078
2010-11-18,146.69667053222656
2010-11-19,144.8529510498047
2010-11-22,147.45819091796875
2010-11-23,144.95318603515625
2010-11-24,144.75274658203125
2010-11-25,139.80271911621094
2010-11-26,138.56021118164062
2010-11-29,139.42196655273438
2010-11-30,139.88290405273438
2010-12-01,141.8468780517578
2010-12-02,143.6505126953125
2010-12-03,142.26773071289062
2010-12-06,141.00515747070312
2010-12-07,141.3258056640625
2010-12-08,141.8668975830078
2010-12-09,137.0572052001953
2010-12-10,138.6804656982422
2010-12-13,142.12742614746094
2010-12-14,147.95924377441406
2010-12-15,147.3780517578125
2010-12-16,153.22991943359375
2010-12-20,157.39834594726562
2010-12-21,163.31027221679688
2010-12-22,161.68699645996094
2010-12-23,161.5266876220703
2010-12-24,167.59893798828125
2010-12-27,168.22021484375
2010-12-28,170.64511108398438
2010-12-29,171.6872100830078
2010-12-30,172.6090545654297
2010-12-31,173.9317626953125
2011-01-03,168.66110229492188
2011-01-04,167.65908813476562
2011-01-05,162.22808837890625
2011-01-06,164.33236694335938
2011-01-07,159.0216064453125
2011-01-10,152.66876220703125
2011-01-11,151.44627380371094
2011-01-12,151.6466827392578
2011-01-13,151.82704162597656
2011-01-14,148.68067932128906
2011-01-17,146.95721435546875
2011-01-18,149.08148193359375
2011-01-19,149.96328735351562
2011-01-20,150.0033721923828
2011-01-21,152.52845764160156
2011-01-24,154.21185302734375
2011-01-25,151.84707641601562
2011-01-27,151.10557556152344
2011-01-28,143.4501190185547
2011-01-31,148.42015075683594
2011-02-01,148.52035522460938
2011-02-02,143.5302734375
2011-02-03,144.21168518066406
2011-02-04,144.4320831298828
2011-02-07,144.95318603515625
2011-02-08,142.50819396972656
2011-02-09,136.9970703125
2011-02-10,136.37583923339844
2011-02-11,141.00515747070312
2011-02-14,148.6205596923828
2011-02-15,144.4521484375
2011-02-16,142.9490966796875
2011-02-17,142.62843322753906
2011-02-18,140.8648681640625
2011-02-21,140.52420043945312
2011-02-22,142.84889221191406
2011-02-23,146.7167205810547
2011-02-24,147.9993133544922
2011-02-25,141.88694763183594
2011-02-28,146.5163116455078
2011-03-01,152.4483184814453
2011-03-03,149.72279357910156
2011-03-04,144.61245727539062
2011-03-07,141.18553161621094
2011-03-08,142.2276153564453
2011-03-09,142.38795471191406
2011-03-10,148.23980712890625
2011-03-11,143.55029296875
2011-03-14,143.41001892089844
2011-03-15,142.40798950195312
2011-03-16,142.62843322753906
2011-03-17,141.3458709716797
2011-03-18,140.1835174560547
2011-03-21,140.1234130859375
2011-03-22,140.023193359375
2011-03-23,144.69259643554688
2011-03-24,142.6685333251953
2011-03-25,149.14161682128906
2011-03-28,148.9612579345703
2011-03-29,143.73069763183594
2011-03-30,143.2096405029297
2011-03-31,139.3017120361328
2011-04-01,142.8889617919922
2011-04-04,144.21168518066406
2011-04-05,146.1756134033203
2011-04-06,156.0556182861328
2011-04-07,155.73495483398438
2011-04-08,155.17381286621094
2011-04-11,152.7288818359375
2011-04-13,154.33212280273438
2011-04-15,153.24993896484375
2011-04-18,151.32606506347656
2011-04-19,148.11956787109375
2011-04-20,149.76287841796875
2011-04-21,151.686767578125
2011-04-25,152.5885772705078
2011-04-26,152.96934509277344
2011-04-27,152.78900146484375
2011-04-28,154.23191833496094
2011-04-29,152.34811401367188
2011-05-02,152.84913635253906
2011-05-03,147.4381866455078
2011-05-04,146.69667053222656
2011-05-05,146.31590270996094
2011-05-06,151.12564086914062
2011-05-09,149.10153198242188
2011-05-10,147.57846069335938
2011-05-11,147.71873474121094
2011-05-12,147.7788543701172
2011-05-13,151.7669219970703
2011-05-16,148.29991149902344
2011-05-17,146.7367706298828
2011-05-18,146.61651611328125
2011-05-19,148.50033569335938
2011-05-20,148.23980712890625
2011-05-23,144.37197875976562
2011-05-24,145.37400817871094
2011-05-25,142.28775024414062
2011-05-26,141.9671173095703
2011-05-27,146.4962615966797
2011-05-30,143.5904083251953
2011-05-31,143.51023864746094
2011-06-01,143.9711456298828
2011-06-02,144.33189392089844
2011-06-03,145.81491088867188
2011-06-06,145.81491088867188
2011-06-07,146.09548950195312
2011-06-08,145.85496520996094
2011-06-09,146.35601806640625
2011-06-10,145.81491088867188
2011-06-13,146.19564819335938
2011-06-14,145.63453674316406
2011-06-15,144.07138061523438
2011-06-16,144.33189392089844
2011-06-17,142.40798950195312
2011-06-20,139.0010986328125
2011-06-21,138.5201416015625
2011-06-22,136.33570861816406
2011-06-23,135.65435791015625
2011-06-24,134.51202392578125
2011-06-27,135.4339141845703
2011-06-28,135.9148712158203
2011-06-29,138.01914978027344
2011-06-30,139.70252990722656
2011-07-01,140.74462890625
2011-07-04,140.7646942138672
2011-07-05,142.64849853515625
2011-07-06,147.7788543701172
2011-07-07,145.61447143554688
2011-07-08,148.1395721435547
2011-07-11,149.94322204589844
2011-07-12,149.4422149658203
2011-07-13,149.62258911132812
2011-07-14,152.2965850830078
2011-07-15,152.05352783203125
2011-07-18,152.31686401367188
2011-07-19,154.646484375
2011-07-20,153.32974243164062
2011-07-21,150.85833740234375
2011-07-22,151.58758544921875
2011-07-25,156.6925048828125
2011-07-26,154.20079040527344
2011-07-27,154.5654296875
2011-07-28,153.61334228515625
2011-07-29,154.5046844482422
2011-08-01,151.93194580078125
2011-08-02,149.27821350097656
2011-08-03,149.70361328125
2011-08-04,149.90618896484375
2011-08-05,146.7054901123047
2011-08-08,146.8472900390625
2011-08-09,146.82705688476562
2011-08-10,146.7257537841797
2011-08-11,145.1051483154297
2011-08-12,146.0167694091797
2011-08-16,147.88043212890625
2011-08-17,145.24693298339844
2011-08-18,141.96522521972656
2011-08-19,141.31698608398438
2011-08-22,142.24884033203125
2011-08-23,141.70187377929688
2011-08-24,140.32437133789062
2011-08-25,142.43115234375
2011-08-26,138.31884765625
2011-08-29,143.38327026367188
2011-08-30,140.72950744628906
2011-09-02,140.1420440673828
2011-09-05,140.9523468017578
2011-09-06,141.96522521972656
2011-09-07,142.49192810058594
2011-09-08,137.48831176757812
2011-09-09,137.2451934814453
2011-09-12,136.53619384765625
2011-09-13,132.4644012451172
2011-09-14,129.02064514160156
2011-09-15,135.6448516845703
2011-09-16,133.8013916015625
2011-09-19,133.49755859375
2011-09-20,133.13291931152344
2011-09-21,132.4644012451172
2011-09-22,130.66148376464844
2011-09-23,129.9929962158203
2011-09-26,125.15143585205078
2011-09-27,128.45343017578125
2011-09-28,131.75540161132812
2011-09-29,136.37411499023438
2011-09-30,136.65774536132812
2011-10-03,131.37051391601562
2011-10-04,128.59521484375
2011-10-05,128.2710723876953
2011-10-07,128.12928771972656
2011-10-10,128.83828735351562
2011-10-11,127.64309692382812
2011-10-12,128.3521270751953
2011-10-13,128.31161499023438
2011-10-14,129.28396606445312
2011-10-17,131.73512268066406
2011-10-18,130.58045959472656
2011-10-19,135.40176391601562
2011-10-20,135.23971557617188
2011-10-21,132.86956787109375
2011-10-24,129.70936584472656
2011-10-25,134.0242462158203
2011-10-28,139.71664428710938
2011-10-31,137.9542236328125
2011-11-01,133.35574340820312
2011-11-02,133.03164672851562
2011-11-03,133.55833435058594
2011-11-04,133.6393585205078
2011-11-08,132.72776794433594
2011-11-09,133.6798553466797
2011-11-11,133.7001190185547
2011-11-14,133.7001190185547
2011-11-15,128.574951171875
2011-11-16,124.30060577392578
2011-11-17,124.60444641113281
2011-11-18,123.59156799316406
2011-11-21,122.27483367919922
2011-11-22,122.88257598876953
2011-11-23,121.3429946899414
2011-11-24,118.28409576416016
2011-11-25,119.01337432861328
2011-11-28,121.3429946899414
2011-11-29,122.11280059814453
2011-11-30,124.15878295898438
2011-12-01,123.2876968383789
2011-12-02,125.59707641601562
2011-12-05,122.35587310791016
2011-12-07,121.95071411132812
2011-12-08,121.88995361328125
2011-12-09,122.13304901123047
2011-12-12,119.25645446777344
2011-12-13,116.64321899414062
2011-12-14,119.2969741821289
2011-12-15,121.24170684814453
2011-12-16,117.89920806884766
2011-12-19,111.8421859741211
2011-12-20,113.58433532714844
2011-12-21,113.44253540039062
2011-12-22,119.07413482666016
2011-12-23,122.37613677978516
2011-12-26,126.26559448242188
2011-12-27,121.52532196044922
2011-12-28,120.10728454589844
2011-12-29,120.67449188232422
2011-12-30,123.08513641357422
2012-01-02,117.33197784423828
2012-01-03,118.4664077758789
2012-01-04,116.17729949951172
2012-01-05,117.45353698730469
2012-01-06,118.04100799560547
2012-01-09,118.93232727050781
2012-01-10,120.24909210205078
2012-01-11,120.20858001708984
2012-01-12,115.38726043701172
2012-01-13,118.56770324707031
2012-01-16,117.23070526123047
2012-01-17,121.16068267822266
2012-01-18,117.61558532714844
2012-01-19,121.52532196044922
2012-01-20,119.19569396972656
2012-01-23,117.79791259765625
2012-01-24,121.56582641601562
2012-01-25,120.77578735351562
2012-01-27,121.36325073242188
2012-01-30,119.5400619506836
2012-01-31,122.15328979492188
2012-02-01,120.49217987060547
2012-02-02,119.78314971923828
2012-02-03,120.7352523803711
2012-02-06,122.63947296142578
2012-02-07,121.7886734008789
2012-02-08,127.29871368408203
2012-02-09,124.15878295898438
2012-02-10,123.57131958007812
2012-02-13,122.29508972167969
2012-02-14,129.60809326171875
2012-02-15,130.88430786132812
2012-02-16,130.33737182617188
2012-02-17,129.60809326171875
2012-02-21,133.61911010742188
2012-02-22,127.98748016357422
2012-02-23,124.76652526855469
2012-02-24,122.27483367919922
2012-02-27,118.18280029296875
2012-02-28,121.84943389892578
2012-02-29,120.33012390136719
2012-03-01,118.24358367919922
2012-03-02,117.83843231201172
2012-03-05,117.00787353515625
2012-03-06,114.98210906982422
2012-03-07,113.17918395996094
2012-03-09,112.69300079345703
2012-03-12,111.61935424804688
2012-03-13,112.06501770019531
2012-03-14,111.39651489257812
2012-03-15,109.85693359375
2012-03-16,108.07427215576172
2012-03-19,108.96561431884766
2012-03-20,108.78329467773438
2012-03-21,109.8974609375
2012-03-22,108.7630386352539
2012-03-23,113.8882064819336
2012-03-26,111.59909057617188
2012-03-27,115.97472381591797
2012-03-28,112.89558410644531
2012-03-29,115.04287719726562
2012-03-30,122.05199432373047
2012-04-02,120.5124282836914
2012-04-03,121.40377044677734
2012-04-04,119.35774230957031
2012-04-09,119.96548461914062
2012-04-10,118.04100799560547
2012-04-11,116.66349029541016
2012-04-12,117.06863403320312
2012-04-13,116.2988510131836
2012-04-16,118.56770324707031
2012-04-17,117.61558532714844
2012-04-18,115.54931640625
2012-04-19,116.62297058105469
2012-04-20,116.07603454589844
2012-04-23,117.47378540039062
2012-04-24,117.63585662841797
2012-04-25,118.50692749023438
2012-04-26,117.63585662841797
2012-04-27,119.1551742553711
2012-04-30,117.93971252441406
2012-05-02,118.24358367919922
2012-05-03,117.49403381347656
2012-05-04,118.36511993408203
2012-05-07,112.63221740722656
2012-05-08,110.66724395751953
2012-05-09,111.41677856445312
2012-05-10,110.10003662109375
2012-05-11,109.79617309570312
2012-05-14,107.58808898925781
2012-05-15,115.10365295410156
2012-05-16,111.88269805908203
2012-05-17,112.08527374267578
2012-05-18,110.10003662109375
2012-05-21,109.65436553955078
2012-05-22,109.53280639648438
2012-05-23,108.07427215576172
2012-05-24,106.17005920410156
2012-05-25,108.03375244140625
2012-05-28,109.43153381347656
2012-05-29,107.7096176147461
2012-05-30,107.64886474609375
2012-05-31,107.48680114746094
2012-06-01,107.60834503173828
2012-06-04,105.07614135742188
2012-06-05,106.17005920410156
2012-06-06,110.54569244384766
2012-06-07,110.20130157470703
2012-06-08,111.23445892333984
2012-06-11,109.49230194091797
2012-06-12,112.04476165771484
2012-06-13,114.75928497314453
2012-06-14,111.49779510498047
2012-06-15,110.14054870605469
2012-06-18,106.55494689941406
2012-06-19,109.69488525390625
2012-06-20,110.80904388427734
2012-06-21,111.65986633300781
2012-06-22,113.46279907226562
2012-06-25,116.33936309814453
2012-06-26,116.74451446533203
2012-06-27,116.56221008300781
2012-06-28,114.02999877929688
2012-06-29,121.97097778320312
2012-07-02,119.92497253417969
2012-07-03,118.22332000732422
2012-07-04,119.27669525146484
2012-07-05,119.2159423828125
2012-07-06,122.88257598876953
2012-07-09,124.30060577392578
2012-07-10,125.57682037353516
2012-07-11,126.5086669921875
2012-07-12,127.062744140625
2012-07-13,128.68382263183594
2012-07-16,127.2474136352539
2012-07-17,125.31848907470703
2012-07-18,124.33350372314453
2012-07-19,124.02569580078125
2012-07-20,122.73291778564453
2012-07-23,119.32652282714844
2012-07-24,119.88056182861328
2012-07-25,119.34703826904297
2012-07-26,117.97216796875
2012-07-27,116.2279281616211
2012-07-30,114.48368835449219
2012-07-31,116.20740509033203
2012-08-01,116.35104370117188
2012-08-02,115.59178161621094
2012-08-03,114.99669647216797
2012-08-06,116.1458511352539
2012-08-07,118.56724548339844
2012-08-08,116.69990539550781
2012-08-09,117.31551361083984
2012-08-10,119.40859985351562
2012-08-13,121.41960144042969
2012-08-14,121.46063995361328
2012-08-16,121.46063995361328
2012-08-17,123.08175659179688
2012-08-21,121.13230895996094
2012-08-22,124.06674194335938
2012-08-23,121.70686340332031
2012-08-24,118.89558410644531
2012-08-27,117.7874755859375
2012-08-28,115.53022766113281
2012-08-29,113.99119567871094
2012-08-30,113.3960952758789
2012-08-31,111.46717834472656
2012-09-03,110.79000854492188
2012-09-04,110.6053237915039
2012-09-05,109.6408462524414
2012-09-06,112.96517181396484
2012-09-07,114.83252716064453
2012-09-10,114.81201934814453
2012-09-11,115.71492004394531
2012-09-12,116.24844360351562
2012-09-13,117.04874420166016
2012-09-14,115.03773498535156
2012-09-17,115.81752014160156
2012-09-18,115.94062805175781
2012-09-20,116.88457489013672
2012-09-21,119.79846954345703
2012-09-24,117.00770568847656
2012-09-25,118.69038391113281
2012-09-26,118.83402252197266
2012-09-27,119.24443054199219
2012-09-28,118.7724609375
2012-10-01,118.07477569580078
2012-10-03,116.82301330566406
2012-10-04,115.71492004394531
2012-10-05,115.65335083007812
2012-10-08,115.9611587524414
2012-10-09,114.68888854980469
2012-10-10,114.44264221191406
2012-10-11,114.5862808227539
2012-10-12,115.30451202392578
2012-10-15,116.57676696777344
2012-10-16,117.5412368774414
2012-10-17,117.7874755859375
2012-10-18,118.85455322265625
2012-10-19,118.54673767089844
2012-10-22,117.7874755859375
2012-10-23,118.7314224243164
2012-10-25,115.69438171386719
2012-10-29,114.13484191894531
2012-10-30,112.431640625
2012-10-31,113.3755874633789
2012-11-01,114.15534973144531
2012-11-02,113.60130310058594
2012-11-05,116.9461441040039
2012-11-06,115.1813735961914
2012-11-07,114.87357330322266
2012-11-08,115.69438171386719
2012-11-09,114.50419616699219
2012-11-12,114.05274963378906
2012-11-15,114.13484191894531
2012-11-16,115.34554290771484
2012-11-19,116.80249786376953
2012-11-20,118.89558410644531
2012-11-21,124.99016571044922
2012-11-22,122.83551025390625
2012-11-23,124.18987274169922
2012-11-26,133.17784118652344
2012-11-27,131.16683959960938
2012-11-29,132.623779296875
2012-11-30,132.9315643310547
2012-12-03,139.4160614013672
2012-12-04,136.35850524902344
2012-12-05,135.39405822753906
2012-12-06,131.59774780273438
2012-12-07,131.18734741210938
2012-12-10,134.45010375976562
2012-12-11,133.3214569091797
2012-12-12,134.9220733642578
2012-12-13,132.8289794921875
2012-12-14,134.01918029785156
2012-12-17,134.203857421875
2012-12-18,134.69635009765625
2012-12-19,134.1422882080078
2012-12-20,134.7579345703125
2012-12-21,133.6292724609375
2012-12-24,137.79493713378906
2012-12-26,141.44757080078125
2012-12-27,142.06320190429688
2012-12-28,140.2573699951172
2012-12-31,138.12326049804688
2013-01-01,139.5186309814453
2013-01-02,139.3544921875
2013-01-03,140.13426208496094
2013-01-04,137.81546020507812
2013-01-07,137.8565216064453
2013-01-08,141.1397705078125
2013-01-09,138.28741455078125
2013-01-10,136.93307495117188
2013-01-11,135.35301208496094
2013-01-14,135.00413513183594
2013-01-15,136.5021514892578
2013-01-16,136.15330505371094
2013-01-17,136.31747436523438
2013-01-18,133.01368713378906
2013-01-21,134.18331909179688
2013-01-22,131.3104705810547
2013-01-23,128.642822265625
2013-01-24,126.50868225097656
2013-01-25,128.29396057128906
2013-01-28,126.44711303710938
2013-01-29,124.18987274169922
2013-01-30,124.10777282714844
2013-01-31,124.76443481445312
2013-02-01,123.51268005371094
2013-02-04,122.01467895507812
2013-02-05,121.48117065429688
2013-02-06,121.66584777832031
2013-02-07,121.13230895996094
2013-02-08,121.17337036132812
2013-02-11,122.07624816894531
2013-02-12,121.13230895996094
2013-02-13,122.30197143554688
2013-02-14,119.22392272949219
2013-02-15,120.39356994628906
2013-02-18,122.81498718261719
2013-02-19,121.93260192871094
2013-02-20,120.9271011352539
2013-02-21,119.05974578857422
2013-02-22,120.18836212158203
2013-02-25,116.80249786376953
2013-02-26,113.12934112548828
2013-02-27,113.3755874633789
2013-02-28,115.14033508300781
2013-03-01,118.42362213134766
2013-03-04,113.51921844482422
2013-03-05,114.64784240722656
2013-03-06,113.21141052246094
2013-03-07,113.12934112548828
2013-03-08,112.431640625
2013-03-11,112.02123260498047
2013-03-12,112.10331726074219
2013-03-13,109.59980773925781
2013-03-14,110.33854675292969
2013-03-15,109.8255386352539
2013-03-18,111.24144744873047
2013-03-19,109.59980773925781
2013-03-20,106.19341278076172
2013-03-21,105.37260437011719
2013-03-22,104.10032653808594
2013-03-25,102.54076385498047
2013-03-26,103.44367980957031
2013-03-28,105.45468139648438
2013-04-01,109.84605407714844
2013-04-02,109.76398468017578
2013-04-03,109.8255386352539
2013-04-04,107.97869873046875
2013-04-05,107.93765258789062
2013-04-08,106.72694396972656
2013-04-09,109.51774597167969
2013-04-10,106.21394348144531
2013-04-11,108.16337585449219
2013-04-12,107.19892120361328
2013-04-15,106.68590545654297
2013-04-16,106.41914367675781
2013-04-17,105.41364288330078
2013-04-18,106.62434387207031
2013-04-22,105.37260437011719
2013-04-23,106.25498962402344
2013-04-25,103.87460327148438
2013-04-26,102.82804870605469
