Date,TAKE
2007-08-27,76.00135040283203
2007-08-28,76.92418670654297
2007-08-29,77.3333969116211
2007-08-30,75.8301773071289
2007-08-31,75.24556732177734
2007-09-03,74.9115219116211
2007-09-04,83.37562561035156
2007-09-05,82.76178741455078
2007-09-06,83.11251831054688
2007-09-07,82.49037170410156
2007-09-10,82.7742919921875
2007-09-11,82.85782623291016
2007-09-12,86.19417572021484
2007-09-13,85.51771545410156
2007-09-14,86.35284423828125
2007-09-17,85.76824188232422
2007-09-18,90.27800750732422
2007-09-19,90.44500732421875
2007-09-20,84.3485336303711
2007-09-21,84.09797668457031
2007-09-24,87.43852233886719
2007-09-25,86.05220031738281
2007-09-26,86.35284423828125
2007-09-27,88.09829711914062
2007-09-28,85.60124206542969
2007-10-01,86.85392761230469
2007-10-03,84.76611328125
2007-10-04,84.23995971679688
2007-10-05,95.20526885986328
2007-10-08,87.68489837646484
2007-10-09,93.86906433105469
2007-10-10,100.88833618164062
2007-10-11,97.7106704711914
2007-10-12,95.62284851074219
2007-10-15,98.96336364746094
2007-10-16,98.51239776611328
2007-10-17,99.84443664550781
2007-10-18,98.5457992553711
2007-10-19,95.09669494628906
2007-10-22,91.94407653808594
2007-10-23,100.21607208251953
2007-10-24,97.05924987792969
2007-10-25,100.22442626953125
2007-10-26,102.16193389892578
2007-10-29,101.05122375488281
2007-10-30,100.47080993652344
2007-10-31,101.4687728881836
2007-11-01,101.05122375488281
2007-11-02,100.21607208251953
2007-11-05,101.55647277832031
2007-11-06,101.86963653564453
2007-11-07,101.05122375488281
2007-11-08,96.04875183105469
2007-11-12,89.91887664794922
2007-11-13,92.69985961914062
2007-11-14,92.82514953613281
2007-11-15,91.8647232055664
2007-11-16,90.19448852539062
2007-11-19,91.8647232055664
2007-11-20,91.69772338867188
2007-11-21,87.78929138183594
2007-11-22,85.03335571289062
2007-11-23,85.83506774902344
2007-11-26,84.32347869873047
2007-11-27,87.68489837646484
2007-11-28,85.01666259765625
2007-11-29,86.00209045410156
2007-11-30,88.35718536376953
2007-12-03,90.76652526855469
2007-12-04,93.49324035644531
2007-12-05,92.44933319091797
2007-12-06,97.25970458984375
2007-12-07,96.90059661865234
2007-12-10,95.27622985839844
2007-12-11,97.64386749267578
2007-12-12,99.22228240966797
2007-12-13,98.12825775146484
2007-12-14,95.31803131103516
2007-12-17,97.58123016357422
2007-12-18,94.7877197265625
2007-12-19,96.25337219238281
2007-12-20,96.59576416015625
2007-12-24,98.85480499267578
2007-12-26,99.93628692626953
2007-12-27,101.68173217773438
2007-12-28,103.91154479980469
2007-12-31,104.6047134399414
2008-01-01,104.94710540771484
2008-01-02,104.59637451171875
2008-01-03,106.45868682861328
2008-01-04,106.90967559814453
2008-01-07,104.85523223876953
2008-01-08,99.64398956298828
2008-01-09,102.28303527832031
2008-01-10,97.61881256103516
2008-01-11,97.2304916381836
2008-01-14,93.74796295166016
2008-01-15,93.95674133300781
2008-01-16,93.91497802734375
2008-01-17,94.22399139404297
2008-01-18,94.70419311523438
2008-01-21,89.45956420898438
2008-01-22,81.60928344726562
2008-01-23,89.77689361572266
2008-01-24,85.07508850097656
2008-01-25,83.60943603515625
2008-01-28,83.45077514648438
2008-01-29,82.97891998291016
2008-01-30,80.79084777832031
2008-01-31,83.37977600097656
2008-02-01,83.04154205322266
2008-02-04,83.51339721679688
2008-02-05,91.13816833496094
2008-02-06,87.9103775024414
2008-02-07,87.32579040527344
2008-02-08,91.40126037597656
2008-02-11,83.51339721679688
2008-02-12,80.73658752441406
2008-02-13,82.09365844726562
2008-02-14,83.28791809082031
2008-02-15,81.8974380493164
2008-02-18,83.19185638427734
2008-02-19,85.43419647216797
2008-02-20,83.88919830322266
2008-02-21,84.80786895751953
2008-02-22,82.25233459472656
2008-02-25,80.12691497802734
2008-02-26,81.21259307861328
2008-02-27,79.40872955322266
2008-02-28,79.33771514892578
2008-02-29,77.78020477294922
2008-03-03,72.28919219970703
2008-03-04,67.83794403076172
2008-03-05,67.75440216064453
2008-03-07,64.34288787841797
2008-03-10,64.7520980834961
2008-03-11,68.58119201660156
2008-03-12,74.24340057373047
2008-03-13,67.37442779541016
2008-03-14,68.87351989746094
2008-03-17,69.05723571777344
2008-03-18,70.53958129882812
2008-03-19,68.22627258300781
2008-03-24,65.66241455078125
2008-03-25,63.89191436767578
2008-03-26,64.91497802734375
2008-03-27,63.916969299316406
2008-03-28,64.47651672363281
2008-03-31,64.44310760498047
2008-04-01,67.21578216552734
2008-04-02,68.48516082763672
2008-04-03,67.81706237792969
2008-04-04,66.86082458496094
2008-04-07,65.04023742675781
2008-04-08,63.72072219848633
2008-04-09,61.91266632080078
2008-04-10,66.19689178466797
2008-04-11,66.76058959960938
2008-04-15,67.62079620361328
2008-04-16,67.78365325927734
2008-04-17,69.88818359375
2008-04-21,67.3410415649414
2008-04-22,68.68976593017578
2008-04-23,68.08011627197266
2008-04-24,65.68744659423828
2008-04-25,64.91078186035156
2008-04-28,62.74361038208008
2008-04-29,62.6099967956543
2008-04-30,62.89811706542969
2008-05-02,62.442955017089844
2008-05-05,61.699684143066406
2008-05-06,59.17342758178711
2008-05-07,59.95844650268555
2008-05-08,63.51610565185547
2008-05-09,62.92316818237305
2008-05-12,61.07333755493164
2008-05-13,61.75398635864258
2008-05-14,61.21532440185547
2008-05-15,59.787235260009766
2008-05-16,60.363502502441406
2008-05-20,60.630714416503906
2008-05-21,61.202796936035156
2008-05-22,61.79156494140625
2008-05-23,60.96060562133789
