Date,AUBANK
2018-01-03,332.2511291503906
2018-01-04,334.8556213378906
2018-01-05,346.98480224609375
2018-01-08,353.21063232421875
2018-01-09,346.96002197265625
2018-01-10,347.0343933105469
2018-01-11,351.9952392578125
2018-01-12,349.8372802734375
2018-01-15,351.226318359375
2018-01-16,348.59710693359375
2018-01-17,351.7472229003906
2018-01-18,351.2759094238281
2018-01-19,357.3777160644531
2018-01-22,355.542236328125
2018-01-23,353.45867919921875
2018-01-24,347.1832275390625
2018-01-25,339.4443359375
2018-01-29,341.552734375
2018-01-30,336.98876953125
2018-01-31,325.7028503417969
2018-02-01,328.8529968261719
2018-02-02,317.0958557128906
2018-02-05,307.0501708984375
2018-02-06,299.36090087890625
2018-02-07,301.6180419921875
2018-02-08,299.36090087890625
2018-02-09,294.42486572265625
2018-02-12,296.18597412109375
2018-02-14,294.64813232421875
2018-02-15,293.01104736328125
2018-02-16,289.21600341796875
2018-02-19,285.0489196777344
2018-02-20,285.7186584472656
2018-02-21,287.6285705566406
2018-02-22,285.6194152832031
2018-02-23,285.6690368652344
2018-02-26,293.9535827636719
2018-02-27,291.671630859375
2018-02-28,293.2838439941406
2018-03-01,296.731689453125
2018-03-05,291.0762939453125
2018-03-06,289.48883056640625
2018-03-07,284.2055969238281
2018-03-08,290.431396484375
2018-03-09,291.9692687988281
2018-03-12,288.44708251953125
2018-03-13,289.3896179199219
2018-03-14,288.05023193359375
2018-03-15,295.5162658691406
2018-03-16,288.27349853515625
2018-03-19,288.1246032714844
2018-03-20,287.3309020996094
2018-03-21,289.9601745605469
2018-03-22,287.4549560546875
2018-03-23,285.495361328125
2018-03-26,293.01104736328125
2018-03-27,308.9104919433594
2018-03-28,306.6037292480469
2018-04-02,318.6584777832031
2018-04-03,312.1349792480469
2018-04-04,315.45880126953125
2018-04-05,323.8673400878906
2018-04-06,326.14935302734375
2018-04-09,335.92218017578125
2018-04-10,333.0448913574219
2018-04-11,330.21722412109375
2018-04-12,336.0710144042969
2018-04-13,328.5801696777344
2018-04-16,328.3321533203125
2018-04-17,322.0814514160156
2018-04-18,326.2734069824219
2018-04-19,322.9000244140625
2018-04-20,324.4130554199219
2018-04-23,325.8268737792969
2018-04-24,346.3894958496094
2018-04-25,347.97698974609375
2018-04-26,365.7615051269531
2018-04-27,362.9586486816406
2018-04-30,358.0970458984375
2018-05-02,351.64801025390625
2018-05-03,346.1910705566406
2018-05-04,336.5174560546875
2018-05-07,333.1937561035156
2018-05-08,326.2237548828125
2018-05-09,344.6780090332031
2018-05-10,350.03570556640625
2018-05-11,352.7641296386719
2018-05-14,345.546142578125
2018-05-15,345.3973083496094
2018-05-16,347.8777160644531
2018-05-17,344.7772521972656
2018-05-18,342.64410400390625
2018-05-21,349.53961181640625
2018-05-22,343.95867919921875
2018-05-23,351.8216247558594
2018-05-24,345.670166015625
2018-05-25,345.2485046386719
2018-05-28,340.36212158203125
2018-05-29,338.9978942871094
2018-05-30,342.02398681640625
2018-05-31,345.9182434082031
2018-06-01,345.9678649902344
2018-06-04,346.7863464355469
2018-06-05,341.52783203125
2018-06-06,346.6127624511719
2018-06-07,349.5892333984375
2018-06-08,347.1832275390625
2018-06-11,345.1492919921875
2018-06-12,357.5761413574219
2018-06-13,354.7732849121094
2018-06-14,357.50177001953125
2018-06-15,353.08660888671875
2018-06-18,353.43389892578125
2018-06-19,355.4181823730469
2018-06-20,351.6231689453125
2018-06-21,342.4704284667969
2018-06-22,337.4848327636719
2018-06-25,341.7511291503906
2018-06-26,340.5357360839844
2018-06-27,331.9783020019531
2018-06-28,328.90264892578125
2018-06-29,325.3059997558594
2018-07-02,329.770751953125
2018-07-03,332.67279052734375
2018-07-04,337.4351806640625
2018-07-05,331.9783020019531
2018-07-06,337.0135192871094
2018-07-09,316.326904296875
2018-07-10,317.071044921875
2018-07-11,316.40130615234375
2018-07-12,321.7590026855469
2018-07-13,315.63238525390625
2018-07-16,314.98748779296875
2018-07-17,314.98748779296875
2018-07-18,315.5331726074219
2018-07-19,312.2838439941406
2018-07-20,313.5240783691406
2018-07-23,318.4600830078125
2018-07-24,317.96405029296875
2018-07-25,316.10369873046875
2018-07-26,317.4927062988281
2018-07-27,315.7068176269531
2018-07-30,317.8664855957031
2018-07-31,319.6785888671875
2018-08-01,319.8027038574219
2018-08-02,326.3810119628906
2018-08-03,326.331298828125
2018-08-06,326.62921142578125
2018-08-07,327.42352294921875
2018-08-08,324.56884765625
2018-08-09,320.0013122558594
2018-08-10,344.4028625488281
2018-08-13,342.26806640625
2018-08-14,338.8424072265625
2018-08-16,346.3887939453125
2018-08-17,345.271728515625
2018-08-20,341.7467956542969
2018-08-21,347.3072509765625
2018-08-23,348.22576904296875
2018-08-24,347.4313659667969
2018-08-27,357.98138427734375
2018-08-28,356.98846435546875
2018-08-29,362.052490234375
2018-08-30,365.7760925292969
2018-08-31,364.95684814453125
2018-09-03,362.4745178222656
2018-09-04,356.1196594238281
2018-09-05,348.22576904296875
2018-09-06,337.6260681152344
2018-09-07,344.7752685546875
2018-09-10,337.6260681152344
2018-09-11,341.7467956542969
2018-09-12,344.7752685546875
2018-09-14,344.8000793457031
2018-09-17,338.7679443359375
2018-09-18,335.24298095703125
2018-09-19,335.59051513671875
2018-09-21,320.1998596191406
2018-09-24,306.2738342285156
2018-09-25,309.62506103515625
2018-09-26,306.7206726074219
2018-09-27,300.1175842285156
2018-09-28,285.12408447265625
2018-10-01,278.37213134765625
2018-10-03,280.3827819824219
2018-10-04,275.88970947265625
2018-10-05,273.4073791503906
2018-10-08,280.08489990234375
2018-10-09,282.79071044921875
2018-10-10,288.3759765625
2018-10-11,288.0780944824219
2018-10-12,306.7454528808594
2018-10-15,307.93701171875
2018-10-16,313.5471496582031
2018-10-17,295.92236328125
2018-10-19,267.8965148925781
2018-10-22,259.4068298339844
2018-10-23,262.88214111328125
2018-10-24,261.07000732421875
2018-10-25,263.70135498046875
2018-10-26,260.0770568847656
2018-10-29,262.4849853515625
2018-10-30,271.12359619140625
2018-10-31,275.840087890625
2018-11-01,279.86151123046875
2018-11-02,277.850830078125
2018-11-05,275.4429016113281
2018-11-06,272.6874694824219
2018-11-07,275.4429016113281
2018-11-09,273.3080139160156
2018-11-12,270.40374755859375
2018-11-13,266.50634765625
2018-11-14,286.3404846191406
2018-11-15,291.5037841796875
2018-11-16,296.7663879394531
2018-11-19,294.20953369140625
2018-11-20,292.2981262207031
2018-11-21,292.7449645996094
2018-11-22,292.4718933105469
2018-11-26,292.86907958984375
2018-11-27,302.3516845703125
2018-11-28,290.7093811035156
2018-11-29,290.5108337402344
2018-11-30,282.1204528808594
2018-12-03,293.71307373046875
2018-12-04,302.22760009765625
2018-12-05,303.8659362792969
2018-12-06,305.60357666015625
2018-12-07,303.5184020996094
2018-12-10,292.4718933105469
2018-12-11,295.7237854003906
2018-12-12,305.45465087890625
2018-12-13,310.2704162597656
2018-12-14,313.6960754394531
2018-12-17,317.3451843261719
2018-12-18,317.94097900390625
2018-12-19,318.9090270996094
2018-12-20,316.8238830566406
2018-12-21,316.178466796875
2018-12-24,301.0857238769531
2018-12-26,293.93646240234375
2018-12-27,295.62451171875
2018-12-28,288.99658203125
2018-12-31,308.85546875
2019-01-01,308.7810363769531
2019-01-02,307.93701171875
2019-01-03,308.48309326171875
2019-01-04,309.7243347167969
2019-01-07,306.0007629394531
2019-01-08,309.3271179199219
2019-01-09,313.1996154785156
2019-01-10,323.5758972167969
2019-01-11,323.7745056152344
2019-01-14,325.263916015625
2019-01-15,327.77105712890625
2019-01-16,322.08648681640625
2019-01-17,325.2142333984375
2019-01-18,308.9051513671875
2019-01-21,302.2027587890625
2019-01-22,295.54998779296875
2019-01-23,292.4718933105469
2019-01-24,292.000244140625
2019-01-25,292.6208801269531
2019-01-28,294.0357971191406
2019-01-29,294.8301086425781
2019-01-30,291.3299865722656
2019-01-31,290.0639953613281
2019-02-01,287.7305603027344
2019-02-04,284.8262634277344
2019-02-05,291.7023620605469
2019-02-06,298.9508361816406
2019-02-07,296.8905029296875
2019-02-08,290.9576721191406
2019-02-11,292.3974304199219
2019-02-12,286.8617858886719
2019-02-14,285.94329833984375
2019-02-15,285.4964904785156
2019-02-18,283.58502197265625
2019-02-19,281.0033874511719
2019-02-20,280.2090148925781
2019-02-21,286.1667175292969
2019-02-22,285.3723449707031
2019-02-25,284.80145263671875
2019-02-26,282.9644470214844
2019-02-27,282.9644470214844
2019-02-28,287.75537109375
2019-03-01,282.79071044921875
2019-03-05,288.5746154785156
2019-03-06,292.4967041015625
2019-03-07,288.2767333984375
2019-03-08,290.1881408691406
2019-03-11,289.5923767089844
2019-03-12,291.90093994140625
2019-03-13,301.16015625
2019-03-14,293.6386413574219
2019-03-15,303.2950134277344
2019-03-18,293.6634521484375
2019-03-19,287.5071716308594
2019-03-20,282.9644470214844
2019-03-22,279.4146728515625
2019-03-25,273.8790283203125
2019-03-26,276.16278076171875
2019-03-27,285.2481994628906
2019-03-28,292.09954833984375
2019-04-01,292.4718933105469
2019-04-02,303.14605712890625
2019-04-03,297.3125
2019-04-04,298.479248046875
2019-04-05,295.2769775390625
2019-04-08,289.2200012207031
2019-04-09,289.368896484375
2019-04-10,290.7093811035156
2019-04-11,293.0428771972656
2019-04-12,293.91168212890625
2019-04-15,297.1387634277344
2019-04-16,300.1175842285156
2019-04-18,306.2738342285156
2019-04-22,301.92974853515625
2019-04-23,302.6744384765625
2019-04-24,303.27020263671875
2019-04-25,310.3448791503906
2019-04-26,316.72454833984375
2019-04-30,320.0509338378906
2019-05-02,318.51190185546875
2019-05-03,313.42303466796875
2019-05-06,310.12152099609375
2019-05-07,317.4444885253906
2019-05-08,318.38775634765625
2019-05-09,313.100341796875
2019-05-10,320.24951171875
2019-05-13,320.9446105957031
2019-05-14,322.3843688964844
2019-05-15,323.07940673828125
2019-05-16,318.1147155761719
2019-05-17,327.6717834472656
2019-05-20,343.112060546875
2019-05-21,346.3639831542969
2019-05-22,341.2254943847656
2019-05-23,345.966796875
2019-05-24,338.54449462890625
2019-05-27,336.3104553222656
2019-05-28,344.8993835449219
2019-05-29,347.3817443847656
2019-05-30,347.6548156738281
2019-05-31,345.6192932128906
2019-06-03,345.7185363769531
2019-06-04,347.505859375
2019-06-06,349.7152099609375
2019-06-07,350.43499755859375
2019-06-10,350.8322448730469
2019-06-11,351.8003234863281
2019-06-12,349.9137268066406
2019-06-13,352.56988525390625
2019-06-14,350.43499755859375
2019-06-17,340.4559631347656
2019-06-18,340.0339660644531
2019-06-19,339.28924560546875
2019-06-20,334.4982604980469
2019-06-21,345.8675231933594
2019-06-24,343.90643310546875
2019-06-25,346.91009521484375
2019-06-26,344.3532409667969
2019-06-27,343.0624084472656
2019-06-28,349.6407165527344
2019-07-01,343.9560546875
2019-07-02,346.4632568359375
2019-07-03,345.37103271484375
2019-07-04,344.82489013671875
2019-07-05,339.0906677246094
2019-07-08,337.6260681152344
2019-07-09,329.558349609375
2019-07-10,326.0086364746094
2019-07-11,333.95220947265625
2019-07-12,331.0229797363281
2019-07-15,331.6683654785156
2019-07-16,333.4308776855469
2019-07-17,332.3385925292969
2019-07-18,332.6865234375
2019-07-19,327.71624755859375
2019-07-22,326.12579345703125
2019-07-23,326.32452392578125
2019-07-24,314.56982421875
2019-07-25,315.166259765625
2019-07-26,327.7659912109375
2019-07-29,326.5730895996094
2019-07-30,325.33050537109375
2019-07-31,337.1349182128906
2019-08-01,326.64764404296875
2019-08-02,332.4877624511719
2019-08-05,315.43963623046875
2019-08-06,327.49261474609375
2019-08-07,330.1268615722656
2019-08-08,332.53741455078125
2019-08-09,342.825927734375
2019-08-13,340.564453125
2019-08-14,345.5099182128906
2019-08-16,346.653076171875
2019-08-19,347.9205017089844
2019-08-20,345.9075012207031
2019-08-21,344.9631652832031
2019-08-22,333.80487060546875
2019-08-23,327.9150695800781
2019-08-26,336.7869873046875
2019-08-27,334.7491760253906
2019-08-28,332.73626708984375
2019-08-29,328.71026611328125
2019-08-30,334.8486022949219
2019-09-03,331.4439392089844
2019-09-04,334.7491760253906
2019-09-05,335.6190185546875
2019-09-06,331.5682373046875
2019-09-09,331.5931091308594
2019-09-11,329.33154296875
2019-09-12,332.4877624511719
2019-09-13,332.6617126464844
2019-09-16,331.4439392089844
2019-09-17,316.9306945800781
2019-09-18,324.93292236328125
2019-09-19,320.4844970703125
2019-09-20,320.3353576660156
2019-09-23,339.2225036621094
2019-09-24,332.98480224609375
2019-09-25,320.1116943359375
2019-09-26,325.1814270019531
2019-09-27,329.7789306640625
2019-09-30,327.7908020019531
2019-10-01,325.0074462890625
2019-10-03,322.99444580078125
2019-10-04,320.3602294921875
2019-10-07,324.5352783203125
2019-10-09,318.72003173828125
2019-10-10,317.4526062011719
2019-10-11,324.9825439453125
2019-10-14,319.937744140625
2019-10-15,319.8631591796875
2019-10-16,321.8016357421875
2019-10-17,322.0003967285156
2019-10-18,325.2559814453125
2019-10-22,342.5774230957031
2019-10-23,345.0625915527344
2019-10-24,338.8497314453125
2019-10-25,342.1549377441406
2019-10-27,341.4342346191406
2019-10-29,342.7513732910156
2019-10-30,342.85076904296875
2019-10-31,340.7881164550781
2019-11-01,342.1549377441406
2019-11-04,341.3597106933594
2019-11-05,335.3704833984375
2019-11-06,331.2948913574219
2019-11-07,340.5147399902344
2019-11-08,342.7016906738281
2019-11-11,357.06585693359375
2019-11-13,401.6741943359375
2019-11-14,415.54132080078125
2019-11-15,398.0210266113281
2019-11-18,397.72283935546875
2019-11-19,406.34625244140625
2019-11-20,405.77471923828125
2019-11-21,406.0729064941406
2019-11-22,398.7665710449219
2019-11-25,410.24798583984375
2019-11-26,398.990234375
2019-11-27,410.1982421875
2019-11-28,401.9972839355469
2019-11-29,409.4278564453125
2019-12-02,414.149658203125
2019-12-03,402.9913330078125
2019-12-04,403.8114318847656
2019-12-05,401.5499572753906
2019-12-06,401.5996398925781
2019-12-09,402.1463928222656
2019-12-10,396.5050964355469
2019-12-11,397.7477111816406
2019-12-12,397.3997802734375
2019-12-13,395.1631164550781
2019-12-16,395.2376708984375
2019-12-17,396.2069396972656
2019-12-18,394.74066162109375
2019-12-19,394.7655334472656
2019-12-20,396.380859375
2019-12-23,393.72174072265625
2019-12-24,389.9194641113281
2019-12-26,407.7628479003906
2019-12-27,399.6612243652344
2019-12-30,399.2387390136719
2019-12-31,399.1641845703125
2020-01-01,396.4802551269531
2020-01-02,395.5856018066406
2020-01-03,396.6045227050781
2020-01-06,393.3986511230469
2020-01-07,397.9713439941406
2020-01-08,415.4667663574219
2020-01-09,415.6904296875
2020-01-10,409.8752136230469
2020-01-13,416.759033203125
2020-01-14,421.28204345703125
2020-01-15,426.1777648925781
2020-01-16,436.1183166503906
2020-01-17,436.2674560546875
2020-01-20,440.3182067871094
2020-01-21,441.5359802246094
2020-01-22,440.8898010253906
2020-01-23,484.3798828125
2020-01-24,532.1692504882812
2020-01-27,507.98876953125
2020-01-28,518.7991333007812
2020-01-29,520.2157592773438
2020-01-30,520.7127685546875
2020-01-31,529.0130615234375
2020-02-03,518.8737182617188
2020-02-04,522.7754516601562
2020-02-05,544.5701293945312
2020-02-06,543.5264282226562
2020-02-07,560.69873046875
2020-02-10,559.5307006835938
2020-02-11,577.9953002929688
2020-02-12,572.3540649414062
2020-02-13,570.7138671875
2020-02-14,569.6204223632812
2020-02-17,566.7376708984375
2020-02-18,571.1611938476562
2020-02-19,579.386962890625
2020-02-20,583.810546875
2020-02-24,576.15625
2020-02-25,575.6094970703125
2020-02-26,585.97265625
2020-02-27,586.3206176757812
2020-02-28,577.9953002929688
2020-03-02,574.4415893554688
2020-03-03,583.6116943359375
2020-03-04,573.0747680664062
2020-03-05,583.8603515625
2020-03-06,563.5068969726562
2020-03-09,528.3670654296875
2020-03-11,511.6667785644531
2020-03-12,468.8725280761719
2020-03-13,478.7137756347656
2020-03-16,457.2917785644531
2020-03-17,419.0205383300781
2020-03-18,339.9432067871094
2020-03-19,309.07763671875
2020-03-20,322.1744079589844
2020-03-23,289.9668884277344
2020-03-24,260.9900817871094
2020-03-25,235.14453125
2020-03-26,246.89927673339844
2020-03-27,259.2256164550781
2020-03-30,246.37741088867188
2020-03-31,251.1737518310547
2020-04-01,239.24505615234375
2020-04-03,231.34228515625
2020-04-07,237.77879333496094
2020-04-08,238.72315979003906
2020-04-09,246.72531127929688
2020-04-13,248.390380859375
2020-04-15,249.63296508789062
2020-04-16,255.52273559570312
2020-04-17,268.2964172363281
2020-04-20,281.21917724609375
2020-04-21,278.3115234375
2020-04-22,264.4195861816406
2020-04-23,251.62106323242188
2020-04-24,257.4859924316406
2020-04-27,256.5665283203125
2020-04-28,254.8020477294922
2020-04-29,267.50115966796875
2020-04-30,270.5081481933594
2020-05-04,256.9889831542969
2020-05-05,244.1407928466797
2020-05-06,231.93870544433594
2020-05-07,220.35792541503906
2020-05-08,209.34873962402344
2020-05-11,198.88626098632812
2020-05-12,188.9456787109375
2020-05-13,198.38925170898438
2020-05-14,208.3049774169922
2020-05-15,207.50973510742188
2020-05-18,197.2957763671875
2020-05-19,191.7787322998047
2020-05-20,199.6566619873047
2020-05-21,209.19961547851562
2020-05-22,198.76202392578125
2020-05-26,190.3622283935547
2020-05-27,195.68043518066406
2020-05-28,197.8673553466797
2020-05-29,194.63665771484375
2020-06-01,203.80686950683594
2020-06-02,213.92138671875
2020-06-03,224.60752868652344
2020-06-04,235.4427490234375
2020-06-05,239.3941650390625
2020-06-08,250.05543518066406
2020-06-09,241.1586151123047
2020-06-10,241.9290008544922
2020-06-11,230.3482208251953
2020-06-12,235.74098205566406
2020-06-15,226.69503784179688
2020-06-16,237.87820434570312
2020-06-17,232.85821533203125
2020-06-18,235.517333984375
2020-06-19,241.6307830810547
2020-06-22,253.7086181640625
2020-06-23,266.3828430175781
2020-06-24,279.6783752441406
2020-06-25,293.6448974609375
2020-06-26,284.42498779296875
2020-06-29,270.2099609375
2020-06-30,270.1354064941406
2020-07-01,277.5908508300781
2020-07-02,286.0155029296875
2020-07-03,281.790771484375
2020-07-06,295.8566589355469
2020-07-07,310.6433410644531
2020-07-08,321.23004150390625
2020-07-09,309.7238464355469
2020-07-10,309.30133056640625
2020-07-13,310.419677734375
2020-07-14,316.0360412597656
2020-07-15,313.1284484863281
2020-07-16,317.6513671875
2020-07-17,325.03228759765625
2020-07-20,341.2602844238281
2020-07-21,358.3083801269531
2020-07-22,359.053955078125
2020-07-23,374.80975341796875
2020-07-24,393.29925537109375
2020-07-27,384.70068359375
2020-07-28,390.4910888671875
2020-07-29,370.982666015625
2020-07-30,352.4434509277344
2020-07-31,368.02532958984375
2020-08-03,354.60552978515625
2020-08-04,346.3051452636719
2020-08-05,360.7935791015625
2020-08-06,366.1366271972656
2020-08-07,352.64227294921875
2020-08-10,348.91455078125
2020-08-11,346.4045715332031
2020-08-12,359.8988952636719
2020-08-13,356.196044921875
2020-08-14,351.84698486328125
2020-08-17,351.49908447265625
2020-08-18,357.861083984375
2020-08-19,363.6017150878906
2020-08-20,360.7935791015625
2020-08-21,359.5509948730469
2020-08-24,364.3472595214844
2020-08-25,366.931884765625
2020-08-26,364.32244873046875
2020-08-27,363.0550537109375
2020-08-28,366.1614685058594
2020-08-31,332.01556396484375
2020-09-01,348.41754150390625
2020-09-02,349.6849670410156
2020-09-03,342.3040771484375
2020-09-04,327.69140625
2020-09-07,323.3672180175781
2020-09-08,320.08685302734375
2020-09-09,318.8194580078125
2020-09-10,326.970703125
2020-09-11,334.57525634765625
2020-09-14,348.3678283691406
2020-09-15,347.9701843261719
2020-09-16,354.53094482421875
2020-09-17,350.3559875488281
2020-09-18,361.1166076660156
2020-09-21,345.80810546875
2020-09-22,331.9161682128906
2020-09-23,325.2310791015625
2020-09-24,315.31536865234375
2020-09-25,326.17547607421875
2020-09-28,331.71734619140625
2020-09-29,326.22515869140625
2020-09-30,325.2310791015625
2020-10-01,331.0214538574219
2020-10-05,333.2333068847656
2020-10-06,365.04315185546875
2020-10-07,359.9486083984375
2020-10-08,362.28466796875
2020-10-09,368.2987060546875
2020-10-12,364.2230529785156
2020-10-13,370.3861999511719
2020-10-14,366.211181640625
2020-10-15,360.6444091796875
2020-10-16,363.72601318359375
2020-10-19,381.6688232421875
2020-10-20,391.88275146484375
2020-10-21,384.47698974609375
2020-10-22,387.1609191894531
2020-10-23,392.3300476074219
2020-10-26,383.9302673339844
2020-10-27,392.47918701171875
2020-10-28,397.30035400390625
2020-10-29,389.099365234375
2020-10-30,385.37164306640625
2020-11-02,382.4391784667969
2020-11-03,383.8059997558594
2020-11-04,387.4839782714844
2020-11-05,376.6736145019531
2020-11-06,383.8059997558594
2020-11-09,401.9972839355469
2020-11-10,426.1529235839844
2020-11-11,421.0583801269531
2020-11-12,411.0183410644531
2020-11-13,419.5921325683594
2020-11-14,423.6180114746094
2020-11-17,443.27557373046875
2020-11-18,445.263671875
2020-11-19,439.32415771484375
2020-11-20,436.41656494140625
2020-11-23,432.24151611328125
2020-11-24,434.5775146484375
2020-11-25,425.5813293457031
2020-11-26,427.967041015625
2020-11-27,417.03240966796875
2020-12-01,433.85687255859375
2020-12-02,440.6910400390625
2020-12-03,437.5348815917969
2020-12-04,437.60943603515625
2020-12-07,446.65533447265625
2020-12-08,451.2031555175781
2020-12-09,456.72021484375
2020-12-10,452.8185119628906
2020-12-11,457.416015625
2020-12-14,461.9638671875
2020-12-15,458.5592041015625
2020-12-16,455.17938232421875
2020-12-17,468.7731628417969
2020-12-18,445.8352355957031
2020-12-21,417.7282409667969
2020-12-22,425.45709228515625
2020-12-23,431.794189453125
2020-12-24,431.3468322753906
2020-12-28,425.5813293457031
2020-12-29,421.7044982910156
2020-12-30,423.6925964355469
2020-12-31,423.7671813964844
2021-01-01,435.0745849609375
2021-01-04,439.0010986328125
2021-01-05,439.6969299316406
2021-01-06,442.1324157714844
2021-01-07,441.36199951171875
2021-01-08,444.1453552246094
2021-01-11,447.0530090332031
2021-01-12,449.7369384765625
2021-01-13,443.5986328125
2021-01-14,454.2847900390625
2021-01-15,457.3912048339844
2021-01-18,442.0329895019531
2021-01-19,447.00323486328125
2021-01-20,457.44085693359375
2021-01-21,453.9368591308594
2021-01-22,445.63641357421875
2021-01-25,439.6969299316406
2021-01-27,423.7919921875
2021-01-28,432.3160705566406
2021-01-29,433.65802001953125
2021-02-01,467.9779052734375
2021-02-02,477.49603271484375
2021-02-03,478.39068603515625
2021-02-04,479.6083679199219
2021-02-05,488.0330505371094
2021-02-08,513.1080932617188
2021-02-09,528.5159912109375
2021-02-10,546.2352294921875
2021-02-11,559.6052856445312
2021-02-12,546.3842163085938
2021-02-15,542.55712890625
2021-02-16,543.1287841796875
2021-02-17,545.787841796875
2021-02-18,564.0288696289062
2021-02-19,551.2054443359375
2021-02-22,534.23193359375
2021-02-23,555.9024047851562
2021-02-24,589.6258544921875
2021-02-25,579.884033203125
2021-02-26,559.9035034179688
2021-03-01,570.813232421875
2021-03-02,572.3292236328125
2021-03-03,596.8824462890625
2021-03-04,630.233154296875
2021-03-05,626.6047973632812
2021-03-08,628.2698364257812
2021-03-09,612.6134033203125
2021-03-10,622.9019775390625
2021-03-12,623.9953002929688
2021-03-15,590.7442016601562
2021-03-16,611.3709106445312
2021-03-17,581.44970703125
2021-03-18,578.9894409179688
2021-03-19,595.3167724609375
2021-03-22,607.8170776367188
2021-03-23,618.9506225585938
2021-03-24,609.1590576171875
2021-03-25,571.8322143554688
2021-03-26,585.7490234375
2021-03-30,645.59130859375
2021-03-31,610.27734375
2021-04-01,630.1835327148438
2021-04-05,610.6004638671875
2021-04-06,607.9165649414062
2021-04-07,612.9116821289062
2021-04-08,622.2308959960938
2021-04-09,583.7609252929688
2021-04-12,535.052001953125
2021-04-13,537.1892700195312
2021-04-15,524.5894775390625
2021-04-16,535.3502197265625
2021-04-19,504.90716552734375
2021-04-20,517.5565795898438
2021-04-22,543.9736938476562
2021-04-23,534.5549926757812
2021-04-26,522.6262817382812
2021-04-27,539.6743774414062
2021-04-28,570.9873046875
2021-04-29,558.9094848632812
2021-04-30,499.1664733886719
2021-05-03,459.2799072265625
2021-05-04,455.03033447265625
2021-05-05,468.2264099121094
