Date,LODHA
2021-08-09,424.9973449707031
2021-08-10,398.3127746582031
2021-08-11,413.734375
2021-08-12,421.87835693359375
2021-08-13,431.5075988769531
2021-08-16,430.7402038574219
2021-08-17,421.2347412109375
2021-08-18,426.4330749511719
2021-08-20,422.2248840332031
2021-08-23,400.8128967285156
2021-08-24,415.7146911621094
2021-08-25,421.4822998046875
2021-08-26,429.0569763183594
2021-08-27,441.26055908203125
2021-08-30,462.30126953125
2021-08-31,474.5295715332031
2021-09-01,492.3028259277344
2021-09-02,513.8881225585938
2021-09-03,538.9141235351562
2021-09-06,539.2112426757812
2021-09-07,508.98687744140625
2021-09-08,521.0418701171875
2021-09-09,512.8236083984375
2021-09-13,526.1412353515625
2021-09-14,519.1358642578125
2021-09-15,505.79364013671875
2021-09-16,502.4518737792969
2021-09-17,497.6991271972656
2021-09-20,486.5351867675781
2021-09-21,504.0608825683594
2021-09-22,522.205322265625
2021-09-23,547.7760009765625
2021-09-24,525.7698974609375
2021-09-27,545.5233764648438
2021-09-28,521.3884887695312
2021-09-29,529.532470703125
2021-09-30,523.5420532226562
2021-10-01,522.378662109375
2021-10-04,524.334228515625
2021-10-05,535.8446655273438
2021-10-06,521.1656494140625
2021-10-07,555.9943237304688
2021-10-08,576.1190185546875
2021-10-11,589.0158081054688
2021-10-12,590.9218139648438
2021-10-13,584.48583984375
2021-10-14,592.654541015625
2021-10-18,586.2186279296875
2021-10-19,547.5780029296875
2021-10-20,520.7200927734375
2021-10-21,508.51654052734375
2021-10-22,520.9429321289062
2021-10-25,478.76251220703125
2021-10-26,524.1114501953125
2021-10-27,530.2008056640625
2021-10-28,518.1705322265625
2021-10-29,526.859130859375
2021-11-01,569.3612670898438
2021-11-02,583.2481689453125
2021-11-03,585.1294555664062
2021-11-04,579.2132568359375
2021-11-08,570.9454956054688
2021-11-09,586.0204467773438
2021-11-10,610.7247924804688
2021-11-11,612.0863037109375
2021-11-12,620.6262817382812
2021-11-15,635.9736328125
2021-11-16,701.2493286132812
2021-11-17,707.363525390625
2021-11-18,681.5452880859375
2021-11-22,680.7532348632812
2021-11-23,672.1388549804688
2021-11-24,688.6991577148438
2021-11-25,700.16015625
2021-11-26,673.030029296875
2021-11-29,695.976806640625
2021-11-30,701.9176635742188
2021-12-01,737.8601684570312
2021-12-02,710.1853637695312
2021-12-03,707.6357421875
2021-12-06,709.2943115234375
2021-12-07,707.9576416015625
2021-12-08,713.4777221679688
2021-12-09,711.5963745117188
2021-12-10,697.4620361328125
2021-12-13,678.7730102539062
2021-12-14,646.54345703125
2021-12-15,632.7803955078125
2021-12-16,625.23046875
2021-12-17,586.2432861328125
2021-12-20,532.2059326171875
2021-12-21,562.8015747070312
2021-12-22,600.2044677734375
2021-12-23,631.2704467773438
2021-12-24,616.9627685546875
2021-12-27,608.89306640625
2021-12-28,601.318359375
2021-12-29,618.1015014648438
2021-12-30,614.2398071289062
2021-12-31,610.7001342773438
2022-01-03,614.66064453125
2022-01-04,610.3782348632812
2022-01-05,613.6705322265625
2022-01-06,594.1150512695312
2022-01-07,596.8875122070312
2022-01-10,606.3681640625
2022-01-11,617.43310546875
2022-01-12,614.6853637695312
2022-01-13,603.4966430664062
2022-01-14,595.9220581054688
2022-01-17,615.1557006835938
2022-01-18,613.8684692382812
2022-01-19,613.1259155273438
2022-01-20,631.5180053710938
2022-01-21,631.8892822265625
2022-01-24,599.9569091796875
2022-01-25,635.72607421875
2022-01-27,627.3345336914062
2022-01-28,635.1815185546875
2022-01-31,640.7015991210938
2022-02-01,642.2115478515625
2022-02-02,679.3917846679688
2022-02-03,659.6134643554688
2022-02-04,648.0782470703125
2022-02-07,653.0785522460938
2022-02-08,639.9837036132812
2022-02-09,641.6917114257812
2022-02-10,642.7808837890625
2022-02-11,637.2608032226562
2022-02-14,605.5017700195312
2022-02-15,609.8831787109375
2022-02-16,637.0875854492188
2022-02-17,626.04736328125
2022-02-18,628.943603515625
2022-02-21,627.7801513671875
2022-02-22,586.7384643554688
2022-02-23,590.3029174804688
2022-02-24,521.8587646484375
2022-02-25,581.6143798828125
2022-02-28,558.1973266601562
2022-03-02,544.21142578125
2022-03-03,536.0675659179688
2022-03-04,516.3386840820312
2022-03-07,492.22857666015625
2022-03-08,510.1502685546875
2022-03-09,533.913818359375
2022-03-10,539.6319580078125
2022-03-11,542.99853515625
2022-03-14,528.2947998046875
2022-03-15,512.89794921875
2022-03-16,523.2202758789062
2022-03-17,549.8305053710938
2022-03-21,548.7166137695312
2022-03-22,526.9581298828125
2022-03-23,530.6217041015625
2022-03-24,538.5675659179688
2022-03-25,533.39404296875
2022-03-28,533.4930419921875
2022-03-29,530.8444213867188
2022-03-30,553.2713623046875
2022-03-31,557.5537109375
2022-04-01,584.436279296875
2022-04-04,594.80810546875
2022-04-05,586.144287109375
2022-04-06,575.326904296875
2022-04-07,576.02001953125
2022-04-08,578.6934814453125
2022-04-11,575.1784057617188
2022-04-12,563.370849609375
2022-04-13,562.8262329101562
2022-04-18,541.5133056640625
2022-04-19,515.9426879882812
2022-04-20,497.32781982421875
2022-04-21,506.2144470214844
2022-04-22,506.90753173828125
2022-04-25,488.06988525390625
2022-04-26,501.01617431640625
2022-04-27,501.3874206542969
2022-04-28,514.729736328125
2022-04-29,499.5804138183594
2022-05-02,509.0611267089844
2022-05-04,505.5461120605469
2022-05-05,509.90264892578125
2022-05-06,489.80267333984375
2022-05-09,465.54400634765625
2022-05-10,439.6268310546875
2022-05-11,443.9092102050781
2022-05-12,435.44342041015625
2022-05-13,426.1607666015625
2022-05-16,455.8405456542969
2022-05-17,456.7316589355469
2022-05-18,450.5184631347656
2022-05-19,446.3598327636719
2022-05-20,489.5799255371094
2022-05-23,462.9943542480469
2022-05-24,447.7955627441406
2022-05-25,421.4575500488281
2022-05-26,435.2206115722656
2022-05-27,437.0029296875
2022-05-30,463.6132507324219
2022-05-31,479.3565979003906
2022-06-01,495.1742858886719
2022-06-02,512.3781127929688
2022-06-03,540.201416015625
2022-06-06,530.6958618164062
2022-06-07,518.0962524414062
2022-06-08,544.3847045898438
2022-06-09,547.3799438476562
2022-06-10,543.4689331054688
2022-06-13,547.0332641601562
2022-06-14,543.1470336914062
2022-06-15,522.9231567382812
2022-06-16,513.71484375
2022-06-17,518.789306640625
2022-06-20,502.1548156738281
2022-06-21,510.8681640625
2022-06-22,500.248779296875
2022-06-23,506.1153869628906
2022-06-24,500.248779296875
2022-06-27,508.6650390625
2022-06-28,509.0611267089844
2022-06-29,521.2647094726562
2022-06-30,529.2354736328125
2022-07-01,528.19580078125
2022-07-04,524.2103881835938
2022-07-05,514.9772338867188
2022-07-06,541.7113037109375
2022-07-07,546.0184936523438
2022-07-08,538.8151245117188
2022-07-11,539.6072387695312
2022-07-12,542.7509765625
2022-07-13,545.399658203125
2022-07-14,551.489013671875
2022-07-15,544.4342041015625
2022-07-18,550.4493408203125
2022-07-19,557.3804931640625
2022-07-20,560.4746704101562
2022-07-21,553.4693603515625
2022-07-22,558.5438842773438
2022-07-25,572.4555053710938
2022-07-26,560.8707275390625
2022-07-27,566.8363647460938
2022-07-28,579.7825927734375
2022-07-29,566.613525390625
2022-08-01,559.6577758789062
2022-08-02,544.9046020507812
2022-08-03,546.98388671875
2022-08-04,513.516845703125
2022-08-05,527.972900390625
2022-08-08,529.4581909179688
2022-08-10,522.4281616210938
2022-08-11,533.7406005859375
2022-08-12,543.3946533203125
2022-08-16,549.75634765625
2022-08-17,564.6827392578125
2022-08-18,553.2713623046875
2022-08-19,542.7014770507812
2022-08-22,523.2945556640625
2022-08-23,522.8489379882812
2022-08-24,538.9636840820312
2022-08-25,529.7553100585938
2022-08-26,523.5172729492188
2022-08-29,516.511962890625
2022-08-30,543.0975341796875
2022-09-01,536.8348388671875
2022-09-02,538.9883422851562
2022-09-05,546.4144897460938
2022-09-06,544.0382080078125
2022-09-07,548.4196166992188
2022-09-08,547.5780029296875
2022-09-09,546.7362670898438
2022-09-12,546.4888305664062
2022-09-13,545.3748168945312
2022-09-14,525.472900390625
2022-09-15,515.1505737304688
2022-09-16,513.0712280273438
2022-09-19,510.2492980957031
2022-09-20,523.6905517578125
2022-09-21,532.5524291992188
2022-09-22,536.7853393554688
2022-09-23,512.7741088867188
2022-09-26,496.585205078125
2022-09-27,487.6243591308594
2022-09-28,476.73272705078125
2022-09-29,468.6629943847656
2022-09-30,457.5485534667969
2022-10-03,458.5139465332031
2022-10-04,481.3369140625
2022-10-06,493.04547119140625
2022-10-07,498.2189636230469
2022-10-10,499.7784729003906
2022-10-11,485.1737365722656
2022-10-12,492.1542663574219
2022-10-13,490.02545166015625
2022-10-14,485.0499572753906
2022-10-17,500.3477783203125
2022-10-18,499.80322265625
2022-10-19,509.7542419433594
2022-10-20,499.4814147949219
2022-10-21,497.77337646484375
2022-10-24,511.0166320800781
2022-10-25,499.1101379394531
2022-10-27,502.3280944824219
2022-10-28,489.9512023925781
2022-10-31,490.19873046875
2022-11-01,496.1396484375
2022-11-02,487.87188720703125
2022-11-03,473.63848876953125
2022-11-04,469.50457763671875
2022-11-07,460.1476745605469
2022-11-09,472.82159423828125
2022-11-10,475.44549560546875
2022-11-11,473.0691223144531
2022-11-14,468.1183776855469
2022-11-15,487.3520812988281
2022-11-16,488.2679443359375
2022-11-17,501.58551025390625
2022-11-18,512.0068359375
2022-11-21,493.1939697265625
2022-11-22,477.74761962890625
2022-11-23,489.2828369140625
2022-11-24,503.4172668457031
2022-11-25,509.9275207519531
2022-11-28,494.85247802734375
2022-11-29,493.738525390625
2022-11-30,487.797607421875
2022-12-01,495.3475341796875
2022-12-02,519.3091430664062
2022-12-05,538.3447875976562
2022-12-06,522.6261596679688
2022-12-07,527.9977416992188
2022-12-08,538.2952880859375
2022-12-09,522.9974975585938
2022-12-12,536.290283203125
2022-12-13,508.3680419921875
2022-12-14,515.546630859375
2022-12-15,518.4675903320312
2022-12-16,511.4375
2022-12-19,514.9276733398438
2022-12-20,509.9522399902344
2022-12-21,513.3187866210938
2022-12-22,508.4174499511719
2022-12-23,509.1848449707031
2022-12-26,506.80853271484375
2022-12-27,509.8037109375
2022-12-28,536.6614990234375
2022-12-29,542.0084228515625
2022-12-30,540.0527954101562
2023-01-02,545.1025390625
2023-01-03,540.3251342773438
2023-01-04,530.423583984375
2023-01-05,533.1465454101562
2023-01-06,523.8390502929688
2023-01-09,521.4380493164062
2023-01-10,511.4127502441406
2023-01-11,512.4028930664062
2023-01-12,506.1648864746094
2023-01-13,504.92724609375
2023-01-16,508.2690124511719
2023-01-17,537.80029296875
2023-01-18,547.998779296875
2023-01-19,549.1622314453125
2023-01-20,555.4496459960938
2023-01-23,541.8845825195312
2023-01-24,533.5672607421875
2023-01-25,528.146240234375
2023-01-27,500.79339599609375
2023-01-30,509.1848449707031
2023-01-31,506.14013671875
2023-02-01,513.96240234375
2023-02-02,502.47662353515625
2023-02-03,482.52508544921875
2023-02-06,494.877197265625
2023-02-07,491.9315185546875
2023-02-08,489.0352783203125
2023-02-09,491.98101806640625
2023-02-10,494.6544189453125
2023-02-13,493.09490966796875
2023-02-14,482.6983337402344
2023-02-15,481.8072204589844
2023-02-16,463.1181335449219
2023-02-17,445.7657165527344
2023-02-20,435.9384765625
2023-02-21,432.6957702636719
2023-02-22,420.3188781738281
2023-02-23,398.95635986328125
2023-02-24,356.2561340332031
2023-02-27,399.89703369140625
2023-02-28,406.06072998046875
2023-03-01,418.2148132324219
2023-03-02,493.7633056640625
2023-03-03,509.1848449707031
2023-03-06,490.6443176269531
2023-03-08,461.53387451171875
2023-03-09,460.1724548339844
2023-03-10,447.3995056152344
2023-03-13,434.601806640625
2023-03-14,420.8634338378906
2023-03-15,427.91827392578125
2023-03-16,423.80914306640625
2023-03-17,441.7803649902344
2023-03-20,426.8538818359375
2023-03-21,421.754638671875
2023-03-22,425.4676818847656
2023-03-23,419.2049560546875
2023-03-24,408.98162841796875
2023-03-27,393.78289794921875
2023-03-28,390.0697937011719
2023-03-29,428.982666015625
2023-03-31,460.5684814453125
2023-04-03,453.4146423339844
2023-04-05,447.0529479980469
2023-04-06,452.77105712890625
2023-04-10,466.7569580078125
2023-04-11,452.1026916503906
2023-04-12,453.068115234375
2023-04-13,452.9443359375
2023-04-17,467.1034851074219
2023-04-18,462.1774597167969
2023-04-19,471.55914306640625
2023-04-20,466.31134033203125
2023-04-21,449.4292907714844
2023-04-24,449.35504150390625
2023-04-25,442.4734802246094
2023-04-26,449.00848388671875
2023-04-27,465.6182556152344
2023-04-28,459.8753967285156
2023-05-02,453.24139404296875
2023-05-03,450.5927429199219
2023-05-04,448.6124572753906
2023-05-05,443.63690185546875
2023-05-08,458.3158874511719
2023-05-09,475.0989990234375
2023-05-10,482.89642333984375
2023-05-11,486.7579650878906
2023-05-12,482.5745849609375
2023-05-15,497.9961853027344
2023-05-16,494.2336120605469
2023-05-17,490.3225402832031
2023-05-18,489.876953125
2023-05-19,477.9208679199219
2023-05-22,476.1880798339844
2023-05-23,489.82745361328125
2023-05-24,485.2975158691406
2023-05-25,479.23284912109375
2023-05-26,505.10052490234375
2023-05-29,524.9282836914062
2023-05-30,520.3240966796875
2023-05-31,540.0775756835938
2023-06-01,553.543701171875
2023-06-02,552.0089111328125
2023-06-05,550.8701782226562
2023-06-06,568.296875
2023-06-07,587.852294921875
2023-06-08,574.435791015625
2023-06-09,593.34765625
2023-06-12,607.704833984375
2023-06-13,672.90625
2023-06-14,643.3502197265625
2023-06-15,641.6669921875
2023-06-16,618.0519409179688
2023-06-19,623.5473022460938
2023-06-20,632.2111206054688
2023-06-21,637.0133056640625
2023-06-22,640.2312622070312
2023-06-23,645.1820068359375
2023-06-26,639.3896484375
2023-06-27,659.3411865234375
2023-06-28,661.7669677734375
2023-06-30,673.1043090820312
2023-07-03,684.094970703125
2023-07-04,692.4617309570312
2023-07-05,694.7886352539062
2023-07-06,720.9285278320312
2023-07-07,693.7489624023438
2023-07-10,669.0941772460938
2023-07-11,655.2816162109375
2023-07-12,676.56982421875
2023-07-13,691.1250610351562
2023-07-14,702.6107788085938
2023-07-17,697.7095336914062
2023-07-18,692.115234375
2023-07-19,691.0755615234375
2023-07-20,678.2530517578125
2023-07-21,699.1947631835938
2023-07-24,714.2946166992188
2023-07-25,720.4830322265625
2023-07-26,720.0374145507812
2023-07-27,720.2354736328125
2023-07-28,739.5433959960938
2023-07-31,751.8707275390625
2023-08-01,753.3064575195312
2023-08-02,724.2951049804688
2023-08-03,703.1058349609375
2023-08-04,696.0758056640625
2023-08-07,719.5919189453125
2023-08-08,710.9774780273438
2023-08-09,703.5513916015625
2023-08-10,685.8276977539062
2023-08-11,689.7387084960938
2023-08-14,679.4907836914062
2023-08-16,706.2247924804688
2023-08-17,709.44287109375
2023-08-18,689.144775390625
2023-08-21,697.0164184570312
2023-08-22,688.8477172851562
2023-08-23,687.2634887695312
2023-08-24,675.1340942382812
2023-08-25,648.3505249023438
2023-08-28,638.5975341796875
2023-08-29,666.1237182617188
2023-08-30,662.90576171875
2023-08-31,663.747314453125
2023-09-01,674.0449829101562
2023-09-04,694.838134765625
2023-09-05,727.7111206054688
2023-09-06,714.8886108398438
2023-09-07,735.6818237304688
2023-09-08,762.6502075195312
2023-09-11,790.95703125
2023-09-12,778.46435546875
2023-09-13,786.6937255859375
2023-09-14,793.68359375
2023-09-15,789.4697875976562
2023-09-18,769.7888793945312
2023-09-20,768.3512573242188
2023-09-21,756.5525512695312
2023-09-22,734.293701171875
2023-09-25,753.47900390625
2023-09-26,785.5038452148438
2023-09-27,783.2730712890625
2023-09-28,788.7262573242188
2023-09-29,793.1383666992188
2023-10-03,781.6370849609375
2023-10-04,743.7127685546875
2023-10-05,742.7213134765625
2023-10-06,772.4163208007812
2023-10-09,770.58203125
2023-10-10,793.534912109375
2023-10-11,807.0191040039062
2023-10-12,800.1282958984375
2023-10-13,803.0531616210938
2023-10-16,809.7457275390625
2023-10-17,810.7372436523438
2023-10-18,807.614013671875
2023-10-19,810.0431518554688
2023-10-20,808.1097412109375
2023-10-23,776.8284912109375
2023-10-25,752.1900634765625
2023-10-26,720.06591796875
2023-10-27,731.1209716796875
2023-10-30,753.67724609375
2023-10-31,780.99267578125
2023-11-01,797.1043090820312
2023-11-02,843.010009765625
2023-11-03,842.2168579101562
2023-11-06,854.1146850585938
2023-11-07,832.8968505859375
2023-11-08,837.6559448242188
2023-11-09,842.11767578125
2023-11-10,846.8272705078125
2023-11-13,843.010009765625
2023-11-15,845.4887084960938
2023-11-16,861.600341796875
2023-11-17,862.1456909179688
2023-11-20,851.5367431640625
2023-11-21,854.362548828125
2023-11-22,856.6925048828125
2023-11-23,870.226318359375
2023-11-24,883.8096923828125
2023-11-28,862.0961303710938
2023-11-29,843.4562377929688
2023-11-30,874.1921997070312
2023-12-01,911.5712280273438
2023-12-04,905.2752075195312
2023-12-05,906.0189208984375
2023-12-06,894.071533203125
2023-12-07,888.6183471679688
2023-12-08,909.8856811523438
2023-12-11,917.1731567382812
2023-12-12,887.1806640625
2023-12-13,893.6748657226562
2023-12-14,932.8385620117188
2023-12-15,926.8895874023438
2023-12-18,922.0809936523438
2023-12-19,913.0584716796875
2023-12-20,910.877197265625
2023-12-21,915.4876098632812
2023-12-22,929.2196655273438
2023-12-26,944.686767578125
2023-12-27,959.8069458007812
2023-12-28,979.3391723632812
2023-12-29,1014.8343505859375
2024-01-01,1043.4385986328125
2024-01-02,1005.8614501953125
2024-01-03,995.5004272460938
2024-01-04,1087.758056640625
2024-01-05,1081.263916015625
2024-01-08,1114.230712890625
2024-01-09,1122.26171875
2024-01-10,1127.268798828125
2024-01-11,1122.757568359375
2024-01-12,1197.7633056640625
2024-01-15,1197.7633056640625
2024-01-16,1170.89404296875
2024-01-17,1119.9317626953125
2024-01-18,1117.849609375
2024-01-19,1122.4105224609375
2024-01-23,1063.912841796875
2024-01-24,1052.1142578125
2024-01-25,1047.0576171875
2024-01-29,1025.4432373046875
2024-01-30,1026.5833740234375
2024-01-31,1060.9879150390625
2024-02-01,1063.11962890625
2024-02-02,1105.3074951171875
2024-02-05,1127.566162109375
2024-02-06,1101.8372802734375
2024-02-07,1121.6668701171875
2024-02-08,1099.4080810546875
2024-02-09,1079.52880859375
2024-02-12,1023.8073120117188
2024-02-13,1033.672607421875
2024-02-14,1086.1717529296875
2024-02-15,1050.8251953125
2024-02-16,1064.111083984375
2024-02-19,1083.6929931640625
2024-02-20,1108.033935546875
2024-02-21,1126.5250244140625
2024-02-22,1125.781494140625
2024-02-23,1100.697021484375
2024-02-26,1105.90234375
2024-02-27,1137.4810791015625
2024-02-28,1141.8436279296875
2024-02-29,1155.32763671875
2024-03-01,1163.309326171875
2024-03-04,1174.90966796875
2024-03-05,1196.2762451171875
2024-03-06,1186.46044921875
2024-03-07,1162.7142333984375
2024-03-11,1170.8446044921875
2024-03-12,1111.5042724609375
2024-03-13,1003.9775390625
2024-03-14,1016.222412109375
2024-03-15,995.4013061523438
2024-03-18,1072.14208984375
2024-03-19,1072.1917724609375
2024-03-20,1092.76513671875
2024-03-21,1120.8736572265625
2024-03-22,1148.3377685546875
2024-03-26,1148.63525390625
2024-03-27,1138.274169921875
2024-03-28,1126.177978515625
2024-04-01,1161.4254150390625
2024-04-02,1157.2611083984375
2024-04-03,1105.95166015625
2024-04-04,1128.5577392578125
2024-04-05,1149.824951171875
2024-04-08,1184.2296142578125
2024-04-09,1189.8314208984375
2024-04-10,1216.651123046875
2024-04-12,1188.0963134765625
2024-04-15,1184.1800537109375
2024-04-16,1149.37890625
2024-04-18,1171.3897705078125
2024-04-19,1161.02880859375
2024-04-22,1185.1219482421875
2024-04-23,1224.632568359375
2024-04-24,1239.8021240234375
2024-04-25,1202.9686279296875
2024-04-26,1187.3529052734375
2024-04-29,1216.25439453125
2024-04-30,1228.05322265625
2024-05-02,1232.713134765625
2024-05-03,1200.688232421875
2024-05-06,1156.567138671875
2024-05-07,1108.7279052734375
2024-05-08,1102.977294921875
2024-05-09,1114.08203125
2024-05-10,1115.718017578125
2024-05-13,1132.821044921875
2024-05-14,1154.3858642578125
2024-05-15,1179.3216552734375
2024-05-16,1183.882568359375
2024-05-17,1189.6331787109375
2024-05-21,1232.1182861328125
2024-05-22,1301.423095703125
2024-05-23,1321.351806640625
2024-05-24,1324.425537109375
2024-05-27,1337.9591064453125
2024-05-28,1333.249755859375
2024-05-29,1283.7747802734375
2024-05-30,1307.966796875
2024-05-31,1366.216552734375
2024-06-03,1421.4918212890625
2024-06-04,1292.6981201171875
2024-06-05,1285.80712890625
2024-06-06,1377.42041015625
2024-06-07,1421.144775390625
2024-06-10,1462.3411865234375
2024-06-11,1465.61279296875
2024-06-12,1454.458740234375
2024-06-13,1525.6474609375
2024-06-14,1543.8411865234375
2024-06-18,1578.642333984375
2024-06-19,1532.33984375
2024-06-20,1570.313720703125
2024-06-21,1581.2200927734375
2024-06-24,1535.7606201171875
2024-06-25,1467.6951904296875
2024-06-26,1422.6319580078125
2024-06-27,1525.3995361328125
2024-06-28,1490.7470703125
2024-07-01,1508.5938720703125
2024-07-02,1480.3365478515625
2024-07-03,1481.0306396484375
2024-07-04,1496.795166015625
2024-07-05,1520.8387451171875
2024-07-08,1526.5396728515625
2024-07-09,1548.3028564453125
2024-07-10,1512.1632080078125
2024-07-11,1459.7633056640625
2024-07-12,1383.9146728515625
2024-07-15,1451.236328125
2024-07-16,1447.518310546875
2024-07-18,1464.0264892578125
2024-07-19,1436.3145751953125
2024-07-22,1425.6064453125
2024-07-23,1358.2352294921875
2024-07-24,1388.3267822265625
2024-07-25,1383.4189453125
2024-07-26,1391.0533447265625
2024-07-29,1349.4110107421875
2024-07-30,1316.791015625
2024-07-31,1297.655517578125
2024-08-01,1262.755126953125
2024-08-02,1220.6666259765625
2024-08-05,1165.292236328125
2024-08-06,1180.114990234375
2024-08-07,1205.100341796875
2024-08-08,1177.9830322265625
2024-08-09,1233.754150390625
2024-08-12,1286.9473876953125
2024-08-13,1298.64697265625
2024-08-14,1273.1162109375
2024-08-16,1287.4185791015625
2024-08-19,1279.2244873046875
2024-08-20,1250.7188720703125
2024-08-21,1231.450439453125
2024-08-22,1214.5654296875
2024-08-23,1153.3828125
2024-08-26,1206.818359375
2024-08-27,1228.9176025390625
2024-08-28,1243.2696533203125
2024-08-29,1245.951416015625
2024-08-30,1245.4051513671875
2024-09-02,1245.7030029296875
2024-09-03,1221.269775390625
2024-09-04,1209.9468994140625
2024-09-05,1199.5181884765625
2024-09-06,1178.809326171875
2024-09-09,1185.2156982421875
2024-09-10,1179.7529296875
2024-09-11,1189.6851806640625
2024-09-12,1188.9404296875
2024-09-13,1221.8656005859375
2024-09-16,1267.35546875
2024-09-17,1274.705322265625
2024-09-18,1279.6715087890625
2024-09-19,1294.669189453125
2024-09-20,1386.3934326171875
2024-09-23,1415.1968994140625
2024-09-24,1378.696044921875
2024-09-25,1379.9873046875
2024-09-26,1375.964599609375
2024-09-27,1291.5902099609375
2024-09-30,1226.0372314453125
2024-10-01,1212.77783203125
2024-10-03,1167.8839111328125
2024-10-04,1165.301513671875
2024-10-07,1180.0509033203125
2024-10-08,1158.99462890625
2024-10-09,1200.809326171875
2024-10-10,1175.7801513671875
2024-10-11,1161.924560546875
2024-10-14,1202.348876953125
2024-10-15,1214.019287109375
2024-10-16,1214.813720703125
2024-10-17,1161.626708984375
2024-10-18,1153.134521484375
2024-10-21,1129.4957275390625
2024-10-22,1075.6131591796875
2024-10-23,1080.281494140625
2024-10-24,1057.8345947265625
2024-10-25,1075.0174560546875
2024-10-28,1100.6922607421875
2024-10-29,1179.5543212890625
2024-10-30,1171.211181640625
2024-10-31,1198.0780029296875
2024-11-01,1199.2698974609375
2024-11-04,1186.8544921875
2024-11-05,1153.8297119140625
2024-11-06,1210.294677734375
2024-11-07,1209.05322265625
2024-11-08,1162.37158203125
2024-11-11,1179.455078125
2024-11-12,1232.5428466796875
2024-11-13,1193.9561767578125
2024-11-14,1213.8702392578125
2024-11-18,1227.8746337890625
2024-11-19,1251.61279296875
2024-11-21,1224.3487548828125
2024-11-22,1236.41650390625
2024-11-25,1218.935791015625
2024-11-26,1267.4051513671875
2024-11-27,1273.26513671875
2024-11-28,1264.17724609375
2024-11-29,1244.7098388671875
2024-12-02,1280.813720703125
2024-12-03,1287.5179443359375
2024-12-04,1361.8111572265625
2024-12-05,1360.420654296875
2024-12-06,1362.0098876953125
2024-12-09,1367.174560546875
2024-12-10,1392.1044921875
2024-12-11,1401.4407958984375
2024-12-12,1426.5694580078125
2024-12-13,1408.4432373046875
2024-12-16,1457.6077880859375
2024-12-17,1480.650634765625
2024-12-18,1469.4271240234375
2024-12-19,1466.248779296875
2024-12-20,1391.2105712890625
2024-12-23,1430.244384765625
2024-12-24,1393.5447998046875
2024-12-26,1404.47021484375
2024-12-27,1398.808837890625
2024-12-30,1410.8267822265625
2024-12-31,1379.9873046875
2025-01-01,1355.553955078125
2025-01-02,1363.5989990234375
2025-01-03,1390.0684814453125
2025-01-06,1337.0302734375
2025-01-07,1331.666748046875
2025-01-08,1341.2017822265625
2025-01-09,1300.4298095703125
2025-01-10,1275.003173828125
2025-01-13,1157.4053955078125
2025-01-14,1136.398681640625
2025-01-15,1117.3287353515625
2025-01-16,1120.8050537109375
2025-01-17,1168.976318359375
2025-01-20,1200.56103515625
2025-01-21,1139.7757568359375
2025-01-22,1069.9022216796875
2025-01-23,1074.9677734375
2025-01-24,1092.1009521484375
