Date,PFOCUS
2006-06-20,32.5561637878418
2006-06-21,33.12014389038086
2006-06-22,32.8705940246582
2006-06-23,31.842453002929688
2006-06-26,29.052494049072266
2006-06-27,29.331989288330078
2006-06-28,29.102405548095703
2006-06-29,28.32381248474121
2006-06-30,28.73307228088379
2006-07-03,31.87738800048828
2006-07-04,31.413227081298828
2006-07-05,32.31659698486328
2006-07-06,32.68592834472656
2006-07-07,32.41142654418945
2006-07-10,32.27167892456055
2006-07-11,33.52940368652344
2006-07-12,34.392845153808594
2006-07-13,36.229522705078125
2006-07-14,36.643775939941406
2006-07-17,36.648765563964844
2006-07-18,37.152854919433594
2006-07-19,37.46229553222656
2006-07-20,35.53078842163086
2006-07-21,32.670955657958984
2006-07-24,32.02711868286133
2006-07-25,32.59608840942383
2006-07-26,33.19001770019531
2006-07-27,32.8705940246582
2006-07-28,32.830665588378906
2006-07-31,32.481300354003906
2006-08-01,32.53620147705078
2006-08-02,32.176849365234375
2006-08-03,33.324771881103516
2006-08-04,33.35472106933594
2006-08-07,32.176849365234375
2006-08-08,32.63102722167969
2006-08-09,33.30979919433594
2006-08-10,33.10517120361328
2006-08-11,35.62062454223633
2006-08-14,34.98677062988281
2006-08-16,34.81707763671875
2006-08-17,34.00853729248047
2006-08-18,34.29801559448242
2006-08-21,34.347923278808594
2006-08-22,35.166446685791016
2006-08-23,34.1383056640625
2006-08-24,34.32796096801758
2006-08-25,34.21815872192383
2006-08-28,33.569332122802734
2006-08-29,33.01533508300781
2006-08-30,32.79073715209961
2006-08-31,31.847444534301758
2006-09-01,31.9921817779541
2006-09-04,32.44137191772461
2006-09-05,32.156883239746094
2006-09-06,32.01713943481445
2006-09-07,32.561153411865234
2006-09-08,32.31160354614258
2006-09-11,32.89554977416992
2006-09-12,32.002166748046875
2006-09-13,32.05207443237305
2006-09-14,32.84064865112305
2006-09-15,32.17185592651367
2006-09-18,32.371498107910156
2006-09-19,32.416412353515625
2006-09-20,33.434574127197266
2006-09-21,32.95044708251953
2006-09-22,32.56614303588867
2006-09-25,32.386470794677734
2006-09-26,33.07522201538086
2006-09-27,32.45634078979492
2006-09-28,32.141910552978516
2006-09-29,32.19681167602539
2006-10-03,32.27167892456055
2006-10-04,32.047080993652344
2006-10-05,34.113346099853516
2006-10-06,33.444557189941406
2006-10-09,32.770774841308594
2006-10-10,32.571136474609375
2006-10-11,32.266685485839844
2006-10-12,32.371498107910156
2006-10-13,32.20679473876953
2006-10-16,32.70090103149414
2006-10-17,32.561153411865234
2006-10-18,33.67414474487305
2006-10-19,33.160072326660156
2006-10-20,32.745819091796875
2006-10-23,32.0770263671875
2006-10-26,32.067047119140625
2006-10-27,33.01533508300781
2006-10-30,32.80571365356445
2006-10-31,33.21996307373047
2006-11-01,32.461334228515625
2006-11-02,32.151893615722656
2006-11-03,31.852434158325195
2006-11-06,32.44137191772461
2006-11-07,31.9871883392334
2006-11-08,31.64281463623047
2006-11-09,31.627840042114258
2006-11-10,31.79753303527832
2006-11-13,32.01713943481445
2006-11-14,32.05706787109375
2006-11-15,32.08700942993164
2006-11-16,32.14690399169922
2006-11-17,31.30841827392578
2006-11-20,30.40505027770996
2006-11-21,30.719482421875
2006-11-22,30.784364700317383
2006-11-23,30.70949935913086
2006-11-24,30.275285720825195
2006-11-27,30.285266876220703
2006-11-28,29.99578857421875
2006-11-29,31.977209091186523
2006-11-30,32.66596221923828
2006-12-01,32.451351165771484
2006-12-04,31.787551879882812
2006-12-05,32.2567024230957
2006-12-06,31.058868408203125
2006-12-07,31.173660278320312
2006-12-08,30.81930160522461
2006-12-11,29.930908203125
2006-12-12,28.72808265686035
2006-12-13,29.172279357910156
2006-12-14,29.20222282409668
2006-12-15,30.979013442993164
2006-12-18,30.719482421875
2006-12-19,29.880996704101562
2006-12-20,30.92411231994629
2006-12-21,33.32976531982422
2006-12-22,32.940467834472656
2006-12-26,33.02032470703125
2006-12-27,32.13692092895508
2006-12-28,34.14329528808594
2006-12-29,34.357906341552734
2007-01-02,33.80889892578125
2007-01-03,35.11154556274414
2007-01-04,35.88015365600586
2007-01-05,39.842994689941406
2007-01-08,39.4886360168457
2007-01-09,38.210941314697266
2007-01-10,36.81346893310547
2007-01-11,41.335296630859375
2007-01-12,39.39879608154297
2007-01-15,39.72819900512695
2007-01-16,39.603424072265625
2007-01-17,38.59025573730469
2007-01-18,38.4754638671875
2007-01-19,38.24089050292969
2007-01-22,39.17919158935547
2007-01-23,38.89970016479492
2007-01-24,38.27582550048828
2007-01-25,38.11611557006836
2007-01-29,37.67690658569336
2007-01-31,36.71364974975586
2007-02-01,37.23271179199219
2007-02-02,37.05802536010742
2007-02-05,37.27762985229492
2007-02-06,36.8533935546875
2007-02-07,36.4990348815918
2007-02-08,36.668731689453125
2007-02-09,39.079376220703125
2007-02-12,39.254058837890625
2007-02-13,38.02128601074219
2007-02-14,40.14744567871094
2007-02-15,43.45146942138672
2007-02-19,43.67606735229492
2007-02-20,42.89248275756836
2007-02-21,41.56987380981445
2007-02-22,41.904266357421875
2007-02-23,40.017677307128906
2007-02-26,40.811241149902344
2007-02-27,40.756343841552734
2007-02-28,40.02765655517578
2007-03-01,39.72819900512695
2007-03-02,39.67329788208008
2007-03-05,36.743595123291016
2007-03-06,35.80030059814453
2007-03-07,37.09296417236328
2007-03-08,37.147865295410156
2007-03-09,38.934635162353516
2007-03-12,40.03764343261719
2007-03-13,40.546722412109375
2007-03-14,40.067588806152344
2007-03-15,40.25724792480469
2007-03-16,39.98274230957031
2007-03-19,39.82802200317383
2007-03-20,41.3203239440918
2007-03-21,40.98592758178711
2007-03-22,41.47504425048828
2007-03-23,41.73457717895508
2007-03-26,40.921043395996094
2007-03-28,39.53355407714844
2007-03-29,41.135658264160156
2007-03-30,41.839385986328125
2007-04-02,40.95598220825195
2007-04-03,41.664703369140625
2007-04-04,42.20372772216797
2007-04-05,43.80084228515625
2007-04-09,47.908416748046875
2007-04-10,47.459228515625
2007-04-11,48.18791198730469
2007-04-12,48.00823974609375
2007-04-13,47.92338943481445
2007-04-16,57.51106643676758
2007-04-17,53.842689514160156
2007-04-18,56.138545989990234
2007-04-19,56.17348098754883
2007-04-20,56.34317398071289
2007-04-23,55.89897537231445
2007-04-24,55.903968811035156
2007-04-25,56.852256774902344
2007-04-26,54.701141357421875
2007-04-27,53.35357666015625
2007-04-30,56.39308166503906
2007-05-03,58.40444564819336
2007-05-04,57.496089935302734
2007-05-07,59.39765548706055
2007-05-08,58.6739616394043
2007-05-09,58.634033203125
2007-05-10,61.31418991088867
2007-05-11,64.3836441040039
2007-05-14,67.60282135009766
2007-05-15,68.53614044189453
2007-05-16,70.31292724609375
2007-05-17,66.82921600341797
2007-05-18,65.40180206298828
2007-05-21,65.51160430908203
2007-05-22,65.22212219238281
2007-05-23,64.61322784423828
2007-05-24,62.097774505615234
2007-05-25,61.75339889526367
2007-05-28,62.951229095458984
2007-05-29,66.10054016113281
2007-05-30,64.1640396118164
2007-05-31,62.32735824584961
2007-06-01,65.41178131103516
2007-06-04,63.32056427001953
2007-06-05,63.92447280883789
2007-06-06,61.583702087402344
2007-06-07,64.65315246582031
2007-06-08,62.92128372192383
2007-06-11,62.89134216308594
2007-06-12,60.635414123535156
2007-06-13,63.50522994995117
2007-06-14,66.68448638916016
2007-06-15,70.0184555053711
2007-06-18,71.84515380859375
2007-06-19,73.4372787475586
2007-06-20,77.11064147949219
2007-06-21,80.96866607666016
2007-06-22,80.86885070800781
2007-06-25,81.90697479248047
2007-06-26,80.49951171875
2007-06-27,77.67462158203125
2007-06-28,77.71954345703125
2007-06-29,75.66326141357422
2007-07-02,77.63469696044922
2007-07-03,77.63968658447266
2007-07-04,78.37834930419922
2007-07-05,82.30125427246094
2007-07-06,86.41881561279297
2007-07-09,90.74100494384766
2007-07-10,86.25910949707031
2007-07-11,88.38526153564453
2007-07-12,90.2818374633789
2007-07-13,86.76319122314453
2007-07-16,90.80089569091797
2007-07-17,88.7845458984375
2007-07-18,86.4537582397461
2007-07-19,88.60486602783203
2007-07-20,86.30901336669922
2007-07-23,84.39747619628906
2007-07-24,83.17967224121094
2007-07-25,82.11160278320312
2007-07-26,82.12158203125
2007-07-27,82.68556213378906
2007-07-30,84.09801483154297
2007-07-31,84.47732543945312
2007-08-01,81.35297393798828
2007-08-02,81.95188903808594
2007-08-03,81.84208679199219
2007-08-06,81.13336944580078
2007-08-07,83.9981918334961
2007-08-08,83.86343383789062
2007-08-09,82.41105651855469
2007-08-10,81.6923599243164
2007-08-13,83.0
2007-08-14,85.30000305175781
2007-08-16,81.03500366210938
2007-08-17,79.87999725341797
2007-08-20,79.83999633789062
2007-08-21,78.94499969482422
2007-08-22,78.69000244140625
2007-08-23,77.13999938964844
2007-08-24,77.3949966430664
2007-08-27,81.16500091552734
2007-08-28,82.03500366210938
2007-08-29,83.91999816894531
2007-08-30,84.49500274658203
2007-08-31,88.72000122070312
2007-09-03,92.30500030517578
2007-09-04,91.4800033569336
2007-09-05,90.01499938964844
2007-09-06,89.7699966430664
2007-09-07,94.19499969482422
2007-09-10,93.23500061035156
2007-09-11,92.11499786376953
2007-09-12,94.9000015258789
2007-09-13,96.24500274658203
2007-09-14,95.4800033569336
2007-09-17,92.93000030517578
2007-09-18,92.45999908447266
2007-09-19,100.37999725341797
2007-09-20,104.45999908447266
2007-09-21,100.58499908447266
2007-09-24,104.0
2007-09-25,101.0
2007-09-26,101.84500122070312
2007-09-27,101.20500183105469
2007-09-28,98.91000366210938
2007-10-01,97.08000183105469
2007-10-03,96.25
2007-10-04,94.18499755859375
2007-10-05,93.80500030517578
2007-10-08,94.4000015258789
2007-10-09,91.2300033569336
2007-10-10,93.13500213623047
2007-10-11,95.63999938964844
2007-10-12,94.81500244140625
2007-10-15,95.91000366210938
2007-10-16,95.48500061035156
2007-10-17,95.05999755859375
2007-10-18,94.65499877929688
2007-10-19,90.44499969482422
2007-10-22,91.87000274658203
2007-10-23,101.05999755859375
2007-10-24,103.87999725341797
2007-10-25,104.88500213623047
2007-10-26,101.72000122070312
2007-10-29,106.06500244140625
2007-10-30,116.67500305175781
2007-10-31,127.93000030517578
2007-11-01,117.8550033569336
2007-11-02,119.83000183105469
2007-11-05,119.88500213623047
2007-11-06,108.79000091552734
