Date,DELTACORP
2007-11-02,20.242015838623047
2007-11-05,18.711496353149414
2007-11-06,18.299236297607422
2007-11-07,18.139484405517578
2007-11-08,17.0933780670166
2007-11-12,18.64193344116211
2007-11-13,17.180980682373047
2007-11-14,17.8612060546875
2007-11-15,17.521093368530273
2007-11-16,18.964012145996094
2007-11-19,19.04903793334961
2007-11-20,19.376272201538086
2007-11-21,19.54117774963379
2007-11-22,18.294086456298828
2007-11-23,18.649662017822266
2007-11-26,18.85063934326172
2007-11-27,18.294086456298828
2007-11-28,18.32500457763672
2007-11-29,18.294086456298828
2007-11-30,18.75788116455078
2007-12-03,19.564363479614258
2007-12-04,19.32988929748535
2007-12-05,19.33246421813965
2007-12-06,22.926868438720703
2007-12-07,23.05828285217285
2007-12-10,26.84077262878418
2007-12-11,27.60346031188965
2007-12-12,30.3656063079834
2007-12-13,29.878623962402344
2007-12-14,30.587194442749023
2007-12-17,31.602380752563477
2007-12-18,31.852323532104492
2007-12-19,29.832244873046875
2007-12-20,32.540279388427734
2007-12-24,33.19474792480469
2007-12-26,35.016422271728516
2007-12-27,36.0341911315918
2007-12-28,38.729347229003906
2007-12-31,40.66697692871094
2008-01-01,42.6741828918457
2008-01-02,44.77670669555664
2008-01-03,46.598388671875
2008-01-04,44.30519104003906
2008-01-07,46.0031852722168
2008-01-08,44.64530563354492
2008-01-09,42.4165153503418
2008-01-10,40.298519134521484
2008-01-11,39.507503509521484
2008-01-14,41.483768463134766
2008-01-15,43.57084655761719
2008-01-16,45.760982513427734
2008-01-17,48.05418395996094
2008-01-18,45.8125
2008-01-21,43.51930618286133
2008-01-22,41.354949951171875
2008-01-23,39.29362869262695
2008-01-24,37.33539581298828
2008-01-25,36.4593391418457
2008-01-28,35.995548248291016
2008-01-29,35.55752182006836
2008-01-30,33.77964782714844
2008-01-31,32.104835510253906
2008-02-01,30.53308868408203
2008-02-04,32.079071044921875
2008-02-05,33.70234298706055
2008-02-06,35.40291976928711
2008-02-07,35.1710205078125
2008-02-08,33.41891860961914
2008-02-11,31.76987075805664
2008-02-12,30.1981258392334
2008-02-13,28.703676223754883
2008-02-14,30.120832443237305
2008-02-15,31.641042709350586
2008-02-18,33.23855209350586
2008-02-19,34.91336441040039
2008-02-20,33.4962043762207
2008-02-21,33.70234298706055
2008-02-22,34.140377044677734
2008-02-25,34.42380142211914
2008-02-26,33.29008483886719
2008-02-27,32.414024353027344
2008-02-28,31.821401596069336
2008-02-29,30.24966049194336
2008-03-03,28.78098487854004
2008-03-04,27.363826751708984
2008-03-05,26.127050399780273
2008-03-07,24.838729858398438
2008-03-10,23.601945877075195
2008-03-11,24.78719711303711
2008-03-12,26.049747467041016
2008-03-13,24.761432647705078
2008-03-14,25.32829475402832
2008-03-17,24.06574058532715
2008-03-18,23.035085678100586
2008-03-19,22.030202865600586
2008-03-24,20.948017120361328
2008-03-25,21.489107131958008
2008-03-26,20.973787307739258
2008-03-27,22.030202865600586
2008-03-28,23.138151168823242
2008-03-31,24.246105194091797
2008-04-01,24.143033981323242
2008-04-02,24.143033981323242
2008-04-03,23.266984939575195
2008-04-04,23.473114013671875
2008-04-07,22.674360275268555
2008-04-08,23.524646759033203
2008-04-09,24.477998733520508
2008-04-10,25.32829475402832
2008-04-11,26.33317756652832
2008-04-15,27.673025131225586
2008-04-16,28.574844360351562
2008-04-17,28.162588119506836
2008-04-21,29.270538330078125
2008-04-22,30.636157989501953
2008-04-23,31.898698806762695
2008-04-24,30.739219665527344
2008-04-25,29.476665496826172
2008-04-28,29.296308517456055
2008-04-29,27.95645523071289
2008-04-30,27.59572410583496
2008-05-02,28.987110137939453
2008-05-05,28.136817932128906
2008-05-06,27.95645523071289
2008-05-07,26.668136596679688
2008-05-08,27.415361404418945
2008-05-09,28.291414260864258
2008-05-12,27.75032615661621
2008-05-13,27.698787689208984
2008-05-14,27.18346405029297
2008-05-15,27.8533878326416
2008-05-16,29.78586196899414
2008-05-20,31.486440658569336
2008-05-21,32.38825607299805
2008-05-22,29.553964614868164
2008-05-23,29.476665496826172
2008-05-26,27.59572410583496
2008-05-27,27.18346405029297
2008-05-28,27.776090621948242
2008-05-29,26.462005615234375
2008-05-30,26.049747467041016
2008-06-02,25.276762008666992
2008-06-03,24.143033981323242
2008-06-04,24.2203369140625
2008-06-05,23.39581871032715
2008-06-06,23.57617950439453
2008-06-09,21.25720977783203
2008-06-10,22.133264541625977
2008-06-11,22.133264541625977
2008-06-12,22.648590087890625
2008-06-13,23.8596134185791
2008-06-16,23.833847045898438
2008-06-17,24.374935150146484
2008-06-18,24.246105194091797
2008-06-19,23.936906814575195
2008-06-20,21.540639877319336
2008-06-23,21.61794090270996
2008-06-24,19.5566349029541
2008-06-25,20.123493194580078
2008-06-26,20.561519622802734
2008-06-27,19.84006690979004
2008-06-30,17.856056213378906
2008-07-01,16.07817840576172
2008-07-02,15.743220329284668
2008-07-03,14.918697357177734
2008-07-04,15.665918350219727
2008-07-07,16.129714965820312
2008-07-08,16.026649475097656
2008-07-09,16.851171493530273
2008-07-10,17.701459884643555
2008-07-11,17.39226722717285
2008-07-14,16.670806884765625
2008-07-15,15.846290588378906
2008-07-16,15.073297500610352
2008-07-17,14.686800956726074
2008-07-18,15.4340238571167
2008-07-21,15.69168758392334
2008-07-22,15.382493019104004
2008-07-23,16.155481338500977
2008-07-24,16.98000144958496
2008-07-25,17.46956443786621
2008-07-28,18.345617294311523
2008-07-29,19.273204803466797
2008-07-30,20.252323150634766
2008-07-31,21.282976150512695
2008-08-01,22.365163803100586
2008-08-04,23.49888038635254
2008-08-05,22.597061157226562
2008-08-06,21.489107131958008
2008-08-07,21.798303604125977
2008-08-08,21.798303604125977
2008-08-11,21.798303604125977
2008-08-12,21.798303604125977
2008-08-13,21.798303604125977
2008-08-14,21.798303604125977
2008-08-18,21.798303604125977
2008-08-19,21.798303604125977
2008-08-20,21.798303604125977
2008-08-21,21.798303604125977
2008-08-22,21.798303604125977
2008-08-25,21.798303604125977
2008-08-26,21.798303604125977
2008-08-27,21.798303604125977
2008-08-28,21.798303604125977
2008-08-29,21.798303604125977
2008-09-01,21.798303604125977
2008-09-02,21.798303604125977
2008-09-04,21.798303604125977
2008-09-05,21.798303604125977
2008-09-08,21.798303604125977
2008-09-09,21.798303604125977
2008-09-10,21.798303604125977
2008-09-11,21.798303604125977
2008-09-12,21.798303604125977
2008-09-15,21.798303604125977
2008-09-16,21.798303604125977
2008-09-17,21.798303604125977
2008-09-18,21.798303604125977
2008-09-19,21.798303604125977
2008-09-22,22.16010284423828
2008-09-23,22.16010284423828
2008-09-24,22.16010284423828
2008-09-25,22.16010284423828
2008-09-26,22.16010284423828
2008-09-29,22.16010284423828
2008-09-30,22.16010284423828
2008-10-01,22.16010284423828
2008-10-03,22.16010284423828
2008-10-06,22.16010284423828
2008-10-07,22.16010284423828
2008-10-08,22.16010284423828
2008-10-10,22.16010284423828
2008-10-13,22.16010284423828
2008-10-14,22.16010284423828
2008-10-15,22.16010284423828
2008-10-16,22.16010284423828
