Date,BAJAJFINSV
2002-12-25,477.57757568359375
2002-12-26,481.0496826171875
2002-12-27,496.2582092285156
2002-12-30,490.6344909667969
2002-12-31,492.24822998046875
2003-01-01,497.5784912109375
2003-01-02,491.41693115234375
2003-01-03,495.86700439453125
2003-01-06,490.73223876953125
2003-01-07,484.27716064453125
2003-01-08,487.45587158203125
2003-01-09,483.98388671875
2003-01-10,484.2283020019531
2003-01-13,484.27716064453125
2003-01-14,499.2413330078125
2003-01-15,492.5906066894531
2003-01-16,517.8241577148438
2003-01-17,512.8360595703125
2003-01-20,517.8241577148438
2003-01-21,508.77703857421875
2003-01-22,504.13153076171875
2003-01-23,502.3710021972656
2003-01-24,501.0016784667969
2003-01-27,501.5885925292969
2003-01-28,499.2413330078125
2003-01-29,504.2292175292969
2003-01-30,504.180419921875
2003-01-31,502.12646484375
2003-02-03,504.4248962402344
2003-02-04,519.2910766601562
2003-02-05,523.5454711914062
2003-02-06,537.9716796875
2003-02-07,531.85888671875
2003-02-10,522.9098510742188
2003-02-11,516.210205078125
2003-02-12,508.434814453125
2003-02-13,508.434814453125
2003-02-14,513.178466796875
2003-02-17,511.12451171875
2003-02-18,507.7012634277344
2003-02-19,510.1954040527344
2003-02-20,512.6892700195312
2003-02-21,512.4937133789062
2003-02-24,509.070556640625
2003-02-25,504.13153076171875
2003-02-26,493.47076416015625
2003-02-27,499.4367980957031
2003-02-28,504.4248962402344
2003-03-03,501.39300537109375
2003-03-04,491.3680419921875
2003-03-05,496.60052490234375
2003-03-06,494.79107666015625
2003-03-07,488.04266357421875
2003-03-10,473.07861328125
2003-03-11,466.9170227050781
2003-03-12,461.293212890625
2003-03-13,461.4889221191406
2003-03-14,461.4889221191406
2003-03-17,472.05169677734375
2003-03-18,472.05169677734375
2003-03-19,473.46990966796875
2003-03-20,488.1405029296875
2003-03-21,488.1405029296875
2003-03-24,490.34112548828125
2003-03-25,481.2452087402344
2003-03-26,486.96685791015625
2003-03-27,478.50677490234375
2003-03-28,478.6045837402344
2003-03-31,469.4599304199219
2003-04-01,469.6555480957031
2003-04-02,470.633544921875
2003-04-03,476.6973876953125
2003-04-04,492.2971496582031
2003-04-07,498.2632141113281
2003-04-08,504.4248962402344
2003-04-09,496.6983947753906
2003-04-10,498.8011779785156
2003-04-11,496.55169677734375
2003-04-15,486.771240234375
2003-04-16,485.499755859375
2003-04-17,471.0736083984375
2003-04-18,471.0736083984375
2003-04-21,467.6504821777344
2003-04-22,464.8631591796875
2003-04-23,459.8751525878906
2003-04-24,466.0856628417969
2003-04-25,465.98785400390625
2003-04-28,470.7312927246094
2003-04-29,485.8908996582031
2003-04-30,472.29620361328125
2003-05-01,472.29620361328125
2003-05-02,469.16650390625
2003-05-05,469.3132019042969
2003-05-06,474.3501281738281
2003-05-07,472.8829345703125
2003-05-08,463.9339294433594
2003-05-09,465.0097961425781
2003-05-12,468.0906066894531
2003-05-13,466.96588134765625
2003-05-14,466.8680725097656
2003-05-15,454.6914367675781
2003-05-16,455.5228271484375
2003-05-19,466.427978515625
2003-05-20,465.3031921386719
2003-05-21,465.3520812988281
2003-05-22,464.8142395019531
2003-05-23,474.98577880859375
2003-05-26,480.4139709472656
2003-05-27,484.3750305175781
2003-05-28,488.3360900878906
2003-05-29,492.98175048828125
2003-05-30,501.49072265625
2003-06-02,501.5885925292969
2003-06-03,500.4149169921875
2003-06-04,498.2632141113281
2003-06-05,491.9548645019531
2003-06-06,496.79620361328125
2003-06-09,500.1703796386719
2003-06-10,508.14141845703125
2003-06-11,512.3960571289062
2003-06-12,533.5704345703125
2003-06-13,532.6414184570312
2003-06-16,530.6364135742188
2003-06-17,554.01171875
2003-06-18,540.4656372070312
2003-06-19,532.5924682617188
2003-06-20,542.7640991210938
2003-06-23,552.1044311523438
2003-06-24,565.4547119140625
2003-06-25,555.7232055664062
2003-06-26,577.6312255859375
2003-06-27,564.1343383789062
2003-06-30,560.5154418945312
2003-07-01,555.3319091796875
2003-07-02,549.5615234375
2003-07-03,543.8399047851562
2003-07-04,559.8309936523438
2003-07-07,563.4496459960938
2003-07-08,552.9846801757812
2003-07-09,559.7821044921875
2003-07-10,533.4237670898438
2003-07-11,537.2381591796875
2003-07-14,542.5684814453125
2003-07-15,538.705322265625
2003-07-16,549.7081909179688
2003-07-17,563.1073608398438
2003-07-18,558.9995727539062
2003-07-21,555.0872192382812
2003-07-22,541.3458251953125
2003-07-23,550.6862182617188
2003-07-24,543.5464477539062
2003-07-25,552.397705078125
2003-07-28,562.1781616210938
2003-07-29,564.5254516601562
2003-07-30,586.6292724609375
2003-07-31,624.5282592773438
2003-08-01,631.5702514648438
2003-08-04,651.2288818359375
2003-08-05,625.9464721679688
2003-08-06,632.4506225585938
2003-08-07,642.2310791015625
2003-08-08,647.169921875
2003-08-11,639.6880493164062
2003-08-12,647.4146118164062
2003-08-13,642.8177490234375
2003-08-14,655.4345703125
2003-08-15,655.4345703125
2003-08-18,691.8175659179688
2003-08-19,685.8028564453125
2003-08-20,697.5880737304688
2003-08-21,698.7617797851562
2003-08-22,688.8345947265625
2003-08-25,677.6849975585938
2003-08-26,686.976318359375
2003-08-27,695.6808471679688
2003-08-28,702.527099609375
2003-08-29,713.5302734375
2003-09-01,713.6279296875
2003-09-02,720.0829467773438
2003-09-03,712.3564453125
2003-09-04,705.9014282226562
2003-09-05,708.493408203125
2003-09-08,705.5592041015625
2003-09-09,690.594970703125
2003-09-10,694.2627563476562
2003-09-11,687.9544677734375
2003-09-12,686.976318359375
2003-09-15,685.900390625
2003-09-16,704.043212890625
2003-09-17,720.5720825195312
2003-09-18,704.4343872070312
2003-09-19,727.2715454101562
2003-09-22,713.9701538085938
2003-09-23,723.6528930664062
2003-09-24,746.098876953125
2003-09-25,745.3654174804688
2003-09-26,781.16162109375
2003-09-29,775.1468505859375
2003-09-30,772.9949340820312
2003-10-01,798.4241943359375
2003-10-02,798.4241943359375
2003-10-03,822.8262329101562
2003-10-06,839.5996704101562
2003-10-07,836.3231201171875
2003-10-08,833.3890991210938
2003-10-09,837.6436157226562
2003-10-10,831.041748046875
2003-10-13,826.1026000976562
2003-10-14,830.7482299804688
2003-10-15,872.5107421875
2003-10-16,869.9678955078125
2003-10-17,845.9570922851562
2003-10-20,859.6495361328125
2003-10-21,847.6195678710938
2003-10-22,837.7413940429688
2003-10-23,838.4749145507812
2003-10-24,838.4749145507812
2003-10-27,860.9209594726562
2003-10-28,857.3510131835938
2003-10-29,878.427978515625
2003-10-30,879.6505126953125
2003-10-31,897.8421020507812
2003-11-03,927.4767456054688
2003-11-04,907.3779296875
2003-11-05,898.8201904296875
2003-11-06,886.2031860351562
2003-11-07,897.0105590820312
2003-11-10,881.89990234375
2003-11-11,901.5586547851562
2003-11-12,904.49267578125
2003-11-13,919.4078979492188
2003-11-14,919.4078979492188
2003-11-17,903.3680419921875
2003-11-18,914.4197998046875
2003-11-19,903.4657592773438
2003-11-20,903.4657592773438
2003-11-21,904.6395263671875
2003-11-24,907.3779296875
2003-11-25,910.1163940429688
2003-11-26,910.1163940429688
2003-11-27,928.4058227539062
2003-11-28,960.2899780273438
2003-12-01,987.1859741210938
2003-12-02,980.1443481445312
2003-12-03,993.4945678710938
2003-12-04,985.376708984375
2003-12-05,983.6651000976562
2003-12-08,953.2969970703125
2003-12-09,964.6422119140625
2003-12-10,1001.31884765625
2003-12-11,1009.8278198242188
2003-12-12,990.1691284179688
2003-12-15,1015.2070922851562
2003-12-16,1035.2080078125
2003-12-17,1067.6300048828125
2003-12-18,1055.746826171875
2003-12-19,1076.0411376953125
2003-12-22,1083.6212158203125
2003-12-23,1132.9146728515625
2003-12-24,1121.1290283203125
2003-12-25,1121.1290283203125
2003-12-26,1126.2635498046875
2003-12-29,1132.1317138671875
2003-12-30,1116.4342041015625
2003-12-31,1111.3485107421875
2004-01-01,1111.1527099609375
2004-01-02,1099.220947265625
2004-01-05,1084.697021484375
2004-01-06,1084.0611572265625
2004-01-07,1038.6800537109375
2004-01-08,1070.1727294921875
2004-01-09,1089.1468505859375
2004-01-12,1050.514404296875
2004-01-13,1039.0220947265625
2004-01-14,1053.546142578125
2004-01-15,1025.3297119140625
2004-01-16,1010.9034423828125
2004-01-19,1034.27880859375
2004-01-20,1049.340576171875
2004-01-21,1021.4175415039062
2004-01-22,933.8340454101562
2004-01-23,957.5026245117188
2004-01-26,957.5026245117188
2004-01-27,977.1612548828125
2004-01-28,974.031494140625
2004-01-29,976.9166870117188
2004-01-30,977.1122436523438
2004-02-02,977.1122436523438
2004-02-03,981.7581176757812
2004-02-04,1008.7518920898438
2004-02-05,999.75390625
2004-02-06,1008.2630615234375
2004-02-09,1009.6322021484375
2004-02-10,989.9246215820312
2004-02-11,996.9666137695312
2004-02-12,987.7239990234375
2004-02-13,999.3139038085938
2004-02-16,985.621337890625
2004-02-17,971.7817993164062
2004-02-18,958.9207153320312
2004-02-19,928.650390625
2004-02-20,893.3431396484375
2004-02-23,844.34326171875
2004-02-24,885.3230590820312
2004-02-25,885.4209594726562
2004-02-26,851.2874145507812
2004-02-27,885.6653442382812
2004-03-01,911.1434936523438
2004-03-02,911.1434936523438
2004-03-03,946.2549438476562
2004-03-04,903.6124877929688
2004-03-05,906.3999633789062
2004-03-08,902.0963745117188
2004-03-09,888.8929443359375
2004-03-10,878.7213134765625
2004-03-11,835.8342895507812
2004-03-12,852.16748046875
2004-03-15,834.07373046875
2004-03-16,799.5000610351562
2004-03-17,831.3353271484375
2004-03-18,810.9920654296875
2004-03-19,825.4668579101562
2004-03-22,832.509033203125
2004-03-23,843.9029541015625
2004-03-24,853.4390258789062
2004-03-25,842.2894287109375
2004-03-26,850.1625366210938
2004-03-29,874.0267944335938
2004-03-30,861.1655883789062
2004-03-31,890.84912109375
2004-04-01,894.12548828125
2004-04-02,899.7003784179688
2004-04-05,892.658447265625
2004-04-06,873.0487670898438
2004-04-07,858.08447265625
2004-04-08,866.2023315429688
2004-04-09,866.2023315429688
2004-04-12,863.659423828125
2004-04-13,869.429931640625
2004-04-14,869.429931640625
2004-04-15,887.3770141601562
2004-04-16,887.3770141601562
2004-04-19,910.0186767578125
2004-04-20,901.5096435546875
2004-04-21,895.5435791015625
2004-04-22,899.94482421875
2004-04-23,900.1404418945312
2004-04-27,880.6283569335938
2004-04-28,899.798095703125
2004-04-29,917.2561645507812
2004-04-30,900.5803833007812
2004-05-03,894.9568481445312
2004-05-04,902.1943359375
2004-05-05,914.0285034179688
2004-05-06,916.8160400390625
2004-05-07,909.3828735351562
2004-05-10,911.7302856445312
2004-05-11,890.4578857421875
2004-05-12,909.4808349609375
2004-05-13,912.7571411132812
2004-05-14,894.8590087890625
2004-05-17,829.5748291015625
2004-05-18,858.3291015625
2004-05-19,851.23828125
2004-05-20,843.9520874023438
2004-05-21,845.4190063476562
2004-05-24,857.3021850585938
2004-05-25,860.725341796875
2004-05-26,859.20947265625
2004-05-27,875.1515502929688
2004-05-28,859.796142578125
2004-05-31,850.9937744140625
2004-06-01,876.4229125976562
2004-06-02,879.2103271484375
2004-06-03,873.2931518554688
2004-06-04,867.7184448242188
2004-06-07,869.136474609375
2004-06-08,870.21240234375
2004-06-09,871.5327758789062
2004-06-10,870.9459228515625
2004-06-11,874.6134033203125
2004-06-14,866.7890625
2004-06-15,872.5597534179688
2004-06-16,865.3222045898438
2004-06-17,881.2154541015625
2004-06-18,878.0855712890625
2004-06-21,879.9927978515625
2004-06-22,879.797119140625
2004-06-23,879.8460083007812
2004-06-24,880.7752075195312
2004-06-25,870.1633911132812
2004-06-28,879.2103271484375
2004-06-29,882.5844116210938
2004-06-30,864.3929443359375
2004-07-01,878.3790283203125
2004-07-02,874.955810546875
2004-07-05,881.2154541015625
2004-07-06,879.6994018554688
2004-07-07,885.8121337890625
2004-07-08,889.52880859375
2004-07-09,894.7122192382812
2004-07-12,894.7611083984375
2004-07-13,871.6304931640625
2004-07-14,844.7342529296875
2004-07-15,822.77734375
2004-07-16,833.6336059570312
2004-07-19,834.6605224609375
2004-07-20,813.7305297851562
2004-07-21,823.9509887695312
2004-07-22,825.2225341796875
2004-07-23,813.6815185546875
2004-07-26,814.4639892578125
2004-07-27,814.4639892578125
2004-07-28,791.7733764648438
2004-07-29,796.8592529296875
2004-07-30,805.6128540039062
2004-08-02,833.8291015625
2004-08-03,829.5260009765625
2004-08-04,820.9189453125
2004-08-05,823.4619750976562
2004-08-06,835.6875610351562
2004-08-09,850.0157470703125
2004-08-10,871.3370971679688
2004-08-11,856.421875
2004-08-12,856.421875
2004-08-13,844.0496826171875
2004-08-16,849.771240234375
2004-08-17,850.1625366210938
2004-08-18,846.3482666015625
2004-08-19,850.3582153320312
2004-08-20,838.817138671875
2004-08-23,843.316162109375
2004-08-24,854.4169311523438
2004-08-25,863.0726928710938
2004-08-26,885.7141723632812
2004-08-27,882.7801513671875
2004-08-30,910.0675048828125
2004-08-31,912.317138671875
2004-09-01,912.7083740234375
2004-09-02,907.573486328125
2004-09-03,902.5365600585938
2004-09-06,905.2261962890625
2004-09-07,892.658447265625
2004-09-08,895.7390747070312
2004-09-09,891.5337524414062
2004-09-10,891.5337524414062
2004-09-13,898.3798828125
2004-09-14,895.6903686523438
2004-09-15,904.7371826171875
2004-09-16,912.023681640625
2004-09-17,919.4568481445312
2004-09-20,923.6133422851562
2004-09-21,939.4577026367188
2004-09-22,967.3807373046875
2004-09-23,947.3311157226562
2004-09-24,968.9457397460938
2004-09-27,965.8159790039062
2004-09-28,957.8939819335938
2004-09-29,969.825927734375
2004-09-30,1004.7908325195312
2004-10-01,1015.0602416992188
2004-10-04,1008.4584350585938
2004-10-05,1007.8226928710938
2004-10-06,996.135009765625
2004-10-07,1006.7469482421875
2004-10-08,1006.7469482421875
2004-10-11,989.0443725585938
2004-10-12,973.6890869140625
2004-10-14,992.3698120117188
2004-10-15,992.3698120117188
2004-10-18,964.2998657226562
2004-10-19,983.6162719726562
2004-10-20,960.240966796875
2004-10-21,935.2523193359375
2004-10-22,935.2523193359375
2004-10-25,909.0406494140625
2004-10-26,922.4887084960938
2004-10-27,927.4767456054688
2004-10-28,935.3988647460938
2004-10-29,935.3988647460938
2004-11-01,942.3428344726562
2004-11-02,963.9087524414062
2004-11-03,962.637451171875
2004-11-04,950.2650146484375
2004-11-05,951.68310546875
2004-11-08,965.0823364257812
2004-11-09,963.6640625
2004-11-10,975.3031005859375
2004-11-11,963.5176391601562
2004-11-12,972.9067993164062
2004-11-15,972.9067993164062
2004-11-16,1004.4484252929688
2004-11-17,997.6510620117188
2004-11-18,976.9166870117188
2004-11-19,976.9166870117188
2004-11-22,964.2510375976562
2004-11-23,968.260986328125
2004-11-24,978.285888671875
2004-11-25,977.943603515625
2004-11-26,977.943603515625
2004-11-29,983.469482421875
2004-11-30,986.74609375
2004-12-01,997.7489013671875
2004-12-02,1028.068359375
2004-12-03,1029.5841064453125
2004-12-06,1028.166015625
2004-12-07,1017.945556640625
2004-12-08,999.4605712890625
2004-12-09,1008.0675048828125
2004-12-10,997.4555053710938
2004-12-13,997.4555053710938
2004-12-14,1000.536376953125
2004-12-15,1034.8167724609375
2004-12-16,1062.104248046875
2004-12-17,1039.3646240234375
2004-12-20,1037.40869140625
2004-12-21,1074.2808837890625
2004-12-22,1095.74853515625
2004-12-23,1107.8275146484375
2004-12-24,1099.465576171875
2004-12-27,1106.01806640625
2004-12-28,1106.01806640625
2004-12-29,1101.91015625
2004-12-30,1106.8983154296875
2004-12-31,1106.360595703125
2005-01-03,1118.24365234375
2005-01-04,1105.87158203125
2005-01-05,1065.1849365234375
2005-01-06,1049.1939697265625
2005-01-07,1072.6180419921875
2005-01-10,1071.2484130859375
2005-01-11,1077.606201171875
2005-01-12,1056.9205322265625
2005-01-13,1082.30029296875
2005-01-14,1048.75390625
2005-01-17,1036.4305419921875
2005-01-18,1066.5052490234375
2005-01-19,999.5093994140625
2005-01-20,1009.4365234375
2005-01-24,1009.4365234375
2005-01-25,985.1323852539062
2005-01-27,982.3937377929688
2005-01-28,1018.5811157226562
2005-01-31,1016.380615234375
2005-02-01,1023.9114990234375
2005-02-02,1013.2509765625
2005-02-03,1037.066162109375
2005-02-04,1053.448486328125
2005-02-07,1042.445556640625
2005-02-08,1046.2598876953125
2005-02-09,1049.4384765625
2005-02-10,1047.28662109375
2005-02-11,1062.837646484375
2005-02-14,1055.2088623046875
2005-02-15,1044.842041015625
2005-02-16,1022.93359375
2005-02-17,1015.2070922851562
2005-02-18,1014.2288208007812
2005-02-21,1005.18212890625
2005-02-22,1028.1170654296875
2005-02-23,1017.2610473632812
2005-02-24,990.8049926757812
2005-02-25,997.2109985351562
2005-02-28,1010.7079467773438
2005-03-01,1021.2218627929688
2005-03-02,1021.5155639648438
2005-03-03,1065.52734375
2005-03-04,1077.9971923828125
2005-03-07,1085.47900390625
2005-03-08,1064.9893798828125
2005-03-09,1071.78662109375
2005-03-10,1071.78662109375
2005-03-11,1097.6068115234375
2005-03-14,1085.039306640625
2005-03-15,1065.087158203125
2005-03-16,1068.8526611328125
2005-03-17,1068.8526611328125
2005-03-18,1053.9373779296875
2005-03-21,1037.3109130859375
2005-03-22,1036.6263427734375
2005-03-23,1015.3538208007812
2005-03-24,998.0912475585938
2005-03-28,999.0693969726562
2005-03-29,996.2330322265625
2005-03-30,1008.3118286132812
2005-03-31,1058.33837890625
2005-04-01,1065.42919921875
2005-04-04,1041.2230224609375
2005-04-05,1061.6640625
2005-04-06,1044.6951904296875
2005-04-07,1014.86474609375
2005-04-08,1032.518310546875
2005-04-11,1032.518310546875
2005-04-12,1056.13818359375
2005-04-13,1061.6640625
2005-04-15,1048.75390625
2005-04-18,1046.8953857421875
2005-04-19,1037.50634765625
2005-04-20,1056.284912109375
2005-04-21,1057.70263671875
2005-04-22,1056.431396484375
2005-04-25,1048.802734375
2005-04-26,1057.9473876953125
2005-04-27,1066.7496337890625
2005-04-28,1072.3245849609375
2005-04-29,1058.9256591796875
2005-05-02,1080.1490478515625
2005-05-03,1067.4830322265625
2005-05-04,1065.7227783203125
2005-05-05,1085.7724609375
2005-05-06,1090.369384765625
2005-05-09,1098.14501953125
2005-05-10,1096.4820556640625
2005-05-11,1100.39453125
2005-05-12,1115.1629638671875
2005-05-13,1115.2607421875
2005-05-16,1164.1138916015625
2005-05-17,1150.61669921875
2005-05-18,1150.61669921875
2005-05-19,1196.828857421875
2005-05-20,1189.4451904296875
2005-05-23,1188.51611328125
2005-05-24,1181.1805419921875
2005-05-25,1186.9022216796875
2005-05-26,1205.2894287109375
2005-05-27,1205.2894287109375
2005-05-30,1202.3062744140625
2005-05-31,1203.52880859375
2005-06-01,1227.1488037109375
2005-06-02,1234.7772216796875
2005-06-03,1234.7772216796875
2005-06-06,1254.2890625
2005-06-07,1260.8421630859375
2005-06-08,1233.7503662109375
2005-06-09,1242.308349609375
2005-06-10,1212.4293212890625
2005-06-14,1208.8590087890625
2005-06-15,1200.9371337890625
2005-06-16,1224.0189208984375
2005-06-17,1226.5128173828125
2005-06-20,1227.490966796875
2005-06-21,1220.6937255859375
2005-06-22,1242.503662109375
2005-06-23,1284.0218505859375
2005-06-24,1290.2320556640625
2005-06-27,1295.318115234375
2005-06-28,1301.5284423828125
2005-06-29,1323.241455078125
2005-06-30,1353.218017578125
2005-07-01,1353.218017578125
2005-07-04,1349.6483154296875
2005-07-05,1344.0732421875
2005-07-06,1332.434814453125
2005-07-07,1316.2481689453125
2005-07-08,1312.140380859375
2005-07-11,1367.350830078125
2005-07-12,1367.350830078125
2005-07-13,1350.283935546875
2005-07-14,1340.503662109375
2005-07-15,1359.086181640625
2005-07-18,1393.51318359375
2005-07-19,1373.31689453125
2005-07-20,1368.1824951171875
2005-07-21,1349.6971435546875
2005-07-22,1345.3936767578125
2005-07-25,1365.00341796875
2005-07-26,1386.0313720703125
2005-07-27,1385.0538330078125
2005-07-28,1385.0538330078125
2005-07-29,1417.2799072265625
2005-08-01,1414.4923095703125
2005-08-02,1434.884765625
2005-08-03,1481.439208984375
2005-08-04,1493.6158447265625
2005-08-05,1446.0833740234375
2005-08-08,1403.391845703125
2005-08-09,1403.489501953125
2005-08-10,1381.2879638671875
2005-08-11,1396.007568359375
2005-08-12,1362.705322265625
2005-08-16,1377.5711669921875
2005-08-17,1421.0943603515625
2005-08-18,1390.5303955078125
2005-08-19,1390.628173828125
2005-08-22,1376.0064697265625
2005-08-23,1376.0064697265625
2005-08-24,1316.2969970703125
2005-08-25,1375.46826171875
2005-08-26,1381.532470703125
2005-08-29,1345.5894775390625
2005-08-30,1349.0611572265625
2005-08-31,1381.385986328125
2005-09-01,1425.544189453125
2005-09-02,1469.99609375
2005-09-05,1457.2327880859375
2005-09-06,1436.69384765625
2005-09-08,1503.34716796875
2005-09-09,1517.33349609375
2005-09-12,1553.6678466796875
2005-09-13,1598.9019775390625
2005-09-14,1613.1815185546875
2005-09-15,1599.34228515625
2005-09-16,1609.4161376953125
2005-09-19,1641.544677734375
2005-09-20,1624.135498046875
2005-09-21,1624.135498046875
2005-09-22,1588.9749755859375
2005-09-23,1577.4827880859375
2005-09-26,1593.0828857421875
2005-09-27,1620.419189453125
2005-09-28,1612.887939453125
2005-09-29,1626.287353515625
2005-09-30,1657.095703125
2005-10-03,1729.2750244140625
2005-10-04,1765.95166015625
2005-10-05,1740.81591796875
2005-10-06,1687.7080078125
2005-10-07,1694.9456787109375
2005-10-10,1697.8310546875
2005-10-11,1715.8758544921875
2005-10-13,1706.486572265625
2005-10-14,1656.80224609375
2005-10-17,1747.9556884765625
2005-10-18,1732.94287109375
2005-10-19,1697.7821044921875
2005-10-20,1683.4049072265625
2005-10-21,1698.95556640625
2005-10-24,1758.029541015625
2005-10-25,1753.7750244140625
2005-10-26,1726.7811279296875
2005-10-27,1676.6075439453125
2005-10-28,1623.9888916015625
2005-10-31,1669.7122802734375
2005-11-02,1714.5556640625
2005-11-04,1714.5556640625
2005-11-07,1728.248046875
2005-11-08,1779.448486328125
2005-11-09,1801.4056396484375
2005-11-10,1761.9908447265625
2005-11-11,1828.7420654296875
2005-11-14,1840.9674072265625
2005-11-16,1855.8826904296875
2005-11-17,1892.1680908203125
2005-11-18,1957.0609130859375
2005-11-21,2004.7891845703125
2005-11-22,2008.9951171875
2005-11-23,2019.264404296875
2005-11-24,2020.6337890625
2005-11-25,2019.6068115234375
2005-11-28,2070.66015625
2005-11-29,2025.67041015625
2005-11-30,1965.814453125
2005-12-01,1974.469970703125
2005-12-02,1939.7496337890625
2005-12-05,1956.1807861328125
2005-12-06,1943.07470703125
2005-12-07,1946.8895263671875
2005-12-08,1970.997802734375
2005-12-09,2036.0869140625
2005-12-12,2069.8291015625
2005-12-13,2067.2861328125
2005-12-14,2070.953125
2005-12-15,2035.646728515625
2005-12-16,2071.540771484375
2005-12-19,2059.217529296875
2005-12-20,2037.1622314453125
2005-12-21,2042.49267578125
2005-12-22,2052.908935546875
2005-12-23,2034.815185546875
2005-12-26,1976.083740234375
2005-12-27,1997.796142578125
2005-12-28,1954.371337890625
2005-12-29,1955.936279296875
2005-12-30,1957.15869140625
2006-01-02,1960.7283935546875
2006-01-03,1971.9759521484375
2006-01-04,2005.86474609375
2006-01-05,2023.9591064453125
2006-01-06,2001.708740234375
2006-01-09,2007.968017578125
2006-01-10,1979.3604736328125
2006-01-12,1954.517822265625
2006-01-13,1968.992919921875
2006-01-16,1976.7681884765625
2006-01-17,1976.7681884765625
2006-01-18,1973.5411376953125
2006-01-19,1992.3680419921875
2006-01-20,1992.3680419921875
2006-01-23,2005.767578125
2006-01-24,2033.6903076171875
2006-01-25,2099.17041015625
2006-01-27,2158.586669921875
2006-01-30,2127.142333984375
2006-01-31,2107.3369140625
2006-02-01,2113.6455078125
2006-02-02,2096.3828125
2006-02-03,2093.9375
2006-02-06,2143.4755859375
2006-02-07,2134.037353515625
2006-02-08,2160.05322265625
2006-02-10,2166.606201171875
2006-02-13,2172.572509765625
2006-02-14,2250.91357421875
2006-02-15,2363.0458984375
2006-02-16,2324.608642578125
2006-02-17,2347.6904296875
2006-02-20,2360.5029296875
2006-02-21,2360.5029296875
2006-02-22,2488.87060546875
2006-02-23,2564.571533203125
2006-02-24,2526.916259765625
2006-02-27,2506.280029296875
2006-02-28,2544.130126953125
2006-03-01,2659.979248046875
2006-03-02,2663.20703125
2006-03-03,2648.536376953125
2006-03-06,2667.754638671875
2006-03-07,2667.950439453125
2006-03-08,2621.73828125
2006-03-09,2607.751953125
2006-03-10,2696.802490234375
2006-03-13,2751.963623046875
2006-03-14,2739.98291015625
2006-03-16,2748.8828125
2006-03-17,2718.662109375
2006-03-20,2696.75341796875
2006-03-21,2641.053955078125
2006-03-22,2622.86279296875
2006-03-23,2675.08984375
2006-03-24,2679.6865234375
2006-03-27,2671.569091796875
2006-03-28,2671.226806640625
2006-03-29,2671.226806640625
2006-03-30,2639.538330078125
