Date,SUDARSCHEM
2005-03-03,9.679367065429688
2005-03-04,9.679367065429688
2005-03-07,10.346912384033203
2005-03-08,10.346912384033203
2005-03-09,10.346912384033203
2005-03-10,10.346912384033203
2005-03-11,10.346912384033203
2005-03-14,10.346912384033203
2005-03-15,10.346912384033203
2005-03-16,10.346912384033203
2005-03-17,10.346912384033203
2005-03-18,10.346912384033203
2005-03-21,10.346912384033203
2005-03-22,10.346912384033203
2005-03-23,10.346912384033203
2005-03-24,10.346912384033203
2005-03-28,10.346912384033203
2005-03-29,10.346912384033203
2005-03-30,10.346912384033203
2005-03-31,10.346912384033203
2005-04-01,10.346912384033203
2005-04-04,10.346912384033203
2005-04-05,10.346912384033203
2005-04-06,10.346912384033203
2005-04-07,10.346912384033203
2005-04-08,10.346912384033203
2005-04-11,10.346912384033203
2005-04-12,10.346912384033203
2005-04-13,10.346912384033203
2005-04-15,10.346912384033203
2005-04-18,11.424992561340332
2005-04-19,11.424992561340332
2005-04-20,11.424992561340332
2005-04-21,11.424992561340332
2005-04-22,11.424992561340332
2005-04-25,11.424992561340332
2005-04-26,11.424992561340332
2005-04-27,11.424992561340332
2005-04-28,11.424992561340332
2005-04-29,11.424992561340332
2005-05-02,11.424992561340332
2005-05-03,11.424992561340332
2005-05-04,11.424992561340332
2005-05-05,11.424992561340332
2005-05-06,11.424992561340332
2005-05-09,11.424992561340332
2005-05-10,11.424992561340332
2005-05-11,11.424992561340332
2005-05-12,11.424992561340332
2005-05-13,11.424992561340332
2005-05-16,11.424992561340332
2005-05-17,11.424992561340332
2005-05-18,11.424992561340332
2005-05-19,11.424992561340332
2005-05-20,11.424992561340332
2005-05-23,11.424992561340332
2005-05-24,11.424992561340332
2005-05-25,11.424992561340332
2005-05-26,11.424992561340332
2005-05-27,11.424992561340332
2005-05-30,11.882261276245117
2005-05-31,11.882261276245117
2005-06-01,11.882261276245117
2005-06-02,11.882261276245117
2005-06-03,11.882261276245117
2005-06-06,11.882261276245117
2005-06-07,11.882261276245117
2005-06-08,11.882261276245117
2005-06-09,11.882261276245117
2005-06-10,11.882261276245117
2005-06-13,11.882261276245117
2005-06-14,11.882261276245117
2005-06-15,11.882261276245117
2005-06-16,11.882261276245117
2005-06-17,11.882261276245117
2005-06-20,11.882261276245117
2005-06-21,11.882261276245117
2005-06-22,11.882261276245117
2005-06-23,11.882261276245117
2005-06-24,11.882261276245117
2005-06-27,11.882261276245117
2005-06-28,11.882261276245117
2005-06-29,11.882261276245117
2005-06-30,11.882261276245117
2005-07-01,11.882261276245117
2005-07-04,11.882261276245117
2005-07-05,11.882261276245117
2005-07-06,11.882261276245117
2005-07-07,12.085955619812012
2005-07-08,12.085955619812012
2005-07-11,12.085955619812012
2005-07-12,12.085955619812012
2005-07-13,12.085955619812012
2005-07-14,12.085955619812012
2005-07-15,12.085955619812012
2005-07-18,12.085955619812012
2005-07-19,12.085955619812012
2005-07-20,12.085955619812012
2005-07-21,12.085955619812012
2005-07-22,12.085955619812012
2005-07-25,12.085955619812012
2005-07-26,12.085955619812012
2005-07-27,12.085955619812012
2005-07-28,12.085955619812012
2005-07-29,12.085955619812012
2005-08-01,12.085955619812012
2005-08-02,12.085955619812012
2005-08-03,12.085955619812012
2005-08-04,12.085955619812012
2005-08-05,12.085955619812012
2005-08-08,12.085955619812012
2005-08-09,12.085955619812012
2005-08-10,12.085955619812012
2005-08-11,12.085955619812012
2005-08-12,12.085955619812012
2005-08-16,12.085955619812012
2005-08-17,12.085955619812012
2005-08-18,12.085955619812012
2005-08-19,12.085955619812012
2005-08-22,12.085955619812012
2005-08-23,12.085955619812012
2005-08-24,12.085955619812012
2005-08-25,12.085955619812012
2005-08-26,12.085955619812012
2005-08-29,12.085955619812012
2005-08-30,12.085955619812012
2005-08-31,12.085955619812012
2005-09-01,12.085955619812012
2005-09-02,12.085955619812012
2005-09-05,12.085955619812012
2005-09-06,12.085955619812012
2005-09-08,12.085955619812012
2005-09-09,12.085955619812012
2005-09-12,12.085955619812012
2005-09-13,12.085955619812012
2005-09-14,12.085955619812012
2005-09-15,12.085955619812012
2005-09-16,12.085955619812012
2005-09-19,12.085955619812012
2005-09-20,12.085955619812012
2005-09-21,12.085955619812012
2005-09-22,12.085955619812012
2005-09-23,12.085955619812012
2005-09-26,12.085955619812012
