Date,MAXHEALTH
2021-08-05,276.646728515625
2021-08-06,276.54730224609375
2021-08-09,285.8881530761719
2021-08-10,301.7376708984375
2021-08-11,298.7069091796875
2021-08-12,327.4745788574219
2021-08-13,316.74261474609375
2021-08-16,319.82305908203125
2021-08-17,341.3367614746094
2021-08-18,340.98895263671875
2021-08-20,327.5739440917969
2021-08-23,327.4248962402344
2021-08-24,323.2513427734375
2021-08-25,322.6551208496094
2021-08-26,331.2009582519531
2021-08-27,332.9896240234375
2021-08-30,358.7265319824219
2021-08-31,383.07220458984375
2021-09-01,373.5823974609375
2021-09-02,366.8748779296875
2021-09-03,377.80560302734375
2021-09-06,378.5509033203125
2021-09-07,376.464111328125
2021-09-08,382.52569580078125
2021-09-09,379.0974426269531
2021-09-13,384.1155700683594
2021-09-14,394.59918212890625
2021-09-15,391.1212158203125
2021-09-16,395.1457214355469
2021-09-17,376.8616027832031
2021-09-20,370.8993835449219
2021-09-21,363.14849853515625
2021-09-22,369.557861328125
2021-09-23,369.2100524902344
2021-09-24,362.65167236328125
2021-09-27,356.6894226074219
2021-09-28,367.3717346191406
2021-09-29,352.81396484375
2021-09-30,357.2856140136719
2021-10-01,356.44097900390625
2021-10-04,350.7768859863281
2021-10-05,350.3297119140625
2021-10-06,345.2618713378906
2021-10-07,348.34234619140625
2021-10-08,347.74609375
2021-10-11,346.15618896484375
2021-10-12,333.58587646484375
2021-10-13,330.3066101074219
2021-10-14,348.2429504394531
2021-10-18,343.72161865234375
2021-10-19,333.6852111816406
2021-10-20,340.3429870605469
2021-10-21,342.3304443359375
2021-10-22,330.6544494628906
2021-10-25,331.84686279296875
2021-10-26,341.1876525878906
2021-10-27,336.7160339355469
2021-10-28,333.1883544921875
2021-10-29,329.26324462890625
2021-11-01,340.64111328125
2021-11-02,340.44244384765625
2021-11-03,340.3926696777344
2021-11-04,343.5725402832031
2021-11-08,337.2625427246094
2021-11-09,336.0700988769531
2021-11-10,335.2254333496094
2021-11-11,334.6292419433594
2021-11-12,341.28704833984375
2021-11-15,361.3101501464844
2021-11-16,362.65167236328125
2021-11-17,365.38433837890625
2021-11-18,355.149169921875
2021-11-22,340.3926696777344
2021-11-23,342.181396484375
2021-11-24,354.9504699707031
2021-11-25,362.65167236328125
2021-11-26,369.4088134765625
2021-11-29,370.8993835449219
2021-11-30,377.80560302734375
2021-12-01,373.5823974609375
2021-12-02,372.7873840332031
2021-12-03,376.36474609375
2021-12-06,371.793701171875
2021-12-07,360.1177062988281
2021-12-08,366.1296081542969
2021-12-09,376.0169372558594
2021-12-10,379.1470947265625
2021-12-13,396.88470458984375
2021-12-14,379.94207763671875
2021-12-15,383.5690612792969
2021-12-16,390.2268981933594
2021-12-17,389.5312805175781
2021-12-20,385.30804443359375
2021-12-21,394.64886474609375
2021-12-22,397.33184814453125
2021-12-23,404.7846374511719
2021-12-24,411.1939392089844
2021-12-27,422.4228515625
2021-12-28,412.4361267089844
2021-12-29,422.0750427246094
2021-12-30,427.3416442871094
2021-12-31,440.1107482910156
2022-01-03,431.8630065917969
2022-01-04,426.0498046875
2022-01-05,405.4801940917969
2022-01-06,406.87139892578125
2022-01-07,399.61737060546875
2022-01-10,396.33819580078125
2022-01-11,388.33880615234375
2022-01-12,400.5613708496094
2022-01-13,402.35003662109375
2022-01-14,394.0526123046875
2022-01-17,391.5186767578125
2022-01-18,388.4879455566406
2022-01-19,382.2772521972656
2022-01-20,383.0225524902344
2022-01-21,371.9924011230469
2022-01-24,363.59564208984375
2022-01-25,367.1729736328125
2022-01-27,372.3899230957031
2022-01-28,367.2226257324219
2022-01-31,365.13592529296875
2022-02-01,361.7076110839844
2022-02-02,361.5088806152344
2022-02-03,361.11138916015625
2022-02-04,356.4906921386719
2022-02-07,347.2989196777344
2022-02-08,357.6334228515625
2022-02-09,362.3535461425781
2022-02-10,381.929443359375
2022-02-11,366.1296081542969
2022-02-14,360.3164367675781
2022-02-15,369.2597351074219
2022-02-16,377.75592041015625
2022-02-17,377.6068420410156
2022-02-18,368.31573486328125
2022-02-21,364.6390380859375
2022-02-22,369.7566223144531
2022-02-23,366.0302429199219
2022-02-24,344.11907958984375
2022-02-25,364.5396728515625
2022-02-28,372.0421447753906
2022-03-02,370.0547180175781
2022-03-03,366.72576904296875
2022-03-04,357.2856140136719
2022-03-07,343.72161865234375
2022-03-08,340.6907958984375
2022-03-09,351.47247314453125
2022-03-10,353.50958251953125
2022-03-11,349.6341247558594
2022-03-14,345.8083801269531
2022-03-15,341.9329528808594
2022-03-16,348.44171142578125
2022-03-17,332.4927673339844
2022-03-21,335.6229248046875
2022-03-22,326.1827697753906
2022-03-23,330.7538146972656
2022-03-24,330.207275390625
2022-03-25,340.044921875
2022-03-28,338.1568603515625
2022-03-29,353.2611389160156
2022-03-30,358.7265319824219
2022-03-31,345.4605712890625
2022-04-01,348.5410461425781
2022-04-04,352.2674560546875
2022-04-05,367.0736083984375
2022-04-06,344.6656188964844
2022-04-07,353.06243896484375
2022-04-08,358.82586669921875
2022-04-11,368.0672912597656
2022-04-12,367.1729736328125
2022-04-13,369.4088134765625
2022-04-18,370.3528747558594
2022-04-19,368.56414794921875
2022-04-20,406.3745422363281
2022-04-21,418.84552001953125
2022-04-22,408.312255859375
2022-04-25,411.74053955078125
2022-04-26,406.9707336425781
2022-04-27,408.41162109375
2022-04-28,394.45013427734375
2022-04-29,411.24371337890625
2022-05-02,388.98480224609375
2022-05-04,371.2471923828125
2022-05-05,371.5452575683594
2022-05-06,362.94976806640625
2022-05-09,361.26043701171875
2022-05-10,355.149169921875
2022-05-11,355.5963439941406
2022-05-12,351.6215515136719
2022-05-13,362.3038635253906
2022-05-16,365.78179931640625
2022-05-17,366.2786560058594
2022-05-18,359.7698974609375
2022-05-19,365.73211669921875
2022-05-20,372.73773193359375
2022-05-23,363.893798828125
2022-05-24,362.3038635253906
2022-05-25,355.1988830566406
2022-05-26,363.29754638671875
2022-05-27,372.29052734375
2022-05-30,371.793701171875
2022-05-31,377.95465087890625
2022-06-01,367.2226257324219
2022-06-02,382.2275390625
2022-06-03,370.3528747558594
2022-06-06,362.3038635253906
2022-06-07,364.9371337890625
2022-06-08,354.5529479980469
2022-06-09,354.5529479980469
2022-06-10,355.0994873046875
2022-06-13,349.6838073730469
2022-06-14,351.22406005859375
2022-06-15,350.5284729003906
2022-06-16,349.2863464355469
2022-06-17,356.39129638671875
2022-06-20,360.1177062988281
2022-06-21,359.3227233886719
2022-06-22,361.9560546875
2022-06-23,364.0428161621094
2022-06-24,369.9056701660156
2022-06-27,371.4955749511719
2022-06-28,368.21636962890625
2022-06-29,366.37799072265625
2022-06-30,364.6390380859375
2022-07-01,357.1365661621094
2022-07-04,363.74468994140625
2022-07-05,364.3409118652344
2022-07-06,367.2723388671875
2022-07-07,362.5522766113281
2022-07-08,361.657958984375
2022-07-11,363.893798828125
2022-07-12,363.893798828125
2022-07-13,365.93084716796875
2022-07-14,371.2471923828125
2022-07-15,366.1792907714844
2022-07-18,361.856689453125
2022-07-19,367.2226257324219
2022-07-20,364.5396728515625
2022-07-21,362.65167236328125
2022-07-22,353.01275634765625
2022-07-25,359.3227233886719
2022-07-26,362.99945068359375
2022-07-27,360.46551513671875
2022-07-28,360.7635803222656
2022-07-29,367.3220520019531
2022-08-01,367.2723388671875
2022-08-02,365.0365295410156
2022-08-03,367.62017822265625
2022-08-04,375.91754150390625
2022-08-05,373.28424072265625
2022-08-08,379.19677734375
2022-08-10,369.45849609375
2022-08-11,369.6075439453125
2022-08-12,359.620849609375
2022-08-16,394.3507385253906
2022-08-17,384.5130615234375
2022-08-18,383.1716003417969
2022-08-19,376.5634765625
2022-08-22,374.625732421875
2022-08-23,379.94207763671875
2022-08-24,377.35845947265625
2022-08-25,379.5942687988281
2022-08-26,376.3150634765625
2022-08-29,371.5452575683594
2022-08-30,385.8049011230469
2022-09-01,377.656494140625
2022-09-02,377.5571594238281
2022-09-05,376.5137939453125
2022-09-06,379.94207763671875
2022-09-07,380.4886169433594
2022-09-08,376.3150634765625
2022-09-09,410.6971435546875
2022-09-12,419.59075927734375
2022-09-13,420.1373291015625
2022-09-14,419.9385681152344
2022-09-15,436.78179931640625
2022-09-16,431.4655456542969
2022-09-19,422.0750427246094
2022-09-20,428.98126220703125
2022-09-21,434.79437255859375
2022-09-22,424.11212158203125
2022-09-23,424.2611999511719
2022-09-26,416.6096496582031
2022-09-27,411.0449523925781
2022-09-28,403.443115234375
2022-09-29,400.2135925292969
2022-09-30,405.33111572265625
2022-10-03,412.53546142578125
2022-10-04,410.8958740234375
2022-10-06,423.6152648925781
2022-10-07,413.380126953125
2022-10-10,408.1632080078125
2022-10-11,408.1632080078125
2022-10-12,418.0505676269531
2022-10-13,426.44732666015625
2022-10-14,425.05615234375
2022-10-17,416.8581237792969
2022-10-18,404.8840026855469
2022-10-19,402.9462585449219
2022-10-20,410.9952697753906
2022-10-21,408.41162109375
2022-10-24,408.9581604003906
2022-10-25,422.1744079589844
2022-10-27,416.36126708984375
2022-10-28,427.6398010253906
2022-10-31,453.42633056640625
2022-11-01,454.9168701171875
2022-11-02,461.8231506347656
2022-11-03,459.1401062011719
2022-11-04,459.9350891113281
2022-11-07,454.1219177246094
2022-11-09,455.3640441894531
2022-11-10,456.8545837402344
2022-11-11,442.296875
2022-11-14,439.8126220703125
2022-11-15,430.422119140625
2022-11-16,422.12469482421875
2022-11-17,415.4669189453125
2022-11-18,423.6152648925781
2022-11-21,430.1240234375
2022-11-22,436.5830993652344
2022-11-23,430.1240234375
2022-11-24,433.4031982421875
2022-11-25,428.3353576660156
2022-11-28,436.83148193359375
2022-11-29,440.1107482910156
2022-11-30,447.265380859375
2022-12-01,449.4515075683594
2022-12-02,444.6817321777344
2022-12-05,434.8441162109375
2022-12-06,435.93719482421875
2022-12-07,435.5893859863281
2022-12-08,429.8756103515625
2022-12-09,429.9749755859375
2022-12-12,430.1736755371094
2022-12-13,426.99383544921875
2022-12-14,429.13031005859375
2022-12-15,430.7202453613281
2022-12-16,424.2611999511719
2022-12-19,421.92596435546875
2022-12-20,435.49005126953125
2022-12-21,436.78179931640625
2022-12-22,444.3836975097656
2022-12-23,429.6768798828125
2022-12-26,442.7440185546875
2022-12-27,434.9434814453125
2022-12-28,435.2416076660156
2022-12-29,451.3892822265625
2022-12-30,436.78179931640625
2023-01-02,444.7811584472656
2023-01-03,443.73773193359375
2023-01-04,442.3465576171875
2023-01-05,437.2289733886719
2023-01-06,430.6208801269531
2023-01-09,448.30877685546875
2023-01-10,448.8553161621094
2023-01-11,445.62579345703125
2023-01-12,450.0477600097656
2023-01-13,450.1471252441406
2023-01-16,450.693603515625
2023-01-17,450.8427429199219
2023-01-18,449.1534118652344
2023-01-19,443.83709716796875
2023-01-20,435.6390380859375
2023-01-23,441.1541442871094
2023-01-24,431.8630065917969
2023-01-25,435.390625
2023-01-27,451.737060546875
2023-01-30,436.9805908203125
2023-01-31,438.9183044433594
2023-02-01,438.4214782714844
2023-02-02,438.1730041503906
2023-02-03,432.7573547363281
2023-02-06,437.4774169921875
2023-02-07,437.0799560546875
2023-02-08,434.9434814453125
2023-02-09,437.725830078125
2023-02-10,434.6453857421875
2023-02-13,427.8882141113281
2023-02-14,420.6838684082031
2023-02-15,420.882568359375
2023-02-16,426.99383544921875
2023-02-17,431.0680236816406
2023-02-20,425.65234375
2023-02-21,430.4718322753906
2023-02-22,428.53411865234375
2023-02-23,425.552978515625
2023-02-24,428.88189697265625
2023-02-27,426.94415283203125
2023-02-28,423.4165344238281
2023-03-01,430.8196105957031
2023-03-02,426.69573974609375
2023-03-03,422.7706298828125
2023-03-06,428.0869140625
2023-03-08,435.19189453125
2023-03-09,450.3458251953125
2023-03-10,454.8672180175781
2023-03-13,459.78607177734375
2023-03-14,465.69854736328125
2023-03-15,465.7482604980469
2023-03-16,461.47528076171875
2023-03-17,457.1527099609375
2023-03-20,465.25140380859375
2023-03-21,461.57470703125
2023-03-22,464.00927734375
2023-03-23,463.9099426269531
2023-03-24,457.79864501953125
2023-03-27,456.5068054199219
2023-03-28,447.1163635253906
2023-03-29,448.8553161621094
2023-03-31,438.32208251953125
2023-04-03,429.9749755859375
2023-04-05,416.51031494140625
2023-04-06,427.6398010253906
2023-04-10,437.92462158203125
2023-04-11,448.0603332519531
2023-04-12,475.9833984375
2023-04-13,468.6796875
2023-04-17,468.3318786621094
2023-04-18,460.9784851074219
2023-04-19,466.8413391113281
2023-04-20,462.4690246582031
2023-04-21,450.59429931640625
2023-04-24,446.96728515625
2023-04-25,437.328369140625
2023-04-26,437.5270690917969
2023-04-27,449.3521728515625
2023-04-28,457.1527099609375
2023-05-02,471.8098449707031
2023-05-03,473.05194091796875
2023-05-04,478.1198425292969
2023-05-05,481.2003479003906
2023-05-08,475.5859375
2023-05-09,478.2688903808594
2023-05-10,477.1261291503906
2023-05-11,481.0015563964844
2023-05-12,496.70208740234375
2023-05-15,516.6257934570312
2023-05-16,504.5523376464844
2023-05-17,519.3087768554688
2023-05-18,530.8357543945312
2023-05-19,541.716796875
2023-05-22,549.0701904296875
2023-05-23,550.2626342773438
2023-05-24,554.2374267578125
2023-05-25,533.3199462890625
2023-05-26,536.7979125976562
2023-05-29,533.5187377929688
2023-05-30,532.3759765625
2023-05-31,545.98974609375
2023-06-01,529.5936889648438
2023-06-02,527.6559448242188
2023-06-05,515.7811889648438
2023-06-06,520.6006469726562
2023-06-07,556.3241577148438
2023-06-08,553.8896484375
2023-06-09,566.1121215820312
2023-06-12,563.2800903320312
2023-06-13,572.9190673828125
2023-06-14,579.7259521484375
2023-06-15,581.3157958984375
2023-06-16,590.6566162109375
2023-06-19,597.8610229492188
2023-06-20,580.3717041015625
2023-06-21,575.7510986328125
2023-06-22,577.2913208007812
2023-06-23,576.893798828125
2023-06-26,598.8546752929688
2023-06-27,605.8106689453125
2023-06-28,599.5006103515625
2023-06-30,595.6748657226562
2023-07-03,602.0344848632812
2023-07-04,590.110107421875
2023-07-05,599.848388671875
2023-07-06,610.381591796875
2023-07-07,606.0590209960938
2023-07-10,608.7916870117188
2023-07-11,615.4992065429688
2023-07-12,611.3256225585938
2023-07-13,615.2507934570312
2023-07-14,596.9666748046875
2023-07-17,608.145751953125
2023-07-18,600.0968627929688
2023-07-19,607.6986083984375
2023-07-20,605.4130859375
2023-07-21,598.9540405273438
2023-07-24,607.7980346679688
2023-07-25,607.0526733398438
2023-07-26,604.121337890625
2023-07-27,599.1527099609375
2023-07-28,602.2332763671875
2023-07-31,591.1534423828125
2023-08-01,568.69580078125
2023-08-02,567.602783203125
2023-08-03,552.200439453125
2023-08-04,534.909912109375
2023-08-07,579.6762084960938
2023-08-08,555.9764404296875
2023-08-09,546.4865112304688
2023-08-10,533.3696899414062
2023-08-11,526.5130615234375
2023-08-14,518.4144897460938
2023-08-16,528.6495971679688
2023-08-17,538.28857421875
2023-08-18,530.0408325195312
2023-08-21,547.5299682617188
2023-08-22,565.6649169921875
2023-08-23,576.9434814453125
2023-08-24,559.7525634765625
2023-08-25,550.1134643554688
2023-08-28,551.455078125
2023-08-29,558.5599975585938
2023-08-30,571.7265625
2023-08-31,585.837158203125
2023-09-01,571.3291625976562
2023-09-04,571.13037109375
2023-09-05,590.706298828125
2023-09-06,584.8931884765625
2023-09-07,599.1527099609375
2023-09-08,600.1978759765625
2023-09-11,619.2589111328125
2023-09-12,615.5761108398438
2023-09-13,579.9922485351562
2023-09-14,581.2363891601562
2023-09-15,569.7898559570312
2023-09-18,571.7307739257812
2023-09-20,551.574951171875
2023-09-21,553.6651000976562
2023-09-22,540.7255859375
2023-09-25,553.5656127929688
2023-09-26,563.4196166992188
2023-09-27,570.9344482421875
2023-09-28,566.9530639648438
2023-09-29,564.7633666992188
2023-10-03,589.4481201171875
2023-10-04,567.5503540039062
2023-10-05,559.8861083984375
2023-10-06,558.094482421875
2023-10-09,565.957763671875
2023-10-10,552.4209594726562
2023-10-11,571.2828979492188
2023-10-12,578.2006225585938
2023-10-13,580.0917358398438
2023-10-16,573.771240234375
2023-10-17,571.233154296875
2023-10-18,575.2144775390625
2023-10-19,577.2052612304688
2023-10-20,581.3358764648438
2023-10-23,575.1647338867188
2023-10-25,566.455322265625
2023-10-26,546.4985961914062
2023-10-27,561.1799926757812
2023-10-30,573.47265625
2023-10-31,571.0838623046875
2023-11-01,573.771240234375
2023-11-02,578.6982421875
2023-11-03,575.46337890625
2023-11-06,591.23974609375
2023-11-07,594.6737060546875
2023-11-08,587.85546875
2023-11-09,590.4932250976562
2023-11-10,590.1448974609375
2023-11-13,589.9954833984375
2023-11-15,596.3658447265625
2023-11-16,612.540283203125
2023-11-17,604.9258422851562
2023-11-20,618.66162109375
2023-11-21,601.4918212890625
2023-11-22,613.7346801757812
2023-11-23,613.2868041992188
2023-11-24,609.9025268554688
2023-11-28,598.8541870117188
2023-11-29,610.4002685546875
2023-11-30,632.845458984375
2023-12-01,649.3185424804688
2023-12-04,688.1871337890625
2023-12-05,679.8758544921875
2023-12-06,653.2501831054688
2023-12-07,665.7418823242188
2023-12-08,675.0484619140625
2023-12-11,683.9071044921875
2023-12-12,696.2494506835938
2023-12-13,719.540771484375
2023-12-14,701.076904296875
2023-12-15,685.0020141601562
2023-12-18,678.134033203125
2023-12-19,660.9144287109375
2023-12-20,647.2283325195312
2023-12-21,646.8301391601562
2023-12-22,645.8846435546875
2023-12-26,671.7140502929688
2023-12-27,674.7498168945312
2023-12-28,681.6177368164062
2023-12-29,683.06103515625
2024-01-01,685.2507934570312
2024-01-02,674.7000732421875
2024-01-03,687.6893920898438
2024-01-04,734.3217163085938
2024-01-05,711.4285278320312
2024-01-08,701.176513671875
2024-01-09,712.871826171875
2024-01-10,730.7882690429688
2024-01-11,739.54736328125
2024-01-12,734.0230712890625
2024-01-15,724.4179077148438
2024-01-16,714.862548828125
2024-01-17,728.4490966796875
2024-01-18,701.6243896484375
2024-01-19,728.3993530273438
2024-01-23,772.4437255859375
2024-01-24,733.6249389648438
2024-01-25,729.0961303710938
2024-01-29,721.7802734375
2024-01-30,732.97802734375
2024-01-31,777.171630859375
2024-02-01,799.3680419921875
2024-02-02,762.838623046875
2024-02-05,785.8809204101562
2024-02-06,817.5830078125
2024-02-07,828.4820556640625
2024-02-08,858.2929077148438
2024-02-09,870.3367309570312
2024-02-12,871.8297119140625
2024-02-13,894.921875
2024-02-14,875.6121215820312
2024-02-15,860.0845336914062
2024-02-16,861.4282836914062
2024-02-19,838.8338012695312
2024-02-20,862.125
2024-02-21,850.0812377929688
2024-02-22,853.9134521484375
2024-02-23,847.9412841796875
2024-02-26,831.2192993164062
2024-02-27,845.9505615234375
2024-02-28,847.5928955078125
2024-02-29,789.663330078125
2024-03-01,733.326416015625
2024-03-04,743.9268798828125
2024-03-05,726.5082397460938
2024-03-06,755.9706420898438
2024-03-07,746.6640625
2024-03-11,762.0422973632812
2024-03-12,764.43115234375
2024-03-13,740.9906616210938
2024-03-14,728.94677734375
2024-03-15,723.5718994140625
2024-03-18,727.0556030273438
2024-03-19,731.4351806640625
2024-03-20,754.3283081054688
2024-03-21,745.3203735351562
2024-03-22,735.6156616210938
2024-03-26,771.7469482421875
2024-03-27,798.57177734375
2024-03-28,816.0899658203125
2024-04-01,813.4522705078125
2024-04-02,817.7322998046875
2024-04-03,815.3931884765625
2024-04-04,818.7276000976562
2024-04-05,801.1597290039062
2024-04-08,816.7369384765625
2024-04-09,824.5504760742188
2024-04-10,860.3333740234375
2024-04-12,866.4050903320312
2024-04-15,829.4774780273438
2024-04-16,814.1490478515625
2024-04-18,774.484130859375
2024-04-19,769.258544921875
2024-04-22,754.52734375
2024-04-23,757.0654907226562
2024-04-24,807.2313232421875
2024-04-25,799.7164306640625
2024-04-26,799.4675903320312
2024-04-29,834.205322265625
2024-04-30,836.3952026367188
2024-05-02,811.1132202148438
2024-05-03,809.6699829101562
2024-05-06,827.4866943359375
2024-05-07,801.458251953125
2024-05-08,800.3634033203125
2024-05-09,792.4503784179688
2024-05-10,807.6294555664062
2024-05-13,796.8298950195312
2024-05-14,811.1132202148438
2024-05-15,825.6453857421875
2024-05-16,845.1044921875
2024-05-17,837.88818359375
2024-05-21,831.1197509765625
2024-05-22,834.4044799804688
2024-05-23,799.3182373046875
2024-05-24,785.7317504882812
2024-05-27,800.4629516601562
2024-05-28,788.2698364257812
2024-05-29,785.3335571289062
2024-05-30,777.0721435546875
2024-05-31,748.306396484375
2024-06-03,761.6441040039062
2024-06-04,777.121826171875
2024-06-05,818.4290771484375
2024-06-06,826.2425537109375
2024-06-07,823.2564697265625
2024-06-10,807.9778442382812
2024-06-11,798.7708129882812
2024-06-12,866.4547729492188
