Date,SAMMAANCAP
2013-11-26,128.08799743652344
2013-11-27,126.18824768066406
2013-11-28,126.5336685180664
2013-11-29,128.63487243652344
2013-12-02,134.9385528564453
2013-12-03,132.98121643066406
2013-12-04,128.7212371826172
2013-12-05,127.0229721069336
2013-12-06,124.60513305664062
2013-12-09,127.33960723876953
2013-12-10,135.02490234375
2013-12-11,131.11024475097656
2013-12-12,133.70082092285156
2013-12-13,128.89390563964844
2013-12-16,129.7286834716797
2013-12-17,127.28199768066406
2013-12-18,128.63487243652344
2013-12-19,125.20958709716797
2013-12-20,129.52720642089844
2013-12-23,138.1047821044922
2013-12-24,140.9255828857422
2013-12-26,140.1195831298828
2013-12-27,140.43624877929688
2013-12-30,137.81690979003906
2013-12-31,137.27003479003906
2014-01-01,137.98960876464844
2014-01-02,135.34153747558594
2014-01-03,137.75933837890625
2014-01-06,137.18365478515625
2014-01-07,137.12611389160156
2014-01-08,141.18463134765625
2014-01-09,140.7240753173828
2014-01-10,138.3061981201172
2014-01-13,135.68690490722656
2014-01-14,133.4129638671875
2014-01-15,131.45565795898438
2014-01-16,130.4195098876953
2014-01-17,128.86512756347656
2014-01-20,131.65719604492188
2014-01-21,134.8809814453125
2014-01-22,136.34896850585938
2014-01-23,133.15394592285156
2014-01-24,129.93014526367188
2014-01-27,124.49002075195312
2014-01-28,127.7137680053711
2014-01-29,127.36843872070312
2014-01-30,122.3449935913086
2014-01-31,122.64221954345703
2014-02-03,120.08595275878906
2014-02-04,119.19420623779297
2014-02-05,119.31314086914062
2014-02-06,119.22393035888672
2014-02-07,120.82904815673828
2014-02-10,118.80782318115234
2014-02-11,117.113525390625
2014-02-12,116.66764831542969
2014-02-13,114.20055389404297
2014-02-14,113.4871826171875
2014-02-17,114.26001739501953
2014-02-18,114.11137390136719
2014-02-19,113.45743560791016
2014-02-20,112.98184967041016
2014-02-21,114.0816650390625
2014-02-24,112.32793426513672
2014-02-25,117.02434539794922
2014-02-26,116.37044525146484
2014-02-28,113.87357330322266
2014-03-03,112.59541320800781
2014-03-04,114.26001739501953
2014-03-05,114.91393280029297
2014-03-06,120.65071868896484
2014-03-07,122.99891662597656
2014-03-10,120.56155395507812
2014-03-11,118.77808380126953
2014-03-12,119.87788391113281
2014-03-13,127.69535064697266
2014-03-14,126.68474578857422
2014-03-18,130.57859802246094
2014-03-19,131.648681640625
2014-03-20,128.49789428710938
2014-03-21,130.10301208496094
2014-03-24,129.83551025390625
2014-03-25,125.5255126953125
2014-03-26,131.17308044433594
2014-03-27,139.13917541503906
2014-03-28,136.7018280029297
2014-03-31,141.21990966796875
2014-04-01,141.8738250732422
2014-04-02,142.2602081298828
2014-04-03,140.47679138183594
2014-04-04,145.1434783935547
2014-04-07,146.5999755859375
2014-04-09,148.68069458007812
2014-04-10,162.5321502685547
2014-04-11,165.0290069580078
2014-04-15,170.11183166503906
2014-04-16,169.19039916992188
2014-04-17,169.78492736816406
2014-04-21,165.95046997070312
2014-04-22,169.75514221191406
2014-04-23,164.28590393066406
2014-04-24,164.28590393066406
2014-04-25,160.481201171875
2014-04-28,178.7318878173828
2014-04-29,181.5557098388672
2014-04-30,177.78070068359375
2014-05-02,178.0184783935547
2014-05-05,181.73403930664062
2014-05-06,180.01898193359375
2014-05-07,175.79261779785156
2014-05-08,176.0682373046875
2014-05-09,174.3531951904297
2014-05-12,176.95643615722656
2014-05-13,178.2120361328125
2014-05-14,192.5756072998047
2014-05-15,196.0056915283203
2014-05-16,205.59158325195312
2014-05-19,222.61959838867188
2014-05-20,222.58897399902344
2014-05-21,242.0057830810547
2014-05-22,241.9138641357422
2014-05-23,244.9765167236328
2014-05-26,232.20550537109375
2014-05-27,223.7221221923828
2014-05-28,237.74876403808594
2014-05-29,230.70481872558594
2014-05-30,239.40255737304688
2014-06-02,239.70884704589844
2014-06-03,239.24948120117188
2014-06-04,239.9539031982422
2014-06-05,235.57440185546875
2014-06-06,237.99378967285156
2014-06-09,239.80078125
2014-06-10,234.6862030029297
2014-06-11,234.10433959960938
2014-06-12,234.99246215820312
2014-06-13,226.29470825195312
2014-06-16,223.59963989257812
2014-06-17,227.3052978515625
2014-06-18,225.98846435546875
2014-06-19,221.8233184814453
2014-06-20,217.2294158935547
2014-06-23,217.93386840820312
2014-06-24,223.7833709716797
2014-06-25,232.63427734375
2014-06-26,236.1256561279297
2014-06-27,234.07366943359375
2014-06-30,232.78736877441406
2014-07-01,234.07366943359375
2014-07-02,236.8606414794922
2014-07-03,227.70347595214844
2014-07-04,227.76475524902344
2014-07-07,229.7247772216797
2014-07-08,217.9950714111328
2014-07-09,218.11764526367188
2014-07-10,226.96847534179688
2014-07-11,226.845947265625
2014-07-14,222.89524841308594
2014-07-15,222.95643615722656
2014-07-16,226.9379119873047
2014-07-17,225.28402709960938
2014-07-18,228.62220764160156
2014-07-21,221.05770874023438
2014-07-22,222.9871368408203
2014-07-23,220.8433380126953
2014-07-24,225.4678192138672
2014-07-25,240.04571533203125
2014-07-28,257.563720703125
2014-07-30,248.37606811523438
2014-07-31,251.1935272216797
2014-08-01,243.01638793945312
2014-08-04,246.36082458496094
2014-08-05,250.95547485351562
2014-08-06,248.48626708984375
2014-08-07,246.61085510253906
2014-08-08,243.54788208007812
2014-08-11,244.82931518554688
2014-08-12,243.45399475097656
2014-08-13,239.3907012939453
2014-08-14,243.01638793945312
2014-08-18,242.1100311279297
2014-08-19,246.23580932617188
2014-08-20,246.79844665527344
2014-08-21,246.5796356201172
2014-08-22,240.67222595214844
2014-08-25,241.39112854003906
2014-08-26,237.5153045654297
2014-08-27,234.17095947265625
2014-08-28,235.98382568359375
2014-09-01,243.14157104492188
2014-09-02,243.73538208007812
2014-09-03,247.7986297607422
2014-09-04,248.07997131347656
2014-09-05,248.5800323486328
2014-09-08,247.45480346679688
2014-09-09,250.36160278320312
2014-09-10,246.79844665527344
2014-09-11,254.76870727539062
2014-09-12,254.61253356933594
2014-09-15,254.17489624023438
2014-09-16,250.98680114746094
2014-09-17,248.6737823486328
2014-09-18,247.7986297607422
2014-09-19,247.64234924316406
2014-09-22,254.51870727539062
2014-09-23,266.6772766113281
2014-09-24,264.64569091796875
2014-09-25,256.37451171875
2014-09-26,260.2386779785156
2014-09-29,255.12904357910156
2014-09-30,257.204833984375
2014-10-01,255.6399688720703
2014-10-07,254.65005493164062
2014-10-08,247.01756286621094
2014-10-09,255.92747497558594
2014-10-10,252.1271514892578
2014-10-13,255.22488403320312
2014-10-14,255.6719512939453
2014-10-15,255.6719512939453
2014-10-16,253.3086700439453
2014-10-17,252.22296142578125
2014-10-20,253.05323791503906
2014-10-21,254.7777862548828
2014-10-22,253.50033569335938
2014-10-27,254.3307342529297
2014-10-28,253.91552734375
2014-10-29,254.13906860351562
2014-10-30,256.3106689453125
2014-10-31,267.1685485839844
2014-11-03,287.60699462890625
2014-11-05,300.0616149902344
2014-11-07,294.9519958496094
2014-11-10,283.9983215332031
2014-11-11,283.16802978515625
2014-11-12,295.7823791503906
2014-11-13,291.4072570800781
2014-11-14,291.85430908203125
2014-11-17,288.3095397949219
2014-11-18,287.319580078125
2014-11-19,287.479248046875
2014-11-20,283.7428283691406
2014-11-21,281.6670837402344
2014-11-24,287.9902038574219
2014-11-25,286.8085632324219
2014-11-26,283.9983215332031
2014-11-27,285.0840759277344
2014-11-28,287.8944091796875
2014-12-01,287.479248046875
2014-12-02,299.2313537597656
2014-12-03,294.02587890625
2014-12-04,295.814208984375
2014-12-05,292.0140075683594
2014-12-08,287.92633056640625
2014-12-09,284.9563903808594
2014-12-10,294.2494812011719
2014-12-11,287.319580078125
2014-12-12,283.39154052734375
2014-12-15,280.1022644042969
2014-12-16,268.8930358886719
2014-12-17,278.6971740722656
2014-12-18,292.6528015136719
2014-12-19,290.60888671875
2014-12-22,292.2695007324219
2014-12-23,284.317626953125
2014-12-24,281.060302734375
2014-12-26,283.5832214355469
2014-12-29,286.04217529296875
2014-12-30,293.2275390625
2014-12-31,293.7065734863281
2015-01-01,290.06597900390625
2015-01-02,306.8000183105469
2015-01-05,308.74798583984375
2015-01-06,302.4887390136719
2015-01-07,317.7536315917969
2015-01-08,322.3203430175781
2015-01-09,316.4762268066406
2015-01-12,317.8175354003906
2015-01-13,314.3685607910156
2015-01-14,318.9991149902344
2015-01-15,340.8746337890625
2015-01-16,361.72821044921875
2015-01-19,365.304931640625
2015-01-20,381.3683166503906
2015-01-21,375.9712829589844
2015-01-22,374.40643310546875
2015-01-23,374.1828308105469
2015-01-27,396.1541442871094
2015-01-28,395.9625549316406
2015-01-29,384.6853942871094
2015-01-30,381.5421142578125
2015-02-02,385.65765380859375
2015-02-03,391.1017761230469
2015-02-04,387.5047607421875
2015-02-05,378.7877197265625
2015-02-06,380.0838928222656
2015-02-09,372.4685974121094
2015-02-10,376.2276306152344
2015-02-11,379.3061828613281
2015-02-12,383.3243408203125
2015-02-13,395.8329772949219
2015-02-16,399.2679748535156
2015-02-18,411.6468811035156
2015-02-19,408.1795349121094
2015-02-20,401.0178527832031
2015-02-23,402.80010986328125
2015-02-24,410.2210998535156
2015-02-25,408.7951965332031
2015-02-26,408.66546630859375
2015-02-27,410.6424255371094
2015-03-02,407.1101379394531
2015-03-03,409.508056640625
2015-03-04,412.7161560058594
2015-03-05,410.0914001464844
2015-03-09,390.1943664550781
2015-03-10,384.555908203125
2015-03-11,368.4179382324219
2015-03-12,365.2422180175781
2015-03-13,366.5060119628906
2015-03-16,369.94097900390625
2015-03-17,365.40423583984375
2015-03-18,365.4690246582031
2015-03-19,359.6036682128906
2015-03-20,359.279541015625
2015-03-23,361.1590881347656
2015-03-24,364.10797119140625
2015-03-25,362.6820983886719
2015-03-26,352.7012939453125
2015-03-27,351.24298095703125
2015-03-30,355.7149658203125
2015-03-31,361.58026123046875
2015-04-01,371.658447265625
2015-04-06,371.7232666015625
2015-04-07,363.4274597167969
2015-04-08,361.41827392578125
2015-04-09,376.8108825683594
2015-04-10,376.2276306152344
2015-04-13,376.3572082519531
2015-04-15,371.5936279296875
2015-04-16,369.5521240234375
2015-04-17,359.538818359375
2015-04-20,347.54876708984375
2015-04-21,356.65472412109375
2015-04-22,363.6866455078125
2015-04-23,362.8441467285156
2015-04-24,359.2471618652344
2015-04-27,361.2239074707031
2015-04-28,372.11212158203125
2015-04-29,382.31988525390625
2015-04-30,384.7503662109375
2015-05-04,380.8616638183594
2015-05-05,381.5421142578125
2015-05-06,367.7205505371094
2015-05-07,356.59747314453125
2015-05-08,368.1812438964844
2015-05-11,366.0751037597656
2015-05-12,361.6654357910156
2015-05-13,371.6366882324219
2015-05-14,368.9052429199219
2015-05-15,367.3256530761719
2015-05-18,371.2417297363281
2015-05-19,371.8999328613281
2015-05-20,377.5931091308594
2015-05-21,381.9371032714844
2015-05-22,391.18438720703125
2015-05-25,390.23004150390625
2015-05-26,390.6577453613281
2015-05-27,388.9136962890625
2015-05-28,390.3287658691406
2015-05-29,392.2374267578125
2015-06-01,400.8924560546875
2015-06-02,392.7309875488281
2015-06-03,392.1058349609375
2015-06-04,387.6960754394531
2015-06-05,385.1621398925781
2015-06-08,387.23541259765625
2015-06-09,377.1324157714844
2015-06-10,381.048583984375
2015-06-11,381.3446960449219
2015-06-12,380.1600646972656
2015-06-15,366.1739501953125
2015-06-16,366.5028991699219
2015-06-17,382.1015625
2015-06-18,392.5335693359375
2015-06-19,393.455078125
2015-06-22,399.7405700683594
2015-06-23,394.8043518066406
2015-06-24,394.4752197265625
2015-06-25,399.87213134765625
2015-06-26,405.697021484375
2015-06-29,401.7480163574219
2015-06-30,409.678955078125
2015-07-01,414.77972412109375
2015-07-02,439.1651306152344
2015-07-03,430.7733459472656
2015-07-06,436.3678894042969
2015-07-07,430.6089172363281
2015-07-08,415.9974060058594
2015-07-09,408.6259460449219
2015-07-10,415.8000183105469
2015-07-13,416.6227722167969
2015-07-14,420.8020935058594
2015-07-15,417.34674072265625
2015-07-16,432.1226806640625
2015-07-17,440.1852722167969
2015-07-20,446.89862060546875
2015-07-21,437.6842041015625
2015-07-22,469.63848876953125
2015-07-23,471.9420166015625
2015-07-24,479.1819152832031
2015-07-27,490.83154296875
2015-07-28,494.6817626953125
2015-07-29,490.14056396484375
2015-07-30,486.7095031738281
2015-07-31,491.80609130859375
2015-08-03,502.99853515625
2015-08-04,523.5181884765625
2015-08-05,526.3163452148438
2015-08-06,534.4110107421875
2015-08-07,529.5142822265625
2015-08-10,533.6448364257812
2015-08-11,533.5782470703125
2015-08-12,503.0650329589844
2015-08-13,504.0645446777344
2015-08-14,528.3150024414062
2015-08-17,530.7134399414062
2015-08-18,529.9473266601562
2015-08-19,533.2118530273438
2015-08-20,527.1158447265625
2015-08-21,515.6235961914062
2015-08-24,477.04925537109375
2015-08-25,492.50555419921875
2015-08-26,506.2630615234375
2015-08-27,516.18994140625
2015-08-28,517.7554931640625
2015-08-31,503.0319519042969
2015-09-01,484.67755126953125
2015-09-02,473.7514343261719
2015-09-03,473.4515686035156
2015-09-04,480.8465881347656
2015-09-07,482.6454772949219
2015-09-08,480.8465881347656
2015-09-09,476.982421875
2015-09-10,482.6120910644531
2015-09-11,486.0765075683594
2015-09-14,510.5935363769531
2015-09-15,498.3348693847656
2015-09-16,486.74285888671875
2015-09-18,479.5809020996094
2015-09-21,477.5489501953125
2015-09-22,467.222412109375
2015-09-23,488.2084045410156
2015-09-24,480.7133483886719
2015-09-28,484.5775146484375
2015-09-29,496.36962890625
2015-09-30,529.0145874023438
2015-10-01,530.2803955078125
2015-10-05,525.1838989257812
2015-10-06,524.884033203125
2015-10-07,522.55224609375
2015-10-08,502.7320861816406
2015-10-09,495.17041015625
2015-10-12,492.9719543457031
2015-10-13,488.5081787109375
2015-10-14,495.83660888671875
2015-10-15,496.236328125
2015-10-16,486.10980224609375
2015-10-19,495.80316162109375
2015-10-20,491.27301025390625
2015-10-21,490.34033203125
2015-10-23,495.6700439453125
2015-10-26,496.236328125
2015-10-27,498.00201416015625
2015-10-28,492.7053527832031
2015-10-29,483.2782897949219
2015-10-30,480.0472106933594
2015-11-02,487.0635986328125
2015-11-03,489.3909912109375
2015-11-04,482.2735290527344
2015-11-05,476.77520751953125
2015-11-06,475.5269775390625
2015-11-09,472.1536560058594
2015-11-10,471.0068664550781
2015-11-13,434.13726806640625
2015-11-16,424.65838623046875
2015-11-17,418.9239501953125
2015-11-18,407.35369873046875
2015-11-19,415.14581298828125
2015-11-20,441.4571533203125
2015-11-23,458.2222900390625
2015-11-24,467.1951904296875
2015-11-26,459.2679748535156
2015-11-27,463.7881164550781
2015-11-30,467.7685241699219
2015-12-01,484.6012268066406
2015-12-02,485.1070251464844
2015-12-03,481.83502197265625
2015-12-04,477.75335693359375
2015-12-07,468.4769592285156
2015-12-08,457.1764831542969
2015-12-09,451.0035400390625
2015-12-10,453.9045715332031
2015-12-11,446.1122741699219
2015-12-14,451.23956298828125
2015-12-15,453.22979736328125
2015-12-16,464.12542724609375
2015-12-17,480.5531311035156
2015-12-18,474.04290771484375
2015-12-21,474.61627197265625
2015-12-22,472.3899841308594
2015-12-23,472.794677734375
2015-12-24,477.1124267578125
2015-12-28,479.6087341308594
2015-12-29,494.04608154296875
2015-12-30,492.8317565917969
2015-12-31,497.0146484375
2016-01-01,496.3062744140625
2016-01-04,488.0755310058594
2016-01-05,494.788330078125
2016-01-06,496.4411315917969
2016-01-07,483.92633056640625
2016-01-08,496.036376953125
2016-01-11,496.67724609375
2016-01-12,481.632568359375
2016-01-13,483.6228942871094
2016-01-14,466.8916015625
2016-01-15,448.7096862792969
2016-01-18,443.1099853515625
2016-01-19,470.197265625
2016-01-20,465.2723388671875
2016-01-21,471.14190673828125
2016-01-22,478.0906982421875
2016-01-25,477.75335693359375
2016-01-27,474.9873046875
2016-01-28,470.43341064453125
2016-01-29,476.9438781738281
2016-02-01,484.1189880371094
2016-02-02,474.14202880859375
2016-02-03,462.0126037597656
2016-02-04,450.7373352050781
2016-02-05,466.2492980957031
2016-02-08,459.3817138671875
2016-02-09,428.4942932128906
2016-02-10,427.2301025390625
2016-02-11,419.8157958984375
2016-02-12,410.8638610839844
2016-02-15,433.6535339355469
2016-02-16,420.8407897949219
2016-02-17,417.8681945800781
2016-02-18,414.7931823730469
2016-02-19,408.30126953125
2016-02-22,398.5636291503906
2016-02-23,386.5366516113281
2016-02-24,377.823974609375
2016-02-25,382.8124084472656
2016-02-26,393.2676086425781
2016-02-29,393.1651916503906
2016-03-01,426.1709289550781
2016-03-02,443.7672119140625
2016-03-03,443.7672119140625
2016-03-04,457.3658142089844
2016-03-08,451.8648376464844
2016-03-09,448.1748046875
2016-03-10,447.5255432128906
2016-03-11,442.2637634277344
2016-03-14,446.0564880371094
2016-03-15,443.9379577636719
2016-03-16,434.64447021484375
2016-03-17,434.4394836425781
2016-03-18,424.4578552246094
2016-03-21,447.5055236816406
2016-03-22,447.1934814453125
2016-03-23,446.56976318359375
2016-03-28,437.48931884765625
2016-03-29,426.15606689453125
2016-03-30,443.3466491699219
2016-03-31,450.486083984375
2016-04-01,448.26806640625
2016-04-04,437.9053649902344
2016-04-05,427.16119384765625
2016-04-06,432.3252868652344
2016-04-07,425.80950927734375
2016-04-08,421.2693786621094
2016-04-11,433.3996276855469
2016-04-12,430.2804260253906
2016-04-13,434.6473693847656
2016-04-18,444.7328796386719
2016-04-20,454.4371032714844
2016-04-21,461.36883544921875
2016-04-22,467.1567077636719
2016-04-25,460.01715087890625
2016-04-26,471.4195556640625
2016-04-27,487.1889953613281
2016-04-28,483.2034912109375
2016-04-29,480.5346984863281
2016-05-02,480.7427062988281
2016-05-03,474.15777587890625
2016-05-04,464.5920715332031
2016-05-05,463.79486083984375
2016-05-06,468.8896484375
2016-05-09,479.287109375
2016-05-10,475.75189208984375
2016-05-11,471.8009033203125
2016-05-12,494.12060546875
2016-05-13,496.37347412109375
2016-05-16,502.33477783203125
2016-05-17,499.56201171875
2016-05-18,505.31524658203125
2016-05-19,480.3614196777344
2016-05-20,476.7570495605469
2016-05-23,479.1831359863281
2016-05-24,473.1524963378906
2016-05-25,482.6142578125
2016-05-26,498.3490295410156
2016-05-27,515.5393676757812
2016-05-30,511.6578063964844
2016-05-31,498.00238037109375
2016-06-01,503.44384765625
2016-06-02,506.9788818359375
2016-06-03,520.8074340820312
2016-06-06,516.2326049804688
2016-06-07,511.4498596191406
2016-06-08,513.3558349609375
2016-06-09,510.756591796875
2016-06-10,493.3236389160156
2016-06-13,483.0301818847656
2016-06-14,480.7427062988281
2016-06-15,489.5805358886719
2016-06-16,484.4163513183594
2016-06-17,481.99029541015625
2016-06-20,485.17889404296875
2016-06-21,481.47052001953125
2016-06-22,479.00982666015625
2016-06-23,473.6725158691406
2016-06-24,454.7145080566406
2016-06-27,457.00177001953125
2016-06-28,461.23016357421875
2016-06-29,458.7001953125
2016-06-30,465.1466064453125
2016-07-01,471.1423034667969
2016-07-04,476.4796447753906
2016-07-05,470.44915771484375
2016-07-07,468.3697814941406
2016-07-08,477.0341796875
2016-07-11,495.749755859375
2016-07-12,515.7820434570312
2016-07-13,495.0218505859375
2016-07-14,482.8568115234375
2016-07-15,490.79351806640625
2016-07-18,492.0758361816406
2016-07-19,493.2889099121094
2016-07-20,494.4673767089844
2016-07-21,494.9525146484375
2016-07-22,509.8209228515625
2016-07-25,514.8463134765625
2016-07-26,529.645263671875
2016-07-27,537.4432983398438
2016-07-28,534.08154296875
2016-07-29,529.887939453125
2016-08-01,528.64013671875
2016-08-02,543.2313232421875
2016-08-03,545.9346313476562
2016-08-04,554.4258422851562
2016-08-05,559.1229858398438
2016-08-08,566.2386474609375
2016-08-09,565.642578125
2016-08-10,547.87109375
2016-08-11,548.5020141601562
2016-08-12,559.7539672851562
2016-08-16,571.5665283203125
2016-08-17,567.2901000976562
2016-08-18,564.2755126953125
2016-08-19,560.9105224609375
2016-08-22,556.1434326171875
2016-08-23,563.9950561523438
2016-08-24,566.2386474609375
2016-08-25,577.805908203125
2016-08-26,574.1253662109375
2016-08-29,581.1708984375
2016-08-30,582.432861328125
2016-08-31,574.3005981445312
2016-09-01,586.0082397460938
2016-09-02,581.2059936523438
2016-09-06,584.7113037109375
2016-09-07,575.3873291015625
2016-09-08,573.2841186523438
2016-09-09,557.8259887695312
2016-09-12,537.1099243164062
2016-09-14,556.2485961914062
2016-09-15,551.200927734375
2016-09-16,566.5191040039062
2016-09-19,559.0877685546875
2016-09-20,564.2755126953125
2016-09-21,558.1412963867188
2016-09-22,561.927001953125
2016-09-23,570.8654174804688
2016-09-26,570.374755859375
2016-09-27,569.7438354492188
2016-09-28,572.4778442382812
2016-09-29,551.9720458984375
2016-09-30,580.0491943359375
2016-10-03,599.5734252929688
2016-10-04,612.3326416015625
2016-10-05,606.6190185546875
2016-10-06,596.068115234375
2016-10-07,600.6951293945312
2016-10-10,591.89697265625
2016-10-13,576.5440063476562
2016-10-14,587.3401489257812
2016-10-17,587.5853881835938
2016-10-18,604.76123046875
2016-10-19,617.380126953125
2016-10-20,611.4564208984375
2016-10-21,614.8562622070312
2016-10-24,611.03564453125
2016-10-25,608.5469360351562
2016-10-26,598.9075317382812
2016-10-27,591.8268432617188
2016-10-28,595.1218872070312
2016-11-01,603.1837768554688
2016-11-02,590.7504272460938
2016-11-03,568.1858520507812
2016-11-04,558.4091186523438
2016-11-07,561.313720703125
2016-11-08,556.92138671875
2016-11-09,511.1548156738281
2016-11-10,496.27703857421875
2016-11-11,496.1353454589844
2016-11-15,477.67999267578125
2016-11-16,474.5627746582031
2016-11-17,474.1376953125
2016-11-18,473.1457824707031
2016-11-21,462.8022766113281
2016-11-22,475.94427490234375
2016-11-23,476.900634765625
2016-11-24,479.4156494140625
2016-11-25,498.01275634765625
2016-11-28,501.342529296875
2016-11-29,514.6970825195312
2016-11-30,542.0083618164062
2016-12-01,535.7029418945312
2016-12-02,522.0651245117188
2016-12-05,526.2095947265625
2016-12-06,518.2748413085938
2016-12-07,507.57708740234375
2016-12-08,510.6943664550781
2016-12-09,497.58782958984375
2016-12-12,491.7783203125
2016-12-13,474.8815002441406
2016-12-14,458.7286682128906
2016-12-15,460.1810302734375
2016-12-16,452.6358337402344
2016-12-19,461.42083740234375
2016-12-20,454.3363037109375
2016-12-21,454.9029846191406
2016-12-22,451.5732421875
2016-12-23,452.8839111328125
2016-12-26,445.7283935546875
2016-12-27,451.3960266113281
2016-12-28,456.99298095703125
2016-12-29,455.08013916015625
2016-12-30,460.6769714355469
2017-01-02,480.79718017578125
2017-01-03,469.178466796875
2017-01-04,456.07196044921875
2017-01-05,463.085693359375
2017-01-06,465.7779541015625
2017-01-09,477.5028991699219
2017-01-10,487.95263671875
2017-01-11,507.2582702636719
2017-01-12,514.1657104492188
2017-01-13,530.2477416992188
2017-01-16,542.7521362304688
2017-01-17,550.474365234375
2017-01-18,540.0953369140625
2017-01-19,533.8255004882812
2017-01-20,531.4876098632812
2017-01-23,535.2071533203125
2017-01-24,532.16064453125
2017-01-25,535.2071533203125
2017-01-27,533.7192993164062
2017-01-30,543.212646484375
2017-01-31,531.8063354492188
2017-02-01,542.7166748046875
2017-02-02,553.3790893554688
2017-02-03,562.5182495117188
2017-02-06,565.4229125976562
2017-02-07,586.641357421875
2017-02-08,591.8839111328125
2017-02-09,587.5868530273438
2017-02-10,582.4304809570312
2017-02-13,595.7154541015625
2017-02-14,589.8428344726562
2017-02-15,584.5073852539062
2017-02-16,595.7154541015625
2017-02-17,611.7936401367188
2017-02-20,607.1744995117188
2017-02-21,622.3214721679688
2017-02-22,624.9712524414062
2017-02-23,619.1344604492188
2017-02-27,621.497802734375
2017-02-28,624.00439453125
2017-03-01,623.5031127929688
2017-03-02,610.1104736328125
2017-03-03,603.2713012695312
2017-03-06,611.3638916015625
2017-03-07,610.3613891601562
2017-03-08,612.9395141601562
2017-03-09,609.9673461914062
2017-03-10,613.4767456054688
2017-03-14,647.3517456054688
2017-03-15,653.5826416015625
2017-03-16,678.218994140625
2017-03-17,691.0028076171875
2017-03-20,690.17919921875
2017-03-21,667.1182861328125
2017-03-22,648.318603515625
2017-03-23,668.4431762695312
2017-03-24,686.8489379882812
2017-03-27,685.6671752929688
2017-03-28,689.176513671875
2017-03-29,688.4603881835938
2017-03-30,709.4442749023438
2017-03-31,714.5648803710938
2017-04-03,713.239990234375
2017-04-05,706.36474609375
2017-04-06,699.704345703125
2017-04-07,684.5571899414062
2017-04-10,669.7681274414062
2017-04-11,671.1646728515625
2017-04-12,670.8424072265625
2017-04-13,685.237548828125
2017-04-17,699.7760620117188
2017-04-18,689.1406860351562
2017-04-19,685.4880981445312
2017-04-20,701.315673828125
2017-04-21,708.943115234375
2017-04-24,720.7598266601562
2017-04-25,727.3488159179688
2017-04-26,723.9827270507812
2017-04-27,719.3275146484375
2017-04-28,728.3156127929688
2017-05-02,768.1348876953125
2017-05-03,776.048583984375
2017-05-04,777.6736450195312
2017-05-05,798.7250366210938
2017-05-08,808.7992553710938
2017-05-09,784.245361328125
2017-05-10,782.0429077148438
2017-05-11,772.1851196289062
2017-05-12,761.0275268554688
2017-05-15,767.527099609375
2017-05-16,760.5219116210938
2017-05-17,781.392822265625
2017-05-18,761.0275268554688
2017-05-19,751.0615234375
2017-05-22,760.1607666015625
2017-05-23,758.5360107421875
