Date,GODREJPROP
2015-11-04,335.7272033691406
2015-11-05,321.9438171386719
2015-11-06,318.4109191894531
2015-11-09,320.35150146484375
2015-11-10,312.19097900390625
2015-11-13,317.4654541015625
2015-11-16,316.9678649902344
2015-11-17,315.12677001953125
2015-11-18,309.2054138183594
2015-11-19,314.927734375
2015-11-20,318.5104064941406
2015-11-23,319.4558410644531
2015-11-24,314.33062744140625
2015-11-26,322.39166259765625
2015-11-27,330.1541442871094
2015-11-30,333.6372985839844
2015-12-01,332.34356689453125
2015-12-02,334.1348876953125
2015-12-03,337.6180419921875
2015-12-04,332.393310546875
2015-12-07,336.7223815917969
2015-12-08,330.60198974609375
2015-12-09,324.3820495605469
2015-12-10,329.10919189453125
2015-12-11,326.471923828125
2015-12-14,324.0337219238281
2015-12-15,328.95989990234375
2015-12-16,327.8652038574219
2015-12-17,330.4526672363281
2015-12-18,328.114013671875
2015-12-21,328.6116027832031
2015-12-22,340.7528991699219
2015-12-23,337.5185241699219
2015-12-24,334.9310302734375
2015-12-28,334.2841491699219
2015-12-29,331.0498046875
2015-12-30,335.27935791015625
2015-12-31,334.6324768066406
2016-01-01,335.3788757324219
2016-01-04,332.44305419921875
2016-01-05,332.393310546875
2016-01-06,328.41253662109375
2016-01-07,316.86834716796875
2016-01-08,318.6596984863281
2016-01-11,318.21185302734375
2016-01-12,318.90850830078125
2016-01-13,318.90850830078125
2016-01-14,324.332275390625
2016-01-15,312.5392761230469
2016-01-18,311.7431335449219
2016-01-19,318.4109191894531
2016-01-20,311.6933898925781
2016-01-21,309.5039367675781
2016-01-22,307.61309814453125
2016-01-25,308.0609130859375
2016-01-27,303.73187255859375
2016-01-28,298.85540771484375
2016-01-29,298.8056640625
2016-02-01,300.9950866699219
2016-02-02,298.6065979003906
2016-02-03,288.50543212890625
2016-02-04,296.5664978027344
2016-02-05,301.0448303222656
2016-02-08,297.01434326171875
2016-02-09,289.4508972167969
2016-02-10,286.6145935058594
2016-02-11,284.1266174316406
2016-02-12,276.86175537109375
2016-02-15,285.2710876464844
2016-02-16,280.8922424316406
2016-02-17,277.65789794921875
2016-02-18,283.5295104980469
2016-02-19,273.4283142089844
2016-02-22,278.30474853515625
2016-02-23,274.1747131347656
2016-02-24,272.2341003417969
2016-02-25,272.4331359863281
2016-02-26,270.6418151855469
2016-02-29,266.0639343261719
2016-03-01,268.3031005859375
2016-03-02,271.6369934082031
2016-03-03,282.13623046875
2016-03-04,279.747802734375
2016-03-08,275.5679931640625
2016-03-09,277.25982666015625
2016-03-10,278.2052307128906
2016-03-11,274.9211120605469
2016-03-14,276.0158386230469
2016-03-15,273.47808837890625
2016-03-16,271.58721923828125
2016-03-17,272.0848083496094
2016-03-18,282.08648681640625
2016-03-21,286.36578369140625
2016-03-22,289.948486328125
2016-03-23,296.31768798828125
2016-03-28,293.5809020996094
2016-03-29,292.13787841796875
2016-03-30,293.9789733886719
2016-03-31,294.42681884765625
2016-04-01,302.1395568847656
2016-04-04,302.4381103515625
2016-04-05,300.34820556640625
2016-04-06,305.3739318847656
2016-04-07,308.8570861816406
2016-04-08,313.23590087890625
2016-04-11,314.97747802734375
2016-04-12,320.1524963378906
2016-04-13,320.6003112792969
2016-04-18,343.141357421875
2016-04-20,342.8428039550781
2016-04-21,332.5425720214844
2016-04-22,335.4783935546875
2016-04-25,330.7512512207031
2016-04-26,328.91015625
2016-04-27,328.5120849609375
2016-04-28,333.0899658203125
2016-04-29,338.4141845703125
2016-05-02,339.2103576660156
2016-05-03,338.2151794433594
2016-05-04,334.2841491699219
2016-05-05,321.04815673828125
2016-05-06,316.47027587890625
2016-05-09,319.1075134277344
2016-05-10,319.2070617675781
2016-05-11,319.30657958984375
2016-05-12,320.6998291015625
2016-05-13,318.6596984863281
2016-05-16,322.14288330078125
2016-05-17,328.2135009765625
2016-05-18,332.6918640136719
2016-05-19,331.39813232421875
2016-05-20,328.7608642578125
2016-05-23,319.1075134277344
2016-05-24,320.50079345703125
2016-05-25,318.0128173828125
2016-05-26,320.65008544921875
2016-05-27,326.42218017578125
2016-05-30,329.158935546875
2016-05-31,327.9149475097656
2016-06-01,329.158935546875
2016-06-02,327.9149475097656
2016-06-03,328.0144958496094
2016-06-06,328.86041259765625
2016-06-07,338.51373291015625
2016-06-08,338.9615783691406
2016-06-09,336.62286376953125
2016-06-10,330.5522155761719
2016-06-13,326.9695129394531
2016-06-14,323.8346862792969
2016-06-15,333.6372985839844
2016-06-16,330.4029235839844
2016-06-17,336.2745361328125
2016-06-20,338.36444091796875
2016-06-21,335.4783935546875
2016-06-22,337.8668518066406
2016-06-23,336.3740539550781
2016-06-24,327.1188049316406
2016-06-27,334.3339538574219
2016-06-28,357.7706298828125
2016-06-29,361.70166015625
2016-06-30,361.9006652832031
2016-07-01,361.4528503417969
2016-07-04,365.3340759277344
2016-07-05,360.9054870605469
2016-07-07,366.0804748535156
2016-07-08,359.21368408203125
2016-07-11,373.0965576171875
2016-07-12,374.9376525878906
2016-07-13,366.6278381347656
2016-07-14,366.03070068359375
2016-07-15,366.777099609375
2016-07-18,358.4175109863281
2016-07-19,359.9600830078125
2016-07-20,369.81243896484375
2016-07-21,366.1302185058594
2016-07-22,366.57806396484375
2016-07-25,365.8316955566406
2016-07-26,366.6278381347656
2016-07-27,364.28912353515625
2016-07-28,362.8460998535156
2016-07-29,359.5619812011719
2016-08-01,356.77545166015625
2016-08-02,352.2473449707031
2016-08-03,350.0081787109375
2016-08-04,345.0322265625
2016-08-05,361.75140380859375
2016-08-08,370.26025390625
2016-08-09,375.98260498046875
2016-08-10,362.497802734375
2016-08-11,358.11895751953125
2016-08-12,355.1831359863281
2016-08-16,355.8797912597656
2016-08-17,362.3485107421875
2016-08-18,364.1398620605469
2016-08-19,360.358154296875
2016-08-22,363.1446533203125
2016-08-23,361.950439453125
2016-08-24,362.54754638671875
2016-08-25,364.0403137207031
2016-08-26,363.7417907714844
2016-08-29,360.00982666015625
2016-08-30,356.9247131347656
2016-08-31,357.919921875
2016-09-01,350.3564758300781
2016-09-02,353.4913330078125
2016-09-06,351.5009460449219
2016-09-07,345.828369140625
2016-09-08,351.8492431640625
2016-09-09,347.52020263671875
2016-09-12,338.11566162109375
2016-09-14,338.0658874511719
2016-09-15,329.20867919921875
2016-09-16,335.3788757324219
2016-09-19,335.3788757324219
2016-09-20,334.2841491699219
2016-09-21,335.4783935546875
2016-09-22,339.6084289550781
2016-09-23,334.83154296875
2016-09-26,331.00006103515625
2016-09-27,334.4334411621094
2016-09-28,338.5635070800781
2016-09-29,335.9759826660156
2016-09-30,345.5298156738281
2016-10-03,348.9134521484375
2016-10-04,351.94879150390625
2016-10-05,350.107666015625
2016-10-06,348.8139343261719
2016-10-07,351.2521667480469
2016-10-10,349.7593688964844
2016-10-13,348.2168273925781
2016-10-14,348.96319580078125
2016-10-17,349.8091125488281
2016-10-18,354.685546875
2016-10-19,352.7947082519531
2016-10-20,356.9247131347656
2016-10-21,360.7064514160156
2016-10-24,363.89105224609375
2016-10-25,362.79632568359375
2016-10-26,360.8557434082031
2016-10-27,356.37738037109375
2016-10-28,357.3227844238281
2016-11-01,363.2939453125
2016-11-02,358.46728515625
2016-11-03,362.6470642089844
2016-11-04,356.2778625488281
2016-11-07,355.73052978515625
2016-11-08,357.4223327636719
2016-11-09,348.7641906738281
2016-11-10,338.4639587402344
2016-11-11,321.8940734863281
2016-11-15,304.2294616699219
2016-11-16,304.0303955078125
2016-11-17,304.77679443359375
2016-11-18,304.1796875
2016-11-21,292.3369445800781
2016-11-22,297.8602294921875
2016-11-23,299.900390625
2016-11-24,304.92608642578125
2016-11-25,305.9212646484375
2016-11-28,305.9710388183594
2016-11-29,299.1042175292969
2016-11-30,299.15399169921875
2016-12-01,299.95013427734375
2016-12-02,298.45733642578125
2016-12-05,294.17803955078125
2016-12-06,300.9950866699219
2016-12-07,297.2133483886719
2016-12-08,301.8409729003906
2016-12-09,299.3529968261719
2016-12-12,300.149169921875
2016-12-13,297.462158203125
