Date,CROMPTON
2018-09-17,206.65911865234375
2018-09-18,212.72085571289062
2018-09-19,210.99557495117188
2018-09-21,215.42530822753906
2018-09-24,205.12033081054688
2018-09-25,204.88720703125
2018-09-26,203.9080047607422
2018-09-27,209.5034637451172
2018-09-28,208.8040313720703
2018-10-01,204.79396057128906
2018-10-03,197.51983642578125
2018-10-04,197.7529754638672
2018-10-05,197.00694274902344
2018-10-08,191.08506774902344
2018-10-09,188.70703125
2018-10-10,189.0800323486328
2018-10-11,186.51544189453125
2018-10-12,193.27662658691406
2018-10-15,187.82106018066406
2018-10-16,185.81600952148438
2018-10-17,185.62950134277344
2018-10-19,182.97164916992188
2018-10-22,185.20985412597656
2018-10-23,184.60365295410156
2018-10-24,189.68618774414062
2018-10-25,185.9558868408203
2018-10-26,183.6710662841797
2018-10-29,188.47384643554688
2018-10-30,192.2974090576172
2018-10-31,198.87208557128906
2018-11-01,200.7372283935547
2018-11-02,203.58160400390625
2018-11-05,201.2035369873047
2018-11-06,197.61309814453125
2018-11-07,200.7372283935547
2018-11-09,200.2709503173828
2018-11-12,196.82041931152344
2018-11-13,192.5771942138672
2018-11-14,192.71707153320312
2018-11-15,189.8727264404297
2018-11-16,190.80528259277344
2018-11-19,189.8727264404297
2018-11-20,190.24574279785156
2018-11-21,189.77944946289062
2018-11-22,189.17327880859375
2018-11-26,191.13168334960938
2018-11-27,190.33901977539062
2018-11-28,196.16761779785156
2018-11-29,201.57655334472656
2018-11-30,202.32264709472656
2018-12-03,205.21360778808594
2018-12-04,204.88720703125
2018-12-05,205.21360778808594
2018-12-06,206.42599487304688
2018-12-07,204.32766723632812
2018-12-10,200.64398193359375
2018-12-11,205.58663940429688
2018-12-12,207.91807556152344
2018-12-13,212.25457763671875
2018-12-14,210.38941955566406
2018-12-17,209.59674072265625
2018-12-18,213.28038024902344
2018-12-19,213.18714904785156
2018-12-20,210.10963439941406
2018-12-21,208.05799865722656
2018-12-24,209.1304168701172
2018-12-26,211.88153076171875
2018-12-27,209.82986450195312
2018-12-28,208.89730834960938
2018-12-31,212.67422485351562
2019-01-01,218.50282287597656
2019-01-02,216.07814025878906
2019-01-03,213.51353454589844
2019-01-04,210.15628051757812
2019-01-07,211.74166870117188
2019-01-08,212.25457763671875
2019-01-09,213.60682678222656
2019-01-10,214.2595977783203
2019-01-11,212.95401000976562
2019-01-14,212.1613006591797
2019-01-15,210.38941955566406
2019-01-16,211.9748077392578
2019-01-17,212.8141326904297
2019-01-18,213.74668884277344
2019-01-21,207.59169006347656
2019-01-22,208.43099975585938
2019-01-23,205.02708435058594
2019-01-24,204.0012664794922
2019-01-25,200.8771209716797
2019-01-28,210.62257385253906
2019-01-29,200.31759643554688
2019-01-30,201.8563232421875
2019-01-31,199.52490234375
2019-02-01,199.47825622558594
2019-02-04,197.9861297607422
2019-02-05,196.35414123535156
2019-02-06,200.50411987304688
2019-02-07,205.63330078125
2019-02-08,198.77880859375
2019-02-11,197.79965209960938
2019-02-12,194.16256713867188
2019-02-14,193.92941284179688
2019-02-15,187.21485900878906
2019-02-18,180.7801055908203
2019-02-19,182.36549377441406
2019-02-20,187.12161254882812
2019-02-21,195.60804748535156
2019-02-22,195.37493896484375
2019-02-25,196.91368103027344
2019-02-26,189.21990966796875
2019-02-27,197.61309814453125
2019-02-28,195.8411865234375
2019-03-01,195.60804748535156
2019-03-05,202.08949279785156
2019-03-06,204.04788208007812
2019-03-07,204.04788208007812
2019-03-08,205.67990112304688
2019-03-11,214.16636657714844
2019-03-12,214.16636657714844
2019-03-13,210.01637268066406
2019-03-14,211.74166870117188
2019-03-15,212.62759399414062
2019-03-18,207.35855102539062
2019-03-19,207.21864318847656
2019-03-20,208.6175079345703
2019-03-22,205.86642456054688
2019-03-25,200.92373657226562
2019-03-26,200.1776885986328
2019-03-27,200.1776885986328
2019-03-28,205.67990112304688
2019-04-01,215.0056915283203
2019-04-02,208.33775329589844
2019-04-03,213.46690368652344
2019-04-04,216.82420349121094
2019-04-05,215.98486328125
2019-04-08,211.55514526367188
2019-04-09,208.9439239501953
2019-04-10,212.30120849609375
2019-04-11,218.8292236328125
2019-04-12,216.63771057128906
2019-04-15,218.9691162109375
2019-04-16,217.1039581298828
2019-04-18,221.3472137451172
2019-04-22,217.9432830810547
2019-04-23,221.25393676757812
2019-04-24,218.3629608154297
2019-04-25,219.20228576660156
2019-04-26,214.9123992919922
2019-04-30,221.62698364257812
2019-05-02,219.4354248046875
2019-05-03,216.124755859375
2019-05-06,214.44613647460938
2019-05-07,207.12539672851562
2019-05-08,210.43601989746094
2019-05-09,211.88153076171875
2019-05-10,208.1046142578125
2019-05-13,203.3950958251953
2019-05-14,205.26023864746094
2019-05-15,199.75804138183594
2019-05-16,197.7529754638672
2019-05-17,199.75804138183594
2019-05-20,213.04727172851562
2019-05-21,208.05799865722656
2019-05-22,204.2344207763672
2019-05-23,206.1461944580078
2019-05-24,208.3843536376953
2019-05-27,217.19725036621094
2019-05-28,220.6477813720703
2019-05-29,220.83428955078125
2019-05-30,220.6477813720703
2019-05-31,221.673583984375
2019-06-03,226.8027801513672
2019-06-04,231.3723907470703
2019-06-06,224.37806701660156
2019-06-07,224.33145141601562
2019-06-10,227.45558166503906
2019-06-11,231.4190216064453
2019-06-12,223.8651580810547
2019-06-13,218.1764373779297
2019-06-14,216.91744995117188
2019-06-17,211.41526794433594
2019-06-18,215.89161682128906
2019-06-19,213.97984313964844
2019-06-20,219.4820556640625
2019-06-21,223.81851196289062
2019-06-24,216.63771057128906
2019-06-25,215.1455535888672
2019-06-26,220.18145751953125
2019-06-27,214.21298217773438
2019-06-28,216.35791015625
2019-07-01,216.35791015625
2019-07-02,221.72023010253906
2019-07-03,218.73597717285156
2019-07-04,217.8034210205078
2019-07-05,216.311279296875
2019-07-08,216.35791015625
2019-07-09,212.44110107421875
2019-07-10,210.62257385253906
2019-07-11,210.90232849121094
2019-07-12,213.70004272460938
2019-07-15,210.90232849121094
2019-07-16,216.59103393554688
2019-07-17,215.2854461669922
2019-07-18,219.28355407714844
2019-07-19,216.6024627685547
2019-07-22,212.134033203125
2019-07-23,215.0032501220703
2019-07-24,216.41432189941406
2019-07-25,211.89881896972656
2019-07-26,211.9458770751953
2019-07-29,214.81509399414062
2019-07-30,216.69654846191406
2019-07-31,216.3202667236328
2019-08-01,214.62692260742188
2019-08-02,216.555419921875
2019-08-05,211.7577362060547
2019-08-06,215.61471557617188
2019-08-07,214.48582458496094
2019-08-08,213.5450897216797
2019-08-09,215.8028564453125
2019-08-13,213.5921630859375
2019-08-14,213.87437438964844
2019-08-16,213.07473754882812
2019-08-19,217.8253936767578
2019-08-20,214.34474182128906
2019-08-21,212.55735778808594
2019-08-22,210.29959106445312
2019-08-23,211.89881896972656
2019-08-26,213.1217803955078
2019-08-27,212.88658142089844
2019-08-28,212.93362426757812
2019-08-29,212.55735778808594
2019-08-30,216.837646484375
2019-09-03,216.8847198486328
2019-09-04,214.5799102783203
2019-09-05,217.26097106933594
2019-09-06,220.03611755371094
2019-09-09,218.53097534179688
2019-09-11,218.24874877929688
2019-09-12,221.3531494140625
2019-09-13,224.69273376464844
2019-09-16,225.53936767578125
2019-09-17,225.72750854492188
2019-09-18,225.63345336914062
2019-09-19,222.95237731933594
2019-09-20,236.6399383544922
2019-09-23,252.4912109375
2019-09-24,248.35198974609375
2019-09-25,244.6831817626953
2019-09-26,243.6483917236328
2019-09-27,243.60133361816406
2019-09-30,235.4640350341797
2019-10-01,231.8892822265625
2019-10-03,229.53746032714844
2019-10-04,230.572265625
2019-10-07,238.99179077148438
2019-10-09,244.21282958984375
2019-10-10,242.3313751220703
2019-10-11,241.24954223632812
2019-10-14,238.56845092773438
2019-10-15,238.14512634277344
2019-10-16,243.8365478515625
2019-10-17,247.8816375732422
2019-10-18,250.32757568359375
2019-10-22,249.76309204101562
2019-10-23,247.0819854736328
2019-10-24,239.97955322265625
2019-10-25,239.65028381347656
2019-10-27,241.1083984375
2019-10-29,239.32101440429688
2019-10-30,234.66444396972656
2019-10-31,234.1470184326172
2019-11-01,238.0980987548828
2019-11-04,239.8384246826172
2019-11-05,234.3822021484375
2019-11-06,234.19406127929688
2019-11-07,239.97955322265625
2019-11-08,242.28433227539062
2019-11-11,244.3539276123047
2019-11-13,243.7424774169922
2019-11-14,244.82427978515625
2019-11-15,244.63612365722656
2019-11-18,249.1046142578125
2019-11-19,249.29273986816406
2019-11-20,241.90802001953125
2019-11-21,236.6399383544922
2019-11-22,239.55621337890625
2019-11-25,237.06329345703125
2019-11-26,235.27593994140625
2019-11-27,229.6785888671875
2019-11-28,232.87704467773438
2019-11-29,239.55621337890625
2019-12-02,237.06329345703125
2019-12-03,232.0303955078125
2019-12-04,240.3558349609375
2019-12-05,238.94476318359375
2019-12-06,232.9711151123047
2019-12-09,232.45370483398438
2019-12-10,228.64376831054688
2019-12-11,228.59674072265625
2019-12-12,228.69082641601562
2019-12-13,230.61932373046875
2019-12-16,228.0323028564453
2019-12-17,228.54969787597656
2019-12-18,230.8074493408203
2019-12-19,231.56002807617188
2019-12-20,228.40859985351562
2019-12-23,229.2082061767578
2019-12-24,230.99560546875
2019-12-26,228.59674072265625
2019-12-27,228.40859985351562
2019-12-30,227.2327117919922
2019-12-31,225.63345336914062
2020-01-01,228.12635803222656
2020-01-02,226.2919464111328
2020-01-03,226.38601684570312
2020-01-06,223.84605407714844
2020-01-07,225.30419921875
2020-01-08,225.44529724121094
2020-01-09,224.59866333007812
2020-01-10,224.4105224609375
2020-01-13,225.9156494140625
2020-01-14,228.22044372558594
2020-01-15,231.56002807617188
2020-01-16,231.74818420410156
2020-01-17,239.1328887939453
