Date,BLS
2016-06-15,20.679834365844727
2016-06-16,20.342683792114258
2016-06-17,20.631324768066406
2016-06-20,21.082050323486328
2016-06-21,21.128185272216797
2016-06-22,21.892396926879883
2016-06-23,22.04973602294922
2016-06-24,21.778827667236328
2016-06-27,21.95509147644043
2016-06-28,22.190515518188477
2016-06-29,22.379783630371094
2016-06-30,22.707477569580078
2016-07-01,22.914501190185547
2016-07-04,23.41963768005371
2016-07-05,23.104957580566406
2016-07-07,23.185405731201172
2016-07-08,23.175941467285156
2016-07-11,23.617191314697266
2016-07-12,23.38178062438965
2016-07-13,23.229175567626953
2016-07-14,23.21024513244629
2016-07-15,23.186586380004883
2016-07-18,23.184219360351562
2016-07-19,22.834054946899414
2016-07-20,22.571430206298828
2016-07-21,22.64596176147461
2016-07-22,22.6566104888916
2016-07-25,22.713394165039062
2016-07-26,22.89793586730957
2016-07-27,22.855350494384766
2016-07-28,23.11560821533203
2016-07-29,21.95982551574707
2016-08-01,22.647144317626953
2016-08-02,23.436195373535156
2016-08-03,23.31553077697754
2016-08-04,23.56869125366211
2016-08-05,23.505992889404297
2016-08-08,23.254018783569336
2016-08-09,22.971284866333008
2016-08-10,22.831687927246094
2016-08-11,22.902666091918945
2016-08-12,23.05645751953125
2016-08-16,23.09194564819336
2016-08-17,23.068288803100586
2016-08-18,23.333276748657227
2016-08-19,23.21497917175293
2016-08-22,23.088396072387695
2016-08-23,22.902666091918945
2016-08-24,23.05645751953125
2016-08-25,22.961816787719727
2016-08-26,22.89793586730957
2016-08-29,22.831687927246094
2016-08-30,22.87900733947754
2016-08-31,22.94998550415039
2016-09-01,22.97601318359375
2016-09-02,22.9854793548584
2016-09-06,22.997312545776367
2016-09-07,23.046993255615234
2016-09-08,23.416088104248047
2016-09-09,24.586063385009766
2016-09-12,25.8151912689209
2016-09-14,26.262357711791992
2016-09-15,27.575475692749023
2016-09-16,28.675655364990234
2016-09-19,29.327486038208008
2016-09-20,29.792394638061523
2016-09-21,30.757713317871094
2016-09-22,32.109867095947266
2016-09-23,32.37486267089844
2016-09-26,33.363834381103516
2016-09-27,33.360294342041016
2016-09-28,32.6505012512207
2016-09-29,33.12369918823242
2016-09-30,34.058258056640625
2016-10-03,34.6142692565918
2016-10-04,36.344974517822266
2016-10-05,38.16204833984375
2016-10-06,39.55797576904297
2016-10-07,39.55915832519531
2016-10-10,40.50672912597656
2016-10-13,40.56232833862305
2016-10-14,41.583248138427734
2016-10-17,40.86043930053711
2016-10-18,42.466941833496094
2016-10-19,40.9361572265625
2016-10-20,42.608890533447266
2016-10-21,43.7729606628418
2016-10-24,44.00246810913086
2016-10-25,43.725650787353516
2016-10-26,43.53399658203125
2016-10-27,43.758766174316406
2016-10-28,43.53399658203125
2016-11-01,43.827388763427734
2016-11-02,43.62508773803711
2016-11-03,44.09709930419922
2016-11-04,42.67395782470703
2016-11-07,43.31041717529297
2016-11-08,42.45865249633789
2016-11-09,41.36558532714844
2016-11-10,41.286319732666016
2016-11-11,41.89437484741211
2016-11-15,39.83124542236328
2016-11-16,40.23937225341797
2016-11-17,40.5717887878418
2016-11-18,40.90776062011719
2016-11-21,40.150657653808594
2016-11-22,39.6573486328125
2016-11-23,39.55912399291992
2016-11-24,39.683380126953125
2016-11-25,39.52363204956055
2016-11-28,39.03254318237305
2016-11-29,38.813621520996094
2016-11-30,38.600616455078125
2016-12-01,39.09880447387695
2016-12-02,39.41712188720703
2016-12-05,39.92359924316406
2016-12-06,40.59455490112305
2016-12-07,41.230010986328125
2016-12-08,43.0558967590332
2016-12-09,43.46889114379883
2016-12-12,42.73639678955078
2016-12-13,45.30070495605469
2016-12-14,46.09471893310547
2016-12-15,46.048583984375
2016-12-16,44.922035217285156
2016-12-19,45.11846923828125
2016-12-20,44.6640625
2016-12-21,45.19776153564453
2016-12-22,44.61436080932617
2016-12-23,45.40129089355469
2016-12-26,45.98112106323242
2016-12-27,45.08414840698242
2016-12-28,45.15751647949219
2016-12-29,44.474727630615234
2016-12-30,45.23088455200195
2017-01-02,45.260467529296875
2017-01-03,44.98948287963867
2017-01-04,44.96108627319336
2017-01-05,45.91367721557617
2017-01-06,45.798885345458984
2017-01-09,45.04983901977539
2017-01-10,44.550472259521484
2017-01-11,44.39780807495117
2017-01-12,44.22622299194336
2017-01-13,44.27710723876953
2017-01-16,44.932674407958984
2017-01-17,44.71258544921875
2017-01-18,44.34693145751953
2017-01-19,44.42976379394531
2017-01-20,43.56947326660156
2017-01-23,43.2416877746582
2017-01-24,43.40026092529297
2017-01-25,43.71975326538086
2017-01-27,43.42628479003906
2017-01-30,43.93867111206055
2017-01-31,43.64048385620117
2017-02-01,43.81798553466797
2017-02-02,43.72685241699219
2017-02-03,43.61088562011719
2017-02-06,43.710296630859375
2017-02-07,43.418006896972656
2017-02-08,43.397884368896484
2017-02-09,43.40262222290039
2017-02-10,42.63936233520508
2017-02-13,42.13526153564453
2017-02-14,42.43110656738281
2017-02-15,43.40262222290039
2017-02-16,43.17778396606445
2017-02-17,43.27954864501953
2017-02-20,42.754150390625
2017-02-21,42.111595153808594
2017-02-22,42.093849182128906
2017-02-23,42.06307601928711
2017-02-27,41.90568923950195
2017-02-28,42.047691345214844
2017-03-01,41.45365905761719
2017-03-02,41.03357696533203
2017-03-03,41.49271774291992
2017-03-06,41.35899353027344
2017-03-07,40.928245544433594
2017-03-08,40.74601364135742
2017-03-09,39.73781204223633
2017-03-10,39.36979675292969
2017-03-14,39.90940475463867
2017-03-15,39.58871078491211
2017-03-16,39.80526351928711
2017-03-17,39.673919677734375
2017-03-20,39.32837677001953
2017-03-21,39.614742279052734
2017-03-22,39.22187042236328
2017-03-23,39.4952278137207
2017-03-24,39.245540618896484
2017-03-27,39.30352783203125
2017-03-28,39.186370849609375
2017-03-29,39.32719039916992
2017-03-30,40.43125534057617
2017-03-31,40.47976303100586
2017-04-03,40.66318893432617
2017-04-05,40.91996765136719
2017-04-06,40.85251998901367
2017-04-07,39.76976013183594
2017-04-10,36.72028732299805
2017-04-11,35.755863189697266
2017-04-12,31.86621856689453
2017-04-13,31.001195907592773
2017-04-17,28.453458786010742
2017-04-18,31.298208236694336
2017-04-19,34.42696762084961
2017-04-20,37.50839614868164
2017-04-21,36.023311614990234
2017-04-24,37.8243522644043
2017-04-25,39.715328216552734
2017-04-26,40.32829284667969
2017-04-27,38.35212326049805
2017-04-28,37.606605529785156
2017-05-02,36.77827453613281
2017-05-03,38.61245346069336
2017-05-04,38.470455169677734
2017-05-05,38.707122802734375
2017-05-08,40.635963439941406
2017-05-09,42.65947723388672
2017-05-10,43.21565628051758
2017-05-11,45.36933517456055
2017-05-12,47.629520416259766
2017-05-15,45.61784744262695
2017-05-16,45.27467346191406
2017-05-17,47.144351959228516
2017-05-18,46.65917205810547
2017-05-19,47.31000900268555
2017-05-22,47.31000900268555
2017-05-23,44.96699905395508
2017-05-24,43.22747802734375
2017-05-25,44.96699905395508
2017-05-26,44.919673919677734
2017-05-29,44.54100036621094
2017-05-30,43.9138298034668
2017-05-31,44.81315994262695
2017-06-01,45.381168365478516
2017-06-02,44.292484283447266
2017-06-05,44.363494873046875
2017-06-06,42.765987396240234
2017-06-07,43.21565628051758
2017-06-08,44.7184944152832
2017-06-09,43.98482131958008
2017-06-12,44.67116165161133
2017-06-13,44.517333984375
2017-06-14,44.564659118652344
2017-06-15,44.174156188964844
2017-06-16,44.44633102416992
2017-06-19,44.46999740600586
2017-06-20,44.09132766723633
