Date,MINDACORP
2012-03-19,3.524878740310669
2012-03-20,3.524878740310669
2012-03-21,3.524878740310669
2012-03-22,3.524878740310669
2012-03-23,3.524878740310669
2012-03-26,3.524878740310669
2012-03-27,3.524878740310669
2012-03-28,3.524878740310669
2012-03-29,3.524878740310669
2012-03-30,3.524878740310669
2012-04-02,3.524878740310669
2012-04-03,3.524878740310669
2012-04-04,3.524878740310669
2012-04-09,3.524878740310669
2012-04-10,3.524878740310669
2012-04-11,3.524878740310669
2012-04-12,3.524878740310669
2012-04-13,3.524878740310669
2012-04-16,3.524878740310669
2012-04-17,3.524878740310669
2012-04-18,3.524878740310669
2012-04-19,3.524878740310669
2012-04-20,3.524878740310669
2012-04-23,3.524878740310669
2012-04-24,3.524878740310669
2012-04-25,3.524878740310669
2012-04-26,3.524878740310669
2012-04-27,3.524878740310669
2012-04-30,3.524878740310669
2012-05-02,3.524878740310669
2012-05-03,3.524878740310669
2012-05-04,3.524878740310669
2012-05-07,3.524878740310669
2012-05-08,3.524878740310669
2012-05-09,3.524878740310669
2012-05-10,3.524878740310669
2012-05-11,3.524878740310669
2012-05-14,3.524878740310669
2012-05-15,3.524878740310669
2012-05-16,3.524878740310669
2012-05-17,3.524878740310669
2012-05-18,3.524878740310669
2012-05-21,3.524878740310669
2012-05-22,3.524878740310669
2012-05-23,3.524878740310669
2012-05-24,3.524878740310669
2012-05-25,3.524878740310669
2012-05-28,3.524878740310669
2012-05-29,3.524878740310669
2012-05-30,3.524878740310669
2012-05-31,3.524878740310669
2012-06-01,3.524878740310669
2012-06-04,3.524878740310669
2012-06-05,3.524878740310669
2012-06-06,3.524878740310669
2012-06-07,3.524878740310669
2012-06-08,3.524878740310669
2012-06-11,3.524878740310669
2012-06-12,3.524878740310669
2012-06-13,4.229853630065918
2012-06-14,4.229853630065918
2012-06-15,4.229853630065918
2012-06-18,4.229853630065918
2012-06-19,4.229853630065918
2012-06-20,4.229853630065918
2012-06-21,4.229853630065918
2012-06-22,4.229853630065918
2012-06-25,4.229853630065918
2012-06-26,4.229853630065918
2012-06-27,4.229853630065918
2012-06-28,4.229853630065918
2012-06-29,4.229853630065918
2012-07-02,4.229853630065918
2012-07-03,4.229853630065918
2012-07-04,4.229853630065918
2012-07-05,4.229853630065918
2012-07-06,4.229853630065918
2012-07-09,4.441346168518066
2012-07-10,4.441346168518066
2012-07-11,4.441346168518066
2012-07-12,4.662238121032715
2012-07-13,4.892531394958496
2012-07-16,4.892531394958496
2012-07-17,4.892531394958496
2012-07-18,4.892531394958496
2012-07-19,4.892531394958496
2012-07-20,4.892531394958496
2012-07-23,4.892531394958496
2012-07-24,4.892531394958496
2012-07-25,5.136922359466553
2012-07-26,5.136922359466553
2012-07-27,5.136922359466553
2012-07-30,5.136922359466553
2012-07-31,5.136922359466553
2012-08-01,5.136922359466553
2012-08-02,5.136922359466553
2012-08-03,5.136922359466553
2012-08-06,5.136922359466553
2012-08-07,5.136922359466553
2012-08-08,5.136922359466553
2012-08-09,5.136922359466553
2012-08-10,5.136922359466553
2012-08-13,5.136922359466553
2012-08-14,5.136922359466553
2012-08-16,5.390714645385742
2012-08-17,5.390714645385742
2012-08-21,5.390714645385742
2012-08-22,5.390714645385742
2012-08-23,5.390714645385742
2012-08-24,5.390714645385742
2012-08-27,5.390714645385742
2012-08-28,5.390714645385742
2012-08-29,5.658604621887207
2012-08-30,5.658604621887207
2012-08-31,5.658604621887207
2012-09-03,5.658604621887207
2012-09-04,5.658604621887207
2012-09-05,5.658604621887207
2012-09-06,5.658604621887207
2012-09-07,5.658604621887207
2012-09-10,5.658604621887207
2012-09-11,5.658604621887207
2012-09-12,5.658604621887207
2012-09-13,5.658604621887207
2012-09-14,5.658604621887207
2012-09-17,5.658604621887207
2012-09-18,5.658604621887207
2012-09-20,5.658604621887207
2012-09-21,5.644505023956299
2012-09-24,5.644505023956299
2012-09-25,5.644505023956299
2012-09-26,5.644505023956299
2012-09-27,5.644505023956299
2012-09-28,5.639804363250732
2012-10-01,5.639804363250732
2012-10-03,5.639804363250732
2012-10-04,5.639804363250732
2012-10-05,5.639804363250732
2012-10-08,5.639804363250732
2012-10-09,5.639804363250732
2012-10-10,5.639804363250732
2012-10-11,5.639804363250732
2012-10-12,5.639804363250732
2012-10-15,5.639804363250732
2012-10-16,5.639804363250732
2012-10-17,5.639804363250732
2012-10-18,5.921795845031738
2012-10-19,5.921795845031738
2012-10-22,5.921795845031738
2012-10-23,5.921795845031738
2012-10-25,5.921795845031738
2012-10-29,5.921795845031738
2012-10-30,5.921795845031738
2012-10-31,5.921795845031738
2012-11-01,5.921795845031738
2012-11-02,5.921795845031738
2012-11-05,5.921795845031738
2012-11-06,5.921795845031738
2012-11-07,5.921795845031738
2012-11-08,5.921795845031738
2012-11-09,5.921795845031738
2012-11-12,5.921795845031738
2012-11-15,5.921795845031738
2012-11-16,5.921795845031738
2012-11-19,5.921795845031738
2012-11-20,5.921795845031738
