Date,PNBHOUSING
2017-06-15,1329.6275634765625
2017-06-16,1312.7335205078125
2017-06-19,1303.2684326171875
2017-06-20,1299.3944091796875
2017-06-21,1303.427978515625
2017-06-22,1260.01513671875
2017-06-23,1223.791015625
2017-06-27,1192.7987060546875
2017-06-28,1215.2042236328125
2017-06-29,1249.87060546875
2017-06-30,1274.9920654296875
2017-07-03,1248.832275390625
2017-07-04,1249.55126953125
2017-07-05,1263.170166015625
2017-07-06,1214.60498046875
2017-07-07,1214.76513671875
2017-07-10,1212.7679443359375
2017-07-11,1190.3626708984375
2017-07-12,1228.3040771484375
2017-07-13,1252.5467529296875
2017-07-14,1214.1658935546875
2017-07-17,1204.8602294921875
2017-07-18,1194.9954833984375
2017-07-19,1205.0999755859375
2017-07-20,1196.2734375
2017-07-21,1200.826416015625
2017-07-24,1175.9049072265625
2017-07-25,1208.146728515625
2017-07-26,1209.26953125
2017-07-27,1218.0115966796875
2017-07-28,1207.70556640625
2017-07-31,1204.417236328125
2017-08-01,1193.108642578125
2017-08-02,1192.226318359375
2017-08-03,1157.0970458984375
2017-08-04,1237.982421875
2017-08-07,1247.04541015625
2017-08-08,1247.5267333984375
2017-08-09,1220.2174072265625
2017-08-10,1187.9354248046875
2017-08-11,1195.5146484375
2017-08-14,1210.5927734375
2017-08-16,1239.105224609375
2017-08-17,1231.28564453125
2017-08-18,1224.5081787109375
2017-08-21,1232.2479248046875
2017-08-22,1213.6405029296875
2017-08-23,1232.2078857421875
2017-08-24,1245.2808837890625
2017-08-28,1274.2745361328125
2017-08-29,1283.73876953125
2017-08-30,1353.515625
2017-08-31,1310.4864501953125
2017-09-01,1301.3834228515625
2017-09-04,1275.357421875
2017-09-05,1294.7664794921875
2017-09-06,1275.67822265625
2017-09-07,1312.49169921875
2017-09-08,1310.8072509765625
2017-09-11,1327.6500244140625
2017-09-12,1319.2686767578125
2017-09-13,1327.9307861328125
2017-09-14,1314.3763427734375
2017-09-15,1307.919921875
2017-09-18,1307.8798828125
2017-09-19,1310.606689453125
2017-09-20,1311.3687744140625
2017-09-21,1298.25537109375
2017-09-22,1253.5821533203125
2017-09-25,1213.92138671875
2017-09-26,1199.0435791015625
2017-09-27,1132.5146484375
2017-09-28,1177.549072265625
2017-09-29,1188.6171875
2017-10-03,1218.452880859375
2017-10-04,1212.958984375
2017-10-05,1212.71826171875
2017-10-06,1217.2498779296875
2017-10-09,1208.788330078125
2017-10-10,1201.690185546875
2017-10-11,1194.3516845703125
2017-10-12,1200.5272216796875
2017-10-13,1193.99072265625
2017-10-16,1204.2166748046875
2017-10-17,1198.9232177734375
2017-10-18,1188.095947265625
2017-10-19,1192.1060791015625
2017-10-23,1168.7667236328125
2017-10-24,1159.3426513671875
2017-10-25,1119.08056640625
2017-10-26,1139.65283203125
2017-10-27,1137.4471435546875
2017-10-30,1132.2740478515625
2017-10-31,1141.3773193359375
2017-11-01,1154.12939453125
2017-11-02,1151.56298828125
2017-11-03,1140.53515625
2017-11-06,1129.747802734375
2017-11-07,1123.251220703125
2017-11-08,1114.70947265625
2017-11-09,1119.7222900390625
2017-11-10,1114.2684326171875
2017-11-13,1113.46630859375
2017-11-14,1087.19970703125
2017-11-15,1055.800048828125
2017-11-16,1068.51220703125
2017-11-17,1102.1978759765625
2017-11-20,1114.70947265625
2017-11-21,1114.388671875
2017-11-22,1113.8675537109375
2017-11-23,1109.09521484375
2017-11-24,1103.2003173828125
2017-11-27,1112.9049072265625
2017-11-28,1078.297119140625
2017-11-29,1069.875732421875
2017-11-30,1075.530029296875
2017-12-01,1068.3919677734375
2017-12-04,1066.58740234375
2017-12-05,1046.3760986328125
2017-12-06,1058.2060546875
2017-12-07,1075.169189453125
2017-12-08,1076.5726318359375
2017-12-11,1074.72802734375
2017-12-12,1074.2066650390625
2017-12-13,1066.386962890625
2017-12-14,1073.885986328125
2017-12-15,1074.2066650390625
2017-12-18,1067.349365234375
2017-12-19,1102.4383544921875
2017-12-20,1086.397705078125
2017-12-21,1100.072265625
2017-12-22,1081.62548828125
2017-12-26,1070.59765625
2017-12-27,1064.822998046875
2017-12-28,1053.3939208984375
2017-12-29,1075.0086669921875
2018-01-01,1068.1912841796875
2018-01-02,1050.145751953125
2018-01-03,1046.977783203125
2018-01-04,1043.2481689453125
2018-01-05,1046.977783203125
2018-01-08,1069.234130859375
2018-01-09,1069.0338134765625
2018-01-10,1065.38427734375
2018-01-11,1062.8177490234375
2018-01-12,1055.4791259765625
2018-01-15,1058.045654296875
2018-01-16,1028.330322265625
2018-01-17,1025.8841552734375
2018-01-18,1040.4810791015625
2018-01-19,1045.9749755859375
2018-01-22,1036.4307861328125
2018-01-23,1043.7293701171875
2018-01-24,1061.133544921875
2018-01-25,1057.4041748046875
2018-01-29,1056.6822509765625
2018-01-30,1050.0654296875
2018-01-31,1040.36083984375
2018-02-01,1038.7568359375
2018-02-02,1036.190185546875
2018-02-05,1037.1527099609375
2018-02-06,1027.047119140625
2018-02-07,992.6797485351562
2018-02-08,985.5416259765625
2018-02-09,975.3157348632812
2018-02-12,998.9757690429688
2018-02-14,1005.3519897460938
2018-02-15,962.0821533203125
2018-02-16,956.3475341796875
2018-02-19,964.7288208007812
2018-02-20,964.7288208007812
2018-02-21,968.8192749023438
2018-02-22,967.5360107421875
2018-02-23,974.79443359375
2018-02-26,982.2132568359375
2018-02-27,980.0076904296875
2018-02-28,970.3831176757812
2018-03-01,970.5034790039062
2018-03-05,963.7662963867188
2018-03-06,931.8052368164062
2018-03-07,906.8619995117188
2018-03-08,884.92626953125
2018-03-09,879.1115112304688
2018-03-12,898.520751953125
2018-03-13,890.1795654296875
2018-03-14,886.009033203125
2018-03-15,891.5831909179688
2018-03-16,886.0891723632812
2018-03-19,899.403076171875
2018-03-20,911.0726928710938
2018-03-21,943.7957153320312
2018-03-22,927.1935424804688
2018-03-23,913.157958984375
2018-03-26,947.204345703125
2018-03-27,1027.84912109375
2018-03-28,1036.5911865234375
2018-04-02,1008.1591186523438
2018-04-03,1021.3927001953125
2018-04-04,1020.2298583984375
2018-04-05,1033.2628173828125
2018-04-06,1046.175537109375
2018-04-09,1056.00048828125
2018-04-10,1087.360107421875
2018-04-11,1076.2919921875
2018-04-12,1071.720458984375
2018-04-13,1058.9681396484375
2018-04-16,1067.5496826171875
2018-04-17,1079.3798828125
2018-04-18,1079.05908203125
2018-04-19,1077.8560791015625
2018-04-20,1091.1297607421875
2018-04-23,1085.31494140625
2018-04-24,1086.958984375
2018-04-25,1090.488037109375
2018-04-26,1101.7967529296875
2018-04-27,1094.538330078125
2018-04-30,1123.4114990234375
2018-05-02,1138.6103515625
2018-05-03,1131.311767578125
2018-05-04,1118.920166015625
2018-05-07,1102.2379150390625
2018-05-08,1014.6956176757812
2018-05-09,1067.7103271484375
2018-05-10,1050.5064697265625
2018-05-11,1043.48876953125
2018-05-14,1020.9515991210938
2018-05-15,1028.8115234375
2018-05-16,1022.0745239257812
2018-05-17,1022.1947631835938
2018-05-18,1022.3151245117188
2018-05-21,1012.89111328125
2018-05-22,971.3857421875
2018-05-23,985.1005249023438
2018-05-24,980.1279296875
2018-05-25,1005.9534912109375
2018-05-28,1003.306640625
2018-05-29,992.3589477539062
2018-05-30,967.5761108398438
2018-05-31,966.5333862304688
2018-06-01,952.1368408203125
2018-06-04,943.5952758789062
2018-06-05,899.92431640625
2018-06-06,932.2062377929688
2018-06-07,922.1808471679688
2018-06-08,910.4309692382812
2018-06-11,883.843505859375
2018-06-12,889.6181640625
2018-06-13,899.0020141601562
2018-06-14,895.6334228515625
2018-06-15,880.5150756835938
2018-06-18,886.8511352539062
2018-06-19,883.6830444335938
2018-06-20,879.2318115234375
2018-06-21,885.9288330078125
2018-06-22,860.2236328125
2018-06-25,979.7268676757812
2018-06-26,971.5059814453125
2018-06-27,978.6842651367188
2018-06-28,942.3119506835938
2018-06-29,905.2177734375
2018-07-02,887.0115356445312
2018-07-03,880.5150756835938
2018-07-04,899.6836547851562
2018-07-05,908.345703125
2018-07-06,942.7931518554688
2018-07-09,937.1387329101562
2018-07-10,956.7886962890625
2018-07-11,990.7147827148438
2018-07-12,1002.8656616210938
2018-07-13,988.1884155273438
2018-07-16,977.4009399414062
2018-07-17,974.8745727539062
2018-07-18,995.9681396484375
2018-07-19,1000.4115600585938
2018-07-20,1014.6708374023438
2018-07-23,1015.3980102539062
2018-07-24,1022.5072631835938
2018-07-25,1035.1104736328125
2018-07-26,1077.20166015625
2018-07-27,1088.673583984375
2018-07-30,1063.467529296875
2018-07-31,1045.1688232421875
2018-08-01,1043.956787109375
2018-08-02,1030.4246826171875
2018-08-03,1021.3762817382812
2018-08-06,1063.3865966796875
2018-08-07,1054.7017822265625
2018-08-08,1052.884033203125
2018-08-09,1054.4998779296875
2018-08-10,1033.37353515625
2018-08-13,1014.7919311523438
2018-08-14,1028.0413818359375
2018-08-16,1016.9329223632812
2018-08-17,1077.0400390625
2018-08-20,1108.0631103515625
2018-08-21,1127.8968505859375
2018-08-23,1113.435546875
2018-08-24,1113.39501953125
2018-08-27,1140.6209716796875
2018-08-28,1140.5401611328125
2018-08-29,1126.6849365234375
2018-08-30,1103.9832763671875
2018-08-31,1096.6717529296875
2018-09-03,1089.07763671875
2018-09-04,1047.6732177734375
2018-09-05,1042.5430908203125
2018-09-06,1045.4111328125
2018-09-07,1054.58056640625
2018-09-10,1052.2376708984375
2018-09-11,1052.9649658203125
2018-09-12,1040.8060302734375
2018-09-14,1046.2998046875
2018-09-17,1034.0198974609375
2018-09-18,1012.651123046875
2018-09-19,996.6952514648438
2018-09-21,961.1884155273438
2018-09-24,875.390380859375
2018-09-25,853.0521850585938
2018-09-26,804.3768310546875
2018-09-27,750.1268920898438
2018-09-28,716.2763061523438
2018-10-01,765.759521484375
2018-10-03,732.8380126953125
2018-10-04,718.1748046875
2018-10-05,688.807861328125
2018-10-08,719.0230102539062
2018-10-09,710.8634033203125
2018-10-10,707.5913696289062
2018-10-11,698.9873657226562
2018-10-12,726.2941284179688
2018-10-15,751.2579345703125
2018-10-16,744.4312744140625
2018-10-17,698.7854614257812
2018-10-19,570.451904296875
2018-10-22,571.5021362304688
2018-10-23,577.6824951171875
2018-10-24,592.4669189453125
2018-10-25,581.4392700195312
2018-10-26,566.0488891601562
2018-10-29,584.8323974609375
2018-10-30,591.4166870117188
2018-10-31,646.5552368164062
2018-11-01,668.045166015625
2018-11-02,703.8751220703125
2018-11-05,710.0555419921875
2018-11-06,730.8182983398438
2018-11-07,735.3424682617188
2018-11-09,752.2273559570312
2018-11-12,775.4542846679688
2018-11-13,775.4542846679688
2018-11-14,795.5707397460938
2018-11-15,808.6181640625
2018-11-16,805.588623046875
2018-11-19,783.1292114257812
2018-11-20,801.953125
2018-11-21,807.527587890625
2018-11-22,772.3035278320312
2018-11-26,779.4937133789062
2018-11-27,829.7041625976562
2018-11-28,783.4119873046875
2018-11-29,755.9436645507812
2018-11-30,732.3533325195312
2018-12-03,752.3485717773438
2018-12-04,754.1663818359375
2018-12-05,754.1259765625
2018-12-06,755.4185791015625
2018-12-07,753.3988037109375
2018-12-10,725.0015258789062
2018-12-11,729.687255859375
2018-12-12,779.2514038085938
2018-12-13,786.8455810546875
2018-12-14,785.3508911132812
2018-12-17,783.3312377929688
2018-12-18,764.588134765625
2018-12-19,796.2977905273438
2018-12-20,784.2603149414062
2018-12-21,779.4937133789062
2018-12-24,767.9812622070312
2018-12-26,746.1278686523438
2018-12-27,740.2706298828125
2018-12-28,738.9375610351562
2018-12-31,746.0470581054688
2019-01-01,748.5918579101562
2019-01-02,743.138671875
2019-01-03,744.552490234375
2019-01-04,738.735595703125
2019-01-07,737.76611328125
2019-01-08,727.8291015625
2019-01-09,723.3048706054688
2019-01-10,734.0094604492188
2019-01-11,729.5256958007812
2019-01-14,714.90283203125
2019-01-15,718.8211059570312
2019-01-16,727.8291015625
2019-01-17,726.0516967773438
2019-01-18,715.2664184570312
2019-01-21,710.1766967773438
2019-01-22,709.7323608398438
2019-01-23,728.6370239257812
2019-01-24,747.5012817382812
2019-01-25,721.56787109375
2019-01-28,730.5355224609375
2019-01-29,740.4321899414062
2019-01-30,753.600830078125
2019-01-31,729.081298828125
2019-02-01,745.1987915039062
2019-02-04,742.4923706054688
2019-02-05,728.6370239257812
2019-02-06,763.2954711914062
2019-02-07,791.4505615234375
2019-02-08,775.7774047851562
2019-02-11,767.8197021484375
2019-02-12,738.6144409179688
2019-02-14,732.8380126953125
2019-02-15,723.5068359375
2019-02-18,706.2584228515625
2019-02-19,702.7037353515625
2019-02-20,702.7037353515625
2019-02-21,740.3513793945312
2019-02-22,739.341552734375
2019-02-25,740.5534057617188
2019-02-26,736.7158813476562
2019-02-27,750.0864868164062
2019-02-28,723.8704223632812
2019-03-01,735.4232177734375
2019-03-05,743.057861328125
2019-03-06,728.43505859375
2019-03-07,718.0535888671875
2019-03-08,713.933349609375
2019-03-11,707.3086547851562
2019-03-12,719.8309326171875
2019-03-13,726.4556884765625
2019-03-14,717.2053833007812
2019-03-15,707.6721801757812
2019-03-18,684.60693359375
2019-03-19,690.4237060546875
2019-03-20,694.6248168945312
2019-03-22,694.0592651367188
2019-03-25,664.5712280273438
2019-03-26,661.945556640625
2019-03-27,662.1475219726562
2019-03-28,669.3377685546875
2019-04-01,757.7210693359375
2019-04-02,742.37109375
2019-04-03,741.8864135742188
2019-04-04,776.70654296875
2019-04-05,754.2067260742188
2019-04-08,734.0094604492188
2019-04-09,722.1334228515625
2019-04-10,696.6849365234375
2019-04-11,677.2147216796875
2019-04-12,663.5209350585938
2019-04-15,659.4815063476562
2019-04-16,646.3128662109375
2019-04-18,639.970947265625
2019-04-22,635.3255615234375
2019-04-23,635.3659057617188
2019-04-24,638.4359741210938
2019-04-25,630.155029296875
2019-04-26,628.7008666992188
2019-04-30,572.1080322265625
2019-05-02,547.1846313476562
2019-05-03,564.1907348632812
2019-05-06,559.3433837890625
2019-05-07,567.785888671875
2019-05-08,561.241943359375
2019-05-09,565.8065795898438
2019-05-10,634.8811645507812
2019-05-13,609.8366088867188
2019-05-14,629.8722534179688
2019-05-15,611.4524536132812
2019-05-16,613.1893920898438
2019-05-17,594.6885986328125
2019-05-20,626.6407470703125
2019-05-21,639.082275390625
2019-05-22,642.43505859375
2019-05-23,661.0164794921875
2019-05-24,695.755859375
2019-05-27,710.4190063476562
2019-05-28,705.2889404296875
2019-05-29,694.8267211914062
2019-05-30,682.38525390625
2019-05-31,678.6284790039062
2019-06-03,673.9427490234375
2019-06-04,682.7487182617188
2019-06-06,662.5111083984375
2019-06-07,652.1297607421875
2019-06-10,657.0982666015625
2019-06-11,659.0371704101562
2019-06-12,654.9169311523438
2019-06-13,650.6350708007812
2019-06-14,640.4556884765625
2019-06-17,622.6820678710938
2019-06-18,634.5579833984375
2019-06-19,616.2189331054688
2019-06-20,632.538330078125
2019-06-21,643.8892822265625
2019-06-24,629.6298828125
2019-06-25,623.4091796875
2019-06-26,624.45947265625
2019-06-27,629.9934692382812
2019-06-28,625.9540405273438
2019-07-01,619.2081298828125
2019-07-02,623.0455932617188
2019-07-03,627.8526000976562
2019-07-04,630.2359008789062
2019-07-05,632.7402954101562
2019-07-08,636.0930786132812
2019-07-09,627.8526000976562
2019-07-10,623.57080078125
2019-07-11,627.7717895507812
2019-07-12,622.35888671875
2019-07-15,608.9479370117188
2019-07-16,611.169677734375
2019-07-17,609.0287475585938
2019-07-18,608.5843505859375
2019-07-19,604.3734741210938
2019-07-22,589.5738525390625
2019-07-23,578.9033813476562
2019-07-24,574.5697021484375
2019-07-25,574.0382690429688
2019-07-26,579.9662475585938
2019-07-29,572.5255737304688
2019-07-30,585.2401733398438
2019-07-31,580.0889892578125
2019-08-01,584.1771850585938
2019-08-02,583.9319458007812
2019-08-05,578.2901000976562
2019-08-06,582.0104370117188
2019-08-07,576.0006103515625
2019-08-08,581.1109619140625
2019-08-09,589.6146240234375
2019-08-13,580.0480346679688
2019-08-14,591.2908325195312
2019-08-16,597.2598266601562
2019-08-19,595.7880249023438
2019-08-20,589.4920043945312
2019-08-21,568.1920166015625
2019-08-22,551.8387451171875
2019-08-23,525.46923828125
2019-08-26,532.1331787109375
2019-08-27,542.4765625
2019-08-28,528.2493286132812
2019-08-29,529.7211303710938
2019-08-30,527.0227661132812
2019-09-03,522.6483154296875
2019-09-04,524.0792236328125
2019-09-05,517.578857421875
2019-09-06,522.6074829101562
2019-09-09,523.8748168945312
2019-09-11,518.927978515625
2019-09-12,520.2770385742188
2019-09-13,519.1732177734375
2019-09-16,524.9786376953125
2019-09-17,512.9181518554688
2019-09-18,502.73828125
2019-09-19,492.4766540527344
2019-09-20,557.1535034179688
2019-09-23,529.4757690429688
2019-09-24,523.8338623046875
2019-09-25,525.2648315429688
2019-09-26,522.1168823242188
2019-09-27,500.7759094238281
2019-09-30,477.3090515136719
2019-10-01,481.2338562011719
2019-10-03,468.51922607421875
2019-10-04,470.4407043457031
2019-10-07,450.08099365234375
2019-10-09,448.1185607910156
2019-10-10,434.87249755859375
2019-10-11,412.5503845214844
2019-10-14,383.6869812011719
2019-10-15,357.0721435546875
2019-10-16,310.7108459472656
2019-10-17,335.8538513183594
2019-10-18,392.3133239746094
2019-10-22,385.0770263671875
2019-10-23,370.72705078125
2019-10-24,365.41229248046875
2019-10-25,401.062255859375
2019-10-27,417.2110290527344
2019-10-29,428.5765380859375
2019-10-30,418.8463439941406
2019-10-31,438.5519714355469
2019-11-01,438.1022644042969
2019-11-04,460.5061340332031
2019-11-05,464.67620849609375
2019-11-06,455.5592956542969
2019-11-07,474.815185546875
2019-11-08,466.47503662109375
2019-11-11,459.7702331542969
2019-11-13,454.0875244140625
2019-11-14,442.762939453125
2019-11-15,433.6868896484375
2019-11-18,428.74005126953125
2019-11-19,460.587890625
2019-11-20,466.96563720703125
2019-11-21,455.5592956542969
2019-11-22,455.8863525390625
2019-11-25,455.4366149902344
2019-11-26,450.9804382324219
2019-11-27,445.09326171875
2019-11-28,452.7383728027344
2019-11-29,435.6492919921875
2019-12-02,418.3149108886719
2019-12-03,419.5822448730469
2019-12-04,417.49725341796875
2019-12-05,410.34271240234375
2019-12-06,396.93304443359375
2019-12-09,365.534912109375
2019-12-10,351.22589111328125
2019-12-11,352.0844421386719
2019-12-12,348.8955383300781
2019-12-13,352.9020690917969
2019-12-16,360.5063171386719
2019-12-17,364.635498046875
2019-12-18,354.8236083984375
2019-12-19,348.77288818359375
2019-12-20,355.39593505859375
2019-12-23,353.47442626953125
2019-12-24,351.021484375
2019-12-26,349.9176330566406
2019-12-27,350.7352600097656
2019-12-30,350.69439697265625
2019-12-31,355.02801513671875
2020-01-01,363.89959716796875
2020-01-02,402.4523010253906
2020-01-03,396.8512878417969
2020-01-06,374.570068359375
2020-01-07,384.0140686035156
2020-01-08,383.7687683105469
2020-01-09,394.3165588378906
2020-01-10,397.42364501953125
2020-01-13,394.4801025390625
2020-01-14,389.3288269042969
2020-01-15,408.5029602050781
2020-01-16,436.05810546875
2020-01-17,433.64599609375
2020-01-20,435.690185546875
2020-01-21,450.7351379394531
2020-01-22,466.7203369140625
2020-01-23,441.2911071777344
2020-01-24,394.72540283203125
2020-01-27,375.26507568359375
2020-01-28,365.9846496582031
2020-01-29,367.17022705078125
2020-01-30,361.8145751953125
2020-01-31,356.5406494140625
2020-02-03,334.3411865234375
2020-02-04,336.99859619140625
2020-02-05,346.5652160644531
2020-02-06,363.4498596191406
2020-02-07,360.7516174316406
2020-02-10,349.22259521484375
2020-02-11,346.6878662109375
2020-02-12,344.316650390625
2020-02-13,336.99859619140625
2020-02-14,341.0460205078125
2020-02-17,339.0018615722656
2020-02-18,333.23736572265625
2020-02-19,336.7124328613281
2020-02-20,340.80072021484375
2020-02-24,331.9700012207031
2020-02-25,321.38128662109375
2020-02-26,323.9160461425781
2020-02-27,316.7206115722656
2020-02-28,294.2758483886719
2020-03-02,276.49176025390625
2020-03-03,279.435302734375
2020-03-04,268.9692687988281
2020-03-05,266.9251403808594
2020-03-06,245.6250762939453
2020-03-09,212.38719177246094
2020-03-11,219.54171752929688
2020-03-12,190.3103790283203
2020-03-13,195.25721740722656
2020-03-16,199.18199157714844
2020-03-17,188.9612579345703
2020-03-18,174.93836975097656
2020-03-19,165.41262817382812
2020-03-20,157.07249450683594
2020-03-23,141.3734130859375
2020-03-24,127.26879119873047
2020-03-25,121.74958038330078
2020-03-26,127.80027770996094
2020-03-27,129.06764221191406
2020-03-30,126.28759002685547
2020-03-31,132.58358764648438
2020-04-01,138.3480682373047
2020-04-03,131.64328002929688
2020-04-07,137.69395446777344
2020-04-08,134.87303161621094
2020-04-09,138.67514038085938
2020-04-13,140.39224243164062
2020-04-15,144.31700134277344
2020-04-16,144.276123046875
2020-04-17,151.47152709960938
2020-04-20,159.03488159179688
2020-04-21,166.8843994140625
2020-04-22,169.86888122558594
2020-04-23,175.63339233398438
2020-04-24,169.9915313720703
2020-04-27,166.72088623046875
2020-04-28,165.3717498779297
2020-04-29,164.594970703125
2020-04-30,161.77403259277344
2020-05-04,153.7200927734375
2020-05-05,146.03408813476562
2020-05-06,141.41429138183594
2020-05-07,145.82968139648438
2020-05-08,146.72909545898438
2020-05-11,143.09051513671875
2020-05-12,143.74462890625
2020-05-13,148.11912536621094
2020-05-14,148.7732391357422
2020-05-15,146.72909545898438
2020-05-18,142.15020751953125
2020-05-19,143.5811004638672
2020-05-20,144.6849365234375
2020-05-21,140.964599609375
2020-05-22,138.83868408203125
2020-05-26,137.32601928710938
2020-05-27,139.9833984375
2020-05-28,143.66287231445312
2020-05-29,143.90817260742188
2020-06-01,150.28591918945312
2020-06-02,151.75770568847656
2020-06-03,159.32106018066406
2020-06-04,167.2523651123047
2020-06-05,166.18942260742188
2020-06-08,164.47232055664062
2020-06-09,161.32432556152344
2020-06-10,163.61378479003906
2020-06-11,171.79037475585938
2020-06-12,180.3758087158203
2020-06-15,173.71188354492188
2020-06-16,166.72088623046875
2020-06-17,167.7020721435547
2020-06-18,168.6423797607422
2020-06-19,176.6963348388672
2020-06-22,185.52706909179688
2020-06-23,186.5082550048828
2020-06-24,181.80670166015625
2020-06-25,180.78463745117188
2020-06-26,182.17465209960938
2020-06-29,173.75277709960938
2020-06-30,169.70533752441406
2020-07-01,178.16812133789062
2020-07-02,173.91629028320312
2020-07-03,171.74949645996094
2020-07-06,172.52626037597656
2020-07-07,175.06101989746094
2020-07-08,177.14605712890625
2020-07-09,178.20901489257812
2020-07-10,171.74949645996094
2020-07-13,171.3406524658203
2020-07-14,166.0667724609375
2020-07-15,161.4060821533203
2020-07-16,160.38401794433594
2020-07-17,161.56961059570312
2020-07-20,166.59823608398438
2020-07-21,166.8843994140625
2020-07-22,163.61378479003906
2020-07-23,171.79037475585938
2020-07-24,180.3758087158203
2020-07-27,176.32839965820312
2020-07-28,173.54835510253906
2020-07-29,175.63339233398438
2020-07-30,171.42242431640625
2020-07-31,171.0544891357422
2020-08-03,170.97271728515625
2020-08-04,171.79037475585938
2020-08-05,171.58595275878906
2020-08-06,174.36599731445312
2020-08-07,178.6178436279297
2020-08-10,194.398681640625
2020-08-11,195.87046813964844
2020-08-12,191.45510864257812
2020-08-13,188.4297637939453
2020-08-14,195.58428955078125
