Date,JSWSTEEL
2003-05-08,7.856411933898926
2003-05-09,8.115415573120117
2003-05-12,8.63341999053955
2003-05-13,8.63341999053955
2003-05-14,9.410425186157227
2003-05-15,9.410425186157227
2003-05-16,9.32409381866455
2003-05-19,9.151426315307617
2003-05-20,8.892422676086426
2003-05-21,9.669428825378418
2003-05-22,10.36010456085205
2003-05-23,10.79177474975586
2003-05-26,11.396112442016602
2003-05-27,10.8781099319458
2003-05-28,11.050777435302734
2003-05-29,11.482449531555176
2003-05-30,11.82778549194336
2003-06-02,12.17312240600586
2003-06-03,11.82778549194336
2003-06-04,12.086788177490234
2003-06-05,11.82778549194336
2003-06-06,11.82778549194336
2003-06-09,12.863795280456543
2003-06-10,11.9141206741333
2003-06-11,12.17312240600586
2003-06-12,12.432125091552734
2003-06-13,12.345791816711426
2003-06-16,12.17312240600586
2003-06-17,12.17312240600586
2003-06-18,12.086788177490234
2003-06-19,12.259455680847168
2003-06-20,12.432125091552734
2003-06-23,12.69112777709961
2003-06-24,14.331474304199219
2003-06-25,15.022149085998535
2003-06-26,14.935815811157227
2003-06-27,15.194817543029785
2003-06-30,16.144493103027344
2003-07-01,17.6121768951416
2003-07-02,20.115867614746094
2003-07-03,19.51152801513672
2003-07-04,18.99352264404297
2003-07-07,20.115867614746094
2003-07-08,19.338857650756836
2003-07-09,18.6481876373291
2003-07-10,18.38918685913086
2003-07-11,18.38918685913086
2003-07-14,18.907188415527344
2003-07-15,18.820852279663086
2003-07-16,19.51152801513672
2003-07-17,19.166194915771484
2003-07-18,18.734521865844727
2003-07-21,17.95751190185547
2003-07-22,17.52584457397461
2003-07-23,17.69850730895996
2003-07-24,17.6121768951416
2003-07-25,19.338857650756836
2003-07-28,19.943201065063477
2003-07-29,20.202207565307617
2003-07-30,19.85686683654785
2003-07-31,19.338857650756836
2003-08-01,19.166194915771484
2003-08-04,19.338857650756836
2003-08-05,18.6481876373291
2003-08-06,18.820852279663086
2003-08-07,19.597862243652344
2003-08-08,20.461206436157227
2003-08-11,22.27422523498535
2003-08-12,25.641258239746094
2003-08-13,29.439966201782227
2003-08-14,35.31068420410156
2003-08-15,35.31068420410156
2003-08-18,38.85038375854492
2003-08-19,34.96534729003906
2003-08-20,31.59832000732422
2003-08-21,30.56230926513672
2003-08-22,30.648639678955078
2003-08-25,27.62694549560547
2003-08-26,30.389638900756836
2003-08-27,30.389638900756836
2003-08-28,28.921958923339844
2003-08-29,29.267305374145508
2003-09-01,27.454273223876953
2003-09-02,26.677270889282227
2003-09-03,25.727590560913086
2003-09-04,26.33193016052246
2003-09-05,27.108938217163086
2003-09-08,26.07293128967285
2003-09-09,24.34624671936035
2003-09-10,23.8282413482666
2003-09-11,23.8282413482666
2003-09-12,22.96489906311035
2003-09-15,22.18788719177246
2003-09-16,24.43258285522461
2003-09-17,25.123252868652344
2003-09-18,23.4829044342041
2003-09-19,23.741905212402344
2003-09-22,22.70589828491211
2003-09-23,24.60524559020996
2003-09-24,24.087244033813477
2003-09-25,25.03691864013672
2003-09-26,25.46858787536621
2003-09-29,24.60524559020996
2003-09-30,24.777915954589844
2003-10-01,24.17357635498047
2003-10-02,24.17357635498047
2003-10-03,24.34624671936035
2003-10-06,24.518911361694336
2003-10-07,25.46858787536621
2003-10-08,24.86425018310547
2003-10-09,25.123252868652344
2003-10-10,25.2095890045166
2003-10-13,25.727590560913086
2003-10-14,27.108938217163086
2003-10-15,28.058616638183594
2003-10-16,28.403947830200195
2003-10-17,29.61263084411621
2003-10-20,30.130640029907227
2003-10-21,27.108938217163086
2003-10-22,25.2095890045166
2003-10-23,24.69158363342285
2003-10-24,24.518911361694336
2003-10-27,23.741905212402344
2003-10-28,23.051233291625977
2003-10-29,23.13756561279297
2003-10-30,23.4829044342041
2003-10-31,23.13756561279297
2003-11-03,21.842552185058594
2003-11-04,23.31023597717285
2003-11-05,23.13756561279297
2003-11-06,24.777915954589844
2003-11-07,24.43258285522461
2003-11-10,24.43258285522461
2003-11-11,24.60524559020996
2003-11-12,25.46858787536621
2003-11-13,23.31023597717285
2003-11-14,20.979209899902344
2003-11-17,20.979209899902344
2003-11-18,20.54753875732422
2003-11-19,20.202207565307617
2003-11-20,20.029531478881836
2003-11-21,19.51152801513672
2003-11-24,20.37487030029297
2003-11-25,20.029531478881836
2003-11-26,20.029531478881836
2003-11-27,19.85686683654785
2003-11-28,19.943201065063477
2003-12-01,20.202207565307617
2003-12-02,20.029531478881836
2003-12-03,19.85686683654785
2003-12-04,19.597862243652344
2003-12-05,19.42519187927246
2003-12-08,19.42519187927246
2003-12-09,19.943201065063477
2003-12-10,20.37487030029297
2003-12-11,20.633872985839844
2003-12-12,20.806543350219727
2003-12-15,21.23821258544922
2003-12-16,20.720211029052734
2003-12-17,20.54753875732422
2003-12-18,20.720211029052734
2003-12-19,20.54753875732422
2003-12-22,20.633872985839844
2003-12-23,20.288537979125977
2003-12-24,20.979209899902344
2003-12-25,20.979209899902344
2003-12-26,23.051233291625977
2003-12-29,24.34624671936035
2003-12-30,23.223899841308594
2003-12-31,22.792224884033203
2004-01-01,23.223899841308594
2004-01-02,23.914573669433594
2004-01-05,23.051233291625977
