Date,DATAPATTNS
2022-07-15,707.0178833007812
2022-07-18,706.2775268554688
2022-07-19,735.343994140625
2022-07-20,739.1438598632812
2022-07-21,747.5824584960938
2022-07-22,740.9696655273438
2022-07-25,733.7647705078125
2022-07-26,720.7860717773438
2022-07-27,757.3533935546875
2022-07-28,747.2369995117188
2022-07-29,766.038818359375
2022-08-01,787.011962890625
2022-08-02,741.1671752929688
2022-08-03,765.6439819335938
2022-08-04,789.232666015625
2022-08-05,809.5149536132812
2022-08-08,822.5430908203125
2022-08-10,822.5430908203125
2022-08-11,821.358642578125
2022-08-12,827.6259155273438
2022-08-16,848.5990600585938
2022-08-17,852.8430786132812
2022-08-18,855.1624145507812
2022-08-19,852.3002319335938
2022-08-22,828.810302734375
2022-08-23,832.0672607421875
2022-08-24,869.5722045898438
2022-08-25,882.9456787109375
2022-08-26,945.2730712890625
2022-08-29,1022.7869873046875
2022-08-30,1057.1605224609375
2022-09-01,1087.47265625
2022-09-02,1049.0870361328125
2022-09-05,1067.2646484375
2022-09-06,1055.6746826171875
2022-09-07,1122.6387939453125
2022-09-08,1166.1751708984375
2022-09-09,1149.830322265625
2022-09-12,1123.134033203125
2022-09-13,1069.44384765625
2022-09-14,1120.855712890625
2022-09-15,1170.434814453125
2022-09-16,1172.1683349609375
2022-09-19,1226.5517578125
2022-09-20,1188.364501953125
2022-09-21,1189.602783203125
2022-09-22,1215.5068359375
2022-09-23,1170.9796142578125
2022-09-26,1193.7633056640625
2022-09-27,1121.2021484375
2022-09-28,1099.7064208984375
2022-09-29,1110.94970703125
2022-09-30,1118.973388671875
2022-10-03,1074.8426513671875
2022-10-04,1112.039306640625
2022-10-06,1194.0108642578125
2022-10-07,1187.8197021484375
2022-10-10,1178.8052978515625
2022-10-11,1142.94580078125
2022-10-12,1148.2454833984375
2022-10-13,1153.5452880859375
2022-10-14,1188.9091796875
2022-10-17,1274.0509033203125
2022-10-18,1398.1719970703125
2022-10-19,1347.2554931640625
2022-10-20,1348.4443359375
2022-10-21,1320.2620849609375
2022-10-24,1324.6204833984375
2022-10-25,1343.887451171875
2022-10-27,1322.6392822265625
2022-10-28,1324.4720458984375
2022-10-31,1322.3916015625
2022-11-01,1330.5146484375
2022-11-02,1339.529052734375
2022-11-03,1393.6153564453125
2022-11-04,1423.2340087890625
2022-11-07,1389.15771484375
2022-11-09,1323.9765625
2022-11-10,1317.38916015625
2022-11-11,1377.567626953125
2022-11-14,1365.1356201171875
2022-11-15,1358.944580078125
2022-11-16,1352.109375
2022-11-17,1376.874267578125
2022-11-18,1355.4281005859375
2022-11-21,1364.88818359375
2022-11-22,1394.1107177734375
2022-11-23,1377.71630859375
2022-11-24,1378.310791015625
2022-11-25,1343.689208984375
2022-11-28,1301.3912353515625
2022-11-29,1290.2965087890625
2022-11-30,1332.4957275390625
2022-12-01,1335.0216064453125
2022-12-02,1340.370849609375
2022-12-05,1323.0850830078125
2022-12-06,1306.2451171875
2022-12-07,1278.9541015625
2022-12-08,1279.59814453125
2022-12-09,1262.16357421875
2022-12-12,1265.3831787109375
2022-12-13,1258.30029296875
2022-12-14,1249.88037109375
2022-12-15,1219.914794921875
2022-12-16,1193.812744140625
2022-12-19,1226.947998046875
2022-12-20,1219.81591796875
2022-12-21,1153.5452880859375
2022-12-22,1110.7515869140625
2022-12-23,1005.3029174804688
2022-12-26,1032.2470703125
2022-12-27,1095.3974609375
2022-12-28,1052.90087890625
2022-12-29,1090.39501953125
2022-12-30,1085.2440185546875
2023-01-02,1111.1973876953125
2023-01-03,1128.2354736328125
2023-01-04,1138.2900390625
2023-01-05,1160.8260498046875
2023-01-06,1153.198486328125
2023-01-09,1155.4766845703125
2023-01-10,1142.05419921875
2023-01-11,1159.686767578125
2023-01-12,1150.4742431640625
2023-01-13,1214.2188720703125
2023-01-16,1234.9224853515625
2023-01-17,1241.658203125
2023-01-18,1230.8114013671875
2023-01-19,1229.2760009765625
2023-01-20,1237.646484375
2023-01-23,1199.21142578125
2023-01-24,1207.7801513671875
2023-01-25,1188.8597412109375
2023-01-27,1152.4554443359375
2023-01-30,1279.94482421875
2023-01-31,1379.4002685546875
2023-02-01,1348.8900146484375
2023-02-02,1389.7025146484375
2023-02-03,1438.73681640625
2023-02-06,1467.2164306640625
2023-02-07,1489.3560791015625
2023-02-08,1476.9736328125
2023-02-09,1440.8170166015625
2023-02-10,1409.563720703125
2023-02-13,1389.256591796875
2023-02-14,1409.0684814453125
2023-02-15,1382.3720703125
2023-02-16,1392.67431640625
2023-02-17,1422.2930908203125
2023-02-20,1335.41796875
2023-02-21,1254.486572265625
2023-02-22,1274.6451416015625
2023-02-23,1232.049560546875
2023-02-24,1213.3768310546875
2023-02-27,1191.6334228515625
2023-02-28,1293.6151123046875
2023-03-01,1324.372802734375
2023-03-02,1305.6507568359375
2023-03-03,1320.4600830078125
2023-03-06,1280.142822265625
2023-03-08,1281.579345703125
2023-03-09,1312.98095703125
2023-03-10,1306.5421142578125
2023-03-13,1309.3653564453125
2023-03-14,1296.7354736328125
2023-03-15,1305.848876953125
2023-03-16,1324.6700439453125
2023-03-17,1336.3095703125
2023-03-20,1393.318115234375
2023-03-21,1385.8887939453125
2023-03-22,1366.0770263671875
2023-03-23,1383.7093505859375
2023-03-24,1358.3006591796875
2023-03-27,1331.2574462890625
2023-03-28,1289.60302734375
2023-03-29,1340.0242919921875
2023-03-31,1362.75830078125
2023-04-03,1411.000244140625
2023-04-05,1435.269775390625
2023-04-06,1423.63037109375
2023-04-10,1466.720947265625
2023-04-11,1560.480712890625
2023-04-12,1613.52685546875
2023-04-13,1651.51611328125
2023-04-17,1651.218994140625
2023-04-18,1576.2806396484375
2023-04-19,1574.101318359375
2023-04-20,1676.9248046875
2023-04-21,1668.75244140625
2023-04-24,1681.4813232421875
2023-04-25,1653.6954345703125
2023-04-26,1630.3175048828125
2023-04-27,1613.2296142578125
2023-04-28,1647.30615234375
2023-05-02,1666.424560546875
2023-05-03,1635.4189453125
2023-05-04,1697.3310546875
2023-05-05,1695.3992919921875
2023-05-08,1683.7598876953125
2023-05-09,1681.7786865234375
2023-05-10,1619.916259765625
2023-05-11,1609.5645751953125
2023-05-12,1574.5966796875
2023-05-15,1521.7979736328125
2023-05-16,1583.6109619140625
2023-05-17,1624.6217041015625
2023-05-18,1589.7032470703125
2023-05-19,1587.6724853515625
2023-05-22,1591.33740234375
2023-05-23,1577.172119140625
2023-05-24,1583.858642578125
2023-05-25,1591.238525390625
2023-05-26,1588.861083984375
2023-05-29,1645.5726318359375
2023-05-30,1649.58447265625
2023-05-31,1673.2100830078125
2023-06-01,1656.320556640625
2023-06-02,1686.038330078125
2023-06-05,1745.96923828125
2023-06-06,1778.4110107421875
2023-06-07,1766.920166015625
2023-06-08,1779.5997314453125
2023-06-09,1751.1697998046875
2023-06-12,1722.8387451171875
2023-06-13,1675.141845703125
2023-06-14,1718.480224609375
2023-06-15,1777.4698486328125
2023-06-16,1853.0028076171875
2023-06-19,1903.17626953125
2023-06-20,1872.0716552734375
2023-06-21,1891.833984375
2023-06-22,1808.92138671875
2023-06-23,1785.24609375
2023-06-26,1789.654296875
2023-06-27,1860.382568359375
2023-06-28,1850.328125
2023-06-30,1850.625244140625
2023-07-03,1872.814453125
2023-07-04,1857.9061279296875
2023-07-05,1874.7462158203125
2023-07-06,1898.9166259765625
2023-07-07,1879.84765625
2023-07-10,1903.423828125
2023-07-11,1938.5404052734375
2023-07-12,2000.74951171875
2023-07-13,2075.7373046875
2023-07-14,2007.4361572265625
2023-07-17,2074.251708984375
2023-07-18,2051.8642578125
2023-07-19,2032.9932861328125
2023-07-20,2060.23486328125
2023-07-21,2038.1939697265625
2023-07-24,1993.320068359375
2023-07-25,1978.41162109375
2023-07-26,1986.5841064453125
2023-07-27,1964.048095703125
2023-07-28,1990.3482666015625
2023-07-31,2018.5306396484375
2023-08-01,1991.7352294921875
2023-08-02,1979.8709716796875
2023-08-03,1962.943603515625
2023-08-04,1964.5321044921875
2023-08-07,1996.3021240234375
2023-08-08,2016.7540283203125
2023-08-09,2097.12255859375
2023-08-10,2107.49755859375
2023-08-11,2074.982666015625
2023-08-14,2084.563232421875
2023-08-16,2149.295166015625
2023-08-17,2212.2890625
2023-08-18,2143.040283203125
2023-08-21,2347.609619140625
2023-08-22,2384.691162109375
2023-08-23,2357.984619140625
2023-08-24,2370.24560546875
2023-08-25,2309.336669921875
2023-08-28,2323.335205078125
2023-08-29,2301.9404296875
2023-08-30,2236.166259765625
2023-08-31,2355.155029296875
2023-09-01,2452.053955078125
2023-09-04,2393.725830078125
2023-09-05,2375.855224609375
2023-09-06,2234.1806640625
2023-09-07,2173.718017578125
2023-09-08,2140.260009765625
2023-09-11,2235.17333984375
2023-09-12,2126.8076171875
2023-09-13,2031.44775390625
2023-09-14,2083.570556640625
2023-09-15,2057.856689453125
2023-09-18,2059.19677734375
2023-09-20,2059.3955078125
2023-09-21,2080.34375
2023-09-22,2057.112060546875
2023-09-25,2050.460205078125
2023-09-26,2089.52734375
2023-09-27,2066.04736328125
2023-09-28,2083.669921875
2023-09-29,2086.10205078125
2023-10-03,2110.02880859375
2023-10-04,2067.784912109375
2023-10-05,2078.35791015625
2023-10-06,2077.961181640625
2023-10-09,2042.0213623046875
2023-10-10,2052.843017578125
2023-10-11,2075.677490234375
2023-10-12,2047.8291015625
2023-10-13,2013.0806884765625
2023-10-16,1980.31787109375
2023-10-17,2076.174072265625
2023-10-18,2065.600830078125
2023-10-19,2043.560302734375
2023-10-20,2016.40673828125
2023-10-23,1935.0455322265625
2023-10-25,1813.1278076171875
2023-10-26,1821.9639892578125
2023-10-27,1911.218017578125
2023-10-30,1879.0010986328125
2023-10-31,1853.982177734375
2023-11-01,1841.572021484375
2023-11-02,1847.6778564453125
2023-11-03,1904.4169921875
2023-11-06,1942.7398681640625
2023-11-07,1941.3001708984375
2023-11-08,1943.5340576171875
2023-11-09,1870.0162353515625
2023-11-10,1819.43212890625
2023-11-13,1855.0743408203125
2023-11-15,1842.912353515625
2023-11-16,1837.998046875
2023-11-17,1814.6666259765625
2023-11-20,1827.523681640625
2023-11-21,1831.941650390625
2023-11-22,1825.984619140625
2023-11-23,1839.0899658203125
2023-11-24,1965.4256591796875
2023-11-28,1925.514404296875
2023-11-29,1957.632080078125
2023-11-30,1998.238037109375
2023-12-01,2037.751953125
2023-12-04,2072.6494140625
2023-12-05,2034.9722900390625
2023-12-06,2028.270751953125
2023-12-07,2007.9676513671875
2023-12-08,1986.721435546875
2023-12-11,2015.51318359375
2023-12-12,2014.818115234375
2023-12-13,2007.570556640625
2023-12-14,1986.721435546875
2023-12-15,1987.8134765625
2023-12-18,1986.721435546875
2023-12-19,1968.7515869140625
2023-12-20,1916.1820068359375
2023-12-21,1928.343994140625
2023-12-22,1948.746337890625
2023-12-26,1911.614990234375
2023-12-27,1869.3707275390625
2023-12-28,1868.2291259765625
2023-12-29,1847.8265380859375
2024-01-01,1827.672607421875
2024-01-02,1885.156494140625
2024-01-03,1842.6143798828125
2024-01-04,1865.7967529296875
2024-01-05,1889.7730712890625
2024-01-08,1964.3336181640625
2024-01-09,1946.9593505859375
2024-01-10,1963.88671875
2024-01-11,1959.021728515625
2024-01-12,1969.3968505859375
2024-01-15,1969.3968505859375
2024-01-16,1909.9769287109375
2024-01-17,1961.95068359375
2024-01-18,1919.458251953125
2024-01-19,1909.03369140625
2024-01-23,1846.7843017578125
2024-01-24,1853.187744140625
2024-01-25,1844.798583984375
2024-01-29,1855.7196044921875
2024-01-30,1939.711669921875
2024-01-31,1891.8084716796875
2024-02-01,1928.4927978515625
2024-02-02,1901.1904296875
2024-02-05,1876.0225830078125
2024-02-06,1874.831298828125
2024-02-07,1875.9232177734375
2024-02-08,1887.638671875
2024-02-09,1862.1231689453125
2024-02-12,1837.848876953125
2024-02-13,1778.8260498046875
2024-02-14,1858.5987548828125
2024-02-15,1841.3238525390625
2024-02-16,2004.641845703125
2024-02-19,2043.857666015625
2024-02-20,2022.313720703125
2024-02-21,2045.6448974609375
2024-02-22,2222.961669921875
2024-02-23,2345.177001953125
2024-02-26,2553.8173828125
2024-02-27,2531.031982421875
2024-02-28,2472.853271484375
2024-02-29,2466.499267578125
2024-03-01,2643.815673828125
2024-03-04,2873.304931640625
2024-03-05,2650.7158203125
2024-03-06,2615.470947265625
2024-03-07,2678.71337890625
2024-03-11,2537.088134765625
2024-03-12,2406.43408203125
2024-03-13,2167.562744140625
2024-03-14,2362.104736328125
2024-03-15,2346.864990234375
2024-03-18,2321.59765625
2024-03-19,2229.067626953125
2024-03-20,2238.39990234375
2024-03-21,2335.199462890625
2024-03-22,2311.6201171875
2024-03-26,2330.582763671875
2024-03-27,2438.40234375
2024-03-28,2404.596923828125
2024-04-01,2545.13037109375
2024-04-02,2693.803955078125
2024-04-03,2719.3193359375
2024-04-04,2673.550537109375
2024-04-05,2675.5361328125
2024-04-08,2634.532958984375
2024-04-09,2668.98388671875
2024-04-10,2985.393798828125
2024-04-12,2917.58447265625
2024-04-15,2816.466552734375
2024-04-16,2785.490234375
2024-04-18,2717.681396484375
2024-04-19,2775.21484375
2024-04-22,2888.147705078125
2024-04-23,2867.795166015625
2024-04-24,3042.430908203125
2024-04-25,3060.947021484375
2024-04-26,3082.739013671875
2024-04-29,2989.9111328125
2024-04-30,2948.60986328125
2024-05-02,2926.9169921875
2024-05-03,2872.11328125
2024-05-06,2800.3828125
2024-05-07,2717.035888671875
2024-05-08,2776.257568359375
2024-05-09,2828.18115234375
2024-05-10,2792.53955078125
2024-05-13,2748.656982421875
2024-05-14,2938.28466796875
2024-05-15,2845.0595703125
2024-05-16,2944.9365234375
2024-05-17,3165.887451171875
2024-05-21,3153.27880859375
2024-05-22,3028.631103515625
2024-05-23,3073.40673828125
2024-05-24,3017.908447265625
2024-05-27,2898.12548828125
2024-05-28,2813.736083984375
2024-05-29,2847.78955078125
2024-05-30,2822.8203125
2024-05-31,2941.1142578125
2024-06-03,2952.77978515625
2024-06-04,2598.940673828125
2024-06-05,2458.060302734375
2024-06-06,2599.0400390625
2024-06-07,2614.4287109375
2024-06-10,2639.248779296875
2024-06-11,2654.6376953125
2024-06-12,2705.320556640625
2024-06-13,2713.90869140625
2024-06-14,2915.102294921875
2024-06-18,3065.911376953125
2024-06-19,2971.99072265625
2024-06-20,2921.75439453125
2024-06-21,2925.3779296875
2024-06-24,2971.09716796875
2024-06-25,2950.297607421875
2024-06-26,2962.41015625
2024-06-27,2992.641357421875
2024-06-28,2979.833984375
2024-07-01,3021.283935546875
2024-07-02,3067.49951171875
2024-07-03,3152.236328125
2024-07-04,3156.852783203125
2024-07-05,3366.038818359375
2024-07-08,3326.078125
2024-07-09,3246.2060546875
2024-07-10,3181.772705078125
2024-07-11,3370.80419921875
2024-07-12,3326.326171875
2024-07-15,3313.17138671875
2024-07-16,3280.65673828125
2024-07-18,3129.798583984375
2024-07-19,3144.095458984375
2024-07-22,3169.85888671875
2024-07-23,3080.2734375
2024-07-24,3070.922119140625
2024-07-25,3376.437255859375
2024-07-26,3279.78857421875
2024-07-29,3335.1513671875
2024-07-30,3266.607177734375
2024-07-31,3171.947998046875
2024-08-01,3150.160888671875
2024-08-02,3146.2314453125
2024-08-05,2947.611572265625
2024-08-06,2838.726318359375
2024-08-07,2975.666015625
2024-08-08,2944.32861328125
2024-08-09,2945.373046875
2024-08-12,2897.670654296875
2024-08-13,2981.386474609375
2024-08-14,2908.414794921875
2024-08-16,2905.28125
2024-08-19,2853.101806640625
2024-08-20,2844.794921875
2024-08-21,2865.63671875
2024-08-22,2855.5888671875
2024-08-23,2866.4326171875
2024-08-26,2850.763916015625
2024-08-27,2858.275146484375
2024-08-28,2857.031494140625
2024-08-29,2762.81982421875
2024-08-30,2789.879638671875
2024-09-02,2737.302490234375
2024-09-03,2722.976806640625
2024-09-04,2757.59716796875
2024-09-05,2778.389404296875
2024-09-06,2724.071044921875
2024-09-09,2712.431396484375
2024-09-10,2721.683349609375
2024-09-11,2682.28759765625
2024-09-12,2673.184814453125
2024-09-13,2671.095703125
2024-09-16,2735.611328125
2024-09-17,2683.332275390625
2024-09-18,2641.35009765625
2024-09-19,2513.861328125
2024-09-20,2517.243896484375
2024-09-23,2546.243408203125
2024-09-24,2489.8359375
2024-09-25,2490.333251953125
2024-09-26,2431.388916015625
2024-09-27,2370.902587890625
2024-09-30,2303.7509765625
2024-10-01,2290.42041015625
2024-10-03,2267.5888671875
2024-10-04,2318.225830078125
2024-10-07,2226.601318359375
2024-10-08,2364.884033203125
2024-10-09,2385.676025390625
2024-10-10,2484.165283203125
2024-10-11,2461.731689453125
2024-10-14,2423.8779296875
2024-10-15,2500.032958984375
2024-10-16,2517.989990234375
2024-10-17,2435.21923828125
2024-10-18,2438.104248046875
2024-10-21,2359.16357421875
2024-10-22,2257.1923828125
2024-10-23,2225.556884765625
2024-10-24,2247.094970703125
2024-10-25,2146.76513671875
2024-10-28,2180.589599609375
2024-10-29,2192.378662109375
2024-10-30,2465.711181640625
2024-10-31,2407.36376953125
2024-11-01,2430.64306640625
2024-11-04,2352.697265625
2024-11-05,2347.52392578125
2024-11-06,2406.41845703125
2024-11-07,2380.353759765625
2024-11-08,2310.7646484375
2024-11-11,2170.98974609375
2024-11-12,2248.935546875
2024-11-13,2160.941650390625
2024-11-14,2155.47021484375
2024-11-18,2151.49072265625
2024-11-19,2279.52685546875
2024-11-21,2287.18701171875
2024-11-22,2271.2197265625
2024-11-25,2300.21923828125
2024-11-26,2345.43505859375
2024-11-27,2408.358642578125
2024-11-28,2454.071533203125
2024-11-29,2490.482421875
2024-12-02,2521.620849609375
2024-12-03,2507.742919921875
2024-12-04,2654.9794921875
2024-12-05,2619.71240234375
2024-12-06,2586.036865234375
2024-12-09,2636.475341796875
2024-12-10,2614.439697265625
2024-12-11,2633.54052734375
2024-12-12,2587.927001953125
2024-12-13,2528.08740234375
2024-12-16,2629.163330078125
2024-12-17,2593.39892578125
2024-12-18,2511.97119140625
2024-12-19,2474.863525390625
2024-12-20,2554.50048828125
2024-12-23,2467.849853515625
2024-12-24,2474.565185546875
2024-12-26,2470.635498046875
2024-12-27,2499.63525390625
2024-12-30,2405.32421875
2024-12-31,2457.951171875
2025-01-01,2485.359130859375
2025-01-02,2477.947509765625
2025-01-03,2472.42626953125
2025-01-06,2332.700927734375
2025-01-07,2376.6728515625
2025-01-08,2301.413330078125
2025-01-09,2298.627685546875
2025-01-10,2222.671630859375
2025-01-13,2078.220703125
2025-01-14,2137.9609375
2025-01-15,2128.460205078125
2025-01-16,2182.08203125
2025-01-17,2269.280029296875
2025-01-20,2347.4248046875
2025-01-21,2284.202392578125
2025-01-22,2188.598388671875
2025-01-23,2172.979248046875
2025-01-24,2095.4814453125
2025-01-27,1969.783203125
2025-01-28,2055.339599609375
2025-01-29,2091.203369140625
2025-01-30,2118.611572265625
2025-01-31,2196.009765625
2025-02-01,2089.363037109375
2025-02-03,1989.87890625
2025-02-04,2014.3023681640625
2025-02-05,2016.73974609375
2025-02-06,1953.766357421875
2025-02-07,1914.8681640625
2025-02-10,1859.8035888671875
2025-02-11,1757.6336669921875
2025-02-12,1710.1798095703125
2025-02-13,1674.6142578125
2025-02-14,1597.7130126953125
2025-02-17,1510.6646728515625
2025-02-18,1416.4034423828125
2025-02-19,1536.878662109375
2025-02-20,1567.96728515625
2025-02-21,1545.5833740234375
2025-02-24,1634.4227294921875
2025-02-25,1599.7525634765625
2025-02-27,1512.654296875
2025-02-28,1430.3311767578125
2025-03-03,1426.501220703125
2025-03-04,1404.316162109375
2025-03-05,1407.74853515625
2025-03-06,1413.76708984375
2025-03-07,1619.8482666015625
2025-03-10,1622.5841064453125
2025-03-11,1573.88671875
2025-03-12,1578.11474609375
2025-03-13,1654.5184326171875
2025-03-17,1627.110595703125
2025-03-18,1627.110595703125
2025-03-19,1705.2056884765625
2025-03-20,1680.235107421875
2025-03-21,1704.5091552734375
2025-03-24,1729.3304443359375
2025-03-25,1720.5260009765625
2025-03-26,1683.916015625
2025-03-27,1679.5386962890625
2025-03-28,1681.2298583984375
2025-04-01,1687.4974365234375
2025-04-02,1713.2637939453125
2025-04-03,1730.77294921875
2025-04-04,1672.475341796875
2025-04-07,1634.2236328125
2025-04-08,1654.219970703125
2025-04-09,1619.25146484375
2025-04-11,1673.2711181640625
2025-04-15,1869.0059814453125
2025-04-16,1880.944091796875
2025-04-17,1887.609619140625
2025-04-21,1948.8916015625
2025-04-22,2119.10888671875
2025-04-23,2160.195556640625
2025-04-24,2141.890625
2025-04-25,2075.83349609375
2025-04-28,2224.661376953125
2025-04-29,2543.706298828125
2025-04-30,2473.769287109375
2025-05-02,2309.02392578125
2025-05-05,2273.607421875
2025-05-06,2183.47509765625
2025-05-07,2147.063720703125
2025-05-08,2190.936279296875
2025-05-09,2283.35693359375
2025-05-12,2373.688232421875
2025-05-13,2472.475830078125
2025-05-14,2525.302001953125
2025-05-15,2611.455078125
2025-05-16,2853.400146484375
2025-05-19,2787.243408203125
2025-05-20,2625.780517578125
2025-05-21,2730.0400390625
2025-05-22,2726.65771484375
2025-05-23,2704.373046875
2025-05-26,2810.224365234375
2025-05-27,2799.28076171875
2025-05-28,2831.016357421875
2025-05-29,2846.63525390625
2025-05-30,2833.50341796875
2025-06-02,2932.09228515625
2025-06-03,2948.606201171875
2025-06-04,2969.79638671875
2025-06-05,3154.936279296875
2025-06-06,3048.48828125
2025-06-09,2938.657958984375
2025-06-10,3107.283203125
2025-06-11,3012.176513671875
2025-06-12,2914.88134765625
2025-06-13,2987.007080078125
2025-06-16,2945.5224609375
2025-06-17,2983.823974609375
2025-06-18,2985.7138671875
2025-06-19,2919.955078125
2025-06-20,2942.537841796875
2025-06-23,3008.097900390625
2025-06-24,2919.45751953125
2025-06-25,2776.20068359375
2025-06-26,2847.729736328125
2025-06-27,2809.42822265625
2025-06-30,2885.732421875
2025-07-01,2913.986083984375
2025-07-02,2938.458984375
2025-07-03,2951.491455078125
2025-07-04,2966.11572265625
2025-07-07,2947.611572265625
2025-07-08,2974.273193359375
2025-07-09,3009.689697265625
2025-07-10,2930.500244140625
2025-07-11,2834.39892578125
2025-07-14,2847.928466796875
2025-07-15,2857.379638671875
2025-07-16,2878.271240234375
2025-07-17,2880.658935546875
2025-07-18,2743.271240234375
2025-07-21,2714.12255859375
2025-07-22,2793.6103515625
2025-07-23,2763.466552734375
2025-07-24,2766.3515625
2025-07-25,2663.584716796875
2025-07-28,2558.330810546875
2025-07-29,2571.064453125
2025-07-30,2579.5205078125
2025-07-31,2627.27294921875
2025-08-01,2544.952392578125
2025-08-04,2707.897216796875
2025-08-05,2655.611083984375
2025-08-06,2590.453369140625
2025-08-07,2564.010986328125
2025-08-08,2422.219970703125
2025-08-11,2508.831298828125
2025-08-12,2519.607666015625
2025-08-13,2500.54931640625
2025-08-14,2512.024169921875
2025-08-18,2585.763427734375
2025-08-19,2535.47314453125
2025-08-20,2554.731201171875
2025-08-21,2594.244873046875
2025-08-22,2584.96533203125
2025-08-25,2551.83740234375
2025-08-26,2500.150146484375
2025-08-28,2420.523681640625
2025-08-29,2397.57373046875
2025-09-01,2506.336669921875
2025-09-02,2539.96337890625
2025-09-03,2540.961181640625
2025-09-04,2437.985595703125
2025-09-05,2471.412841796875
2025-09-08,2533.078369140625
2025-09-09,2555.22998046875
2025-09-10,2563.01318359375
2025-09-11,2571.294921875
2025-09-12,2705.103271484375
2025-09-15,2711.289794921875
2025-09-16,2756.09228515625
2025-09-17,2863.95703125
2025-09-18,2827.63623046875
2025-09-19,2853.978759765625
2025-09-22,2808.078857421875
2025-09-23,2767.267822265625
2025-09-24,2731.94482421875
