Date,SBILIFE
2019-11-08,970.3643188476562
2019-11-11,958.261962890625
2019-11-13,976.2426147460938
2019-11-14,987.8509521484375
2019-11-15,990.765380859375
2019-11-18,987.9991455078125
2019-11-19,925.264404296875
2019-11-20,928.37646484375
2019-11-21,918.3980712890625
2019-11-22,931.2908935546875
2019-11-25,940.1329956054688
2019-11-26,947.3944702148438
2019-11-27,936.7739868164062
2019-11-28,959.447509765625
2019-11-29,948.4811401367188
2019-12-02,932.4764404296875
2019-12-03,951.7908325195312
2019-12-04,960.5342407226562
2019-12-05,954.7547607421875
2019-12-06,952.5811767578125
2019-12-09,930.6486206054688
2019-12-10,938.4041137695312
2019-12-11,954.90283203125
2019-12-12,948.8269653320312
2019-12-13,963.1522827148438
2019-12-16,957.86669921875
2019-12-17,960.83056640625
2019-12-18,953.1245727539062
2019-12-19,958.0642700195312
2019-12-20,980.7871704101562
2019-12-23,984.788330078125
2019-12-24,982.7630004882812
2019-12-26,979.0582275390625
2019-12-27,976.736572265625
2019-12-30,964.5847778320312
2019-12-31,950.012451171875
2020-01-01,964.6342163085938
2020-01-02,957.669189453125
2020-01-03,963.3497924804688
2020-01-06,971.2533569335938
2020-01-07,973.03173828125
2020-01-08,975.847412109375
2020-01-09,976.5883178710938
2020-01-10,977.082275390625
2020-01-13,977.9220581054688
2020-01-14,975.8968505859375
2020-01-15,986.1221313476562
2020-01-16,987.8509521484375
2020-01-17,984.34375
2020-01-20,969.6727294921875
2020-01-21,961.0281372070312
2020-01-22,969.870361328125
2020-01-23,974.0691528320312
2020-01-24,987.752197265625
2020-01-27,980.1943359375
2020-01-28,975.9461669921875
2020-01-29,995.6557006835938
2020-01-30,986.2208862304688
2020-01-31,982.120849609375
2020-02-03,901.6524658203125
2020-02-04,900.6149291992188
2020-02-05,899.5776977539062
2020-02-06,908.4197998046875
2020-02-07,935.884765625
2020-02-10,941.3185424804688
2020-02-11,928.4258422851562
2020-02-12,921.6089477539062
2020-02-13,916.372802734375
2020-02-14,903.2330932617188
2020-02-17,903.3812866210938
2020-02-18,905.0113525390625
2020-02-19,926.89453125
2020-02-20,917.5584716796875
2020-02-24,905.5548095703125
2020-02-25,890.3403930664062
2020-02-26,880.6090087890625
2020-02-27,894.4403686523438
2020-02-28,879.6705322265625
2020-03-02,883.3753051757812
2020-03-03,889.0065307617188
2020-03-04,874.4343872070312
2020-03-05,873.792236328125
2020-03-06,843.6597290039062
2020-03-09,815.3549194335938
2020-03-11,799.2020263671875
2020-03-12,742.641845703125
2020-03-13,752.7683715820312
2020-03-16,722.734619140625
2020-03-17,678.7214965820312
2020-03-18,589.0650634765625
2020-03-19,600.3770751953125
2020-03-20,625.8662719726562
2020-03-23,532.7025146484375
2020-03-24,539.6676635742188
2020-03-25,580.7662353515625
2020-03-26,610.7012329101562
2020-03-27,595.58544921875
2020-03-30,614.5047607421875
2020-03-31,633.27587890625
2020-04-01,627.4468383789062
2020-04-03,642.3156127929688
2020-04-07,726.439453125
2020-04-08,733.8490600585938
2020-04-09,730.5394287109375
2020-04-13,699.2214965820312
2020-04-15,692.4539794921875
2020-04-16,676.9925537109375
2020-04-17,693.9852905273438
2020-04-20,691.5648193359375
2020-04-21,663.210693359375
2020-04-22,696.3070068359375
2020-04-23,709.002197265625
2020-04-24,670.9661254882812
2020-04-27,705.494873046875
2020-04-28,711.1755981445312
2020-04-29,704.7539672851562
2020-04-30,718.09130859375
2020-05-04,679.36376953125
2020-05-05,704.9515380859375
2020-05-06,722.3395385742188
2020-05-07,726.291259765625
2020-05-08,750.8912353515625
2020-05-11,741.4563598632812
2020-05-12,735.6273803710938
2020-05-13,751.3358154296875
2020-05-14,737.75146484375
2020-05-15,742.8888549804688
2020-05-18,692.3058471679688
2020-05-19,694.4793090820312
2020-05-20,707.1744384765625
2020-05-21,721.5985717773438
2020-05-22,721.1539916992188
2020-05-26,745.3587036132812
2020-05-27,732.2189331054688
2020-05-28,739.085205078125
2020-05-29,759.3875732421875
2020-06-01,765.4635009765625
2020-06-02,770.1068115234375
2020-06-03,797.3742065429688
2020-06-04,785.2225341796875
2020-06-05,787.099609375
2020-06-08,769.9093017578125
2020-06-09,749.3599243164062
2020-06-10,732.7623901367188
2020-06-11,731.9719848632812
2020-06-12,741.4069213867188
2020-06-15,736.3189086914062
2020-06-16,754.8924560546875
2020-06-17,762.7466430664062
2020-06-18,762.3020629882812
2020-06-19,766.5007934570312
2020-06-22,768.5755615234375
2020-06-23,787.0501708984375
2020-06-24,771.3418579101562
2020-06-25,776.7755737304688
2020-06-26,774.8984985351562
2020-06-29,777.3189086914062
2020-06-30,796.7321166992188
2020-07-01,795.5465698242188
2020-07-02,804.2405395507812
2020-07-03,833.8790283203125
2020-07-06,853.0946044921875
2020-07-07,858.1825561523438
2020-07-08,840.4982299804688
2020-07-09,830.1248168945312
2020-07-10,849.8344116210938
2020-07-13,852.5513305664062
2020-07-14,849.3898315429688
2020-07-15,845.5368041992188
2020-07-16,854.774169921875
2020-07-17,864.6536254882812
2020-07-20,844.1536865234375
2020-07-21,877.6451416015625
2020-07-22,848.8464965820312
2020-07-23,867.2222900390625
2020-07-24,856.9476928710938
2020-07-27,856.9970703125
2020-07-28,872.7054443359375
2020-07-29,870.4825439453125
2020-07-30,902.54150390625
2020-07-31,901.8499145507812
2020-08-03,864.5548095703125
2020-08-04,865.2464599609375
2020-08-05,850.5259399414062
2020-08-06,864.851318359375
2020-08-07,858.1331787109375
2020-08-10,855.3175048828125
2020-08-11,850.2296142578125
2020-08-12,846.5742797851562
2020-08-13,851.1187744140625
2020-08-14,829.1862182617188
2020-08-17,832.199462890625
2020-08-18,850.0814208984375
2020-08-19,853.242919921875
2020-08-20,842.5728759765625
2020-08-21,850.8717041015625
2020-08-24,850.4765625
2020-08-25,837.6826782226562
2020-08-26,829.0875244140625
2020-08-27,831.11279296875
2020-08-28,841.2886352539062
2020-08-31,817.7754516601562
2020-09-01,825.8272094726562
2020-09-02,840.0536499023438
2020-09-03,842.0296020507812
2020-09-04,824.493408203125
2020-09-07,828.3464965820312
2020-09-08,834.8175659179688
2020-09-09,820.4922485351562
2020-09-10,835.0151977539062
2020-09-11,853.9837646484375
2020-09-14,846.771728515625
2020-09-15,854.2802734375
2020-09-16,857.1946411132812
2020-09-17,845.8331909179688
2020-09-18,837.8801879882812
2020-09-21,829.9766235351562
2020-09-22,821.8259887695312
2020-09-23,822.962158203125
2020-09-24,794.7068481445312
2020-09-25,787.4454345703125
2020-09-28,803.2031860351562
2020-09-29,799.3501586914062
2020-09-30,801.6719360351562
2020-10-01,809.0321044921875
2020-10-05,815.0092163085938
2020-10-06,820.0477294921875
2020-10-07,817.9730834960938
2020-10-08,811.1561889648438
2020-10-09,796.188720703125
2020-10-12,782.1105346679688
2020-10-13,777.0718994140625
2020-10-14,800.8321533203125
2020-10-15,795.0526123046875
2020-10-16,789.915283203125
2020-10-19,788.6802368164062
2020-10-20,791.1007690429688
2020-10-21,775.8863525390625
2020-10-22,771.39111328125
2020-10-23,761.4129028320312
2020-10-26,769.4646606445312
2020-10-27,765.1177368164062
2020-10-28,761.7092895507812
2020-10-29,752.3237915039062
2020-10-30,759.881591796875
2020-11-02,756.81884765625
2020-11-03,779.3935546875
2020-11-04,781.4683227539062
2020-11-05,795.2996215820312
2020-11-06,791.5947875976562
2020-11-09,798.41162109375
2020-11-10,819.4056396484375
2020-11-11,829.4332275390625
2020-11-12,827.6549682617188
2020-11-13,821.8259887695312
2020-11-14,830.3223876953125
2020-11-17,852.7489013671875
2020-11-18,847.611572265625
2020-11-19,836.5465698242188
2020-11-20,835.2620849609375
2020-11-23,821.5789794921875
2020-11-24,828.8404541015625
2020-11-25,838.8187866210938
2020-11-26,841.2391967773438
2020-11-27,835.85498046875
2020-12-01,841.0910034179688
2020-12-02,864.9993896484375
2020-12-03,847.8091430664062
2020-12-04,852.6006469726562
2020-12-07,841.4862060546875
2020-12-08,843.5115356445312
2020-12-09,847.6610107421875
2020-12-10,845.734375
2020-12-11,839.4609375
2020-12-14,839.9548950195312
2020-12-15,845.8826904296875
2020-12-16,847.1669311523438
2020-12-17,846.0308227539062
2020-12-18,846.8211669921875
2020-12-21,830.717529296875
2020-12-22,843.6597290039062
2020-12-23,844.647705078125
2020-12-24,863.3692626953125
2020-12-28,890.7849731445312
2020-12-29,888.4632568359375
2020-12-30,892.0692749023438
2020-12-31,893.3536376953125
2021-01-01,884.6102905273438
2021-01-04,900.4175415039062
2021-01-05,894.6378784179688
2021-01-06,899.3306884765625
2021-01-07,903.1343383789062
2021-01-08,924.22705078125
2021-01-11,924.9679565429688
2021-01-12,913.8536376953125
2021-01-13,915.3848266601562
2021-01-14,914.0017700195312
2021-01-15,899.28125
2021-01-18,882.140380859375
2021-01-19,893.501708984375
2021-01-20,885.9439697265625
2021-01-21,867.71630859375
2021-01-22,852.1561279296875
2021-01-25,852.4525146484375
2021-01-27,871.1246948242188
2021-01-28,862.0355834960938
2021-01-29,854.033203125
2021-02-01,863.962158203125
2021-02-02,854.92236328125
2021-02-03,855.7128295898438
2021-02-04,853.4898071289062
2021-02-05,853.7862548828125
2021-02-08,848.7476806640625
2021-02-09,877.9910278320312
2021-02-10,900.3679809570312
2021-02-11,896.416259765625
2021-02-12,886.0426635742188
2021-02-15,866.6790161132812
2021-02-16,861.4923095703125
2021-02-17,866.5802612304688
2021-02-18,882.7330932617188
2021-02-19,870.877685546875
2021-02-22,838.8187866210938
2021-02-23,859.2199096679688
2021-02-24,861.0477294921875
2021-02-25,861.8873901367188
2021-02-26,856.4537353515625
2021-03-01,865.8392333984375
2021-03-02,868.55615234375
2021-03-03,895.5271606445312
2021-03-04,904.86328125
2021-03-05,892.6620483398438
2021-03-08,912.7173461914062
2021-03-09,959.5956420898438
2021-03-10,929.413818359375
2021-03-12,903.1836547851562
2021-03-15,908.913818359375
2021-03-16,903.0354614257812
2021-03-17,878.2379150390625
2021-03-18,879.7199096679688
2021-03-19,895.7740478515625
2021-03-22,889.3524780273438
2021-03-23,888.0680541992188
2021-03-24,870.08740234375
2021-03-25,853.6874389648438
2021-03-26,863.4187622070312
2021-03-30,861.640380859375
2021-03-31,870.2355346679688
2021-04-01,872.8042602539062
2021-04-05,864.48193359375
2021-04-06,889.2507934570312
2021-04-07,910.007080078125
2021-04-08,900.0994873046875
2021-04-09,901.6846923828125
2021-04-12,864.3827514648438
2021-04-13,889.4984130859375
2021-04-15,900.297607421875
2021-04-16,905.7467041015625
2021-04-19,897.8703002929688
2021-04-20,890.6378173828125
2021-04-22,905.9448852539062
2021-04-23,914.3167724609375
2021-04-26,933.7850952148438
2021-04-27,920.1622924804688
2021-04-28,921.7969970703125
2021-04-29,919.6173095703125
2021-04-30,920.1126708984375
2021-05-03,949.7362060546875
2021-05-04,973.8115234375
2021-05-05,964.1021728515625
2021-05-06,960.4364013671875
2021-05-07,991.0010986328125
2021-05-10,995.7071533203125
2021-05-11,991.6946411132812
2021-05-12,963.9039916992188
2021-05-14,969.3531494140625
2021-05-17,954.7395629882812
2021-05-18,959.4951171875
2021-05-19,969.0064086914062
2021-05-20,960.188720703125
2021-05-21,960.2877807617188
2021-05-24,953.6001586914062
2021-05-25,956.374267578125
2021-05-26,962.7645874023438
2021-05-27,973.0189208984375
2021-05-28,967.8173828125
2021-05-31,966.6285400390625
2021-06-01,957.364990234375
2021-06-02,975.2977294921875
2021-06-03,977.7249755859375
2021-06-04,980.0037841796875
2021-06-07,979.3598022460938
2021-06-08,970.7897338867188
2021-06-09,989.3663940429688
2021-06-10,988.3260498046875
2021-06-11,978.96337890625
2021-06-14,977.031494140625
2021-06-15,986.6417236328125
2021-06-16,982.6292114257812
2021-06-17,974.2078247070312
2021-06-18,973.4647827148438
2021-06-21,972.4739379882812
2021-06-22,997.6886596679688
2021-06-23,991.2982788085938
2021-06-24,992.8836059570312
2021-06-25,997.8372802734375
2021-06-28,992.833984375
2021-06-29,990.1589965820312
2021-06-30,998.828125
2021-07-01,997.589599609375
2021-07-02,997.8867797851562
2021-07-05,1000.5122680664062
2021-07-06,1013.6893310546875
2021-07-07,1005.0203247070312
2021-07-08,1012.1537475585938
2021-07-09,1010.1721801757812
2021-07-12,1023.8941040039062
2021-07-13,1042.9166259765625
2021-07-14,1042.6689453125
2021-07-15,1043.2138671875
2021-07-16,1040.538818359375
2021-07-19,1028.25341796875
2021-07-20,1005.3670043945312
2021-07-22,1016.512939453125
2021-07-23,1040.73681640625
2021-07-26,1066.6947021484375
2021-07-27,1094.93115234375
2021-07-28,1122.919921875
2021-07-29,1118.4119873046875
2021-07-30,1088.4417724609375
2021-08-02,1096.962158203125
2021-08-03,1121.235595703125
2021-08-04,1126.3380126953125
