Date,SBILIFE
2017-10-03,694.6607666015625
2017-10-04,690.8318481445312
2017-10-05,681.8976440429688
2017-10-06,684.0574951171875
2017-10-09,685.9229736328125
2017-10-10,687.2484130859375
2017-10-11,677.3323974609375
2017-10-12,675.17236328125
2017-10-13,677.135986328125
2017-10-16,657.89306640625
2017-10-17,660.789306640625
2017-10-18,656.2240600585938
2017-10-19,662.8019409179688
2017-10-23,653.67138671875
2017-10-24,653.7203979492188
2017-10-25,657.6967163085938
2017-10-26,654.7022705078125
2017-10-27,650.136962890625
2017-10-30,643.0682373046875
2017-10-31,650.038818359375
2017-11-01,635.2628784179688
2017-11-02,631.0413818359375
2017-11-03,630.5504150390625
2017-11-06,644.7861938476562
2017-11-07,630.6485595703125
2017-11-08,620.0942993164062
2017-11-09,645.9642944335938
2017-11-10,664.2255249023438
2017-11-13,652.885986328125
2017-11-14,647.9769897460938
2017-11-15,637.5210571289062
2017-11-16,638.0610961914062
2017-11-17,647.53515625
2017-11-20,649.400634765625
2017-11-21,674.9270629882812
2017-11-22,680.5231323242188
2017-11-23,654.1622924804688
2017-11-24,643.75537109375
2017-11-27,641.7918090820312
2017-11-28,641.54638671875
2017-11-29,644.2462158203125
2017-11-30,642.9700317382812
2017-12-01,643.9518432617188
2017-12-04,649.6951293945312
2017-12-05,647.0933837890625
2017-12-06,644.1480102539062
2017-12-07,656.2240600585938
2017-12-08,673.2089233398438
2017-12-11,662.4583740234375
2017-12-12,663.734619140625
2017-12-13,663.04736328125
2017-12-14,667.5145263671875
2017-12-15,676.4486694335938
2017-12-18,679.5413818359375
2017-12-19,684.5975341796875
2017-12-20,684.4503173828125
2017-12-21,689.0155639648438
2017-12-22,690.04638671875
2017-12-26,688.9174194335938
2017-12-27,687.6901245117188
2017-12-28,686.1683959960938
2017-12-29,682.6831665039062
2018-01-01,686.7575073242188
2018-01-02,672.6198120117188
2018-01-03,677.9214477539062
2018-01-04,688.819091796875
2018-01-05,689.1629028320312
2018-01-08,691.3228759765625
2018-01-09,704.1842041015625
2018-01-10,698.6371459960938
2018-01-11,690.9791870117188
2018-01-12,688.9664306640625
2018-01-15,703.6932983398438
2018-01-16,688.0828857421875
2018-01-17,692.4027709960938
2018-01-18,694.9063110351562
2018-01-19,698.5388793945312
2018-01-22,701.6314697265625
2018-01-23,703.8405151367188
2018-01-24,689.8009643554688
2018-01-25,669.6253051757812
2018-01-29,669.4290161132812
2018-01-30,655.7332153320312
2018-01-31,648.6151733398438
2018-02-01,695.7899169921875
2018-02-02,705.2149658203125
2018-02-05,682.3884887695312
2018-02-06,682.5849609375
2018-02-07,700.6988525390625
2018-02-08,701.97509765625
2018-02-09,696.968017578125
2018-02-12,673.3070678710938
2018-02-14,669.8216552734375
2018-02-15,669.968994140625
2018-02-16,676.6941528320312
2018-02-19,672.76708984375
2018-02-20,662.3601684570312
2018-02-21,663.1946411132812
2018-02-22,654.0640869140625
2018-02-23,663.3909912109375
2018-02-26,669.772705078125
2018-02-27,676.8905639648438
2018-02-28,681.8485717773438
2018-03-01,677.4304809570312
2018-03-05,660.2985229492188
2018-03-06,643.1171875
2018-03-07,640.7118530273438
2018-03-08,641.3990478515625
2018-03-09,658.0894165039062
2018-03-12,666.1890869140625
2018-03-13,665.1582641601562
2018-03-14,661.8692626953125
2018-03-15,662.7037963867188
2018-03-16,656.2731323242188
2018-03-19,661.8201904296875
2018-03-20,674.0924072265625
2018-03-21,660.64208984375
2018-03-22,652.7877197265625
2018-03-23,652.39501953125
2018-03-26,651.0205078125
2018-03-27,660.6912231445312
2018-03-28,665.8945922851562
2018-04-02,671.441650390625
2018-04-03,669.5707397460938
2018-04-04,669.5216064453125
2018-04-05,664.6474609375
2018-04-06,669.2261962890625
2018-04-09,668.2907104492188
2018-04-10,685.030029296875
2018-04-11,707.97265625
2018-04-12,708.0217895507812
2018-04-13,700.7354125976562
2018-04-16,698.0276489257812
2018-04-17,710.3358154296875
2018-04-18,710.2864990234375
2018-04-19,711.8128662109375
2018-04-20,705.1663818359375
2018-04-23,705.9541625976562
2018-04-24,734.5585327148438
2018-04-25,754.3502807617188
2018-04-26,751.1008911132812
2018-04-27,747.2114868164062
2018-04-30,731.7030029296875
2018-05-02,735.10009765625
2018-05-03,720.7733154296875
2018-05-04,691.331787109375
2018-05-07,692.808837890625
2018-05-08,691.6764526367188
2018-05-09,689.21484375
2018-05-10,702.8031616210938
2018-05-11,687.590087890625
2018-05-14,680.5498046875
2018-05-15,668.4876708984375
2018-05-16,657.4102172851562
2018-05-17,659.4287719726562
2018-05-18,654.9978637695312
2018-05-21,645.151123046875
2018-05-22,649.8283081054688
2018-05-23,668.6353759765625
2018-05-24,667.8969116210938
2018-05-25,673.3616943359375
2018-05-28,674.838623046875
2018-05-29,684.6361083984375
2018-05-30,683.6514282226562
2018-05-31,679.2205200195312
2018-06-01,665.6321411132812
2018-06-04,649.9267578125
2018-06-05,654.8008422851562
2018-06-06,672.6232299804688
2018-06-07,681.3867797851562
2018-06-08,681.7313232421875
2018-06-11,701.572265625
2018-06-12,708.8588256835938
2018-06-13,691.4795532226562
2018-06-14,679.3190307617188
2018-06-15,661.4964599609375
2018-06-18,661.5457763671875
2018-06-19,663.1212158203125
2018-06-20,665.8291015625
2018-06-21,665.090576171875
2018-06-22,674.6911010742188
2018-06-25,679.1712646484375
2018-06-26,674.19873046875
2018-06-27,667.3553466796875
2018-06-28,656.1793823242188
2018-06-29,664.0073852539062
2018-07-02,659.1334838867188
2018-07-03,659.97021484375
2018-07-04,653.8653564453125
2018-07-05,654.8992309570312
2018-07-06,657.8040771484375
2018-07-09,654.6531372070312
2018-07-10,651.2068481445312
2018-07-11,651.9453125
2018-07-12,654.5054931640625
2018-07-13,650.9114379882812
2018-07-16,646.1357421875
2018-07-17,654.3577270507812
2018-07-18,639.2431640625
2018-07-19,624.0301513671875
2018-07-20,623.3408203125
2018-07-23,642.7387084960938
2018-07-24,644.609619140625
2018-07-25,649.6314086914062
2018-07-26,662.8751220703125
2018-07-27,683.4052734375
2018-07-30,678.77734375
2018-07-31,675.4788208007812
2018-08-01,684.6854248046875
2018-08-02,684.53759765625
2018-08-03,679.2205200195312
2018-08-06,676.0694580078125
2018-08-07,675.5773315429688
2018-08-08,666.8138427734375
2018-08-09,663.0720825195312
2018-08-10,639.9324951171875
2018-08-13,643.6741943359375
2018-08-14,648.7451782226562
2018-08-16,638.6031494140625
2018-08-17,644.9049682617188
2018-08-20,662.235107421875
2018-08-21,659.8226318359375
2018-08-23,659.7733764648438
2018-08-24,650.7145385742188
2018-08-27,650.2713623046875
2018-08-28,648.1543579101562
2018-08-29,659.034912109375
2018-08-30,654.0131225585938
2018-08-31,662.08740234375
2018-09-03,656.720947265625
2018-09-04,654.6531372070312
2018-09-05,659.1334838867188
2018-09-06,668.6353759765625
2018-09-07,665.7305908203125
2018-09-10,665.6321411132812
2018-09-11,666.222900390625
2018-09-12,662.9735717773438
2018-09-14,659.7733764648438
2018-09-17,632.793701171875
2018-09-18,613.4450073242188
2018-09-19,603.056884765625
2018-09-21,603.9429321289062
2018-09-24,577.8987426757812
2018-09-25,557.3684692382812
2018-09-26,568.3966674804688
2018-09-27,543.3369750976562
2018-09-28,503.75360107421875
2018-10-01,513.35400390625
2018-10-03,533.7365112304688
2018-10-04,556.728515625
2018-10-05,549.7373046875
2018-10-08,541.0230712890625
2018-10-09,532.0133666992188
2018-10-10,552.4451904296875
2018-10-11,532.5549926757812
2018-10-12,544.0263061523438
2018-10-15,530.4378662109375
2018-10-16,538.2166748046875
2018-10-17,551.362060546875
2018-10-19,555.4976196289062
2018-10-22,549.2941284179688
2018-10-23,570.5629272460938
2018-10-24,555.103759765625
2018-10-25,554.7592163085938
2018-10-26,561.6517333984375
2018-10-29,570.0213623046875
2018-10-30,550.328125
2018-10-31,551.8051147460938
2018-11-01,555.1529541015625
2018-11-02,554.6605834960938
2018-11-05,569.03662109375
2018-11-06,570.7599487304688
2018-11-07,568.8890380859375
2018-11-09,566.0335083007812
2018-11-12,566.23046875
2018-11-13,563.3749389648438
2018-11-14,574.0585327148438
2018-11-15,570.1690673828125
2018-11-16,568.4459228515625
2018-11-19,560.027099609375
2018-11-20,556.8760986328125
2018-11-21,551.608154296875
2018-11-22,563.91650390625
2018-11-26,559.4854736328125
2018-11-27,561.7501831054688
2018-11-28,560.2239379882812
2018-11-29,562.882568359375
2018-11-30,562.636474609375
2018-12-03,560.6177368164062
2018-12-04,561.1101684570312
2018-12-05,564.0148315429688
2018-12-06,559.0916137695312
2018-12-07,553.922119140625
2018-12-10,553.82373046875
2018-12-11,554.0205688476562
2018-12-12,561.5040893554688
2018-12-13,562.242431640625
2018-12-14,558.3038330078125
2018-12-17,580.7542114257812
2018-12-18,578.587890625
2018-12-19,574.1077270507812
2018-12-20,583.363525390625
2018-12-21,588.3360595703125
2018-12-24,570.5629272460938
2018-12-26,566.0335083007812
2018-12-27,581.5418090820312
2018-12-28,589.6161499023438
2018-12-31,588.6806640625
2019-01-01,589.665283203125
2019-01-02,592.4717407226562
2019-01-03,590.8470458984375
2019-01-04,593.60400390625
2019-01-07,593.210205078125
2019-01-08,603.1060180664062
2019-01-09,633.0889892578125
2019-01-10,625.0148315429688
2019-01-11,628.7072143554688
2019-01-14,610.5894775390625
2019-01-15,614.3311767578125
2019-01-16,611.8695678710938
2019-01-17,613.7896118164062
2019-01-18,610.68798828125
2019-01-21,608.1771240234375
2019-01-22,610.3925170898438
2019-01-23,610.4910278320312
2019-01-24,608.7678833007812
2019-01-25,610.0971069335938
2019-01-28,590.0592651367188
2019-01-29,596.8041381835938
2019-01-30,590.7484741210938
2019-01-31,585.8744506835938
2019-02-01,581.886474609375
2019-02-04,580.7049560546875
2019-02-05,575.043212890625
2019-02-06,570.5137939453125
2019-02-07,568.3966674804688
2019-02-08,568.6920776367188
2019-02-11,558.15625
2019-02-12,565.8858032226562
2019-02-14,559.8300170898438
2019-02-15,560.12548828125
2019-02-18,558.7469482421875
2019-02-19,553.82373046875
2019-02-20,552.9866943359375
2019-02-21,553.2821655273438
2019-02-22,551.2635498046875
2019-02-25,552.39599609375
2019-02-26,550.8204956054688
2019-02-27,554.6605834960938
2019-02-28,569.6767578125
2019-03-01,598.57666015625
2019-03-05,598.4288940429688
2019-03-06,598.6258544921875
2019-03-07,583.0189208984375
2019-03-08,578.144775390625
2019-03-11,612.9034423828125
2019-03-12,613.3464965820312
2019-03-13,605.9122924804688
2019-03-14,605.46923828125
2019-03-15,605.6168823242188
2019-03-18,601.43212890625
2019-03-19,602.5152587890625
2019-03-20,603.4506225585938
2019-03-22,606.0599975585938
2019-03-25,601.67822265625
2019-03-26,600.25048828125
2019-03-27,609.2109375
2019-03-28,606.7493286132812
2019-04-01,589.0254516601562
2019-04-02,591.93017578125
2019-04-03,594.6964111328125
2019-04-04,587.5338134765625
2019-04-05,604.7240600585938
2019-04-08,612.331298828125
2019-04-09,610.7505493164062
2019-04-10,613.862548828125
2019-04-11,617.4192504882812
2019-04-12,617.666259765625
2019-04-15,615.8385620117188
2019-04-16,610.256591796875
2019-04-18,607.4903564453125
2019-04-22,608.8734130859375
2019-04-23,592.9674682617188
2019-04-24,602.9456787109375
2019-04-25,606.9469604492188
2019-04-26,629.571044921875
2019-04-30,632.1396484375
2019-05-02,642.661376953125
2019-05-03,656.1469116210938
2019-05-06,652.0468139648438
2019-05-07,654.12158203125
2019-05-08,642.710693359375
2019-05-09,644.3902587890625
2019-05-10,634.3131103515625
2019-05-13,612.52880859375
2019-05-14,608.1818237304688
2019-05-15,621.272216796875
2019-05-16,623.3468627929688
2019-05-17,622.1614379882812
2019-05-20,637.9191284179688
2019-05-21,651.7504272460938
2019-05-22,651.7011108398438
2019-05-23,663.3095703125
2019-05-24,677.7335205078125
2019-05-27,690.4780883789062
2019-05-28,690.3298950195312
2019-05-29,671.8058471679688
2019-05-30,671.7070922851562
2019-05-31,685.8842163085938
2019-06-03,687.2178344726562
2019-06-04,689.9841918945312
2019-06-06,687.9589233398438
2019-06-07,690.0335693359375
2019-06-10,690.6756591796875
2019-06-11,692.5527954101562
2019-06-12,691.5155639648438
2019-06-13,690.922607421875
2019-06-14,691.1203002929688
2019-06-17,691.5648193359375
2019-06-18,695.5660400390625
2019-06-19,687.909423828125
2019-06-20,690.0335693359375
2019-06-21,691.5155639648438
2019-06-24,702.0370483398438
2019-06-25,666.2239379882812
2019-06-26,708.8045654296875
2019-06-27,718.1900634765625
2019-06-28,714.979248046875
2019-07-01,727.0322875976562
2019-07-02,740.7647094726562
2019-07-03,747.7792358398438
2019-07-04,748.2732543945312
2019-07-05,744.4694213867188
2019-07-08,750.0514526367188
2019-07-09,749.8538818359375
2019-07-10,733.0093383789062
2019-07-11,745.0128173828125
2019-07-12,771.2923583984375
2019-07-15,774.1080932617188
2019-07-16,766.5007934570312
2019-07-17,756.028564453125
2019-07-18,731.922607421875
2019-07-19,735.8743896484375
2019-07-22,752.9660034179688
2019-07-23,766.599609375
2019-07-24,763.191162109375
2019-07-25,787.791259765625
2019-07-26,785.518798828125
2019-07-29,787.74169921875
2019-07-30,787.791259765625
2019-07-31,787.9393310546875
2019-08-01,767.6370239257812
2019-08-02,782.1105346679688
2019-08-05,780.8755493164062
2019-08-06,777.7140502929688
2019-08-07,777.0718994140625
2019-08-08,803.1044311523438
2019-08-09,792.0393676757812
2019-08-13,761.9562377929688
2019-08-14,802.3634643554688
2019-08-16,825.2838134765625
2019-08-19,839.6585083007812
2019-08-20,843.5609130859375
2019-08-21,819.4549560546875
2019-08-22,805.3767700195312
2019-08-23,811.3536987304688
2019-08-26,817.1332397460938
2019-08-27,824.1970825195312
2019-08-28,818.4669799804688
2019-08-29,825.036865234375
2019-08-30,828.593505859375
2019-09-03,801.4248046875
2019-09-04,816.4417114257812
2019-09-05,821.2332153320312
2019-09-06,825.4813842773438
2019-09-09,797.077880859375
2019-09-11,790.0140991210938
2019-09-12,783.2960205078125
2019-09-13,788.6802368164062
2019-09-16,786.8526000976562
2019-09-17,788.58154296875
2019-09-18,793.2742919921875
2019-09-19,792.1875
2019-09-20,806.3152465820312
2019-09-23,782.1598510742188
2019-09-24,785.568359375
2019-09-25,786.9513549804688
2019-09-26,806.5621337890625
2019-09-27,832.3477172851562
2019-09-30,836.2008056640625
2019-10-01,817.6766967773438
2019-10-03,820.6405029296875
2019-10-04,814.317626953125
2019-10-07,817.9236450195312
2019-10-09,827.1609497070312
2019-10-10,817.2320556640625
2019-10-11,829.482666015625
2019-10-14,818.7140502929688
2019-10-15,827.951416015625
2019-10-16,866.7777099609375
2019-10-17,892.0198974609375
2019-10-18,914.7921142578125
2019-10-22,977.2305297851562
2019-10-23,974.0691528320312
2019-10-24,957.965576171875
2019-10-25,970.31494140625
2019-10-27,981.9727172851562
2019-10-29,1002.1268310546875
2019-10-30,987.752197265625
2019-10-31,979.55224609375
2019-11-01,985.47998046875
2019-11-04,986.6654663085938
2019-11-05,958.11376953125
2019-11-06,957.2739868164062
2019-11-07,974.5630493164062
