Date,RAILTEL
2022-03-23,85.20098876953125
2022-03-24,84.63235473632812
2022-03-25,84.53758239746094
2022-03-28,83.35291290283203
2022-03-29,81.17312622070312
2022-03-30,81.4100570678711
2022-03-31,79.70413970947266
2022-04-01,81.50483703613281
2022-04-04,89.51314544677734
2022-04-05,95.86296844482422
2022-04-06,96.90546417236328
2022-04-07,101.40717315673828
2022-04-08,105.34025573730469
2022-04-11,102.73400115966797
2022-04-12,99.7486572265625
2022-04-13,105.34025573730469
2022-04-18,107.42527770996094
2022-04-19,106.5249252319336
2022-04-20,104.86639404296875
2022-04-21,110.97925567626953
2022-04-22,110.83708953857422
2022-04-25,106.24060821533203
2022-04-26,106.95140075683594
2022-04-27,104.34514617919922
2022-04-28,103.39742279052734
2022-04-29,102.73400115966797
2022-05-02,98.9430923461914
2022-05-04,97.37931060791016
2022-05-05,96.81069946289062
2022-05-06,96.00511932373047
2022-05-09,93.44623565673828
2022-05-10,91.69294738769531
2022-05-11,89.51314544677734
2022-05-12,87.99679565429688
2022-05-13,90.79261016845703
2022-05-16,93.35147857666016
2022-05-17,95.0573959350586
2022-05-18,94.01487731933594
2022-05-19,90.55567169189453
2022-05-20,92.59327697753906
2022-05-23,92.30896759033203
2022-05-24,90.36610412597656
2022-05-25,93.49363708496094
2022-05-26,90.12919616699219
2022-05-27,91.69294738769531
2022-05-30,94.01487731933594
2022-05-31,92.1194076538086
2022-06-01,94.10965728759766
2022-06-02,93.8253402709961
2022-06-03,98.89569854736328
2022-06-06,95.0573959350586
2022-06-07,93.58839416503906
2022-06-08,93.20931243896484
2022-06-09,93.11454010009766
2022-06-10,92.02465057373047
2022-06-13,89.22883605957031
2022-06-14,89.41838836669922
2022-06-15,89.93965148925781
2022-06-16,86.66996002197266
2022-06-17,86.71734619140625
2022-06-20,85.20098876953125
2022-06-21,86.24347686767578
2022-06-22,85.43791961669922
2022-06-23,85.76962280273438
2022-06-24,88.47064971923828
2022-06-27,88.37588500976562
2022-06-28,88.13894653320312
2022-06-29,87.5229263305664
2022-06-30,86.3382568359375
2022-07-01,86.2908935546875
2022-07-04,86.5278091430664
2022-07-05,87.47554016113281
2022-07-06,88.09156036376953
2022-07-07,88.66020965576172
2022-07-08,88.80235290527344
2022-07-11,89.6079330444336
2022-07-12,90.12919616699219
2022-07-13,89.32362365722656
2022-07-14,88.42327117919922
2022-07-15,88.70759582519531
2022-07-18,90.12919616699219
2022-07-19,90.83999633789062
2022-07-20,91.69294738769531
2022-07-21,92.02465057373047
2022-07-22,91.83509063720703
2022-07-25,90.2713394165039
2022-07-26,89.41838836669922
2022-07-27,89.84487915039062
2022-07-28,90.55567169189453
2022-07-29,92.2615966796875
2022-08-01,94.63091278076172
2022-08-02,95.38909149169922
2022-08-03,94.39397430419922
2022-08-04,93.63580322265625
2022-08-05,93.44623565673828
2022-08-08,93.68317413330078
2022-08-10,92.8302230834961
2022-08-11,91.92987060546875
2022-08-12,93.39884948730469
2022-08-16,94.63091278076172
2022-08-17,93.16194152832031
2022-08-18,92.78282165527344
2022-08-19,91.92987060546875
2022-08-22,90.55567169189453
2022-08-23,89.93965148925781
2022-08-24,89.93965148925781
2022-08-25,92.02465057373047
2022-08-26,91.55078887939453
2022-08-29,90.41350555419922
2022-08-30,95.81556701660156
2022-09-01,97.37931060791016
2022-09-02,95.57864379882812
2022-09-05,95.86296844482422
2022-09-06,96.33683013916016
2022-09-07,96.71592712402344
2022-09-08,100.64900970458984
2022-09-09,101.59672546386719
2022-09-12,101.73888397216797
2022-09-13,102.82878112792969
2022-09-14,101.83366394042969
2022-09-15,102.54444122314453
2022-09-16,98.89569854736328
2022-09-19,99.7486572265625
2022-09-20,100.7437744140625
2022-09-21,100.45945739746094
2022-09-22,102.70037078857422
2022-09-23,100.84087371826172
2022-09-26,100.03034973144531
2022-09-27,100.8885498046875
2022-09-28,98.02783966064453
2022-09-29,97.83711242675781
2022-09-30,98.55229949951172
2022-10-03,100.4117660522461
2022-10-04,101.74678802490234
2022-10-06,106.80074310302734
2022-10-07,107.99270629882812
2022-10-10,107.84967803955078
2022-10-11,105.75181579589844
2022-10-12,107.13449096679688
2022-10-13,105.79947662353516
2022-10-14,104.3691177368164
2022-10-17,101.9375
2022-10-18,100.50714111328125
2022-10-19,100.36408996582031
2022-10-20,100.93623352050781
2022-10-21,99.41051483154297
2022-10-24,101.69908905029297
2022-10-25,107.61128234863281
2022-10-27,109.7568359375
2022-10-28,112.71292877197266
2022-10-31,111.0441665649414
2022-11-01,109.32772064208984
2022-11-02,113.47578430175781
2022-11-03,118.052978515625
2022-11-04,118.720458984375
2022-11-07,125.15711212158203
2022-11-09,124.91871643066406
2022-11-10,118.29136657714844
2022-11-11,121.62886810302734
2022-11-14,119.4356460571289
2022-11-15,129.49591064453125
2022-11-16,132.97645568847656
2022-11-17,132.11822509765625
2022-11-18,131.06930541992188
2022-11-21,127.06428527832031
2022-11-22,126.11071014404297
2022-11-23,136.83843994140625
2022-11-24,132.69036865234375
2022-11-25,136.83843994140625
2022-11-28,137.17221069335938
2022-11-29,132.45199584960938
2022-11-30,129.97268676757812
2022-12-01,131.83216857910156
2022-12-02,128.87606811523438
2022-12-05,126.77820587158203
2022-12-06,129.4005126953125
2022-12-07,127.30267333984375
2022-12-08,125.77694702148438
2022-12-09,121.19977569580078
2022-12-12,127.11195373535156
2022-12-13,125.72925567626953
2022-12-14,127.87483215332031
2022-12-15,124.58497619628906
2022-12-16,129.16213989257812
2022-12-19,128.160888671875
2022-12-20,127.58872985839844
2022-12-21,122.10567474365234
2022-12-22,117.33779907226562
2022-12-23,109.08932495117188
2022-12-26,115.04920196533203
2022-12-27,116.24117279052734
2022-12-28,120.15083312988281
2022-12-29,119.91244506835938
2022-12-30,120.86602020263672
2023-01-02,121.62886810302734
2023-01-03,122.2010269165039
2023-01-04,124.29891967773438
2023-01-05,122.43940734863281
2023-01-06,120.1985092163086
2023-01-09,120.67530059814453
2023-01-10,117.2424087524414
2023-01-11,118.720458984375
2023-01-12,121.96263885498047
2023-01-13,126.30139923095703
2023-01-16,122.48711395263672
2023-01-17,122.34406280517578
2023-01-18,123.440673828125
2023-01-19,122.34406280517578
2023-01-20,121.10441589355469
2023-01-23,121.48584747314453
2023-01-24,119.76940155029297
2023-01-25,118.7681655883789
2023-01-27,114.71543884277344
2023-01-30,114.85846710205078
2023-01-31,118.86351013183594
2023-02-01,109.7568359375
2023-02-02,107.42056274414062
2023-02-03,104.4644775390625
2023-02-06,103.94001007080078
2023-02-07,101.17462158203125
2023-02-08,108.42903900146484
2023-02-09,107.751953125
2023-02-10,111.42750549316406
2023-02-13,109.73481750488281
2023-02-14,107.21996307373047
2023-02-15,108.42903900146484
2023-02-16,109.73481750488281
2023-02-17,111.57259368896484
2023-02-20,108.81593322753906
2023-02-21,108.04212188720703
2023-02-22,107.751953125
2023-02-23,106.15599060058594
2023-02-24,104.89855194091797
2023-02-27,104.41492462158203
2023-02-28,105.81745147705078
2023-03-01,105.81745147705078
2023-03-02,107.70359802246094
2023-03-03,109.25119018554688
2023-03-06,109.15446472167969
2023-03-08,107.36504364013672
2023-03-09,107.4617691040039
2023-03-10,105.09201049804688
2023-03-13,101.3197250366211
2023-03-14,101.60990142822266
2023-03-15,103.68949127197266
2023-03-16,99.86883544921875
2023-03-17,99.48194885253906
2023-03-20,98.85322570800781
2023-03-21,99.04668426513672
2023-03-22,99.09504699707031
2023-03-23,97.4507064819336
2023-03-24,96.09654998779297
2023-03-27,95.80638885498047
2023-03-28,93.87188720703125
2023-03-29,96.38672637939453
2023-03-31,97.78925323486328
2023-04-03,101.41644287109375
2023-04-05,101.46479797363281
2023-04-06,101.3197250366211
2023-04-10,100.88445281982422
2023-04-11,100.25575256347656
2023-04-12,100.59427642822266
2023-04-13,101.12628173828125
2023-04-17,100.35247039794922
2023-04-18,103.83457946777344
2023-04-19,103.15750885009766
2023-04-20,103.25423431396484
2023-04-21,101.41644287109375
2023-04-24,108.42903900146484
2023-04-25,112.394775390625
2023-04-26,108.2355728149414
2023-04-27,110.55699157714844
2023-04-28,110.99224853515625
2023-05-02,113.84564971923828
2023-05-03,117.85974884033203
2023-05-04,117.13430786132812
2023-05-05,119.3589859008789
2023-05-08,117.37611389160156
2023-05-09,114.13582611083984
2023-05-10,117.2793960571289
2023-05-11,117.95646667480469
2023-05-12,117.9081039428711
2023-05-15,116.50558471679688
2023-05-16,115.97361755371094
2023-05-17,117.18266296386719
2023-05-18,115.82852172851562
2023-05-19,114.42599487304688
2023-05-22,116.02196502685547
2023-05-23,118.633544921875
2023-05-24,119.31063079833984
2023-05-25,117.0375747680664
2023-05-26,115.58670043945312
2023-05-29,115.87687683105469
2023-05-30,114.2325439453125
2023-05-31,114.37763977050781
2023-06-01,114.474365234375
2023-06-02,114.08745574951172
2023-06-05,114.13582611083984
2023-06-06,123.5665283203125
2023-06-07,129.37005615234375
2023-06-08,126.6617431640625
2023-06-09,125.64613342285156
2023-06-12,126.85519409179688
2023-06-13,124.5337905883789
2023-06-14,127.6773681640625
2023-06-15,124.82396697998047
2023-06-16,123.42144775390625
2023-06-19,124.48543548583984
2023-06-20,125.93628692626953
2023-06-21,124.8723373413086
2023-06-22,122.4542007446289
2023-06-23,123.27635192871094
2023-06-26,123.95343780517578
2023-06-27,128.7413330078125
2023-06-28,128.5962371826172
2023-06-30,126.46829986572266
2023-07-03,125.1624984741211
2023-07-04,123.66326141357422
2023-07-05,125.74284362792969
2023-07-06,126.46829986572266
2023-07-07,128.5478973388672
2023-07-10,127.09700775146484
2023-07-11,129.17660522460938
2023-07-12,133.77105712890625
2023-07-13,132.56198120117188
2023-07-14,134.15792846679688
2023-07-17,136.4309844970703
2023-07-18,135.99574279785156
2023-07-19,135.31863403320312
2023-07-20,139.86477661132812
2023-07-21,150.11761474609375
2023-07-24,153.88992309570312
2023-07-25,161.72463989257812
2023-07-26,161.67628479003906
2023-07-27,162.54684448242188
2023-07-28,152.82594299316406
2023-07-31,159.4032440185547
2023-08-01,171.05865478515625
2023-08-02,163.9977264404297
2023-08-03,168.64053344726562
2023-08-04,163.22389221191406
2023-08-07,167.3347625732422
2023-08-08,171.01028442382812
2023-08-09,168.15689086914062
2023-08-10,166.17404174804688
2023-08-11,165.44859313964844
2023-08-14,160.9992218017578
2023-08-16,167.86671447753906
2023-08-17,163.51405334472656
2023-08-18,163.3206329345703
2023-08-21,163.4656982421875
2023-08-22,168.4954376220703
2023-08-23,162.59519958496094
2023-08-24,164.05517578125
2023-08-25,161.9625244140625
2023-08-28,185.760498046875
2023-08-29,187.56114196777344
2023-08-30,195.25048828125
2023-08-31,203.7671661376953
2023-09-01,235.35179138183594
2023-09-04,225.47244262695312
2023-09-05,224.40179443359375
2023-09-06,217.44247436523438
2023-09-07,225.61843872070312
2023-09-08,228.00311279296875
2023-09-11,241.67843627929688
2023-09-12,217.58847045898438
2023-09-13,218.5131378173828
2023-09-14,222.16311645507812
2023-09-15,216.809814453125
2023-09-18,210.4344482421875
2023-09-20,213.35447692871094
2023-09-21,205.42181396484375
2023-09-22,215.30111694335938
2023-09-25,221.9197998046875
2023-09-26,218.80514526367188
2023-09-27,217.29647827148438
2023-09-28,214.42514038085938
2023-09-29,217.92909240722656
2023-10-03,215.4471435546875
2023-10-04,209.85047912597656
2023-10-05,208.48782348632812
2023-10-06,213.11114501953125
2023-10-09,203.8157958984375
2023-10-10,206.0544891357422
2023-10-11,207.07647705078125
2023-10-12,212.7704620361328
2023-10-13,221.0437774658203
2023-10-16,217.4911346435547
2023-10-17,232.62644958496094
2023-10-18,226.00778198242188
2023-10-19,226.83511352539062
2023-10-20,228.7331085205078
2023-10-23,209.89913940429688
2023-10-25,205.32447814941406
2023-10-26,211.94314575195312
2023-10-27,218.07513427734375
2023-10-30,214.96046447753906
2023-10-31,216.71246337890625
2023-11-01,215.39846801757812
2023-11-02,226.68911743164062
2023-11-03,226.64024353027344
2023-11-06,235.144775390625
2023-11-07,241.25433349609375
2023-11-08,242.7694854736328
2023-11-09,242.28073120117188
2023-11-10,245.55545043945312
2023-11-13,248.39028930664062
2023-11-15,246.87510681152344
2023-11-16,242.4273681640625
2023-11-17,265.05712890625
2023-11-20,257.1880187988281
2023-11-21,264.8616943359375
2023-11-22,275.22344970703125
2023-11-23,285.58526611328125
2023-11-24,280.5998229980469
2023-11-28,284.9010314941406
2023-11-29,279.5246276855469
2023-11-30,283.972412109375
2023-12-01,275.6633605957031
2023-12-04,279.86669921875
2023-12-05,283.09259033203125
2023-12-06,279.3779602050781
2023-12-07,278.93804931640625
2023-12-08,280.6976013183594
2023-12-11,287.5892333984375
2023-12-12,282.94598388671875
2023-12-13,281.0886535644531
2023-12-14,292.47686767578125
2023-12-15,290.3263244628906
2023-12-18,294.1875305175781
2023-12-19,307.726318359375
2023-12-20,282.7504577636719
2023-12-21,284.9987487792969
2023-12-22,289.6908874511719
2023-12-26,291.0594787597656
2023-12-27,289.8375244140625
2023-12-28,286.8560791015625
2023-12-29,330.4049987792969
2024-01-01,345.1168212890625
2024-01-02,345.99664306640625
2024-01-03,355.08758544921875
2024-01-04,347.2674255371094
2024-01-05,347.8538818359375
2024-01-08,339.3493957519531
2024-01-09,341.4022216796875
2024-01-10,343.4061279296875
2024-01-11,345.01910400390625
2024-01-12,347.5118103027344
2024-01-15,347.5118103027344
2024-01-16,351.3730163574219
2024-01-17,354.6966247558594
2024-01-18,354.8432312011719
2024-01-19,378.1084289550781
2024-01-23,378.54833984375
2024-01-24,388.4703063964844
2024-01-25,427.9136047363281
2024-01-29,420.4843444824219
2024-01-30,414.13043212890625
2024-01-31,427.620361328125
2024-02-01,410.5135803222656
2024-02-02,409.5848693847656
2024-02-05,400.3961181640625
2024-02-06,401.4225769042969
2024-02-07,415.1079406738281
2024-02-08,422.6349792480469
2024-02-09,387.9326477050781
2024-02-12,355.136474609375
2024-02-13,358.2646179199219
2024-02-14,367.9421691894531
2024-02-15,376.29998779296875
2024-02-16,370.1904296875
2024-02-19,381.48095703125
2024-02-20,381.041015625
2024-02-21,367.35565185546875
2024-02-22,371.80340576171875
2024-02-23,398.58770751953125
2024-02-26,415.3034973144531
2024-02-27,459.3901062011719
2024-02-28,444.23834228515625
2024-02-29,438.8619689941406
2024-03-01,436.5158996582031
2024-03-04,430.7484436035156
2024-03-05,428.4512023925781
2024-03-06,408.80291748046875
2024-03-07,411.8821105957031
2024-03-11,402.00909423828125
2024-03-12,376.6421203613281
2024-03-13,301.323486328125
2024-03-14,331.4314270019531
2024-03-15,342.8684997558594
2024-03-18,346.0455322265625
2024-03-19,339.0072937011719
2024-03-20,342.03759765625
2024-03-21,350.0044250488281
2024-03-22,352.1550598144531
2024-03-26,356.065185546875
2024-03-27,359.82867431640625
2024-03-28,355.5763854980469
2024-04-01,380.2590026855469
2024-04-02,381.2854309082031
2024-04-03,382.5072937011719
2024-04-04,376.8865051269531
2024-04-05,386.6618347167969
2024-04-08,383.0938720703125
2024-04-09,377.52197265625
2024-04-10,374.29608154296875
2024-04-12,370.09271240234375
2024-04-15,358.1668395996094
2024-04-16,358.7533874511719
2024-04-18,355.9185485839844
2024-04-19,356.30950927734375
2024-04-22,370.4837341308594
2024-04-23,377.9129333496094
2024-04-24,387.3460998535156
2024-04-25,386.85736083984375
2024-04-26,394.5309753417969
2024-04-29,390.1809387207031
2024-04-30,390.620849609375
2024-05-02,397.0725402832031
2024-05-03,385.5865783691406
2024-05-06,366.3291931152344
2024-05-07,356.7005615234375
2024-05-08,364.8140563964844
2024-05-09,351.07977294921875
2024-05-10,353.328125
2024-05-13,348.53814697265625
2024-05-14,381.8719787597656
2024-05-15,381.6764831542969
2024-05-16,392.6736755371094
2024-05-17,399.7607116699219
2024-05-21,423.27032470703125
2024-05-22,418.3338317871094
2024-05-23,424.98101806640625
2024-05-24,418.8225402832031
2024-05-27,419.5068664550781
2024-05-28,409.97589111328125
2024-05-29,406.50567626953125
2024-05-30,397.6590576171875
2024-05-31,404.64837646484375
2024-06-03,419.8978271484375
2024-06-04,356.50506591796875
2024-06-05,347.75616455078125
2024-06-06,369.4573059082031
2024-06-07,370.1416015625
2024-06-10,375.7134704589844
2024-06-11,410.02484130859375
2024-06-12,415.49896240234375
2024-06-13,407.82537841796875
2024-06-14,411.1978454589844
2024-06-18,425.2253723144531
2024-06-19,417.20965576171875
2024-06-20,424.687744140625
2024-06-21,465.3040466308594
2024-06-24,483.82830810546875
2024-06-25,464.2777404785156
2024-06-26,458.3636169433594
2024-06-27,452.10748291015625
2024-06-28,455.0400390625
2024-07-01,461.5406188964844
2024-07-02,469.5074462890625
2024-07-03,470.1917419433594
2024-07-04,475.56817626953125
2024-07-05,508.071044921875
2024-07-08,523.0760498046875
2024-07-09,499.56646728515625
2024-07-10,510.46600341796875
2024-07-11,508.46209716796875
2024-07-12,583.4874877929688
2024-07-15,562.5681762695312
2024-07-16,543.7019653320312
2024-07-18,514.8649291992188
2024-07-19,504.7473449707031
2024-07-22,511.9322814941406
2024-07-23,480.16253662109375
2024-07-24,494.5811462402344
2024-07-25,481.4822082519531
2024-07-26,474.1996154785156
2024-07-29,498.24688720703125
2024-07-30,499.2732238769531
2024-07-31,488.86260986328125
2024-08-01,485.24566650390625
2024-08-02,490.3288879394531
2024-08-05,459.9765319824219
2024-08-06,442.2832946777344
2024-08-07,454.0136413574219
2024-08-08,447.9040832519531
2024-08-09,458.90130615234375
2024-08-12,471.90240478515625
2024-08-13,462.4203796386719
2024-08-14,455.84521484375
2024-08-16,466.5421142578125
2024-08-19,466.6893005371094
2024-08-20,461.14459228515625
2024-08-21,461.29180908203125
2024-08-22,462.91107177734375
2024-08-23,488.0340576171875
2024-08-26,493.72601318359375
2024-08-27,490.68377685546875
2024-08-28,492.6465148925781
2024-08-29,482.8818664550781
2024-08-30,481.6551818847656
2024-09-02,489.604248046875
2024-09-03,486.9546203613281
2024-09-04,485.0899658203125
2024-09-05,483.421630859375
2024-09-06,475.6687927246094
2024-09-09,460.89923095703125
2024-09-10,468.1123046875
2024-09-11,457.3172912597656
2024-09-12,460.7520446777344
2024-09-13,465.0210266113281
2024-09-16,460.9483337402344
2024-09-17,464.67755126953125
2024-09-18,455.84521484375
2024-09-19,442.4986267089844
2024-09-20,468.7011413574219
2024-09-23,460.1141662597656
2024-09-24,455.3055114746094
2024-09-25,445.0501708984375
2024-09-26,452.9992980957031
2024-09-27,459.5743713378906
2024-09-30,452.8520812988281
2024-10-01,445.5408935546875
2024-10-03,434.8930358886719
2024-10-04,423.8526611328125
2024-10-07,387.39483642578125
2024-10-08,409.13214111328125
2024-10-09,407.9544982910156
2024-10-10,397.6501159667969
2024-10-11,400.348876953125
2024-10-14,402.6550598144531
2024-10-15,400.49609375
2024-10-16,430.47686767578125
2024-10-17,422.77313232421875
2024-10-18,415.8544921875
2024-10-21,402.5079040527344
2024-10-22,383.4203186035156
2024-10-23,389.35760498046875
2024-10-24,406.335205078125
2024-10-25,388.22900390625
2024-10-28,396.71783447265625
2024-10-29,398.23895263671875
2024-10-30,410.75140380859375
2024-10-31,412.812255859375
2024-11-01,413.6954650878906
2024-11-04,400.10357666015625
2024-11-05,401.2320861816406
2024-11-06,411.95526123046875
2024-11-07,405.1180419921875
2024-11-08,394.78839111328125
2024-11-11,388.14794921875
2024-11-12,384.4095764160156
2024-11-13,369.1611022949219
2024-11-14,366.16058349609375
2024-11-18,360.2579345703125
2024-11-19,368.37408447265625
2024-11-21,358.8314514160156
2024-11-22,358.88067626953125
2024-11-25,390.4106140136719
2024-11-26,386.5738830566406
2024-11-27,402.3142395019531
2024-11-28,401.13372802734375
2024-11-29,403.44561767578125
2024-12-02,403.2980651855469
2024-12-03,409.4958190917969
2024-12-04,414.0703430175781
2024-12-05,410.627197265625
2024-12-06,428.77777099609375
2024-12-09,434.7295837402344
2024-12-10,428.285888671875
2024-12-11,444.1738586425781
2024-12-12,438.9598388671875
