Date,BAYERCROP
2010-05-07,628.6116333007812
2010-05-10,645.7981567382812
2010-05-11,633.2138061523438
2010-05-12,633.6209106445312
2010-05-13,643.680419921875
2010-05-14,655.9390869140625
2010-05-17,688.6829223632812
2010-05-18,700.7786865234375
2010-05-19,679.153076171875
2010-05-20,669.5009765625
2010-05-21,669.98974609375
2010-05-24,646.6942138671875
2010-05-25,617.6156616210938
2010-05-26,644.372802734375
2010-05-27,624.376220703125
2010-05-28,630.9737548828125
2010-05-31,579.4549560546875
2010-06-01,582.50927734375
2010-06-02,585.3194580078125
2010-06-03,581.5726928710938
2010-06-04,600.3883056640625
2010-06-07,600.632568359375
2010-06-08,609.2258911132812
2010-06-09,602.0580444335938
2010-06-10,612.8912963867188
2010-06-11,601.691650390625
2010-06-14,632.9693603515625
2010-06-15,640.3002319335938
2010-06-16,665.5503540039062
2010-06-17,669.5009765625
2010-06-18,654.0248413085938
2010-06-21,673.655029296875
2010-06-22,671.0076904296875
2010-06-23,685.3434448242188
2010-06-24,680.2935791015625
2010-06-25,667.8313598632812
2010-06-28,663.5547485351562
2010-06-29,651.4182739257812
2010-06-30,650.5630493164062
2010-07-01,646.6127319335938
2010-07-02,643.5989990234375
2010-07-05,644.6578369140625
2010-07-06,663.8807373046875
2010-07-07,646.8570556640625
2010-07-08,656.8350830078125
2010-07-09,650.5225830078125
2010-07-12,645.9204711914062
2010-07-13,665.8355102539062
2010-07-14,689.9049072265625
2010-07-15,678.7457275390625
2010-07-16,664.77685546875
2010-07-19,658.9934692382812
2010-07-20,698.2537231445312
2010-07-21,676.0169677734375
2010-07-22,683.3480834960938
2010-07-23,674.754638671875
2010-07-26,668.645751953125
2010-07-27,662.2108764648438
2010-07-28,652.4365844726562
2010-07-29,678.0127563476562
2010-07-30,662.2108764648438
2010-08-02,712.4266357421875
2010-08-03,715.7661743164062
2010-08-04,766.8370361328125
2010-08-05,741.423828125
2010-08-06,773.6382446289062
2010-08-09,776.7333984375
2010-08-10,759.9542846679688
2010-08-11,745.781494140625
2010-08-12,746.881103515625
2010-08-13,790.5397338867188
2010-08-16,798.5628051757812
2010-08-17,802.8390502929688
2010-08-18,822.34716796875
2010-08-19,853.5435180664062
2010-08-20,863.0734252929688
2010-08-23,915.0808715820312
2010-08-24,914.5922241210938
2010-08-25,896.42822265625
2010-08-26,861.4849853515625
2010-08-27,847.5159301757812
2010-08-30,850.5704956054688
2010-08-31,814.1610107421875
2010-09-01,855.4573974609375
2010-09-02,909.5828857421875
2010-09-03,924.4885864257812
2010-09-06,915.0808715820312
2010-09-07,896.0619506835938
2010-09-08,900.6638793945312
2010-09-09,897.1895141601562
2010-09-13,880.7171630859375
2010-09-14,869.1090087890625
2010-09-15,840.4151611328125
2010-09-16,833.9571533203125
2010-09-17,836.6138305664062
2010-09-20,816.9942626953125
2010-09-21,788.3824462890625
2010-09-22,797.6605224609375
2010-09-23,800.3585205078125
2010-09-24,788.014404296875
2010-09-27,824.8421020507812
2010-09-28,835.224365234375
2010-09-29,817.7709350585938
2010-09-30,815.2366333007812
2010-10-01,829.0928955078125
2010-10-04,846.4644775390625
2010-10-05,831.177490234375
2010-10-06,830.3192749023438
2010-10-07,834.2023315429688
2010-10-08,834.8154907226562
2010-10-11,831.8724365234375
2010-10-12,838.862060546875
2010-10-13,838.2080078125
2010-10-14,873.2780151367188
2010-10-15,844.7887573242188
2010-10-18,847.64990234375
2010-10-19,839.3526000976562
2010-10-20,830.7689208984375
2010-10-21,843.9305419921875
2010-10-22,853.2088623046875
2010-10-25,847.159423828125
2010-10-26,867.1060180664062
2010-10-27,850.2659912109375
2010-10-28,858.1138916015625
2010-10-29,839.3934326171875
2010-11-01,842.5813598632812
2010-11-02,838.5350341796875
2010-11-03,897.5571899414062
2010-11-04,904.75146484375
2010-11-08,915.91015625
2010-11-09,947.1785888671875
2010-11-10,928.9081420898438
2010-11-11,907.1626586914062
2010-11-12,897.884521484375
2010-11-15,876.589111328125
2010-11-16,844.87060546875
2010-11-18,849.6118774414062
2010-11-19,818.3430786132812
2010-11-22,846.9959106445312
2010-11-23,819.6511840820312
2010-11-24,814.6643676757812
2010-11-25,791.5704956054688
2010-11-26,746.8538818359375
2010-11-29,742.7257690429688
2010-11-30,758.8710327148438
2010-12-01,804.3233642578125
2010-12-02,817.7709350585938
2010-12-03,782.8642578125
2010-12-06,785.6029052734375
2010-12-07,785.6847534179688
2010-12-08,754.3748779296875
2010-12-09,649.0420532226562
2010-12-10,725.55859375
2010-12-13,723.8418579101562
2010-12-14,721.9616088867188
2010-12-15,707.410400390625
2010-12-16,705.81640625
2010-12-20,714.5634765625
2010-12-21,743.0527954101562
2010-12-22,744.115478515625
2010-12-23,740.06884765625
2010-12-24,744.2791137695312
2010-12-27,746.8130493164062
2010-12-28,751.881591796875
2010-12-29,760.1790771484375
2010-12-30,758.8303833007812
2010-12-31,770.8472900390625
2011-01-03,760.1383056640625
2011-01-04,734.3875732421875
2011-01-05,751.4320068359375
2011-01-06,739.905517578125
2011-01-07,719.2640380859375
2011-01-10,712.8058471679688
2011-01-11,706.593017578125
2011-01-12,709.0863037109375
2011-01-13,695.025634765625
2011-01-14,679.0845336914062
2011-01-17,659.8736572265625
2011-01-18,652.8841552734375
2011-01-19,637.3110961914062
2011-01-20,629.3814697265625
2011-01-21,625.3757934570312
2011-01-24,643.0745239257812
2011-01-25,638.6192016601562
2011-01-27,633.5099487304688
2011-01-28,615.1981811523438
2011-01-31,595.9055786132812
2011-02-01,603.5489501953125
2011-02-02,619.7352294921875
2011-02-03,650.268310546875
2011-02-04,628.56396484375
2011-02-07,622.3511352539062
2011-02-08,609.3941040039062
2011-02-09,568.9285278320312
2011-02-10,585.4009399414062
2011-02-11,597.2135620117188
2011-02-14,633.7550048828125
2011-02-15,639.06884765625
2011-02-16,641.0715942382812
2011-02-17,629.5042114257812
2011-02-18,627.2151489257812
2011-02-21,617.6505126953125
2011-02-22,616.506103515625
2011-02-23,614.6668701171875
2011-02-24,583.8067626953125
2011-02-25,604.0396118164062
2011-02-28,593.5757446289062
2011-03-01,602.5272827148438
2011-03-03,603.5900268554688
2011-03-04,628.4005737304688
2011-03-07,615.9747924804688
2011-03-08,637.5973510742188
2011-03-09,645.2407836914062
2011-03-10,660.650390625
2011-03-11,672.544677734375
2011-03-14,682.068359375
2011-03-15,664.6969604492188
2011-03-16,667.3947143554688
2011-03-17,674.384033203125
2011-03-18,680.0245971679688
2011-03-21,696.8648681640625
2011-03-22,720.7354736328125
2011-03-23,746.3635864257812
2011-03-24,739.6193237304688
2011-03-25,761.0374755859375
2011-03-28,749.5518188476562
2011-03-29,743.0936889648438
2011-03-30,739.9462280273438
2011-03-31,749.10205078125
2011-04-01,768.108642578125
2011-04-04,760.0565185546875
2011-04-05,756.2960815429688
2011-04-06,757.9719848632812
2011-04-07,750.982421875
2011-04-08,763.8168334960938
2011-04-11,763.0403442382812
2011-04-13,775.588623046875
2011-04-15,771.5421752929688
2011-04-18,776.4469604492188
2011-04-19,776.81494140625
2011-04-20,785.521240234375
2011-04-21,792.8784790039062
2011-04-25,782.0059204101562
2011-04-26,795.0040283203125
2011-04-27,790.5894775390625
2011-04-28,780.6163330078125
2011-04-29,775.5069580078125
2011-05-02,758.8303833007812
2011-05-03,727.8884887695312
2011-05-04,715.7487182617188
2011-05-05,714.35888671875
2011-05-06,709.2089233398438
2011-05-09,697.7640380859375
2011-05-10,696.08837890625
2011-05-11,702.4237670898438
2011-05-12,704.0178833007812
2011-05-13,718.6099853515625
2011-05-16,735.5726928710938
2011-05-17,740.39599609375
2011-05-18,736.2677001953125
2011-05-19,721.7572631835938
2011-05-20,691.4285278320312
2011-05-23,666.16845703125
2011-05-24,666.2091674804688
2011-05-25,668.7434692382812
2011-05-26,679.12548828125
2011-05-27,706.1842651367188
2011-05-30,719.1414184570312
2011-05-31,714.11376953125
2011-06-01,719.0186767578125
2011-06-02,722.533935546875
2011-06-03,733.9378051757812
2011-06-06,703.4866333007812
2011-06-07,695.2297973632812
2011-06-08,716.893310546875
2011-06-09,715.0947875976562
2011-06-10,712.15185546875
2011-06-13,719.5910034179688
2011-06-14,713.2554931640625
2011-06-15,711.2527465820312
2011-06-16,709.8219604492188
2011-06-17,710.9255981445312
2011-06-20,677.44970703125
2011-06-21,682.722412109375
2011-06-22,675.978271484375
2011-06-23,672.09521484375
2011-06-24,690.97900390625
2011-06-27,678.348876953125
2011-06-28,691.469482421875
2011-06-29,713.3372802734375
2011-06-30,696.2518920898438
2011-07-01,704.0178833007812
2011-07-04,727.2753295898438
2011-07-05,713.4598388671875
2011-07-06,727.6432495117188
2011-07-07,729.278076171875
2011-07-08,724.536865234375
2011-07-11,730.095703125
2011-07-12,716.2391967773438
2011-07-13,714.4408569335938
2011-07-14,703.1596069335938
2011-07-15,727.9293823242188
2011-07-18,734.4692993164062
2011-07-19,727.6022338867188
2011-07-20,726.6214599609375
2011-07-21,719.5092163085938
2011-07-22,751.4320068359375
2011-07-25,760.4244384765625
2011-07-26,738.1070556640625
2011-07-27,727.071044921875
2011-07-28,731.3218383789062
2011-07-29,719.4275512695312
2011-08-01,712.0292358398438
2011-08-02,709.5768432617188
2011-08-03,711.538818359375
2011-08-04,706.6747436523438
2011-08-05,680.3924560546875
2011-08-08,682.722412109375
2011-08-09,658.0797729492188
2011-08-10,682.0242309570312
2011-08-11,677.9170532226562
2011-08-12,669.9905395507812
2011-08-16,667.5260620117188
2011-08-17,669.8261108398438
2011-08-18,656.3546752929688
2011-08-19,616.1053466796875
2011-08-22,618.7750244140625
2011-08-23,618.7750244140625
2011-08-24,637.2978515625
2011-08-25,650.153076171875
2011-08-26,640.4603881835938
2011-08-29,651.796142578125
2011-08-30,663.0905151367188
2011-09-02,685.9258422851562
2011-09-05,684.2830810546875
2011-09-06,686.99365234375
2011-09-07,692.9901123046875
2011-09-08,683.4207153320312
2011-09-09,686.21337890625
2011-09-12,682.59912109375
2011-09-13,690.7724609375
2011-09-14,685.8026733398438
2011-09-15,691.1007690429688
2011-09-16,684.2830810546875
2011-09-19,682.51708984375
2011-09-20,672.2080688476562
2011-09-21,685.3098754882812
2011-09-22,673.8099365234375
2011-09-23,662.4744262695312
2011-09-26,657.710205078125
2011-09-27,672.0848999023438
2011-09-28,665.4314575195312
2011-09-29,666.5814819335938
2011-09-30,677.9581909179688
2011-10-03,684.4064331054688
2011-10-04,689.78662109375
2011-10-05,682.9688110351562
2011-10-07,677.5474853515625
2011-10-10,683.1332397460938
2011-10-11,669.0457153320312
2011-10-12,669.6617431640625
2011-10-13,691.6759033203125
2011-10-14,682.4349365234375
2011-10-17,692.1275634765625
2011-10-18,689.5400390625
2011-10-19,689.3348388671875
2011-10-20,687.8973999023438
2011-10-21,689.6222534179688
2011-10-24,685.9669799804688
2011-10-25,707.2417602539062
2011-10-28,698.2061767578125
2011-10-31,687.0347900390625
2011-11-01,685.8848876953125
2011-11-02,685.9669799804688
2011-11-03,685.5151977539062
2011-11-04,686.5419921875
2011-11-08,688.2669677734375
2011-11-09,687.3634033203125
2011-11-11,705.2703247070312
2011-11-14,689.3759765625
2011-11-15,664.4457397460938
2011-11-16,663.70654296875
2011-11-17,668.8814697265625
2011-11-18,659.5994873046875
2011-11-21,663.172607421875
2011-11-22,673.1529541015625
2011-11-23,657.6280517578125
2011-11-24,659.1475219726562
2011-11-25,658.2030029296875
2011-11-28,653.4799194335938
2011-11-29,644.608642578125
2011-11-30,632.328369140625
2011-12-01,642.30859375
2011-12-02,644.772705078125
2011-12-05,642.9246826171875
2011-12-07,641.4871826171875
2011-12-08,631.6302490234375
2011-12-09,633.3140869140625
2011-12-12,633.765869140625
2011-12-13,635.4497680664062
2011-12-14,610.7660522460938
2011-12-15,596.8018798828125
2011-12-16,592.4895629882812
2011-12-19,585.8770751953125
2011-12-20,582.8787841796875
2011-12-21,582.5090942382812
2011-12-22,575.9790649414062
2011-12-23,569.7361450195312
2011-12-26,592.8181762695312
2011-12-27,586.7395629882812
2011-12-28,584.111083984375
2011-12-29,583.782470703125
2011-12-30,586.4521484375
2012-01-02,603.53759765625
2012-01-03,617.0089721679688
2012-01-04,612.9429321289062
2012-01-05,615.982177734375
2012-01-06,608.7536010742188
2012-01-09,608.9178466796875
2012-01-10,608.1375732421875
2012-01-11,618.898193359375
2012-01-12,612.9429321289062
2012-01-13,613.4766845703125
2012-01-16,611.58740234375
2012-01-17,618.2410888671875
2012-01-18,622.5945434570312
2012-01-19,626.4141235351562
2012-01-20,624.0321655273438
2012-01-23,620.4176635742188
2012-01-24,623.5802001953125
2012-01-25,638.7354125976562
2012-01-27,626.167724609375
2012-01-30,648.4282836914062
2012-01-31,664.9796752929688
2012-02-01,662.1458740234375
2012-02-02,659.6817016601562
2012-02-03,668.470703125
2012-02-06,664.3635864257812
2012-02-07,656.4368896484375
2012-02-08,642.7603759765625
2012-02-09,662.063720703125
2012-02-10,651.2208251953125
2012-02-13,653.4387817382812
2012-02-14,673.8922119140625
2012-02-15,695.084716796875
2012-02-16,688.4722900390625
2012-02-17,678.4510498046875
2012-02-21,681.243896484375
2012-02-22,678.5741577148438
2012-02-23,657.422607421875
2012-02-24,661.365478515625
2012-02-27,664.1582641601562
2012-02-28,657.5458984375
2012-02-29,661.3244018554688
2012-03-01,699.109619140625
2012-03-02,672.7009887695312
2012-03-05,663.66552734375
2012-03-06,660.5030517578125
2012-03-07,661.0369873046875
2012-03-09,659.0244140625
2012-03-12,655.0404663085938
2012-03-13,650.3994750976562
2012-03-14,682.4349365234375
2012-03-15,674.5902709960938
2012-03-16,663.3779296875
2012-03-19,661.9816284179688
2012-03-20,669.3743286132812
2012-03-21,664.7745361328125
2012-03-22,654.9994506835938
2012-03-23,653.890625
2012-03-26,653.2745361328125
2012-03-27,663.2548217773438
2012-03-28,626.9070434570312
2012-03-29,652.658447265625
2012-03-30,660.913818359375
2012-04-02,650.1121826171875
2012-04-03,651.631591796875
2012-04-04,647.278076171875
2012-04-09,644.7318115234375
2012-04-10,644.11572265625
2012-04-11,637.0513916015625
2012-04-12,638.8175659179688
2012-04-13,651.0977172851562
2012-04-16,650.5638427734375
2012-04-17,641.5282592773438
2012-04-18,646.1281127929688
2012-04-19,667.6904296875
2012-04-20,650.7281494140625
2012-04-23,641.0764770507812
2012-04-24,640.706787109375
2012-04-25,642.6371459960938
2012-04-26,631.999755859375
2012-04-27,635.4497680664062
2012-04-30,630.0283203125
2012-05-02,623.2926025390625
2012-05-03,625.1409912109375
2012-05-04,631.589111328125
2012-05-07,622.0606079101562
2012-05-08,642.3496704101562
2012-05-09,649.90673828125
2012-05-10,627.7694091796875
2012-05-11,641.3228759765625
2012-05-14,622.8820190429688
2012-05-15,639.9265747070312
2012-05-16,629.4122314453125
2012-05-17,660.87255859375
2012-05-18,669.4564819335938
2012-05-21,667.4028930664062
2012-05-22,670.1546630859375
2012-05-23,654.95849609375
2012-05-24,657.1351928710938
2012-05-25,656.47802734375
2012-05-28,658.8191528320312
2012-05-29,667.8548583984375
2012-05-30,655.7797241210938
2012-05-31,666.5814819335938
2012-06-01,678.6153564453125
2012-06-04,667.8136596679688
2012-06-05,661.6119384765625
2012-06-06,663.7886962890625
2012-06-07,681.3670654296875
2012-06-08,684.6527709960938
2012-06-11,673.9742431640625
2012-06-12,673.4816284179688
2012-06-13,666.0476684570312
2012-06-14,661.6530151367188
2012-06-15,671.9207763671875
2012-06-18,660.8316040039062
2012-06-19,656.5192260742188
2012-06-20,671.879638671875
2012-06-21,671.9617919921875
2012-06-22,662.3511962890625
2012-06-25,665.6367797851562
2012-06-26,657.422607421875
2012-06-27,676.6848754882812
2012-06-28,682.3117065429688
2012-06-29,692.0454711914062
2012-07-02,677.342041015625
2012-07-03,664.52783203125
2012-07-04,677.8760986328125
2012-07-05,673.11181640625
2012-07-06,675.6582641601562
2012-07-09,667.7316284179688
2012-07-10,668.142333984375
2012-07-11,667.8136596679688
2012-07-12,662.8441162109375
2012-07-13,668.67626953125
2012-07-16,664.1582641601562
2012-07-17,667.7316284179688
2012-07-18,654.6299438476562
2012-07-19,652.1655883789062
2012-07-20,644.074462890625
2012-07-23,640.3372802734375
2012-07-24,631.83544921875
2012-07-25,636.0248413085938
2012-07-26,711.5131225585938
2012-07-27,709.9525146484375
2012-07-30,705.557861328125
2012-07-31,732.5413818359375
2012-08-01,752.17333984375
2012-08-02,770.039306640625
2012-08-03,754.30908203125
2012-08-06,761.6198120117188
2012-08-07,758.4982299804688
2012-08-08,759.3235473632812
2012-08-09,758.37451171875
2012-08-10,758.9934692382812
2012-08-13,762.5004272460938
2012-08-14,763.0780029296875
2012-08-16,754.4549560546875
2012-08-17,763.1192016601562
2012-08-21,783.954833984375
2012-08-22,789.8960571289062
2012-08-23,803.7589721679688
2012-08-24,811.144287109375
2012-08-27,805.9868774414062
2012-08-28,804.5427856445312
2012-08-29,809.7001953125
2012-08-30,826.0799560546875
2012-08-31,825.8323364257812
2012-09-03,825.4609375
2012-09-04,825.0897216796875
2012-09-05,808.6275634765625
2012-09-06,809.4114379882812
2012-09-07,819.6849975585938
2012-09-10,825.502197265625
2012-09-11,824.7597045898438
2012-09-12,841.7169799804688
2012-09-13,825.0897216796875
2012-09-14,820.5926513671875
2012-09-17,813.5374145507812
2012-09-18,805.0379638671875
2012-09-20,822.7378540039062
2012-09-21,835.7344360351562
2012-09-24,834.4555053710938
2012-09-25,847.0391845703125
2012-09-26,840.6854858398438
2012-09-27,839.9427490234375
2012-09-28,880.7889404296875
2012-10-01,884.0895385742188
2012-10-03,862.3462524414062
2012-10-04,885.2448120117188
2012-10-05,875.5490112304688
2012-10-08,869.48388671875
2012-10-09,887.1014404296875
2012-10-10,887.6376342773438
2012-10-11,875.6728515625
2012-10-12,874.6412963867188
2012-10-15,878.8081665039062
2012-10-16,868.9063110351562
2012-10-17,874.9302978515625
2012-10-18,888.0916137695312
2012-10-19,890.1133422851562
2012-10-22,886.9776000976562
2012-10-23,917.3028564453125
2012-10-25,914.3734741210938
2012-10-29,910.5363159179688
2012-10-30,919.4070434570312
2012-10-31,908.5146484375
2012-11-01,933.47607421875
2012-11-02,943.7081909179688
2012-11-05,948.4528198242188
2012-11-06,956.0446166992188
2012-11-07,965.6575927734375
2012-11-08,962.6871337890625
2012-11-09,957.2412109375
2012-11-12,972.0528564453125
2012-11-15,963.7186889648438
2012-11-16,966.4417724609375
2012-11-19,968.8759765625
2012-11-20,981.8313598632812
2012-11-21,977.622802734375
2012-11-22,965.9466552734375
2012-11-23,960.5003051757812
2012-11-26,970.7326049804688
2012-11-27,988.8863525390625
2012-11-29,1006.2974853515625
2012-11-30,1053.4971923828125
2012-12-03,1064.18359375
2012-12-04,1024.82275390625
2012-12-05,1017.0661010742188
2012-12-06,1021.5220336914062
2012-12-07,1027.6693115234375
2012-12-10,1029.7734375
2012-12-11,1022.635986328125
2012-12-12,996.9728393554688
2012-12-13,1005.2659301757812
2012-12-14,997.3446044921875
2012-12-17,1019.170166015625
2012-12-18,1015.6631469726562
2012-12-19,1027.8760986328125
2012-12-20,1015.7456665039062
2012-12-21,1011.042236328125
2012-12-24,1023.4196166992188
2012-12-26,1019.5828247070312
2012-12-27,1062.57421875
2012-12-28,1055.6844482421875
2012-12-31,1081.4296875
2013-01-01,1066.90625
2013-01-02,1059.0262451171875
2013-01-03,1045.8646240234375
2013-01-04,1032.2080078125
2013-01-07,1034.765869140625
2013-01-08,1025.3179931640625
2013-01-09,1021.6046752929688
2013-01-10,1015.1266479492188
2013-01-11,1000.3563232421875
2013-01-14,1013.3529052734375
2013-01-15,1014.6731567382812
2013-01-16,1017.9736328125
2013-01-17,1000.0675048828125
2013-01-18,1005.5963134765625
2013-01-21,995.7354125976562
2013-01-22,992.8062133789062
2013-01-23,989.01025390625
2013-01-24,987.4010620117188
2013-01-25,988.762939453125
2013-01-28,973.6619262695312
2013-01-29,973.9508056640625
2013-01-30,1000.8514404296875
2013-01-31,989.7529296875
2013-02-01,989.7941284179688
2013-02-04,982.3675537109375
2013-02-05,980.7998046875
2013-02-06,964.4202880859375
2013-02-07,934.9615478515625
2013-02-08,940.0775146484375
2013-02-11,940.7787475585938
2013-02-12,932.1970825195312
2013-02-13,916.023681640625
2013-02-14,909.2158813476562
2013-02-15,918.086669921875
2013-02-18,919.7782592773438
2013-02-19,930.0104370117188
2013-02-20,943.0892944335938
2013-02-21,935.250244140625
2013-02-22,933.9298706054688
2013-02-25,931.1243286132812
2013-02-26,925.8020629882812
2013-02-27,927.9063110351562
2013-02-28,907.318115234375
2013-03-01,907.9781494140625
2013-03-04,906.4928588867188
2013-03-05,918.1691284179688
2013-03-06,911.3201904296875
2013-03-07,912.4756469726562
2013-03-08,922.1299438476562
2013-03-11,935.29150390625
2013-03-12,930.9181518554688
2013-03-13,916.7250366210938
2013-03-14,916.3949584960938
2013-03-15,916.436279296875
2013-03-18,911.27880859375
2013-03-19,896.9209594726562
2013-03-20,889.9068603515625
2013-03-21,908.7623901367188
2013-03-22,917.0139770507812
2013-03-25,949.690673828125
2013-03-26,969.45361328125
2013-03-28,994.538818359375
2013-04-01,964.0075073242188
2013-04-02,962.522216796875
2013-04-03,958.4374389648438
2013-04-04,947.7516479492188
2013-04-05,944.0794067382812
2013-04-08,934.0125122070312
2013-04-09,907.153076171875
2013-04-10,927.4110717773438
2013-04-11,923.780517578125
2013-04-12,916.3539428710938
2013-04-15,907.689453125
2013-04-16,914.7034301757812
2013-04-17,919.1180419921875
2013-04-18,915.9825439453125
2013-04-22,915.9825439453125
2013-04-23,917.0552368164062
2013-04-25,912.1865234375
2013-04-26,910.9900512695312
2013-04-29,912.9706420898438
2013-04-30,947.6687622070312
2013-05-02,953.7755126953125
2013-05-03,956.3745727539062
2013-05-06,961.1194458007812
2013-05-07,967.3078002929688
2013-05-08,974.322021484375
2013-05-09,970.8565063476562
2013-05-10,976.9215087890625
2013-05-13,1035.71484375
2013-05-14,1065.008544921875
2013-05-15,1076.51953125
2013-05-16,1063.6055908203125
2013-05-17,1044.131591796875
2013-05-20,1081.0994873046875
2013-05-21,1069.6298828125
2013-05-22,1062.6978759765625
2013-05-23,1053.4150390625
2013-05-24,1043.677978515625
2013-05-27,1080.6868896484375
2013-05-28,1108.78369140625
2013-05-29,1131.4349365234375
2013-05-30,1125.328857421875
2013-05-31,1151.115234375
2013-06-03,1173.064697265625
2013-06-04,1146.5352783203125
2013-06-05,1167.164794921875
2013-06-06,1152.435546875
2013-06-07,1145.7928466796875
2013-06-10,1150.826416015625
2013-06-11,1125.5762939453125
2013-06-12,1097.437744140625
2013-06-13,1091.744384765625
2013-06-14,1141.254638671875
2013-06-17,1126.277587890625
2013-06-18,1164.5242919921875
2013-06-19,1194.065673828125
2013-06-20,1190.68212890625
2013-06-21,1166.4222412109375
2013-06-24,1139.191650390625
2013-06-25,1138.16015625
2013-06-26,1163.740234375
2013-06-27,1146.9482421875
2013-06-28,1149.5885009765625
2013-07-01,1187.38134765625
2013-07-02,1207.515869140625
2013-07-03,1205.4942626953125
2013-07-04,1205.205322265625
2013-07-05,1220.0997314453125
2013-07-08,1208.46484375
2013-07-09,1218.86181640625
2013-07-10,1234.8699951171875
2013-07-11,1251.621337890625
2013-07-12,1273.9835205078125
2013-07-15,1302.245849609375
2013-07-16,1311.52880859375
2013-07-17,1326.258056640625
2013-07-18,1359.84228515625
2013-07-19,1429.1571044921875
2013-07-22,1446.7745361328125
2013-07-23,1327.0419921875
2013-07-24,1310.992431640625
2013-07-25,1302.576171875
2013-07-26,1302.616943359375
2013-07-29,1263.2149658203125
2013-07-30,1245.6800537109375
2013-07-31,1235.73681640625
2013-08-01,1188.536865234375
2013-08-02,1226.0411376953125
2013-08-05,1211.5177001953125
2013-08-06,1194.6431884765625
2013-08-07,1203.84375
2013-08-08,1247.0413818359375
2013-08-12,1268.69140625
2013-08-13,1288.3541259765625
2013-08-14,1291.624755859375
2013-08-16,1272.3756103515625
2013-08-19,1238.4725341796875
2013-08-20,1257.804443359375
2013-08-21,1254.0374755859375
2013-08-22,1267.1182861328125
2013-08-23,1283.2628173828125
2013-08-26,1282.0208740234375
2013-08-27,1264.8829345703125
2013-08-28,1262.1512451171875
2013-08-29,1267.5325927734375
2013-08-30,1270.9267578125
2013-09-02,1274.9010009765625
2013-09-03,1269.0225830078125
2013-09-04,1269.188232421875
2013-09-05,1282.1861572265625
2013-09-06,1292.9903564453125
2013-09-10,1283.1385498046875
2013-09-11,1280.9029541015625
2013-09-12,1262.068359375
2013-09-13,1258.9635009765625
2013-09-16,1249.8150634765625
2013-09-17,1267.408203125
2013-09-18,1288.147216796875
2013-09-19,1277.5087890625
2013-09-20,1253.7474365234375
2013-09-23,1257.34912109375
2013-09-24,1269.933349609375
2013-09-25,1273.658935546875
2013-09-26,1272.7481689453125
2013-09-27,1275.3148193359375
2013-09-30,1279.951171875
2013-10-01,1273.7000732421875
2013-10-03,1272.292724609375
2013-10-04,1274.859375
2013-10-07,1270.8023681640625
2013-10-08,1275.9769287109375
2013-10-09,1324.989501953125
2013-10-10,1350.57177734375
2013-10-11,1323.871826171875
2013-10-14,1328.1768798828125
2013-10-15,1325.4034423828125
2013-10-17,1330.826171875
2013-10-18,1333.185791015625
2013-10-21,1335.1724853515625
2013-10-22,1340.43017578125
2013-10-23,1343.3690185546875
2013-10-24,1375.2022705078125
2013-10-25,1393.9129638671875
