Date,NIACL
2018-06-29,300.71490478515625
2018-07-02,298.630859375
2018-07-03,298.82037353515625
2018-07-04,292.4261779785156
2018-07-05,284.042724609375
2018-07-06,292.5682678222656
2018-07-09,291.0052795410156
2018-07-10,287.54766845703125
2018-07-11,279.7799987792969
2018-07-12,277.4591064453125
2018-07-13,274.56988525390625
2018-07-16,262.1604919433594
2018-07-17,261.0237731933594
2018-07-18,256.1926574707031
2018-07-19,253.44546508789062
2018-07-20,273.24371337890625
2018-07-23,258.039794921875
2018-07-24,260.02911376953125
2018-07-25,258.513427734375
2018-07-26,258.4660949707031
2018-07-27,260.21856689453125
2018-07-30,276.2276611328125
2018-07-31,269.2178039550781
2018-08-01,271.1123352050781
2018-08-02,266.61273193359375
2018-08-03,267.74945068359375
2018-08-06,267.4653015136719
2018-08-07,267.93896484375
2018-08-08,264.8128356933594
2018-08-09,260.02911376953125
2018-08-10,258.418701171875
2018-08-13,257.092529296875
2018-08-14,251.9298553466797
2018-08-16,253.87173461914062
2018-08-17,250.27210998535156
2018-08-20,247.5249481201172
2018-08-21,245.15675354003906
2018-08-23,239.6625213623047
2018-08-24,226.82681274414062
2018-08-27,232.3684539794922
2018-08-28,231.84744262695312
2018-08-29,238.47842407226562
2018-08-30,236.11019897460938
2018-08-31,236.9154052734375
2018-09-03,237.0101318359375
2018-09-04,233.4578094482422
2018-09-05,233.7420196533203
2018-09-06,231.89479064941406
2018-09-07,236.01548767089844
2018-09-10,236.7733154296875
2018-09-11,232.5105438232422
2018-09-12,232.69998168945312
2018-09-14,233.7420196533203
2018-09-17,237.29432678222656
2018-09-18,231.75270080566406
2018-09-19,225.31118774414062
2018-09-21,219.81695556640625
2018-09-24,219.3906707763672
2018-09-25,217.44874572753906
2018-09-26,207.92855834960938
2018-09-27,216.26463317871094
2018-09-28,212.8544158935547
2018-10-01,208.26011657714844
2018-10-03,206.3181915283203
2018-10-04,201.58175659179688
2018-10-05,199.11883544921875
2018-10-08,195.99278259277344
2018-10-09,192.2510223388672
2018-10-10,192.6772918701172
2018-10-11,189.5986328125
2018-10-12,193.3877410888672
2018-10-15,193.05621337890625
2018-10-16,199.63983154296875
2018-10-17,197.8400115966797
2018-10-19,194.52450561523438
2018-10-22,194.85606384277344
2018-10-23,194.6665802001953
2018-10-24,197.8400115966797
2018-10-25,196.2769775390625
2018-10-26,196.75062561035156
2018-10-29,202.955322265625
2018-10-30,206.2234344482422
2018-10-31,205.51296997070312
2018-11-01,207.3601837158203
2018-11-02,214.41746520996094
2018-11-05,211.29141235351562
2018-11-06,209.3021240234375
2018-11-07,213.99114990234375
2018-11-09,214.3227081298828
2018-11-12,218.15919494628906
2018-11-13,211.38613891601562
2018-11-14,209.1600341796875
2018-11-15,209.0653076171875
2018-11-16,198.8820037841797
2018-11-19,192.77203369140625
2018-11-20,192.10894775390625
2018-11-21,192.6772918701172
2018-11-22,192.06155395507812
2018-11-26,190.11961364746094
2018-11-27,188.556640625
2018-11-28,187.9408721923828
2018-11-29,187.32516479492188
2018-11-30,186.8515167236328
2018-12-03,188.03562927246094
2018-12-04,187.51461791992188
2018-12-05,187.4198760986328
2018-12-06,184.76751708984375
2018-12-07,185.4779510498047
2018-12-10,185.66741943359375
2018-12-11,188.17770385742188
2018-12-12,187.9408721923828
2018-12-13,188.41452026367188
2018-12-14,187.4198760986328
2018-12-17,186.51995849609375
2018-12-18,184.72010803222656
2018-12-19,181.92562866210938
2018-12-20,179.93634033203125
2018-12-21,176.005126953125
2018-12-24,174.2052764892578
2018-12-26,166.7691192626953
2018-12-27,166.8638153076172
2018-12-28,168.61630249023438
2018-12-31,170.27406311035156
2019-01-01,170.27406311035156
2019-01-02,175.05783081054688
2019-01-03,170.84243774414062
2019-01-04,170.36880493164062
2019-01-07,170.03724670410156
2019-01-08,169.32679748535156
2019-01-09,168.42686462402344
2019-01-10,169.6109619140625
2019-01-11,170.17933654785156
2019-01-14,170.55825805664062
2019-01-15,175.484130859375
2019-01-16,173.87374877929688
2019-01-17,172.87908935546875
2019-01-18,170.51087951660156
2019-01-21,170.74771118164062
2019-01-22,172.1212615966797
2019-01-23,169.84779357910156
2019-01-24,169.56358337402344
2019-01-25,165.5850067138672
2019-01-28,164.87454223632812
2019-01-29,167.2901153564453
2019-01-30,164.87454223632812
2019-01-31,165.63238525390625
2019-02-01,166.34283447265625
2019-02-04,170.70033264160156
2019-02-05,166.7691192626953
2019-02-06,165.3955535888672
2019-02-07,164.9219207763672
2019-02-08,162.97999572753906
2019-02-11,160.99069213867188
2019-02-12,163.45364379882812
2019-02-14,163.83253479003906
2019-02-15,162.22216796875
2019-02-18,162.41162109375
2019-02-19,160.99069213867188
2019-02-20,162.41162109375
2019-02-21,167.14804077148438
2019-02-22,166.4849395751953
2019-02-25,162.08006286621094
2019-02-26,163.07470703125
2019-02-27,166.2007598876953
2019-02-28,163.40625
2019-03-01,168.37950134277344
2019-03-05,174.86837768554688
2019-03-06,194.6665802001953
2019-03-07,187.84616088867188
2019-03-08,187.2304229736328
2019-03-11,194.57188415527344
2019-03-12,193.6245880126953
2019-03-13,189.5986328125
2019-03-14,185.7147674560547
2019-03-15,185.38320922851562
2019-03-18,180.8362579345703
2019-03-19,180.6468048095703
2019-03-20,178.8469696044922
2019-03-22,174.72630310058594
2019-03-25,172.1686248779297
2019-03-26,176.66822814941406
2019-03-27,184.00965881347656
2019-03-28,181.59408569335938
2019-04-01,178.94171142578125
2019-04-02,179.3206329345703
2019-04-03,179.46270751953125
2019-04-04,176.573486328125
2019-04-05,176.810302734375
2019-04-08,180.3152618408203
2019-04-09,179.0364227294922
2019-04-10,177.9470672607422
2019-04-11,180.9783477783203
2019-04-12,181.02572631835938
2019-04-15,178.42071533203125
2019-04-16,179.2258758544922
2019-04-18,179.7469024658203
2019-04-22,176.28932189941406
2019-04-23,176.005126953125
2019-04-24,174.96311950683594
2019-04-25,172.5475311279297
2019-04-26,173.06854248046875
2019-04-30,170.65296936035156
2019-05-02,170.98451232910156
2019-05-03,171.3160858154297
2019-05-06,168.23741149902344
2019-05-07,167.76376342773438
2019-05-08,165.2061004638672
2019-05-09,163.54833984375
2019-05-10,164.7324676513672
2019-05-13,162.50636291503906
2019-05-14,158.05410766601562
2019-05-15,158.29092407226562
2019-05-16,157.0120849609375
2019-05-17,154.45445251464844
2019-05-20,155.49644470214844
2019-05-21,155.02279663085938
2019-05-22,154.02816772460938
2019-05-23,155.2122802734375
2019-05-24,155.35435485839844
2019-05-27,157.15419006347656
2019-05-28,156.39639282226562
2019-05-29,155.82798767089844
2019-05-30,154.50180053710938
2019-05-31,154.83334350585938
2019-06-03,154.64390563964844
2019-06-04,152.3704376220703
2019-06-06,153.93345642089844
2019-06-07,153.8860626220703
2019-06-10,152.22833251953125
2019-06-11,151.4705047607422
2019-06-12,151.0915985107422
2019-06-13,146.02362060546875
2019-06-14,149.19703674316406
2019-06-17,145.73944091796875
2019-06-18,145.88156127929688
2019-06-19,144.55535888671875
2019-06-20,143.56069946289062
2019-06-21,140.86094665527344
2019-06-24,141.19248962402344
2019-06-25,140.62411499023438
2019-06-26,142.94496154785156
2019-06-27,140.90830993652344
2019-06-28,141.4766845703125
2019-07-01,140.86094665527344
2019-07-02,139.96102905273438
2019-07-03,141.23985290527344
2019-07-04,140.19784545898438
2019-07-05,141.66615295410156
2019-07-08,137.07180786132812
2019-07-09,136.69290161132812
2019-07-10,136.171875
2019-07-11,134.46676635742188
2019-07-12,133.09324645996094
2019-07-15,131.5301971435547
2019-07-16,130.67764282226562
2019-07-17,127.40950775146484
2019-07-18,126.4515609741211
2019-07-19,123.86503601074219
2019-07-22,122.18860626220703
2019-07-23,123.62555694580078
2019-07-24,120.75165557861328
2019-07-25,119.60209655761719
2019-07-26,118.30884552001953
2019-07-29,114.38117980957031
2019-07-30,109.20816040039062
2019-07-31,109.3997573852539
2019-08-01,106.9090347290039
2019-08-02,115.29124450683594
2019-08-05,116.29711151123047
2019-08-06,116.58450317382812
2019-08-07,116.00971984863281
2019-08-08,114.23748016357422
2019-08-09,113.99799346923828
2019-08-13,109.54344940185547
2019-08-14,109.16026306152344
2019-08-16,109.303955078125
2019-08-19,107.34012603759766
2019-08-20,105.37629699707031
2019-08-21,101.97551727294922
2019-08-22,100.01168060302734
2019-08-23,101.01754760742188
2019-08-26,103.60405731201172
2019-08-27,105.23259735107422
2019-08-28,102.59819030761719
2019-08-29,102.07131958007812
2019-08-30,100.96965026855469
2019-09-03,99.86798858642578
2019-09-04,100.1553726196289
2019-09-05,103.0292739868164
2019-09-06,104.801513671875
2019-09-09,103.93934631347656
2019-09-11,104.9452133178711
2019-09-12,103.26876831054688
2019-09-13,102.93346405029297
2019-09-16,102.74188995361328
2019-09-17,100.8259506225586
2019-09-18,101.4007339477539
2019-09-19,100.3948745727539
2019-09-20,103.50825500488281
2019-09-23,102.07131958007812
2019-09-24,101.49652862548828
2019-09-25,95.70083618164062
2019-09-26,98.71842956542969
2019-09-27,101.25703430175781
2019-09-30,104.75360870361328
2019-10-01,101.64022064208984
2019-10-03,99.48480224609375
2019-10-04,97.37728118896484
2019-10-07,97.66465759277344
2019-10-09,97.85625457763672
2019-10-10,93.83279418945312
2019-10-11,92.97063446044922
2019-10-14,92.20425415039062
2019-10-15,90.91100311279297
2019-10-16,109.06446075439453
2019-10-17,130.8582000732422
2019-10-18,137.70765686035156
2019-10-22,130.66659545898438
2019-10-23,128.89439392089844
2019-10-24,123.33816528320312
2019-10-25,135.6480255126953
2019-10-27,137.9471435546875
2019-10-29,151.7418670654297
2019-10-30,163.47695922851562
2019-10-31,160.7467498779297
2019-11-01,157.2022705078125
2019-11-04,154.42417907714844
2019-11-05,149.299072265625
2019-11-06,151.4065704345703
2019-11-07,145.65878295898438
2019-11-08,138.9530029296875
2019-11-11,145.46717834472656
2019-11-13,144.4134063720703
2019-11-14,151.59815979003906
2019-11-15,151.6939697265625
2019-11-18,144.9882049560547
2019-11-19,147.33523559570312
2019-11-20,141.82691955566406
2019-11-21,147.04783630371094
2019-11-22,144.55712890625
2019-11-25,144.03025817871094
2019-11-26,143.88653564453125
2019-11-27,144.6529083251953
2019-11-28,144.5092315673828
2019-11-29,142.11431884765625
2019-12-02,141.060546875
2019-12-03,141.92269897460938
2019-12-04,139.71937561035156
2019-12-05,138.04295349121094
2019-12-06,135.6001434326172
2019-12-09,126.4515609741211
2019-12-10,133.7321014404297
2019-12-11,129.56494140625
2019-12-12,129.32545471191406
2019-12-13,130.81028747558594
2019-12-16,127.98430633544922
2019-12-17,128.03219604492188
2019-12-18,135.79171752929688
2019-12-19,138.9051055908203
2019-12-20,137.37237548828125
2019-12-23,137.9471435546875
2019-12-24,135.9354248046875
2019-12-26,132.4867401123047
2019-12-27,133.2052001953125
2019-12-30,129.4212646484375
2019-12-31,129.7565460205078
2020-01-01,129.27755737304688
2020-01-02,139.1446075439453
2020-01-03,139.4320068359375
2020-01-06,142.7369842529297
2020-01-07,142.06640625
2020-01-08,138.6177215576172
2020-01-09,140.6294708251953
2020-01-10,140.86895751953125
2020-01-13,150.54440307617188
2020-01-14,148.3889617919922
2020-01-15,158.2560272216797
2020-01-16,158.2560272216797
2020-01-17,156.62750244140625
2020-01-20,151.6939697265625
2020-01-21,153.75360107421875
2020-01-22,152.4603271484375
2020-01-23,156.67539978027344
2020-01-24,159.0703125
2020-01-27,157.58544921875
2020-01-28,154.37625122070312
2020-01-29,153.80148315429688
2020-01-30,148.6763458251953
2020-01-31,148.96377563476562
2020-02-03,131.14559936523438
2020-02-04,133.827880859375
2020-02-05,136.65390014648438
2020-02-06,145.03610229492188
2020-02-07,144.03025817871094
2020-02-10,144.9882049560547
2020-02-11,138.66561889648438
2020-02-12,137.03709411621094
2020-02-13,136.0312042236328
2020-02-14,131.14559936523438
2020-02-17,127.26583862304688
2020-02-18,124.10453796386719
2020-02-19,127.17002868652344
2020-02-20,128.55908203125
2020-02-24,123.817138671875
2020-02-25,119.93738555908203
2020-02-26,111.98625946044922
2020-02-27,108.96867370605469
2020-02-28,104.84941101074219
2020-03-02,104.13093566894531
2020-03-03,104.99311065673828
2020-03-04,101.01754760742188
2020-03-05,100.96965026855469
2020-03-06,98.38314056396484
2020-03-09,93.01852416992188
2020-03-11,95.36555480957031
2020-03-12,86.69595336914062
2020-03-13,85.6421890258789
2020-03-16,79.03221893310547
2020-03-17,80.32547760009766
2020-03-18,86.6480484008789
2020-03-19,81.37923431396484
2020-03-20,85.30690002441406
2020-03-23,76.49361419677734
2020-03-24,74.96085357666016
2020-03-25,79.03221893310547
2020-03-26,90.86310577392578
2020-03-27,94.45547485351562
2020-03-30,107.43592071533203
2020-03-31,107.57962036132812
2020-04-01,101.06543731689453
2020-04-03,102.59819030761719
2020-04-07,103.98724365234375
2020-04-08,101.92761993408203
2020-04-09,104.51412200927734
2020-04-13,115.57864379882812
2020-04-15,118.16513061523438
2020-04-16,120.36846160888672
2020-04-17,119.26679992675781
2020-04-20,117.06348419189453
2020-04-21,113.13581848144531
2020-04-22,113.23162078857422
2020-04-23,112.800537109375
2020-04-24,109.20816040039062
2020-04-27,116.63240051269531
2020-04-28,114.28538513183594
2020-04-29,114.90805053710938
2020-04-30,114.81226348876953
2020-05-04,108.87287139892578
2020-05-05,119.6978988647461
2020-05-06,119.84158325195312
2020-05-07,115.48284149169922
2020-05-08,112.51314544677734
2020-05-11,114.09378814697266
2020-05-12,114.76435852050781
2020-05-13,115.09965515136719
2020-05-14,111.79467010498047
2020-05-15,115.77023315429688
2020-05-18,109.92664337158203
2020-05-19,111.26778411865234
2020-05-20,110.16612243652344
2020-05-21,110.64511108398438
2020-05-22,110.9324951171875
2020-05-26,109.83084106445312
2020-05-27,110.35770416259766
2020-05-28,112.89633178710938
2020-05-29,115.72233581542969
2020-06-01,112.08206176757812
2020-06-02,112.41734313964844
2020-06-03,112.41734313964844
2020-06-04,112.32154846191406
2020-06-05,113.51901245117188
2020-06-08,121.08694458007812
2020-06-09,126.16417694091797
2020-06-10,122.09280395507812
2020-06-11,116.87189483642578
2020-06-12,117.30297088623047
2020-06-15,119.50629425048828
2020-06-16,118.59622955322266
2020-06-17,122.66758728027344
2020-06-18,123.24236297607422
2020-06-19,118.97941589355469
2020-06-22,119.21890258789062
2020-06-23,117.87776184082031
2020-06-24,115.67443084716797
2020-06-25,106.09477996826172
2020-06-26,109.25605773925781
2020-06-29,109.0165786743164
2020-06-30,111.74677276611328
2020-07-01,115.48284149169922
2020-07-02,115.67443084716797
2020-07-03,114.09378814697266
2020-07-06,113.51901245117188
2020-07-07,112.60895538330078
2020-07-08,113.18373107910156
2020-07-09,111.98625946044922
2020-07-10,109.78294372558594
2020-07-13,108.92076873779297
2020-07-14,107.24431610107422
2020-07-15,106.86113739013672
2020-07-16,105.90318298339844
2020-07-17,106.23846435546875
2020-07-20,115.72233581542969
2020-07-21,117.82984924316406
2020-07-22,114.1895751953125
2020-07-23,116.8239974975586
2020-07-24,113.18373107910156
2020-07-27,112.56103515625
2020-07-28,111.93836212158203
2020-07-29,111.41148376464844
2020-07-30,110.11821746826172
2020-07-31,107.96279907226562
2020-08-03,106.9090347290039
2020-08-04,108.34598541259766
2020-08-05,110.69300842285156
2020-08-06,109.73504638671875
2020-08-07,110.8366928100586
2020-08-10,112.51314544677734
2020-08-11,111.84255981445312
2020-08-12,111.07618713378906
2020-08-13,112.36946105957031
2020-08-14,111.315673828125
2020-08-17,113.85428619384766
2020-08-18,112.84843444824219
2020-08-19,113.23162078857422
2020-08-20,111.6988754272461
2020-08-21,112.2736587524414
2020-08-24,110.59719848632812
2020-08-25,111.41148376464844
2020-08-26,114.38117980957031
2020-08-27,113.99799346923828
2020-08-28,113.04002380371094
2020-08-31,109.06446075439453
2020-09-01,108.2022933959961
2020-09-02,108.72917175292969
2020-09-03,108.68128204345703
2020-09-04,108.01069641113281
2020-09-07,106.9569320678711
2020-09-08,104.70572662353516
2020-09-09,103.0292739868164
2020-09-10,105.28050231933594
2020-09-11,104.46623229980469
2020-09-14,107.00482940673828
2020-09-15,105.90318298339844
2020-09-16,103.84354400634766
2020-09-17,104.22673034667969
2020-09-18,108.63337707519531
2020-09-21,103.31665802001953
2020-09-22,100.8259506225586
2020-09-23,99.19741821289062
2020-09-24,97.08988189697266
2020-09-25,99.48480224609375
2020-09-28,101.68812561035156
2020-09-29,101.01754760742188
2020-09-30,100.2032699584961
2020-10-01,100.73015594482422
2020-10-05,101.304931640625
2020-10-06,101.54442596435547
2020-10-07,100.68225860595703
2020-10-08,100.0595703125
2020-10-09,99.48480224609375
2020-10-12,98.38314056396484
2020-10-13,97.85625457763672
2020-10-14,97.37728118896484
2020-10-15,96.85038757324219
2020-10-16,97.37728118896484
2020-10-19,101.97551727294922
2020-10-20,99.19741821289062
2020-10-21,98.91002655029297
2020-10-22,98.62263488769531
2020-10-23,98.38314056396484
2020-10-26,98.14364624023438
2020-10-27,97.0419921875
2020-10-28,97.23357391357422
2020-10-29,96.80250549316406
2020-10-30,96.99408721923828
2020-11-02,96.22770690917969
2020-11-03,95.94032287597656
2020-11-04,95.8924331665039
2020-11-05,97.3293685913086
2020-11-06,98.57473754882812
2020-11-09,98.67053985595703
2020-11-10,99.00582885742188
2020-11-11,100.1553726196289
2020-11-12,100.3948745727539
2020-11-13,109.54344940185547
2020-11-14,109.303955078125
2020-11-17,112.36946105957031
2020-11-18,109.16026306152344
2020-11-19,107.34012603759766
2020-11-20,106.9569320678711
2020-11-23,108.34598541259766
2020-11-24,110.30982208251953
2020-11-25,112.84843444824219
2020-11-26,113.23162078857422
2020-11-27,112.60895538330078
2020-12-01,112.32154846191406
2020-12-02,111.55517578125
2020-12-03,113.3274154663086
2020-12-04,111.93836212158203
2020-12-07,117.01558685302734
2020-12-08,115.81812286376953
2020-12-09,121.61381530761719
2020-12-10,123.91295623779297
2020-12-11,126.40363311767578
2020-12-14,126.49946594238281
2020-12-15,124.056640625
2020-12-16,124.91877746582031
2020-12-17,126.21205139160156
2020-12-18,127.55320739746094
2020-12-21,116.34500885009766
2020-12-22,114.66856384277344
2020-12-23,121.08694458007812
2020-12-24,126.69104766845703
2020-12-28,128.080078125
2020-12-29,124.91877746582031
2020-12-30,123.72134399414062
2020-12-31,123.43397521972656
2021-01-01,123.817138671875
2021-01-04,124.2003173828125
2021-01-05,122.85917663574219
2021-01-06,121.42222595214844
2021-01-07,123.14657592773438
2021-01-08,124.15245056152344
2021-01-11,128.94229125976562
2021-01-12,128.55908203125
2021-01-13,126.49946594238281
2021-01-14,126.83472442626953
2021-01-15,123.05077362060547
2021-01-18,125.06250762939453
2021-01-19,128.79855346679688
2021-01-20,133.06150817871094
2021-01-21,132.4388427734375
2021-01-22,125.92467498779297
2021-01-25,122.14070892333984
2021-01-27,123.817138671875
2021-01-28,124.2003173828125
2021-01-29,121.66171264648438
2021-02-01,132.58253479003906
2021-02-02,130.1876220703125
2021-02-03,128.2716827392578
2021-02-04,132.4867401123047
2021-02-05,128.9901580810547
2021-02-08,128.75067138671875
2021-02-09,125.68517303466797
2021-02-10,126.83472442626953
2021-02-11,126.97843933105469
2021-02-12,131.28927612304688
2021-02-15,130.71450805664062
2021-02-16,129.9481201171875
2021-02-17,131.09768676757812
2021-02-18,157.2980499267578
2021-02-19,179.81027221679688
2021-02-22,145.32350158691406
2021-02-23,158.2560272216797
2021-02-24,152.6519317626953
2021-02-25,154.66366577148438
2021-02-26,147.19151306152344
2021-03-01,149.4906463623047
2021-03-02,147.9099884033203
2021-03-03,147.52682495117188
2021-03-04,145.94615173339844
2021-03-05,141.77902221679688
2021-03-08,152.1250457763672
2021-03-09,146.5209503173828
2021-03-10,151.16708374023438
2021-03-12,157.82493591308594
2021-03-15,156.38800048828125
2021-03-16,164.57862854003906
2021-03-17,160.89044189453125
2021-03-18,158.06443786621094
2021-03-19,158.06443786621094
2021-03-22,161.99212646484375
2021-03-23,157.3938751220703
2021-03-24,152.79562377929688
2021-03-25,145.22769165039062
2021-03-26,146.3772735595703
2021-03-30,145.51507568359375
2021-03-31,147.8621063232422
2021-04-01,149.10745239257812
2021-04-05,146.23355102539062
2021-04-06,145.65878295898438
2021-04-07,148.10157775878906
2021-04-08,150.64019775390625
2021-04-09,154.13677978515625
2021-04-12,139.62359619140625
2021-04-13,143.07229614257812
2021-04-15,139.1446075439453
2021-04-16,142.6411590576172
2021-04-19,138.33035278320312
2021-04-20,142.3538055419922
2021-04-22,144.3655242919922
2021-04-23,142.6411590576172
2021-04-26,142.6890869140625
2021-04-27,143.16806030273438
2021-04-28,141.8748016357422
2021-04-29,140.10256958007812
2021-04-30,139.71937561035156
2021-05-03,140.96473693847656
2021-05-04,149.10745239257812
2021-05-05,147.76629638671875
2021-05-06,146.13775634765625
2021-05-07,144.7965850830078
2021-05-10,145.94615173339844
2021-05-11,150.4007110595703
2021-05-12,147.76629638671875
2021-05-14,146.08985900878906
2021-05-17,144.84449768066406
2021-05-18,146.42515563964844
2021-05-19,158.16024780273438
2021-05-20,158.830810546875
2021-05-21,157.10646057128906
2021-05-24,155.47793579101562
2021-05-25,159.88458251953125
2021-05-26,157.3938751220703
2021-05-27,155.47793579101562
2021-05-28,156.5316925048828
2021-05-31,156.43589782714844
2021-06-01,155.4300537109375
2021-06-02,158.16024780273438
2021-06-03,162.32740783691406
2021-06-04,166.8777313232422
2021-06-07,169.3684539794922
2021-06-08,167.11721801757812
2021-06-09,160.6988525390625
2021-06-10,161.6089324951172
2021-06-11,162.71058654785156
2021-06-14,159.83668518066406
2021-06-15,158.92660522460938
2021-06-16,166.78195190429688
2021-06-17,164.5307159423828
2021-06-18,166.2071533203125
2021-06-21,164.05174255371094
2021-06-22,162.42318725585938
2021-06-23,160.50726318359375
2021-06-24,158.87872314453125
2021-06-25,158.35183715820312
2021-06-28,158.2081298828125
2021-06-29,165.58448791503906
2021-06-30,162.47108459472656
2021-07-01,165.20127868652344
2021-07-02,165.1055145263672
2021-07-05,162.9021759033203
2021-07-06,161.51312255859375
2021-07-07,161.51312255859375
2021-07-08,159.1182098388672
2021-07-09,159.78878784179688
2021-07-12,159.30978393554688
2021-07-13,160.12405395507812
2021-07-14,159.30978393554688
2021-07-15,158.63922119140625
2021-07-16,157.7770538330078
2021-07-19,157.2022705078125
2021-07-20,151.83766174316406
2021-07-22,153.9451904296875
2021-07-23,151.83766174316406
2021-07-26,158.6871337890625
2021-07-27,154.2804718017578
2021-07-28,157.82493591308594
2021-07-29,156.29220581054688
2021-07-30,154.9510498046875
2021-08-02,155.90902709960938
2021-08-03,154.23257446289062
2021-08-04,150.4007110595703
2021-08-05,149.299072265625
2021-08-06,149.4906463623047
2021-08-09,149.7301483154297
2021-08-10,145.65878295898438
2021-08-11,143.31175231933594
2021-08-12,142.4016876220703
2021-08-13,141.30003356933594
2021-08-16,138.33035278320312
2021-08-17,133.827880859375
2021-08-18,132.05564880371094
2021-08-20,129.7565460205078
2021-08-23,153.51409912109375
2021-08-24,146.3772735595703
2021-08-25,157.25018310546875
2021-08-26,162.18370056152344
2021-08-27,162.08790588378906
2021-08-30,160.21986389160156
