Date,DEEPAKNTR
2010-09-29,14.74327278137207
2010-09-30,14.934527397155762
2010-10-01,14.80563735961914
2010-10-04,14.955314636230469
2010-10-05,15.005207061767578
2010-10-06,15.233880996704102
2010-10-07,14.93037223815918
2010-10-08,15.300407409667969
2010-10-11,15.362776756286621
2010-10-12,15.134099006652832
2010-10-13,15.300407409667969
2010-10-14,14.980262756347656
2010-10-15,15.870016098022461
2010-10-18,15.928221702575684
2010-10-19,15.595603942871094
2010-10-20,15.595603942871094
2010-10-21,15.641339302062988
2010-10-22,15.82427978515625
2010-10-25,15.861700057983398
2010-10-26,15.766070365905762
2010-10-27,16.29410171508789
2010-10-28,16.01969337463379
2010-10-29,16.007217407226562
2010-11-01,15.924063682556152
2010-11-02,15.924063682556152
2010-11-03,16.210948944091797
2010-11-04,15.9614839553833
2010-11-08,16.31073570251465
2010-11-09,16.107009887695312
2010-11-10,16.531089782714844
2010-11-11,16.47288703918457
2010-11-12,16.42299461364746
2010-11-15,16.285785675048828
2010-11-16,16.13195037841797
2010-11-18,15.803489685058594
2010-11-19,15.990588188171387
2010-11-22,15.973958969116211
2010-11-23,15.716178894042969
2010-11-24,15.820120811462402
2010-11-25,15.674601554870605
2010-11-26,15.645496368408203
2010-11-29,15.633023262023926
2010-11-30,15.383564949035645
2010-12-01,15.383564949035645
2010-12-02,16.136112213134766
2010-12-03,16.136112213134766
2010-12-06,16.215103149414062
2010-12-07,16.173526763916016
2010-12-08,16.13195037841797
2010-12-09,16.13195037841797
2010-12-10,16.13195037841797
2010-12-13,16.244213104248047
2010-12-14,16.01969337463379
2010-12-15,15.79932975769043
2010-12-16,16.0695858001709
2010-12-20,16.13195037841797
2010-12-21,16.29410171508789
2010-12-22,16.49782943725586
2010-12-23,16.22757911682129
2010-12-24,16.22342300415039
2010-12-27,16.215103149414062
2010-12-28,16.215103149414062
2010-12-29,16.215103149414062
2010-12-30,16.215103149414062
2010-12-31,16.215103149414062
2011-01-03,16.215103149414062
2011-01-04,16.431306838989258
2011-01-05,16.431306838989258
2011-01-06,16.215103149414062
2011-01-07,16.219263076782227
2011-01-10,16.215103149414062
2011-01-11,16.219263076782227
2011-01-12,16.539405822753906
2011-01-13,16.435466766357422
2011-01-14,16.65582275390625
2011-01-17,16.38141441345215
2011-01-18,16.393884658813477
2011-01-19,16.393884658813477
2011-01-20,16.256685256958008
2011-01-21,16.22757911682129
2011-01-24,16.215103149414062
2011-01-25,16.572668075561523
2011-01-27,16.622560501098633
2011-01-28,16.414676666259766
2011-01-31,16.31073570251465
2011-02-01,16.256685256958008
2011-02-02,16.219263076782227
2011-02-03,16.215103149414062
2011-02-04,16.256685256958008
2011-02-07,16.215103149414062
2011-02-08,16.215103149414062
2011-02-09,16.215103149414062
2011-02-10,16.215103149414062
2011-02-11,16.298261642456055
2011-02-14,16.215103149414062
2011-02-15,16.410520553588867
2011-02-16,16.410520553588867
2011-02-17,16.256685256958008
2011-02-18,16.256685256958008
2011-02-21,16.215103149414062
2011-02-22,16.215103149414062
2011-02-23,16.215103149414062
2011-02-24,16.215103149414062
2011-02-25,16.215103149414062
2011-02-28,16.13195037841797
2011-03-01,15.350299835205078
2011-03-03,15.350299835205078
2011-03-04,15.350299835205078
2011-03-07,15.79932975769043
2011-03-08,15.79932975769043
2011-03-09,15.300407409667969
2011-03-10,14.967787742614746
2011-03-11,14.967787742614746
2011-03-14,14.967787742614746
2011-03-15,14.967787742614746
2011-03-16,14.967787742614746
2011-03-17,14.967787742614746
2011-03-18,14.967787742614746
2011-03-21,14.967787742614746
2011-03-22,15.383564949035645
2011-03-23,14.55201530456543
2011-03-24,14.55201530456543
2011-03-25,14.647645950317383
2011-03-28,14.5104398727417
2011-03-29,14.655961036682129
2011-03-30,14.655961036682129
2011-03-31,14.685065269470215
2011-04-01,15.633023262023926
2011-04-04,15.383564949035645
2011-04-05,15.383564949035645
2011-04-06,15.225570678710938
2011-04-07,15.79932975769043
2011-04-08,16.29410171508789
2011-04-11,15.791019439697266
2011-04-13,15.441768646240234
2011-04-15,15.441768646240234
2011-04-18,15.383564949035645
2011-04-19,15.795181274414062
2011-04-20,15.795181274414062
2011-04-21,15.296250343322754
2011-04-25,15.624710083007812
2011-04-26,15.375245094299316
2011-04-27,15.45840072631836
2011-04-28,15.383564949035645
2011-04-29,15.267146110534668
2011-05-02,15.300407409667969
2011-05-03,14.734956741333008
2011-05-04,14.809797286987305
2011-05-05,14.884636878967285
2011-05-06,15.358612060546875
2011-05-09,15.55402946472168
2011-05-10,15.549870491027832
2011-05-11,15.753595352172852
2011-05-12,15.217253684997559
2011-05-13,16.215103149414062
2011-05-16,15.716178894042969
2011-05-17,15.633023262023926
2011-05-18,15.262986183166504
2011-05-19,15.383564949035645
2011-05-20,15.462556838989258
2011-05-23,15.317036628723145
2011-05-24,15.317036628723145
2011-05-25,15.317036628723145
2011-05-26,15.383564949035645
2011-05-27,15.134099006652832
2011-05-30,15.466716766357422
2011-05-31,15.00936508178711
2011-06-01,15.549870491027832
2011-06-02,15.466716766357422
2011-06-03,15.620552062988281
2011-06-06,15.042631149291992
2011-06-07,14.967787742614746
2011-06-08,15.29208755493164
2011-06-09,14.80147933959961
2011-06-10,14.967787742614746
2011-06-13,14.967787742614746
2011-06-14,14.91789722442627
2011-06-15,14.635170936584473
2011-06-16,14.635170936584473
2011-06-17,14.198613166809082
2011-06-20,14.485494613647461
2011-06-21,14.547861099243164
2011-06-22,14.655961036682129
2011-06-23,14.381550788879395
2011-06-24,14.527070999145508
2011-06-27,14.556174278259277
2011-06-28,14.302555084228516
2011-06-29,15.379403114318848
2011-06-30,15.383564949035645
2011-07-01,15.387715339660645
2011-07-04,15.549870491027832
2011-07-05,15.021842002868652
2011-07-06,15.466716766357422
2011-07-07,15.466716766357422
2011-07-08,15.383564949035645
2011-07-11,15.383564949035645
2011-07-12,15.404349327087402
2011-07-13,15.637181282043457
2011-07-14,15.965644836425781
2011-07-15,15.903280258178711
2011-07-18,16.244213104248047
2011-07-19,16.888654708862305
2011-07-20,17.533103942871094
2011-07-21,18.052820205688477
2011-07-22,17.807512283325195
2011-07-25,18.83863067626953
2011-07-26,18.710500717163086
2011-07-27,18.2108154296875
2011-07-28,17.642793655395508
2011-07-29,18.044252395629883
2011-08-01,18.04852294921875
2011-08-02,18.04852294921875
2011-08-03,17.758106231689453
2011-08-04,17.096128463745117
2011-08-05,16.77581214904785
2011-08-08,16.229143142700195
2011-08-09,15.631231307983398
2011-08-10,15.631231307983398
2011-08-11,16.229143142700195
2011-08-12,16.05831527709961
2011-08-16,16.33592414855957
2011-08-17,16.229143142700195
2011-08-18,15.802069664001465
2011-08-19,15.802069664001465
