Date,HDFCLIFE
2017-11-17,335.502685546875
2017-11-20,345.96893310546875
2017-11-21,375.128173828125
2017-11-22,384.766845703125
2017-11-23,364.9540710449219
2017-11-24,360.9136657714844
2017-11-27,370.3089599609375
2017-11-28,372.1100769042969
2017-11-29,367.8262023925781
2017-11-30,361.6925354003906
2017-12-01,362.9095458984375
2017-12-04,353.22222900390625
2017-12-05,352.7840576171875
2017-12-06,358.6257019042969
2017-12-07,378.0489807128906
2017-12-08,379.0226135253906
2017-12-11,370.74700927734375
2017-12-12,373.6678161621094
2017-12-13,370.74700927734375
2017-12-14,374.15460205078125
2017-12-15,372.64990234375
2017-12-18,368.7905578613281
2017-12-19,366.2990417480469
2017-12-20,366.5433349609375
2017-12-21,367.4227294921875
2017-12-22,365.9571228027344
2017-12-26,367.91119384765625
2017-12-27,366.250244140625
2017-12-28,369.2791748046875
2017-12-29,377.1443786621094
2018-01-01,380.710693359375
2018-01-02,386.4264221191406
2018-01-03,376.80242919921875
2018-01-04,389.84619140625
2018-01-05,397.6626281738281
2018-01-08,412.4162292480469
2018-01-09,425.5088195800781
2018-01-10,419.4021301269531
2018-01-11,436.451904296875
2018-01-12,445.4896240234375
2018-01-15,463.95599365234375
2018-01-16,471.57708740234375
2018-01-17,467.4245910644531
2018-01-18,473.9219970703125
2018-01-19,470.45343017578125
2018-01-22,459.4127197265625
2018-01-23,448.02996826171875
2018-01-24,444.8056640625
2018-01-25,438.2105407714844
2018-01-29,435.1328430175781
2018-01-30,412.1719970703125
2018-01-31,417.2038269042969
2018-02-01,437.96630859375
2018-02-02,432.2505187988281
2018-02-05,431.5665283203125
2018-02-06,428.73309326171875
2018-02-07,423.5058288574219
2018-02-08,431.37115478515625
2018-02-09,429.46588134765625
2018-02-12,431.6154479980469
2018-02-14,421.99139404296875
2018-02-15,422.08905029296875
2018-02-16,421.5517272949219
2018-02-19,425.8996276855469
2018-02-20,424.5317077636719
2018-02-21,439.2853698730469
2018-02-22,440.45782470703125
2018-02-23,458.0937194824219
2018-02-26,457.5563049316406
2018-02-27,458.2402648925781
2018-02-28,450.6191711425781
2018-03-01,440.6043701171875
2018-03-05,442.50958251953125
2018-03-06,437.0869445800781
2018-03-07,427.51171875
2018-03-08,420.67236328125
2018-03-09,415.78704833984375
2018-03-12,420.5257873535156
2018-03-13,431.8108825683594
2018-03-14,435.03509521484375
2018-03-15,438.3082580566406
2018-03-16,433.1298522949219
2018-03-19,416.1290588378906
2018-03-20,413.1490173339844
2018-03-21,412.8070068359375
2018-03-22,417.69232177734375
2018-03-23,419.3044738769531
2018-03-26,427.51171875
2018-03-27,438.3570556640625
2018-03-28,444.0240783691406
2018-04-02,471.57708740234375
2018-04-03,482.2758483886719
2018-04-04,484.4742126464844
2018-04-05,486.526123046875
2018-04-06,484.9627990722656
2018-04-09,480.7126159667969
2018-04-10,491.9975891113281
2018-04-11,488.2847595214844
2018-04-12,488.1382141113281
2018-04-13,488.3336486816406
2018-04-16,483.39947509765625
2018-04-17,480.0286560058594
2018-04-18,481.8361511230469
2018-04-19,491.9487609863281
2018-04-20,484.2788391113281
2018-04-23,482.2758483886719
2018-04-24,488.0893249511719
2018-04-25,498.8858642578125
2018-04-26,520.8208618164062
2018-04-27,507.2397155761719
2018-04-30,506.1649169921875
2018-05-02,498.2507629394531
2018-05-03,484.6208190917969
2018-05-04,488.8710021972656
2018-05-07,488.4313049316406
2018-05-08,498.2507629394531
2018-05-09,502.94061279296875
2018-05-10,505.77410888671875
2018-05-11,511.29443359375
2018-05-14,527.6113891601562
2018-05-15,494.8798828125
2018-05-16,486.1352844238281
2018-05-17,482.9598083496094
2018-05-18,482.6178283691406
2018-05-21,478.4164733886719
2018-05-22,470.5511474609375
2018-05-23,465.4216003417969
2018-05-24,464.15142822265625
2018-05-25,470.45343017578125
2018-05-28,479.9797668457031
2018-05-29,482.9109191894531
2018-05-30,489.7015075683594
2018-05-31,479.8821105957031
2018-06-01,477.6348571777344
2018-06-04,462.9789733886719
2018-06-05,453.6969299316406
2018-06-06,456.4815673828125
2018-06-07,459.7546691894531
2018-06-08,461.3179626464844
2018-06-11,474.7036437988281
2018-06-12,491.6556396484375
2018-06-13,479.9797668457031
2018-06-14,470.45343017578125
2018-06-15,458.97308349609375
2018-06-18,468.20623779296875
2018-06-19,463.8583068847656
2018-06-20,462.539306640625
2018-06-21,461.5622253417969
2018-06-22,460.5851745605469
2018-06-25,456.4815673828125
2018-06-26,457.0677490234375
2018-06-27,457.9471130371094
2018-06-28,450.17950439453125
2018-06-29,445.68505859375
2018-07-02,447.8345642089844
2018-07-03,448.7627868652344
2018-07-04,449.44671630859375
2018-07-05,451.1565856933594
2018-07-06,457.9471130371094
2018-07-09,463.7117919921875
2018-07-10,464.78656005859375
2018-07-11,458.14251708984375
2018-07-12,468.1085205078125
2018-07-13,460.7317199707031
2018-07-16,449.3001708984375
2018-07-17,453.843505859375
2018-07-18,463.02783203125
2018-07-19,460.1943359375
2018-07-20,478.36767578125
2018-07-23,471.87017822265625
2018-07-24,469.1344299316406
2018-07-25,483.0086975097656
2018-07-26,478.1722106933594
2018-07-27,496.7362976074219
2018-07-30,483.8392333984375
2018-07-31,491.16717529296875
2018-08-01,484.3765563964844
2018-08-02,481.787353515625
2018-08-03,475.2410583496094
2018-08-06,474.26397705078125
2018-08-07,467.1314697265625
2018-08-08,457.26318359375
2018-08-09,455.2602233886719
2018-08-10,454.23431396484375
2018-08-13,453.4526672363281
2018-08-14,457.36090087890625
2018-08-16,450.6191711425781
2018-08-17,450.71685791015625
2018-08-20,451.84051513671875
2018-08-21,451.69390869140625
2018-08-23,456.4815673828125
2018-08-24,451.54742431640625
2018-08-27,450.2283630371094
2018-08-28,450.8634948730469
2018-08-29,455.5533447265625
2018-08-30,455.9441223144531
2018-08-31,451.1565856933594
2018-09-03,449.5932922363281
2018-09-04,442.50958251953125
2018-09-05,444.9523010253906
2018-09-06,443.388916015625
2018-09-07,440.99517822265625
2018-09-10,439.7738342285156
2018-09-11,435.71905517578125
2018-09-12,426.5835876464844
2018-09-14,415.78704833984375
2018-09-17,403.4761657714844
2018-09-18,401.2288818359375
2018-09-19,390.9209289550781
2018-09-21,379.34283447265625
2018-09-24,360.6321716308594
2018-09-25,381.05267333984375
2018-09-26,394.34063720703125
2018-09-27,394.7803649902344
2018-09-28,382.6159362792969
2018-10-01,379.4404602050781
2018-10-03,370.9400939941406
2018-10-04,363.75872802734375
2018-10-05,358.4825744628906
2018-10-08,360.6809997558594
2018-10-09,353.0599670410156
2018-10-10,361.2672424316406
2018-10-11,357.3589782714844
2018-10-12,364.6868896484375
2018-10-15,360.3878479003906
2018-10-16,367.6181640625
2018-10-17,362.8793640136719
2018-10-19,361.2183837890625
2018-10-22,357.3101501464844
2018-10-23,351.6920471191406
2018-10-24,356.38189697265625
2018-10-25,351.5943603515625
2018-10-26,351.54547119140625
2018-10-29,357.7987060546875
2018-10-30,361.3160705566406
2018-10-31,363.75872802734375
2018-11-01,363.9541320800781
2018-11-02,377.73065185546875
2018-11-05,389.9927062988281
2018-11-06,388.52716064453125
2018-11-07,394.34063720703125
2018-11-09,392.1422424316406
2018-11-12,388.6248474121094
2018-11-13,389.406494140625
2018-11-14,392.2398986816406
2018-11-15,388.6737365722656
2018-11-16,384.37469482421875
2018-11-19,375.1903381347656
2018-11-20,378.17034912109375
2018-11-21,381.24810791015625
2018-11-22,384.27691650390625
2018-11-26,387.06158447265625
2018-11-27,383.9349365234375
2018-11-28,385.6937255859375
2018-11-29,383.69073486328125
2018-11-30,387.59893798828125
2018-12-03,389.50421142578125
2018-12-04,389.5530700683594
2018-12-05,387.501220703125
2018-12-06,387.3547058105469
2018-12-07,383.54412841796875
2018-12-10,376.46044921875
2018-12-11,375.9231262207031
2018-12-12,384.27691650390625
2018-12-13,378.3168640136719
2018-12-14,385.05859375
2018-12-17,384.1792297363281
2018-12-18,383.49530029296875
2018-12-19,378.65887451171875
2018-12-20,378.3168640136719
2018-12-21,376.36279296875
2018-12-24,376.26507568359375
2018-12-26,375.9719543457031
2018-12-27,381.6388854980469
2018-12-28,378.46343994140625
2018-12-31,378.26800537109375
2019-01-01,377.53521728515625
2019-01-02,382.17626953125
2019-01-03,382.3228759765625
2019-01-04,384.47235107421875
2019-01-07,384.0326843261719
2019-01-08,385.64483642578125
2019-01-09,386.9150085449219
2019-01-10,397.3695068359375
2019-01-11,397.2718200683594
2019-01-14,383.05560302734375
2019-01-15,378.6099853515625
2019-01-16,378.6099853515625
2019-01-17,381.8831787109375
2019-01-18,374.897216796875
2019-01-21,375.04376220703125
2019-01-22,375.04376220703125
2019-01-23,364.78466796875
2019-01-24,352.9134216308594
2019-01-25,351.1546630859375
2019-01-28,358.8733825683594
2019-01-29,352.03399658203125
2019-01-30,361.9023132324219
2019-01-31,363.0748291015625
2019-02-01,366.8364562988281
2019-02-04,367.56927490234375
2019-02-05,367.6181640625
2019-02-06,361.12066650390625
2019-02-07,359.94818115234375
2019-02-08,356.6750793457031
2019-02-11,348.41888427734375
2019-02-12,345.24346923828125
2019-02-14,351.2523498535156
2019-02-15,350.2752990722656
