Date,HDFCLIFE
2019-02-18,342.55657958984375
2019-02-19,338.84375
2019-02-20,338.3551940917969
2019-02-21,348.6632080078125
2019-02-22,354.1835632324219
2019-02-25,346.4648132324219
2019-02-26,345.58544921875
2019-02-27,342.0191955566406
2019-02-28,344.168701171875
2019-03-01,354.6232604980469
2019-03-05,367.66693115234375
2019-03-06,381.1014709472656
2019-03-07,382.1274108886719
2019-03-08,382.71368408203125
2019-03-11,381.5412292480469
2019-03-12,363.0259094238281
2019-03-13,357.7497863769531
2019-03-14,359.79119873046875
2019-03-15,363.2262268066406
2019-03-18,360.62542724609375
2019-03-19,357.3866882324219
2019-03-20,357.19049072265625
2019-03-22,356.3070983886719
2019-03-25,352.57769775390625
2019-03-26,362.6863708496094
2019-03-27,364.7964782714844
2019-03-28,364.6492614746094
2019-04-01,376.7208251953125
2019-04-02,373.1876220703125
2019-04-03,377.5059814453125
2019-04-04,371.27392578125
2019-04-05,379.02716064453125
2019-04-08,378.2420349121094
2019-04-09,374.6598205566406
2019-04-10,370.047119140625
2019-04-11,386.7804260253906
2019-04-12,397.8215637207031
2019-04-15,397.919677734375
2019-04-16,400.9620361328125
2019-04-18,398.80291748046875
2019-04-22,389.8719482421875
2019-04-23,390.4117431640625
2019-04-24,392.5708312988281
2019-04-25,391.6876220703125
2019-04-26,392.22735595703125
2019-04-30,397.0363464355469
2019-05-02,409.451416015625
2019-05-03,406.5561828613281
2019-05-06,403.4646911621094
2019-05-07,401.6490478515625
2019-05-08,402.6305236816406
2019-05-09,401.9435119628906
2019-05-10,402.4342041015625
2019-05-13,395.1716613769531
2019-05-14,383.7870788574219
2019-05-15,381.0881652832031
2019-05-16,372.8442077636719
2019-05-17,375.4449462890625
2019-05-20,389.6756286621094
2019-05-21,395.7114562988281
2019-05-22,390.7061462402344
2019-05-23,398.7538757324219
2019-05-24,400.37322998046875
2019-05-27,414.7510986328125
2019-05-28,417.0574951171875
2019-05-29,417.7444763183594
2019-05-30,427.5096435546875
2019-05-31,433.44732666015625
2019-06-03,435.7536315917969
2019-06-04,434.4778137207031
2019-06-06,434.0361328125
2019-06-07,443.0162048339844
2019-06-10,441.7894287109375
2019-06-11,437.0295104980469
2019-06-12,432.76031494140625
2019-06-13,443.60504150390625
2019-06-14,439.8265686035156
2019-06-17,435.1157531738281
2019-06-18,433.496337890625
2019-06-19,429.0308837890625
2019-06-20,432.2695617675781
2019-06-21,430.0122985839844
2019-06-24,431.92608642578125
2019-06-25,429.3743591308594
2019-06-26,433.54547119140625
2019-06-27,446.696533203125
2019-06-28,455.4312744140625
2019-07-01,460.7800598144531
2019-07-02,461.074462890625
2019-07-03,470.3489685058594
2019-07-04,480.0160217285156
2019-07-05,464.9510803222656
2019-07-08,454.1554260253906
2019-07-09,447.285400390625
2019-07-10,447.285400390625
2019-07-11,459.1116027832031
2019-07-12,472.8025207519531
2019-07-15,481.9788513183594
2019-07-16,481.9298400878906
2019-07-17,487.91650390625
2019-07-18,494.1976318359375
2019-07-19,478.54388427734375
2019-07-22,481.5372314453125
2019-07-23,499.1047668457031
2019-07-24,490.2718811035156
2019-07-25,491.89129638671875
2019-07-26,489.8302917480469
2019-07-29,476.335693359375
2019-07-30,474.12744140625
2019-07-31,484.3343200683594
2019-08-01,478.88739013671875
2019-08-02,485.16851806640625
2019-08-05,478.1022644042969
2019-08-06,502.5888366699219
2019-08-07,508.47735595703125
2019-08-08,513.1882934570312
2019-08-09,516.9667358398438
2019-08-13,509.7041320800781
2019-08-14,507.39788818359375
2019-08-16,530.117919921875
2019-08-19,514.8076171875
2019-08-20,518.0953979492188
2019-08-21,520.8433837890625
2019-08-22,518.6351928710938
2019-08-23,507.59417724609375
2019-08-26,516.6233520507812
2019-08-27,544.8883056640625
2019-08-28,537.527587890625
2019-08-29,531.6390991210938
2019-08-30,546.8021850585938
2019-09-03,526.7810668945312
2019-09-04,525.7014770507812
2019-09-05,518.6842651367188
2019-09-06,520.0582885742188
2019-09-09,521.0396728515625
2019-09-11,527.9097290039062
2019-09-12,527.860595703125
2019-09-13,530.3632202148438
2019-09-16,527.6643676757812
2019-09-17,520.8433837890625
2019-09-18,529.08740234375
2019-09-19,522.5608520507812
2019-09-20,553.3777465820312
2019-09-23,530.7066650390625
2019-09-24,540.8153686523438
2019-09-25,547.4890747070312
2019-09-26,558.7264404296875
2019-09-27,571.4849853515625
2019-09-30,589.9849243164062
2019-10-01,587.0897216796875
2019-10-03,581.88818359375
2019-10-04,573.5950927734375
2019-10-07,564.7623291015625
2019-10-09,569.7184448242188
2019-10-10,572.9571533203125
2019-10-11,579.6800537109375
2019-10-14,571.4849853515625
2019-10-15,581.740966796875
2019-10-16,599.2593994140625
2019-10-17,603.7249145507812
2019-10-18,597.1493530273438
2019-10-22,599.9463500976562
2019-10-23,596.5604248046875
2019-10-24,603.9212036132812
2019-10-25,599.1613159179688
2019-10-27,608.141357421875
2019-10-29,599.4066772460938
2019-10-30,620.7036743164062
2019-10-31,614.5697021484375
2019-11-01,601.3204345703125
2019-11-04,582.28076171875
2019-11-05,572.8099975585938
2019-11-06,574.0858154296875
2019-11-07,569.3749389648438
2019-11-08,557.3524169921875
2019-11-11,560.3949584960938
2019-11-13,578.2078247070312
2019-11-14,575.4597778320312
2019-11-15,566.7741088867188
2019-11-18,559.8551635742188
2019-11-19,560.1004638671875
2019-11-20,564.026123046875
2019-11-21,578.3059692382812
2019-11-22,575.5088500976562
2019-11-25,586.6971435546875
2019-11-26,586.5008544921875
2019-11-27,574.0858154296875
2019-11-28,565.4983520507812
2019-11-29,560.8856201171875
2019-12-02,558.8246459960938
2019-12-03,573.8895874023438
2019-12-04,572.8099975585938
2019-12-05,565.2039794921875
2019-12-06,564.3206176757812
2019-12-09,561.8670654296875
2019-12-10,559.9041748046875
2019-12-11,561.8670654296875
2019-12-12,572.0738525390625
2019-12-13,577.9624633789062
2019-12-16,581.10302734375
2019-12-17,584.5379028320312
2019-12-18,590.328369140625
2019-12-19,594.0088500976562
2019-12-20,601.3204345703125
2019-12-23,604.706298828125
2019-12-24,613.6864624023438
2019-12-26,623.7951049804688
2019-12-27,619.6731567382812
2019-12-30,624.3348388671875
2019-12-31,614.4224243164062
2020-01-01,609.9078979492188
2020-01-02,622.4701538085938
2020-01-03,618.9861450195312
2020-01-06,608.043212890625
2020-01-07,618.2500610351562
2020-01-08,617.17041015625
2020-01-09,619.771240234375
2020-01-10,611.5272827148438
2020-01-13,613.7845458984375
2020-01-14,602.8416137695312
2020-01-15,605.0988159179688
2020-01-16,596.2169799804688
2020-01-17,596.3641357421875
2020-01-20,587.1387939453125
2020-01-21,590.8191528320312
2020-01-22,601.3694458007812
2020-01-23,604.5592041015625
2020-01-24,595.9715576171875
2020-01-27,588.5618896484375
2020-01-28,592.5367431640625
2020-01-29,593.8125
2020-01-30,589.2979736328125
2020-01-31,588.0712280273438
2020-02-03,554.8007202148438
2020-02-04,562.4558715820312
2020-02-05,572.6137084960938
2020-02-06,582.6243286132812
2020-02-07,584.6361694335938
2020-02-10,577.1282958984375
2020-02-11,572.6627197265625
2020-02-12,567.6083984375
2020-02-13,566.4796752929688
2020-02-14,563.2901611328125
2020-02-17,555.3897094726562
2020-02-18,552.1509399414062
2020-02-19,568.3444213867188
2020-02-20,562.8485107421875
2020-02-24,550.38427734375
2020-02-25,558.9227905273438
2020-02-26,546.7039794921875
2020-02-27,556.1747436523438
2020-02-28,533.9944458007812
2020-03-02,544.2012939453125
2020-03-03,553.0342407226562
2020-03-04,558.0394287109375
2020-03-05,554.457275390625
2020-03-06,537.9692993164062
2020-03-09,508.0358581542969
2020-03-11,504.0119323730469
2020-03-12,464.1169128417969
2020-03-13,497.73077392578125
2020-03-16,465.39276123046875
2020-03-17,456.3145446777344
2020-03-18,411.6596374511719
2020-03-19,409.2060852050781
2020-03-20,410.334716796875
2020-03-23,335.9424743652344
2020-03-24,384.032470703125
2020-03-25,426.2337646484375
2020-03-26,468.5823974609375
2020-03-27,432.8093566894531
2020-03-30,404.8387145996094
2020-03-31,433.1529235839844
2020-04-01,421.91552734375
2020-04-03,414.4566955566406
2020-04-07,461.761474609375
2020-04-08,467.7481994628906
2020-04-09,463.47900390625
2020-04-13,468.9258728027344
2020-04-15,462.939208984375
2020-04-16,480.60491943359375
2020-04-17,486.2971496582031
2020-04-20,498.85943603515625
2020-04-21,487.13140869140625
2020-04-22,494.2958068847656
2020-04-23,479.42718505859375
2020-04-24,444.9300231933594
2020-04-27,475.746826171875
2020-04-28,477.1208190917969
2020-04-29,483.6963806152344
2020-04-30,491.74407958984375
2020-05-04,470.0545654296875
2020-05-05,468.6805419921875
2020-05-06,481.8807067871094
2020-05-07,485.3647766113281
2020-05-08,510.39117431640625
2020-05-11,515.4456176757812
2020-05-12,517.015869140625
2020-05-13,507.1524658203125
2020-05-14,485.80645751953125
2020-05-15,478.2494201660156
2020-05-18,460.6328430175781
2020-05-19,462.9882507324219
2020-05-20,470.3489685058594
2020-05-21,484.6286926269531
2020-05-22,485.5610656738281
2020-05-26,498.0252380371094
2020-05-27,493.9522399902344
2020-05-28,507.2015380859375
2020-05-29,513.482666015625
2020-06-01,506.5145568847656
2020-06-02,490.4191589355469
2020-06-03,492.03851318359375
2020-06-04,507.986572265625
2020-06-05,506.6617736816406
2020-06-08,512.3540649414062
2020-06-09,497.4363708496094
2020-06-10,492.38201904296875
2020-06-11,492.3329162597656
2020-06-12,492.9708557128906
2020-06-15,490.61541748046875
2020-06-16,496.3077087402344
2020-06-17,491.1061706542969
2020-06-18,506.3673400878906
2020-06-19,511.4216003417969
2020-06-22,510.7346496582031
2020-06-23,527.075439453125
2020-06-24,517.4574584960938
2020-06-25,528.4003295898438
2020-06-26,531.83544921875
2020-06-29,527.2227172851562
2020-06-30,538.803466796875
2020-07-01,539.44140625
2020-07-02,537.7730102539062
2020-07-03,561.5235595703125
2020-07-06,573.8404541015625
2020-07-07,571.7794189453125
2020-07-08,571.1415405273438
2020-07-09,574.3311767578125
2020-07-10,581.4956665039062
2020-07-13,589.1506958007812
2020-07-14,587.3350830078125
2020-07-15,583.7528686523438
2020-07-16,588.7090454101562
2020-07-17,603.0869750976562
2020-07-20,605.0008544921875
2020-07-21,615.7964477539062
2020-07-22,598.3271484375
2020-07-23,611.134765625
2020-07-24,610.8402099609375
2020-07-27,621.68505859375
2020-07-28,628.6041259765625
2020-07-29,625.9051513671875
2020-07-30,623.3043212890625
2020-07-31,615.4529418945312
2020-08-03,591.8005981445312
2020-08-04,602.7435302734375
2020-08-05,593.7633666992188
2020-08-06,595.6281127929688
2020-08-07,595.67724609375
2020-08-10,597.5419311523438
2020-08-11,597.4437866210938
2020-08-12,597.4437866210938
2020-08-13,588.6109008789062
2020-08-14,576.8338012695312
2020-08-17,578.15869140625
2020-08-18,586.5008544921875
2020-08-19,592.2421875
2020-08-20,583.9982299804688
2020-08-21,586.9915161132812
2020-08-24,587.6294555664062
2020-08-25,588.6599731445312
2020-08-26,581.0538940429688
2020-08-27,584.9796752929688
2020-08-28,578.404052734375
2020-08-31,564.1243286132812
2020-09-01,568.5407104492188
2020-09-02,570.0619506835938
2020-09-03,571.3869018554688
2020-09-04,563.9772338867188
2020-09-07,580.857666015625
2020-09-08,571.0432739257812
2020-09-09,574.8218994140625
2020-09-10,590.426513671875
2020-09-11,593.5671997070312
2020-09-14,588.3164672851562
2020-09-15,583.1640014648438
2020-09-16,587.4822387695312
2020-09-17,580.857666015625
2020-09-18,574.2330322265625
2020-09-21,568.5897827148438
2020-09-22,568.638916015625
2020-09-23,569.47314453125
2020-09-24,566.92138671875
2020-09-25,566.7741088867188
2020-09-28,570.4054565429688
2020-09-29,560.1986083984375
2020-09-30,549.0103759765625
2020-10-01,558.6283569335938
2020-10-05,564.0752563476562
2020-10-06,571.2396240234375
2020-10-07,568.1972045898438
2020-10-08,572.3192749023438
2020-10-09,563.1429443359375
2020-10-12,552.9360961914062
2020-10-13,556.1747436523438
2020-10-14,561.7197875976562
2020-10-15,551.0713500976562
2020-10-16,550.7278442382812
2020-10-19,559.9041748046875
2020-10-20,560.3949584960938
2020-10-21,552.2490234375
2020-10-22,550.6788330078125
2020-10-23,554.015625
2020-10-26,567.90283203125
2020-10-27,576.3922119140625
2020-10-28,575.2636108398438
2020-10-29,575.2144165039062
2020-10-30,578.796630859375
2020-11-02,576.5885009765625
2020-11-03,587.9239501953125
2020-11-04,583.2130737304688
2020-11-05,581.0538940429688
2020-11-06,579.630859375
2020-11-09,581.8390502929688
2020-11-10,598.3271484375
2020-11-11,611.8707275390625
2020-11-12,618.6917724609375
2020-11-13,615.8455200195312
2020-11-14,624.2858276367188
2020-11-17,657.6052856445312
2020-11-18,652.4528198242188
2020-11-19,634.051025390625
2020-11-20,651.569580078125
2020-11-23,649.0177612304688
2020-11-24,651.81494140625
2020-11-25,652.7471923828125
2020-11-26,648.5270385742188
2020-11-27,634.787109375
2020-12-01,629.9780883789062
2020-12-02,624.6783447265625
2020-12-03,635.9157104492188
2020-12-04,631.3031005859375
2020-12-07,637.4860229492188
2020-12-08,639.3997802734375
2020-12-09,640.4793701171875
2020-12-10,647.2021484375
2020-12-11,652.1583862304688
2020-12-14,643.5709228515625
2020-12-15,639.3507080078125
2020-12-16,636.6517944335938
2020-12-17,642.3931884765625
2020-12-18,641.951416015625
2020-12-21,617.513916015625
2020-12-22,629.3401489257812
2020-12-23,636.5535888671875
2020-12-24,645.04296875
2020-12-28,666.0946044921875
2020-12-29,660.6968994140625
2020-12-30,663.1503295898438
2020-12-31,663.9354248046875
2021-01-01,665.8002319335938
2021-01-04,682.9260864257812
2021-01-05,700.4937133789062
2021-01-06,705.6951904296875
2021-01-07,691.2191772460938
2021-01-08,703.6832275390625
2021-01-11,711.6328125
2021-01-12,705.0573120117188
2021-01-13,700.0028686523438
2021-01-14,693.7708740234375
2021-01-15,691.7589111328125
2021-01-18,681.0613403320312
2021-01-19,685.5758666992188
2021-01-20,689.894287109375
2021-01-21,687.4898071289062
2021-01-22,674.633056640625
2021-01-25,667.7630615234375
2021-01-27,670.16748046875
2021-01-28,659.32275390625
2021-01-29,665.3584594726562
2021-02-01,686.066650390625
2021-02-02,668.4010009765625
2021-02-03,676.3995971679688
2021-02-04,667.7630615234375
2021-02-05,668.8916625976562
2021-02-08,671.34521484375
2021-02-09,691.80810546875
2021-02-10,705.6951904296875
2021-02-11,700.935302734375
2021-02-12,697.7456665039062
2021-02-15,682.3372802734375
2021-02-16,682.435302734375
2021-02-17,690.0413818359375
2021-02-18,700.19921875
2021-02-19,697.4512329101562
2021-02-22,677.7734985351562
2021-02-23,692.5932006835938
2021-02-24,705.4498291015625
2021-02-25,719.8767700195312
2021-02-26,687.6370239257812
2021-03-01,692.1515502929688
2021-03-02,707.4126586914062
2021-03-03,713.9883422851562
2021-03-04,707.1182861328125
2021-03-05,703.9285888671875
2021-03-08,709.522705078125
2021-03-09,726.4524536132812
2021-03-10,717.7666625976562
2021-03-12,697.5984497070312
2021-03-15,691.0719604492188
2021-03-16,689.9923095703125
2021-03-17,676.9883422851562
2021-03-18,668.2046508789062
2021-03-19,675.66357421875
2021-03-22,667.2233276367188
2021-03-23,670.8545532226562
2021-03-24,663.9354248046875
2021-03-25,654.6118774414062
2021-03-26,659.224609375
2021-03-30,674.9765625
2021-03-31,683.2696533203125
2021-04-01,678.1661987304688
2021-04-05,669.4805297851562
2021-04-06,684.2019653320312
2021-04-07,686.851806640625
2021-04-08,688.4220581054688
2021-04-09,681.9446411132812
2021-04-12,674.534912109375
2021-04-13,692.9857177734375
2021-04-15,681.5521850585938
2021-04-16,677.8226928710938
2021-04-19,653.5814208984375
2021-04-20,672.473876953125
2021-04-22,666.4380493164062
2021-04-23,673.6025390625
2021-04-26,691.3663940429688
2021-04-27,666.1437377929688
2021-04-28,660.10791015625
2021-04-29,662.1199340820312
2021-04-30,652.7471923828125
2021-05-03,659.4208984375
2021-05-04,655.446044921875
2021-05-05,661.8744506835938
2021-05-06,659.32275390625
2021-05-07,660.156982421875
2021-05-10,667.41943359375
2021-05-11,658.7828979492188
2021-05-12,656.3784790039062
2021-05-14,658.14501953125
2021-05-17,653.9248046875
2021-05-18,654.3175048828125
2021-05-19,653.7777099609375
2021-05-20,655.1026000976562
2021-05-21,658.2432861328125
2021-05-24,657.8015747070312
2021-05-25,646.90771484375
2021-05-26,646.269775390625
2021-05-27,651.7166748046875
2021-05-28,656.5256958007812
2021-05-31,653.5323486328125
2021-06-01,652.894287109375
2021-06-02,663.3466796875
2021-06-03,665.849365234375
2021-06-04,668.2537231445312
2021-06-07,667.4685668945312
2021-06-08,676.890380859375
2021-06-09,672.179443359375
2021-06-10,676.44873046875
2021-06-11,669.9221801757812
2021-06-14,669.0389404296875
2021-06-15,679.6874389648438
2021-06-16,679.2948608398438
2021-06-17,687.2933959960938
2021-06-18,696.0281982421875
2021-06-21,705.4007568359375
2021-06-22,703.43798828125
2021-06-23,704.41943359375
2021-06-24,706.2349243164062
2021-06-25,712.4671020507812
2021-06-28,683.2696533203125
2021-06-29,673.7496948242188
2021-06-30,675.5411987304688
2021-07-01,674.9998168945312
2021-07-02,676.722412109375
2021-07-05,667.27294921875
2021-07-06,669.3890991210938
2021-07-07,674.4584350585938
2021-07-08,670.6195068359375
2021-07-09,672.5390014648438
2021-07-12,672.2437133789062
2021-07-13,682.5299682617188
2021-07-14,677.7066650390625
2021-07-15,682.7760009765625
2021-07-16,687.0577392578125
2021-07-19,668.0603637695312
2021-07-20,653.0494384765625
2021-07-22,651.7205200195312
2021-07-23,654.9196166992188
2021-07-26,652.7048950195312
2021-07-27,658.266357421875
2021-07-28,654.4274291992188
2021-07-29,652.261962890625
2021-07-30,653.6400146484375
2021-08-02,659.8412475585938
2021-08-03,663.237060546875
2021-08-04,664.7136840820312
2021-08-05,659.0045776367188
2021-08-06,662.843505859375
2021-08-09,656.543701171875
2021-08-10,659.7920532226562
2021-08-11,656.19921875
2021-08-12,664.3692016601562
2021-08-13,659.9889526367188
2021-08-16,662.9910888671875
2021-08-17,658.9061889648438
2021-08-18,660.5302124023438
2021-08-20,657.38037109375
2021-08-23,658.3155517578125
2021-08-24,660.5794677734375
2021-08-25,676.7716064453125
2021-08-26,687.8943481445312
2021-08-27,693.0620727539062
2021-08-30,701.1828002929688
2021-08-31,706.4982299804688
2021-09-01,707.28564453125
2021-09-02,747.1015014648438
2021-09-03,722.88720703125
2021-09-06,724.5112915039062
2021-09-07,722.7395629882812
2021-09-08,731.9921264648438
2021-09-09,725.7908935546875
2021-09-13,723.3793334960938
2021-09-14,727.6119384765625
