Date,LLOYDSME
2024-01-31,565.0936279296875
2024-02-01,556.9653930664062
2024-02-02,541.8057861328125
2024-02-05,549.3356323242188
2024-02-06,568.9832763671875
2024-02-07,569.7313232421875
2024-02-08,567.6369018554688
2024-02-09,557.4141845703125
2024-02-12,545.5955810546875
2024-02-13,530.5358276367188
2024-02-14,530.8349609375
2024-02-15,556.56640625
2024-02-16,558.56103515625
2024-02-19,574.2692260742188
2024-02-20,573.6708374023438
2024-02-21,572.1748046875
2024-02-22,569.1828002929688
2024-02-23,590.1768188476562
2024-02-26,594.3656616210938
2024-02-27,581.6994018554688
2024-02-28,562.5006103515625
2024-02-29,594.1162719726562
2024-03-01,585.4395141601562
2024-03-04,605.7852172851562
2024-03-05,603.4912719726562
2024-03-06,581.4002075195312
2024-03-07,591.4234619140625
2024-03-11,571.02783203125
2024-03-12,559.1594848632812
2024-03-13,538.9134521484375
2024-03-14,560.505859375
2024-03-15,562.3509521484375
2024-03-18,586.3370971679688
2024-03-19,577.26123046875
2024-03-20,575.515869140625
2024-03-21,587.4839477539062
2024-03-22,577.6103515625
2024-03-26,564.4952392578125
2024-03-27,608.1787719726562
2024-03-28,600.3995361328125
2024-04-01,599.2026977539062
2024-04-02,609.7246704101562
2024-04-03,607.3809814453125
2024-04-04,627.4275512695312
2024-04-05,641.3403930664062
2024-04-08,652.011962890625
2024-04-09,655.0538330078125
2024-04-10,692.7034912109375
2024-04-12,694.897705078125
2024-04-15,692.952880859375
2024-04-16,695.346435546875
2024-04-18,717.3876953125
2024-04-19,720.6290283203125
2024-04-22,729.4057006835938
2024-04-23,716.6895751953125
2024-04-24,729.2062377929688
2024-04-25,728.5579223632812
2024-04-26,725.3165893554688
2024-04-29,716.19091796875
2024-04-30,740.2268676757812
2024-05-02,737.2348022460938
2024-05-03,710.0074462890625
2024-05-06,692.0552368164062
2024-05-07,679.1396484375
2024-05-08,675.8484497070312
2024-05-09,661.9853515625
2024-05-10,680.4860229492188
2024-05-13,698.6875
2024-05-14,696.3438110351562
2024-05-15,690.5592651367188
2024-05-16,681.1842041015625
2024-05-17,709.4089965820312
2024-05-21,713.3484497070312
2024-05-22,703.8737182617188
2024-05-23,703.3750610351562
2024-05-24,700.6822509765625
2024-05-27,693.8505249023438
2024-05-28,689.063232421875
2024-05-29,689.71142578125
2024-05-30,683.42822265625
2024-05-31,678.4913330078125
2024-06-03,690.5592651367188
2024-06-04,628.6741943359375
2024-06-05,647.1749267578125
2024-06-06,698.7374267578125
2024-06-07,704.5220336914062
2024-06-10,716.7394409179688
2024-06-11,721.9755249023438
2024-06-12,722.5738525390625
2024-06-13,718.6842041015625
2024-06-14,721.4768676757812
2024-06-18,745.7122192382812
2024-06-19,715.0440063476562
2024-06-20,733.2454833984375
2024-06-21,732.6969604492188
2024-06-24,726.6629638671875
2024-06-25,724.2195434570312
2024-06-26,726.2142333984375
2024-06-27,726.41357421875
2024-06-28,730.25341796875
2024-07-01,730.901611328125
2024-07-02,728.1091918945312
2024-07-03,736.6363525390625
2024-07-04,773.0393676757812
2024-07-05,761.320556640625
2024-07-08,752.1948852539062
2024-07-09,757.181640625
2024-07-10,752.4442749023438
2024-07-11,743.2687377929688
2024-07-12,745.4130249023438
2024-07-15,737.7833862304688
2024-07-16,731.998779296875
2024-07-18,737.2348022460938
2024-07-19,707.61376953125
2024-07-22,693.6510009765625
2024-07-23,709.6083984375
2024-07-24,708.4614868164062
2024-07-25,722.7733764648438
2024-07-26,746.9589233398438
2024-07-29,733.0459594726562
2024-07-30,737.7335205078125
2024-07-31,729.5054321289062
2024-08-01,775.8818359375
2024-08-02,779.4722290039062
2024-08-05,724.1696166992188
2024-08-06,714.3458251953125
2024-08-07,737.4841918945312
2024-08-08,736.43701171875
2024-08-09,759.8744506835938
2024-08-12,757.4309692382812
2024-08-13,745.796630859375
2024-08-14,733.1636352539062
2024-08-16,739.0057373046875
2024-08-19,750.0908203125
2024-08-20,746.5955200195312
2024-08-21,754.3851318359375
2024-08-22,775.5066528320312
2024-08-23,767.3676147460938
2024-08-26,777.6038208007812
2024-08-27,775.7562866210938
2024-08-28,779.501220703125
2024-08-29,768.2164306640625
2024-08-30,773.4094848632812
2024-09-02,765.3203125
2024-09-03,771.1624755859375
2024-09-04,778.3028564453125
2024-09-05,778.2030029296875
2024-09-06,768.7657470703125
2024-09-09,758.8290405273438
2024-09-10,749.7413330078125
2024-09-11,739.0057373046875
2024-09-12,753.2864990234375
2024-09-13,773.0599365234375
2024-09-16,788.9385986328125
2024-09-17,819.7470703125
2024-09-18,815.3031616210938
2024-09-19,801.8711547851562
2024-09-20,841.9172973632812
2024-09-23,870.0294799804688
2024-09-24,876.0713500976562
2024-09-25,872.4761962890625
2024-09-26,918.014892578125
2024-09-27,941.5831909179688
2024-09-30,947.0757446289062
2024-10-01,979.4322509765625
2024-10-03,984.2757568359375
2024-10-04,971.3432006835938
2024-10-07,907.3292846679688
2024-10-08,927.0527954101562
2024-10-09,981.9788208007812
2024-10-10,992.8642578125
2024-10-11,982.228515625
2024-10-14,997.9573364257812
2024-10-15,996.10986328125
2024-10-16,1004.6983032226562
2024-10-17,1000.0045776367188
2024-10-18,996.3594970703125
2024-10-21,999.5053100585938
2024-10-22,976.236572265625
2024-10-23,973.5401611328125
2024-10-24,995.76025390625
2024-10-25,961.7560424804688
2024-10-28,937.6385498046875
2024-10-29,949.5724487304688
2024-10-30,954.4658813476562
2024-10-31,971.5429077148438
2024-11-01,976.7858276367188
2024-11-04,968.8465576171875
2024-11-05,974.1893310546875
2024-11-06,1014.6848754882812
2024-11-07,994.412109375
2024-11-08,1004.6983032226562
2024-11-11,990.6671752929688
2024-11-12,991.0166625976562
2024-11-13,940.7842407226562
2024-11-14,923.0081787109375
2024-11-18,922.9583129882812
2024-11-19,947.4253540039062
2024-11-21,913.720703125
2024-11-22,911.9730224609375
2024-11-25,964.2027587890625
2024-11-26,956.8626708984375
2024-11-27,959.95849609375
2024-11-28,967.3984985351562
2024-11-29,1038.1033935546875
2024-12-02,1048.8388671875
2024-12-03,1055.8795166015625
2024-12-04,1067.9132080078125
2024-12-05,1058.775390625
2024-12-06,1049.38818359375
2024-12-09,1096.524658203125
2024-12-10,1123.7880859375
2024-12-11,1116.248291015625
2024-12-12,1096.724365234375
2024-12-13,1114.1510009765625
2024-12-16,1147.20654296875
2024-12-17,1152.199951171875
2024-12-18,1176.7667236328125
2024-12-19,1139.866455078125
2024-12-20,1133.4749755859375
2024-12-23,1161.1378173828125
2024-12-24,1187.55224609375
2024-12-26,1165.731689453125
2024-12-27,1180.212158203125
2024-12-30,1213.517333984375
2024-12-31,1230.19482421875
2025-01-01,1261.3031005859375
2025-01-02,1338.9486083984375
2025-01-03,1439.3135986328125
2025-01-06,1382.489990234375
2025-01-07,1418.9908447265625
2025-01-08,1425.38232421875
2025-01-09,1433.8209228515625
2025-01-10,1447.702392578125
2025-01-13,1369.5574951171875
2025-01-14,1416.6939697265625
2025-01-15,1430.824951171875
2025-01-16,1432.5726318359375
2025-01-17,1421.6373291015625
2025-01-20,1394.2242431640625
2025-01-21,1412.25
2025-01-22,1376.5479736328125
2025-01-23,1389.330810546875
2025-01-24,1373.352294921875
2025-01-27,1292.810791015625
2025-01-28,1230.0450439453125
2025-01-29,1256.259765625
2025-01-30,1246.9224853515625
2025-01-31,1237.4351806640625
2025-02-01,1226.3001708984375
2025-02-03,1156.044677734375
2025-02-04,1193.6441650390625
2025-02-05,1182.95849609375
2025-02-06,1202.38232421875
2025-02-07,1221.20703125
2025-02-10,1173.6209716796875
2025-02-11,1136.37109375
2025-02-12,1179.4632568359375
2025-02-13,1190.5980224609375
2025-02-14,1134.9730224609375
2025-02-17,1128.2320556640625
2025-02-18,1136.4710693359375
2025-02-19,1170.3255615234375
2025-02-20,1191.4969482421875
2025-02-21,1191.9464111328125
2025-02-24,1145.109375
2025-02-25,1122.4398193359375
2025-02-27,1056.5784912109375
2025-02-28,1019.72802734375
2025-03-03,981.7791137695312
2025-03-04,969.2958984375
2025-03-05,1026.419189453125
2025-03-06,1102.1171875
2025-03-07,1150.152587890625
2025-03-10,1154.0972900390625
2025-03-11,1141.91357421875
2025-03-12,1112.7529296875
2025-03-13,1120.2928466796875
2025-03-17,1122.4398193359375
2025-03-18,1122.4398193359375
2025-03-19,1247.7711181640625
2025-03-20,1255.2113037109375
2025-03-21,1310.3870849609375
2025-03-24,1304.045654296875
2025-03-25,1277.4813232421875
2025-03-26,1264.4986572265625
2025-03-27,1286.4193115234375
2025-03-28,1285.5203857421875
2025-04-01,1275.1343994140625
2025-04-02,1328.0133056640625
2025-04-03,1318.67578125
2025-04-04,1238.13427734375
2025-04-07,1116.7974853515625
2025-04-08,1193.344482421875
2025-04-09,1150.0028076171875
2025-04-11,1195.7412109375
2025-04-15,1236.736083984375
2025-04-16,1282.374755859375
2025-04-17,1284.471923828125
2025-04-21,1287.7674560546875
2025-04-22,1317.9268798828125
2025-04-23,1315.929443359375
2025-04-24,1325.0174560546875
2025-04-25,1278.87939453125
2025-04-28,1238.13427734375
2025-04-29,1201.5833740234375
2025-04-30,1201.5833740234375
2025-05-02,1195.5914306640625
2025-05-05,1228.0477294921875
2025-05-06,1207.4754638671875
2025-05-07,1223.3541259765625
2025-05-08,1195.69140625
2025-05-09,1173.920654296875
2025-05-12,1261.3031005859375
2025-05-13,1265.297607421875
2025-05-14,1329.011962890625
2025-05-15,1312.5341796875
2025-05-16,1304.844482421875
2025-05-19,1329.11181640625
2025-05-20,1324.018798828125
2025-05-21,1319.22509765625
2025-05-22,1327.6138916015625
2025-05-23,1337.400634765625
2025-05-26,1348.1942138671875
2025-05-27,1356.689208984375
2025-05-28,1355.2900390625
2025-05-29,1412.65576171875
2025-05-30,1392.267822265625
2025-06-02,1352.6915283203125
2025-06-03,1441.2386474609375
2025-06-04,1499.10400390625
2025-06-05,1526.6875
2025-06-06,1458.0286865234375
2025-06-09,1491.5086669921875
2025-06-10,1506.9993896484375
2025-06-11,1506.4996337890625
2025-06-12,1495.206298828125
2025-06-13,1486.0118408203125
2025-06-16,1517.4930419921875
2025-06-17,1523.6893310546875
2025-06-18,1502.2021484375
2025-06-19,1466.723388671875
2025-06-20,1467.023193359375
2025-06-23,1501.302734375
2025-06-24,1525.48828125
2025-06-25,1521.290771484375
2025-06-26,1547.075439453125
2025-06-27,1547.4752197265625
2025-06-30,1587.950927734375
2025-07-01,1579.4560546875
2025-07-02,1524.1890869140625
2025-07-03,1530.285400390625
2025-07-04,1552.77197265625
2025-07-07,1527.786865234375
2025-07-08,1487.4111328125
2025-07-09,1479.3157958984375
2025-07-10,1521.590576171875
2025-07-11,1488.0107421875
2025-07-14,1477.4171142578125
2025-07-15,1477.616943359375
2025-07-16,1487.510986328125
2025-07-17,1471.220703125
2025-07-18,1471.7203369140625
2025-07-21,1528.486572265625
2025-07-22,1529.8857421875
2025-07-23,1525.8880615234375
2025-07-24,1532.484130859375
2025-07-25,1503.4014892578125
2025-07-28,1469.6217041015625
2025-07-29,1483.2135009765625
2025-07-30,1517.2930908203125
2025-07-31,1503.8011474609375
2025-08-01,1444.736572265625
2025-08-04,1473.71923828125
2025-08-05,1450.2332763671875
2025-08-06,1455.0303955078125
2025-08-07,1429.8453369140625
2025-08-08,1399.463623046875
2025-08-11,1389.06982421875
2025-08-12,1379.975341796875
2025-08-13,1411.856201171875
2025-08-14,1397.864501953125
2025-08-18,1378.4761962890625
2025-08-19,1396.3653564453125
2025-08-20,1416.1536865234375
2025-08-21,1391.7681884765625
2025-08-22,1352.891357421875
2025-08-25,1340.09912109375
2025-08-26,1307.7183837890625
2025-08-28,1305.7196044921875
2025-08-29,1288.0302734375
2025-09-01,1327.206787109375
2025-09-02,1317.2127685546875
2025-09-03,1336.1014404296875
2025-09-04,1297.424560546875
2025-09-05,1292.62744140625
2025-09-08,1302.121826171875
2025-09-09,1315.3138427734375
2025-09-10,1313.9146728515625
2025-09-11,1302.2216796875
2025-09-12,1295.7255859375
2025-09-15,1321.610107421875
2025-09-16,1312.915283203125
2025-09-17,1339.49951171875
2025-09-18,1332.7034912109375
2025-09-19,1327.70654296875
2025-09-22,1312.515625
2025-09-23,1317.2127685546875
2025-09-24,1302.0218505859375
2025-09-25,1275.8375244140625
2025-09-26,1245.2557373046875
2025-09-29,1255.249755859375
2025-09-30,1224.268310546875
2025-10-01,1235.161865234375
2025-10-03,1311.5162353515625
2025-10-06,1310.8165283203125
2025-10-07,1310.61669921875
2025-10-08,1295.1259765625
2025-10-09,1349.2935791015625
2025-10-10,1343.3970947265625
2025-10-13,1316.51318359375
2025-10-14,1322.609619140625
2025-10-15,1341.798095703125
2025-10-16,1321.8099365234375
2025-10-17,1322.609619140625
2025-10-20,1319.9111328125
2025-10-21,1349.793212890625
2025-10-23,1323.4090576171875
2025-10-24,1335.5018310546875
2025-10-27,1326.9068603515625
2025-10-28,1318.212158203125
2025-10-29,1311.6160888671875
2025-10-30,1319.1116943359375
2025-10-31,1304.020751953125
2025-11-03,1320.0111083984375
2025-11-04,1317.2127685546875
2025-11-06,1313.71484375
2025-11-07,1314.814208984375
2025-11-10,1318.811767578125
2025-11-11,1318.7119140625
2025-11-12,1316.1134033203125
2025-11-13,1270.5406494140625
2025-11-14,1286.5311279296875
2025-11-17,1258.4478759765625
2025-11-18,1248.8536376953125
2025-11-19,1264.0445556640625
2025-11-20,1263.1451416015625
2025-11-21,1222.26953125
2025-11-24,1190.9881591796875
2025-11-25,1188.0899658203125
2025-11-26,1240.2587890625
2025-11-27,1228.166015625
2025-11-28,1219.671142578125
2025-12-01,1218.971435546875
2025-12-02,1210.0767822265625
2025-12-03,1203.480712890625
2025-12-04,1195.0858154296875
2025-12-05,1219.5711669921875
2025-12-08,1218.7716064453125
2025-12-09,1239.2593994140625
2025-12-10,1281.2342529296875
2025-12-11,1279.435302734375
2025-12-12,1287.530517578125
2025-12-15,1287.230712890625
2025-12-16,1308.7178955078125
2025-12-17,1304.620361328125
2025-12-18,1309.11767578125
2025-12-19,1300.123046875
2025-12-22,1351.692138671875
2025-12-23,1388.3702392578125
2025-12-24,1374.3785400390625
2025-12-26,1368.9818115234375
2025-12-29,1386.5712890625
2025-12-30,1293.5269775390625
2025-12-31,1320.5108642578125
2026-01-01,1351.59228515625
2026-01-02,1347.994384765625
2026-01-05,1335.40185546875
2026-01-06,1317.71240234375
2026-01-07,1336.801025390625
2026-01-08,1286.031494140625
2026-01-09,1264.4442138671875
2026-01-12,1251.35205078125
2026-01-13,1234.9619140625
2026-01-14,1237.9600830078125
2026-01-15,1237.9600830078125
2026-01-16,1228.265869140625
2026-01-19,1205.1796875
2026-01-20,1166.1031494140625
2026-01-21,1141.5177001953125
2026-01-22,1151.411865234375
2026-01-23,1114.833740234375
2026-01-27,1100.04248046875
2026-01-28,1141.31787109375
2026-01-29,1132.7230224609375
2026-01-30,1103.1407470703125
2026-02-02,1097.5439453125
2026-02-03,1168.0018310546875
2026-02-04,1284.732177734375
2026-02-05,1265.34375
2026-02-06,1260.546630859375
2026-02-09,1257.448486328125
2026-02-10,1248.9534912109375
2026-02-11,1221.8697509765625
2026-02-12,1224.867919921875
2026-02-13,1189.68896484375
2026-02-16,1187.2904052734375
2026-02-17,1174.9976806640625
2026-02-18,1210.676513671875
2026-02-19,1126.7266845703125
2026-02-20,1142.3172607421875
2026-02-23,1138.3197021484375
2026-02-24,1163.4046630859375
2026-02-25,1251.0523681640625
2026-02-26,1263.644775390625
2026-02-27,1232.2635498046875
2026-03-02,1209.7769775390625
2026-03-04,1165.103759765625
2026-03-05,1204.8798828125
2026-03-06,1183.2928466796875
2026-03-09,1161.6058349609375
2026-03-10,1170.1007080078125
2026-03-11,1184.891845703125
2026-03-12,1204.2802734375
2026-03-13,1140.11865234375
2026-03-16,1146.5147705078125
2026-03-17,1235.5616455078125
2026-03-18,1246.255126953125
2026-03-19,1184.6920166015625
2026-03-20,1245.055908203125
2026-03-23,1208.87744140625
2026-03-24,1258.0482177734375
2026-03-25,1306.9188232421875
2026-03-27,1277.5364990234375
2026-03-30,1270.9403076171875
2026-04-01,1346.7950439453125
2026-04-02,1387.4708251953125
2026-04-06,1435.841796875
2026-04-07,1441.038818359375
2026-04-08,1482.4140625
2026-04-09,1486.11181640625
2026-04-10,1505.30029296875
2026-04-13,1502.0023193359375
2026-04-15,1510.7969970703125
2026-04-16,1555.7701416015625
2026-04-17,1622.3304443359375
2026-04-20,1628.126953125
2026-04-21,1648.91455078125
2026-04-22,1678.496826171875
2026-04-23,1696.7860107421875
2026-04-24,1694.587158203125
2026-04-27,1729.366455078125
2026-04-28,1750.8536376953125
2026-04-29,1771.1414794921875
2026-04-30,1763.34619140625
2026-05-01,1763.34619140625
2026-05-04,1796.4263916015625
2026-05-05,1782.734619140625
2026-05-06,1763.34619140625
2026-05-07,1725.6685791015625
2026-05-08,1735.262939453125
2026-05-11,1742.658447265625
2026-05-12,1702.7823486328125
2026-05-13,1748.7548828125
2026-05-14,1757.9493408203125
2026-05-15,1732.9642333984375
2026-05-18,1696.0863037109375
2026-05-19,1663.5057373046875
2026-05-20,1653.9114990234375
2026-05-21,1713.076171875
2026-05-22,1736.2623291015625
2026-05-25,1800.3240966796875
2026-05-26,1852.5927734375
2026-05-27,1857.6898193359375
2026-05-28,1857.6898193359375
2026-05-29,1801.0235595703125
2026-06-01,1816.5142822265625
2026-06-02,1820.61181640625
2026-06-03,1791.729248046875
2026-06-04,1774.439453125
2026-06-05,1777.53759765625
2026-06-08,1710.1778564453125
2026-06-09,1716.17431640625
2026-06-10,1702.7823486328125
2026-06-11,1673.199951171875
2026-06-12,1761.9000244140625
2026-06-15,1767.9000244140625
2026-06-16,1765.0
2026-06-17,1754.300048828125
2026-06-18,1756.199951171875
2026-06-19,1766.199951171875
2026-06-22,1785.5999755859375
2026-06-23,1767.4000244140625
2026-06-24,1704.300048828125
2026-06-25,1721.4000244140625
2026-06-26,1721.4000244140625
2026-06-29,1805.699951171875
2026-06-30,1810.4000244140625
2026-07-01,1805.9000244140625
2026-07-02,1811.9000244140625
2026-07-03,1777.0
2026-07-06,1755.4000244140625
2026-07-07,1755.5999755859375
2026-07-08,1725.800048828125
2026-07-09,1745.0999755859375
2026-07-10,1799.5999755859375
2026-07-13,1827.0999755859375
2026-07-14,1825.5
2026-07-15,1866.0999755859375
2026-07-16,1843.5
2026-07-17,1865.4000244140625
2026-07-20,1907.9000244140625
2026-07-21,1936.4000244140625
2026-07-22,1871.699951171875
2026-07-23,1930.5999755859375
2026-07-24,1940.5
2026-07-27,2014.9000244140625
2026-07-28,1979.0999755859375
2026-07-29,2051.300048828125
2026-07-30,2015.0999755859375
2026-07-31,2047.0
2026-08-03,2050.60009765625
2026-08-04,2053.0
2026-08-05,2087.10009765625
2026-08-06,2059.0
2026-08-07,2101.199951171875
2026-08-10,2052.800048828125
2026-08-11,1986.199951171875
2026-08-12,1893.5999755859375
2026-08-13,1898.4000244140625
2026-08-14,1918.5999755859375
2026-08-17,1942.0
2026-08-18,1938.5999755859375
2026-08-19,1919.0
2026-08-20,1891.4000244140625
2026-08-21,1865.9000244140625
2026-08-24,1831.699951171875
2026-08-25,1844.699951171875
2026-08-26,1845.699951171875
2026-08-27,1798.5
2026-08-28,1810.199951171875
2026-08-31,1794.5999755859375
2026-09-01,1790.0
2026-09-02,1813.0
2026-09-03,1848.699951171875
2026-09-04,1823.0
2026-09-07,1803.0
2026-09-08,1799.300048828125
2026-09-09,1807.5999755859375
2026-09-10,1814.300048828125
2026-09-11,1799.5999755859375
2026-09-14,1799.5999755859375
2026-09-15,1778.800048828125
2026-09-16,1812.300048828125
2026-09-18,1826.699951171875
2026-09-21,1827.0
