Date,ASHOKA
2010-10-14,68.79729461669922
2010-10-15,65.63562774658203
2010-10-18,63.75320816040039
2010-10-19,66.13483428955078
2010-10-20,66.1556396484375
2010-10-21,66.31165313720703
2010-10-22,65.6772232055664
2010-10-25,64.86602020263672
2010-10-26,63.6907958984375
2010-10-27,64.57481384277344
2010-10-28,63.80519104003906
2010-10-29,64.91800689697266
2010-11-01,64.8348159790039
2010-11-02,64.27320861816406
2010-11-03,63.7947883605957
2010-11-04,64.5228042602539
2010-11-08,64.3667984008789
2010-11-09,64.91800689697266
2010-11-10,65.00121307373047
2010-11-11,64.97000885009766
2010-11-12,66.58204650878906
2010-11-15,63.68038558959961
2010-11-16,63.94038391113281
2010-11-18,64.19001007080078
2010-11-19,63.86758804321289
2010-11-22,64.08599853515625
2010-11-23,63.73239517211914
2010-11-24,63.378787994384766
2010-11-25,62.827571868896484
2010-11-26,61.40274429321289
2010-11-29,61.454750061035156
2010-11-30,60.976341247558594
2010-12-01,60.90353775024414
2010-12-02,63.24357604980469
2010-12-03,61.08034896850586
2010-12-06,61.36115264892578
2010-12-07,60.78913116455078
2010-12-08,60.570735931396484
2010-12-09,60.539527893066406
2010-12-10,60.560325622558594
2010-12-13,60.24833297729492
2010-12-14,60.32112121582031
2010-12-15,59.811519622802734
2010-12-16,59.925926208496094
2010-12-20,59.801116943359375
2010-12-21,60.01952362060547
2010-12-22,59.91551971435547
2010-12-23,59.697120666503906
2010-12-24,59.83231735229492
2010-12-27,60.3835334777832
2010-12-28,61.05954360961914
2010-12-29,63.378787994384766
2010-12-30,63.378787994384766
2010-12-31,63.94038391113281
2011-01-03,63.23318099975586
2011-01-04,62.390769958496094
2011-01-05,62.6923713684082
2011-01-06,62.49476623535156
2011-01-07,62.317962646484375
2011-01-10,61.24674606323242
2011-01-11,59.68671417236328
2011-01-12,60.45633316040039
2011-01-13,59.74911880493164
2011-01-14,59.72831726074219
2011-01-17,59.31230545043945
2011-01-18,59.489112854003906
2011-01-19,58.53230285644531
2011-01-20,57.7106819152832
2011-01-21,57.12826919555664
2011-01-24,56.889068603515625
2011-01-25,57.086669921875
2011-01-27,55.90104293823242
2011-01-28,56.265052795410156
2011-01-31,55.412235260009766
2011-02-01,53.08258819580078
2011-02-02,53.20740509033203
2011-02-03,53.1553955078125
2011-02-04,53.07218933105469
2011-02-07,53.82100296020508
2011-02-08,53.07218933105469
2011-02-09,53.07218933105469
2011-02-10,53.12419891357422
2011-02-11,53.259395599365234
2011-02-14,57.87708282470703
2011-02-15,56.80586624145508
2011-02-16,55.27703094482422
2011-02-17,55.48503875732422
2011-02-18,54.82982635498047
2011-02-21,56.9306640625
2011-02-22,58.02268981933594
2011-02-23,57.26346969604492
2011-02-24,55.12103271484375
2011-02-25,53.1553955078125
2011-02-28,51.262550354003906
2011-03-01,52.0009651184082
2011-03-03,51.41856002807617
2011-03-04,50.95055389404297
2011-03-07,52.104976654052734
2011-03-08,53.18660354614258
2011-03-09,55.0482292175293
2011-03-10,54.08101272583008
2011-03-11,55.32903289794922
2011-03-14,56.89946365356445
2011-03-15,56.20265579223633
2011-03-16,56.36906051635742
2011-03-17,57.388275146484375
2011-03-18,57.61707305908203
2011-03-21,58.137088775634766
2011-03-22,59.00030517578125
2011-03-23,59.665924072265625
2011-03-24,61.3819465637207
2011-03-25,63.05636978149414
2011-03-28,63.57638931274414
2011-03-29,61.4963493347168
2011-03-30,62.40115737915039
2011-03-31,62.785972595214844
2011-04-01,61.2779426574707
2011-04-04,60.643531799316406
2011-04-05,62.2867546081543
2011-04-06,62.43235778808594
2011-04-07,63.39958190917969
2011-04-08,63.21237564086914
2011-04-11,60.726741790771484
2011-04-13,59.33311462402344
2011-04-15,56.2546501159668
2011-04-18,55.110626220703125
2011-04-19,53.26979446411133
2011-04-20,54.923431396484375
2011-04-21,53.74821090698242
2011-04-25,54.14341735839844
2011-04-26,54.01860809326172
2011-04-27,53.446598052978516
2011-04-28,53.89381408691406
2011-04-29,54.08101272583008
2011-05-02,54.13301086425781
2011-05-03,54.01860809326172
2011-05-04,54.01860809326172
2011-05-05,54.28902053833008
2011-05-06,54.29941940307617
2011-05-09,54.351417541503906
2011-05-10,57.18026351928711
2011-05-11,56.785064697265625
2011-05-12,56.577064514160156
2011-05-13,56.213050842285156
2011-05-16,56.16105651855469
2011-05-17,56.14025115966797
2011-05-18,54.88182067871094
2011-05-19,54.67382049560547
2011-05-20,54.02901077270508
2011-05-23,52.70819091796875
2011-05-24,52.021766662597656
2011-05-25,52.042572021484375
2011-05-26,51.62656784057617
2011-05-27,52.104976654052734
2011-05-30,52.33378219604492
2011-05-31,57.01386260986328
2011-06-01,55.724246978759766
2011-06-02,54.61142349243164
2011-06-03,53.80020523071289
2011-06-06,54.08101272583008
2011-06-07,54.49702453613281
2011-06-08,55.43302917480469
2011-06-09,55.225040435791016
2011-06-10,54.060211181640625
2011-06-13,53.103397369384766
2011-06-14,52.5209846496582
2011-06-15,53.03058624267578
2011-06-16,53.12419891357422
2011-06-17,52.70819091796875
2011-06-20,51.46015930175781
2011-06-21,51.91776657104492
2011-06-22,51.896968841552734
2011-06-23,51.33536148071289
2011-06-24,52.489776611328125
2011-06-27,53.051387786865234
2011-06-28,53.41539764404297
2011-06-29,53.7794075012207
2011-06-30,55.75544738769531
2011-07-01,57.388275146484375
2011-07-04,57.18026351928711
2011-07-05,57.086669921875
2011-07-06,57.336273193359375
2011-07-07,58.00189208984375
2011-07-08,57.55467987060547
2011-07-11,57.68988037109375
2011-07-12,58.4490966796875
2011-07-13,59.125099182128906
2011-07-14,58.46989440917969
2011-07-15,58.05389404296875
2011-07-18,57.471473693847656
2011-07-19,56.639461517333984
2011-07-20,56.233856201171875
2011-07-21,56.982666015625
2011-07-22,56.11945343017578
2011-07-25,55.526641845703125
2011-07-26,56.431453704833984
2011-07-27,55.578643798828125
2011-07-28,55.95305252075195
2011-07-29,55.620243072509766
2011-08-01,57.25306701660156
2011-08-02,56.97227096557617
2011-08-03,56.77466583251953
2011-08-04,55.96344757080078
2011-08-05,56.0986442565918
2011-08-08,56.025848388671875
2011-08-09,55.50584411621094
2011-08-10,56.16105651855469
2011-08-11,55.97385025024414
2011-08-12,56.28584671020508
2011-08-16,55.06903076171875
2011-08-17,54.87142562866211
2011-08-18,54.112213134765625
2011-08-19,54.122615814208984
2011-08-22,54.08101272583008
2011-08-23,54.08101272583008
2011-08-24,54.112213134765625
2011-08-25,55.5682373046875
2011-08-26,54.02901077270508
2011-08-29,55.1002311706543
2011-08-30,58.6674919128418
2011-09-02,57.097068786621094
2011-09-05,56.4626579284668
2011-09-06,56.16105651855469
2011-09-07,57.086669921875
2011-09-08,56.70186233520508
2011-09-09,55.2562370300293
2011-09-12,55.058631896972656
2011-09-13,54.02901077270508
2011-09-14,53.966609954833984
2011-09-15,56.05705261230469
2011-09-16,54.455413818359375
2011-09-19,54.705020904541016
2011-09-20,54.76742935180664
2011-09-21,53.259395599365234
2011-09-22,52.0009651184082
2011-09-23,51.73057174682617
2011-09-26,50.90895462036133
2011-09-27,50.60734558105469
2011-09-28,51.00255584716797
2011-09-29,50.347347259521484
2011-09-30,50.50334167480469
2011-10-03,50.28493881225586
2011-10-04,50.94015121459961
2011-10-05,51.948974609375
2011-10-07,50.388938903808594
2011-10-10,50.742549896240234
2011-10-11,51.761775970458984
2011-10-12,51.28335952758789
2011-10-13,49.56732940673828
2011-10-14,49.8481330871582
2011-10-17,52.021766662597656
2011-10-18,49.87933349609375
2011-10-19,49.92094039916992
2011-10-20,50.55535125732422
2011-10-21,49.52572250366211
2011-10-24,50.33694839477539
2011-10-25,49.50493240356445
2011-10-28,50.90895462036133
2011-10-31,50.44093704223633
2011-11-01,49.85852813720703
2011-11-02,49.52572250366211
